"gene_id","FM2_5_1","FM2_5_2","FM2_5_3","FM2_5_4","FM2_5_5","FM2_5_6","R20291_1","R20291_2","R20291_3","R20291_4","R20291_5","R20291_6","Rv189_1","Rv189_2","Rv189_3","Rv189_4","Rv189_5","Rv189_6","Rv9_1","Rv9_2","Rv9_3","Rv9_4","Rv9_5","Rv9_6"
"rna-CDR20291_RS00140",1650,2393,2180,197,181,152,1515,986,1372,199,157,279,1109,1166,1598,201,153,204,627,1745,2029,195,129,175
"rna-CDR20291_RS00145",24168,39545,36375,4696,2750,2634,28249,25912,25948,3628,4864,3260,46548,48720,21205,2505,4852,2447,3492,32254,77613,4481,5993,3765
"rna-CDR20291_RS00150",4535,5838,4837,481,277,477,3550,1373,1988,521,355,433,3503,2346,4495,505,436,356,573,5709,4517,482,276,376
"rna-CDR20291_RS00155",358,528,341,72,263,58,666,1231,1341,80,73,73,801,244,487,115,91,44,532,483,390,74,52,142
"rna-CDR20291_RS00160",4251,5939,5856,845,1036,646,4697,8999,9646,591,727,648,5466,4017,4324,854,924,518,3402,5167,4054,725,795,886
"rna-CDR20291_RS00165",15777,18123,13814,2313,2011,2432,34868,30180,27500,3232,3517,3926,20895,13266,21624,2145,3395,1170,16016,23231,12419,2356,2163,2769
"rna-CDR20291_RS00170",3071,4482,3937,395,332,330,2434,2472,2961,545,366,620,2503,2467,2232,346,466,462,1461,4592,2491,425,486,494
"rna-CDR20291_RS00175",293,399,189,60,82,63,237,422,500,57,62,62,384,272,479,75,85,46,197,396,413,82,82,54
"rna-CDR20291_RS00180",5861,7473,4725,936,427,1108,4303,4231,5151,993,1052,1296,5968,6668,12478,1396,888,677,2880,6917,7970,1079,1044,845
"rna-CDR20291_RS00185",992,1413,1028,202,22,76,183,551,401,96,176,76,1296,537,344,101,89,18,234,1703,1800,206,514,165
"gene-CDR20291_RS02295",28,85,54,18,3,17,34,60,98,7,7,6,67,32,16,11,10,5,0,54,60,18,10,18
"rna-CDR20291_RS00190",15,6,9,5,1,11,0,17,14,2,3,1,19,7,15,2,0,2,30,16,22,3,5,2
"rna-CDR20291_RS00195",8537,11095,8477,1196,874,1510,6420,9511,12894,1412,1423,1661,8953,9130,20006,1935,1129,925,5773,11097,12979,1485,1255,1326
"gene-CDR20291_RS02300",891,1151,812,117,150,170,579,8012,10947,106,256,74,1203,599,1020,194,197,104,2551,1078,1675,288,502,161
"gene-CDR20291_RS02305",22449,20931,27520,1756,1931,1164,16736,17542,22964,979,839,1402,12584,4463,20249,1012,732,1319,14181,18824,24349,1868,468,2959
"gene-CDR20291_RS02310",10820,16636,18039,2708,3374,2092,19329,24101,26645,2515,2225,3162,21002,15676,13194,2565,3131,3356,7131,15203,15258,2432,2387,3895
"gene-CDR20291_RS02315",466,541,690,98,91,65,775,1130,1566,103,101,95,806,510,689,114,79,65,326,774,847,102,140,112
"gene-CDR20291_RS02320",10502,13062,7656,1824,1471,1708,11867,13536,18378,1689,2092,1045,15076,7259,11207,1143,2603,1000,4046,14623,18750,1629,2719,1068
"gene-CDR20291_RS02325",42,81,171,16,30,9,33,2251,2543,6,5,15,106,243,153,21,17,38,1922,116,228,29,37,26
"gene-CDR20291_RS02330",624,882,845,107,60,78,741,940,1255,104,85,89,752,566,563,75,107,73,380,786,748,93,133,56
"gene-CDR20291_RS02335",1954,2221,3642,122,316,160,1575,8143,13170,180,239,237,2103,2248,4687,184,219,557,3630,1618,2890,190,317,320
"gene-CDR20291_RS00445",306,306,203,61,29,63,363,366,500,62,78,71,376,183,223,34,79,33,73,704,479,73,55,66
"gene-CDR20291_RS02340",6475,8201,4845,4305,3755,4547,3994,8205,6344,3336,3253,5437,5138,10886,31650,3905,5736,2751,4280,6194,10670,3804,3231,4555
"gene-CDR20291_RS02345",2640,2985,2286,365,216,719,1014,9055,8743,172,236,181,2689,6069,7851,487,311,441,31627,1745,1423,198,403,218
"gene-CDR20291_RS02350",5671,7638,4985,4538,3449,4131,3184,8291,6032,3150,2754,4872,5484,12029,25529,3361,4584,2340,4239,6135,13331,3669,2880,4571
"gene-CDR20291_RS02355",998,1349,1836,311,293,370,2402,6410,7735,443,643,383,2314,1194,876,158,479,192,13747,2194,1409,298,361,471
"gene-CDR20291_RS02360",12,6,3,1,0,4,0,56,53,0,1,2,80,18,37,0,2,0,30,20,25,2,2,2
"gene-CDR20291_RS02365",54734,69675,45476,13959,22988,14493,83249,13438,18056,10337,12430,7967,93726,28078,16311,11356,20853,5476,7217,61679,19090,11959,10711,10784
"gene-CDR20291_RS02370",1401,1706,1350,139,111,192,975,1776,2430,154,164,132,1186,845,1189,137,151,103,783,1912,1452,141,182,126
"gene-CDR20291_RS02375",240,279,250,17,5,24,120,133,333,18,18,28,167,118,96,5,18,26,34,249,93,17,42,14
"gene-CDR20291_RS02380",6,7,0,4,0,0,3,18,8,0,0,0,10,6,12,0,2,1,0,8,3,2,1,1
"gene-CDR20291_RS02385",525,449,226,55,13,53,381,408,627,39,48,55,430,201,429,53,39,28,274,490,361,45,72,51
"gene-CDR20291_RS00015",1742,2174,2015,161,134,176,2048,2202,3168,194,178,195,1668,1353,1800,217,150,142,1092,2148,2115,221,208,173
"gene-CDR20291_RS00450",2318,2883,2401,349,336,282,2240,2219,3385,305,288,316,3170,1702,2034,296,363,237,549,2729,2171,254,406,317
"gene-CDR20291_RS02390",6437,9340,9254,1731,2410,1639,7079,2317,2392,1328,1436,1061,10341,7319,1965,1347,2492,782,1398,6755,2070,1404,1511,1428
"gene-CDR20291_RS02395",2757,3515,3502,398,355,380,1619,2240,2936,308,318,337,2499,2734,2548,355,447,287,957,2479,2531,304,315,309
"gene-CDR20291_RS02400",8808,9303,9691,715,1063,665,7509,4777,6371,598,498,836,6330,4271,6991,661,830,592,1756,6738,4907,601,472,696
"gene-CDR20291_RS02405",19603,21938,17016,2804,1798,2090,15246,9918,12154,2240,2431,2333,23578,12311,16444,1876,3003,1358,3230,25492,20728,2116,2700,1830
"gene-CDR20291_RS02410",122,206,121,40,98,37,259,703,675,35,36,12,300,79,365,45,75,4,150,354,268,55,8,52
"gene-CDR20291_RS02415",3727,5086,5900,833,1487,445,8654,2900,3189,1195,702,1527,5131,4862,8708,993,694,848,985,8013,8024,1106,432,1841
"gene-CDR20291_RS02420",1450,2223,2208,416,553,266,3369,2729,3523,397,459,639,2104,2754,3095,490,288,473,645,2786,4361,614,448,1056
"gene-CDR20291_RS02425",1497,1764,1376,617,324,530,2086,945,1031,473,528,459,2250,1371,1205,541,888,227,353,2371,2149,534,656,293
"gene-CDR20291_RS02430",95,182,138,24,26,36,96,283,458,30,14,21,111,174,138,38,32,14,103,124,184,23,20,17
"gene-CDR20291_RS02435",3770,4756,2888,1923,1045,2071,7608,1984,2698,1516,1836,1305,6069,3148,3429,1610,3008,701,984,7752,5422,1723,2064,870
"gene-CDR20291_RS00455",4521,5536,4263,648,523,505,3621,4922,6820,495,511,459,4471,2098,2545,407,918,365,1456,4873,11722,493,622,344
"gene-CDR20291_RS02440",319,468,354,88,145,109,420,1449,1702,89,154,109,602,654,974,96,123,65,529,359,764,82,159,130
"gene-CDR20291_RS02445",2313,4406,6409,193,171,148,914,5407,3532,166,86,210,2142,4803,961,611,133,356,1066,1719,2958,222,157,236
"gene-CDR20291_RS02450",53493,67509,55507,7992,6274,6278,41577,33604,35719,5416,6038,6722,55896,39716,46965,7037,8239,4572,13711,50733,48814,5721,6188,5809
"gene-CDR20291_RS02455",1015,1503,1090,263,253,271,1219,991,1047,257,419,252,2242,845,690,103,289,91,1399,1786,693,168,276,201
"gene-CDR20291_RS02460",1985,2228,1480,384,379,460,2226,1568,1622,422,605,388,3521,1247,1088,160,444,147,2459,3075,1330,249,435,304
"gene-CDR20291_RS02465",3272,4565,4213,513,709,444,4061,7370,8702,494,493,504,4222,2321,2509,455,641,445,3200,4389,4212,451,509,637
"gene-CDR20291_RS02470",30234,35851,20593,16743,7384,13799,43676,10326,12478,9060,16158,10603,41533,24589,34909,14888,28294,5248,10249,46491,38201,18522,20477,8523
"gene-CDR20291_RS02475",7126,9964,9162,2911,1284,2135,9017,4712,5251,1567,2543,2088,8016,7818,6577,2582,4146,1425,1857,9341,8148,3050,3228,1617
"gene-CDR20291_RS02480",6600,7416,5103,1076,1207,1107,7885,10503,14892,867,1135,898,9706,5003,7000,894,1416,676,3961,7379,11118,953,1441,969
"gene-CDR20291_RS02485",163,159,137,25,46,28,133,652,747,31,25,14,118,97,144,21,32,23,79,119,109,15,21,25
"gene-CDR20291_RS00460",6164,7451,5777,713,816,737,5700,6142,8555,688,744,616,7799,3897,4426,568,844,485,1694,6732,5452,608,1070,615
"gene-CDR20291_RS02490",2089,2453,1759,276,554,312,3257,5253,7362,392,376,291,2775,1263,2770,261,454,202,2541,3714,3906,448,403,391
"gene-CDR20291_RS02495",12852,16803,10593,2787,3253,2315,16055,498,405,2160,2462,1857,16666,5057,4335,2616,3431,1966,195,16198,2835,2707,2442,2445
"gene-CDR20291_RS02500",256,344,273,45,59,52,242,689,1050,47,51,32,380,241,366,41,33,29,366,428,531,60,87,46
"gene-CDR20291_RS02505",858,1119,676,220,189,224,1455,2551,2469,205,336,235,1370,673,861,215,353,127,685,1323,1197,249,329,244
"gene-CDR20291_RS02510",1769,2299,3042,225,301,235,1575,6392,9814,235,149,206,1964,1536,1117,355,153,386,2327,2426,1827,247,325,262
"gene-CDR20291_RS02515",629,916,801,83,205,110,783,1868,2830,85,82,153,631,471,1251,165,88,132,622,890,840,158,53,211
"gene-CDR20291_RS02520",143,102,110,32,52,28,100,1412,1365,26,26,33,187,207,352,31,23,17,844,134,325,48,34,25
"gene-CDR20291_RS02525",3981,5164,2879,749,294,935,4406,861,1612,664,1269,586,4458,1318,1626,442,1588,266,709,7124,4424,922,538,354
"gene-CDR20291_RS02530",567,732,586,141,60,120,637,223,243,109,204,131,586,301,239,58,258,68,120,1015,677,134,87,63
"gene-CDR20291_RS02535",874,1289,952,138,183,132,1346,1404,1204,204,176,192,1271,821,1084,147,185,75,560,1784,1267,209,156,208
"gene-CDR20291_RS00465",2756,4082,2996,995,394,706,3392,1556,1932,539,888,422,4132,2554,2451,850,1188,213,284,3287,6263,1006,1004,583
"gene-CDR20291_RS02540",289,426,508,52,46,41,249,2935,3634,47,45,57,262,220,350,44,43,44,202,481,445,77,68,73
"gene-CDR20291_RS02545",4058,5135,4181,433,583,330,4177,3939,5461,464,484,414,4216,2112,2560,353,494,233,1123,5453,6012,466,412,441
"gene-CDR20291_RS02550",57,96,80,44,14,47,309,7,66,87,97,86,200,196,112,74,99,33,34,331,144,134,184,131
"gene-CDR20291_RS02555",62,109,80,22,8,23,1220,389,552,119,210,184,654,277,170,19,30,11,55,173,225,29,30,31
"gene-CDR20291_RS02560",11077,16682,13218,1466,2121,1035,10226,10076,13830,1112,1095,1158,13046,9923,10678,1372,1453,858,3800,10268,11668,1093,1043,1272
"gene-CDR20291_RS02565",501,775,653,107,275,80,497,1016,1123,52,70,77,1097,543,550,90,127,128,440,514,571,44,57,67
"gene-CDR20291_RS02570",88,90,28,12,8,12,58,526,1015,20,33,24,117,55,133,18,10,33,36,79,154,56,57,40
"gene-CDR20291_RS02575",848367,847047,1866364,85791,78235,51922,562560,718834,582468,66144,47724,103776,813821,962444,802715,80583,76260,86955,293005,571831,632446,70909,46006,99939
"gene-CDR20291_RS02580",6005,7831,4744,1601,2104,1721,5554,8764,9358,1078,1002,1047,8010,5266,9654,1447,1703,927,3057,7880,8613,1486,1092,1804
"gene-CDR20291_RS02585",671,798,747,62,110,85,358,2417,3237,68,74,67,794,494,724,90,72,73,2131,502,610,68,138,73
"gene-CDR20291_RS00470",100,250,194,24,22,22,147,400,591,32,19,17,206,186,287,23,22,12,164,219,222,25,11,36
"gene-CDR20291_RS02590",506,646,457,75,65,93,560,906,1264,80,78,94,539,319,842,94,93,57,727,749,835,104,90,100
"gene-CDR20291_RS02595",4044,5929,4030,1183,1475,1157,3741,4948,5485,764,675,1154,5036,3883,5873,1076,1214,913,1802,5469,5297,1037,868,1363
"gene-CDR20291_RS02600",519,691,536,115,82,94,359,667,679,55,95,86,748,463,340,130,165,71,19,735,675,138,139,109
"gene-CDR20291_RS02605",0,2,2,4,14,1,2,42,37,5,10,3,8,4,5,5,11,3,5,2,3,10,5,5
"gene-CDR20291_RS02610",4594,5527,3751,1021,692,812,3538,6231,6360,629,876,791,5631,3357,4290,932,1044,426,1549,5869,5707,1095,1082,863
"gene-CDR20291_RS02615",1856,2120,1944,247,272,246,1585,2707,3947,239,256,241,2054,1716,2535,288,292,175,1077,1980,2866,257,262,271
"gene-CDR20291_RS02620",135231,159556,78819,19641,11691,21219,140186,54857,80964,15875,25356,12102,165971,66430,92548,13034,31086,6628,14447,170053,276354,19269,32861,9259
"gene-CDR20291_RS02625",2514,2816,2095,434,524,409,2628,3821,5998,314,372,273,2943,1593,2868,404,436,225,1314,2845,3458,400,351,426
"gene-CDR20291_RS02630",84636,122369,81667,20295,9640,15645,81707,35458,46710,14531,23916,12020,123913,89903,62648,12168,26382,6293,8612,109836,226440,18329,32304,9076
"gene-CDR20291_RS02635",3146,3815,2766,1127,2529,1158,2239,10276,11164,1062,1310,1262,4073,5075,11216,1343,1420,644,3470,3142,4726,1192,1201,1463
"gene-CDR20291_RS00475",467,650,547,84,147,98,460,1642,1728,108,97,102,783,736,922,116,112,76,613,651,932,127,100,135
"gene-CDR20291_RS02640",1203,2173,2205,183,398,110,1469,3200,3360,176,137,195,1683,3029,3526,209,214,175,1494,1790,2467,227,77,375
"gene-CDR20291_RS02645",6982,9526,7719,1112,1184,1029,7406,8336,11924,1252,939,1318,9079,6182,6886,1182,1347,792,2359,8850,9335,1140,851,1228
"gene-CDR20291_RS02650",860,980,707,187,227,196,1417,3772,5105,146,156,215,1629,836,1896,283,313,176,1408,1099,1714,229,189,261
"gene-CDR20291_RS02655",641,850,602,128,182,129,424,1369,2459,115,105,168,973,574,800,190,145,79,504,599,724,115,136,158
"gene-CDR20291_RS02660",23,58,25,14,18,8,29,202,286,9,16,6,66,28,102,8,11,1,105,104,97,18,11,14
"gene-CDR20291_RS02665",441,592,395,72,67,80,316,629,433,61,66,48,610,1343,2854,51,115,31,252,612,5873,66,127,65
"gene-CDR20291_RS02670",92,123,85,19,9,21,55,66,53,10,15,7,118,216,506,7,27,9,26,99,976,12,23,14
"gene-CDR20291_RS02675",16,14,14,0,1,2,7,338,337,0,1,0,24,17,17,8,4,2,109,6,33,1,5,2
"gene-CDR20291_RS02680",237,315,247,31,38,48,209,408,381,26,29,39,290,200,368,60,55,43,238,285,325,34,27,41
"gene-CDR20291_RS02685",90,158,130,19,18,31,109,314,282,17,17,13,176,179,152,19,20,8,141,197,173,20,28,14
"gene-CDR20291_RS00480",7408,10436,6149,2312,1876,2048,11026,1006,966,1734,1224,1264,21197,7119,10258,4179,3522,1694,303,9837,5130,1617,921,1636
"gene-CDR20291_RS02690",1568,2413,1372,589,766,509,2552,1082,1092,472,549,369,3080,2624,4059,511,862,109,331,2371,4573,647,466,537
"gene-CDR20291_RS02695",17459,20431,9964,6262,9242,7513,23538,10352,12560,5329,6073,4829,28206,17173,44435,5823,10831,1945,3074,25421,31367,6425,5639,6225
"gene-CDR20291_RS02700",19,26,27,7,13,10,2,193,301,3,4,7,28,59,74,12,5,0,59,42,58,3,3,10
"gene-CDR20291_RS02705",11,11,15,2,4,5,21,114,97,1,11,3,101,37,22,1,3,5,28,36,40,9,8,2
"gene-CDR20291_RS02710",263970,303079,152444,55697,30141,54100,328935,136770,175029,42540,70203,29278,380121,129997,208007,34948,77084,16091,26023,300799,653424,56015,79350,25784
"gene-CDR20291_RS02715",54115,65513,43227,10965,5221,8723,59404,34499,43271,7923,13120,5724,88177,47142,44214,6137,13480,3258,5630,63974,158325,10740,15771,5672
"gene-CDR20291_RS02720",2688,3513,2320,692,580,718,3442,4254,5020,522,554,509,4508,2657,4141,781,839,363,1449,3290,3899,701,685,684
"gene-CDR20291_RS02725",26333,37043,33159,2294,1530,1332,16275,3952,4020,2495,2901,4134,18265,16970,9524,2028,2005,1001,6850,35710,11966,3118,3184,2587
"gene-CDR20291_RS02730",331,425,758,47,39,39,77,19406,26944,14,17,18,174,313,576,33,24,26,18011,178,3057,21,24,34
"gene-CDR20291_RS02735",211,307,278,42,69,43,320,252,451,51,64,59,275,203,224,59,59,14,175,247,161,40,56,55
"gene-CDR20291_RS00485",6977,9416,7234,1422,2077,1366,8424,13542,17110,1370,1154,1301,9642,6945,11928,1692,1658,952,3249,9585,10960,1492,1079,1494
"gene-CDR20291_RS02740",0,1,9,0,0,0,0,0,0,0,0,1,9,0,0,0,1,0,0,0,3,1,0,0
"gene-CDR20291_RS02745",1010,1531,1159,183,288,149,1911,2911,3264,295,255,211,1546,749,1180,231,269,142,1431,1587,1819,259,240,213
"gene-CDR20291_RS02750",466,483,172,84,489,112,306,2862,3343,81,94,35,518,173,350,102,155,26,728,418,874,91,127,77
"gene-CDR20291_RS02755",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-CDR20291_RS02760",228,271,193,35,42,37,235,481,509,38,47,38,356,206,312,48,58,28,152,327,409,53,43,58
"gene-CDR20291_RS02765",944,1482,989,254,333,204,1745,2483,3590,237,228,252,1751,990,1934,290,314,130,1377,1986,2017,322,179,287
"gene-CDR20291_RS02770",2517,3161,3628,293,292,210,2556,3826,3879,279,204,244,2454,2194,2514,288,265,172,1280,3168,2423,249,227,264
"gene-CDR20291_RS02775",7278,6926,3992,953,1235,1674,4339,12440,16967,704,1290,854,9569,5810,10173,950,1038,582,2214,6352,9522,797,2531,665
"gene-CDR20291_RS02780",8546,10315,6216,1490,1420,1539,11988,7643,9619,1441,1532,1280,11918,4379,9278,1742,2187,735,1827,11894,10543,1694,1369,1552
"gene-CDR20291_RS02785",7028,8901,6162,1225,836,1135,10093,5398,7848,1196,1081,1190,9009,3548,4839,1253,1296,706,1392,11055,7563,1243,1278,1046
"gene-CDR20291_RS00490",13,8,3,1,0,0,0,11,9,0,0,0,11,5,10,0,0,0,19,1,0,0,0,0
"gene-CDR20291_RS02790",474,720,525,62,83,68,532,853,982,67,38,81,514,309,613,100,58,41,118,519,629,54,39,123
"gene-CDR20291_RS02795",985,1289,834,72,121,81,983,1403,1824,80,47,52,981,359,1040,98,96,38,362,1271,1219,94,51,122
"gene-CDR20291_RS02800",4093,5192,3079,819,841,700,3820,2226,3110,597,781,440,5626,2129,3645,579,1076,324,941,5077,3781,701,669,528
"gene-CDR20291_RS02805",509,1019,655,129,66,119,677,189,300,124,189,79,844,619,933,87,225,20,239,1518,1202,193,66,114
"gene-CDR20291_RS02810",294,347,276,55,78,85,232,4341,5985,65,101,56,597,265,518,103,50,74,366,317,562,127,230,105
"gene-CDR20291_RS02815",4092,5735,3882,848,839,696,4001,2086,2797,688,732,603,5508,3042,3039,600,964,441,852,4578,4050,651,740,602
"gene-CDR20291_RS02820",268,404,365,93,13,119,277,18,76,149,148,110,308,234,96,86,205,19,0,693,574,205,46,118
"gene-CDR20291_RS02825",2739,3859,4357,480,454,345,1747,1175,1172,318,356,533,2325,2451,2167,456,539,303,421,2698,1761,332,385,412
"gene-CDR20291_RS02830",7733,11338,9984,1244,2414,1488,135938,35194,39719,10715,8721,13217,47555,33043,43120,2279,1559,632,11067,10862,9665,1315,723,1436
"gene-CDR20291_RS02835",13302,17800,15208,2538,1899,2106,4585,43040,22395,2037,1632,1740,19013,29581,56882,2686,3733,1519,26393,22920,15832,2861,2273,4272
"gene-CDR20291_RS00495",2956,3516,2030,614,1003,810,6050,5832,7463,604,602,690,5649,2050,5243,814,1206,364,2014,5306,5919,978,672,913
"gene-CDR20291_RS02840",90,159,108,25,64,33,170,464,586,32,31,24,282,79,137,39,34,14,161,151,139,55,40,48
"gene-CDR20291_RS02845",537,598,323,87,126,110,1066,1506,2789,102,92,103,1022,364,604,147,122,68,418,821,881,156,128,136
"gene-CDR20291_RS02850",948,1244,800,127,168,170,603,3416,6116,134,145,105,1391,1034,1634,124,153,85,368,1082,1675,114,183,97
"gene-CDR20291_RS02855",231,320,220,25,35,43,228,579,742,46,35,37,329,288,416,38,33,34,106,464,531,51,29,35
"gene-CDR20291_RS02860",57,90,44,20,23,21,138,104,183,14,10,6,115,22,125,20,25,6,42,129,137,12,15,18
"gene-CDR20291_RS02865",44975,56785,47497,7663,6897,6790,35884,29028,26701,5847,6094,8357,45274,38434,42505,7514,9451,5831,11082,47961,33736,6038,6219,7052
"gene-CDR20291_RS02870",11772,16364,10640,1952,1837,1830,17863,6055,9384,1842,1659,1290,16564,6202,14456,1878,2137,758,1233,18121,16197,2106,1371,1845
"gene-CDR20291_RS02875",87,209,123,32,35,44,151,699,1025,35,61,55,334,151,226,42,44,27,319,240,268,52,158,47
"gene-CDR20291_RS02880",3881,4872,3666,315,199,414,1567,1023,1386,341,316,340,2156,1434,2606,411,440,218,738,5137,2169,310,276,212
"gene-CDR20291_RS02885",9852,12467,7777,1820,2220,1896,17721,16893,17102,2258,1049,2956,14510,18681,43578,1818,1920,1619,12208,14224,13809,1815,1133,2806
"gene-CDR20291_RS00020",175,208,193,31,25,25,109,203,262,16,18,46,177,150,203,45,33,24,73,149,218,20,25,45
"gene-CDR20291_RS00500",2150,2544,1684,571,838,609,1487,2878,5205,274,929,134,3981,2151,2925,521,1106,309,991,3413,3950,748,1357,682
"gene-CDR20291_RS02890",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"gene-CDR20291_RS02895",39,55,17,14,13,13,26,233,295,13,14,17,133,42,88,13,16,14,71,50,69,13,18,17
"gene-CDR20291_RS02900",4175,4078,2767,319,276,376,2310,3742,4567,247,264,213,2580,873,1660,217,342,138,1669,3339,2667,264,302,194
"gene-CDR20291_RS02905",215,143,75,26,84,67,352,1036,1109,37,52,27,400,95,343,40,60,20,42,306,406,61,120,87
"gene-CDR20291_RS02910",6201,7726,5802,932,856,840,8180,4685,7049,1051,988,821,9491,4612,5265,889,1338,583,1106,7877,10204,918,1037,856
"gene-CDR20291_RS02915",873,632,506,141,94,398,388,9206,13238,74,365,105,1943,1422,1823,196,59,131,830,614,2031,170,802,188
"gene-CDR20291_RS02920",164,195,160,33,45,42,204,407,704,17,21,20,271,202,308,38,22,12,128,162,327,40,27,36
"gene-CDR20291_RS02925",8376,10320,5264,1618,1653,1600,12330,6093,9685,1567,1741,1513,12459,4930,8124,1458,2112,909,2059,12963,10368,1629,2255,1256
"gene-CDR20291_RS02930",3734,4601,4295,467,334,436,2460,3273,3875,323,346,363,3124,2804,3015,469,413,262,1382,3289,2536,359,390,343
"gene-CDR20291_RS02935",1589,2566,1468,597,672,503,1675,1292,1514,401,477,294,2448,1573,3086,552,733,180,591,2232,2938,536,434,455
"gene-CDR20291_RS00505",991,1576,1269,192,154,197,679,1086,1003,155,128,190,1257,1082,1335,169,186,107,721,1169,878,157,173,162
"gene-CDR20291_RS02940",4889,5879,3882,832,703,700,6336,4274,5505,772,841,672,6647,3081,4385,626,919,356,1225,6825,6080,747,934,604
"gene-CDR20291_RS02945",407,680,406,68,150,68,898,3447,5520,93,91,14,845,305,995,84,95,13,1197,1088,1056,135,77,94
"gene-CDR20291_RS02950",4844,5524,4541,495,425,403,3572,2821,3724,432,399,552,4907,8819,10921,361,611,389,1325,4621,3546,384,398,489
"gene-CDR20291_RS02955",1765,2537,2071,552,727,495,2557,3638,4888,464,339,531,2607,2548,4451,605,530,464,1221,2615,3269,640,307,841
"gene-CDR20291_RS02960",2,3,4,1,0,0,0,18,28,1,0,0,26,7,0,0,0,0,0,3,0,1,6,0
"gene-CDR20291_RS02965",659,1013,1189,199,275,156,1022,1406,1677,164,119,267,942,1450,1718,218,169,181,594,953,1132,255,125,371
"gene-CDR20291_RS02970",940,1257,858,263,175,256,833,2995,2379,214,165,187,1112,11813,34858,242,313,144,7746,1089,23418,292,176,175
"gene-CDR20291_RS02975",0,3,0,0,0,0,0,7,0,0,1,0,1,4,0,0,0,0,0,8,0,0,0,0
"gene-CDR20291_RS02980",12808,16347,15585,3165,10540,3265,10877,45077,52946,2875,2706,3786,12968,13786,31563,3373,4240,2524,18539,12253,18515,3207,2845,4572
"gene-CDR20291_RS02985",540,841,891,35,36,22,67,41887,8392,24,26,46,299,35160,25875,181,38,24,76378,179,869,56,14,86
"gene-CDR20291_RS00510",93367,110580,60653,21503,9945,19763,115397,46473,66576,13984,20381,14235,123888,43648,63903,21852,27879,8463,10551,121624,187091,23888,26034,14488
"gene-CDR20291_RS02990",173165,197433,145675,980,633,1322,11848,47294,84787,1814,1053,3079,43846,35120,75590,1664,1386,416,3095,86489,216365,1517,784,608
"gene-CDR20291_RS02995",106,70,44,5,10,8,200,6646,9328,42,56,66,465,95,167,45,7,3,14312,588,438,98,84,96
"gene-CDR20291_RS03000",9782,12617,9138,3612,3281,3216,6697,8181,8078,2437,2559,3761,9617,17528,31470,3448,4145,2542,5702,8720,18454,2747,2777,3330
"gene-CDR20291_RS03005",9,41,34,5,5,10,70,4372,5375,18,27,28,227,49,84,12,6,2,7136,284,231,57,39,49
"gene-CDR20291_RS03010",136291,137902,72797,705,802,1432,11287,46494,101784,1535,1071,2571,39032,22132,87022,1144,1570,395,2072,82280,220811,1084,816,454
"gene-CDR20291_RS03015",1337,1686,940,209,190,294,1554,1920,2389,182,233,146,1608,625,1625,235,262,75,864,1580,1414,238,193,218
"gene-CDR20291_RS03020",3942,4825,3831,808,1227,1015,5634,6846,8298,747,837,593,6877,4682,5031,685,966,446,1884,5053,7466,816,1419,821
"gene-CDR20291_RS03025",60807,72291,52438,6808,4859,7059,55309,31797,39407,7252,7777,7082,56562,29485,32113,5365,10204,4174,15274,73539,49838,6410,7192,5133
"gene-CDR20291_RS03030",691,1005,853,126,151,152,1190,1938,3094,110,108,128,1068,541,768,120,163,133,464,1190,1450,150,185,168
"gene-CDR20291_RS03035",130,137,77,8,4,23,84,127,206,13,27,10,56,36,52,10,15,11,64,53,52,16,76,12
"gene-CDR20291_RS00515",53857,70099,49955,7953,7243,6343,9128,24744,36777,1244,2017,1200,55146,30757,41935,6478,8518,5506,10741,13874,22596,2375,5229,2459
"gene-CDR20291_RS03040",10055,12903,10206,1572,1088,1348,6717,3668,3982,862,911,1001,10520,6126,7146,1477,1647,760,2212,8586,5999,1056,872,947
"gene-CDR20291_RS03045",423,526,296,93,131,100,380,652,663,68,89,107,613,536,1308,88,131,53,376,566,828,73,64,147
"gene-CDR20291_RS03050",109,103,76,14,10,7,79,567,1056,23,25,22,198,117,243,23,18,17,56,195,245,21,64,27
"gene-CDR20291_RS03060",13,10,6,8,5,4,27,72,115,3,5,2,28,17,25,2,8,1,47,11,48,7,3,4
"gene-CDR20291_RS03065",0,4,3,0,4,0,14,25,39,3,0,1,8,11,4,3,1,0,0,0,43,6,1,2
"gene-CDR20291_RS03070",6800,8160,5709,1783,3429,1899,8868,30770,36572,1485,1715,1167,15896,6469,11998,3055,2845,950,7941,7235,12168,2198,2201,1881
"gene-CDR20291_RS03075",3374,5016,4286,705,1219,502,6533,7707,9589,692,506,702,7462,4031,6551,850,824,492,3901,6269,8296,951,383,1165
"gene-CDR20291_RS03080",2870,3875,2209,868,709,774,4171,808,1166,745,633,627,3770,1520,2725,661,858,319,374,5223,4064,826,598,481
"gene-CDR20291_RS03085",5,3,6,4,3,4,0,22,23,0,1,2,29,15,39,0,1,1,18,5,2,4,1,3
"gene-CDR20291_RS03090",3288,3831,2325,769,1294,822,3983,13039,16446,588,813,386,7766,3032,5937,1274,1114,294,3187,3485,6817,1075,919,677
