"gene_id","FM2_5_1","FM2_5_2","FM2_5_3","FM2_5_4","FM2_5_5","FM2_5_6","R20291_1","R20291_2","R20291_3","R20291_4","R20291_5","R20291_6","Rv189_1","Rv189_2","Rv189_3","Rv189_4","Rv189_5","Rv189_6","Rv9_1","Rv9_2","Rv9_3","Rv9_4","Rv9_5","Rv9_6"
"gene-CDR20291_RS01415",3931,4185,2727,524,668,568,2489,3673,4571,385,476,446,3622,1606,2759,441,640,288,621,3425,4342,426,521,337
"gene-CDR20291_RS11130",3219,3661,2579,463,687,640,3880,9976,15704,361,507,365,5571,2578,4772,535,631,411,3543,3809,6594,483,657,537
"gene-CDR20291_RS11135",3577,4025,3271,427,419,493,3954,5328,6409,505,351,555,3984,1221,2509,409,415,354,2743,3610,2085,432,439,447
"gene-CDR20291_RS11140",31,70,65,9,8,14,16,180,466,2,8,5,59,17,43,10,4,6,40,93,73,3,17,4
"gene-CDR20291_RS11145",186,215,124,37,45,41,183,402,549,33,38,12,213,82,235,41,33,10,64,165,281,33,52,28
"gene-CDR20291_RS11150",1770,2218,1429,131,229,166,1368,891,1183,136,93,162,2178,992,2057,125,185,110,419,1337,1452,137,99,154
"gene-CDR20291_RS11155",6458,8415,5009,1144,1215,1402,7290,5905,9585,1098,1121,890,9027,4991,8466,1202,1564,493,2184,8354,9720,1172,1245,890
"gene-CDR20291_RS11160",31,19,15,8,3,10,1,78,113,5,9,14,65,15,38,5,6,4,41,36,18,2,8,8
"gene-CDR20291_RS11165",6695,8857,6522,910,765,950,4143,10986,14047,565,537,554,6252,3766,7317,1101,869,620,4049,7257,7593,1082,671,984
"gene-CDR20291_RS11170",43,72,46,7,10,18,42,134,148,14,15,15,38,41,25,13,18,10,65,52,122,18,13,18
"gene-CDR20291_RS11175",9979,13674,12837,1209,1395,919,10805,9268,10669,1045,1179,871,12955,9263,9293,787,1612,752,3511,11736,17875,1260,1288,1243
"gene-CDR20291_RS01420",4749,5286,3611,407,376,524,2683,4052,5375,355,334,382,3158,1794,3905,435,574,256,1241,4219,4261,376,266,232
"gene-CDR20291_RS11180",163,265,171,51,34,34,177,295,237,31,27,49,372,280,368,36,32,39,168,245,306,32,86,35
"gene-CDR20291_RS11185",0,0,0,0,4,0,0,7,10,0,0,2,4,1,0,0,0,0,1,2,1,0,0,1
"gene-CDR20291_RS11190",4276,6683,8261,647,577,448,3875,1637,1509,457,409,589,4825,8037,2765,609,604,486,681,2830,3243,590,447,558
"gene-CDR20291_RS11195",506,801,598,70,235,76,581,1687,1943,96,59,85,679,600,662,128,53,64,511,649,813,120,119,118
"gene-CDR20291_RS11200",76846,103453,76357,9293,5277,9129,89283,27830,33552,9030,6914,11096,86483,52688,70886,9123,8899,6301,12328,90982,61179,8631,7173,7673
"gene-CDR20291_RS11205",606,689,491,70,83,50,472,1063,1084,32,48,59,542,212,439,60,59,48,535,486,431,45,30,77
"gene-CDR20291_RS11210",421,655,483,55,53,56,454,1296,1544,55,48,44,427,232,403,38,29,31,485,676,427,54,62,66
"gene-CDR20291_RS11215",12227,15435,9417,2597,6296,3092,13740,15250,18320,2169,2264,2365,17199,9490,16077,2582,3821,1174,5894,16180,26008,2603,2431,3138
"gene-CDR20291_RS11220",157,232,151,27,22,38,94,1670,2213,26,67,39,216,170,344,25,62,26,337,232,177,34,71,50
"gene-CDR20291_RS11225",6577,9078,4551,1389,1667,1682,12465,7998,12019,1608,1939,1281,11568,4602,9662,1313,1969,702,2780,9176,12822,1696,1869,1543
"gene-CDR20291_RS01425",151,213,243,28,45,32,125,18792,15454,15,16,8,239,168,231,28,46,29,9833,205,1017,30,22,24
"gene-CDR20291_RS11230",102,92,77,16,6,11,25,322,717,11,15,14,107,63,52,10,14,12,12,107,99,10,56,5
"gene-CDR20291_RS11235",7231,9657,8122,736,384,797,4160,9108,12131,637,540,593,4899,4280,6291,745,690,537,3654,9735,8903,718,622,532
"gene-CDR20291_RS11240",127238,160218,119830,18936,6725,14187,90984,9816,10742,10568,14458,12869,77854,57619,60804,14430,19453,7900,3770,118209,74333,14772,17906,8167
"gene-CDR20291_RS11245",400155,472711,369045,2904,2507,4219,32457,185034,335728,5912,4104,10408,119485,143630,250455,3571,4734,1399,13522,233783,755893,3928,2690,1945
"gene-CDR20291_RS11250",3789,4808,3502,668,956,593,3227,4193,5761,455,612,405,4789,2677,3308,517,835,326,1459,3944,3955,448,607,583
"gene-CDR20291_RS11255",147156,197883,128596,22320,10203,15761,93535,11918,12824,13217,17717,14351,91100,48251,59081,17647,23496,7340,4069,143465,85754,18767,20283,9897
"gene-CDR20291_RS11260",41,19,41,3,1,3,13,1229,1787,1,7,5,69,53,67,9,5,7,862,20,203,16,30,6
"gene-CDR20291_RS11265",23777,32716,24956,1550,1072,951,13005,1518,1257,1940,1741,2133,25178,7865,3318,1333,1579,1919,600,47288,2630,1700,2059,1722
"gene-CDR20291_RS11270",12741,17717,16903,691,883,767,3647,11488,12219,764,504,476,5533,4234,4870,1009,849,354,3245,7211,4948,619,516,461
"gene-CDR20291_RS11275",64,62,63,1,20,0,60,422,442,8,7,6,132,117,117,6,4,6,130,100,214,13,3,18
"gene-CDR20291_RS01430",22362,28555,20734,6656,12165,7436,2121,28049,9030,4438,3792,9714,7895,59892,110036,9330,9164,8060,18988,8518,21035,3784,3174,8198
"gene-CDR20291_RS11280",97,114,127,16,16,22,90,595,848,14,7,16,128,124,96,12,17,2,164,78,157,14,7,14
"gene-CDR20291_RS11285",0,0,0,0,0,0,0,9,14,0,0,0,8,2,0,0,0,1,3,2,1,2,0,0
"gene-CDR20291_RS11290",3203,4349,2915,1869,2621,1871,1899,3677,2796,1759,1696,2196,2463,8622,22069,2277,2551,998,2189,3145,6727,1900,1263,2390
"gene-CDR20291_RS11295",614,591,374,72,144,98,690,4722,8087,58,84,48,811,376,840,75,97,35,1031,794,1860,88,155,92
"gene-CDR20291_RS11300",1922,2044,1624,558,550,526,3597,2753,3986,569,535,544,2456,1295,2750,497,671,329,1138,3639,3244,685,562,528
"gene-CDR20291_RS11305",24719,37913,44023,3269,4514,1842,25846,46692,51784,3817,3950,4650,31273,39298,23393,3138,4380,2519,10485,35221,68986,3877,3795,4388
"gene-CDR20291_RS11310",31898,40820,35877,4716,4576,4038,44081,36425,51847,4320,3541,5715,46924,28498,30575,4093,4396,3957,8937,43096,34969,4084,4613,5338
"gene-CDR20291_RS11315",3351,4780,4393,1116,1105,826,5180,4286,5768,1349,1072,1036,4352,4095,3870,983,1161,626,1419,6437,6566,1386,1203,1158
"gene-CDR20291_RS11320",6356,9100,5575,1607,1406,1399,6872,3613,4830,951,996,889,9277,5630,6666,1370,1639,576,1092,6637,7468,1180,1037,1012
"gene-CDR20291_RS11325",174251,200868,158411,39485,29317,36981,67905,22836,28972,8882,9867,9080,185008,79142,94143,33757,46974,25973,10817,67379,38235,10854,12595,9668
"gene-CDR20291_RS01435",21378,28302,29462,3160,7624,2632,24821,65320,85417,3745,3792,3357,33482,21698,16204,2937,3613,2168,15295,38935,27078,3541,5911,4247
"gene-CDR20291_RS11330",157,204,162,63,53,76,283,3666,4260,45,73,68,435,235,462,43,49,66,309,379,456,94,228,86
"gene-CDR20291_RS11335",23077,28471,24787,8410,2988,7610,46981,21080,24996,7649,6956,9285,25895,19132,28199,8817,7288,4485,3341,43866,36264,12164,12070,8523
"gene-CDR20291_RS11340",1008,1491,968,132,316,130,933,3018,3997,129,165,72,3741,984,2969,258,194,273,1224,1167,1074,146,109,166
"gene-CDR20291_RS11345",3021,3748,2417,546,438,485,3088,2340,2455,399,395,308,3924,1512,3170,568,676,196,1340,3856,3149,465,377,427
"gene-CDR20291_RS11350",268,331,282,32,45,39,239,1035,1183,50,37,25,409,258,506,64,40,28,463,395,596,62,51,59
"gene-CDR20291_RS11355",70,95,98,16,11,3,60,468,452,11,8,20,97,62,66,14,5,11,105,141,140,9,13,13
"gene-CDR20291_RS11360",4493,5488,3334,946,405,969,2729,2284,3645,868,686,635,4132,3319,6755,1039,972,537,954,5242,9590,1194,698,697
"gene-CDR20291_RS11365",52,58,51,18,4,35,135,109,51,12,8,4,35,74,265,33,32,9,70,50,268,17,9,16
"gene-CDR20291_RS11370",2566,3194,1611,718,366,938,1943,2359,2882,668,540,430,2510,1764,4525,874,880,344,903,3331,6861,973,585,472
"gene-CDR20291_RS11375",1164,1945,1569,145,133,168,1154,1864,2355,187,129,189,1321,1016,1206,159,155,127,1247,1911,1276,182,111,195
"gene-CDR20291_RS01440",750,830,510,96,254,249,372,1673,2614,64,213,140,1179,904,1272,178,150,78,257,766,1016,108,476,115
"gene-CDR20291_RS11380",76310,87494,71231,6752,6765,6245,92437,54757,70942,7631,5275,8324,72338,30921,35780,6123,7482,5471,11796,92632,61468,7181,5852,7867
"gene-CDR20291_RS11385",640,779,416,78,87,74,572,2023,2967,71,68,43,616,208,675,61,99,42,1830,909,1040,110,57,77
"gene-CDR20291_RS11390",4390,6769,11779,559,602,323,4319,1511,1271,544,258,1127,4423,8323,3983,557,484,789,325,5455,6272,655,438,893
"gene-CDR20291_RS11395",0,0,0,0,0,0,1,6,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0
"gene-CDR20291_RS11400",25913,28665,19281,2705,3735,2733,22492,26962,31553,2593,2695,2300,29417,9604,17925,2351,3584,1936,10640,24201,21185,2063,3095,2129
"gene-CDR20291_RS11405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-CDR20291_RS11410",33,41,22,11,44,13,30,144,184,11,14,13,41,33,122,20,15,6,83,38,127,14,11,43
"gene-CDR20291_RS11415",459,412,288,84,90,89,422,1507,1672,63,62,67,450,389,878,97,107,66,671,391,661,94,98,73
"gene-CDR20291_RS11420",112,115,51,24,25,37,67,234,142,26,27,26,99,81,225,32,32,16,42,159,108,24,36,21
"gene-CDR20291_RS11425",139,240,377,38,131,22,272,1703,2000,42,30,73,353,475,469,62,33,60,683,356,369,38,28,122
"gene-CDR20291_RS01445",208,233,205,24,20,30,201,178,208,33,40,40,179,90,92,21,41,11,31,237,127,21,24,27
"gene-CDR20291_RS11430",1532,2064,1222,716,249,506,3691,267,408,608,650,880,2526,1169,1331,962,1070,520,119,3737,2037,1078,1391,749
"gene-CDR20291_RS11435",233468,274611,137914,44542,56551,63511,65410,115598,104065,28171,37883,57258,164720,91828,191960,47025,65278,34646,20093,166560,302605,39533,46178,73523
"gene-CDR20291_RS11440",24014,31117,23042,2788,1835,2381,16804,8110,10581,2098,2485,2284,20673,13530,11850,1961,3369,1506,3145,23876,14791,1899,2582,1394
"gene-CDR20291_RS11445",401,438,596,53,85,62,348,463,683,34,49,67,334,305,557,49,41,58,243,339,410,73,54,122
"gene-CDR20291_RS11450",28199,35937,23565,3662,4365,4082,30005,24121,28204,3112,2756,2782,37969,13251,19924,3500,4941,2463,8643,23594,17764,2743,2857,3038
"gene-CDR20291_RS11455",14947,19438,14286,1639,1367,1480,11062,7341,9009,1339,1689,1376,14619,8292,7500,1334,2046,877,2739,15745,9384,1190,1674,887
"gene-CDR20291_RS11460",937,1318,1191,502,345,521,426,2307,1365,192,208,666,758,6900,6714,2007,368,876,1190,365,1275,358,204,908
"gene-CDR20291_RS11465",13,20,11,4,40,2,14,187,347,7,11,5,139,14,45,7,10,12,44,56,77,26,64,13
"gene-CDR20291_RS11470",36822,42912,30583,5014,3832,4937,54297,25984,35382,6181,5827,6474,41010,20351,30767,4307,6660,3226,7142,59321,52037,5490,6426,4827
"gene-CDR20291_RS11475",1343,2023,1485,321,592,249,1589,3119,4025,330,279,464,2059,1373,1890,373,443,384,1402,2029,1698,339,323,514
"gene-CDR20291_RS01450",175,189,102,116,133,200,108,1875,333,89,87,137,97,747,2255,481,161,142,992,102,167,142,34,251
"gene-CDR20291_RS11480",18119,21968,19168,1561,1231,1502,10776,10300,12216,1450,1436,1601,11350,7597,10746,1333,1443,919,5926,16370,11113,1182,1445,1102
"gene-CDR20291_RS11485",373,645,580,78,92,67,393,1309,1401,69,83,56,511,417,541,88,110,39,525,580,576,65,70,84
"gene-CDR20291_RS11490",5816,7136,7763,854,1013,603,5670,11664,13642,701,564,619,8053,5761,9350,972,777,481,5240,6483,8441,1007,646,973
"gene-CDR20291_RS11495",6149,7291,5460,3442,2766,3432,1792,20129,15494,3269,2382,4094,3607,22439,49454,3596,3679,3194,16315,4773,16392,3318,2238,4375
"gene-CDR20291_RS11500",2934,4025,2933,318,828,348,2475,6691,7600,356,339,211,4175,1646,2959,572,352,215,2740,2602,2467,397,259,518
"gene-CDR20291_RS11505",1756,2015,1424,260,284,410,1210,7109,11156,188,374,179,3435,1791,2794,364,188,233,3076,1916,2356,228,988,242
"gene-CDR20291_RS11510",135,192,191,54,86,49,298,346,545,35,31,26,282,190,371,43,69,11,218,181,250,48,31,58
"gene-CDR20291_RS11515",1056,1425,1635,272,462,160,1170,4018,4439,229,153,395,1373,2644,3251,374,263,290,1260,1203,2570,318,155,493
"gene-CDR20291_RS11520",1506,1888,1921,210,198,194,1686,3178,4136,209,204,204,2519,1712,2483,195,215,187,819,1908,2306,219,386,246
"gene-CDR20291_RS11525",97,202,224,20,8,27,126,322,412,19,28,45,137,222,136,25,42,22,32,123,107,19,30,25
"gene-CDR20291_RS00360",86,75,114,11,5,8,57,65,78,10,10,5,99,72,31,11,9,7,13,98,52,8,15,6
"gene-CDR20291_RS01455",184,244,152,38,20,41,108,201,306,43,62,49,242,136,188,29,42,22,227,226,191,40,67,39
"gene-CDR20291_RS11530",1789,2884,2343,364,414,375,2172,4193,5587,361,328,372,2208,2247,3247,353,381,211,1778,2781,3893,452,286,483
"gene-CDR20291_RS11535",110,139,97,50,36,65,128,17,70,46,44,49,146,110,210,47,54,29,55,138,117,41,78,37
"gene-CDR20291_RS11540",14,42,54,8,13,8,97,1231,1254,11,13,3,78,81,99,8,8,5,697,35,82,8,16,6
"gene-CDR20291_RS11545",8183,12020,7546,1437,1238,1501,8470,5120,8171,1499,1386,798,11357,5113,10726,1163,1536,724,1832,12881,9245,1621,1335,1249
"gene-CDR20291_RS11550",25,30,30,31,2,15,20,23,23,15,11,6,40,44,69,17,15,6,0,21,17,11,26,9
"gene-CDR20291_RS11555",3284,5013,3372,672,772,635,3485,2099,3258,761,712,953,3738,2633,3956,726,780,928,1055,4417,4209,850,924,890
"gene-CDR20291_RS11560",48,43,27,5,2,4,7,216,230,0,9,6,21,22,34,1,6,0,60,38,55,4,11,7
"gene-CDR20291_RS11565",7040,9205,6870,1278,1465,1097,9542,6829,9198,884,981,904,12013,6809,9029,1095,1475,647,2407,8478,9421,953,975,1170
"gene-CDR20291_RS11570",113,137,82,28,18,37,121,62,83,15,12,18,104,62,118,18,27,8,22,103,83,18,37,7
"gene-CDR20291_RS11575",1268,1632,1221,282,451,308,1764,2185,2639,254,261,184,2436,1351,2110,260,400,120,754,1683,1949,269,195,233
"gene-CDR20291_RS01460",21,53,54,8,11,7,36,1870,1408,7,4,1,54,35,60,9,16,10,1640,18,56,8,6,4
"gene-CDR20291_RS11580",4982,6045,4350,675,397,638,5090,1873,2461,572,474,663,5329,2510,3198,523,757,340,240,5535,4363,556,673,507
"gene-CDR20291_RS11585",451,450,417,69,118,91,377,2601,3244,48,62,63,588,421,833,74,90,61,1045,394,547,75,91,85
"gene-CDR20291_RS11590",81,103,42,29,22,29,41,157,183,20,17,37,95,119,298,26,24,9,32,167,160,35,28,28
"gene-CDR20291_RS11595",1259,1590,1355,200,543,130,2454,8155,12328,197,163,206,2050,1402,3095,246,205,158,2954,2053,3374,254,98,334
"gene-CDR20291_RS11600",1300,1307,1166,245,219,351,1155,7628,13504,201,345,167,3762,1903,1950,403,294,220,239,1647,1514,382,1416,175
"gene-CDR20291_RS11605",842,1322,650,122,122,97,1436,293,351,94,151,40,1443,328,837,117,130,30,85,1246,535,158,96,125
"gene-CDR20291_RS11610",456,641,353,48,232,61,372,1479,1573,60,60,100,738,2479,4381,74,86,45,1282,412,1507,84,65,243
"gene-CDR20291_RS11615",28023,42290,42061,8114,11383,5726,50471,96008,118561,10290,9071,9758,63594,86409,65325,8393,12152,7430,34756,56145,66772,9381,9941,11430
"gene-CDR20291_RS11620",2337,2553,2009,326,258,305,3620,3534,3618,430,362,421,1681,1749,2806,170,314,158,630,2617,2997,227,312,230
"gene-CDR20291_RS11625",6104,9344,8431,875,1010,797,3774,6242,4983,700,459,923,5807,7532,7755,1178,866,817,1203,4352,3966,854,752,1060
"gene-CDR20291_RS01465",150,279,221,35,23,32,119,58,45,31,28,21,106,45,92,25,22,25,40,159,185,28,23,24
"gene-CDR20291_RS11630",1606,2018,1551,192,159,184,1175,1722,2614,173,160,182,1515,853,1142,196,140,144,306,1360,1390,173,314,121
"gene-CDR20291_RS11635",0,1,1,0,0,0,12,5,16,1,3,1,20,0,6,0,1,0,0,23,8,2,1,0
"gene-CDR20291_RS11640",1027,1304,853,199,209,192,1053,1504,1701,177,175,210,1232,776,1169,214,254,100,400,1212,1072,177,159,178
"gene-CDR20291_RS11645",13,11,14,0,2,8,14,157,267,4,2,3,29,16,26,1,0,2,23,21,39,4,6,3
"gene-CDR20291_RS11650",2078,3121,2484,382,450,325,2669,5538,6524,473,512,571,3222,3023,3314,486,571,267,1340,4413,4173,460,557,457
"gene-CDR20291_RS11655",73,117,57,27,102,25,26,256,352,29,41,23,149,100,355,49,37,12,100,55,334,62,26,67
"gene-CDR20291_RS11660",6107,8028,6491,1052,978,956,8616,5503,7859,1098,1053,1123,8130,4337,6838,929,1341,954,1516,9231,8588,1182,1052,1070
"gene-CDR20291_RS11665",4790,5976,4813,1324,1402,1190,6062,5473,6184,835,1012,874,7595,2912,3882,914,1802,783,3068,4075,5996,777,791,1257
"gene-CDR20291_RS11670",5326,7682,7647,1161,1801,961,4647,9622,14446,959,1011,837,9703,7405,7924,1455,1353,867,3009,5974,5904,1060,1153,1297
"gene-CDR20291_RS11675",5083,6351,3945,1127,1046,1284,6833,3643,4717,1223,1059,1345,5643,2496,5090,1019,1552,1123,1119,7338,6156,1259,1250,1025
"gene-CDR20291_RS01470",4647,5741,4367,873,870,909,3535,2521,3429,783,726,641,6071,3653,3679,648,1096,446,1154,5226,3156,642,800,694
"gene-CDR20291_RS11680",4372,6073,7158,459,445,478,5094,479,686,856,892,1660,3798,3209,1913,551,794,802,129,6922,3105,937,728,2072
"gene-CDR20291_RS11685",655,770,650,122,139,151,640,1035,1487,111,162,151,1030,815,899,119,181,106,322,705,788,114,305,167
"gene-CDR20291_RS11690",6910,8626,5995,11867,4849,12265,5995,47073,56353,6738,8300,9037,17041,64364,100532,17673,14510,3168,18359,7253,15099,13204,9356,11542
"gene-CDR20291_RS11695",32,49,23,3,5,7,8,86,92,4,11,4,117,91,80,13,12,9,6,40,43,6,24,6
"gene-CDR20291_RS11700",306,431,364,91,67,66,289,1938,3266,75,119,54,1151,588,522,101,87,68,107,444,612,130,378,103
"gene-CDR20291_RS11705",15078,17222,11519,1464,1577,1370,16202,14495,21399,1845,1974,2015,14001,6246,13046,1437,2030,1152,5168,25603,16981,1847,1913,1782
"gene-CDR20291_RS11710",92,134,140,57,9,3,18,41964,51197,6,8,13,189,95,193,19,3,5,40551,123,2268,15,9,13
"gene-CDR20291_RS11715",2667,3040,1998,423,772,568,3636,8832,12039,404,496,375,4919,2376,4607,574,604,289,3178,3365,5553,482,684,584
"gene-CDR20291_RS11720",71,70,82,22,31,12,59,2990,3394,15,8,10,69,82,153,14,10,12,4153,64,240,7,13,12
"gene-CDR20291_RS11725",1971,2427,2998,261,260,262,1299,1168,1235,247,242,306,1622,2735,2149,263,364,147,815,2172,1507,197,209,201
"gene-CDR20291_RS01475",55,24,8,5,5,13,9,142,303,6,12,1,53,72,78,13,11,15,13,32,28,10,23,13
"gene-CDR20291_RS11730",23149,33706,32511,1700,7905,1489,3211,30624,18973,1241,1637,11058,28320,116360,128029,6858,2027,3326,26189,16951,42061,3601,1681,18720
"gene-CDR20291_RS11735",4328,5186,4230,456,1407,555,6928,12882,16996,535,485,517,5465,3025,5853,476,647,448,3811,5776,6427,649,739,746
"gene-CDR20291_RS11740",463,554,352,61,69,75,670,295,409,83,86,89,470,219,297,68,74,36,67,799,516,98,91,86
"gene-CDR20291_RS11745",561,861,726,54,90,59,576,678,1145,80,61,88,603,406,486,67,96,69,348,844,691,73,67,83
"gene-CDR20291_RS11750",1769,2429,1839,1692,811,1799,454,4000,4691,1561,1247,1693,1228,8348,17666,2087,2061,1362,2142,1196,6103,1737,1474,1883
"gene-CDR20291_RS11755",1120,1666,1858,304,326,227,1617,1053,1716,217,165,252,2198,1893,1449,235,281,245,143,1765,1639,237,204,321
"gene-CDR20291_RS11760",20652,32731,22252,5760,4564,5195,33332,4925,5507,6387,4166,8155,37356,24228,29717,7187,5913,4625,2349,38007,33203,6531,4809,6379
"gene-CDR20291_RS11765",2151,2764,1823,662,1061,729,1898,8360,7703,556,623,594,2751,2018,5103,748,948,492,3399,2479,4692,715,706,993
"gene-CDR20291_RS11770",46599,64495,67328,7272,9284,5007,62058,63071,64692,8340,5582,11742,78813,83638,57660,6711,9003,7995,16879,63556,62382,7436,6344,11232
"gene-CDR20291_RS11775",6899,8959,9355,2315,2252,1772,5639,8472,6042,2220,1628,2911,6440,16665,18953,1885,2562,1967,5544,6301,9466,1747,1589,2918
"gene-CDR20291_RS01480",5241,7370,4663,967,875,811,5970,2241,3520,681,724,453,7035,2617,3989,607,1063,330,1094,6060,4638,648,754,648
"gene-CDR20291_RS11780",3153,4460,3557,565,593,508,3295,2209,2914,472,457,443,4344,2794,3164,480,715,414,458,3239,3503,474,514,568
"gene-CDR20291_RS11785",36133,43915,30346,12013,10565,11530,38113,30297,22089,11117,7787,13160,33584,41295,100872,10335,14348,7869,14809,39437,56475,9653,8191,12428
"gene-CDR20291_RS11790",11,9,11,5,16,5,6,42,50,3,10,9,18,22,15,8,4,5,4,18,19,1,3,9
"gene-CDR20291_RS11795",1266,1283,774,177,86,365,519,3050,3690,69,112,79,1124,2872,4001,188,141,209,9076,710,500,84,177,103
"gene-CDR20291_RS11800",284,281,252,19,23,25,116,718,1038,23,29,26,387,265,552,38,36,20,248,212,355,40,39,43
"gene-CDR20291_RS11805",2250,2575,1767,377,331,458,1915,2098,2618,270,250,260,2831,1397,4207,443,558,234,1871,2438,1587,322,255,272
"gene-CDR20291_RS11810",1549,1790,1384,224,396,289,995,2576,2859,211,186,211,1857,1114,1905,340,333,194,1262,1326,1714,247,211,295
"gene-CDR20291_RS11815",144,183,136,25,28,23,55,686,1020,9,37,21,423,240,285,37,32,22,226,193,305,23,75,33
"gene-CDR20291_RS11820",12268,13426,7780,2097,1725,1620,7841,12438,12274,1334,1224,1765,21684,6777,18293,1627,2323,1062,6118,13924,13532,1688,1352,2947
"gene-CDR20291_RS11825",1066,1800,1441,208,512,272,1212,2664,2763,291,184,265,1632,1547,3309,394,362,243,1377,1360,2135,302,230,399
"gene-CDR20291_RS01485",15,41,25,6,9,6,28,82,163,4,15,6,92,33,54,6,16,19,3,33,40,6,33,4
"gene-CDR20291_RS11830",498,766,503,72,93,94,417,1107,1142,81,89,131,438,609,2596,104,107,41,317,714,981,101,45,145
"gene-CDR20291_RS11835",151,296,197,38,106,33,246,338,749,34,32,28,226,99,146,51,45,35,46,284,199,38,32,65
"gene-CDR20291_RS11840",41184,53180,43873,5441,5804,4424,44308,21477,26850,4300,4526,4641,47441,26335,26493,4549,6234,3035,8062,41144,28273,4098,3913,4364
"gene-CDR20291_RS11845",515,588,407,155,256,123,536,1791,1698,102,171,189,595,670,1262,204,181,101,592,458,573,174,176,236
"gene-CDR20291_RS11850",191,261,253,22,56,33,113,641,1095,17,55,25,346,138,196,36,33,26,152,194,201,39,108,17
"gene-CDR20291_RS11855",24318,29272,23189,2984,2859,2987,21213,6389,8794,2174,2183,2422,27022,14102,14942,3182,3574,1730,3178,19577,12912,2160,2254,2178
"gene-CDR20291_RS11860",472,582,839,60,67,49,452,333,495,45,21,120,448,539,575,60,40,105,234,500,411,63,72,116
"gene-CDR20291_RS11865",43640,56414,58593,6906,8341,4920,60344,24246,25882,8016,5462,11107,50420,53042,64491,7542,7476,6785,5916,55175,52955,7857,4877,10439
"gene-CDR20291_RS11870",1076,1484,1219,127,251,194,922,2897,3681,155,124,280,1194,762,1426,200,165,164,1777,1242,878,129,202,177
"gene-CDR20291_RS11875",33360,41251,26385,5000,3408,5243,6354,5749,7429,660,728,725,18366,19915,30338,3174,4919,2099,12036,59938,44996,5352,6591,3530
"gene-CDR20291_RS01490",506,795,601,179,191,206,398,607,1045,181,177,254,620,1318,2180,220,221,150,276,666,1185,196,125,269
"gene-CDR20291_RS11880",1063,1526,1216,238,284,187,1399,1310,1465,231,220,219,1665,1168,1474,211,246,143,375,1471,2015,229,237,200
"gene-CDR20291_RS11885",2035,2357,1804,464,573,450,2671,2251,2928,309,368,310,3130,1682,2990,451,561,281,1252,2157,2168,358,321,361
"gene-CDR20291_RS11890",7294,10346,9306,2463,3045,1961,5349,6785,5911,2017,1687,3140,7332,15145,17405,2355,2822,1927,3254,7316,9161,2227,1689,3128
"gene-CDR20291_RS11895",940,1170,641,199,216,204,1178,1450,1985,115,170,147,2072,999,1583,275,295,172,388,894,994,203,273,184
"gene-CDR20291_RS11900",634,720,478,56,44,67,320,356,390,72,46,34,317,161,378,54,61,16,132,838,483,52,46,48
