"gene_id","Sample1","Sample2","Sample3","Sample4","Sample5","Sample6","Sample7","Sample8","Sample9","Sample10","Sample11","Sample12"
"CD630_30000",308,334,250,332,733,387,6786,11757,6490,6125,8476,6851
"CD630_30010",127,155,114.5,124.5,306,164,3522.5,6008,3455,3314.5,4587,3608
"CD630_30020",244,272,237.5,259.5,643,352,7726.5,13337,7175,7441.5,9170,7918
"CD630_30030",24,11,20,16,48,45,766,1159,601,657,813,666
"CD630_30040",123,128,116,142,310,212,5803,10436,5932,6289,7104,6085
"CD630_30050",4077,3154,3250,4958,5504,3036,2051,2451,2665,2420,2491,2425
"CD630_30060",2038,1664,1593,1581,4348,2525,13508,19569,15529,14112,19200,17037
"CD630_30070",222,185,197,246,307,165,368,301,392,351,404,334
"CD630_30080",271,224,176,280,333,205,402,371,454,370,468,383
"CD630_30090",5178,1749,2162,2138,4164,1803,2576,2152,7391,1385,5708,3054
"CD630_30100",2321,1024,1114,1445,1491,910,1077,1025,2492,982,1845,1217
"CD630_30110",228,124,105,207,225,123,215,197,437,214,384,271
"CD630_30120",2231,1272,1180,2720,4093,3827,109,164,136,127,125,157
"CD630_30130",870.5,559,488,1123,1572,1628,42.5,66,50,44,44.5,70
"CD630_30140",160.5,115,86.5,219,282,268,11.5,16,7,11,9.5,4
"CD630_30150",318,175,180.5,413.5,476.5,501.5,12,17,11,13,17,19
"CD630_30160",817,505,488,1005.5,1412.5,1291.5,31,56,57,46,33,32
"CD630_30170",391,314,309,297,469,252,28,26,28,18,21,23
"CD630_30180",8643,8590,7642,8982,11885,6271,1437,1983,1578,1127,1613,1528
"CD630_30190",10197,8815,8907,10361,14695,7313,1501,2393,2103,1508,1856,1804
"CD630_30200",133,72,135,159,133,106,124,128,143,148,101,99
"CD630_30220",42,36,40,58,78,46,17,38,27,31,31,41
"CD630_30230",43.5,37,21,31,58,45.5,15,13,24,20,13,13
"CD630_30240",44.5,51,36,27,70,36.5,8,13,14,11,6,8
"CD630_30250",504,428,391,328,751,383,29,50,29,36,19,30
"CD630_30260",494,470,357,301,724,345,28,43,24,32,24,25
"CD630_30270",5594.5,5226.5,4355.5,2415,8008,4013,17,29,22,9.5,30,27
"CD630_30280",17180,14673.5,12749,7554,23779.5,11489,72,73.5,78,51.5,89,77
"CD630_30290",18631.5,15702.5,13829,7894,27382.5,12066.5,50.5,84.5,128,66.5,87,109
"CD630_30300",31748,28318.5,25328.5,16634,45301,22603.5,91.5,118,189,114.5,156,142
"CD630_30310",53563,44789,39670,39471,74399,36760,3080,3743,3784,3403,3381,3248
"CD630_30320",137,70,96,86,152,72,40,36,71,81,53,49
"CD630_30330",1643,311,479,144,1393,375,638,404,2201,73,2015,731
"CD630_30340",160.5,178.5,171,202,278,137.5,121,189,149.5,109,116,110
"CD630_30350",395.5,427.5,408,497,711,354.5,273,426,319.5,272,322,262
"CD630_30360",18352,17117,15356,17037,27903,13788,2107,3524,2720,3776,2060,2173
"CD630_30370",948,825,770,1085,1581,829,398,385,559,509,540,455
"CD630_30380",1693.5,985,907.5,1516.5,1212.5,801,486,545.5,628,641,893,900.5
"CD630_30390",1350.5,850,728,1217.5,1013,622,399.5,441.5,692,681,845.5,744
"CD630_30400",376,283,278.5,345,475.5,237,378.5,398,512,579,640.5,466.5
"CD630_30410",2447,1953,2094,2709,3331,1882,3029,3113,3103,2907,3625,3054
"CD630_30420",1554,907,823,1457,1344,800,519,682,998,824,1115,1005
"CD630_30430",14889,15502,13262,19736,24281,12187,1010,1596,1264,1374,1199,1236
"CD630_30440",314,281,275,341,450,257.5,251,267,287,265,299,291
"CD630_30450",84,72,96,106,121,85.5,95,63,71,65,93,60
"CD630_30460",24,13,15,14,27,9,11,22,17,8,14,11
"CD630_30470",12,7,11,9,25,4,11,12,9,6,5,5
"CD630_30480",18,12,20,32,29,17,9,17,6,19,11,7
"CD630_30490",4,8,7,7,6,6,5,5,4,5,6,5
"CD630_30500",115.5,85,81,130.5,165.5,80.5,20.5,37.5,37.5,33.5,38,35
"CD630_30510",296.5,253,258,368.5,428.5,255.5,90.5,138.5,114.5,100.5,86,86
"CD630_30530",323.5,257.5,274.5,348,426.5,238,325.5,367.5,341,330,315,342
"CD630_30540",220.5,156.5,159.5,213,244.5,155,260.5,230.5,302,252,294,271
"CD630_30550",724,600,557.5,766.5,894,475.5,426,456,483.5,462.5,465,455.5
"CD630_30560",145,140,124.5,165.5,174,110.5,64,84,124.5,93.5,120,92.5
"CD630_30570",76.5,54,120,74.5,128.5,54.5,23,39.5,26.5,27,20,24
"CD630_30580",46,33,18.5,35,45.5,18,17,20.5,17.5,13,6,9.5
"CD630_30590",20,14.5,16,17,21.5,14.5,27.5,44.5,26,28,18.5,17
"CD630_30600",41.5,36.5,41.5,50.5,41.5,24,46.5,118.5,52,68,53.5,34.5
"CD630_30610",19,21,15,15,28,19,34,88,36,65,47,31
"CD630_30620",1368,1011,1052,1422,1706,923,607,809,832,664,577,671
"CD630_30630",146,122,131,143,186,106,219,184,222,176,166,197
"CD630_30640",127,101,86,106,138,81,90,133,93,86,109,115
"CD630_30650",63,38,44,45,52,39,31,58,35,26,45,34
"CD630_30660",3321,2222,2837,4083,4121,2554,1853,2080,2209,2179,1828,2025
"CD630_30670",1966.5,1214.5,904.5,1895,1762.5,995,1384,1439.5,1620.5,1590,1916.5,1701.5
"CD630_30680",2269,1463,1104,2005.5,2070,1129,1529,1825.5,2274,2182.5,2431,2317
"CD630_30690",2230.5,1208,1030,1801,2028,1120.5,1535,2064,2627,2415.5,2752.5,2436
"CD630_30700",242,225.5,216.5,215.5,296.5,194.5,267,340,291.5,189.5,262.5,234
"CD630_30710",175,168,166,125,243,124,225,350,199,169.5,209.5,193.5
"CD630_30720",210,216,216,158,241,150,214,170,160,80,181,158
"CD630_30730",9564,8296,9150,4969,8907,5427,13903,13173,12553,6446,14601,11486
"CD630_30740",72.5,54.5,70,37,54,36.5,58.5,53.5,74,39.5,65,37
"CD630_30750",88.5,70.5,62,81,156,84.5,44.5,87.5,38,48.5,48,54
"CD630_30760",51,43,31,49,117,44,21,42,33,28,31,31
"CD630_30770",131,81,100,171,146,81,114,124,121,143,117,108
"CD630_30780",17,20,21,30,20,17,9,13,24,16,23,19
"CD630_30790",78.5,67,61,109.5,144.5,75.5,105,127.5,129,113,121.5,101
"CD630_30800",6.5,5,5.5,4,8.5,5.5,4,10.5,5.5,6,2.5,3.5
"CD630_30810",13.5,16,11.5,19,19,7,12,12,10.5,11,18,15.5
"CD630_30820",4.5,1,4,2.5,5,3,1,2,0,0,1,2
"CD630_30830",64,38,61,74,88,52,22,29,42,22,19,20
"CD630_30840",89,75,73,99,105,57,123,93,110,85,114,100
"CD630_30850",112,79,83,87,138,67,103,162,139,157,133,131
"CD630_30860",45,24,36,33,41,25,43,77,33,72,42,34
"CD630_30870",36,27,34,28,49,33,52,243,65,139,56,69
"CD630_30880",1283.5,1055,1205,1385.5,1817,1059.5,4145.5,15836,4981,12098,4782.5,4470
"CD630_30890",1519.5,1232,1477,1607.5,2042,1307.5,5283.5,18206,5389,13008,5256.5,4616
"CD630_30900",399,328,350,537,579,337,469,609,566,536,576,515
"CD630_30910",1040,827,846,3977,1337,737,1690,5153,2543,6929,2180,2089
"CD630_30920",1623.5,1121.5,725,19727.5,1653.5,816,6381,8109.5,6194.5,23650,5852.5,4871.5
"CD630_30930",726.5,498.5,355,10063.5,721.5,376,3093,3174.5,2298.5,8521,2465.5,2000.5
"CD630_30940",45,53,54,362,77,44,86,77,51,201,63,66
"CD630_30950",791.5,974.5,716,807.5,1453.5,656,112,113,113,114,143,126
"CD630_30960",542.5,716.5,517,610.5,1135.5,468,62,84,85,70,67,71
"CD630_30970",801,814,722,771,1400,659,30,26,24,25,36,18
"CD630_30980",41,45,41,54,72,33,0,2,2,2,2,6
"CD630_30990",13185,12219.5,10843.5,17583,20333.5,10691,560.5,3831.5,607,1215.5,288,289.5
"CD630_31000",9641,8697.5,8735.5,13117,13393.5,7771,437.5,2968.5,375,845.5,202,194.5
"CD630_31010",18.5,18,6.5,21,21.5,17,80.5,162,77,130.5,76,67
"CD630_31020",17.5,9,32.5,28,38.5,20,57.5,61,53,64.5,39,48
"CD630_31030",450,333.5,323.5,489,596.5,299,295,359.5,318.5,304,349,264
"CD630_31040",93,68.5,75.5,102.5,90,55,94.5,118,98,85.5,89,80.5
"CD630_31050",21,22,25,33.5,34.5,20,47.5,32.5,22.5,43.5,38,26.5
"CD630_31060",196,139.5,188,258.5,279,139,94.5,124.5,128,124.5,112.5,89.5
"CD630_31070",891,516.5,704,1166.5,1045,595,314.5,433.5,387,382.5,347.5,371.5
"CD630_31080",32,16,15,38,29,23,21,19,23,14,24,25
"CD630_31090",36,27,30,30,38,20,37,25,30,26,35,33
"CD630_31100",164,117,134,203,180,97,169,175,240,185,163,166
"CD630_31110",960,636,798,1315,1111,651,307,438,392,434,292,282
"CD630_31120",48,43,47,56,63,41,22,24,35,25,27,29
"CD630_31130",12,8,21,18,23,17,11,17,11,6,12,18
"CD630_31140",2,3,3,0,5,5,4,7,3,3,2,1
"CD630_31150",2711,2805.5,2237.5,2485,4537,2092.5,238,258.5,224.5,224,218,186
"CD630_31160",1567,1410,1379,1254.5,2546.5,1184.5,43,64.5,60.5,52,55,37
"CD630_31170",274,189.5,272.5,268.5,427.5,204,5,9,10,17,12,8
"CD630_31180",19,19,18,21,30,21,3,19,17,15,11,14
"CD630_31190",115.5,97,87.5,97,160,79,81,102,105.5,90.5,86,89.5
"CD630_31200",44.5,36,30.5,41,53,29,38,16,25.5,18.5,22,20.5
"CD630_31210",495,396,389,473,556,294,403,466,456,265,425,389
"CD630_31220",185.5,184,143,137.5,240.5,118,285,308.5,260.5,147.5,255.5,211
"CD630_31230",274.5,294,200,185.5,366.5,163,421,649.5,498.5,276.5,422.5,347
"CD630_31240",1050.5,1179,941,1057,1762.5,878.5,155,199,189,212.5,176,157
"CD630_31250",1212.5,1177,1048,1031,1910.5,982.5,152,236,213,195.5,182,186
"CD630_31260",204,162,182,227,249,148,39,54,35,34,20,39
"CD630_31270",224.5,146.5,131,199,202,130,229.5,311,292,264,329.5,259
"CD630_31280",38,13.5,19.5,24.5,29,25,29.5,38,27,36,43.5,32
"CD630_31290",101,63.5,72.5,128.5,125,82,72,103,61,82.5,63.5,57
"CD630_31300",39.5,39.5,42,42,77,43,27,36,19,21.5,23.5,24
"CD630_31310",228,198,192,295,367,178,272,501,321,364,292,291
"CD630_31320",74,48,69.5,84,80.5,62,92,168.5,117.5,116,86,110.5
"CD630_31330",71,59,41.5,50,89.5,62,211,448.5,278.5,336,255,286.5
"CD630_31340",57,45,39,41,84,36,38,53,53,45,41,37
"CD630_31350",21,31,13,11,56,15,11,27,29,19,15,11
"CD630_31360",8679.5,8306,6707,7965.5,14407.5,6157.5,57,55.5,68,56,76,55
"CD630_31370",11071.5,9605,8563,9963.5,17986.5,7600.5,32,39.5,65,53,54,29
"CD630_31380",3339,2248,2738,3438,4638,2337,82,115,146,138,120,129
"CD630_31390",123,107,101,117,136.5,78,95.5,104,113.5,86.5,111.5,98.5
"CD630_31400",147,112,129,180,194.5,104,132.5,139,144.5,143.5,128.5,127.5
"CD630_31410",83,82,96,119,144,70,82,97,91,95,89,102
"CD630_31430",715,680,581,1038,1336,634,132,176,197,158,148,141
"CD630_31440",1114,1146,952,1538,2054,892,198,216,260,287,223,246
"CD630_31450",20261,20822,18560,29860,36327,18109,3936,5306,4556,4479,4480,4292
"CD630_31460",177,114,161,272,198,154,62,81,98,88,84,62
"CD630_31470",3514,2712,3292,5085,4994,2748,1992,3066,2663,2498,2173,2323
"CD630_31480",1699,1527,1384,2324,2600,1234.5,313,480.5,448.5,496.5,441,424
"CD630_31490",4142,4080,3559,5844.5,6929.5,3460,393,737.5,589,575.5,608.5,629
"CD630_31500",2916,2687,2298,3799.5,4726.5,2351.5,285,477,408.5,356,371.5,385
"CD630_31510",12,9,7,11,17.5,2.5,1,5,3,2,8,2
"CD630_31520",1,0,0,1,1.5,2.5,0,0,0,0,0,0
"CD630_31521",1,3,0,1,1,1,0,0,0,0,0,0
"CD630_31530",178,93,142,212,208,126,139,179,178,173,125,141
"",84.5,73.5,81,110.5,116.5,77.5,53,79,78.5,91.5,65,66.5
"CD630_31540",160.5,104.5,133,167.5,182.5,108.5,95,89,116.5,96.5,72,75.5
"CD630_31550",728.5,563.5,600,962,998,611,320,423,438.5,426.5,356.5,360
"CD630_31560",830.5,754.5,791,1126,1242,722,341,476,494.5,480.5,405.5,414
"CD630_31563",236.5,203.5,199,246.5,336,162.5,132.5,153,187.5,152,201,142
"CD630_31561",268,263,219,348,401.5,224,172,181,206.5,155,214,198
"CD630_31562",110.5,77.5,103,104.5,158.5,77.5,64.5,57,62,63,59,57
"CD630_31570",3987,1990,3271,5059,3852,3115,3449,2750,4948,3514,4953,4428
"CD630_31580",1481,1128,1103,1468,1965,974,1038,1363,1183,1039,1164,1001
"CD630_31590",115,79,80,163,133,89,34,40,56,58,51,48
"CD630_31600",110,81,76,115,149.5,80,11,12,16,13.5,10,11
"CD630_31610",132.5,161.5,124.5,183,234,107.5,13,14.5,18,21.5,18.5,15
"CD630_31620",76.5,76.5,71.5,89,116.5,67.5,14,14.5,15,9,8.5,4
"CD630_31630",114,133,106,149,168,98,98,117,122,86,79,96
"CD630_31640",1754,1415,1500,2051,2491,1405,2006,2052,2318,2228,2404,2095
"CD630_31650",36,26,29.5,13,46.5,25,43.5,116.5,44,82.5,47.5,34
"CD630_31660",62,49,55.5,43,81.5,53,81.5,116.5,57,97.5,67.5,64
"CD630_31670",1068,877,845,1291,1561,791,951,1171,1193,1136,1241,1035
"CD630_31680",116,130.5,96,166,169,84,37.5,48.5,55.5,46.5,39.5,38.5
"CD630_31690",445,402.5,401,566,694,362,108.5,144.5,166.5,135.5,120.5,132.5
"CD630_31691",5546,5191,4820,7863,8395,4729,4921,4681,4988,4735,4841,4343
"CD630_31700",68427,73278,58804,76779,120606,57079,78368,74975,83598,71863,86847,73457
"CD630_31710",53018,47904,42844.5,58953.5,83673,42207,57200,55207,70890,58471.5,67896,60333
"CD630_31720",35752,34642.5,28965,43108.5,55810.5,28805,40178,39160,49637.5,42329.5,45167.5,42266
"CD630_31730",29617,30210.5,25440.5,36205,49703.5,24425,40851,35880,43342.5,35943,40910.5,37144
"CD630_31740",109389,93898,91829,144618,171923.5,87196,119617,111771.5,133064.5,116800.5,125504.5,115575.5
"CD630_31750",43775,29456,38131,53238,52867.5,34396,46324,40738.5,49742.5,41802.5,47418.5,45221.5
"CD630_31760",1605,1533,1282,1839,2309,1263,1816,2222,1936,1967,1815,1792
"CD630_31770",81,51,57,60,100,70.5,130,216,140,163,115.5,109
"CD630_31780",120,131,110,106,214,95.5,151,214,165,200,157.5,165
"CD630_31790",255,264,217,297,424,192,292,352,301,294,260,263
"CD630_31800",373,359,347,323,562,353,357,393,347,338,343,300
"CD630_31810",393,404.5,342.5,387.5,644,332,318,412.5,392.5,352.5,351.5,346.5
"CD630_31820",352.5,375,289.5,319.5,584.5,293.5,279,323.5,312.5,272,353.5,305
"CD630_31830",228.5,241.5,264,254,398.5,209.5,197,199,185,152.5,201,161.5
"CD630_31840",243,288,149,184,441,199,110,135,157,107,190,151
"CD630_31850",615,459,560,820,738,474,367,390,410,342,330,371
"CD630_31860",704,450,575,879,851,527,559,664,730,713,656,719
"CD630_31870",989,864,760,1067,1571,733,1331,2004,1792,1722,1552,1421
"CD630_31880",257,148,254,264,348,195,291,281,314,231,292,265
"CD630_31890",268,300.5,287,270.5,517.5,244,164,183.5,176,144,210.5,166
"CD630_31900",177,217,188,175,371.5,167.5,112.5,121.5,122.5,105.5,138.5,102.5
"CD630_31910",583,656.5,518,559.5,1122,473.5,382.5,443,433.5,354.5,437,421.5
"CD630_31920",1793,1385,1503,2147,2475,1386,1591,1845,2025,1733,1727,1642
"CD630_31930",41,35,33,49,44,28,29,37,36,22,33,36
"CD630_31940",262,225,169,304,349,220,83,92,82,73,78,67
"CD630_31950",292,299.5,303,407.5,474,260.5,26,38,30,23,20,30
"CD630_31960",629,618.5,551,853.5,988,508.5,326,299,357,300,338,340
"CD630_31970",466,454,391,581,748,364,101,94,123,127,118,125
"CD630_31980",152,139,116,188,219,126,18,18,18,14,18,19
"CD630_31990",55,61,37.5,64,63.5,43,29,41.5,28,28,28,19
"CD630_32000",23,21,22.5,34,48.5,18,13,25.5,19,14,12,17
"CD630_32010",7,8,8,15,24,6,8,9,10,5,10,6
"CD630_32020",860.5,744,667.5,990,1361,664,491.5,553.5,652,638.5,504,561.5
"CD630_32030",415.5,377,347.5,494,586,362,334.5,361.5,366,369.5,358,313.5
"CD630_32040",1736.5,872,1578,2032.5,2128.5,1206,3382.5,3556.5,4893.5,4416,4157.5,3819
"",528.5,247,414,509.5,460.5,333,1008.5,865.5,1268.5,1085,1071.5,977
"CD630_32050",1945,1444.5,1709,2362,2689.5,1507,1533,1604.5,1562,1393.5,1440.5,1365.5
"CD630_32060",883,739.5,738,1139,1490.5,696,639,735.5,820,865.5,728.5,677.5
"CD630_32070",685.5,656,629,699.5,1087.5,566,1850.5,2031,2216,1409.5,1753.5,1694.5
"CD630_32080",89.5,77,72,104.5,129.5,82,237.5,190,190,114.5,137.5,149.5
"CD630_32090",96,73.5,66,99,147.5,66.5,28.5,49.5,36.5,27,18,19.5
"CD630_32100",146,132.5,104,147,228.5,83,46.5,92.5,56,41.5,44.5,48
"CD630_32110",170,148,163,209,275,125.5,63,97,62.5,54.5,74.5,70.5
"CD630_32120",237,176,226,322,323,189,415,413,523,419,415,392
"CD630_32130",124,73,91,153,137,73,167,153,192,161,172,148
"CD630_32140",34,32,33,42,43,24,21,38,23,26,30,11
"CD630_32150",1576,896,887,1608.5,1175,746.5,293,392,396,556,535,522.5
"CD630_32160",2949,1990,1928,3287.5,2596,1625.5,926,1484,2537,2615,2513,2333.5
"CD630_32170",122,88,81,108,161,74,43,55,50,54,70,55
"CD630_32180",762,588,595,878,1175,696,520,743,712,552,696,654
"CD630_32190",980,968,798,1108,1492,808,587,537,549,492,615,530
"CD630_32200",278.5,238.5,242.5,293,444.5,254.5,131,124,141.5,114,143.5,122.5
"CD630_32201",41.5,45.5,22.5,44,47.5,32.5,10,9,10.5,12,10.5,11.5
"CD630_32210",2680,2252,1695,2740,3231,1672,1724,2002,1788,1606,2027,1874
"CD630_32220",3133,3120,2809,3944,5524,2739,1966,2283,2188,1765,2068,1824
"CD630_32230",1725,1506,1550,2215,2861,1406,1042,1043,1159,1189,1117,984
"CD630_32240",13497,10604,9118,16505,19667,9282,5109,8671,7297,6308,6910,6578
"CD630_32250",14269,11045.5,9569.5,17696.5,20616.5,9955,5434,9491.5,7642,6702.5,7334,6882
"CD630_32260",16566,14065.5,11440.5,21432.5,24860.5,12163,7185,11319.5,8727,7586.5,8831,7822
"CD630_32270",14270,12410,9700,16967,21780,10359,5872,9069,7405,6725,7539,6627
"CD630_32280",632,563,491,610,871,474,566,596,799,638,906,722
"CD630_32290",620,452,510,644,944,452,876,1144,1139,1194,1100,975
"CD630_32300",107,98,100,140,173,73,97,114,146,146,131,114
"CD630_32310",1663,1522,1396,1857,2534,1151,509,578,528,1188,396,406
"CD630_32320",7816,4035,4123,30247,4365,2812,3676,5310,5837,68309,3964,5364
"CD630_32330",1853,1534.5,1552.5,2656,2654,1471,1620.5,1676.5,1767.5,2159.5,1669,1529.5
"",14,7.5,5.5,8,11,5,7.5,3.5,9.5,11.5,4,4.5
"CD630_32340",1302,547,1081,1659,986,846,1164,1012,955,1204,848,758
"CD630_32350",39,31,33,45,45,23,22,14,18,33,11,17
"CD630_32360",504,429,368,499,686,399,663,938,880,2478,730,757
"CD630_32370",870.5,860.5,694,902.5,1365.5,739,2545.5,3033,3093.5,6311.5,3091,2733
"CD630_32380",411,458.5,353,513,734.5,395.5,1102,1181,1195,2638,1159,1106
"CD630_32390",207.5,202.5,172,217.5,312.5,176.5,477,545.5,541,1176,544,543.5
"CD630_32400",597,642.5,496,691,1046.5,526,1447.5,1677.5,1779.5,3887.5,1703,1646.5
"CD630_32410",1355,1498.5,1205,1754,2288,1185,2505,2994,3008.5,6377.5,3030.5,2766
"CD630_32430",387,500.5,328,447,638,363,830,863,882.5,1786.5,943.5,859
"CD630_32440",2029,2265,1848,2827,3473,1804,3977,4332,4510,9676,4458,4071
"CD630_32450",1500,1115,1152,1921,1954,1097,1218,1306,1384,1633,1301,1143
"CD630_32460",16970,14882,14824,24361,26304,14751,25076,23805,28804,22543,30157,27280
"CD630_32470",214,196,186,329,356,166,429,458,439,1350,421,418
"CD630_32480",107,77,79,119,129,73,112,102,93,106,98,86
"CD630_32490",48,36,48,64,95,51,183,109,204,242,232,198
"CD630_32500",3784,2417.5,2796.5,4226,5349.5,2568,2364,3057,3795.5,3648.5,3895.5,3400.5
"CD630_32510",133,99.5,116.5,144,198.5,83,56,79,116.5,94.5,102.5,89.5
"CD630_32520",842,550,655,758,1070,645,469,425,400,391,405,402
"CD630_32530",2161,1880,2032,2688,2980,1844,959,1100,1132,1071,877,918
"CD630_32540",2415,1651,2163,3083,2985,1914,818,1003,1193,1076,937,1097
"CD630_32550",1829,1615,1423,2225,2777,1307,2227,2748,2720,2924,2407,2331
"CD630_32560",19839,19792,18800,24618,31751,16425,14985,21982,18182,18525,14633,14687
"CD630_32570",69,83,70,84,130,73.5,25,27,31,30,27,15
"CD630_32580",71,68,58,72,96,64.5,28,30,36,40,22,31
"CD630_32590",531,409,459,635,738,423,538,448,643,569,702,586
"CD630_32600",45,33,27,46,49,22,27,25.5,19,23,29,20
"CD630_32610",39,34,31,48,45,27,29,36.5,36,22.5,43,36.5
"CD630_32620",32,31,22.5,35,48,25,14,22,38,34,32.5,20
"CD630_32630",17,12,13.5,24,36,17,9,17,22,30.5,26.5,19.5
"CD630_32640",26,18,22,27,27,19,16,12,18,13,10,17
"CD630_32650",127,103,101,101,136,88,196.5,307,239,257.5,196,192
"CD630_32660",441.5,310.5,371,412,476,321,542.5,776,719,636.5,561,550.5
"CD630_32670",222.5,150.5,170,214,282,166,283,383,348,305,254,256.5
"CD630_32680",1423,1382,1229,1631,2237,1072,1230,1353,1598,1382,1471,1381
"CD630_32690",2918,2790,2683,3852,4618,2391.5,3038,3501,3776,3343,3471,3331.5
"CD630_32700",609,577,537,837,961,506.5,498,581,656,523,623,577.5
"CD630_32710",445,316,416,652,600,374,334,288,320,267,339,288
"CD630_32720",601,451,495,790,762,452,434,342,370,296,410,365
"CD630_32730",761.5,591,513,1576,786.5,540.5,694,554.5,577,450,803,787.5
"CD630_32740",11149.5,6940,7075,24106,12421.5,6721.5,10064,11544.5,12961,9355,14597,14727.5
"CD630_32750",37,38,31,57,63.5,29,58,65,66,69,77,39
"CD630_32760",12,18,8,7.5,12.5,8,10,11,13,17,19,7.5
"CD630_32770",5,6,5,6.5,13,10,9,11,9,12,7,6.5
"CD630_32780",4,3,0,1,2,1,6,4,4,7,4,0
"CD630_32790",0,1,1,1,1,0,3,1,0,0,1,0
"CD630_32800",510,394,360,478,747,339,265,281,290,260,271,274
"CD630_32810",1415,1385,1133,1594,2516,1098,946,1917,1081,940,1017,883
"CD630_32820",11317,11069,9612,13285,18528.5,8693.5,7644,16935,7399,5925.5,6464,5984.5
"CD630_32830",2317,2499,2219,3210,4185.5,2048.5,1534,3182,1421,1276.5,1209,1160.5
"CD630_32840",927,771,753,855,1289,673,651,814,728,532,768,682
"CD630_32850",8387,7635,6925,8866,13900,6580,7887,7602,9587,7781,9605,8452
"CD630_32860",10157,7225,7674,10158,12610,6886,1934,2982,2366,2911,1778,1941
"CD630_32870",1667,1626.5,1472,1975,2561,1454.5,529,702.5,685,608.5,544,597
"CD630_32880",2895,2050,2378.5,2725,4086.5,2079,959,1343,1496,1330.5,1349.5,1330.5
"CD630_32890",3164,2254.5,2519.5,3304,4022.5,2223.5,1144,1336.5,1550,1394,1331.5,1362.5
"CD630_32900",6220,4748,5285,6833,7972,4692,1758,2299,1992,2101,1684,1670
"CD630_32910",194.5,141.5,130.5,206,171,94.5,25,42,63,79.5,45.5,58.5
"CD630_32920",150.5,88,88.5,153,109,80.5,12.5,32.5,45,49.5,38.5,34
"CD630_32930",70.5,47,69,88,59,38,7.5,13.5,19,23,8,16.5
"CD630_32940",66.5,43.5,56,76,56,43,8,7,8,7,4,9
"CD630_32950",202,137,154,225,216,106,45,29,31,35,40,37
"CD630_32960",429.5,313,376.5,594.5,589,341.5,226,274,373,296.5,334.5,292
"CD630_32970",179.5,99,114.5,187.5,206,125.5,107,116,161,125.5,165.5,125
"CD630_32980",72,54,36,62,71,54,7,7,12,8,6,10
"CD630_32990",842,750,715,984,1209,694,460,499,512,449,446,426
"CD630_33000",4548.5,4444,3804,5382,7376,3657,2460,3216.5,3389.5,3119,2797.5,2858
"CD630_33010",14215.5,14159,11516,16873,21951,11185,7755,9334.5,9594.5,8953,7967.5,8326
"CD630_33020",2735.5,2456.5,2255.5,3756.5,4087.5,2162.5,1410,1666.5,1820,1772.5,1558,1576
"CD630_33030",3034.5,2455.5,2367.5,3765.5,4339.5,2334.5,1477,2062.5,2089,1866.5,1706,1684
"CD630_33040",35167,30237,26881,38512.5,51319.5,25857,27892,31710.5,34086,31471,34563,31695
"CD630_33050",15466,15466,12789,19260.5,24159.5,12338,14048,13973.5,14414,13304,15139,13202
"CD630_33060",35094,31003,26228,40022,50815,25711,19194,23298,22591,22592,23378,22561
"CD630_33070",4564.5,3301.5,2814.5,4685.5,4995.5,2795,2780,3057,4012.5,3411.5,4956.5,4188.5
"CD630_33080",8820.5,6944.5,5819.5,9092.5,10338.5,5923,6664,7379,8391.5,6979.5,10422.5,8889.5
"CD630_33090",1815,1655,1415,2180,2530,1432,1489,1488,1760,1388,1878,1610
"CD630_33100",1230,1135,805,1291,1556,942,1429,1419,2347,2001,3376,2378
"CD630_33110",721,543,419,658,911,440,1076,930,1445,1308,2077,1638
"CD630_33120",145,163,111,126,235,118,25,17,17,13,18,23
"CD630_33130",499,535,430,649.5,833.5,436,189.5,223.5,241,219.5,214.5,199
"CD630_33140",1220,1283,1113.5,1455,2192,1030,524.5,612,594,532,568.5,497
"CD630_33150",522.5,616.5,475.5,674.5,916.5,483.5,184,286,217,244,216,199
"CD630_33151",169,210,161.5,229.5,293.5,151.5,73,79.5,79,73.5,50,52
"CD630_33160",702,729,688,842.5,1192,625,316,334.5,303,352,289.5,334
"CD630_33170",2006.5,2317.5,1956.5,2890,3643.5,1826,962,1132.5,998,984,1038.5,900
"CD630_33190",2589,2113,2139,3286,4333,2012,1303,1528,1889,1798,1897,1721
"CD630_33200",151,108,121,172,188,94,72,83,66,59,57,67
"CD630_33210",239,197,205,284,319,179,97,101,113,136,96,103
"CD630_33220",320,283,321,479,610,248,84,152,128,168,119,141
"CD630_33230",206,166,181,234,343,168,77,109,99,108,113,112
"CD630_33240",2705,2350,2170,2879,3942,2199,1313,1178,1155,1016,1173,1085
"CD630_33250",566,677,563,761,1094,576,212,257,220,187,270,227
"CD630_33260",21892,28667.5,21671.5,34414,43119.5,21207.5,12362.5,14282,14523.5,11457.5,15122,13353.5
"CD630_33270",2087,2979.5,2213.5,3303,3769.5,2262.5,1361.5,1342,1266.5,1029.5,1475,1191.5
"CD630_33280",0,1,0,2,0.5,0,1,0,0,0,0,0.5
"CD630_33290",2,2,1,3,2.5,2,1,4,1,5,4,4.5
"CD630_33300",747,661.5,698.5,953,1080,660,276,340.5,295,275,283.5,222.5
"CD630_33310",356,302.5,291.5,416,525,228,143,197.5,150,141,130.5,130.5
"CD630_33320",2955,2989,2561.5,3842,4491.5,2455.5,2867,3047,3028.5,2962,2952.5,2713.5
