"gene_id","Wt_SM_Rep1","Wt_SM_Rep2","RA_SM_Rep1","RA_SM_Rep2","Wt_S_Rep1","Wt_S_Rep2","RA_S_Rep1","RA_S_Rep2","Wt_S_NOV_Rep1","Wt_SM_NOV_Rep1","RA_S_NOV_Rep1","RA_SM_NOV_Rep1","Wt_S_NOV_Rep2","Wt_SM_NOV_Rep2","RA_S_NOV_Rep2","RA_SM_NOV_Rep2"
"spr1026",1514,1577,985,1120,4080,2094,1376,848,205,497,218,553,315,386,200,287
"spr1027",6,5,2,9,6,3,5,6,0,0,0,2,0,0,1,0
"spr1028",4989,4319,3076,4223,16490,5470,12959,8529,685,1309,713,1668,817,1093,505,1258
"spr1029",2834,2256,1990,1975,6535,3506,25404,25731,32240,26532,39500,26463,55197,25188,33853,25822
"spr1030",3629,2929,2480,2482,7809,4403,15322,13943,16336,14753,20092,14338,28324,14109,18048,14383
"spr1031",3934,3168,2801,2938,8273,4881,14118,12675,9806,10115,12825,10028,16821,9188,11428,9888
"spr1032",3558,2655,2519,2539,6899,4142,12543,9220,6310,6843,7679,6889,9662,5914,6405,5916
"spr1033",161,117,121,95,327,147,499,423,112,148,135,155,177,132,108,147
"spr1034",462,394,333,400,947,494,1473,1119,319,398,318,427,357,371,293,343
"spr1035",1187,1355,459,525,4052,2385,2232,1716,211,272,196,258,408,307,260,285
"spr1036",215815,168214,100083,119438,466711,184170,375893,258649,24857,59039,26389,61181,45012,51065,24255,46686
"spr1037",1870,1673,854,927,9543,3781,3937,2739,2014,2079,2289,2416,3352,2037,1908,1913
"spr1038",1693,1609,771,918,6765,3009,2198,1883,1655,1600,1504,1784,2080,1580,1248,1367
"spr1039",25078,26130,19243,23362,40782,17604,29878,21796,3506,6232,3510,7790,4080,5938,2316,5381
"spr1040",37333,37828,29439,35696,60613,26007,43051,31076,4575,7951,4554,9871,5199,7510,3058,6776
"spr1041",13388,13203,10066,11827,22395,9162,15979,11577,1450,2538,1580,3474,1585,2356,1006,2304
"spr1042",43315,40201,24580,27366,97285,54341,64591,42857,13270,11817,11275,14627,10279,10017,6517,9691
"spr1043",8428,8522,4105,4440,18686,10500,11054,7735,609,970,698,1285,747,880,398,851
"spr1044",6345,6620,3539,3829,13980,7826,8164,6238,465,853,494,960,555,768,283,699
"spr1045",19389,19935,12666,14858,38924,21112,26172,17529,1885,3155,1891,3725,2174,2938,1185,2724
"spr1046",965,888,399,474,2135,1175,3963,2664,1692,1732,2195,1662,2540,1453,1411,1305
"spr1047",16221,16701,11473,12976,21366,13889,20223,13546,4078,7117,4827,8900,6125,5931,3238,5323
"spr1048",25622,26393,19305,21808,33612,20937,31944,24888,5824,11589,6930,14491,10273,9768,5193,8886
"spr1049",19135,18700,13424,14613,26389,14427,22872,17705,4022,8402,4630,10200,7536,7297,3873,6608
"spr1050",11876,11672,8005,8940,17193,9475,15334,11810,2935,6050,3395,7311,5636,5506,2742,4748
"spr1051",12466,11979,6904,7963,17731,9414,14028,10675,3588,6458,3706,7692,6408,6251,3424,5243
"spr1052",60836,59234,41293,48645,89976,49156,72855,51591,41749,53787,49878,71388,50847,39272,29444,40091
"spr1053",58391,56647,38425,43668,94318,53490,74606,45146,36632,52718,41070,68171,51476,39277,27421,38196
"spr1054",19789,18540,11968,12988,33677,19372,26556,17420,9485,15764,12485,20782,16140,11762,8644,11928
"spr1055",27151,24808,15561,17043,47522,27606,34284,22149,11817,20178,13565,25543,21027,15066,9788,14659
"spr1056",20750,19014,9881,10268,41825,22777,28583,12874,6486,18315,10792,20997,18786,12751,7699,12680
"spr1057",34587,31215,16705,17625,58147,34160,38238,22537,11004,24440,12941,29036,26964,18189,10062,18154
"spr1058",2,1,1,0,3,1,7,4,1,1,0,0,0,2,0,0
"spr1059",2,1,0,1,5,2,3,2,0,1,1,0,2,1,0,0
"spr1060",12639,10012,6203,8930,32342,8665,16891,11327,1047,2212,1235,2772,1960,2271,1087,2125
"spr1061",9388,7083,4447,6089,29490,13738,22430,13771,3844,5143,4916,6228,6454,4515,3334,4528
"spr1062",151616,153526,91565,108799,218374,119913,198526,125589,212460,319089,231236,354578,303316,313344,153774,285187
"spr1063",25014,23848,12252,13990,41609,24459,35138,19573,29451,46593,36053,52920,51010,40919,24093,41329
"spr1064",8409,10037,3819,3916,11262,6507,8681,6157,5704,9409,5793,10500,9369,8893,4224,8006
"spr1065",65389,81616,44788,48150,109330,52776,68441,53299,60690,107431,63002,120027,91919,102706,43437,87985
"spr1066",44417,52372,33363,36942,72130,32525,42032,30676,37844,57854,39259,68814,50413,55066,27374,47980
"spr1067",5235,4776,2371,2765,13651,7635,10722,7333,3758,4692,4130,4875,5685,3962,2989,3531
"spr1069",266,274,172,228,350,191,259,301,106,139,105,175,99,111,91,127
"spr1070",654,722,431,548,823,489,1110,1227,322,359,337,372,294,330,248,284
"spr1071",145,140,85,110,205,110,306,264,67,82,68,88,56,71,51,63
"spr1072",347,290,158,202,522,258,1060,652,177,201,166,194,190,144,150,139
"spr1073",2812,2425,1623,1922,8143,4647,10503,9334,4611,3969,5241,3797,6576,3649,4282,2931
"spr1074",2359,2015,1489,1675,7140,4132,11744,9580,4765,3936,5956,4155,7363,3640,4696,3103
"spr1075",1561,1255,913,1096,4656,2759,8377,6144,4120,3173,4563,3265,5992,3009,3871,2461
"spr1076",1054,927,595,793,3088,1947,6161,4778,3064,2408,3707,2491,4379,2376,2982,1907
"spr1077",95,90,60,83,147,63,187,159,187,186,266,246,272,180,199,161
"spr1078",528,612,342,408,1611,888,606,399,248,319,257,395,294,310,247,260
"spr1079",83,96,61,56,164,72,200,143,184,175,209,182,259,130,150,139
"spr1080",54,53,18,52,314,161,849,686,901,654,1052,608,1510,518,703,534
"spr1081",93,80,61,66,168,55,445,302,295,253,341,312,463,232,293,193
"spr1082",53250,50749,34500,41166,67626,32046,49668,32820,100883,82932,109899,113935,116800,65015,74029,68383
"spr1083",21939,20844,13827,15550,25511,12815,18532,12869,39330,33895,42218,47266,49824,27386,30489,28447
"spr1084",42963,40836,27508,31552,56890,27670,39096,27001,77284,71384,85489,95864,104481,56779,62350,59795
"spr1085",6124,5822,3848,4528,9334,4657,6297,4451,11495,11629,13095,15262,17185,9127,9134,9568
"spr1086",14084,13177,9483,10630,18770,10087,13143,8552,23176,21704,25339,29058,31755,16949,17684,18567
"spr1087",15150,14319,9705,11127,19007,9876,16454,11622,28208,27272,31451,36028,39915,21626,21538,23216
"spr1088",1319,1154,813,886,1909,1225,1236,889,1824,2245,1987,2708,2861,1826,1402,1729
"spr1089",16161,15313,9797,10170,22929,12602,18012,11846,23299,28850,26291,35404,39728,22540,19282,23215
"spr1090",9218,9588,4849,5371,16602,8307,9517,6352,10008,9548,10240,12323,14894,7445,7646,7736
"spr1091",3225,3369,1936,2320,9528,5189,8019,5017,5812,4105,6348,5096,7651,3173,4103,3150
"spr1092",3646,3572,2401,2548,6886,3418,5103,3462,4475,3433,5125,4902,6807,2606,3850,2970
"spr1093",6644,6189,3502,3878,15423,7826,9775,5006,5820,6711,8855,8973,11802,4921,6817,5454
"spr1094",2740,2763,1486,1537,5766,3323,3795,2618,2646,2745,2967,3566,4368,2142,2189,2355
"spr1095",332,293,224,178,936,709,1267,872,761,710,868,775,1616,454,701,561
"spr1096",5,12,5,9,15,11,40,27,29,27,18,23,50,24,25,17
"spr1097",1144,1002,666,948,2493,1171,3661,2863,3094,4053,3429,3533,6147,2341,2386,2678
"spr1098",13195,13429,6604,7211,19392,9806,12747,8721,19746,26954,23696,32755,27299,23574,16628,23493
"spr1099",46850,46688,25260,26651,64107,33477,51462,35712,70421,86591,80784,107355,93089,75746,52359,77899
"spr1100",58047,58886,32172,35013,133430,81097,125433,81337,112570,97800,126320,116409,175489,78700,87177,87435
"spr1101",24572,23440,14307,16601,53400,24198,36091,25319,34917,29386,38875,37036,40450,26524,23651,28527
"spr1102",9506,9111,5237,6001,23211,10847,14124,9868,9893,9815,12088,12049,13066,8849,7560,10032
"spr1103",928,770,424,415,2671,1296,1184,751,783,744,918,895,973,642,572,796
"spr1104",451,442,200,220,1154,598,771,586,629,634,667,659,895,561,465,588
"spr1105",16829,16810,11429,11841,30109,19311,24701,15890,32016,20635,34308,27832,32779,17770,19475,19111
"spr1106",26447,26894,18255,18838,53825,35253,45456,31855,52622,34277,58207,45090,57728,29732,32985,30995
"spr1107",10638,11013,6512,6170,19938,13624,18383,14196,19467,12634,21262,16273,21635,10847,11798,11686
"spr1108",13940,14601,9131,8647,25216,17809,24436,17372,22459,14144,24318,18713,24181,13060,13545,13245
"spr1109",16984,16621,11451,10547,26978,13366,39152,26381,33253,28280,35130,32134,40602,26878,21751,26895
"spr1110",3535,3463,1427,1387,10088,5707,8431,5657,8416,7409,9176,7444,15785,6308,6305,6801
"spr1111",4696,4511,2310,2418,12456,7374,9339,6505,9628,7956,10497,8474,17351,7036,7904,7519
"spr1112",7386,7417,4176,4302,19468,11495,12850,10548,16235,13189,17330,14268,26247,12059,13473,12438
"spr1113",1618,1558,1047,1235,4395,2458,3651,2483,2505,2138,2965,2642,3107,1931,1608,2175
"spr1114",4483,4349,2936,3675,11561,5983,9114,5437,9002,5947,9576,7350,8894,5786,5005,6162
"spr1115",1839,1729,1171,1419,6117,3395,3668,2630,5094,2207,5733,3054,5049,1941,3226,2174
"spr1116",936,1017,631,722,3244,1812,1916,1377,2539,1118,2947,1668,2572,985,1585,1135
"spr1117",1419,1397,909,963,4553,2792,2580,1682,3044,1300,3565,1832,3249,1175,2003,1371
"spr1118",5724,5762,3744,4398,16737,10157,12199,8473,16376,6691,17811,9136,16348,6016,9486,6524
"spr1119",1428,1425,793,1048,4770,2322,6906,5865,8158,6742,9444,6735,13020,5726,5763,5415
"spr1120",63123,70217,38760,33010,137624,80819,112452,75200,149933,149934,161643,162023,183398,141337,96080,156065
"spr1121",42285,49705,33166,28339,89885,51091,68229,48966,104786,96626,105479,108091,117554,91474,65118,93085
"spr1122",53454,62664,45491,40567,100943,54348,83132,59744,131801,117961,139787,136682,136691,100350,78680,106680
"spr1123",16393,15161,9972,11973,30303,12059,22265,16225,3733,7053,4410,9574,7275,6669,5647,5667
"spr1124",11909,11197,6954,8122,22110,8976,14186,11088,2606,4784,2742,6174,4989,4755,3822,3856
"spr1125",8450,7737,5384,6241,16363,6346,12279,7943,1733,3407,2093,4666,3687,3044,2961,2732
"spr1126",29519,27236,17982,20382,57686,24211,42008,26862,5381,11751,6137,14908,12929,10437,8282,8959
"spr1127",1383,1275,690,855,2816,1165,2038,1518,235,576,273,666,601,469,332,352
"spr1128",5624,7731,5618,4403,11459,9825,17691,11278,1308,3614,1357,3854,2544,2927,1461,2644
"spr1129",1304,1198,791,831,3694,1727,2663,1870,74,160,80,204,133,132,122,137
"spr1130",2290,2149,1230,1457,7012,3539,4477,3050,110,266,138,363,206,221,253,194
"spr1131",766,755,547,606,2592,1182,1420,662,52,100,56,164,89,113,70,91
"spr1132",610,598,458,494,1527,613,1162,780,37,95,39,117,76,86,56,79
"spr1133",1651,1738,1197,1458,4592,2180,2937,1959,114,230,104,307,196,212,151,165
"spr1134",697,676,450,521,2177,925,1255,778,47,77,36,133,74,82,63,81
"spr1135",3805,3753,2917,3278,10541,4601,8154,4806,226,509,317,742,456,469,407,438
"spr1136",1691,1774,1190,1405,5113,2462,4046,2734,135,302,145,389,272,256,203,193
"spr1137",2033,2244,1537,1770,6386,3064,5223,4101,167,358,163,442,355,354,236,273
"spr1138",2710,2801,1830,2189,9100,4243,6740,4920,163,386,205,541,366,364,289,339
"spr1139",7312,7734,4102,4546,22042,12032,15629,11352,570,1211,661,1508,1225,1107,763,955
"spr1140",3743,3969,1995,2259,11666,6532,7706,5811,234,461,258,589,528,449,347,350
"spr1141",429798,339866,245629,357664,68660,78398,112886,107510,738786,1294577,653961,1718032,525307,1227070,417137,1231488
"spr1142",4931,5486,2605,2976,14949,7042,9743,7837,292,467,356,549,516,385,357,314
"spr1143",601,705,324,375,807,243,1057,626,56,54,54,88,71,42,61,53
"spr1144",86036,102890,44445,54992,169613,44020,75031,44509,5390,6300,5288,7719,7168,5712,4028,4740
"spr1145",11247,14563,11904,8318,22114,29346,14143,10792,4328,10089,5077,11888,7064,9579,5203,8668
"spr1146",16125,21456,18108,12034,28189,38164,21122,15503,5779,12063,6782,15130,9293,11623,6744,11380
"spr1147",14845,20396,17235,10585,31313,48698,20931,16177,4505,11712,5621,13762,8605,11181,5866,10033
"spr1148",16624,23653,21481,12124,34659,56054,25971,19741,4782,11707,5632,13772,8478,10567,5494,9815
"spr1149",8940,14310,14516,6720,22755,44212,14720,12262,2123,5316,2186,5825,3911,5110,2610,4494
"spr1150",10179,11236,6382,6953,22185,11646,12504,8194,1384,2841,1546,3515,2275,2771,1831,2535
"spr1151",5399,6212,3328,3619,11252,5473,4942,3982,685,1543,740,1789,1071,1448,997,1330
"spr1152",6399,7025,4035,4339,13052,5695,6773,5361,890,2040,1023,2474,1789,1940,1388,1751
"spr1153",143892,140449,117706,112357,332530,444936,523093,303731,123650,76275,137442,113476,178970,58974,69883,60115
"spr1154",46867,48340,37313,33963,147178,195220,171322,100470,28395,21891,30481,31005,47544,17735,16012,17863
"spr1155",29182,30657,22183,19507,97716,120101,119891,70797,16455,13975,20207,20105,31637,10931,9769,11430
"spr1156",10864,11869,7133,6076,39630,48515,45250,27911,5039,5051,6587,7273,10733,3910,3008,4189
"spr1157",8200,8535,4840,5184,16337,10693,10861,8421,1741,2660,1932,3219,2927,2243,1399,1972
"spr1158",4469,4549,2630,2939,9831,5889,6799,3976,819,1387,1115,1934,1558,1007,801,1074
"spr1159",4,3,0,3,5,3,26,18,4,0,1,5,3,1,5,3
"spr1160",2,8,6,3,16,9,382,224,13,24,18,18,42,16,17,14
"spr1161",4771,5072,3392,3397,9176,5519,6043,4763,1893,4446,2123,5095,3341,4179,1654,3832
"spr1162",15090,17154,9816,10745,31240,19006,25292,20272,7364,14117,8724,15936,12562,11624,5745,10492
"spr1163",8171,9108,4529,4899,17813,11319,13852,9279,3300,6821,4010,7860,6151,5599,2663,5191
"spr1164",3156,3461,1670,1844,7031,3591,3783,3002,566,1056,668,1198,1146,862,541,761
"spr1165",57967,68323,50262,37222,86861,111763,112135,60150,12622,24517,15252,30850,23573,19177,7800,18951
"spr1166",17872,17499,10085,11723,25961,13210,18475,12176,6846,15586,8198,18841,13751,13164,7431,12283
"spr1167",2345,2325,1030,1221,3953,1870,2027,1378,579,1575,691,1925,1201,1284,638,1219
"spr1168",1064,1048,521,618,2039,836,1423,961,583,1014,683,1315,869,838,464,810
"spr1169",6325,6663,4223,4577,13428,8679,9556,7426,1977,4194,2117,4447,3680,3518,1866,3268
"spr1170",3934,4207,2543,3056,8010,5015,5320,4045,1190,2612,1251,2809,1932,2281,1108,2045
"spr1171",89163,97277,51485,60006,182027,94467,132291,81694,32906,44011,36597,56732,40092,39616,22792,37245
"spr1172",2481,2359,1800,1996,6521,3660,5225,3529,657,1606,859,1825,1008,1270,556,1317
"spr1173",4462,4150,3017,3288,11384,6516,8311,4707,1048,2439,1351,2872,1690,1909,870,2133
"spr1174",1428,1418,924,953,3911,2473,2553,1763,291,872,429,1017,558,633,282,789
"spr1175",5922,5830,2897,3447,14415,7855,9832,6407,1152,3094,1392,3410,2511,2366,1061,2344
"spr1176",3193,3264,2105,2436,11055,6467,8381,7062,980,1996,984,2186,1758,1713,911,1577
"spr1177",56189,53082,20388,26322,134219,71773,67388,37490,16547,22823,16379,28997,23648,19752,12944,17722
"spr1178",109,109,55,78,629,302,460,292,37,73,54,64,78,48,46,38
"spr1179",274,253,148,180,1663,772,1428,953,125,166,160,206,239,110,107,99
"spr1180",112,103,91,69,680,285,635,335,95,127,105,96,157,97,89,83
"spr1181",50469,52365,28624,32914,141413,76083,116330,87766,11450,23030,12710,25253,22684,20405,10068,19371
"spr1182",1623,1539,1224,1102,4612,3018,2127,1419,320,551,358,550,424,403,218,363
"spr1183",9412,10073,6912,6787,29834,16814,19359,12071,2726,3563,3566,4175,3584,2931,1930,2954
"spr1184",183,200,121,158,549,435,341,209,51,109,48,99,112,87,61,66
"spr1185",61,41,41,43,55,28,81,37,18,20,17,31,18,37,14,24
"spr1186",290,325,199,246,635,279,505,351,225,195,227,250,212,177,164,175
"spr1187",22,24,21,27,124,54,52,40,33,41,26,48,35,27,31,26
"spr1188",134,120,74,98,199,97,169,112,27,63,41,52,43,57,35,61
"spr1189",857,767,387,493,1673,719,1034,653,185,363,201,329,265,259,167,230
"spr1190",3638,3273,1710,2147,6191,2840,4262,3143,772,1298,881,1541,1041,1072,649,1003
"spr1191",3910,3486,1848,2182,7207,3199,4895,3783,872,1615,986,1999,1378,1393,830,1312
"spr1192",1398,1264,690,768,2431,1006,1980,1438,351,684,418,710,553,516,377,525
"spr1193",1180,1060,529,625,2319,1031,1765,1133,330,719,363,764,580,662,354,544
"spr1194",3284,3256,1303,1372,6554,2975,4584,3318,1372,2834,1630,2922,2311,2501,1481,2341
"spr1195",2185,1950,907,986,4626,2248,2877,2112,1081,1882,1187,1924,1978,1580,1192,1572
"spr1196",1229,1258,646,678,2634,1323,3799,2425,2347,2457,2756,2190,4584,2055,2193,1921
"spr1197",651,644,312,414,1701,796,1140,805,540,730,560,694,791,626,584,588
"spr1198",0,9,5,8,12,2,3,8,6,3,3,3,2,5,3,5
"spr1199",20,21,10,17,71,35,73,47,4,2,3,8,1,4,7,1
"spr1200",189,133,113,125,502,356,358,260,19,45,15,40,45,31,22,23
"spr1201",2234,1678,1292,1096,5966,3462,6225,3594,221,585,296,715,517,457,313,435
"spr1202",1479,1234,835,728,4041,2415,4123,2936,151,383,165,459,333,317,200,317
"spr1203",2082,1806,1130,1081,6230,3733,6401,4220,184,645,298,723,627,621,314,499
"spr1204",2942,2405,1639,1435,8783,5916,7886,5059,385,957,473,1090,794,812,503,656
"spr1205",4844,4242,2870,2567,12639,9011,14713,10255,1277,2524,1522,2721,2398,2107,1234,1935
"spr1206",250,268,143,206,243,75,150,97,46,78,49,101,58,73,44,74
"spr1207",222,259,138,171,289,66,204,166,34,45,38,62,44,65,32,61
"spr1208",209,211,128,157,293,53,199,143,34,52,40,51,39,52,23,35
"spr1209",43,35,18,17,97,27,54,24,10,3,2,8,6,7,5,12
"spr1210",117,100,55,70,132,27,117,81,19,13,18,31,20,15,14,22
"spr1211",71010,68268,33603,43793,174238,70952,116416,80000,23025,21557,25440,26200,28297,17878,14893,16505
"spr1212",67534,63981,29423,38689,152446,61515,105718,76859,24254,20862,25208,26676,27725,17902,14903,16167
"spr1213",2,2,1,3,5,1,2,2,0,1,0,0,0,1,0,1
"spr1214",14153,13463,8423,10375,22557,17648,18956,12431,1633,1888,1579,2518,1383,1651,914,1604
"spr1215",13906,13016,8441,11641,21922,9026,14265,10333,2547,2085,2503,3095,2107,1939,1347,1776
"spr1216",9621,8712,5822,7924,15984,6591,12159,7203,1689,1633,1834,2384,1667,1441,1066,1359
"spr1217",27289,24435,15677,20473,54964,30825,37643,25853,2610,2688,2814,3885,2797,2367,1770,2328
"spr1218",16879,15143,10094,12838,31474,17399,25254,17583,1575,1874,1846,2578,2044,1623,1188,1473
"spr1219",17671,16259,9550,11895,37544,21975,27497,19259,2130,2508,2286,3187,2750,2207,1584,2062
"spr1220",13657,14179,7506,9151,22398,11531,12851,10079,2610,5235,2777,6246,3752,5164,2011,4642
"spr1221",23086,23741,11773,12261,36602,16980,23817,16708,4693,9440,5420,12127,6755,8802,4128,8731
"spr1222",23578,23344,13992,14856,37744,16436,25623,17236,4358,8366,5104,10650,6272,7723,3640,7643
"spr1223",13427,13563,7465,7802,24713,11192,16693,10754,2484,4539,3003,5955,3625,4150,2168,3783
"spr1224",12560,12283,6874,7253,24993,11410,16688,9646,2430,4362,2946,5606,3622,3698,2066,3740
"spr1225",8836,8925,4537,4996,17468,9009,12334,8648,1921,3157,2275,4123,2570,2909,1418,2665
"spr1226",24183,23086,16768,18198,46490,24267,34638,23203,8579,14199,9179,17661,9406,11661,6050,11708
"spr1227",13882,13222,9647,10743,25756,13261,20942,13095,4859,8230,5375,10798,5801,7363,3531,7028
"spr1228",6983,6524,4704,5407,14895,8001,11023,7365,2675,4619,2932,6145,3344,4118,2085,3926
"spr1229",17872,17272,12452,13986,34887,18764,26625,18840,7236,13171,7729,16450,8807,11198,5304,10805
"spr1230",5015,4877,3651,4041,8363,5050,5869,3813,2860,5244,3081,6582,3408,4457,2132,4299
"spr1231",16217,15288,12565,14531,28162,15900,22481,13727,9422,16291,10411,21200,11956,13820,7134,13295
"spr1232",17394,16436,13352,15194,31713,18283,24352,16713,9055,16298,10514,20942,12505,14010,7229,13186
"spr1233",10968,10546,8001,9223,20343,11459,17414,11123,5732,10736,6897,14214,8356,8978,4518,8583
"spr1234",10450,10127,6991,8104,20875,11565,14346,9361,4450,8458,4694,10538,6524,7572,3581,6563
"spr1235",7529,7597,4560,5479,15580,7881,11433,7531,2907,5627,3434,7209,4889,4815,2417,4702
"spr1236",15682,14262,7348,8547,31317,16440,18694,13265,6557,12010,7222,14699,10509,10001,5255,9942
"spr1237",242,200,174,192,466,399,480,439,225,276,245,302,277,262,154,225
"spr1238",132,110,102,109,267,300,324,263,186,158,195,206,177,160,118,122
"spr1239",8312,7524,4252,5935,4776,1873,2351,1995,834,6467,892,6331,1605,5591,1357,5289
"spr1240",41022,42561,32050,34316,78046,67108,67627,43189,23153,26456,26612,35184,31053,21232,16613,21175
"spr1241",4888,4838,3464,3334,11278,9656,7937,4478,2417,2888,3331,3951,3480,2282,1975,2474
"spr1242",6690,7169,4683,5429,10405,4469,6478,5090,1745,2987,1878,3822,1965,2763,1241,2906
"spr1243",25931,27565,18396,21102,36034,14712,25190,17283,7800,12878,8381,17211,8601,12545,5474,12088
"spr1244",10627,11731,8170,9712,15824,6767,11624,8845,3758,6130,4078,7632,4096,5870,2637,5290
"spr1245",11739,12225,8667,10349,18046,7797,12352,8683,3505,5595,3475,7222,3866,5286,2376,5075
"spr1246",18886,19035,13065,14766,30136,13807,20727,13395,5197,8454,5596,10864,6257,7581,3721,7294
"spr1247",8239,8358,5288,6011,12446,5459,9943,6914,2364,3817,2620,4935,3178,3370,1752,3252
"spr1248",5794,6244,3692,4288,10220,5015,7470,5410,2062,3460,2228,3920,2723,3251,1538,2831
"spr1249",5453,5571,3210,3726,11240,5457,7917,4782,2062,3146,2241,3806,2787,2686,1569,2747
"spr1250",1805,1865,1322,1475,5378,3290,3274,2066,168,507,189,564,278,393,142,375
"spr1251",5323,5062,3612,4215,18175,8785,15540,9702,2297,2261,3065,3079,2578,1865,1791,1854
"spr1252",27371,27737,19448,21879,80629,42076,57992,36343,19321,15493,22921,21077,21847,13258,13475,13368
"spr1253",24370,25047,18453,21179,74440,35779,55241,39540,19631,15291,22584,20045,21791,13457,13314,13201
"spr1254",27264,28324,19169,22873,75458,39251,56269,40825,20834,16180,21590,21373,22099,14899,13339,13980
"spr1255",24734,26006,18987,22151,69306,35770,53101,36971,18456,13534,19649,18026,19317,12065,11464,11756
"spr1256",29225,30827,21460,25606,82807,43094,64028,52384,21081,15328,23255,20587,21941,13756,13031,14295
"spr1257",27429,27493,19086,21745,86816,47297,62091,34658,17015,12741,20577,17987,18973,10540,11283,11782
"spr1258",1866,1821,1170,1405,3134,1189,3177,2027,1807,1897,1973,2548,2528,1782,1417,1541
"spr1259",2499,2391,1612,1830,4381,1892,4446,3071,2562,2601,2832,3378,3453,2477,1916,2044
"spr1260",2776,2769,1629,1897,5406,2301,4068,2740,2175,3127,2567,3842,3558,2614,1881,2438
"spr1261",592,623,333,307,1493,702,680,586,319,589,377,721,562,519,335,479
"spr1262",5654,5756,2169,2496,12507,5861,6641,5017,4748,6602,5376,7817,7508,6106,3908,5255
"spr1263",10983,11631,7902,9070,14977,8082,12387,9262,15679,18901,17733,24150,17956,17725,11708,17061
"spr1264",12354,12186,7897,8994,18763,10010,13204,8412,15238,17427,16321,23503,17495,15682,10730,15198
"spr1265",10605,10572,7106,8021,16584,8648,13136,9138,13059,15653,15302,21541,15945,13497,9902,14060
"spr1266",18642,18793,12222,13005,32182,17638,24346,16734,23732,27248,28251,37508,30813,23764,18195,24550
"spr1267",8649,8546,5701,5918,15711,7861,10693,6683,15374,20189,17259,25687,21748,17603,12626,17661
"spr1268",3816,3791,2854,3004,7067,3185,5891,3639,7373,9947,9957,13007,10829,8425,6111,9116
"spr1269",11333,10521,7160,7940,20408,9999,16409,9844,17962,23840,23190,32665,27462,19875,15607,22068
"spr1270",12500,12473,7136,8052,23488,12538,19617,14953,20556,28505,23625,36871,31799,25386,16878,25154
"spr1271",7811,6985,3432,4404,16138,9207,15561,10472,13492,22854,18630,25305,21848,19897,12186,18274
"spr1272",31533,31032,14862,17302,61740,38771,81953,65073,101576,131656,105548,145890,144992,123502,75595,113744
"spr1273",8419,9395,5461,6609,14460,8028,9710,7726,4659,4580,4845,6115,5119,3932,3023,3904
"spr1274",1918,1393,799,911,4683,1318,2911,1638,1842,3110,2265,3943,3346,2795,2107,2713
"spr1275",3133,2316,1421,1858,7385,2298,4028,2719,3607,5327,4079,6475,5506,4889,3690,4804
"spr1276",5719,4111,3090,3935,12905,4437,7201,4828,6086,10472,6821,11675,9181,9922,6265,9373
"spr1277",6948,5272,3992,4960,14301,5152,10945,7475,8090,14960,9462,16364,13753,13514,7694,13733
"spr1278",527,459,301,385,1339,572,940,592,429,745,449,934,848,718,475,651
"spr1279",250,167,148,154,593,236,419,198,105,157,167,267,225,173,147,191
"spr1280",433,385,218,249,1142,464,916,600,350,767,471,786,748,726,415,585
"spr1281",623,537,288,328,1843,765,1685,973,435,855,651,967,1037,754,514,782
"spr1282",3029,5440,3063,3101,10641,5624,10183,7124,3877,4982,4555,6102,6856,4538,3908,4447
"spr1283",2,4,5,0,4,1,1,1,1,0,4,2,1,0,0,4
"spr1284",8909,15517,8538,8341,31006,19764,36258,24050,9771,13802,11917,16569,20388,11973,10460,11940
"spr1285",1532,1366,435,431,3713,1939,1528,896,778,1280,1091,1595,1276,1085,867,1114
"spr1286",1534,1471,422,365,4230,2400,1240,839,787,1234,920,1550,1240,1027,876,1199
"spr1287",4922,4824,1851,1782,13627,6940,5823,3345,3588,6214,5337,7380,7019,5548,4138,5470
"spr1288",2318,2149,1039,1096,7689,3450,3204,2274,1350,2563,1508,2883,2780,2192,1346,1925
"spr1289",207,145,91,109,650,259,697,507,1287,1419,1701,1649,1541,981,1009,867
"spr1290",264,161,106,122,785,259,485,373,967,1273,1398,1635,1258,764,839,725
"spr1291",109,46,48,63,261,78,196,136,412,440,523,637,432,269,260,264
"spr1292",116,74,29,49,307,115,146,126,414,443,518,610,330,260,263,266
"spr1293",253,175,99,91,586,318,344,270,642,776,887,1105,586,537,528,454
"spr1294",47,66,47,50,280,140,154,99,22,25,31,18,21,16,11,23
"spr1295",8,10,10,8,19,6,14,17,2,1,1,2,8,0,1,2
"spr1296",14,11,4,7,37,19,13,9,3,3,2,8,11,0,4,3
"spr1297",3,5,3,2,8,4,5,5,2,1,1,0,0,0,0,1
"spr1298",69,75,48,43,558,366,106,116,17,26,15,32,30,17,19,18
"spr1299",36,16,16,16,52,30,39,21,0,9,5,16,9,6,3,6
"spr1300",51131,52183,30852,31569,93176,56799,85629,52675,10687,12516,13063,15458,20672,10395,9371,11235
"spr1301",3,9,2,4,19,13,13,7,0,2,0,0,1,1,1,1
"spr1302",5145,4811,3355,3883,8826,4254,7731,5399,1010,1934,1074,2301,1593,1845,956,1606
"spr1303",4204,4034,2561,2915,8964,4618,6858,4744,701,1280,760,1620,1212,1206,596,1188
"spr1304",4946,4734,2331,2588,12199,6597,7236,5448,812,1603,1006,1872,1649,1373,944,1367
