"gene_id","Wt_SM_Rep1","Wt_SM_Rep2","RA_SM_Rep1","RA_SM_Rep2","Wt_S_Rep1","Wt_S_Rep2","RA_S_Rep1","RA_S_Rep2","Wt_S_NOV_Rep1","Wt_SM_NOV_Rep1","RA_S_NOV_Rep1","RA_SM_NOV_Rep1","Wt_S_NOV_Rep2","Wt_SM_NOV_Rep2","RA_S_NOV_Rep2","RA_SM_NOV_Rep2"
"spr1897",346,374,290,334,578,160,299,268,2363,1430,2412,1817,1633,1733,1564,1602
"spr1898",418,478,335,415,872,229,420,321,2958,1648,2734,2261,2212,2174,1801,2061
"spr1899",351,439,265,352,779,225,331,257,2706,1722,2521,2166,2190,2180,1712,2005
"spr1900",25,29,36,31,58,16,37,22,270,146,261,203,157,263,183,199
"spr1901",108,104,79,121,264,128,221,149,260,172,244,257,172,195,155,169
"spr1902",24807,25105,14625,15557,47601,30909,31339,22338,55315,63636,58297,74265,86879,62455,40012,66232
"spr1903",27608,27575,19305,21133,49065,28273,41183,32654,71449,77185,77295,96417,101012,76509,49914,77817
"spr1904",4189,3991,3086,3489,8356,6428,8917,5274,5264,3779,5989,5628,5404,3597,3240,3608
"spr1905",2778,2654,2178,2438,6650,5612,5900,3661,3796,2593,3855,3689,3800,2441,2168,2361
"spr1906",7794,7435,6020,6801,17451,14186,18029,11561,10620,7209,11108,10449,11011,7112,6014,7519
"spr1907",7426,7361,4818,5459,16477,10789,13921,8763,9858,7862,10493,10070,10102,7735,5475,7795
"spr1908",9278,10083,5739,6308,14651,7392,10787,8247,13288,10653,13189,14033,10586,11984,7104,11464
"spr1909",18834,18442,10049,10892,35881,20273,25044,16961,34785,24160,33539,32956,28848,25725,18182,25236
"spr1910",22267,21599,12516,13641,48075,26016,37052,22512,76935,59535,81573,75818,99988,59608,45375,63236
"spr1911",22184,23774,14636,17616,76254,43845,57447,38219,57066,31850,63727,42532,52807,30004,31160,32049
"spr1912",3596,3780,2080,2658,12697,6904,8765,5724,8664,5023,9756,6951,8594,4572,4849,5257
"spr1913",1968,1973,1349,1492,4829,2716,3298,2365,2753,2110,2582,2710,2461,2411,1450,2288
"spr1914",15,15,6,10,92,56,208,164,150,97,157,109,151,94,68,86
"spr1915",760,736,453,558,3115,1703,17323,12016,12619,8831,14363,8309,17220,7535,8493,7384
"spr1916",47986,42800,27745,39496,14074,13438,12359,11629,55698,107972,47762,125599,35440,102121,28621,94061
"spr1917",32074,31468,17517,22772,12059,11559,15686,12766,53951,74146,49069,91142,36571,72005,28954,67077
"spr1918",36339,26244,15649,20177,8282,5808,88862,94862,96243,101031,106139,98343,128915,85109,63637,86163
"spr1919",23409,17787,10945,14756,4089,2344,18698,22074,32183,49019,38347,49059,46239,41304,23673,41005
"spr1920",16198,12064,8612,11887,2391,1216,6058,10070,15481,31879,17817,32998,20685,26808,10989,25306
"spr1921",12385,10825,6944,9256,39724,18559,19345,15053,5720,10897,6369,12452,8416,9842,4541,9384
"spr1922",36256,31242,22069,28501,148362,71008,84288,49750,17688,24593,19481,27714,27113,22250,14361,21058
"spr1923",17949,18532,11510,12436,30578,15280,20836,14285,13976,15692,14455,19489,15970,15056,8802,14684
"spr1924",28447,28964,17644,19315,44799,23569,35048,26558,26000,27408,25894,33443,28702,26105,14775,25196
"spr1925",2253,2081,1134,1371,4035,2793,2607,1510,2581,2814,2650,3099,2819,2567,1563,2167
"spr1926",1963,1842,1144,1446,3446,1529,2099,1571,2903,3297,3090,4025,4288,3346,2116,2953
"spr1927",2232,2027,1265,1433,3694,1640,2386,1469,2734,3584,3308,4042,4577,3229,2216,3200
"spr1928",594,511,286,346,935,422,642,332,601,617,652,843,843,564,419,614
"spr1929",1097,1063,511,607,1731,909,1019,720,1497,1661,1312,1822,2083,1646,1093,1313
"spr1930",1525,1580,854,919,3043,1700,2067,1769,1438,1591,1543,2007,1934,1490,1089,1511
"spr1931",10880,11019,6596,7050,23306,12881,16429,11117,8357,8044,8352,10146,9694,7556,5142,7225
"spr1932",91,146,109,155,340,160,343,242,170,250,179,277,187,271,142,260
"spr1933",579,992,618,682,1691,879,1636,1194,811,1156,1046,1649,1001,1339,822,1483
"spr1934",430,360,140,198,1375,637,609,489,176,213,184,228,200,198,110,208
"spr1935",20335,39768,28610,27769,53909,43275,75296,53547,27083,49955,30257,55623,45002,49943,24540,49148
"spr1936",1455,1363,770,809,4687,2282,2967,2500,1583,970,1550,1134,1608,805,1151,681
"spr1937",1078,1024,589,752,3664,1802,2254,1802,1306,779,1441,832,1414,584,992,618
"spr1938",1361,1284,838,940,4378,2097,3445,2956,2568,1242,2984,1385,2586,938,1711,902
"spr1939",264,214,131,159,856,475,706,816,532,210,690,235,546,153,352,167
"spr1940",1525,1484,943,1192,5735,3579,8734,10323,8643,2818,10655,2921,7962,2029,5442,1847
"spr1941",3014,2849,2148,2512,13506,5398,10450,7617,9498,5065,8877,6224,11836,4973,5999,4545
"spr1942",910,898,850,952,4891,1779,3819,2157,2616,1671,2863,1991,3752,1456,1953,1434
"spr1943",25447,21676,10229,13511,71328,33891,29807,16897,9200,6075,10094,8994,8131,5238,5371,6824
"spr1944",16266,14228,5987,7675,65919,32692,20884,12083,9549,6603,9104,8258,7160,6159,5118,5749
"spr1945",695,656,535,799,1192,747,26782,15682,15359,14605,16570,14898,14256,16161,9295,13117
"spr1946",31,32,31,27,126,72,44,40,37,36,22,45,27,44,20,46
"spr1947",38,39,23,30,104,59,41,26,42,33,42,40,30,43,23,23
"spr1948",5,6,8,7,17,6,14,9,16,9,18,11,16,9,8,13
"spr1949",93,98,85,78,299,185,256,176,275,167,283,200,237,146,181,167
"spr1950",31,47,43,31,119,66,107,59,144,75,122,80,118,67,70,71
"spr1951",212,244,184,201,565,409,515,518,1048,709,1100,857,964,809,709,803
"spr1952",69,88,84,71,227,143,244,301,658,546,727,524,692,613,475,589
"spr1953",1389,1412,1206,1544,3245,1737,2358,1944,756,972,713,1091,798,914,467,778
"spr1954",531,538,416,518,1495,622,1510,976,485,445,546,549,455,393,301,372
"spr1955",3529,3367,2071,2804,8585,4193,16423,12250,29708,20031,27111,21274,25382,18464,15620,16516
"spr1956",4648,4181,3007,3452,9266,4103,11032,9095,17717,14045,20523,16575,18561,11918,11115,12647
"spr1957",12800,12591,8103,10034,24224,11772,23153,21076,53724,43860,51214,46793,49436,41747,30887,37170
"spr1958",4231,3948,2702,3209,7459,3216,6675,6222,14750,13593,14992,15322,14666,12933,9066,11973
"spr1959",5756,5164,3625,4431,8790,3748,7965,6395,15270,17514,16376,19502,16639,16043,10275,14502
"spr1960",6386,5747,4150,5195,10547,4598,7354,5784,14080,16675,13794,18583,14713,16462,9700,14235
"spr1961",1727,1511,645,629,5129,2163,3668,2803,449,573,491,683,649,514,285,584
"spr1962",30885,28237,14748,15777,67361,41478,62925,46191,10326,29357,10556,28582,19289,24582,6152,24281
"spr1963",155,113,107,123,575,288,564,445,99,84,170,130,125,105,71,78
"spr1964",299,237,227,256,1088,614,900,601,137,124,160,161,145,113,109,112
"spr1965",263,283,208,212,1225,636,967,700,288,211,311,285,240,206,198,189
"spr1966",139,148,121,126,538,319,521,607,530,466,774,515,653,335,483,295
"spr1967",174,142,160,167,582,265,682,1105,1469,1306,2106,1382,1917,962,1340,830
"spr1968",102,96,150,140,362,156,689,1097,1635,1368,2574,1587,2378,1170,1590,1053
"spr1969",48,39,59,66,149,82,365,661,1080,975,1698,1009,1537,781,988,684
"spr1970",25,23,53,43,133,63,358,582,1042,880,1780,976,1545,734,1009,598
"spr1971",33,31,69,69,167,67,615,1220,1779,1279,2820,1672,2580,1137,1620,1095
"spr1972",85,75,183,179,262,133,1994,3287,5490,4091,7695,4684,7506,3630,4815,3112
"spr1973",160,137,448,584,505,272,9887,11229,19980,14032,27697,16318,26009,12326,16307,10777
"spr1974",3196,2951,1490,1926,7719,2710,4952,3854,2067,3696,2014,3817,3572,3396,1394,3033
"spr1975",30807,27083,14749,17890,60243,25257,39018,27054,6086,9051,6433,11000,8285,9241,4338,8624
"spr1976",8199,7215,4393,5397,18086,7526,13294,9108,2045,2193,2239,2796,2516,2191,1293,2038
"spr1977",6069,5516,2990,3532,14416,6580,10246,6477,1617,1603,1878,2000,2052,1567,967,1395
"spr1978",3069,2523,1311,1382,7758,3733,4369,2645,802,677,853,825,909,692,470,618
"spr1979",11548,13064,8434,9327,34043,17111,23342,15883,4753,4606,5402,6046,4728,4257,2756,4365
"spr1980",1683,1887,1123,1245,5278,2896,3392,2665,629,606,669,827,654,589,350,608
"spr1981",10154,11655,7304,7874,31085,18367,23853,18747,4738,4136,5180,5431,4695,4279,2656,4096
"spr1982",15288,17569,10787,11307,48226,30798,37360,25585,7027,6077,7439,7804,7394,5978,4020,5873
"spr1983",863,748,346,395,2772,1355,1413,946,51,174,60,188,85,142,36,134
"spr1984",93,90,68,83,649,223,141,92,49,61,63,68,80,60,47,60
"spr1985",0,1,1,0,4,1,5,0,3,0,1,0,0,1,6,0
"spr1986",880,746,409,436,1811,1080,8293,6949,4668,3204,5797,3793,6872,3390,4093,3346
"spr1987",58,39,26,43,156,118,205,313,102,49,147,41,108,32,89,54
"spr1988",139,84,64,80,231,164,490,833,265,111,343,114,235,98,210,108
"spr1989",81,61,59,66,234,185,670,1066,347,124,440,151,373,149,296,111
"spr1990",263,214,151,203,838,653,3147,5057,1508,550,2022,638,1908,576,1358,550
"spr1991",377,287,226,294,1229,985,10561,12455,3765,1358,5160,1372,5245,1340,3659,1190
"spr1992",4271,4360,3256,3354,11359,10575,12825,9169,2876,1834,3182,2491,2703,1608,1921,1559
"spr1993",17601,18200,10009,10081,28198,21483,21488,15496,2769,1457,2594,2024,1970,1398,1188,1405
"spr1994",35163,36457,24614,27774,51307,39332,39133,26771,5343,6240,5073,7524,4342,6065,2418,5658
"spr1995",50936,49390,34365,38012,83313,45959,60769,39323,59233,58141,64880,90310,92750,53322,50597,57246
"spr1996",8699,8360,5812,6198,13732,7094,11592,7977,9437,9146,11308,14566,14999,8213,8336,9619
"spr1997",19133,18065,12083,14315,32670,15960,25836,17557,14436,13416,15852,24181,20583,12729,12454,13898
"spr1998",12792,11559,8447,9795,23696,11937,17614,11031,8372,8053,9693,14512,13147,7406,7552,8718
"spr1999",4233,4028,3108,3625,10669,5761,5318,2892,2416,2576,2933,4384,3670,2198,2069,2651
"spr2000",50514,47829,35904,44257,80823,45765,61183,39724,33608,35243,36068,55749,44454,33606,25221,35464
"spr2001",6410,5869,4148,4726,11551,6349,7499,5007,3638,3925,4335,6508,5201,3722,2746,4473
"spr2002",5406,5812,3572,4266,8523,4881,5819,3892,7722,5076,7474,7061,6976,4581,4203,4601
"spr2003",8352,9265,4795,5395,14066,7997,10274,7709,12582,7606,11997,10613,11712,7149,7168,6919
"spr2004",4515,4752,2976,3267,8815,4637,6969,4732,6692,3576,7022,5443,6760,3529,3800,3531
"spr2005",1531,1487,993,1148,2999,1775,2059,1196,1538,888,1676,1426,1643,842,926,896
"spr2006",40570,47858,24459,26932,107075,28955,56791,34678,31270,10216,34795,17454,34224,9892,16740,11579
"spr2007",985,995,835,868,2861,1533,839,557,1523,1547,2062,2266,1582,1312,1127,1374
"spr2008",52977,57524,33547,37068,72585,35133,43076,30504,79787,66305,91110,93949,83904,61534,51314,68904
"spr2009",7142,7144,4603,4767,11746,5930,6735,3853,10194,9171,13271,13067,11750,7806,6891,9478
"spr2010",55559,63281,32418,31713,94198,50433,63145,42495,82380,67600,96917,91386,87800,61715,52778,66085
"spr2011",10721,12300,5473,5567,18002,7404,30566,18690,25543,25036,35731,24669,46341,18970,21848,20328
"spr2012",10636,12581,6548,6868,14095,3516,7867,4994,1571,860,1790,1238,1474,751,613,931
"spr2013",18081,22484,10067,10675,24113,6082,11934,8071,2807,1440,2985,2118,2675,1295,993,1589
"spr2014",2262,2411,1271,1307,3914,2368,2691,2190,1491,1331,1867,1552,2054,1445,1141,1123
"spr2015",2044,2164,1402,1424,3917,1939,3091,2148,1508,1238,2188,1428,2217,1347,1301,1247
"spr2016",37,49,54,39,218,140,59,45,23,42,21,33,32,33,15,40
"spr2017",145,141,89,109,266,104,144,125,73,50,125,80,130,69,67,68
"spr2018",514,585,336,346,1246,1875,812,735,368,428,298,407,561,398,239,368
"spr2019",119094,132758,77852,90152,252668,129722,174358,118149,41348,28616,42926,35874,39163,27721,21145,28094
"spr2020",188408,203686,121041,139500,413663,190822,250875,154807,64186,40070,66617,51631,56127,38307,31616,39162
"spr2021",79103,78228,26385,25850,116015,68628,42551,23124,12680,14066,14438,14206,13958,12583,8850,12244
"spr2022",9691,10368,6988,7463,12255,4779,6956,4906,52316,27951,60493,39018,53521,26361,38818,27760
"spr2023",16561,17782,11375,12387,20524,8285,11859,8433,91346,47121,100246,67052,88661,46168,63896,49241
"spr2024",15809,16633,10452,11434,18870,7942,11350,7904,85581,48291,101777,67999,86964,47059,62872,48410
"spr2025",17073,17685,11021,11736,21128,9727,11343,7849,89779,50555,100659,71799,90640,48820,64020,52336
"spr2026",18882,20180,11765,11576,22994,10881,11980,9052,100167,57181,110366,81217,105828,57852,71255,62530
"spr2027",6807,7304,4253,4222,8952,4196,5058,3972,41728,24423,47564,33939,44885,23438,30175,26223
"spr2028",13941,15805,8396,8218,19380,9798,9991,6397,82450,47283,90623,65637,83561,46461,56470,51457
"spr2029",23297,25670,13694,13109,34650,18688,17950,12138,140726,75984,154899,107388,130484,74669,89047,85562
"spr2030",20597,24596,10771,10318,32097,19405,16364,11488,143811,74785,151497,100831,118283,73828,82610,80080
"spr2031",1723,1984,956,951,3692,2071,1625,1199,10781,4481,9810,5872,10151,4527,6730,4849
"spr2032",11482,12948,7017,6876,19551,10049,9789,6954,62101,31983,62026,38436,64756,30858,41741,32627
"spr2033",26920,26872,15133,15571,62361,41883,44515,30761,109068,41317,128498,48997,163035,35721,93082,39010
"spr2034",8717,8330,3841,4550,20029,8997,10680,7080,26462,8797,31124,11726,30433,7679,18748,9128
"spr2035",28796,30066,18925,20735,60677,31175,38409,26241,175329,56817,202092,71301,197236,53334,129698,61738
"spr2036",11586,12815,7668,8345,29667,13802,14202,9615,103437,22387,119280,32154,76001,23588,71456,27903
"spr2037",181,173,248,242,298,124,486,430,779,544,882,693,643,535,536,470
"spr2038",185,187,218,232,341,159,618,510,792,562,781,725,675,610,535,498
"spr2039",579,509,638,752,1092,431,2047,1607,1976,1399,2287,2026,1961,1677,1551,1571
"spr2040",278,241,222,245,877,479,1074,1037,2740,1037,2750,1381,2489,1217,1856,1281
"spr2041",75846,56871,25007,39610,143147,26749,104624,59578,142460,193730,161651,242906,225491,212816,100049,210635
"spr2042",105686,81604,32399,48942,219842,41010,165942,98996,212589,283405,253378,364925,316857,331808,146788,328311
"spr2043",17395,12917,4333,5752,43063,9068,18536,12630,23136,25160,22006,35466,34187,29690,16224,35630
