"gene_id","SK36_Mono_7","SK36_Mono_8","SK36_Mono_9","SK36_CoSK36_16","SK36_CoSK36_17","SK36_CoSK36_18","SK36_Quad_22","SK36_Quad_23","SK36_Quad_24"
"SSA_RS02295",31242,2187,1969,52161,90731,41411,20692,13030,8256
"SSA_RS02300",9635,11665,25002,64370,68479,42155,70019,54454,44664
"SSA_RS02305",13902,3500,3057,37827,24207,25095,8860,7611,6980
"SSA_RS02310",53,69,80,190,189,115,61,34,26
"SSA_RS02315",65,157,427,234,160,184,80,53,37
"SSA_RS02320",1,24,111,11,8,11,5,2,4
"SSA_RS02325",39,30,60,88,97,61,48,20,20
"SSA_RS02330",1396,4941,10757,4841,3275,3465,862,1069,740
"SSA_RS02335",2482,2979,6749,5144,4159,3284,1510,1535,1313
"SSA_RS02340",1700,1677,2704,4778,4217,3099,1971,1656,1394
"SSA_RS02345",8825,1157,1873,17530,24311,9288,5397,2899,2763
"SSA_RS02350",11367,4987,5335,27509,24266,18087,6012,4470,4222
"SSA_RS02355",13752,16540,31338,29635,23513,22437,7616,7206,6787
"SSA_RS02360",70,138,413,444,379,106,17,10,10
"SSA_RS02365",35,35,103,75,93,43,53,38,33
"SSA_RS02370",110,354,787,404,246,229,70,66,54
"SSA_RS02375",1672,1916,3791,5070,3173,1952,357,366,267
"SSA_RS02380",784,2495,5398,2627,1851,1905,567,599,458
"SSA_RS02385",407,792,1375,1088,1047,719,277,225,186
"SSA_RS02390",1084,2192,4021,2882,2741,2357,860,947,622
"SSA_RS02395",301,168,262,730,854,613,162,138,103
"SSA_RS02400",1119,1648,2299,3231,2600,2321,599,710,504
"SSA_RS02405",1087,1064,2382,2327,2119,1645,482,561,425
"SSA_RS02410",993,769,1422,2565,2080,1337,600,435,441
"SSA_RS02415",506,773,1756,1237,843,716,215,288,229
"SSA_RS02420",44,42,150,148,130,70,42,25,34
"SSA_RS02425",53,64,115,97,115,79,27,16,12
"SSA_RS02430",146,228,492,311,295,238,89,59,54
"SSA_RS02435",111,238,639,366,268,243,72,59,71
"SSA_RS02440",223,330,781,545,381,338,97,106,87
"SSA_RS02445",356,279,370,861,704,424,194,135,130
"SSA_RS02450",247,169,435,554,511,330,151,104,74
"SSA_RS02455",201,421,1058,549,506,322,134,81,55
"SSA_RS02460",110,299,729,262,204,175,88,55,44
"SSA_RS02465",383,662,1491,973,714,575,237,201,174
"SSA_RS02470",209,299,514,495,341,328,123,84,102
"SSA_RS02475",185,257,651,410,358,226,100,77,50
"SSA_RS02480",243,344,334,572,423,437,145,112,86
"SSA_RS02485",643,2283,3930,1746,1026,1047,277,282,212
"SSA_RS02490",74,193,455,211,195,162,48,44,35
"SSA_RS02495",351,715,1459,1031,711,613,132,108,108
"SSA_RS02500",485,672,1217,1063,850,509,214,184,152
"SSA_RS02505",85,374,812,315,181,150,72,70,54
"SSA_RS02510",74,11,14,122,115,41,34,19,15
"SSA_RS02515",247,216,505,473,397,270,107,75,67
"SSA_RS02520",287,380,731,591,464,328,161,121,102
"SSA_RS02525",219,209,552,339,249,167,57,62,62
"SSA_RS02530",285,498,998,555,362,295,104,88,67
"SSA_RS02535",250,430,903,517,347,270,82,91,108
"SSA_RS02540",152,492,1067,384,274,234,75,65,65
"SSA_RS02545",53,18,55,84,68,36,23,18,25
"SSA_RS02550",161,338,668,330,212,194,82,79,69
"SSA_RS02555",109,323,657,283,230,177,87,54,69
"SSA_RS02560",447,878,1511,1006,710,648,220,140,164
"SSA_RS02565",83,177,237,175,144,126,46,41,45
"SSA_RS02570",95,139,204,163,136,133,75,33,27
"SSA_RS02575",199,574,1127,477,272,279,123,88,91
"SSA_RS02580",109,242,406,273,177,190,57,69,51
"SSA_RS02585",40,49,72,68,67,48,20,10,11
"SSA_RS02590",58,101,150,95,102,71,32,18,16
"SSA_RS02595",14,54,170,17,20,17,4,12,7
"SSA_RS02600",58,42,65,104,104,54,24,17,15
"SSA_RS02605",75,28,60,105,109,74,42,24,25
"SSA_RS02610",106,98,153,203,178,135,50,45,47
"SSA_RS02615",466,1466,2254,1202,722,829,263,263,228
"SSA_RS02620",547,566,1066,1062,864,761,344,306,266
"SSA_RS02625",39409,58764,94602,78424,50523,66022,21458,28060,19581
"SSA_RS02630",3826,3290,5028,20950,16635,7416,1439,1285,916
"SSA_RS02635",211,448,1322,1537,1150,305,43,23,20
"SSA_RS02640",572,777,3069,1798,1206,454,127,105,117
"SSA_RS02645",1743,2706,6187,4862,2916,1057,276,232,253
"SSA_RS02650",1295,1004,1822,3214,1893,727,226,213,227
"SSA_RS02655",485,676,2039,1567,928,370,116,76,97
"SSA_RS02660",2471,1400,3058,9261,6522,3046,535,403,291
"SSA_RS02665",11231,11909,17573,34722,29006,16025,2675,3111,1900
"SSA_RS02670",3855,2447,5069,9840,10139,4352,1104,790,700
"SSA_RS02675",6679,13016,27316,21985,17342,10894,2702,2108,1849
"SSA_RS02680",2137,2066,3665,7496,5489,2509,649,480,500
"SSA_RS02685",1774,1222,2507,6413,4421,1209,242,146,129
"SSA_RS02690",637,1885,5742,2916,1715,576,80,72,58
"SSA_RS02695",693,674,1492,1591,929,342,73,66,62
"SSA_RS02700",389,446,1129,1666,865,262,44,38,42
"SSA_RS02705",2544,3290,7661,6030,3520,1123,271,202,164
"SSA_RS02710",1310,563,437,3159,1648,642,186,109,106
"SSA_RS02715",1670,2259,3369,3740,1810,739,145,133,112
"SSA_RS02720",2357,3614,8988,4991,2625,1029,235,126,148
"SSA_RS02725",1426,1508,3075,2909,1827,476,132,74,80
"SSA_RS02730",950,1305,2836,2140,1255,410,98,63,75
"SSA_RS02735",149,113,435,212,197,25,7,10,3
"SSA_RS02740",6593,16176,28418,12245,5070,2778,590,535,394
"SSA_RS02745",7595,24336,54657,14060,5190,3152,707,688,601
"SSA_RS02750",4,14,27,13,2,1,1,2,1
"SSA_RS02755",5,5,18,22,4,1,1,4,1
"SSA_RS02760",13,9,13,17,5,5,1,1,1
"SSA_RS02765",2,1,13,4,1,1,1,1,1
"SSA_RS02770",21,12,36,18,9,4,2,1,1
"SSA_RS02775",1,1,1,1,1,1,2,1,1
"SSA_RS02780",7,8,19,17,4,3,1,1,1
"SSA_RS02785",3,6,25,5,4,2,3,1,1
"SSA_RS02790",16,23,41,15,7,5,1,3,1
"SSA_RS02795",4782,5068,9255,14180,14004,9481,3671,2810,2268
"SSA_RS02800",1368,731,1134,2810,3404,1797,984,501,683
"SSA_RS02805",5527,5214,7684,14566,11356,10526,3557,3252,3275
"SSA_RS02810",100,237,413,238,219,141,60,57,44
"SSA_RS02815",234,612,997,696,539,521,190,129,124
"SSA_RS02820",634,1121,2232,1704,1557,1001,366,322,277
"SSA_RS02825",590,2302,4213,1259,622,1368,611,276,466
"SSA_RS02830",677,1116,2027,1823,1513,1466,598,494,390
"SSA_RS02835",1126,2450,5478,2604,2152,1807,689,600,662
"SSA_RS02840",24,13,26,85,148,86,57,15,24
"SSA_RS02845",60,85,120,189,161,109,67,33,30
"SSA_RS02855",355,633,629,1015,899,693,236,179,207
"SSA_RS02865",560,521,640,962,1303,758,420,208,209
"SSA_RS02870",256,63,76,336,569,271,157,73,64
"SSA_RS02875",607,227,226,872,1436,696,397,148,156
"SSA_RS02880",986,1124,1381,1638,1436,1264,433,506,404
"SSA_RS02885",1021,2250,4392,3459,2925,2586,432,644,360
"SSA_RS02890",1204,2218,4898,2973,2452,2438,940,786,685
"SSA_RS02895",7059,5122,8792,15361,12648,8655,1790,2611,1654
"SSA_RS02900",6114,3388,4401,15136,14294,9403,3699,2689,2048
"SSA_RS02905",5283,4583,8616,13895,12522,8351,2996,2450,1679
"SSA_RS02910",1062,700,1047,3616,2829,2567,998,1233,1004
"SSA_RS02915",237,199,399,610,497,425,164,197,130
"SSA_RS02920",687,1229,2444,2063,1536,1383,583,589,470
"SSA_RS02925",267,584,1406,724,653,524,563,479,367
"SSA_RS02930",2230,2720,2278,5594,2813,4461,2487,3941,2518
"SSA_RS02935",2971,4141,4949,12753,8926,6347,1229,1543,1051
"SSA_RS02940",217,714,1882,548,354,448,154,153,136
"SSA_RS02945",106,82,175,256,297,202,169,91,100
"SSA_RS02950",192,195,564,495,515,291,322,231,196
"SSA_RS02955",92,54,103,231,259,149,185,86,112
"SSA_RS02960",177,152,233,396,425,248,114,86,109
"SSA_RS02965",258,448,611,835,746,614,179,202,173
"SSA_RS02970",265,633,1123,802,618,545,294,212,180
"SSA_RS02975",47,52,126,86,126,52,114,172,118
