"gene_id","T4delta_ccpA_CDMB_Exp_1","T4delta_ccpA_CDMB_Exp_2","T4delta_ccpA_CDMB_Exp_3","T4delta_ccpA_CDMN_Exp_1","T4delta_ccpA_CDMN_Exp_2","T4delta_ccpA_CDMN_Exp_3","T4WT_CDMN_Exp_4","T4WT_CDMN_Exp_5","T4WT_CDMB_Exp_4","T4WT_CDMB_Exp_5"
"SP_0457",9906,8903,7504,7311,7278,6741,5678,5397,8409,10875
"SP_0458",196,212,144,174,196,181,103,74,145,212
"SP_0459",71877,66801,55051,69162,86182,57307,75110,77122,71297,84552
"SP_0460",9,8,18,3,5,2,4,0,1,2
"SP_0461",406,374,276,188,160,134,68,40,148,127
"SP_0462",1076,996,732,346,378,338,78,64,323,350
"SP_0463",2105,1885,1416,791,838,682,177,137,499,552
"SP_0464",1815,1732,1307,794,775,648,213,148,526,627
"SP_0465",5,3,5,0,0,1,1,0,3,3
"SP_0466",111,132,59,31,51,37,13,13,48,31
"SP_0467",142,131,96,41,55,65,33,24,75,69
"SP_0468",232,210,145,93,63,83,37,28,87,100
"SP_0470",73,44,45,31,49,22,27,41,46,68
"SP_0471",128,130,86,109,69,63,49,28,92,68
"SP_0472",17,19,15,8,8,10,6,8,13,18
"SP_0473",776,687,583,570,501,419,368,325,655,660
"SP_0474",67,92,57,130,163,114,66,34,32,40
"SP_0475",160,167,114,302,270,262,90,86,86,94
"SP_0476",13,11,2,19,17,12,5,5,9,7
"SP_0477",126,120,88,221,158,167,76,70,89,82
"SP_0478",222,221,201,409,366,341,176,151,136,156
"SP_0479",5155,4511,3862,3732,3421,3596,3207,2926,4397,5680
"SP_0480",4163,3905,3357,3029,3109,2890,2764,2524,3461,4295
"SP_0481",745,853,726,600,606,591,433,316,441,685
"SP_0482",1221,1177,1080,1007,1084,1013,703,639,832,1069
"SP_0483",4266,4132,3504,4123,4009,4420,2624,2124,3072,3831
"SP_0484",1779,1628,1448,1793,1790,1386,1092,1037,1298,1581
"SP_0486",0,0,0,0,0,0,0,0,0,0
"SP_0487",0,0,0,0,0,1,0,0,0,0
"SP_0488",9560,8982,7262,6452,6485,5050,7088,5639,9046,11155
"SP_0489",4760,4286,3395,2708,2736,1960,3296,2541,4307,5353
"SP_0490",2076,1912,1345,989,895,717,1500,1174,2443,2187
"SP_0491",0,0,0,0,0,0,0,0,0,0
"SP_0492",1732,1524,1247,942,990,764,1558,1515,2118,2002
"SP_0493",12632,12500,9542,7628,6920,6609,8352,6412,10919,13385
"SP_0494",9071,8598,6764,4663,4265,4430,4476,3644,8038,9845
"SP_0495",72,66,69,69,86,82,112,70,61,78
"SP_0496",2386,2552,1974,2247,2207,2124,1573,1357,1748,2273
"SP_0497",2,0,0,0,1,0,0,2,0,0
"SP_0498",1964,1798,1464,2231,2045,1651,1584,1189,932,1092
"SP_0499",21916,22249,16602,16497,15713,13029,10618,8902,16311,20296
"SP_0500",604,749,497,441,403,389,407,338,529,616
"SP_0501",2400,2496,1852,1494,1536,905,878,896,1502,1780
"SP_0502",13645,15043,11526,10979,12185,9947,6346,5432,8020,11124
"SP_0503",6,7,4,5,1,6,5,7,15,13
"SP_0504",230,258,179,112,68,59,65,46,181,152
"SP_0505",778,671,570,479,430,386,371,335,502,565
"SP_0506",531,467,411,337,270,303,249,224,441,436
"SP_0507",117,89,106,67,80,70,395,340,628,570
"SP_0508",1851,1627,1476,1359,1381,1185,781,745,1225,1117
"SP_0509",1728,1555,1301,1461,1315,1317,1035,888,1439,1437
"SP_0510",2693,2398,2394,2469,2280,2597,1693,1618,2554,2773
"SP_0511",10,9,12,3,1,3,0,0,17,6
"SP_0512",4,2,4,0,1,0,4,1,7,2
"SP_0513",0,0,0,0,0,0,0,0,0,0
"SP_0514",11,9,4,8,9,2,7,10,8,13
"SP_0515",1856,2517,2204,3505,3337,5522,1715,1747,1421,2314
"SP_0516",1226,1745,1433,2221,2201,3173,873,820,692,1151
"SP_0517",10141,15005,11665,16341,14299,18291,7510,6515,7296,10817
"SP_0518",935,876,813,869,541,933,357,267,695,639
"SP_0519",5680,7303,5799,6809,6149,7872,4824,4296,5494,8043
"SP_0520",504,457,490,677,586,445,395,325,302,335
"SP_0521",609,553,476,606,585,473,415,386,409,448
"SP_0522",1710,1736,1432,1672,1504,1468,1373,1171,1264,1501
"SP_0523",3955,3931,3337,3948,3587,3898,3315,2763,3216,4112
"SP_0524",81,61,45,50,59,26,80,107,30,40
"SP_0525",719,624,531,540,447,393,519,498,642,605
"SP_0526",1496,1539,1388,1494,1427,1463,1383,1301,1242,1599
"SP_0527",4542,4172,3437,3833,3624,3739,3037,2820,3286,3505
"SP_0528",0,0,0,0,0,0,0,0,0,0
"SP_0529",187,89,113,91,96,44,70,88,63,81
"SP_0531",539,371,582,469,669,452,731,1271,147,159
"SP_0532",449,299,181,121,80,74,197,245,167,86
"SP_0533",234,155,212,143,197,87,185,352,62,81
"SP_0534",214,122,167,108,106,94,67,123,49,45
"SP_0535",3,0,1,2,3,0,1,0,0,0
"SP_0536",291,101,146,93,82,8,62,116,56,41
"SP_0537",34,13,15,14,5,2,11,8,11,9
"SP_0538",36,13,15,12,6,1,12,4,4,9
"SP_0539",4,0,2,0,1,0,0,0,2,0
"SP_0540",24,14,25,21,37,30,8,27,20,22
"SP_0541",4,1,0,1,2,2,0,0,1,0
"SP_0542",79,35,68,61,76,23,32,97,20,15
"SP_0543",716,468,449,393,395,268,559,740,177,210
"SP_0544",383,235,239,225,229,172,239,491,136,101
"SP_0545",1059,561,701,544,601,415,563,1053,261,340
"SP_0546",444,211,218,171,213,119,202,374,133,142
"SP_0547",660,300,402,257,289,179,240,368,190,227
"SP_0548",1,0,0,1,1,0,0,1,0,0
"SP_0549",3695,3877,3290,2739,2895,2779,1605,1313,1546,1947
"SP_0550",4653,4898,4014,3197,3332,3216,2249,1586,1691,2207
"SP_0552",3152,3658,2638,2742,2029,2015,1979,1388,2368,2920
"SP_0553",10110,10106,8226,7365,7162,6274,6399,5243,6860,8657
"SP_0554",604,721,577,613,543,505,454,426,577,505
"SP_0555",1383,1225,1103,1090,896,496,699,594,1184,1079
"SP_0556",42353,43241,34835,31304,30027,29389,25195,24086,33021,43483
"SP_0557",4331,3867,3309,2811,2367,1797,2344,2063,3693,4193
"SP_0558",20,5,6,6,3,2,2,9,7,9
"SP_0559",3,2,6,0,0,1,0,0,3,4
"SP_0560",6,2,4,2,1,4,1,1,3,7
"SP_0561",297,277,186,209,174,97,194,147,320,294
"SP_0562",2620,2661,2279,2746,2874,3135,1919,1777,1959,2774
"SP_0563",158,154,117,180,109,88,127,113,151,172
"SP_0564",2105,2031,1722,1552,1543,1492,880,767,889,1157
"SP_0565",523,576,362,390,246,345,336,272,489,523
"SP_0566",520,485,569,395,477,372,542,512,550,711
"SP_0567",588,477,483,334,352,321,359,319,456,533
"SP_0568",11209,11814,8970,9770,10238,8872,9548,8815,11090,13927
"SP_0569",41,24,21,8,20,8,22,14,39,20
"SP_0570",1346,1188,1063,775,636,774,713,658,1593,1214
"SP_0571",1829,1608,1368,1176,1054,1044,1015,848,1537,1696
"SP_0573",29,27,26,25,17,7,21,13,31,26
"SP_0574",133,124,107,113,106,84,109,108,112,110
"SP_0575",251,226,185,139,133,154,146,117,189,209
"SP_0576",126,85,71,59,46,40,30,24,77,65
"SP_0577",461,380,400,322,342,384,185,169,368,349
"SP_0578",598,470,487,487,450,518,194,231,457,459
"SP_0579",2395,2497,2112,1789,1694,1801,1740,1524,2816,3557
"SP_0580",1202,1189,1115,940,925,906,885,796,1538,1693
"SP_0581",10687,10914,8746,8440,8457,7966,7238,6686,11180,14779
"SP_0582",716,650,564,515,437,342,377,367,522,578
"SP_0584",335,274,246,169,166,165,260,237,481,585
"SP_0585",633,704,598,811,755,925,477,383,438,583
"SP_0586",390,416,295,542,546,678,350,288,305,358
"SP_0587",2,2,2,2,6,1,2,2,1,1
"SP_0588",19840,19064,16417,16657,17701,17796,15406,14623,16260,21987
"SP_0589",3483,3624,3171,3544,3366,3194,2605,2447,2920,3741
"SP_0590",7401,6482,6052,5874,5700,5565,4894,4523,6196,7393
"SP_0591",10736,10330,8677,8926,8961,8581,7744,7520,9307,11555
"SP_0592",749,765,669,758,624,420,642,574,677,907
"SP_0593",6150,5636,5159,5370,5132,5596,4248,3821,5430,6575
"SP_0595",278,202,234,117,134,167,116,135,297,298
"SP_0596",83,68,53,24,27,26,17,45,71,84
"SP_0598",47,12,29,12,10,21,14,20,42,32
"SP_0599",874,639,636,383,373,293,444,407,708,913
"SP_0600",456,360,306,193,170,105,161,174,379,382
"SP_0601",1372,1259,1057,635,629,574,548,489,1144,1336
"SP_0603",808,740,642,809,863,1025,676,660,706,859
"SP_0604",1840,1604,1385,1550,1593,1592,1511,1461,1536,1844
"SP_0605",26508,27787,22928,16636,16671,16276,7240,6365,14319,18206
"SP_0606",751,954,644,704,612,612,232,215,325,334
"SP_0607",13,24,19,24,20,27,17,24,14,19
"SP_0608",13,13,10,17,22,23,11,18,5,14
"SP_0609",12,16,7,20,10,31,24,12,13,4
"SP_0610",16,20,13,12,16,13,16,11,8,18
"SP_0611",5394,5070,4858,5302,5533,5964,5013,4726,4386,5680
"SP_0612",0,0,1,0,0,0,0,0,0,0
"SP_0613",17922,17849,14906,14235,13941,15937,10950,9795,11424,13937
"SP_0614",4066,4123,3611,2994,2883,3003,2890,2473,2899,3739
"SP_0615",5800,5329,4940,4236,4053,4707,3342,3323,4452,5047
"SP_0616",5334,4447,4292,3167,2974,2621,2604,2479,4347,4264
"SP_0617",6186,4518,5225,5658,5739,6532,6001,8026,4872,6001
"SP_0618",3737,3515,3216,3821,4037,4122,4276,4642,3199,4056
"SP_0619",2037,1898,1749,2015,2005,2232,1737,1883,1853,2109
"SP_0620",55,69,43,49,35,43,26,38,109,145
"SP_0621",103,79,92,109,79,109,74,82,93,105
"SP_0622",2781,2778,2354,2616,2475,2151,1798,1659,2539,2951
"SP_0623",15375,15498,12504,14223,13207,12389,8805,8097,11055,14224
"SP_0624",2009,1960,1697,1669,1526,1698,1318,1199,1709,2070
"SP_0626",18125,17139,14072,10655,10528,11075,11004,8854,15339,20432
"SP_0627",4335,4319,3558,4109,4149,3843,2321,2102,2487,3481
"SP_0628",1505,1511,1246,1382,1312,1043,918,797,1010,1131
"SP_0629",4075,4271,3627,4163,3984,4664,2706,2311,2598,3331
"SP_0630",23651,22300,18258,16636,15707,12349,11201,8475,14490,16434
"SP_0631",35312,33254,29348,27549,26186,25857,18072,14919,20016,25868
"SP_0633",105,93,86,27,20,25,23,23,84,77
"SP_0634",217,261,153,103,132,199,90,97,220,217
"SP_0635",2,2,3,0,0,0,0,1,1,0
"SP_0636",1363,1186,1098,1156,1090,1114,944,971,1066,1177
"SP_0637",981,731,811,834,930,778,754,723,778,889
"SP_0638",984,844,740,802,827,646,737,650,807,909
"SP_0639",26,36,15,19,11,17,20,31,31,18
"SP_0640",381,338,312,402,345,211,288,286,391,364
"SP_0641",2696,2378,2084,4544,3792,4379,3275,3461,2892,2761
"SP_0645",714,497,584,13435,13366,11602,13751,13044,1146,1405
"SP_0646",253,203,186,7043,5997,3669,5242,4986,513,547
"SP_0647",1263,980,859,55950,53529,43392,38638,39856,2049,2613
"SP_0648",4838,4649,4112,479124,484047,445795,307705,306615,5591,6330
"SP_0650",347,339,224,227,178,103,171,132,437,283
"SP_0652",1019,984,803,732,709,731,823,650,854,1197
"SP_0653",12,6,3,9,6,1,9,4,12,13
"SP_0654",0,0,0,0,0,0,0,0,0,0
"SP_0655",3243,3123,2575,2130,2181,2157,2421,2099,2935,3678
"SP_0657",1642,1548,1302,1149,1250,1091,1093,1035,1492,2028
"SP_0658",219,198,161,111,134,104,111,152,152,191
"SP_0659",231,196,191,140,160,149,146,109,191,203
"SP_0660",349,323,223,248,239,283,193,173,254,306
"SP_0661",990,918,779,835,716,675,949,817,905,1039
"SP_0662",2436,2136,1835,2117,2143,2036,2473,2032,1865,2332
"SP_0663",5929,6247,4910,5901,5461,6307,4899,4142,4668,5766
"SP_0664",122869,112217,92677,109841,99573,94555,76349,66934,83963,86402
"SP_0665",4582,4413,3630,3608,3297,3489,3566,3097,3408,4211
"SP_0666",1393,1217,1221,1290,1171,857,1032,1045,1321,1251
"SP_0667",2840,2643,2455,2695,2572,2640,1892,1877,2426,2748
"SP_0668",3912,3540,3243,3186,3126,2947,2489,2315,2815,3555
"SP_0669",2495,2423,2015,1813,1681,1841,1220,1055,1350,1746
"SP_0670",189,242,100,150,104,102,163,86,285,254
"SP_0671",1903,1930,1568,1395,1411,1180,1393,1351,1721,1964
"SP_0672",5455,5264,4620,4114,4624,4660,4085,3918,4423,5918
"SP_0673",1716,1478,1291,1131,1063,873,1082,769,1362,1618
"SP_0674",3509,3676,2992,2637,2596,2506,2303,1976,2858,3525
"SP_0675",4242,3944,3494,2852,3057,2566,2529,2517,3264,4024
"SP_0676",918,1055,839,988,956,913,566,473,661,905
"SP_0677",152,152,126,75,51,46,65,67,120,104
"SP_0678",1261,1218,1381,1514,1521,1303,846,653,870,948
"SP_0679",291,300,246,226,168,112,119,123,241,168
"SP_0680",148,148,129,112,118,108,62,60,102,128
"SP_0681",23276,23819,18685,14714,14681,12712,13241,9866,13269,17155
"SP_0682",1313,1248,1176,958,930,564,726,787,1172,896
"SP_0683",5,2,0,1,2,0,1,1,2,0
"SP_0684",20,17,9,2,10,1,3,9,9,4
"SP_0685",0,0,0,0,0,0,0,0,0,0
"SP_0686",569,471,448,241,221,207,191,183,300,323
"SP_0687",121,99,100,54,41,28,37,31,73,74
"SP_0688",4158,4145,3321,3422,3383,3191,2931,2387,3457,4379
"SP_0689",2778,2738,2332,2450,2341,2551,1884,1570,2152,2797
"SP_0690",4967,5191,4437,4487,4937,5667,3914,4130,3996,5266
"SP_0691",32,21,11,21,11,9,13,11,40,24
"SP_0692",258,190,300,330,310,265,199,248,298,317
"SP_0693",263,226,154,138,114,63,134,140,324,218
"SP_0694",625,552,515,449,434,610,355,386,900,672
"SP_0695",1045,833,739,562,488,597,478,527,1178,955
"SP_0696",148,138,152,127,149,204,89,105,224,190
"SP_0698",1130,819,770,560,565,506,499,426,1167,1205
"SP_0699",138,91,91,41,48,88,64,67,137,128
"SP_0701",385,390,356,341,349,361,147,178,241,363
"SP_0702",448,412,320,369,416,420,256,225,293,362
"SP_0703",801,524,494,590,523,390,651,673,1032,987
"SP_0704",224,137,135,127,109,88,108,146,296,296
"SP_0705",138,75,103,88,68,69,42,79,178,166
"SP_0706",221,121,178,141,169,179,141,176,302,344
"SP_0707",302,190,227,189,217,210,156,185,308,341
"SP_0709",82,61,58,63,31,58,35,58,99,106
"SP_0710",28,30,27,15,28,11,21,30,41,43
"SP_0711",64,52,32,30,23,32,35,45,58,63
"SP_0713",15432,16140,12210,11675,11360,10880,8882,7658,10934,13499
"SP_0714",59,80,69,74,87,64,99,85,59,89
"SP_0715",18131,14522,13980,19147,19624,17313,13292,14201,16673,19460
"SP_0716",2108,1827,1778,1655,1727,1861,1591,1394,1305,1530
"SP_0717",877,891,648,716,558,566,611,439,605,604
"SP_0718",1184,1010,933,819,744,722,788,706,782,818
"SP_0719",221,215,189,165,185,226,179,164,166,171
"SP_0720",926,967,943,829,855,1311,769,658,658,795
"SP_0721",352,395,339,323,299,328,230,186,268,311
"SP_0722",283,267,234,243,220,259,199,154,224,229
"SP_0723",299,265,300,255,244,247,201,161,161,215
"SP_0724",678,660,678,542,625,644,507,454,503,549
"SP_0725",777,721,629,646,591,650,533,454,523,615
"SP_0726",3116,3126,2727,5807,5632,6471,5296,4531,2821,2859
"SP_0727",379,306,335,206,303,223,218,274,275,324
"SP_0728",580,576,406,364,441,299,318,308,412,466
"SP_0729",5355,4795,3898,3613,4350,3284,3244,3053,3336,3839
"SP_0730",159955,165988,132053,151925,162408,125961,104272,90450,89985,108159
"SP_0731",2973,2857,2123,1632,1408,990,1354,1164,1866,1849
"SP_0733",31,36,18,28,18,9,16,24,38,38
"SP_0734",17,25,9,10,7,2,11,7,22,17
"SP_0736",1650,1868,1430,2249,2107,1996,1313,1078,1269,1517
"SP_0737",2972,2877,2492,976,938,1108,775,651,2055,2716
"SP_0738",55,47,46,29,21,37,16,14,36,30
"SP_0739",235,263,215,311,282,264,212,178,270,261
"SP_0740",1420,1310,1252,1230,1043,1244,694,444,931,1113
"SP_0741",2731,2716,2484,2345,2353,2766,1569,1428,2052,2661
"SP_0742",10613,10364,9784,18691,16835,18630,7601,6961,3589,4293
"SP_0743",225,255,186,234,211,157,148,127,216,208
"SP_0744",268,329,304,463,423,499,179,192,199,272
"SP_0745",7028,6636,5490,6184,5934,5338,3150,2981,4101,4445
"SP_0746",7882,7882,6608,7256,6845,5686,3847,3493,4762,5203
"SP_0747",1,0,2,0,1,0,2,0,0,0
"SP_0748",635,682,493,440,367,186,255,181,485,457
"SP_0749",9295,9375,8068,8037,7431,7827,4561,3967,6239,7299
"SP_0750",4366,4336,3938,3733,3701,3271,2686,2670,3494,4511
"SP_0751",4632,4267,3608,3319,3250,3511,2606,2189,3752,4540
"SP_0752",3114,2757,2705,2238,2545,2617,2098,2026,3129,3190
"SP_0753",5536,5004,4557,4175,4267,4378,3662,3499,5146,5799
"SP_0754",1828,1453,1298,1252,1130,1184,1202,1268,2090,2380
"SP_0755",11292,11288,9389,9091,8687,9915,7088,5899,7569,9115
"SP_0756",8588,7800,7587,6886,6231,5289,5175,4712,6659,6990
"SP_0757",14048,12767,10829,10267,9011,7760,7305,6281,10445,10825
"SP_0758",5098,4497,4233,2617,2612,2391,2445,2239,3805,4482
"SP_0759",0,0,0,0,0,0,0,0,0,0
"SP_0760",199,177,178,68,102,91,61,60,178,163
"SP_0761",8584,7558,6802,6678,6446,6501,4145,4222,5757,6762
"SP_0762",10755,10429,8687,8543,8635,8327,6547,6190,8187,10164
"SP_0763",248,231,164,118,46,41,73,62,154,169
"SP_0764",10335,10055,8417,9760,9912,9470,5539,5140,6499,8055
"SP_0765",13730,13007,12193,13377,12882,13750,8100,7242,8726,11053
"SP_0766",14829,16137,12281,17265,16683,12663,15404,13586,13501,15038
"SP_0767",1048,1071,710,831,767,772,644,566,1041,1077
"SP_0768",4287,4092,3346,3707,3806,3167,2889,2498,3545,4278
"SP_0769",959,767,716,670,737,526,565,478,813,862
"SP_0770",7856,7623,6451,6644,6560,7192,5358,4836,6767,8567
"SP_0771",2691,3445,2414,3138,2636,2943,1432,1047,1532,1846
"SP_0772",7,6,9,10,6,6,1,11,6,11
"SP_0773",7,3,6,3,5,0,3,0,1,3
"SP_0774",6,7,7,3,5,6,6,3,1,5
"SP_0775",2994,3352,1767,1960,1039,566,1312,893,3027,2195
"SP_0776",3016,2308,2037,1768,1308,544,1359,1305,3032,1978
"SP_0777",3234,2948,2562,2556,2125,2093,1975,1881,3034,2882
"SP_0778",2232,1966,1811,1930,1811,2143,1571,1367,1792,1962
"SP_0779",3259,3172,2925,3022,3233,2981,2384,2209,2534,3100
"SP_0780",2036,1917,1585,1868,1576,1420,1298,1164,1608,1768
"SP_0781",327,379,269,461,261,258,185,112,196,152
"SP_0782",1871,1652,1441,1488,1353,1364,1510,1191,1809,1763
"SP_0783",1790,1371,1315,906,918,699,924,954,1275,1501
"SP_0784",8195,8058,6491,8545,8144,6893,8095,6566,5079,6597
"SP_0785",4251,4391,3589,3903,3718,3975,1746,1530,2578,2923
"SP_0786",2685,2790,2360,2476,2405,2384,1407,1168,1728,2068
"SP_0787",7844,7668,6599,7129,6656,6742,3992,3588,5138,6295
"SP_0788",25909,26239,21664,22548,22249,20977,16852,14474,18344,23061
"SP_0789",574,517,447,681,629,785,258,285,371,379
"SP_0790",1119,1110,1011,1270,1134,1356,512,497,739,806
"SP_0791",1532,1513,1315,1447,1343,1246,826,718,892,1056
"SP_0792",82,71,70,58,55,33,83,59,67,65
"SP_0793",1159,1205,939,1002,998,816,884,786,898,1113
"SP_0794",675,628,591,591,527,758,571,475,583,675
"SP_0795",1272,1215,1060,1036,1022,1149,914,861,1174,1287
"SP_0796",723,716,682,767,666,645,611,526,733,804
"SP_0797",30903,30854,25375,27836,27689,26710,21735,18837,26733,33579
"SP_0798",12506,9212,9761,11092,10472,12572,14259,18436,11863,13228
"SP_0799",22696,15728,16909,16609,15487,16998,20577,27354,21248,24295
"SP_0800",2721,3095,2424,3408,2221,1534,896,809,1125,1050
"SP_0801",4703,4194,3603,3263,3012,2776,3057,2912,3867,4252
"SP_0802",5960,5790,4944,4741,4859,4751,4366,3792,5104,5954
"SP_0803",2895,2896,2650,2535,2505,2584,1761,1782,2293,2924
"SP_0804",1704,1791,1216,1406,1165,1091,873,699,1170,1281
"SP_0805",1751,1447,1370,1284,1217,1147,1210,1255,2624,2325
"SP_0806",13606,12062,11037,10689,10826,9806,9056,8490,13559,15419
"SP_0807",18345,16499,14369,14514,13855,13200,9552,8243,14750,15896
"SP_0809",256,233,189,166,130,93,188,131,266,205
"SP_0810",172,173,100,138,100,102,134,116,179,149
"SP_0811",348,355,328,293,330,306,375,307,318,391
"SP_0815",53,32,47,56,37,39,31,25,35,38
"SP_0816",2216,1856,1796,2886,2288,2095,1540,1367,2018,1976
"SP_0817",26,34,16,17,15,19,18,10,22,21
"SP_0818",203,184,131,207,120,131,145,145,132,144
"SP_0819",283,285,171,281,194,145,195,136,224,181
"SP_0820",11914,11866,10161,12073,12047,12177,9328,8289,7194,9006
"SP_0821",40,33,35,15,30,24,25,15,32,45
"SP_0822",859,841,676,726,539,305,410,333,652,666
"SP_0823",374,346,332,394,450,460,415,353,342,387
"SP_0824",601,540,471,583,579,540,633,512,584,657
"SP_0825",565,621,479,570,594,590,546,430,497,617
"SP_0826",522,521,422,455,424,442,328,280,474,490
"SP_0828",2341,2471,1876,2363,2059,2808,1884,1770,2437,2900
"SP_0829",5034,4198,3919,4529,4610,4094,3734,3430,4332,5294
"SP_0830",1641,1370,1383,1514,1670,1824,1356,1281,1681,1691
"SP_0831",3218,2864,2511,3242,3324,3168,2431,2216,2422,3275
"SP_0832",955,799,658,954,781,769,620,627,771,865
"SP_0833",1961,1642,1405,1853,1836,1536,1420,1291,1645,1815
"SP_0834",1423,1311,1137,1683,1581,1542,1081,1025,1139,1474
"SP_0835",1818,1646,1423,2067,2010,2079,1340,1268,1407,1679
"SP_0836",43,60,39,22,20,22,25,13,48,41
"SP_0837",848,735,648,497,447,383,544,487,747,797
"SP_0838",4944,5174,3688,4167,2625,1132,3189,2420,7949,5130
"SP_0839",1527,1187,1215,1078,1052,915,1008,1033,1691,1716
"SP_0840",21,19,14,12,12,7,13,15,15,23
"SP_0841",946,891,731,720,625,650,511,474,870,1008
"SP_0842",3855,3523,3175,3329,3235,3797,1974,2118,3284,4160
"SP_0843",4498,3876,3379,3199,2801,2374,2004,1710,3299,3465
"SP_0844",1522,1450,1252,1346,1240,1122,682,594,1133,1060
"SP_0845",17320,18096,14164,17056,16830,15123,8949,8014,11678,15029
"SP_0846",8621,8528,6918,6464,6577,6158,4252,4167,5567,7127
"SP_0847",8850,8532,7875,7166,8595,8773,4931,5159,5819,8565
"SP_0848",12065,10996,9686,9171,9371,9088,5360,5011,8201,9979
"SP_0851",7305,6222,6167,9881,8543,9696,6421,5965,3294,4045
"SP_0852",5955,6515,5241,4309,4441,4538,3391,2855,4043,5206
"SP_0853",0,0,0,0,0,0,0,0,0,0
"SP_0854",85,87,82,74,63,39,57,32,117,88
"SP_0855",14816,14253,12103,8861,9007,9152,8875,7717,12557,15814
"SP_0856",10342,9371,7856,5750,5158,5466,4529,4042,9355,10608
"SP_0858",6519,5890,4986,3679,3296,3696,2911,2388,7043,6854
"SP_0859",8932,7808,7038,5429,5051,5370,3954,3684,9307,9852
"SP_0860",6518,5799,5410,4485,4536,4978,3312,2953,6645,7274
"SP_0861",637,692,607,598,474,381,291,309,489,436
"SP_0862",100225,99649,79630,78797,75618,68715,54639,46195,75922,83619
"SP_0864",1034,1076,991,986,1082,762,677,731,787,809
"SP_0865",8201,8166,7273,7240,7136,7000,4698,4121,5403,6651
"SP_0866",393,332,244,232,192,117,161,138,344,265
"SP_0867",7305,7236,6006,5384,5564,4992,6154,5043,6243,7233
"SP_0868",14110,13871,11451,10160,10356,8393,11490,9147,12196,14608
"SP_0869",15910,15100,13650,11404,12882,11203,14628,12179,14493,18582
"SP_0870",3182,2817,2949,2170,2410,1843,2982,2462,3482,3617
"SP_0871",21780,21084,17143,13959,14240,11238,16356,13585,23114,25282
"SP_0872",2836,3003,2373,2727,2571,2039,1608,1292,1513,1593
"SP_0873",3732,3226,2811,2648,2439,2328,1978,1763,3125,3310
"SP_0874",0,0,2,4,3,1,2,2,1,0
"SP_0875",290,282,273,279,249,225,187,155,229,210
"SP_0876",343,394,317,460,383,409,260,196,263,297
"SP_0877",1524,1449,1160,2038,2000,2078,1112,1035,897,1252
"SP_0878",9006,8565,7546,7515,7364,7351,5334,5012,6541,8456
"SP_0879",364,501,303,687,327,291,310,339,194,160
"SP_0880",4725,4929,3989,3964,3913,3903,3238,2634,3454,4473
"SP_0881",4673,4766,3998,3949,3881,4207,2585,2054,2825,3709
"SP_0882",439,421,319,247,282,236,395,322,423,545
"SP_0883",81,70,70,48,56,25,73,71,78,90
"SP_0884",83,73,55,58,50,32,73,74,105,122
"SP_0885",776,666,653,410,404,343,534,551,957,1017
"SP_0886",1412,1557,1307,1541,1398,1320,814,644,657,705
"SP_0887",1192,1201,974,1138,905,1015,550,435,607,575
"SP_0888",138,188,132,190,160,58,89,92,91,70
"SP_0889",1299,1202,836,991,841,864,513,370,538,496
"SP_0890",96,116,70,64,32,43,32,21,51,63
"SP_0891",224,222,233,212,199,191,113,125,129,138
"SP_0892",6996,6766,6282,7353,7437,7649,5121,4771,5154,5546
"SP_0893",4842,5026,4214,5416,4925,4131,2912,2345,2445,2748
"SP_0894",13626,15539,11961,14787,13911,13046,8353,6542,6904,8354
"SP_0895",6675,6206,5751,5652,5721,6875,4498,4322,6003,7208
"SP_0896",20571,21024,17403,17273,17364,16594,9513,8060,11897,15205
"SP_0897",43511,43253,32949,36158,33597,29897,22313,18092,28099,34286
"SP_0899",3155,3033,2504,2846,2527,2680,2498,1973,2987,3239
"SP_0901",627,467,431,361,359,317,408,349,684,586
"SP_0902",1547,1260,1264,1309,1272,1225,1140,1125,1721,1669
"SP_0904",4787,4335,3730,3598,3476,2894,3357,3158,4132,4306
"SP_0905",3817,3186,2917,3030,2892,2189,2891,2661,3146,3794
"SP_0906",0,0,1,0,0,0,0,0,0,0
"SP_0907",779,600,505,501,462,456,447,392,772,622
"SP_0908",10290,10077,8603,8987,9603,9020,7461,6685,8212,10271
"SP_0909",1977,1775,1621,1759,1875,1593,1512,1407,1569,1791
"SP_0910",2448,2563,1966,3079,1960,1587,3196,2752,1989,1831
"SP_0911",22,20,30,10,11,7,11,13,17,32
"SP_0912",234,255,220,222,186,187,318,280,223,255
"SP_0913",822,733,683,735,683,672,857,792,721,851
"SP_0915",249,225,219,203,185,171,230,189,237,313
"SP_0916",2723,2671,2458,2288,2672,2425,2261,2019,2486,2967
"SP_0917",36,14,17,11,11,22,11,21,44,26
"SP_0918",2219,2289,2013,2059,2104,1889,1886,1589,2341,2669
"SP_0919",3118,3055,2792,2676,2761,2214,2750,2444,3402,3998
"SP_0920",3687,3490,3153,3205,3671,3249,3652,3437,3970,4992
"SP_0921",3178,3457,2841,2882,3038,2866,3296,3168,3828,4487
"SP_0922",3587,3464,3109,3049,3636,3018,3499,3538,4452,4983
"SP_0923",1189,1315,1054,1694,1550,1602,967,909,925,1056
"SP_0924",31,32,22,26,16,12,18,10,32,26
"SP_0925",324,286,251,300,282,243,235,226,275,348
"SP_0926",6,4,1,5,1,4,5,2,6,11
