"gene_id","Sal-marker2-LE-rep-2_S6_R1_001 (GE) - Total counts","Sal-marker2-LE-rep-3_S7_R1_001 (GE) - Total counts","Sal-marker2-LE-rep-4_S8_R1_001 (GE) - Total counts","Sal-delropB-LE-rep-1_S13_R1_001 (GE) - Total counts","Sal-delropB-LE-rep-2_S14_R1_001 (GE) - Total counts","Sal-delropB-LE-rep-3_S15_R1_001 (GE) - Total counts","Sal-sip-LE-rep-1_S9_R1_001 (GE) - Total counts","Sal-sip-LE-rep-2_S10_R1_001 (GE) - Total counts","Sal-sip-LE-rep-3_S11_R1_001 (GE) - Total counts"
"RSSL_01056",3203,2711,3026,3732,3335,3975,3100,2817,2431
"RSSL_01057",1484,1308,1405,1599,1654,1844,1682,1352,1285
"RSSL_01058",370,341,364,429,381,445,444,394,306
"RSSL_01059",992,1011,877,1022,878,1006,944,842,664
"RSSL_01060",663,747,705,758,687,858,865,628,510
"RSSL_01061",322,330,315,391,317,379,337,302,251
"RSSL_01062",898,824,1311,1140,636,639,1131,1141,851
"RSSL_01063",7282,6437,6923,8466,8363,9209,7555,7056,5572
"RSSL_01064",3,5,2,6,5,2,1,1,1
"RSSL_01065",2539,1890,1628,1836,1858,2353,2110,1833,1661
"RSSL_01066",1999,1712,2035,2621,2365,2587,2080,1815,1533
"RSSL_01067",1577,1648,1757,1908,1796,1924,1693,1506,1276
"RSSL_01068",5351,4780,5661,6912,6699,7443,6609,5461,4899
"RSSL_01069",116,98,173,191,132,223,172,121,114
"RSSL_01070",707,666,825,802,821,965,781,654,539
"RSSL_01071",353,357,558,442,408,439,656,489,444
"RSSL_01072",4475,7041,10633,6648,5670,5922,12088,10987,8873
"RSSL_01073",726,3074,4753,2251,1382,1343,5829,5361,4220
"RSSL_01074",107,123,128,174,128,126,162,126,131
"RSSL_01075",107,120,139,131,127,134,121,133,111
"RSSL_01076",165,162,192,191,162,187,200,148,159
"RSSL_01077",66,73,71,73,67,75,71,65,63
"RSSL_01078",57,51,51,57,49,51,60,46,42
"RSSL_01079",41,56,44,45,50,53,77,42,58
"RSSL_01080",209,225,257,238,184,220,250,215,212
"RSSL_01081",974,1060,1020,1040,944,1120,1120,945,718
"RSSL_01082",59,118,221,104,84,101,283,266,155
"RSSL_01083",84,174,485,164,118,132,479,437,360
"RSSL_01084",241,589,1227,525,386,406,1357,1333,986
"RSSL_01085",751,2273,3626,1715,1255,1275,4350,4105,3079
"RSSL_01086",1309,4228,5732,3227,2515,2513,7031,6706,5353
"RSSL_01087",577,497,580,590,540,713,618,555,444
"RSSL_01088",1812,1676,1784,1873,1949,2135,2100,1775,1458
"RSSL_01089",3505,2676,2387,3675,3674,4083,2635,2235,1919
"RSSL_01090",418,403,492,554,466,552,475,405,348
"RSSL_01091",24,17,31,33,23,29,25,19,22
"RSSL_01092",174,229,253,279,257,278,264,223,183
"RSSL_01093",1955,2146,2498,2580,2318,2550,2838,2501,2064
"RSSL_01094",866,1031,1069,1085,1075,1050,1120,956,901
"RSSL_01095",619,447,413,581,572,689,436,374,334
"RSSL_01096",1252,654,674,772,771,892,705,577,504
"RSSL_01097",1571,1321,1463,1693,1588,1821,1456,1424,1133
"RSSL_01098",461,380,412,489,446,533,424,368,316
"RSSL_01099",0,0,0,2,0,2,0,0,0
"RSSL_01100",305,315,294,249,287,290,344,321,257
"RSSL_01101",1964,1754,1989,2227,2240,2320,2255,1917,1661
"RSSL_01102",229,233,248,285,250,277,279,230,213
"RSSL_01103",374,328,390,399,339,392,417,355,297
"RSSL_01104",3,2,1,0,0,1,1,1,0
"RSSL_01105",53,73,82,94,85,103,83,73,70
"RSSL_01106",274,346,449,477,445,530,457,370,321
"RSSL_01107",62,75,78,100,86,94,72,76,42
"RSSL_01108",589,720,803,969,834,947,871,741,615
"RSSL_01109",26,32,23,28,23,32,26,24,21
"RSSL_01110",373,350,373,461,430,548,407,404,325
"RSSL_01111",163,161,191,211,218,245,224,201,169
"RSSL_01112",82,94,80,83,85,106,109,75,70
"RSSL_01114",82,60,88,111,89,111,88,72,58
"RSSL_01115",52,40,48,63,55,50,65,51,36
"RSSL_01116",55,49,68,77,56,52,47,70,42
"RSSL_01117",396,392,433,586,461,560,426,349,326
"RSSL_01118",5213,4678,4745,5678,5592,6144,5526,4725,3726
"RSSL_01119",11116,9283,9647,12173,11735,13293,10735,9176,7840
"RSSL_01120",13383,11177,11371,14078,13770,15344,12836,11282,9340
"RSSL_01121",18667,15287,16608,20167,20138,22251,18129,16504,13565
"RSSL_01122",7870,6660,7249,8693,8324,9684,7846,6552,5583
"RSSL_01123",494,481,573,627,596,703,555,467,410
"RSSL_01124",393,368,517,518,484,549,461,415,356
"RSSL_01125",212,185,277,303,261,316,264,209,199
"RSSL_01126",283,294,383,429,367,437,379,315,282
"RSSL_01127",284,265,345,364,319,379,337,320,249
"RSSL_01128",2029,1878,2294,2830,2288,2915,2386,1979,1651
"RSSL_01129",3653,3304,4009,4804,4071,5312,4155,3641,2783
"RSSL_01130",341,353,385,403,320,406,383,293,252
"RSSL_01131",646,641,715,813,744,837,689,697,590
"RSSL_01132",5335,4787,4948,5919,5913,6510,5323,4682,4072
"RSSL_01133",385,476,636,980,695,745,681,557,420
"RSSL_01134",8697,11079,14577,16589,15125,16469,15929,13200,10914
"RSSL_01135",954,846,968,1017,1000,1067,1150,964,763
"RSSL_01136",1118,1142,1166,1204,1131,1294,1333,1237,1025
"RSSL_01137",71,65,60,83,79,73,83,80,60
"RSSL_01138",3105,2786,2517,3027,3061,3541,2918,2499,2114
"RSSL_01139",1116,946,1177,1283,1226,1422,1185,1093,902
"RSSL_01140",236,235,292,271,283,291,263,238,198
"RSSL_01141",46,45,72,60,73,72,69,59,55
"RSSL_01142",51,61,66,85,68,91,74,54,70
"RSSL_01143",58,51,101,100,90,110,76,78,70
"RSSL_01144",25,20,34,32,45,33,16,33,30
"RSSL_01145",7210,6533,6694,9666,8288,9074,6922,6050,5205
"RSSL_01146",39,37,50,76,50,58,58,40,51
"RSSL_01147",723,642,652,865,803,864,659,574,553
"RSSL_01148",1390,1300,1374,1619,1575,1725,1373,1252,1053
"RSSL_01149",2615,2266,2503,2952,2902,3176,2595,2289,1919
"RSSL_01150",2531,2285,2731,3008,2876,3278,2436,2128,1949
"RSSL_01151",391,427,346,403,373,385,396,366,286
"RSSL_01152",318,267,284,296,245,289,254,239,206
"RSSL_01153",4346,4002,3968,4900,4579,5138,4459,3787,3189
"RSSL_01154",2223,2108,2059,2332,2110,2464,2207,1969,1602
"RSSL_01155",918,838,997,1122,1024,1145,956,860,783
"RSSL_01156",8734,7636,8771,9697,9695,10839,9674,8413,7166
"RSSL_01157",872,1297,1960,3616,2637,2858,1687,1298,1273
"RSSL_01158",4201,5093,6533,7736,6711,7614,6318,5558,4496
"RSSL_01159",508,488,531,618,546,593,458,405,417
"RSSL_01160",847,783,885,1026,852,1056,777,715,607
"RSSL_01161",2256,2262,2502,2827,2551,2876,2210,1921,1753
"RSSL_01162",3289,2794,2798,3308,3217,3526,3184,2894,2417
"RSSL_01163",861,752,733,832,773,870,845,740,620
"RSSL_01164",680,620,562,629,621,720,687,617,517
"RSSL_01165",9563,9723,8972,9449,9170,11032,10455,8421,7312
"RSSL_01166",8282,5399,7545,8230,7551,9032,6822,5920,4777
"RSSL_01167",1204,1080,1230,1276,1177,1345,1154,960,972
"RSSL_01168",2577,2326,2333,2473,2388,2604,2423,2274,1841
"RSSL_01169",994,947,1104,1136,1109,1199,1109,941,892
"RSSL_01170",1043,1180,1789,3104,2348,2399,1787,1420,1229
"RSSL_01171",657,757,661,817,693,796,724,544,505
"RSSL_01172",4112,3953,3799,4322,4151,4745,4417,3927,3180
"RSSL_01173",410,343,336,439,363,434,378,296,306
"RSSL_01174",2186,1965,2208,2756,2615,2974,2364,1964,1723
"RSSL_01175",2758,2515,2979,3661,3672,3899,3073,2724,2470
"RSSL_01176",2356,2211,2645,3146,2931,3225,2691,2406,2085
"RSSL_01177",2030,1908,2382,2824,2648,2940,2503,2260,1869
"RSSL_01178",1714,1662,2014,2277,2110,2345,2073,1839,1550
"RSSL_01179",494,452,420,523,416,499,452,312,360
"RSSL_01180",1361,1148,1064,1669,1325,1670,1233,1101,978
"RSSL_01181",984,814,777,1026,834,1028,902,775,630
"RSSL_01182",1059,842,905,1059,1043,1106,1006,898,699
"RSSL_01183",2337,1916,1957,2422,2402,2505,2229,1953,1604
"RSSL_01184",1277,1213,1222,1213,1173,1205,1479,1163,1061
"RSSL_01185",9057,7926,8137,9391,9195,10332,9786,8195,6843
"RSSL_01186",5083,4339,4560,5753,5362,5858,5328,4727,4112
"RSSL_01187",6126,5308,5548,7035,6858,7484,6199,5406,4977
"RSSL_01188",7054,6177,6379,7745,7439,8274,7322,6343,5567
"RSSL_01189",6802,6139,6306,7289,7005,7936,6764,5892,4864
"RSSL_01190",3934,3597,4118,4723,4410,4956,4168,3917,3168
"RSSL_01191",924,875,984,1063,992,980,934,854,707
"RSSL_01192",1600,1520,1723,1887,1942,2182,1879,1565,1353
"RSSL_01193",4457,4002,4867,5563,5062,5783,5076,4353,3866
"RSSL_01194",8622,8105,9522,10745,10255,11425,10344,9167,7894
"RSSL_01195",20593,20830,23095,25671,24917,27864,25108,22580,17910
"RSSL_01196",3067,3070,3781,4411,3957,4258,3869,3467,2942
"RSSL_01197",3935,3918,4338,5169,4699,5293,4696,4218,3290
"RSSL_01198",3812,3929,4596,5135,5037,5789,4812,4364,3425
"RSSL_01199",2094,2229,2474,2883,2531,2847,2646,2368,1878
"RSSL_01200",2006,2013,1941,2388,2211,2605,1936,1872,1471
"RSSL_01201",2633,3030,2111,2365,2138,2551,2145,1536,1518
"RSSL_01202",1792,1657,1617,1909,1674,2188,1747,1538,1274
"RSSL_01203",552,529,528,590,549,686,528,488,407
"RSSL_01204",1490,1378,2377,1996,1686,2053,2234,1977,1586
"RSSL_01205",3134,2906,3045,3317,3376,3708,3146,2897,2333
"RSSL_01206",2099,1736,1893,2154,2078,2294,1900,1664,1565
"RSSL_01207",3161,2776,2768,3148,3099,3316,2966,2652,2178
"RSSL_01208",23499,24081,30961,34341,31068,33722,33319,29706,24340
"RSSL_01209",16,17,22,15,15,31,23,16,17
"RSSL_01210",59,56,41,70,58,70,71,61,70
"RSSL_01211",205,256,169,281,249,250,212,174,182
"RSSL_01212",1229,1217,1499,1693,1548,1709,1428,1354,1135
"RSSL_01213",4360,4160,4674,5439,5059,5663,5073,4390,3759
"RSSL_01214",11051,9565,10725,12915,12300,13617,11482,10557,9212
"RSSL_01215",2637,2140,2792,3189,2948,3269,2715,2522,2138
"RSSL_01216",10426,9223,10677,12121,11395,13152,11041,10102,8598
"RSSL_01217",8627,8066,9095,10445,9736,11013,9406,8363,7371
"RSSL_01218",732,783,845,1024,912,1019,990,799,741
"RSSL_01219",1,1,3,1,2,2,0,0,0
"RSSL_01220",2323,2111,1953,2835,2728,2966,2156,1890,1516
"RSSL_01221",1184,983,1134,1429,1322,1543,1064,1010,817
"RSSL_01222",2309,1905,2054,2563,2562,2897,2333,2039,1673
"RSSL_01223",1667,1399,1451,1803,1784,1852,1655,1472,1337
"RSSL_01224",3142,2837,3273,3756,3589,3907,3617,3146,2668
"RSSL_01225",1454,1277,1382,1651,1497,1698,1492,1328,1081
"RSSL_01226",2385,2107,2377,2774,2677,2832,2474,2276,1936
"RSSL_01227",5967,5179,5980,6773,6581,7268,6167,5755,4688
"RSSL_01228",2028,1850,1915,2228,2115,2273,1997,1876,1537
"RSSL_01229",1652,1771,2236,2035,1825,2078,2225,1941,1666
"RSSL_01230",538,524,646,710,644,662,692,600,499
"RSSL_01231",705,613,676,807,661,824,789,678,531
"RSSL_01232",1446,1256,1625,1764,1626,1790,1578,1462,1274
"RSSL_01233",11923,13756,8569,10330,9562,10335,12305,8819,8179
"RSSL_01234",5264,4305,3994,5229,4823,5607,4587,3780,3699
"RSSL_01235",1638,1646,1566,1824,1827,1954,1713,1464,1387
"RSSL_01236",212,192,141,238,189,223,197,167,141
"RSSL_01237",3923,3749,3642,4078,3856,4510,3850,3270,2827
"RSSL_01238",5743,5143,5423,6541,6070,6927,5851,4976,4371
"RSSL_01239",20350,19070,21332,24148,22376,25877,24214,20156,17807
"RSSL_01240",8868,9627,11801,14943,12115,15304,12550,11015,8445
"RSSL_01241",4336,3483,3569,4346,4223,4656,3799,3467,2863
"RSSL_01242",98,102,120,123,100,119,135,79,83
"RSSL_01243",492,395,502,511,478,500,527,422,415
"RSSL_01244",118,99,144,150,111,152,113,107,99
"RSSL_01245",4915,4634,3765,4324,4067,4562,4425,4032,3210
"RSSL_01246",595,613,706,768,649,770,696,654,601
"RSSL_01247",934,927,817,922,780,976,1004,733,612
"RSSL_01248",216,171,152,227,232,253,165,162,124
"RSSL_01249",12170,10201,11019,13669,13490,15188,11815,10422,9005
"RSSL_01250",1224,1043,1105,1446,1294,1484,1189,1092,914
"RSSL_01251",3124,2802,2982,3595,3496,3969,3224,2712,2353
"RSSL_01252",247,256,211,246,265,317,261,191,193
"RSSL_01253",447,415,402,475,428,474,464,343,338
"RSSL_01254",8964,8013,8476,10951,10390,11495,9198,8307,6945
"RSSL_01255",1497,1385,1449,1728,1677,1764,1505,1334,1070
"RSSL_01256",2185,1929,1984,2209,2179,2397,2283,1950,1673
"RSSL_01257",6370,6033,6943,7432,7226,7899,7397,6537,5713
"RSSL_01258",864,757,784,912,890,976,902,819,681
"RSSL_01259",1514,1204,1497,1719,1574,1828,1625,1466,1218
"RSSL_01260",326,281,348,346,373,402,346,321,276
"RSSL_01261",2765,2581,2737,3336,3064,3392,2831,2617,2022
"RSSL_01262",59,40,45,36,44,61,31,41,35
"RSSL_01263",4297,3710,4012,4714,4609,5073,4229,3866,3109
"RSSL_01264",275,281,268,370,321,346,299,253,259
"RSSL_01265",903,783,1003,1079,996,1115,969,845,726
"RSSL_01266",283,261,315,326,324,350,334,324,250
"RSSL_01267",529,712,903,1128,1013,961,976,910,692
"RSSL_01268",604,818,914,1253,1152,1147,1091,976,763
"RSSL_01269",10651,16018,21650,24650,22734,23440,25696,21771,17537
"RSSL_01270",459,387,416,456,489,563,402,310,307
"RSSL_01271",599,556,572,678,646,713,630,561,435
"RSSL_01272",440,479,578,805,665,752,588,467,422
"RSSL_01273",1060,1089,1397,1731,1606,1717,1067,967,857
"RSSL_01274",682,740,887,985,907,1045,707,555,482
"RSSL_01275",820,820,1313,2191,1810,1951,1186,1089,874
"RSSL_01276",1377,1278,1375,1653,1656,1770,1373,1224,1105
"RSSL_01277",588,599,625,789,749,834,645,576,548
"RSSL_01278",635,571,671,750,761,826,718,629,530
"RSSL_01279",670,606,685,830,760,867,686,632,556
"RSSL_01280",928,871,929,1147,1024,1182,968,847,751
"RSSL_01281",1355,1183,1341,1609,1603,1621,1474,1322,1096
"RSSL_01282",290,270,249,277,307,326,285,250,232
"RSSL_01283",1489,1540,1537,1725,1739,1851,1634,1509,1185
"RSSL_01284",19,27,35,36,39,32,33,29,22
"RSSL_01285",27,26,27,32,38,30,22,27,17
"RSSL_01286",0,0,3,3,1,1,0,4,6
"RSSL_01287",10,6,9,13,9,6,8,9,15
"RSSL_01288",196,186,209,251,216,263,234,187,168
"RSSL_01289",773,1061,1395,1692,1422,1537,1343,1218,996
"RSSL_01290",840,1104,1346,1738,1476,1619,1417,1315,1048
"RSSL_01291",1006,1273,1608,1987,1755,1933,1654,1511,1233
"RSSL_01292",205,267,353,420,356,411,320,306,266
"RSSL_01293",644,852,938,1146,1022,1147,1013,746,693
"RSSL_01294",815,773,713,838,771,916,843,749,557
"RSSL_01295",403,450,419,499,462,551,442,427,341
"RSSL_01296",633,599,780,744,741,802,792,702,628
"RSSL_01297",87,71,91,93,106,110,101,105,88
"RSSL_01298",562,508,638,676,626,759,660,570,518
"RSSL_01299",431,434,481,550,532,585,512,496,413
"RSSL_01300",59,63,41,61,55,72,35,46,49
"RSSL_01301",50,38,26,72,51,65,51,36,39
"RSSL_01302",493,367,448,494,464,550,480,435,326
"RSSL_01303",465,416,633,660,579,653,559,436,406
"RSSL_01304",339,274,244,303,284,314,295,248,217
"RSSL_01305",4193,3931,4641,5112,4795,5483,4691,4076,3744
"RSSL_01306",1260,1225,1305,1444,1288,1581,1507,1208,1057
"RSSL_01307",1192,1229,1294,1488,1307,1523,1484,1286,970
"RSSL_01308",29389,33075,33937,37371,35059,37109,39943,31021,26105
"RSSL_01309",89,59,80,101,78,92,92,72,70
"RSSL_01310",255,283,263,296,259,286,254,235,212
"RSSL_01311",1624,1286,932,1297,1286,1484,1180,982,818
"RSSL_01312",637,643,732,774,721,779,825,735,615
"RSSL_01313",2207,2056,2505,2433,2377,2589,2573,2162,1835
"RSSL_01316",686,780,604,836,737,881,761,627,515
"RSSL_01317",596,590,711,885,852,906,710,650,529
"RSSL_01318",517,521,646,785,740,867,652,592,513
"RSSL_01319",498,485,663,786,833,870,668,574,473
"RSSL_01320",280,337,408,425,405,486,394,373,301
"RSSL_01321",221,211,232,269,226,278,251,213,151
"RSSL_01322",16,14,13,12,19,32,14,17,8
"RSSL_01323",1377,1494,1392,1513,1406,1609,1578,1305,963
"RSSL_01324",599,588,777,857,784,895,763,685,543
"RSSL_01325",486,454,595,655,589,655,578,461,382
"RSSL_01326",177,190,202,279,229,264,205,162,161
"RSSL_01327",127,146,145,200,168,227,154,112,120
"RSSL_01328",653,634,798,799,766,872,727,662,625
"RSSL_01329",414,412,448,459,440,504,450,376,310
"RSSL_01330",1568,1436,1670,2064,1817,2120,1616,1460,1187
"RSSL_01331",166,155,161,190,161,207,137,136,101
"RSSL_01332",187,177,204,240,243,221,220,193,140
"RSSL_01333",185,163,199,183,174,176,181,156,137
"RSSL_01334",5182,4765,5076,6198,5525,6169,5523,4426,3872
"RSSL_01335",1256,1167,1202,1336,1285,1446,1342,1138,965
"RSSL_01336",748,986,1125,1442,1284,1501,1083,993,792
"RSSL_01337",1143,1054,1074,1277,1181,1251,1126,995,859
"RSSL_01338",276,258,266,329,282,310,275,255,176
"RSSL_01339",265,274,255,309,327,321,266,213,219
"RSSL_01340",103,103,113,127,114,142,114,100,100
"RSSL_01341",215,186,204,261,241,220,208,228,155
"RSSL_01342",2500,2261,2560,2988,2876,3183,2673,2387,2108
"RSSL_01343",5731,7583,6723,7496,5848,6996,7275,6312,4578
"RSSL_01344",13,24,29,36,34,42,36,36,26
"RSSL_01345",19,33,33,50,46,47,33,36,35
"RSSL_01346",468,822,989,1372,1175,1274,997,867,708
"RSSL_01347",141,228,271,368,329,373,282,249,199
"RSSL_01348",242,327,439,511,470,614,427,313,302
"RSSL_01349",474,590,686,907,824,973,684,668,467
"RSSL_01350",768,718,742,890,870,956,828,767,554
"RSSL_01351",7146,8994,11174,13432,11487,13087,11110,10752,8348
"RSSL_01352",185,188,229,291,288,305,210,206,175
"RSSL_02236",251,225,282,374,287,327,270,213,191
"RSSL_01353",10698,9799,11278,12050,12482,13623,11542,10613,8583
"RSSL_01354",625,764,825,1263,994,1135,870,640,617
"RSSL_01355",26,23,30,36,39,34,45,29,22
"RSSL_01356",283,281,303,434,402,405,314,307,257
"RSSL_01357",233,264,304,381,359,388,318,279,240
"RSSL_01358",272,295,298,357,400,363,315,289,251
"RSSL_01359",1166,1116,1114,1296,1025,1234,1000,881,773
"RSSL_01360",132,141,146,175,155,184,140,99,117
"RSSL_01361",67,75,66,88,59,74,78,62,52
"RSSL_01362",3090,2747,2703,3451,3252,3568,3150,2715,2215
"RSSL_01363",2676,3655,5168,5507,4606,5068,4917,4729,3697
"RSSL_01364",273,345,451,588,465,529,424,371,289
"RSSL_01365",442,647,947,1103,875,956,859,715,598
"RSSL_01366",265,373,520,603,406,510,342,304,263
"RSSL_01367",190,174,239,203,230,232,227,161,154
"RSSL_01368",140,197,220,184,204,213,198,157,165
"RSSL_01369",2521,3045,3776,4775,4163,4697,3687,3497,2741
"RSSL_01370",3784,4118,5589,6842,5897,6751,4862,4448,3625
"RSSL_01028",2801,3276,4137,5237,4622,5346,3966,3567,3066
"RSSL_01027",1698,1772,2199,2625,2369,2711,2052,1878,1509
"RSSL_01026",2852,3425,4388,5433,4745,5473,4240,3623,3000
"RSSL_01025",2326,2344,2894,3614,3336,3701,2804,2601,2195
"RSSL_00021",1634,1621,2125,2492,2344,2527,2068,1838,1470
"RSSL_00020",1279,1288,1184,1446,1476,1473,1582,1315,1091
"RSSL_00019",297,287,339,406,473,532,505,491,497
"RSSL_00018",910,837,1340,1438,1873,2125,2248,2184,1717
"RSSL_00017",634,597,950,1066,1283,1377,1606,1404,1271
"RSSL_00016",557,515,631,1005,917,1100,313,278,263
"RSSL_00015",681,670,698,1000,864,951,607,509,481
"RSSL_00014",188,167,191,259,244,253,195,199,165
"RSSL_00013",586,494,461,578,577,658,530,414,355
"RSSL_00012",278,240,215,317,291,296,275,228,198
"RSSL_00011",438,392,505,575,566,648,511,444,396
"RSSL_00010",721,784,903,1177,923,1066,859,816,696
"RSSL_00009",787,940,907,1156,995,1062,912,832,745
"RSSL_00008",159,139,155,216,167,168,148,120,130
"RSSL_00007",161,166,174,292,269,250,200,149,167
"RSSL_00006",94,119,146,167,145,164,145,96,100
"RSSL_00005",20225,18558,18677,21463,20442,22748,19281,17902,14368
"RSSL_00004",2301,2012,2019,2242,2188,2385,1866,1687,1538
"RSSL_00003",239,271,293,381,362,391,338,289,248
"RSSL_00002",5365,4500,5300,6927,6623,7122,5677,5135,4527
"RSSL_00001",2757,2146,2236,3229,2999,3403,2375,1931,1975
"RSSL_01907",48,53,53,61,65,72,57,42,55
"RSSL_01906",0,1,0,0,0,0,0,0,1
"RSSL_01905",6776,5929,6398,7511,7776,8738,8410,7470,6329
"RSSL_01778",1338,1249,1145,1585,1444,1570,1326,1100,1082
"RSSL_01777",1437,1294,1173,1657,1592,1762,1480,1312,1167
"RSSL_01776",1182,1040,1039,1427,1340,1511,1209,1034,929
"RSSL_01775",87,63,74,84,89,96,63,57,53
"RSSL_01774",88,69,78,102,94,109,81,70,76
"RSSL_01773",545,484,516,650,614,674,529,467,408
"RSSL_01772",526,431,412,567,542,681,518,444,398
"RSSL_01771",1057,921,943,1279,1236,1330,1093,966,800
"RSSL_01770",275,252,268,286,307,324,290,230,190
"RSSL_01769",726,577,600,787,743,859,653,621,548
"RSSL_01768",800,680,623,860,774,879,796,717,599
"RSSL_01767",461,364,389,469,408,451,431,350,301
"RSSL_01766",889,756,744,1012,895,1005,841,784,613
"RSSL_01765",370,340,341,419,351,418,456,355,309
"RSSL_01764",1485,1290,1630,1919,1729,1952,1615,1515,1198
"RSSL_01763",434,437,490,601,548,592,538,527,420
"RSSL_01762",11719,10312,9354,12329,11219,12969,10382,9463,8011
"RSSL_02237",21,13,17,19,11,20,21,12,11
"RSSL_02238",172,160,175,243,226,240,194,165,139
"RSSL_02239",267,252,262,357,315,378,280,246,225
"RSSL_02218",26312,22896,24692,29192,28012,30598,27727,25609,21250
"RSSL_02204",490375,409812,468460,551079,549252,605668,535179,486967,399261
"RSSL_02203",0,2,0,0,0,1,0,0,0
"RSSL_02240",265,214,281,335,261,289,282,291,227
"RSSL_02202",14894,12652,13762,15410,15412,16688,15220,12860,11741
"RSSL_01761",4,9,4,5,10,13,4,1,4
"RSSL_00825",4953,3986,4239,5127,5162,5630,4994,4622,3561
"RSSL_02241",0,0,0,0,0,0,0,0,0
"RSSL_02130",74655,66414,66144,77810,76947,85416,81417,73429,61711
"RSSL_02210",699,671,683,810,767,843,709,650,485
"RSSL_02209",459,368,479,405,385,413,654,594,489
"RSSL_02208",1300,1095,1266,1625,1396,1606,1378,1179,979
"RSSL_02207",1826,1714,1968,2229,2065,2502,2065,1860,1479
"RSSL_00528",604,568,1125,892,750,854,870,901,665
"RSSL_00527",597,567,613,720,593,734,583,497,452
"RSSL_00526",2757,2481,2830,2925,2869,3165,2876,2469,1994
"RSSL_00525",222,232,250,267,220,242,209,211,185
"RSSL_00524",6475,7320,8755,10346,9075,9734,9389,8500,7515
"RSSL_00523",5157,6125,7512,9677,8566,9162,7457,7235,5604
"RSSL_00522",9616,10831,13187,17571,15317,16957,13699,12877,10318
"RSSL_00521",11668,12875,16728,21946,19738,21912,16812,15631,12125
"RSSL_00520",13772,14580,17007,22407,20673,24055,17749,15664,12196
"RSSL_00519",6231,1473,1590,2531,2664,4204,1563,1450,1136
"RSSL_00518",4700,4206,4909,5816,5442,6282,4695,4432,3401
"RSSL_00517",3513,2929,2980,3758,3423,3872,3082,2802,2426
"RSSL_00516",1350,1126,1092,1362,1323,1420,1242,1113,894
"RSSL_00515",1262,1022,1043,1391,1262,1327,1174,939,831
"RSSL_00514",978,964,972,1107,1004,1062,1020,845,761
"RSSL_00513",1876,1903,1767,2042,1849,2117,1873,1787,1434
"RSSL_00512",648,697,668,785,761,799,682,699,517
"RSSL_00511",700,716,737,863,768,832,732,731,545
"RSSL_00510",8626,7873,7568,9632,9061,10184,8325,7118,6388
"RSSL_00509",3101,3007,3154,3723,3671,4038,3387,2853,2424
"RSSL_00508",3705,3356,3380,4440,4229,4755,3711,3336,2579
"RSSL_00507",1279,1092,1144,1584,1536,1661,1288,1071,890
"RSSL_00506",3676,2953,3198,4462,4288,4838,3522,3178,2609
"RSSL_00505",4102,3879,3849,4302,4059,4824,4121,3673,2868
"RSSL_00504",2591,2508,2486,2934,2619,3105,2652,2380,1958
"RSSL_00503",5389,4765,5261,6258,5896,6455,5596,5102,4253
"RSSL_00502",3211,2888,3316,3733,3486,3985,3509,3218,2586
"RSSL_00501",1322,1232,1341,1576,1439,1596,1557,1238,1058
"RSSL_00500",603,533,613,682,706,847,625,557,433
"RSSL_00499",2130,1892,2205,2497,2486,2826,2312,1980,1711
"RSSL_00498",2862,2355,3040,3460,3390,3749,3091,2755,2435
"RSSL_00497",4234,3638,3828,4922,4697,5304,4237,3820,3299
"RSSL_00496",7176,6014,6500,8079,7789,8877,6820,6570,5290
"RSSL_00495",4351,3547,4133,4836,4526,5271,4114,3851,3091
"RSSL_00494",3330,2675,2931,3737,3497,3948,3182,2805,2403
"RSSL_00493",15561,13851,15091,18138,16759,19092,16166,14677,12359
"RSSL_00492",34331,30707,31957,39138,36757,41716,35645,31784,26496
"RSSL_00491",5602,6319,7048,8828,7696,9184,7289,6392,5023
"RSSL_00490",1300,1126,1326,1535,1565,1763,1295,1206,1062
"RSSL_00489",1585,1586,1547,1855,1739,2009,1714,1486,1214
"RSSL_00488",3635,3139,3533,3816,3815,4159,3363,3223,2638
"RSSL_00487",1514,1358,1356,1508,1436,1702,1364,1217,1133
"RSSL_00486",1911,1613,2080,2147,2245,2318,2070,1904,1636
"RSSL_00485",3105,2507,3213,3497,3348,3788,3322,2975,2447
"RSSL_00484",1011,992,1088,1283,1120,1210,1168,1109,858
"RSSL_00483",1033,943,1168,1242,962,1061,1162,1094,826
"RSSL_00482",1187,1024,1383,1353,1233,1318,1272,1166,879
"RSSL_00481",83,51,48,76,81,75,50,58,45
"RSSL_00480",3253,3217,2626,3814,3740,4107,2899,2560,2337
"RSSL_00479",9501,9506,9101,11479,10611,12185,9608,8463,7581
"RSSL_00478",11213,10247,10109,11939,11723,13130,10831,9489,8249
"RSSL_00477",6505,6146,6029,6913,6737,7878,6415,5963,5061
"RSSL_00476",6889,6537,6722,7725,7351,7915,7223,6669,5264
"RSSL_00475",4498,4144,4378,4998,4789,5333,4635,4186,3482
"RSSL_00474",3303,3205,3304,3827,3630,4070,3487,3057,2554
"RSSL_00473",5443,5320,5354,6151,5919,6408,5656,5201,4179
"RSSL_00472",1222,1182,1146,1497,1351,1568,1192,1064,955
"RSSL_00471",9318,8730,8980,10505,10087,11010,10130,9015,7522
"RSSL_00470",11164,10961,10295,12217,10665,12564,11447,9569,8818
