"gene_id","Spn.wt..1.","Spn.wt..2.","Spn.wt..3.","Spn.delta.lctO.delta.spxB..1.","Spn.delta.lctO.delta.spxB..2.","Spn.delta.lctO.delta.spxB..3.","Spn.delta.lctO..1.","Spn.delta.lctO..2.","Spn.delta.spxB..1.","Spn.delta.spxB..2."
"NAT60_RS01225",1947,659,561,454,461,458,726,773,1364,1069
"NAT60_RS01230",1547,1149,1155,1179,1362,1194,1101,1262,921,705
"NAT60_RS01235",389,271,190,182,134,177,177,217,220,148
"NAT60_RS01240",2469,1454,1207,1243,984,1154,1232,1411,1849,1355
"NAT60_RS01245",1994,1174,951,897,682,810,884,937,1331,1070
"NAT60_RS01250",2120,1357,1328,1106,988,978,1016,1127,1769,1486
"NAT60_RS01255",1876,1463,1303,1258,1124,1157,1102,1303,3522,2631
"NAT60_RS01260",1081,746,542,647,541,563,492,621,1872,1362
"NAT60_RS01265",25257,23881,21095,38519,31103,34218,54410,60810,107488,71931
"NAT60_RS01280",2202,1124,1158,1488,1407,1243,1485,1383,4385,2965
"NAT60_RS01285",3417,4052,4325,3530,3864,3479,5541,5829,5397,3637
"NAT60_RS01290",5205,4523,4669,6381,5761,5586,4929,5450,6762,4592
"NAT60_RS01295",2440,2221,2108,3052,2736,2670,1974,2089,3390,2541
"NAT60_RS01300",1500,1184,1258,1536,1444,1345,952,1217,1913,1387
"NAT60_RS01305",2531,1650,1503,1790,1597,1548,2316,2666,2749,1845
"NAT60_RS01330",9044,5965,6049,7371,7592,6569,4708,5313,12037,8263
"NAT60_RS01335",29,27,38,15,29,18,54,65,92,79
"NAT60_RS01340",2,5,0,0,1,4,4,6,17,12
"NAT60_RS01345",350,381,197,217,219,203,350,379,1099,865
"NAT60_RS01350",118,153,64,86,85,60,78,75,222,250
"NAT60_RS01355",798,794,770,911,784,888,947,1025,3365,2603
"NAT60_RS01360",533,439,528,818,736,675,637,746,3210,2474
"NAT60_RS01365",179,124,123,186,120,157,134,145,585,416
"NAT60_RS01370",18,19,27,36,37,18,18,24,159,121
"NAT60_RS01375",307,209,343,413,360,342,287,364,1948,1497
"NAT60_RS01380",138,84,70,85,63,69,77,79,335,304
"NAT60_RS01385",376,219,285,333,327,260,210,220,1496,1129
"NAT60_RS01390",255,130,163,203,164,142,88,95,702,512
"NAT60_RS01395",5,6,11,8,5,9,12,11,13,7
"NAT60_RS01400",7,3,7,1,6,0,5,8,7,7
"NAT60_RS01415",938,720,615,521,373,412,1271,1341,1495,969
"NAT60_RS01425",25289,24655,22626,27220,24541,26900,35942,37770,26268,15255
"NAT60_RS01430",4082,2654,2127,2104,1513,2002,3894,3942,1528,870
"NAT60_RS01480",382,273,515,538,291,314,440,434,223,195
"NAT60_RS01485",193,130,209,304,167,167,196,183,108,92
"NAT60_RS01490",256,259,376,465,297,352,304,294,220,197
"NAT60_RS01495",5,5,8,6,3,4,14,15,9,0
"NAT60_RS01500",14,14,21,13,15,8,18,32,11,5
"NAT60_RS01505",15,12,15,12,17,14,19,23,20,18
"NAT60_RS01510",541,319,341,253,287,268,675,676,214,128
"NAT60_RS01515",602,424,301,223,243,254,491,560,131,97
"NAT60_RS01520",1229,751,908,628,548,735,1473,1557,451,376
"NAT60_RS01525",1071,627,671,453,488,494,1224,1286,367,274
"NAT60_RS01530",1318,908,999,784,776,817,2036,2202,650,455
"NAT60_RS01540",7589,12586,17869,7884,8370,8582,12762,14304,4102,2655
"NAT60_RS01545",2044,3500,5592,2252,3150,2601,6537,6662,1410,886
"NAT60_RS01550",989,1291,1554,1258,1662,1643,5491,5693,1006,619
"NAT60_RS01555",1232,1089,1451,1181,1483,1441,3730,3934,1523,1030
"NAT60_RS01560",1536,1164,1049,1051,1193,1284,2842,2832,1606,1110
"NAT60_RS01565",247,233,283,319,393,377,932,958,161,85
"NAT60_RS01570",1616,677,571,856,617,728,1521,1405,1135,843
"NAT60_RS01575",3968,1895,1536,2453,1860,2026,3193,3368,4011,2840
"NAT60_RS01580",4090,2220,1526,2080,1595,1690,2186,2235,3915,2762
"NAT60_RS01585",9644,5303,4996,9256,8533,9071,13163,14492,13051,9012
"NAT60_RS01595",846,654,729,394,386,400,1126,1226,255,191
"NAT60_RS01600",77,71,48,48,50,50,78,73,117,77
"NAT60_RS01605",142,77,67,48,51,50,80,86,114,71
"NAT60_RS01620",845,1182,2010,3196,3024,3277,748,1163,16509,12368
"NAT60_RS01640",847,803,780,513,656,546,802,899,1308,802
"NAT60_RS01645",471,455,579,321,412,376,526,525,776,577
"NAT60_RS01650",1109,792,837,393,531,526,1103,1095,748,446
"NAT60_RS01655",2238,2109,1731,2710,2518,2592,3739,4040,5566,3691
"NAT60_RS01660",3839,3328,3170,4064,4120,4120,7821,8039,5846,3892
"NAT60_RS01670",4517,4017,3487,5004,4822,4775,4144,4529,5860,3876
"NAT60_RS01680",2836,2796,2427,1662,2021,1533,2608,2817,5558,4059
"NAT60_RS01685",6605,3839,3514,2536,2423,2365,3822,4131,5011,3970
"NAT60_RS01695",4408,3067,2342,1870,1608,1591,3241,3403,4963,3328
"NAT60_RS01700",7500,4547,4072,5312,5095,5185,10681,11373,15976,10624
"NAT60_RS01705",1762,1372,1667,1577,1673,1502,3168,3276,4316,2988
"NAT60_RS01715",207,239,225,162,237,175,178,205,342,227
"NAT60_RS01720",6056,5726,4623,6610,6753,6987,7629,8056,5098,3607
"NAT60_RS01730",439,149,100,172,209,163,79,77,374,402
"NAT60_RS01735",1455,472,460,885,956,915,487,644,3402,2565
"NAT60_RS01745",2231,611,628,1405,1437,1292,819,903,5894,4651
"NAT60_RS01765",1987,2966,5836,3588,4195,4103,11433,13368,4080,2815
"NAT60_RS01860",983,1881,4009,2261,1870,2169,3144,3801,3798,2850
"NAT60_RS01885",18638,20041,37780,13829,15801,16550,61616,63409,15799,11521
"NAT60_RS01895",1491,1043,1249,1363,1314,1383,1201,1283,1503,1032
"NAT60_RS01905",9190,5921,4140,4602,4113,4274,3725,4238,5022,3390
"NAT60_RS01915",72,51,42,84,72,80,68,77,261,206
"NAT60_RS01925",48,40,37,40,43,38,29,31,161,123
"NAT60_RS01930",288,209,128,126,89,93,108,128,389,338
"NAT60_RS01935",419,347,370,223,252,231,303,345,449,372
"NAT60_RS01940",404,436,462,394,378,321,320,333,903,728
"NAT60_RS01945",25,24,13,24,16,16,26,22,80,64
"NAT60_RS01950",170,84,50,67,69,58,43,52,209,185
"NAT60_RS01955",1229,482,376,569,438,422,263,267,2196,1944
"NAT60_RS01960",2376,1252,918,1030,799,795,441,516,5848,4798
"NAT60_RS01965",396,260,176,218,153,153,70,82,1407,1126
"NAT60_RS01970",1651,756,486,590,372,425,140,199,3500,2778
"NAT60_RS01980",1326,1045,739,633,627,646,923,956,924,636
"NAT60_RS01985",1276,916,781,751,734,726,733,808,1022,736
"NAT60_RS01990",368,308,340,232,360,261,409,500,118,75
"NAT60_RS02000",1260,1180,1160,1289,1043,1017,1026,1017,2150,1691
"NAT60_RS02005",5131,3479,3161,3884,4263,3980,7097,7128,5556,3774
"NAT60_RS02010",4902,3192,2569,4045,3880,4159,5533,5822,5523,3905
"NAT60_RS02020",27397,13587,12501,16253,15697,15741,16073,17950,26755,18942
"NAT60_RS02035",10385,5198,3426,1313,1667,1744,3902,4166,1935,1280
"NAT60_RS02060",12080,10146,7760,11947,8356,9402,11698,13920,20478,14185
"NAT60_RS02065",3259,1415,1150,831,616,845,1609,1603,2133,1730
"NAT60_RS02070",1549,951,862,631,542,543,1221,1219,1707,1380
"NAT60_RS02075",692,365,289,229,178,193,403,395,567,505
"NAT60_RS02080",13375,7924,5525,5146,4649,4922,8664,9580,17671,12261
"NAT60_RS02085",4554,2316,1343,1205,916,1029,1648,1761,2881,2443
"NAT60_RS02090",1702,1001,840,1023,1053,1017,1223,1223,2583,1796
"NAT60_RS02100",7207,9219,14250,21585,18383,18458,23863,27665,4808,3392
"NAT60_RS02105",5767,6934,9998,17700,13356,16099,21306,23282,3389,2329
"NAT60_RS02110",4419,6129,10608,18131,15288,15942,23582,26669,2968,1795
"NAT60_RS02120",1735,2198,2847,607,649,605,2553,2582,417,198
"NAT60_RS02125",866,691,992,998,1041,1079,1890,2010,1117,650
"NAT60_RS02130",88,59,101,179,170,191,466,498,108,61
"NAT60_RS02140",4105,3131,2572,2019,1750,1893,3021,3144,3761,2387
"NAT60_RS02155",1844,1953,1691,1588,1405,1312,2866,3021,3730,2567
"NAT60_RS02175",1,0,2,0,1,1,0,0,2,2
"NAT60_RS02180",201,172,83,69,38,50,18,32,128,106
"NAT60_RS02185",10,5,6,6,3,7,2,3,9,9
"NAT60_RS02190",27,20,13,7,16,9,5,6,37,24
"NAT60_RS02195",223,180,143,133,120,138,81,83,147,127
"NAT60_RS02200",24,26,22,12,21,17,6,10,19,15
"NAT60_RS02205",67,61,48,48,52,46,17,33,58,46
"NAT60_RS02215",239,368,239,135,169,110,423,481,453,316
"NAT60_RS02220",12525,7692,7316,5388,4253,4261,3747,4395,8693,6821
"NAT60_RS02225",497,467,450,421,449,423,407,443,642,473
"NAT60_RS02230",488,229,215,125,71,91,113,131,379,271
"NAT60_RS02245",379,164,84,272,237,218,77,67,135,77
"NAT60_RS02250",549,198,148,365,285,314,90,117,149,112
"NAT60_RS02255",377,140,73,208,152,186,58,70,64,62
"NAT60_RS02260",302,132,77,206,167,179,57,71,93,57
"NAT60_RS02265",7,3,4,16,6,8,1,2,4,3
"NAT60_RS02270",53,27,9,41,45,45,18,13,30,21
"NAT60_RS02275",18,5,7,7,28,22,1,6,6,7
"NAT60_RS02280",86,23,12,47,39,32,10,13,32,26
"NAT60_RS02285",97,42,20,99,81,71,18,12,42,30
"NAT60_RS02290",8,4,3,11,19,12,4,2,0,6
"NAT60_RS02295",19,10,12,13,21,16,3,6,15,14
"NAT60_RS02300",7851,5214,4303,3910,3630,3427,3868,4224,28754,19884
"NAT60_RS02310",361,181,137,103,93,134,151,164,572,437
"NAT60_RS02315",144,91,81,64,54,54,73,98,239,155
"NAT60_RS02340",7887,3058,2134,3071,2445,2511,2889,3120,89412,75400
"NAT60_RS02345",2920,3349,3498,3288,3575,3520,5018,5244,5206,3585
"NAT60_RS02350",9471,10564,9294,14064,11521,12844,12452,13648,20772,13554
"NAT60_RS02355",6473,4726,3728,8932,15141,14068,18054,19432,13592,10097
"NAT60_RS02360",69,65,92,135,251,246,256,354,275,221
"NAT60_RS02375",43,22,25,17,18,14,27,34,70,59
"NAT60_RS02385",20,11,10,10,12,5,21,18,33,24
"NAT60_RS02390",15,14,18,16,7,6,14,16,35,24
"NAT60_RS02395",62,32,29,8,12,13,25,28,99,105
"NAT60_RS02400",60,37,28,3,5,9,11,4,139,98
"NAT60_RS02410",238,144,92,22,19,18,43,34,534,424
"NAT60_RS02415",73,53,37,18,12,10,19,24,378,297
"NAT60_RS02420",25775,17551,7357,1641,1516,1514,3999,3923,23982,16450
"NAT60_RS02440",9018,5100,4929,3045,2949,3137,4622,5367,10091,6713
"NAT60_RS02445",5496,3843,4136,2498,2506,2586,4273,4372,7141,4789
"NAT60_RS02460",677,236,257,329,317,268,153,176,851,685
"NAT60_RS02465",279,113,117,168,167,142,97,94,424,320
"NAT60_RS02470",639,196,180,312,241,256,200,175,655,541
"NAT60_RS02475",273,113,73,154,127,144,111,114,219,168
"NAT60_RS02485",308,127,150,190,154,144,253,237,261,182
"NAT60_RS02490",423,157,162,185,177,209,408,350,266,193
"NAT60_RS02500",7083,4352,3484,3843,3338,3470,3635,4049,6807,4566
"NAT60_RS02510",8857,5373,4583,4734,3892,4130,4636,5025,8384,6024
"NAT60_RS02520",360,611,2214,3862,4744,4250,7897,7996,19563,12769
"NAT60_RS02525",839,1108,4553,8103,10741,9330,15312,17391,59573,36715
"NAT60_RS02530",1319,1658,5665,10510,12727,11930,16308,17229,91085,59736
"NAT60_RS02535",19531,17290,15214,15556,13287,14150,11915,13968,11432,8017
"NAT60_RS02540",14300,12539,11516,12576,11794,11348,11818,13594,8244,5371
"NAT60_RS02545",26,11,26,12,7,12,28,27,436,264
"NAT60_RS02555",1967,1371,1148,987,872,987,1774,1755,3620,2230
"NAT60_RS02560",850,539,357,560,260,411,322,357,563,417
"NAT60_RS02565",2187,652,327,520,328,439,233,200,223,130
"NAT60_RS02570",1177,686,636,641,513,541,700,591,849,555
"NAT60_RS02575",461,346,287,332,287,307,395,334,614,402
"NAT60_RS02580",7475,7069,7090,6843,5447,6272,11295,11790,9803,6065
"NAT60_RS02585",7415,6984,6318,6270,6035,6170,9920,10625,7871,5211
"NAT60_RS02590",736,702,718,784,815,801,979,1078,872,616
"NAT60_RS02600",1617,1654,1373,1625,1677,1584,1744,1865,1730,1230
"NAT60_RS02605",2635,2217,1873,1789,1723,1891,2420,2486,1494,1016
"NAT60_RS02615",8495,5455,4642,6226,5430,5744,5936,6630,8574,5634
"NAT60_RS02630",4310,2419,1967,3933,3181,3135,6103,6290,7534,5027
"NAT60_RS02645",11521,12218,12237,19543,25638,22852,19260,21131,5164,3356
"NAT60_RS02650",169,132,122,136,123,112,153,132,147,114
"NAT60_RS02655",216,144,137,118,110,119,146,147,151,103
"NAT60_RS02660",3260,2906,3176,2505,2229,2224,4404,5162,5706,3729
"NAT60_RS02665",1824,1541,1647,1307,1053,1173,2312,2639,2746,1891
"NAT60_RS02675",2341,1844,1922,2183,1562,1719,1879,2154,5041,3873
"NAT60_RS02685",5038,3471,3018,3959,2870,3259,3721,4335,9355,5794
"NAT60_RS02700",5031,2562,2267,3229,2522,2593,3454,4027,7819,4945
"NAT60_RS02705",7722,4608,4134,5487,4531,4730,6185,7036,12019,8155
"NAT60_RS02710",3497,1687,1414,1604,1307,1387,1927,2357,3046,2192
"NAT60_RS02720",442,339,354,222,219,260,868,913,425,286
"NAT60_RS02725",3935,2340,2429,1965,1798,1886,3937,4161,3642,2519
"NAT60_RS02730",3660,3869,6195,5460,5020,4411,8862,9402,10784,8523
"NAT60_RS02745",10,27,37,102,89,123,418,472,68,37
"NAT60_RS02750",27178,14401,15870,5210,4185,5011,6429,7009,12664,8668
"NAT60_RS02755",2383,1567,1754,1203,1004,1065,1211,1390,5095,4069
"NAT60_RS02765",2571,1504,1248,1222,963,980,1069,1316,4833,3420
"NAT60_RS02775",1828,901,637,585,433,523,692,755,2394,1798
"NAT60_RS02780",3506,1959,1694,1332,973,1162,1444,1508,4661,3713
"NAT60_RS02785",2034,1120,1030,671,515,565,869,913,2121,1669
"NAT60_RS02790",3096,1871,1701,2183,1841,1889,2448,2417,6599,4686
"NAT60_RS02795",2943,2677,2650,2419,2733,2247,1638,2023,2698,1728
"NAT60_RS02800",113,126,231,79,101,88,245,277,106,67
"NAT60_RS02805",155,160,227,106,116,104,399,375,117,81
"NAT60_RS02810",2793,2505,2250,1890,1794,1696,3494,3435,5080,3096
"NAT60_RS02815",239,390,341,785,933,641,490,637,221,136
"NAT60_RS02820",158,108,102,103,86,77,58,67,900,646
"NAT60_RS02825",63,41,49,39,32,31,15,26,310,274
"NAT60_RS02830",121,79,65,55,58,36,30,37,418,404
"NAT60_RS02835",214,148,128,166,132,144,96,133,848,732
"NAT60_RS02840",1809,1425,2090,928,1055,1061,2671,2767,1270,1008
"NAT60_RS02850",1554,1786,665,754,416,632,1531,1255,4723,4471
"NAT60_RS02860",505,467,641,412,467,392,664,716,5785,4515
"NAT60_RS02865",5899,5079,7342,6175,5380,5363,9991,10233,84315,62301
"NAT60_RS02870",4946,2913,2807,2662,2041,2483,3939,4309,35881,25866
"NAT60_RS02875",110,122,116,60,45,46,77,79,496,355
"NAT60_RS02880",224,219,214,102,96,80,97,136,759,479
"NAT60_RS02885",42,53,55,53,41,36,49,64,1023,703
"NAT60_RS02890",6300,3588,2466,1492,1465,1368,1207,1237,4169,3321
"NAT60_RS02895",4415,2485,1431,723,696,676,843,895,1756,1463
"NAT60_RS02915",115,161,178,244,200,208,159,162,498,355
"NAT60_RS02930",59,136,147,139,146,108,120,127,264,183
"NAT60_RS02940",589,661,677,925,1000,935,365,440,629,490
"NAT60_RS02945",416,800,1081,919,1287,978,632,677,621,403
"NAT60_RS02950",1110,492,494,643,561,479,400,366,1637,1327
"NAT60_RS02955",1,2,1,1,1,1,1,0,4,2
"NAT60_RS02960",205,111,105,85,65,71,46,55,128,113
"NAT60_RS02965",215,185,154,101,90,85,61,64,82,63
"NAT60_RS02970",149,129,122,100,68,77,90,72,54,53
"NAT60_RS02975",201,121,148,122,108,110,108,107,61,60
"NAT60_RS02980",54,50,58,41,28,40,50,46,26,20
"NAT60_RS02995",69,35,29,34,27,21,17,5,9,10
"NAT60_RS03000",48,23,33,28,21,15,12,16,17,4
"NAT60_RS03005",68,40,41,23,19,24,20,19,10,10
"NAT60_RS03015",12502,14301,14236,19559,19146,18413,19574,22088,20416,12816
"NAT60_RS03020",6746,6543,6618,8644,8165,8247,8767,9901,7950,5084
"NAT60_RS03025",13698,14249,13006,16717,15037,14557,14749,16739,16938,11404
"NAT60_RS03030",14268,14346,12472,17087,17322,15980,15080,17846,16786,10831
"NAT60_RS03045",9261,8075,8759,7287,6623,6678,8896,10089,15221,8652
"NAT60_RS03055",5028,3933,4084,3798,3329,3480,3864,4488,8400,5095
"NAT60_RS03060",23,41,63,52,45,46,108,150,172,82
"NAT60_RS03065",114,154,244,171,143,131,345,324,414,255
"NAT60_RS03070",273,347,267,225,239,194,312,325,210,187
"NAT60_RS03075",750,455,673,436,564,494,1004,897,531,378
"NAT60_RS03080",1578,1366,1050,1908,2576,1991,1695,1865,1450,1163
"NAT60_RS03085",10117,4425,1884,1978,903,1172,290,348,5172,3726
"NAT60_RS03090",6495,2704,1105,1328,609,788,181,234,2454,1828
"NAT60_RS03100",3184,1052,512,3087,1664,2058,412,550,6000,4723
"NAT60_RS03105",891,246,109,1140,532,680,114,146,1183,1048
"NAT60_RS03125",56,33,54,69,43,56,92,79,124,99
"NAT60_RS03140",4499,3340,4106,2356,2171,2188,4513,5270,2665,1782
"NAT60_RS03155",201,80,55,79,90,76,42,48,995,643
"NAT60_RS03160",82,40,56,58,41,38,23,37,522,332
"NAT60_RS03165",571,275,306,186,190,158,194,220,945,729
"NAT60_RS03175",1074,976,1032,890,838,850,985,1057,1565,1087
"NAT60_RS03185",5484,3488,2980,2347,1968,2170,1661,2051,5966,4235
"NAT60_RS03195",3829,2854,2743,2028,1894,1889,1621,1999,5299,3652
"NAT60_RS03205",2868,2517,2487,2489,2636,2415,2814,3111,5767,3736
"NAT60_RS03210",1741,1350,1152,1595,1634,1661,2914,2836,3532,2374
"NAT60_RS03215",1042,890,849,1064,1088,1010,1689,1810,2674,1800
"NAT60_RS03220",961,1085,1015,1370,1377,1284,2076,2147,4088,2591
"NAT60_RS03240",2426,2455,2986,5887,5645,6138,8213,9079,3452,2607
"NAT60_RS03280",2432,2271,2475,1423,1148,1305,2993,3234,4867,3327
"NAT60_RS03300",1295,819,762,814,570,684,1100,1113,2284,1590
"NAT60_RS03320",436,1705,2691,26003,31530,32132,42905,46835,408,234
"NAT60_RS03325",578,1673,2616,19228,22870,25388,37721,39865,255,144
"NAT60_RS03330",758,812,1551,1431,1910,1844,5281,5034,1156,837
"NAT60_RS03350",4016,1381,958,1313,947,1098,1901,2208,3083,2466
"NAT60_RS03360",335,223,330,311,296,266,565,698,311,232
"NAT60_RS03365",151,61,60,52,56,47,180,142,153,98
"NAT60_RS03370",34,14,29,11,17,12,42,48,33,20
"NAT60_RS03375",377,240,249,147,139,129,228,262,350,215
"NAT60_RS03390",2594,2880,2972,6688,6183,6511,7203,7869,5173,3848
"NAT60_RS03395",4221,4683,5381,11956,11308,12095,14553,15992,9152,6371
"NAT60_RS03400",350,515,539,1549,1395,1548,1903,2206,989,766
"NAT60_RS03425",2,1,4,2,1,4,11,7,1,3
"NAT60_RS03430",121,97,110,95,77,90,129,132,196,128
"NAT60_RS03440",717,417,455,366,366,288,368,361,804,691
"NAT60_RS03460",2239,1520,1604,1511,1330,1331,1548,1863,2269,1565
"NAT60_RS03475",5229,3547,3286,2563,2313,2529,3295,3566,4686,2954
"NAT60_RS03490",3686,2951,2588,2872,2569,2680,2092,2488,5942,4023
"NAT60_RS03500",5289,2750,2131,2259,1945,2081,1969,2224,3824,2717
"NAT60_RS03505",1,1,2,0,1,1,1,9,4,2
"NAT60_RS03510",618,494,548,424,486,442,850,872,736,538
"NAT60_RS03515",76,73,118,62,63,61,161,154,112,79
"NAT60_RS03520",1330,969,834,1041,845,947,1189,1228,8439,5832
"NAT60_RS03540",1243,885,946,638,594,611,1501,1407,1585,1087
"NAT60_RS03550",577,327,368,209,225,217,604,573,601,478
"NAT60_RS03555",1,0,0,1,1,1,5,1,3,2
"NAT60_RS03560",1589,989,1133,534,503,615,1930,1681,1346,957
"NAT60_RS03565",119,87,87,35,35,31,42,64,111,85
"NAT60_RS03570",83,44,45,23,12,22,44,37,121,66
"NAT60_RS03575",1550,1019,788,728,666,668,468,462,2111,1604
"NAT60_RS03580",639,398,323,274,261,277,223,184,756,564
"NAT60_RS03585",223,62,32,43,28,34,22,19,172,122
"NAT60_RS03590",5579,3120,2306,1208,1406,1075,1311,1435,4106,3128
"NAT60_RS03595",2191,1234,945,1184,851,1014,831,971,4711,3305
"NAT60_RS03600",8912,5334,4859,5443,4237,4545,4762,5380,22827,15755
"NAT60_RS03605",642,587,850,838,772,715,842,1007,3462,2595
"NAT60_RS03610",522,351,392,329,278,276,356,403,979,780
"NAT60_RS03615",66,142,250,152,145,161,265,281,349,273
"NAT60_RS03620",6161,5460,5315,4763,3656,4084,5547,6298,16084,11185
"NAT60_RS03625",6594,6356,6233,5441,4487,4462,4993,5665,22292,14178
"NAT60_RS03630",606,452,489,568,565,561,697,794,583,555
"NAT60_RS03635",255,221,275,274,367,301,391,485,357,250
"NAT60_RS03645",263,178,184,201,191,211,327,324,220,160
"NAT60_RS03650",760,666,816,814,872,842,1337,1537,734,567
"NAT60_RS03655",276,267,308,423,461,477,796,925,224,178
"NAT60_RS03670",16332,9333,7828,9186,6294,7152,6725,7719,27005,20673
"NAT60_RS03675",500,389,344,329,308,314,254,297,1649,1041
"NAT60_RS03680",115,77,83,75,60,73,46,59,510,356
"NAT60_RS03685",1384,1111,1035,816,703,685,337,370,2282,1620
"NAT60_RS03690",20222,15192,13366,10922,9033,9161,5802,6742,28901,20966
"NAT60_RS03700",4461,2813,2500,1559,1331,1342,1028,1150,2440,1725
"NAT60_RS03705",92,87,114,46,61,57,133,130,102,66
"NAT60_RS03710",32,21,28,18,18,16,40,39,22,11
"NAT60_RS03715",41,21,23,15,21,13,29,32,20,11
"NAT60_RS03720",50,35,62,25,26,25,77,82,46,25
"NAT60_RS03730",4249,3957,4243,3040,3083,3196,6934,7251,4823,3351
"NAT60_RS03735",4447,5028,2940,973,1323,897,1368,1508,10494,7718
"NAT60_RS03740",11596,8747,6837,7751,6643,6492,7037,7447,13773,9044
"NAT60_RS03745",53026,28183,19486,2419,1586,2093,4626,4486,2755,1860
"NAT60_RS03755",7568,3713,3882,521,325,403,1377,1326,582,396
"NAT60_RS03760",11,4,9,1,3,3,5,10,23,23
"NAT60_RS03785",9695,8940,11125,6269,5603,6032,8620,9734,10905,7725
"NAT60_RS03790",52909,40801,43093,29651,26054,29492,41664,46819,43386,29310
"NAT60_RS03805",394,466,444,452,400,403,413,424,909,540
"NAT60_RS03815",2616,1494,1546,1322,1134,1183,1468,1728,2697,1752
"NAT60_RS03825",3856,3522,3646,3236,2813,2951,3177,3447,10972,7465
"NAT60_RS03830",2743,2098,2150,2282,2007,2166,2686,2774,6542,4324
"NAT60_RS03840",21163,13174,10695,12816,11586,11188,12844,14387,42165,30818
"NAT60_RS03845",5657,3629,3432,3366,3173,3339,4833,4958,7336,5218
"NAT60_RS03865",428,962,1148,1457,1403,1147,842,1024,1187,1003
"NAT60_RS03870",396,231,164,202,156,193,512,498,5146,3508
"NAT60_RS03875",121,83,77,79,66,78,222,248,1554,1108
"NAT60_RS03880",230,126,96,142,113,108,421,462,1662,1071
"NAT60_RS03885",26904,19823,22099,20229,17855,18652,24351,26536,16794,11148
"NAT60_RS03900",19803,10723,7638,1222,1582,1355,6704,6516,11087,7666
"NAT60_RS03905",2911,3393,2949,470,683,570,2952,2933,3192,1967
"NAT60_RS03910",3590,3129,2616,831,894,954,2653,2522,1248,773
"NAT60_RS03915",3604,2915,3393,1007,1295,1166,3134,3165,2076,1360
"NAT60_RS03920",2838,2533,3187,992,1332,1017,2737,2840,1898,1386
"NAT60_RS03925",10778,8384,9110,4411,5003,4547,8655,8897,6952,4300
"NAT60_RS03930",11674,7855,8312,3827,4207,3977,6261,6435,6552,3950
"NAT60_RS03935",1200,773,1061,509,498,441,857,861,968,673
"NAT60_RS03955",802,465,331,554,358,464,535,597,611,469
"NAT60_RS03960",260,177,152,254,222,208,259,308,404,309
"NAT60_RS03965",1259,649,598,1036,746,840,956,998,1497,1130
"NAT60_RS03970",655,469,489,775,546,585,647,774,1318,1023
"NAT60_RS03975",2361,1816,2664,2229,2243,1912,2247,2540,3210,2499
"NAT60_RS03980",1485,1243,1459,1183,1036,1082,1263,1288,3281,2489
"NAT60_RS03985",1351,1117,1382,1123,978,994,1097,1211,3326,2294
"NAT60_RS03990",27,31,43,74,79,79,194,210,89,63
"NAT60_RS04000",2,1,1,2,0,2,2,2,16,11
"NAT60_RS04010",10,15,12,8,2,6,6,2,32,25
"NAT60_RS04020",433,293,152,54,72,54,41,53,460,343
"NAT60_RS04025",81,149,251,269,340,214,311,294,315,259
"NAT60_RS04030",90,72,80,70,67,68,54,48,115,105
"NAT60_RS04035",195,188,235,206,228,174,90,112,303,264
"NAT60_RS04040",130,135,189,200,228,182,97,110,275,223
"NAT60_RS04045",373,275,397,153,128,146,304,279,303,222
"NAT60_RS04050",2290,1463,2004,2069,2039,1740,2376,2578,3943,2850
"NAT60_RS04060",2117,1266,1091,1707,1690,1687,1561,1710,3157,2331
"NAT60_RS04065",203,168,189,283,291,257,190,220,850,618
"NAT60_RS04075",249,189,152,281,206,218,260,269,236,159
"NAT60_RS04080",240,150,101,169,160,146,164,186,290,212
"NAT60_RS04085",37,22,5,23,7,10,14,13,28,23
"NAT60_RS04090",590,221,164,224,154,175,138,171,451,365
"NAT60_RS04095",11888,7947,6214,4546,3267,3949,4066,5226,8240,5637
"NAT60_RS04105",4189,3487,2731,2037,1626,1624,1570,2087,4345,3168
"NAT60_RS04120",61846,19874,15475,28864,21633,23317,23813,25780,83862,60103
"NAT60_RS04145",8219,5454,4912,4149,4273,3819,3879,4304,6234,4333
"NAT60_RS04155",6851,5118,4280,4205,3800,3762,4376,4917,7757,5250
"NAT60_RS04160",7753,5509,4596,4363,3591,3895,4330,4975,7921,5030
"NAT60_RS04165",5209,3908,3666,3489,2705,2886,3058,3317,5972,4364
"NAT60_RS04170",1440,1171,1619,1538,1501,1352,1655,1716,2219,1574
"NAT60_RS04175",111,86,59,81,81,70,94,110,199,125
"NAT60_RS04180",1126,604,528,615,447,523,635,742,1496,1099
"NAT60_RS04185",453,498,533,741,607,600,1024,1204,1655,1106
"NAT60_RS04220",541,570,796,837,924,860,1290,1372,766,589
"NAT60_RS04225",786,641,601,601,775,695,1461,1624,833,531
"NAT60_RS04235",1892,1765,1605,1703,1549,1669,2045,2083,3294,2316
"NAT60_RS04245",2509,2748,2557,3774,3621,3642,4868,5516,3886,2428
"NAT60_RS04250",807,1031,1062,1753,1631,1579,2120,2359,2039,1241
"NAT60_RS04255",1110,1062,1217,1945,1782,1894,2126,2457,2116,1485
"NAT60_RS04260",1946,2028,2551,3583,3269,3175,3368,3980,4224,2761
"NAT60_RS04265",300,312,502,536,571,454,617,633,1018,659
"NAT60_RS04270",1796,1867,2121,2952,2594,2989,3306,3627,4648,3360
