gene_id,E167sig1,E167sig2,E167sig3,E167rhlR1,E167rhlR2,E167rhlR3
fig|287.13173.peg.1288,4649,4657,3824,3875,2660,8985
fig|287.13173.peg.1289,5465,4012,3876,4083,2831,12525
fig|287.13173.peg.1290,3093,2353,2288,2659,1895,8375
fig|287.13173.peg.1291,11820,13257,10413,12489,9282,19041
fig|287.13173.peg.1292,209,150,144,170,133,270
fig|287.13173.peg.1293,2864,2236,2643,2438,2672,2659
fig|287.13173.peg.1294,1125,881,1211,916,954,833
fig|287.13173.peg.1295,1578,1267,1466,1500,1354,1603
fig|287.13173.peg.1296,11043,9762,10205,9263,8379,12325
fig|287.13173.peg.1297,119,93,137,107,107,189
fig|287.13173.peg.1298,3508,3177,3107,2917,2628,5879
fig|287.13173.peg.1299,2988,2951,2933,2934,2404,4707
fig|287.13173.peg.1300,722,513,705,401,419,358
fig|287.13173.peg.1301,2054,1505,2118,1336,1539,946
fig|287.13173.peg.1302,95,77,124,90,63,49
fig|287.13173.peg.1303,2232,1782,2037,1849,1971,2124
fig|287.13173.peg.1304,4562,3650,3711,4405,3830,5126
fig|287.13173.peg.1305,6329,5039,5530,5462,6084,4939
fig|287.13173.peg.1306,856,647,706,747,682,774
fig|287.13173.peg.1307,6648,4773,5325,6127,6306,5227
fig|287.13173.peg.1308,10514,7091,7898,9294,10418,7540
fig|287.13173.peg.1309,1546,865,1073,1128,1232,792
fig|287.13173.peg.1310,271,249,206,228,182,523
fig|287.13173.peg.1311,1311,1190,1221,1127,942,1441
fig|287.13173.peg.1312,3150,2544,3527,174,161,228
fig|287.13173.peg.1313,1632,1378,2361,796,1426,755
fig|287.13173.peg.1314,1964,1623,1723,2020,1475,3001
fig|287.13173.peg.1315,888,589,652,622,503,963
fig|287.13173.peg.1316,1375,1200,1444,957,1059,1035
fig|287.13173.peg.1317,188,160,192,155,153,171
fig|287.13173.peg.1318,238,178,190,199,194,298
fig|287.13173.peg.1319,873,778,880,855,846,1072
fig|287.13173.peg.1320,4420,3834,4069,4709,3281,6231
fig|287.13173.peg.1321,1044,846,1112,924,975,901
fig|287.13173.peg.1322,261,227,262,234,260,345
fig|287.13173.peg.1323,758,666,772,703,676,824
fig|287.13173.peg.1324,3214,2549,3303,1950,2590,1874
fig|287.13173.peg.1325,1180,939,1024,913,1079,1085
fig|287.13173.peg.1326,1663,1019,1580,913,1423,575
fig|287.13173.peg.1327,1580,1067,1565,1113,1618,1092
fig|287.13173.peg.1328,2761,2537,2852,2641,2729,3795
fig|287.13173.peg.1329,390,340,369,351,431,495
fig|287.13173.peg.1330,828,832,837,853,856,913
fig|287.13173.peg.1331,664,662,705,647,595,750
fig|287.13173.peg.1332,1193,1274,1287,1070,1049,1078
fig|287.13173.peg.1333,1864,1673,1919,1697,1871,1960
fig|287.13173.peg.1334,1708,1524,1797,1476,1712,1450
fig|287.13173.peg.1335,127,86,125,80,114,167
fig|287.13173.peg.1336,4010,3221,3418,3380,2871,5994
fig|287.13173.peg.1337,2824,2564,2426,2566,2031,4898
fig|287.13173.peg.1338,3242,2927,3371,2956,2847,3523
fig|287.13173.peg.1339,2533,2140,2593,2437,2404,2403
fig|287.13173.peg.1340,4597,4174,4958,4229,4542,3999
fig|287.13173.peg.1341,1427,1272,1503,1102,1249,1148
fig|287.13173.peg.1342,1255,1068,1203,1129,1146,1319
fig|287.13173.peg.1343,682,738,732,534,633,729
fig|287.13173.peg.1344,536,455,490,403,414,573
fig|287.13173.peg.1345,4686,2424,3834,2576,3330,2518
fig|287.13173.peg.1346,4956,2647,3836,3094,3585,2377
fig|287.13173.peg.1347,5370,5056,5408,4648,4220,11998
fig|287.13173.peg.1348,3777,3318,3824,3450,3535,4210
fig|287.13173.peg.1349,1273,1044,1929,732,1130,649
fig|287.13173.peg.1350,3009,2708,3268,2661,2946,2722
fig|287.13173.peg.1351,8832,8686,8245,7403,6249,12068
fig|287.13173.peg.1352,699,647,588,556,477,1057
fig|287.13173.peg.1353,936,850,1046,831,843,863
fig|287.13173.peg.1354,863,637,816,681,705,890
fig|287.13173.peg.1355,313,266,279,266,269,247
fig|287.13173.peg.1356,226,167,181,177,148,220
fig|287.13173.peg.1357,337,315,358,308,252,574
fig|287.13173.peg.1358,605,505,579,453,399,614
fig|287.13173.peg.1359,857,714,692,582,544,879
fig|287.13173.peg.1360,673,469,516,344,399,397
fig|287.13173.peg.1361,2122,1472,1807,1330,1415,1701
fig|287.13173.peg.1362,1222,1189,1051,920,872,1714
fig|287.13173.peg.1363,5776,4879,5862,5031,6380,5171
fig|287.13173.peg.1364,5159,4579,4934,4800,4504,5878
fig|287.13173.peg.1365,1103,937,1067,962,801,1535
fig|287.13173.peg.1366,558,545,566,535,550,770
fig|287.13173.peg.1367,1656,1698,1818,1597,1487,2133
fig|287.13173.peg.1368,960,1057,1194,1099,1052,1000
fig|287.13173.peg.1369,433,395,521,431,426,356
fig|287.13173.peg.1370,807,674,819,640,724,716
fig|287.13173.peg.1371,3101,2725,2920,2566,2396,4174
fig|287.13173.peg.1372,468,373,435,387,277,590
fig|287.13173.peg.1373,2103,1854,1690,1912,1656,2759
fig|287.13173.peg.1374,1231,1066,1213,1143,922,1303
fig|287.13173.peg.1375,7197,6163,6223,7016,7356,6649
fig|287.13173.peg.1376,436,255,291,305,230,278
fig|287.13173.peg.1377,2984,2629,3168,2541,3106,1532
fig|287.13173.peg.1378,1518,1321,1512,1104,1158,1305
fig|287.13173.peg.1379,2345,2175,2398,1952,1819,3063
fig|287.13173.peg.1380,7168,5899,5799,5777,5161,9589
fig|287.13173.peg.1381,14548,12917,10907,13931,10438,37515
fig|287.13173.peg.1382,10976,10970,8774,11420,8196,27833
fig|287.13173.peg.1383,2223,2151,1799,2219,1468,4061
fig|287.13173.peg.1384,10193,10476,9974,10849,9696,13330
fig|287.13173.peg.1385,2215,2082,1904,2439,1512,3451
fig|287.13173.peg.1386,841,921,866,901,751,1114
fig|287.13173.peg.1387,2564,2444,2442,2880,2348,3022
fig|287.13173.peg.1388,3259,2866,3119,3197,2756,4077
fig|287.13173.peg.1389,18365,17031,17026,17454,14334,31186
fig|287.13173.peg.1390,9573,9969,9374,8985,7985,13121
fig|287.13173.peg.1391,5358,5091,5032,5380,4465,8574
fig|287.13173.peg.1392,2509,2254,2216,2341,2021,3579
fig|287.13173.peg.1393,4663,4421,4395,4826,3931,6346
fig|287.13173.peg.1394,1391,1337,1393,1584,1275,1795
fig|287.13173.peg.1395,1551,1396,1485,1400,1323,1608
fig|287.13173.peg.1396,2140,1838,1883,1911,1816,3461
fig|287.13173.peg.1397,11635,10238,10769,10753,9485,15249
fig|287.13173.peg.1398,7846,7454,7836,7088,5969,11221
fig|287.13173.peg.1399,342,335,369,293,218,328
fig|287.13173.peg.1400,10034,9081,9818,7752,7215,17110
fig|287.13173.peg.1401,3508,3303,3642,3412,2932,6237
fig|287.13173.peg.1402,14911,14150,15755,12692,11057,21290
fig|287.13173.peg.1403,1658,1432,1511,1603,1635,1859
fig|287.13173.peg.1404,522,526,587,415,466,645
fig|287.13173.peg.1405,593,559,601,539,547,725
fig|287.13173.peg.1406,440,411,456,431,401,699
fig|287.13173.peg.1407,440,340,375,349,343,410
fig|287.13173.peg.1408,10268,7930,9728,7060,6826,10749
fig|287.13173.peg.1409,2703,2195,2658,1885,1864,3108
fig|287.13173.peg.1410,2239,2174,2221,2243,1907,2509
fig|287.13173.peg.1411,1255,1104,1266,1013,979,1407
fig|287.13173.peg.1412,2950,2546,2775,2639,2384,4724
fig|287.13173.peg.1413,3780,3298,3603,3405,3198,4812
fig|287.13173.peg.1414,21987,18981,21617,19803,19776,17335
fig|287.13173.peg.1415,34423,29642,37774,28849,35482,25715
fig|287.13173.peg.1416,7517,6494,5562,7562,6412,12155
fig|287.13173.peg.1417,2051,1693,1730,1575,1358,3179
fig|287.13173.peg.1418,839,721,902,750,811,723
fig|287.13173.peg.1419,568,578,557,504,474,617
fig|287.13173.peg.1420,17429,10581,11073,9689,11692,12090
fig|287.13173.peg.1421,1708,948,1260,925,1026,1284
fig|287.13173.peg.1422,6013,4824,6940,4327,5946,3955
fig|287.13173.peg.1423,4572,3677,5926,2917,4358,2071
fig|287.13173.peg.1424,3124,2632,3592,2009,2335,2548
fig|287.13173.peg.1425,644,576,685,473,518,547
fig|287.13173.peg.1426,1764,1660,2169,1378,1916,1341
fig|287.13173.peg.1427,132,117,143,101,113,173
fig|287.13173.peg.1428,149,147,159,123,154,138
fig|287.13173.peg.1429,208,171,224,196,176,227
fig|287.13173.peg.1430,125,123,110,90,111,202
fig|287.13173.peg.1431,368,352,372,380,330,586
fig|287.13173.peg.1432,855,804,901,775,746,1199
fig|287.13173.peg.1433,2993,2887,3261,3035,2519,5325
fig|287.13173.peg.1434,727,663,589,686,551,1163
fig|287.13173.peg.1435,3310,2592,2814,2517,2446,4061
fig|287.13173.peg.1436,722,772,842,833,904,593
fig|287.13173.peg.1437,156,119,115,101,105,73
fig|287.13173.peg.1438,884,825,817,860,815,880
fig|287.13173.peg.1439,330,207,288,200,279,290
fig|287.13173.peg.1440,367,268,373,279,329,250
fig|287.13173.peg.1441,167,188,187,146,174,162
fig|287.13173.peg.1442,311,294,366,292,330,366
fig|287.13173.peg.1443,17,31,22,28,34,28
fig|287.13173.peg.1444,912,756,844,760,891,658
fig|287.13173.peg.1445,127,136,120,117,103,120
fig|287.13173.peg.1446,47,44,61,30,25,29
fig|287.13173.peg.1447,15,30,23,26,14,11
fig|287.13173.peg.1448,423,363,409,450,460,411
fig|287.13173.peg.1449,72,65,75,68,58,71
fig|287.13173.peg.1450,262,227,232,229,222,225
fig|287.13173.peg.1451,1100,888,964,907,941,1109
fig|287.13173.peg.1452,771,793,976,887,942,771
fig|287.13173.peg.1453,318,332,382,350,304,381
fig|287.13173.peg.1454,1781,1649,1534,2178,2347,1603
fig|287.13173.peg.1455,1263,1188,1206,1006,1055,1526
fig|287.13173.peg.1456,133,55,82,77,128,39
fig|287.13173.peg.1457,2322,1285,1940,1418,2119,744
fig|287.13173.peg.1458,946,683,748,1022,1135,526
fig|287.13173.peg.1459,951,851,772,899,857,1094
fig|287.13173.peg.1460,635,614,574,532,589,804
fig|287.13173.peg.1461,423,307,392,330,318,360
fig|287.13173.peg.1462,722,586,848,599,849,730
fig|287.13173.peg.1463,2617,2170,2609,1961,2260,2377
fig|287.13173.peg.1464,4229,3593,4170,3589,4257,2862
fig|287.13173.peg.1465,1544,1440,1527,1445,1425,1778
fig|287.13173.peg.1466,720,632,880,758,870,722
fig|287.13173.peg.1467,1517,1245,1663,1100,1460,888
fig|287.13173.peg.1468,831,697,865,669,842,626
fig|287.13173.peg.1469,14149,9602,14033,8955,13407,5225
fig|287.13173.peg.1470,2209,1434,2533,1399,2271,754
fig|287.13173.peg.1471,2786,1392,2916,1335,2591,511
fig|287.13173.peg.1472,1013,852,1120,773,937,768
fig|287.13173.peg.1473,483,389,421,473,526,510
fig|287.13173.peg.1474,343,294,324,260,315,255
fig|287.13173.peg.1475,95,75,105,55,55,55
fig|287.13173.peg.1476,206,159,240,179,180,150
fig|287.13173.peg.1477,912,826,872,722,760,1002
fig|287.13173.peg.1478,368,280,316,260,310,276
fig|287.13173.peg.1479,63,46,42,35,33,56
fig|287.13173.peg.1480,425,450,422,322,360,642
fig|287.13173.peg.1481,14680,14000,15892,12056,12564,14606
fig|287.13173.peg.1482,919,761,784,755,758,1094
fig|287.13173.peg.1483,666,700,660,636,603,827
fig|287.13173.peg.1484,3737,3452,3775,3673,3160,4862
fig|287.13173.peg.1485,2741,2509,2596,2396,2079,2939
fig|287.13173.peg.1486,15880,14761,15999,13377,13539,18616
fig|287.13173.peg.1487,6673,6297,6554,5717,5208,8387
fig|287.13173.peg.1488,10313,8897,10007,8030,7950,13597
fig|287.13173.peg.1489,983,744,798,736,674,898
fig|287.13173.peg.1490,199,186,196,130,159,195
fig|287.13173.peg.1491,65,74,84,58,63,88
fig|287.13173.peg.1492,744,656,799,717,818,705
fig|287.13173.peg.1493,76,89,87,105,110,89
fig|287.13173.peg.1494,71,76,79,43,71,74
fig|287.13173.peg.1495,105,91,99,92,96,83
fig|287.13173.peg.1496,1636,1310,1423,1265,1475,1441
fig|287.13173.peg.1497,90,124,94,71,97,88
fig|287.13173.peg.1498,60,52,51,60,50,45
fig|287.13173.peg.1499,164,141,161,151,117,125
fig|287.13173.peg.1500,439,425,480,419,408,415
fig|287.13173.peg.1501,345,352,378,366,318,446
fig|287.13173.peg.1502,2269,2273,2251,2273,1954,3846
fig|287.13173.peg.1503,1987,1734,1964,1679,1678,2291
fig|287.13173.peg.1504,527,394,372,380,347,788
fig|287.13173.peg.1505,970,783,904,777,770,811
fig|287.13173.peg.1506,237,205,210,176,195,207
fig|287.13173.peg.1507,504,428,493,440,465,484
fig|287.13173.peg.1508,25652,22512,22126,22058,22638,26444
fig|287.13173.peg.1509,368,204,246,192,167,350
fig|287.13173.peg.1510,6577,3489,4342,4132,4931,5272
fig|287.13173.peg.1511,1638,2465,2625,2070,1685,2503
fig|287.13173.peg.1512,33582,28690,33883,29520,31787,44473
fig|287.13173.peg.1513,2940,2488,2833,2337,2528,2914
fig|287.13173.peg.1514,2132,2089,2499,1912,2007,3033
fig|287.13173.peg.1515,1866,1820,2232,1771,2209,1416
fig|287.13173.peg.1516,6399,5928,5996,5417,4376,11146
fig|287.13173.peg.1517,13766,11170,11435,10548,12266,14245
fig|287.13173.peg.1518,214,173,183,177,199,214
fig|287.13173.peg.1519,470,412,461,363,475,499
fig|287.13173.peg.1520,74,66,66,43,57,45
fig|287.13173.peg.1521,236,163,214,150,161,171
fig|287.13173.peg.1522,152,112,148,125,131,86
fig|287.13173.peg.1523,99,62,68,64,67,94
fig|287.13173.peg.1524,195,151,196,165,161,151
fig|287.13173.peg.1525,255,171,235,160,177,246
fig|287.13173.peg.1526,828,699,773,640,683,873
fig|287.13173.peg.1527,2990,2917,3160,2818,3418,2996
fig|287.13173.peg.1528,845,876,781,767,682,977
fig|287.13173.peg.1529,350,286,315,332,239,514
fig|287.13173.peg.1530,190,216,199,193,181,284
fig|287.13173.peg.1531,189,254,211,196,184,322
fig|287.13173.peg.1532,683,737,759,547,545,1000
fig|287.13173.peg.1533,173,152,186,141,103,225
fig|287.13173.peg.1534,146,148,137,130,110,297
fig|287.13173.peg.1535,849,639,668,645,668,487
fig|287.13173.peg.1536,766,584,592,651,539,644
fig|287.13173.peg.1537,1003,847,768,833,746,1075
fig|287.13173.peg.1538,7624,6602,6730,6487,5939,9074
fig|287.13173.peg.1539,2500,1970,2407,1878,1913,2510
fig|287.13173.peg.1540,3423,3219,3140,3500,2781,5956
fig|287.13173.peg.1541,1833,2432,2379,132,155,190
fig|287.13173.peg.1542,951,998,1172,409,345,589
fig|287.13173.peg.1543,6518,6081,7492,30,27,67
fig|287.13173.peg.1544,16169,14258,16490,285,272,391
fig|287.13173.peg.1545,1662,1409,1774,908,767,1230
fig|287.13173.peg.1546,244,166,177,210,142,413
fig|287.13173.peg.1547,261,232,259,253,200,620
fig|287.13173.peg.1548,3062,2820,3121,2839,2233,5252
fig|287.13173.peg.1549,516,449,517,498,489,905
fig|287.13173.peg.1550,4741,4591,5134,4810,4966,6165
fig|287.13173.peg.1551,403,390,376,338,356,412
fig|287.13173.peg.1552,299,248,326,238,233,371
fig|287.13173.peg.1553,1031,916,920,864,767,1247
fig|287.13173.peg.1554,473,330,399,338,393,370
fig|287.13173.peg.1555,283,239,269,303,299,330
fig|287.13173.peg.1556,2762,2333,2557,2103,2126,3078
fig|287.13173.peg.1557,2323,1974,2913,1625,2384,1119
fig|287.13173.peg.1558,469,499,550,439,491,387
fig|287.13173.peg.1559,248,240,258,239,237,411
fig|287.13173.peg.1560,670,530,825,575,736,476
fig|287.13173.peg.1561,1414,1137,1832,1117,1286,1266
fig|287.13173.peg.1562,1749,1344,2049,1252,1513,1196
fig|287.13173.peg.1563,5411,4104,5799,3773,4755,3565
fig|287.13173.peg.1564,474,430,518,464,462,305
fig|287.13173.peg.1565,1564,1159,1371,1319,1294,1440
fig|287.13173.peg.1566,292,257,280,157,182,253
fig|287.13173.peg.1567,529,435,510,407,416,591
fig|287.13173.peg.1568,3134,2673,3383,2574,2702,2626
fig|287.13173.peg.1569,310,262,308,228,251,273
fig|287.13173.peg.1570,835,836,703,869,736,1332
fig|287.13173.peg.1571,1327,1069,1113,1059,1025,1754
fig|287.13173.peg.1572,618,618,1010,481,772,203
fig|287.13173.peg.1573,6375,6039,5189,5373,4594,12239
fig|287.13173.peg.1574,121,71,87,84,100,97
fig|287.13173.peg.1575,43,40,29,36,23,60
fig|287.13173.peg.1576,96,99,92,74,62,96
fig|287.13173.peg.1577,2451,1333,1356,1046,1063,3111
fig|287.13173.peg.1578,1051,575,575,664,615,1052
fig|287.13173.peg.1579,765,788,921,735,628,689
fig|287.13173.peg.1580,120,165,137,103,96,173
fig|287.13173.peg.1581,255,290,251,194,180,283
fig|287.13173.peg.1582,704,748,909,393,399,479
fig|287.13173.peg.1583,2967,2714,3121,2659,2620,4128
fig|287.13173.peg.1584,3376,3044,3677,3578,3332,4657
fig|287.13173.peg.1585,3882,3388,4326,3441,4450,2887
fig|287.13173.peg.1586,3156,2610,2951,2999,3219,3211
fig|287.13173.peg.1587,1976,1705,1860,2183,2149,2382
fig|287.13173.peg.1588,108,105,126,73,82,152
fig|287.13173.peg.1589,920,862,910,763,673,1380
fig|287.13173.peg.1590,537,471,512,442,478,634
fig|287.13173.peg.1591,148,172,159,148,185,226
fig|287.13173.peg.1592,206,183,263,183,195,222
fig|287.13173.peg.1593,508,389,537,336,519,321
fig|287.13173.peg.1594,165,180,196,164,200,167
fig|287.13173.peg.1595,39,31,61,31,40,55
fig|287.13173.peg.1596,984,785,1099,802,973,915
fig|287.13173.peg.1597,453,429,612,374,400,273
fig|287.13173.peg.1598,420,380,423,293,381,232
fig|287.13173.peg.1599,221,215,234,174,200,208
fig|287.13173.peg.1600,1097,966,1035,1222,1102,1227
fig|287.13173.peg.1601,16,16,17,15,15,10
fig|287.13173.peg.1602,552,502,498,503,511,556
fig|287.13173.peg.1603,255,209,270,212,196,217
fig|287.13173.peg.1604,171,143,164,91,166,132
fig|287.13173.peg.1605,1445,1293,1525,1240,1435,1156
fig|287.13173.peg.1606,685,532,866,394,655,360
fig|287.13173.peg.1607,180,140,301,90,229,54
fig|287.13173.peg.1608,191,161,283,86,191,77
fig|287.13173.peg.1609,165,138,266,77,100,72
fig|287.13173.peg.1610,132,109,116,51,93,74
fig|287.13173.peg.1611,267,128,188,135,155,154
fig|287.13173.peg.1612,1684,1183,1356,1164,1248,1235
fig|287.13173.peg.1613,661,583,625,627,526,688
fig|287.13173.peg.1614,77,118,75,110,68,188
fig|287.13173.peg.1615,217,374,344,323,217,526
fig|287.13173.peg.1616,134,198,260,154,132,116
fig|287.13173.peg.1617,400,440,448,399,351,381
fig|287.13173.peg.1618,367,424,551,386,347,390
fig|287.13173.peg.1619,47,38,46,37,45,39
fig|287.13173.peg.1620,36,35,42,30,23,45
fig|287.13173.peg.1621,145,108,166,135,122,115
fig|287.13173.peg.1622,604,440,571,522,477,276
fig|287.13173.peg.1623,142,140,117,134,156,148
fig|287.13173.peg.1624,860,825,931,706,699,805
fig|287.13173.peg.1625,565,460,570,479,498,664
fig|287.13173.peg.1626,615,561,614,542,474,565
fig|287.13173.peg.1627,1316,1049,1455,987,1109,825
fig|287.13173.peg.1628,787,657,784,622,632,880
fig|287.13173.peg.1629,5525,4574,6591,2306,1703,5705
fig|287.13173.peg.1630,10,19,20,17,10,18
fig|287.13173.peg.1631,24,15,11,18,17,20
fig|287.13173.peg.1632,29,30,37,15,23,9
fig|287.13173.peg.1633,112,109,108,89,126,93
fig|287.13173.peg.1634,345,332,387,275,327,345
fig|287.13173.peg.1635,232,207,245,218,216,201
fig|287.13173.peg.1636,158,108,124,104,127,160
fig|287.13173.peg.1637,98,58,71,61,86,70
fig|287.13173.peg.1638,181,168,165,173,128,285
fig|287.13173.peg.1639,121,99,103,97,100,82
fig|287.13173.peg.1640,149,128,135,126,123,149
fig|287.13173.peg.1641,11033,8866,9330,11000,10062,9251
fig|287.13173.peg.1642,555,685,619,802,485,2383
fig|287.13173.peg.1643,1398,2371,1734,4555,3516,9550
fig|287.13173.peg.1644,133,247,129,449,266,673
fig|287.13173.peg.1645,78,85,73,153,100,305
fig|287.13173.peg.1646,31,42,40,68,51,157
fig|287.13173.peg.1647,60,73,82,124,97,278
fig|287.13173.peg.1648,202,266,210,373,312,871
fig|287.13173.peg.1649,228,295,285,364,310,1064
fig|287.13173.peg.1650,214,260,271,240,254,740
fig|287.13173.peg.1651,131,170,196,167,143,583
fig|287.13173.peg.1652,552,670,811,570,646,1729
fig|287.13173.peg.1653,512,566,637,458,434,851
fig|287.13173.peg.1654,474,366,488,381,334,575
fig|287.13173.peg.1655,268,220,256,235,295,300
fig|287.13173.peg.1656,259,221,251,278,260,324
fig|287.13173.peg.1657,964,588,775,738,692,1023
fig|287.13173.peg.1658,359,319,358,314,278,490
fig|287.13173.peg.1659,746,448,515,528,524,710
fig|287.13173.peg.1660,1692,1196,1584,1277,1517,1320
fig|287.13173.peg.1661,432,223,389,217,403,135
fig|287.13173.peg.1662,490,359,492,303,480,275
fig|287.13173.peg.1663,345,240,361,238,290,234
fig|287.13173.peg.1664,202,146,178,146,150,139
fig|287.13173.peg.1665,374,246,336,118,116,124
fig|287.13173.peg.1666,184,139,182,127,127,214
fig|287.13173.peg.1667,584,434,553,489,554,625
fig|287.13173.peg.1668,137,103,126,120,132,176
fig|287.13173.peg.1669,761,769,950,607,688,819
fig|287.13173.peg.1670,4287,3008,4471,3166,4251,1737
fig|287.13173.peg.1671,1793,1344,1968,1376,1816,1375
fig|287.13173.peg.1672,1348,1124,1351,1169,1333,1097
fig|287.13173.peg.1673,4723,4062,4946,4015,4809,4157
fig|287.13173.peg.1674,6088,5365,7042,5194,6092,5453
fig|287.13173.peg.1675,20303,16217,18010,18205,19036,20111
fig|287.13173.peg.1676,2373,1921,2241,2120,2043,2653
fig|287.13173.peg.1677,24903,21619,27390,21060,26748,19247
fig|287.13173.peg.1678,4068,3608,4789,3715,4277,3975
fig|287.13173.peg.1679,2362,1798,2499,2056,2657,1575
fig|287.13173.peg.1680,1988,1695,2235,1786,2035,1533
fig|287.13173.peg.1681,1214,1032,1009,1111,841,1609
fig|287.13173.peg.1682,3490,3318,3319,3308,2734,4997
fig|287.13173.peg.1683,1010,824,983,932,967,748
fig|287.13173.peg.1684,723,622,751,731,868,551
fig|287.13173.peg.1685,2330,1850,2060,1740,1961,2608
fig|287.13173.peg.1686,256,270,250,250,245,263
fig|287.13173.peg.1687,3874,3275,3874,3269,3569,3083
fig|287.13173.peg.1688,954,914,934,944,800,1442
fig|287.13173.peg.1689,490,442,518,449,484,419
fig|287.13173.peg.1690,1565,1423,2034,843,1081,1130
fig|287.13173.peg.1691,891,720,1167,110,156,62
fig|287.13173.peg.1692,1887,1626,2248,79,121,88
fig|287.13173.peg.1693,2723,2105,3017,67,63,75
fig|287.13173.peg.1694,2161,1707,2697,48,50,57
fig|287.13173.peg.1695,1374,1168,1890,13,31,16
fig|287.13173.peg.1696,2817,2319,3858,115,139,152
fig|287.13173.peg.1697,1727,1372,1930,9,23,34
fig|287.13173.peg.1698,2961,2409,3163,57,76,44
fig|287.13173.peg.1699,3551,2908,3662,19,20,25
fig|287.13173.peg.1700,21990,19481,20694,497,556,613
fig|287.13173.peg.1701,26429,23959,29355,1738,1784,2174
fig|287.13173.peg.1702,356,298,342,163,191,202
fig|287.13173.peg.1703,343,307,384,309,356,314
fig|287.13173.peg.1704,199,155,220,158,195,196
fig|287.13173.peg.1705,1189,1094,1159,1263,1059,1518
fig|287.13173.peg.1706,244,216,310,259,273,235
fig|287.13173.peg.1707,39,39,21,25,19,28
fig|287.13173.peg.1708,15,15,9,5,7,9
fig|287.13173.peg.1709,1247,1203,996,1698,1388,4967
fig|287.13173.peg.1710,178,167,163,151,196,186
fig|287.13173.peg.1711,1558,1334,1577,1344,1455,1344
fig|287.13173.peg.1712,313,316,350,354,306,417
fig|287.13173.peg.1713,237,227,234,234,175,274
fig|287.13173.peg.1714,274,285,282,263,199,413
fig|287.13173.peg.1715,3042,2928,3487,2658,3052,3944
fig|287.13173.peg.1716,270,271,281,215,151,411
fig|287.13173.peg.1717,1104,871,1503,883,1259,549
fig|287.13173.peg.1718,1482,1325,1362,1309,1211,1902
fig|287.13173.peg.1719,37274,29613,41782,16467,18675,29670
fig|287.13173.peg.1720,15,14,5,4,9,8
fig|287.13173.peg.1721,1715,1555,1319,1446,1069,3485
fig|287.13173.peg.1722,823,710,912,745,808,620
fig|287.13173.peg.1723,949,834,925,902,942,762
fig|287.13173.peg.1724,1114,953,1029,977,1062,1073
fig|287.13173.peg.1725,1859,1571,2231,1417,1953,2146
fig|287.13173.peg.1726,757,707,708,743,760,715
fig|287.13173.peg.1727,122,84,117,137,143,94
fig|287.13173.peg.1728,582,458,613,514,646,446
fig|287.13173.peg.1729,182,161,185,118,146,253
fig|287.13173.peg.1730,5273,4590,4742,5228,5738,4412
fig|287.13173.peg.1731,1107,894,1100,941,997,1121
fig|287.13173.peg.1732,2203,1566,2166,1725,1996,1937
fig|287.13173.peg.1733,8600,7581,8330,7683,7835,11335
fig|287.13173.peg.1734,99,86,114,75,104,42
fig|287.13173.peg.1735,1,2,2,5,8,6
fig|287.13173.peg.1736,2935,2678,2730,2721,2189,3970
fig|287.13173.peg.1737,691,957,745,1920,1069,4184
fig|287.13173.peg.1738,13995,12550,12102,14749,14349,13092
fig|287.13173.peg.1739,1538,1144,1176,1293,1125,1417
fig|287.13173.peg.1740,255,197,212,229,189,193
fig|287.13173.peg.1741,271,220,211,365,273,271
fig|287.13173.peg.1742,1934,1518,1901,1525,1735,1646
fig|287.13173.peg.1743,526,505,589,388,481,247
fig|287.13173.peg.1744,325,318,376,232,254,333
fig|287.13173.peg.1745,243,176,272,176,217,168
fig|287.13173.peg.1746,2239,1931,2028,1749,1696,2866
fig|287.13173.peg.1747,675,608,661,660,561,932
fig|287.13173.peg.1748,445,451,420,418,322,332
fig|287.13173.peg.1749,6,15,8,1,5,12
fig|287.13173.peg.1750,672,532,567,709,843,657
fig|287.13173.peg.1751,312,269,276,278,288,239
fig|287.13173.peg.1752,53,38,44,42,57,84
fig|287.13173.peg.1753,123,110,98,77,124,103
fig|287.13173.peg.1754,12821,14852,10570,50993,41008,112432
fig|287.13173.peg.1755,18,14,11,29,27,96
fig|287.13173.peg.1756,476,505,464,635,634,1265
fig|287.13173.peg.1757,236,244,314,159,164,208
fig|287.13173.peg.1758,605,578,717,565,589,577
fig|287.13173.peg.1759,295,263,259,323,180,648
fig|287.13173.peg.1760,113,99,134,86,81,98
fig|287.13173.peg.1761,125,103,120,80,139,55
fig|287.13173.peg.1762,94,57,94,62,64,59
fig|287.13173.peg.1763,2551,2298,2801,2198,2569,1737
fig|287.13173.peg.1764,14043,11517,14935,12240,14095,3864
fig|287.13173.peg.1765,4973,5253,5563,4629,4326,3817
fig|287.13173.peg.1766,1128,1025,1117,1105,943,1187
fig|287.13173.peg.1767,1130,1568,1242,1587,959,2983
fig|287.13173.peg.1768,2136,1832,2015,2043,2026,1999
fig|287.13173.peg.1769,22939,19019,15466,24446,13645,33602
fig|287.13173.peg.1770,778,667,702,712,587,1226
fig|287.13173.peg.1771,695,530,721,521,635,554
fig|287.13173.peg.1772,2669,2446,2387,2403,2055,4284
fig|287.13173.peg.1773,25048,20431,21025,20968,19575,24506
fig|287.13173.peg.1774,718,481,769,601,689,406
fig|287.13173.peg.1775,2506,2176,2834,2262,2515,2088
