gene_id,WT1,WT2,A1,A2
PA14_RS25340,1,0,6,13
PA14_RS25345,0,0,11,11
PA14_RS25350,1,5,9,20
PA14_RS25355,1,0,0,0
PA14_RS25360,0,1,1,2
PA14_RS25365,0,3,3,6
PA14_RS25370,1,0,1,2
PA14_RS25375,2,2,3,6
PA14_RS25380,8,3,21,32
PA14_RS25385,3,5,26,37
PA14_RS25390,2,0,18,19
PA14_RS25395,9,4,44,43
PA14_RS25400,0,1,7,6
PA14_RS25405,17,13,94,91
PA14_RS25410,98,59,237,268
PA14_RS25415,3,3,5,5
PA14_RS25420,4,0,1,8
PA14_RS25425,7,1,7,13
PA14_RS25430,82,50,406,417
PA14_RS25435,10,5,17,18
PA14_RS25440,5,4,13,17
PA14_RS25445,18,12,57,55
PA14_RS25450,0,0,2,4
PA14_RS25455,1,1,8,11
PA14_RS25460,1,1,4,0
PA14_RS25465,0,0,7,4
PA14_RS25470,9,13,16,28
PA14_RS25475,16,10,49,61
PA14_RS25480,2,1,22,10
PA14_RS25485,2,2,27,20
PA14_RS25490,5,1,25,17
PA14_RS25495,397,259,337,425
PA14_RS25500,161,99,349,283
PA14_RS25505,33,30,84,103
PA14_RS25510,153,116,280,328
PA14_RS25515,5,3,17,11
PA14_RS25520,29,18,334,279
PA14_RS25525,33,35,254,183
PA14_RS25530,2,0,12,12
PA14_RS25535,12,5,28,42
PA14_RS25540,698,422,3300,3495
PA14_RS25545,16,8,145,120
PA14_RS25550,3,4,93,73
PA14_RS25555,120,71,297,258
PA14_RS25560,851,578,2364,2215
PA14_RS25565,74,55,537,443
PA14_RS25570,7,6,87,85
PA14_RS25575,20,14,64,72
PA14_RS25580,45,29,89,86
PA14_RS25585,21,10,106,74
PA14_RS25590,117,74,277,291
PA14_RS25595,91,65,212,180
PA14_RS25600,1,4,26,31
PA14_RS25605,349,207,524,555
PA14_RS25610,14,7,94,82
PA14_RS25615,6,13,47,41
PA14_RS25620,1,0,11,7
PA14_RS25625,0,1,5,5
PA14_RS25630,2,0,26,44
PA14_RS25635,4,1,7,5
PA14_RS25640,2,3,5,11
PA14_RS25645,0,0,1,1
PA14_RS25650,15,12,23,64
PA14_RS25655,9,3,61,55
PA14_RS25660,0,0,3,3
PA14_RS25665,0,0,1,0
PA14_RS25680,2,0,7,12
PA14_RS25685,0,2,4,6
PA14_RS25690,0,0,2,1
PA14_RS25695,10,5,67,51
PA14_RS25700,7,5,16,22
PA14_RS25705,66,49,580,448
PA14_RS25710,2,1,24,45
PA14_RS25715,9,6,34,49
PA14_RS25720,18,9,77,106
PA14_RS25725,51,22,64,81
PA14_RS25730,5,1,19,10
PA14_RS25735,1,0,20,14
PA14_RS25740,2,0,11,7
PA14_RS25745,1,1,14,9
PA14_RS25750,1,0,3,2
PA14_RS25755,86,29,173,204
PA14_RS25760,2,1,13,10
PA14_RS25765,193,126,2774,2924
PA14_RS25770,0,1,1,2
PA14_RS25775,4,3,21,24
PA14_RS25780,43,27,190,181
PA14_RS25785,9,2,50,52
PA14_RS25790,34,8,116,153
PA14_RS25795,22,15,50,79
PA14_RS25800,36,20,59,67
PA14_RS25805,134,121,403,362
PA14_RS25810,124,98,225,209
PA14_RS25815,99,77,205,197
PA14_RS25820,43,22,113,63
PA14_RS25825,52,38,80,82
PA14_RS25830,119,91,360,392
PA14_RS25835,3,6,11,9
PA14_RS25840,11,10,41,46
PA14_RS25845,3,1,13,8
PA14_RS25850,1,0,8,5
PA14_RS25855,0,0,1,0
PA14_RS25860,0,0,8,3
PA14_RS25865,8,7,33,24
PA14_RS25870,2,1,4,6
PA14_RS25875,16,8,25,31
PA14_RS25880,2,3,8,6
PA14_RS25885,0,0,6,5
PA14_RS25890,2,3,55,59
PA14_RS25895,2,2,42,26
PA14_RS25900,13,6,32,52
PA14_RS25905,1,2,9,4
PA14_RS25910,61,49,180,214
PA14_RS25915,6,7,19,34
PA14_RS25920,139,87,385,325
PA14_RS25925,5,8,22,36
PA14_RS25930,15,10,19,18
PA14_RS25935,5,1,3,13
PA14_RS25940,1,1,8,3
PA14_RS25945,0,0,3,2
PA14_RS25950,4,5,36,24
PA14_RS25955,44,29,185,242
PA14_RS25960,29,9,108,123
PA14_RS25965,3,1,2,1
PA14_RS25970,13,7,35,20
PA14_RS25975,12,5,46,34
PA14_RS25980,2,0,6,21
PA14_RS25985,2,3,21,32
PA14_RS25990,1,3,4,3
PA14_RS25995,0,0,4,8
PA14_RS26000,1,0,3,5
PA14_RS26005,2,1,4,2
PA14_RS26010,0,0,1,2
PA14_RS26015,22,7,113,90
PA14_RS26025,2,3,8,13
PA14_RS26030,2,2,16,16
PA14_RS26035,4,4,24,27
PA14_RS26040,7,8,79,98
PA14_RS26045,3,0,9,10
PA14_RS26050,0,0,6,6
PA14_RS26055,0,1,1,0
PA14_RS26060,2,0,4,2
PA14_RS26065,13,12,19,29
PA14_RS26070,0,0,4,2
PA14_RS26075,6,10,27,27
PA14_RS26080,0,0,2,1
PA14_RS26085,0,0,0,1
PA14_RS26090,4,5,26,22
PA14_RS26095,0,0,0,4
PA14_RS26100,0,2,16,11
PA14_RS26105,0,1,1,1
PA14_RS26110,0,0,10,10
PA14_RS26115,0,0,0,1
PA14_RS26120,15,6,37,33
PA14_RS26125,3,2,9,10
PA14_RS26130,9,9,74,75
PA14_RS26135,10,6,33,48
PA14_RS26140,2,2,82,14
PA14_RS26150,2,0,8,9
PA14_RS26155,2,2,12,13
PA14_RS26160,4,4,19,14
PA14_RS26165,0,3,1,2
PA14_RS26170,3,0,2,0
PA14_RS26175,0,3,7,9
PA14_RS26180,557,394,1054,985
PA14_RS26185,15,11,13,17
PA14_RS26190,3,5,44,69
PA14_RS26195,83,67,557,566
PA14_RS26200,1041,608,2448,2436
PA14_RS26205,733,504,2338,2166
PA14_RS26210,5,5,34,23
PA14_RS26215,11,15,180,155
PA14_RS26220,57,34,512,507
PA14_RS26225,38,25,544,507
PA14_RS26230,165,75,1236,1343
PA14_RS26235,67,48,432,350
PA14_RS26240,40,30,318,320
PA14_RS26245,84,73,245,201
PA14_RS26250,2,2,28,21
PA14_RS26255,3,3,8,17
PA14_RS26260,1,2,15,15
PA14_RS26265,3,1,0,2
PA14_RS26270,13,8,30,27
PA14_RS26275,3,1,24,14
PA14_RS26280,8,4,23,33
PA14_RS26285,8,4,7,11
PA14_RS26290,16,16,12,10
PA14_RS26295,12,12,4,5
PA14_RS26300,8,7,1,5
PA14_RS26305,81,49,29,23
PA14_RS26310,15,11,59,57
PA14_RS26315,0,0,3,4
PA14_RS26320,1,0,1,1
PA14_RS26325,16,9,90,108
PA14_RS26330,4,5,59,60
PA14_RS26335,13,5,57,59
PA14_RS26340,0,0,8,5
PA14_RS26345,4,3,16,10
PA14_RS26350,135,115,576,654
PA14_RS26355,13,11,29,17
PA14_RS26360,18,11,50,36
PA14_RS26365,9,3,11,15
PA14_RS26370,119,67,164,165
PA14_RS26375,2,2,40,31
PA14_RS26380,0,0,7,6
PA14_RS26385,0,0,1,0
PA14_RS26390,0,0,0,1
PA14_RS26395,7,4,48,67
PA14_RS26400,11,6,23,34
PA14_RS26405,5,5,5,11
PA14_RS26410,4,2,3,5
PA14_RS26415,2,0,1,5
PA14_RS26420,5,7,33,26
PA14_RS26425,3,3,13,3
PA14_RS26430,2,2,3,8
PA14_RS26435,4,4,12,8
PA14_RS26440,0,1,2,2
PA14_RS26445,4,3,3,0
PA14_RS26450,0,1,1,1
PA14_RS26455,16,9,49,31
PA14_RS26460,2,0,6,14
PA14_RS26465,1,0,3,4
PA14_RS26470,0,0,3,7
PA14_RS26475,1,1,13,9
PA14_RS26480,11,11,82,56
PA14_RS26485,0,2,5,1
PA14_RS26490,3,3,23,15
PA14_RS26495,0,2,0,2
PA14_RS26500,1,1,3,1
PA14_RS26505,1,0,5,6
PA14_RS26510,0,0,3,0
PA14_RS26515,1,2,5,11
PA14_RS26520,1,2,7,12
PA14_RS26525,0,0,1,5
PA14_RS26530,16,6,31,40
PA14_RS26535,1,0,2,17
PA14_RS26540,6,4,14,17
PA14_RS26545,47,48,53,55
PA14_RS26550,11,6,5,6
PA14_RS26555,1,0,0,0
PA14_RS26560,20,23,373,425
PA14_RS26565,69,60,472,530
PA14_RS26570,45,50,148,204
PA14_RS26575,8,4,27,20
PA14_RS26580,2,1,0,8
PA14_RS26585,16,10,70,74
PA14_RS26590,5,2,73,58
PA14_RS26595,4,0,13,18
PA14_RS26600,0,0,13,7
PA14_RS26605,12,4,17,15
PA14_RS26610,11,13,37,29
PA14_RS26615,23,32,27,26
PA14_RS26620,8,5,9,7
PA14_RS26625,10,3,28,32
PA14_RS26630,0,0,4,6
PA14_RS26635,3,1,5,18
PA14_RS26640,0,2,4,5
PA14_RS26645,1,1,2,4
PA14_RS26650,0,0,4,3
PA14_RS26655,3,1,4,6
PA14_RS26660,2328,2998,5078,6827
PA14_RS26665,2283,3054,5021,7059
PA14_RS26670,11,7,47,48
PA14_RS26675,0,0,4,7
PA14_RS26680,0,0,0,2
PA14_RS26685,25,13,67,60
PA14_RS26690,0,0,13,22
PA14_RS26695,5,1,12,11
PA14_RS26700,3,1,7,9
PA14_RS26705,15,5,82,86
PA14_RS26710,0,1,9,5
PA14_RS26715,3,2,8,26
PA14_RS26720,15,16,88,71
PA14_RS26725,7,2,43,36
PA14_RS26730,28,33,99,94
PA14_RS26735,50,39,94,127
PA14_RS26740,18,12,99,109
PA14_RS26745,0,4,37,49
PA14_RS26750,8,7,51,60
PA14_RS26755,26,10,65,58
PA14_RS26760,16,6,95,74
PA14_RS26765,33,19,119,165
PA14_RS26770,142,112,247,249
PA14_RS26775,182,113,397,369
PA14_RS26780,7,4,25,21
PA14_RS26785,75,49,198,181
PA14_RS26790,2,1,37,18
PA14_RS26795,0,0,2,2
PA14_RS26800,2,7,29,26
PA14_RS26805,1,0,4,2
PA14_RS26810,0,2,5,1
PA14_RS26815,6,0,18,20
PA14_RS26820,2,7,32,18
PA14_RS26825,1,1,8,14
PA14_RS26830,0,0,1,3
PA14_RS26835,0,0,2,2
PA14_RS26840,24,28,252,300
PA14_RS26845,14,15,82,77
PA14_RS26850,71,84,391,349
PA14_RS26855,7,6,40,55
PA14_RS26860,0,2,26,34
PA14_RS26865,1,7,4,8
PA14_RS26870,2,0,3,5
PA14_RS26875,1,3,2,5
PA14_RS26880,0,0,2,1
PA14_RS26885,7,1,22,23
PA14_RS26890,1,2,10,10
PA14_RS26900,1,0,6,0
PA14_RS26905,0,0,0,2
PA14_RS26910,0,2,3,3
PA14_RS26915,10,8,50,42
PA14_RS26920,13,6,23,28
PA14_RS26925,1,4,9,3
PA14_RS26930,0,1,1,8
PA14_RS26935,1,5,3,4
PA14_RS26940,7,8,60,54
PA14_RS26945,11,12,61,46
PA14_RS26950,2,0,20,14
PA14_RS26955,6,1,8,9
PA14_RS26960,1,0,7,2
PA14_RS26965,4,1,9,11
PA14_RS26970,13,7,16,26
PA14_RS26975,28,25,183,224
PA14_RS26980,26,25,69,64
PA14_RS26985,9,5,68,44
PA14_RS26990,16,14,34,15
PA14_RS26995,2,4,10,12
PA14_RS27000,4,7,11,12
PA14_RS27005,0,1,1,4
PA14_RS27010,4,5,39,51
PA14_RS27015,7,7,13,12
PA14_RS27020,1,0,4,1
PA14_RS27025,0,0,0,4
PA14_RS27030,0,2,1,7
PA14_RS27035,1,1,6,8
PA14_RS27040,1,1,5,4
PA14_RS27045,1,0,2,1
PA14_RS27050,11,9,51,46
PA14_RS27055,5,1,21,9
PA14_RS27060,2302,1727,4983,5147
PA14_RS27065,578,445,916,922
PA14_RS27070,189,126,296,283
PA14_RS27075,31,33,68,54
PA14_RS27080,14,8,17,21
PA14_RS27085,21,12,45,58
PA14_RS27090,76,57,318,316
PA14_RS27095,130,102,440,441
PA14_RS27100,33,20,93,77
PA14_RS27105,41,19,44,48
PA14_RS27110,111,71,157,141
PA14_RS27115,13,4,6,14
PA14_RS27120,111,76,379,397
PA14_RS27125,104,82,310,342
PA14_RS27130,1,2,17,18
PA14_RS27135,4,3,15,13
PA14_RS27140,2,1,6,9
PA14_RS27145,3,4,5,6
PA14_RS27150,1,0,12,8
PA14_RS27155,2,1,4,3
PA14_RS27160,1,6,16,9
PA14_RS27165,67,56,420,504
PA14_RS27170,11,19,153,162
PA14_RS27175,7,1,13,19
PA14_RS27180,1,2,12,8
PA14_RS27185,24,13,126,140
PA14_RS27190,12,3,34,37
PA14_RS27195,6,5,35,27
PA14_RS27200,0,2,14,6
PA14_RS27205,4,2,17,23
PA14_RS27210,220,136,848,913
PA14_RS27215,7,3,26,43
PA14_RS27220,9,10,46,51
PA14_RS27225,1,0,0,0
PA14_RS27230,1,0,3,5
PA14_RS27235,19,21,128,141
PA14_RS27240,172,139,1219,1266
PA14_RS27245,17,18,158,112
PA14_RS27250,152,87,129,182
PA14_RS27255,606,464,318,377
PA14_RS27260,36,15,35,24
PA14_RS27265,226,148,220,269
PA14_RS27270,27,19,21,25
PA14_RS27275,46,37,44,37
PA14_RS27280,66,61,18,17
PA14_RS27285,0,1,1,0
PA14_RS27290,1,0,4,4
PA14_RS27295,1,0,3,19
PA14_RS27300,119,82,362,372
PA14_RS27305,19,14,60,53
PA14_RS27310,69,52,122,102
PA14_RS27315,436,293,1054,1090
PA14_RS27320,50,41,131,136
PA14_RS27325,199,152,768,961
PA14_RS27330,107,65,367,350
PA14_RS27335,38,23,56,54
PA14_RS27340,11,10,48,23
PA14_RS27345,20,3,73,60
PA14_RS27350,20,7,53,49
PA14_RS27355,1,0,23,21
PA14_RS27360,4,3,19,16
PA14_RS27365,0,1,7,4
PA14_RS27370,1,1,9,8
PA14_RS27375,15,10,18,20
PA14_RS27380,1,0,4,4
PA14_RS27385,5,1,27,25
PA14_RS27390,3,2,10,15
PA14_RS27395,8,4,6,8
PA14_RS27400,8,11,32,34
PA14_RS27405,6,3,16,13
PA14_RS27410,0,1,19,7
PA14_RS27415,6,11,41,38
PA14_RS27420,62,46,217,212
PA14_RS27425,17,8,71,104
PA14_RS27430,1,0,5,24
PA14_RS27435,3,3,3,4
PA14_RS27440,1,5,13,15
PA14_RS27445,0,1,9,3
PA14_RS27450,0,0,6,9
PA14_RS27455,0,0,6,3
PA14_RS27460,1,0,5,4
PA14_RS27465,0,1,16,19
PA14_RS27470,5,4,13,11
PA14_RS27475,36,29,77,97
PA14_RS27480,0,1,14,11
PA14_RS27485,2,0,9,6
PA14_RS27490,0,0,4,1
PA14_RS27495,3,0,10,6
PA14_RS27505,1,2,3,3
PA14_RS27510,308,189,393,385
PA14_RS27515,2,1,1,0
PA14_RS27520,0,0,0,3
PA14_RS27525,0,0,7,0
PA14_RS27530,4,3,19,22
PA14_RS27535,4,0,1,3
PA14_RS27540,4,6,13,14
PA14_RS27545,0,0,2,2
PA14_RS27550,5,0,8,5
PA14_RS27555,0,0,3,1
PA14_RS27560,4,6,4,7
PA14_RS27565,5,8,34,27
PA14_RS27570,3,2,8,9
PA14_RS27575,1233,803,1490,1550
PA14_RS27580,1,1,46,23
PA14_RS27585,8,2,54,47
PA14_RS27590,17,9,125,125
PA14_RS27595,1,1,9,13
PA14_RS27600,10,16,64,53
PA14_RS27605,72,63,153,131
PA14_RS27610,0,0,3,0
PA14_RS27615,5,2,19,19
PA14_RS27620,2,2,36,22
PA14_RS27625,0,0,10,0
PA14_RS27630,6,2,2,10
PA14_RS27635,92,61,298,214
PA14_RS27640,1,0,11,16
PA14_RS27645,117,91,683,727
PA14_RS27650,150,98,505,529
PA14_RS27655,23,18,82,70
PA14_RS27660,31,17,105,115
PA14_RS27665,4,5,16,19
PA14_RS27670,0,0,1,1
PA14_RS27675,3,1,12,21
PA14_RS27680,1,0,3,6
PA14_RS27685,0,1,3,8
PA14_RS27690,1,2,0,3
PA14_RS27695,0,0,2,8
PA14_RS27700,0,2,3,4
PA14_RS27705,0,0,4,3
PA14_RS27710,1,2,24,13
PA14_RS27715,15,10,52,31
PA14_RS27720,151,100,632,660
PA14_RS27725,41,32,131,125
PA14_RS27730,264,196,420,446
PA14_RS27735,12,11,34,30
PA14_RS27740,491,895,1768,2481
PA14_RS27745,2,0,75,60
PA14_RS27750,7,4,39,31
PA14_RS27755,77,49,666,646
PA14_RS27760,175,118,591,620
PA14_RS27765,32,22,80,116
PA14_RS27770,17,11,96,87
PA14_RS27775,7,5,103,113
PA14_RS27780,4,10,16,30
PA14_RS27785,13,12,27,29
PA14_RS27790,13,13,32,23
PA14_RS27795,9,12,32,34
PA14_RS27800,525,599,3579,2777
PA14_RS27805,514,329,1671,1567
PA14_RS27810,165,111,294,280
PA14_RS27815,212,182,319,293
PA14_RS27820,224,147,533,467
PA14_RS27825,73,51,229,190
PA14_RS27830,49,49,173,199
PA14_RS27835,103,87,235,206
PA14_RS27840,3,4,11,18
PA14_RS27845,27,21,28,33
PA14_RS27850,1076,807,5420,5296
PA14_RS27855,3031,2169,8215,9677
PA14_RS27860,1121,860,2044,2266
PA14_RS27865,716,509,743,701
PA14_RS27870,193,123,896,936
PA14_RS27875,3,2,23,14
PA14_RS27880,1,0,1,4
PA14_RS27885,28,10,89,78
PA14_RS27890,6,5,25,54
PA14_RS27895,15,16,32,42
PA14_RS27900,2,1,34,20
PA14_RS27905,14,7,36,34
PA14_RS27910,5,7,109,138
PA14_RS27915,9,2,100,79
PA14_RS27920,2,0,9,9
PA14_RS27925,7,5,43,34
PA14_RS27930,54,31,64,65
PA14_RS27935,7,2,74,85
PA14_RS27940,2,0,20,26
PA14_RS27945,0,0,12,16
PA14_RS27950,18,9,69,96
PA14_RS27955,1,0,9,6
PA14_RS27960,11,19,95,106
PA14_RS27965,5,7,30,45
PA14_RS27970,10,5,18,26
PA14_RS27975,20,7,186,124
PA14_RS27980,0,0,1,1
PA14_RS27985,4,5,34,33
PA14_RS27990,25,27,50,41
PA14_RS27995,52,28,53,66
PA14_RS28000,5,1,22,21
PA14_RS28005,0,0,0,3
PA14_RS28010,74,46,358,328
PA14_RS28015,15,12,30,35
PA14_RS28020,269,181,282,307
PA14_RS28025,9,7,18,17
PA14_RS28030,0,1,13,25
PA14_RS28035,3,1,4,8
PA14_RS28040,2,1,4,9
PA14_RS28045,63,40,138,105
PA14_RS28050,122,85,521,521
PA14_RS28055,116,105,175,211
PA14_RS28060,2,2,14,12
PA14_RS28065,19,14,84,77
PA14_RS28070,18,16,122,172
PA14_RS28075,0,0,0,1
PA14_RS28080,1,0,1,10
PA14_RS28085,9,11,32,22
PA14_RS28090,0,1,4,5
PA14_RS28095,0,0,9,6
PA14_RS28100,31,27,14,19
PA14_RS28105,193,151,41,44
PA14_RS28110,10,4,5,8
PA14_RS28120,0,4,11,7
PA14_RS28125,2,1,14,9
PA14_RS28130,0,3,4,2
PA14_RS28135,123,95,629,704
PA14_RS28140,62,43,254,248
PA14_RS28145,22,18,94,94
PA14_RS28150,2,7,40,37
PA14_RS28155,26,14,93,78
PA14_RS28160,1,1,26,22
PA14_RS28165,8,4,2,9
PA14_RS28170,3,2,5,10
PA14_RS28175,26,10,49,56
PA14_RS28180,66,37,90,88
PA14_RS28185,1,1,11,9
PA14_RS28190,0,0,14,9
PA14_RS28195,17,16,59,88
PA14_RS28200,19,18,50,59
PA14_RS28205,0,0,3,4
PA14_RS28210,90,56,369,313
PA14_RS28215,29,27,123,134
PA14_RS28220,6,7,25,31
PA14_RS28225,68,37,828,840
PA14_RS28230,46,49,131,153
PA14_RS28235,16,6,41,29
PA14_RS28240,0,0,2,2
PA14_RS28245,0,1,15,15
PA14_RS28250,3,3,12,19
PA14_RS28255,32,24,244,268
PA14_RS28260,5,6,8,7
PA14_RS28265,2,3,8,15
PA14_RS28270,118,65,211,264
PA14_RS28275,7,5,45,44
PA14_RS28280,14,9,89,64
PA14_RS28285,1,1,16,9
PA14_RS28290,4,1,16,18
PA14_RS28295,4,2,7,8
PA14_RS28300,1,0,0,3
PA14_RS28305,0,0,3,3
PA14_RS28310,1,0,8,12
PA14_RS28315,1,0,5,2
PA14_RS28320,2,2,10,3
PA14_RS28325,52,41,189,224
PA14_RS28330,54,38,181,189
PA14_RS28335,41,43,229,223
PA14_RS28340,4,1,22,26
PA14_RS28345,4,10,16,37
PA14_RS28350,0,3,17,15
PA14_RS28355,4,4,22,23
PA14_RS28360,247,156,420,408
PA14_RS28365,37,44,111,102
PA14_RS28370,104,68,68,71
PA14_RS28375,137,86,105,109
PA14_RS28380,50,30,85,81
PA14_RS28385,2,0,7,10
PA14_RS28390,1,0,29,35
PA14_RS28395,42,32,415,449
PA14_RS28400,59,41,206,283
PA14_RS28405,43,27,206,220
PA14_RS28410,345,227,789,866
PA14_RS28415,25,18,51,34
PA14_RS28420,11,10,18,11
PA14_RS28425,5,6,22,11
PA14_RS28430,35,30,93,120
PA14_RS28435,7,13,36,26
PA14_RS28440,2,0,4,3
PA14_RS28445,0,0,3,2
PA14_RS28450,2,5,17,32
PA14_RS28455,1,2,15,10
PA14_RS28460,11,4,35,27
PA14_RS28465,18,23,45,37
PA14_RS28470,81,54,154,121
PA14_RS28475,25,18,59,54
PA14_RS28480,0,0,3,3
PA14_RS28485,1,1,7,7
PA14_RS28490,2,4,17,11
PA14_RS28495,81,71,677,607
PA14_RS28500,16,9,59,51
PA14_RS28505,19,16,145,121
PA14_RS28510,7,5,63,65
PA14_RS28515,0,0,0,4
PA14_RS28520,12,5,29,38
PA14_RS28525,7,4,16,18
PA14_RS28530,0,1,2,4
PA14_RS28535,1,0,3,4
PA14_RS28540,1,1,5,3
PA14_RS28545,2,2,10,9
PA14_RS28550,0,0,9,6
PA14_RS28555,19,21,91,126
PA14_RS28560,13,11,107,96
PA14_RS28565,4,10,48,42
PA14_RS28570,5,3,8,4
PA14_RS28575,1,0,3,4
PA14_RS28580,25,26,112,135
PA14_RS28585,2,8,81,89
PA14_RS28590,10,5,34,32
PA14_RS28595,8,4,40,30
PA14_RS28600,83,47,173,203
PA14_RS28605,2,4,6,7
PA14_RS28610,88,57,307,327
PA14_RS28615,26,25,146,165
PA14_RS28620,471,275,1052,914
PA14_RS28625,275,190,672,646
PA14_RS28630,10,11,45,50
PA14_RS28635,4,3,19,22
PA14_RS28640,0,0,4,5
PA14_RS28645,7,5,15,10
PA14_RS28650,0,0,2,4
PA14_RS28655,27,27,84,92
PA14_RS28660,3,1,4,5
PA14_RS28665,1,1,15,15
PA14_RS28670,294,216,2093,2038
PA14_RS28675,29,24,251,246
PA14_RS28680,4,7,104,125
PA14_RS28685,48,26,360,417
PA14_RS28690,29,19,192,160
PA14_RS28695,206,161,1203,1181
PA14_RS28700,359,261,722,678
PA14_RS28705,112,93,200,143
PA14_RS28710,219,144,489,445
PA14_RS28715,5,11,26,27
PA14_RS28720,1,0,5,9
PA14_RS28725,1,0,1,1
PA14_RS28730,114,73,537,529
PA14_RS28735,102,88,124,142
PA14_RS28740,244,184,478,616
PA14_RS28745,26,19,50,75
PA14_RS28750,1,0,12,8
PA14_RS28755,0,0,2,5
PA14_RS28760,0,1,0,1
PA14_RS28770,0,0,0,2
PA14_RS28775,0,1,6,4
PA14_RS28780,0,0,0,1
PA14_RS28785,1,2,26,5
PA14_RS28790,33,23,33,54
PA14_RS28795,16,11,69,53
PA14_RS28800,17,17,54,86
PA14_RS28805,10,5,21,14
PA14_RS28810,57,40,194,161
PA14_RS28815,14,15,48,29
PA14_RS28820,97,59,210,209
PA14_RS28825,40,32,76,108
PA14_RS28830,14,15,38,48
PA14_RS28835,8,2,7,13
PA14_RS28840,2,2,58,42
PA14_RS28845,2,0,8,10
PA14_RS28850,0,2,6,8
PA14_RS28855,7,2,23,13
PA14_RS28860,0,1,1,0
PA14_RS28865,0,0,8,1
PA14_RS28870,1,1,0,2
PA14_RS28875,1,1,0,1
PA14_RS28880,1,2,4,7
PA14_RS28885,4,4,20,22
PA14_RS28890,34,28,137,126
PA14_RS28895,3,6,46,59
PA14_RS28900,0,2,23,18
PA14_RS28905,2,0,6,6
PA14_RS28910,10,14,36,33
PA14_RS28915,6,5,5,10
PA14_RS28920,2,1,2,6
PA14_RS28925,6,0,13,1
PA14_RS28930,5,7,22,27
PA14_RS28935,18,18,60,59
PA14_RS28940,0,0,3,7
PA14_RS28945,2,3,4,6
PA14_RS28950,0,4,8,24
PA14_RS28955,0,0,1,1
PA14_RS28960,0,0,1,1
PA14_RS28965,1,1,5,2
PA14_RS28970,0,0,0,2
PA14_RS28975,0,3,8,11
PA14_RS28980,9,11,24,31
PA14_RS28985,1,0,9,5
PA14_RS28990,0,0,8,5
PA14_RS28995,3,0,0,2
PA14_RS29000,0,0,1,4
PA14_RS29005,4,0,2,4
PA14_RS29010,12,5,10,10
PA14_RS29015,11,8,15,30
PA14_RS29020,0,2,8,6
PA14_RS29025,12,18,58,55
PA14_RS29030,2,4,8,14
PA14_RS29035,1,2,0,6
PA14_RS29040,5,3,4,12
PA14_RS29045,33,14,76,62
PA14_RS29050,38,16,366,317
PA14_RS29055,8,7,23,18
PA14_RS29060,0,0,2,6
PA14_RS29065,6,1,29,31
PA14_RS29070,0,0,4,2
PA14_RS29080,0,0,1,4
PA14_RS29085,0,0,8,11
PA14_RS29090,10,5,18,42
PA14_RS29095,2,2,5,5
PA14_RS29100,11,12,22,20
PA14_RS29105,1,6,6,8
PA14_RS29110,15,10,68,42
PA14_RS29115,20,9,44,35
PA14_RS29120,0,0,5,4
PA14_RS29125,19,14,25,33
PA14_RS29130,4,2,9,8
PA14_RS29135,4,1,2,2
PA14_RS29140,8,9,16,7
PA14_RS29145,46,49,123,115
PA14_RS29150,4,3,13,17
PA14_RS29155,4,4,40,58
PA14_RS29160,0,0,12,6
PA14_RS29165,0,0,3,6
PA14_RS29170,459,358,1201,1205
PA14_RS29175,34,25,104,150
PA14_RS29180,279,196,2197,2518
PA14_RS29185,6,4,21,23
PA14_RS29190,1,0,12,5
PA14_RS29195,20,12,11,21
PA14_RS29200,5,1,2,2
PA14_RS29205,5,7,8,12
PA14_RS29210,4,4,20,25
PA14_RS29215,7,3,74,67
PA14_RS29220,30,24,88,94
PA14_RS29225,1,0,7,8
PA14_RS29230,1,2,19,13
PA14_RS29235,68,62,204,195
PA14_RS29240,27,21,204,236
PA14_RS29245,13,13,70,48
PA14_RS29250,0,1,29,21
PA14_RS29255,4,5,9,13
PA14_RS29260,85,89,296,297
PA14_RS29265,2,7,11,22
PA14_RS29270,66,50,319,277
PA14_RS29275,107,79,1107,1109
PA14_RS29280,59,56,739,880
PA14_RS29285,6,8,70,63
PA14_RS29290,9,7,30,39
PA14_RS29295,6,12,24,35
PA14_RS29300,17,17,75,75
PA14_RS29305,3,6,23,12
PA14_RS29310,6,1,6,9
PA14_RS29315,5,3,17,10
PA14_RS29320,111,66,387,302
PA14_RS29325,60,33,66,83
PA14_RS29330,16,19,23,21
PA14_RS29335,15,6,14,13
PA14_RS29340,17,20,45,29
PA14_RS29345,7,6,15,12
PA14_RS29350,163,95,292,255
PA14_RS29355,9,8,80,83
PA14_RS29360,6,1,46,41
PA14_RS29365,40,20,59,67
PA14_RS29370,6,6,8,10
PA14_RS29375,7,5,38,54
PA14_RS29380,5,7,62,68
PA14_RS29385,5,8,268,259
PA14_RS29390,32,31,477,407
PA14_RS29395,3,1,23,20
PA14_RS29400,9,3,28,43
PA14_RS29405,1,0,10,4
PA14_RS29410,78,52,223,268
PA14_RS29415,53,44,381,342
PA14_RS29420,2,10,26,19
PA14_RS29425,12,9,27,37
PA14_RS29430,19,15,46,49
PA14_RS29435,6,6,22,17
PA14_RS29440,48,35,96,92
PA14_RS29455,0,0,2,1
PA14_RS29460,45,29,213,179
PA14_RS29465,93,73,210,208
PA14_RS29470,11,9,44,49
PA14_RS29475,7,5,48,46
PA14_RS29480,2,0,11,20
