gene_id,WT1,WT2,A1,A2
PA14_RS12520,272,185,1152,1014
PA14_RS12525,133,98,474,468
PA14_RS12530,1011,877,4255,3410
PA14_RS12535,2,2,35,51
PA14_RS12540,1,1,16,17
PA14_RS12545,25,23,164,151
PA14_RS12550,0,0,11,3
PA14_RS12555,5,3,13,18
PA14_RS12560,24,24,103,104
PA14_RS12565,3,5,21,33
PA14_RS12570,5,7,18,27
PA14_RS12575,77,51,57,98
PA14_RS12580,2,2,20,18
PA14_RS12585,47,29,63,38
PA14_RS12590,1,1,41,30
PA14_RS12595,2,2,225,278
PA14_RS12600,0,3,9,14
PA14_RS12605,1,0,4,7
PA14_RS12610,4,1,16,19
PA14_RS12615,0,0,1,0
PA14_RS12620,0,1,2,10
PA14_RS12625,3,0,3,11
PA14_RS12630,0,0,3,2
PA14_RS12635,0,0,3,1
PA14_RS12640,0,0,6,5
PA14_RS12645,1,1,11,10
PA14_RS12650,5,7,72,94
PA14_RS12655,4,4,10,7
PA14_RS12660,3,2,22,32
PA14_RS12665,19,18,145,166
PA14_RS12670,10,7,92,120
PA14_RS12675,12,15,196,162
PA14_RS12680,14,8,107,83
PA14_RS12685,18,8,29,46
PA14_RS12690,5,4,39,54
PA14_RS12695,15,7,52,37
PA14_RS12700,11,1,20,16
PA14_RS12705,1,1,5,4
PA14_RS12710,0,0,2,8
PA14_RS12715,0,0,5,2
PA14_RS12720,0,0,5,0
PA14_RS12725,0,0,3,2
PA14_RS12730,1,0,4,4
PA14_RS12735,5,0,4,4
PA14_RS12740,1,2,4,4
PA14_RS12745,4,5,37,24
PA14_RS12750,11,7,80,76
PA14_RS12755,4,1,17,11
PA14_RS12760,0,0,0,1
PA14_RS12765,8,1,12,17
PA14_RS12770,4,2,14,10
PA14_RS12775,0,0,7,2
PA14_RS12780,0,0,7,11
PA14_RS12785,17,12,71,53
PA14_RS12790,1,4,12,15
PA14_RS12795,0,0,6,5
PA14_RS12800,1,1,2,4
PA14_RS12805,1,0,15,11
PA14_RS12810,7,11,30,43
PA14_RS12815,10,12,18,14
PA14_RS12820,15,6,57,66
PA14_RS12825,18,24,131,138
PA14_RS12830,6,4,83,50
PA14_RS12835,0,0,4,6
PA14_RS12840,9,5,28,20
PA14_RS12845,4,0,7,10
PA14_RS12850,67,47,79,78
PA14_RS12855,17,7,72,49
PA14_RS12860,16,11,20,37
PA14_RS12865,4,5,20,15
PA14_RS12870,19,9,159,145
PA14_RS12875,6,4,59,37
PA14_RS12880,50,26,135,159
PA14_RS12885,1,1,13,22
PA14_RS12890,31,32,155,121
PA14_RS12895,34,29,71,87
PA14_RS12900,140,104,297,301
PA14_RS12905,31,34,37,51
PA14_RS12910,81,76,56,57
PA14_RS12915,57,33,15,45
PA14_RS12920,17,10,8,21
PA14_RS12925,68,50,57,58
PA14_RS12930,1,0,0,1
PA14_RS12935,7,4,40,38
PA14_RS12940,1,1,12,15
PA14_RS12945,2,0,19,10
PA14_RS12950,9,2,8,12
PA14_RS12955,2,2,8,8
PA14_RS12960,1,7,14,17
PA14_RS12965,44,20,166,180
PA14_RS12970,53,35,167,159
PA14_RS12975,45,27,317,269
PA14_RS12980,28,15,95,73
PA14_RS12985,15,7,22,38
PA14_RS12990,0,3,6,4
PA14_RS12995,13,5,36,54
PA14_RS13000,13,8,91,85
PA14_RS13005,1,0,7,5
PA14_RS13010,7,5,58,58
PA14_RS13015,77,55,457,460
PA14_RS13020,115,101,289,268
PA14_RS13025,1,1,24,24
PA14_RS13030,0,5,11,11
PA14_RS13035,2,3,12,13
PA14_RS13040,20,19,136,132
PA14_RS13045,30,23,120,123
PA14_RS13050,44,45,81,90
PA14_RS13055,41,29,106,106
PA14_RS13060,0,1,2,3
PA14_RS13065,2,1,12,10
PA14_RS13070,0,2,1,6
PA14_RS13075,4,1,7,5
PA14_RS13080,1,0,0,3
PA14_RS13085,53,27,95,115
PA14_RS13090,0,0,5,2
PA14_RS13095,1,1,8,0
PA14_RS13100,2,0,2,6
PA14_RS13105,6,4,7,15
PA14_RS13110,2,0,9,7
PA14_RS13115,3,2,1,6
PA14_RS13120,2,3,1,8
PA14_RS13125,4,2,18,20
PA14_RS13130,3,0,17,25
PA14_RS13135,1,0,3,4
PA14_RS13140,2,0,6,9
PA14_RS13145,11,1,12,17
PA14_RS13150,6,3,6,16
PA14_RS13155,0,0,5,2
PA14_RS13160,27,21,128,89
PA14_RS13165,17,21,44,55
PA14_RS13170,3,3,15,12
PA14_RS13175,3,4,75,53
PA14_RS13180,87,51,571,595
PA14_RS13185,30,22,145,198
PA14_RS13190,0,1,19,21
PA14_RS13195,0,0,6,2
PA14_RS13200,7,4,21,27
PA14_RS13205,5,2,13,7
PA14_RS13210,2,4,9,10
PA14_RS13215,6,8,52,76
PA14_RS13220,0,1,4,7
PA14_RS13225,2,4,11,12
PA14_RS13230,77,59,183,207
PA14_RS13235,5,2,9,8
PA14_RS13240,5,3,20,15
PA14_RS13245,1,0,1,6
PA14_RS13250,2,0,7,4
PA14_RS13255,0,1,4,3
PA14_RS13260,24,14,77,82
PA14_RS13265,21,32,51,51
PA14_RS13270,67,58,852,844
PA14_RS13275,25,27,198,183
PA14_RS13280,3,1,16,21
PA14_RS13285,2,1,12,15
PA14_RS13290,9,13,73,78
PA14_RS13295,6,1,14,25
PA14_RS13300,21,18,53,50
PA14_RS13305,14,8,19,32
PA14_RS13310,1,1,10,7
PA14_RS13315,3,1,6,6
PA14_RS13320,1,0,4,10
PA14_RS13325,4,1,3,4
PA14_RS13330,3,0,4,3
PA14_RS13335,4,3,18,21
PA14_RS13340,2,1,23,16
PA14_RS13345,1,1,6,7
PA14_RS13350,13,10,40,52
PA14_RS13355,7,4,10,9
PA14_RS13360,18,18,140,127
PA14_RS13365,91,48,703,561
PA14_RS13370,932,661,3717,3910
PA14_RS13375,12,9,107,98
PA14_RS13380,31,22,470,557
PA14_RS13385,33,13,129,176
PA14_RS13390,14,3,53,72
PA14_RS13395,20,9,152,190
PA14_RS13410,4,1,23,11
PA14_RS13415,0,2,16,9
PA14_RS13420,0,1,3,4
PA14_RS13425,7,6,6,16
PA14_RS13430,10,8,70,90
PA14_RS13435,22,10,77,94
PA14_RS13440,4,3,30,48
PA14_RS13445,9,5,34,54
PA14_RS13450,7,8,123,108
PA14_RS13455,64,60,443,407
PA14_RS13460,11,13,125,125
PA14_RS13465,18,14,61,68
PA14_RS13470,15,19,38,56
PA14_RS13475,0,2,14,19
PA14_RS13480,0,0,12,1
PA14_RS13485,8,10,19,33
PA14_RS13490,2,1,16,18
PA14_RS13495,7,3,17,27
PA14_RS13500,23,18,110,129
PA14_RS13505,18,17,54,61
PA14_RS13510,2,1,8,12
PA14_RS13515,0,1,1,2
PA14_RS13520,2,2,4,21
PA14_RS13525,4,2,6,8
PA14_RS13530,5,0,6,4
PA14_RS13535,2,2,6,2
PA14_RS13545,24,17,95,71
PA14_RS13555,0,1,6,5
PA14_RS13560,0,2,1,1
PA14_RS13565,46,23,91,97
PA14_RS13570,2,0,8,9
PA14_RS13575,5,0,22,21
PA14_RS13580,6,1,35,40
PA14_RS13585,0,0,27,27
PA14_RS13590,13,8,48,58
PA14_RS13595,9,10,35,33
PA14_RS13600,0,0,6,7
PA14_RS13605,5,2,10,17
PA14_RS13610,1,1,19,26
PA14_RS13615,1,2,28,18
PA14_RS13620,0,4,6,13
PA14_RS13625,10,2,21,14
PA14_RS13630,27,28,144,107
PA14_RS13635,2,3,42,41
PA14_RS13640,0,1,2,3
PA14_RS13645,7,6,11,12
PA14_RS13650,3,2,6,4
PA14_RS13655,3,1,1,4
PA14_RS13660,1,2,2,5
PA14_RS13670,2,4,5,13
PA14_RS13675,0,0,0,1
PA14_RS13680,4,2,11,24
PA14_RS13685,0,0,4,0
PA14_RS13690,0,0,1,0
PA14_RS13695,0,0,2,0
PA14_RS13700,11,9,23,22
PA14_RS13705,57,23,234,220
PA14_RS13710,41,22,176,176
PA14_RS13715,56,40,234,269
PA14_RS13720,31,48,185,219
PA14_RS13725,45,24,140,214
PA14_RS13735,24,18,141,192
PA14_RS13740,3,5,8,12
PA14_RS13745,0,0,9,10
PA14_RS13750,1,0,10,9
PA14_RS13755,8,4,24,15
PA14_RS13760,0,0,4,5
PA14_RS13765,0,4,7,8
PA14_RS13770,0,0,2,4
PA14_RS13775,0,0,9,4
PA14_RS13780,5,5,95,97
PA14_RS13785,8,4,45,38
PA14_RS13790,2,1,19,10
PA14_RS13795,1,1,1,4
PA14_RS13800,2,1,17,10
PA14_RS13805,4,1,13,29
PA14_RS13810,0,0,5,3
PA14_RS13815,48,32,287,267
PA14_RS13820,10,9,75,68
PA14_RS13825,66,50,286,324
PA14_RS13830,1,0,52,30
PA14_RS13835,0,0,0,6
PA14_RS13840,2,2,4,5
PA14_RS13845,1,1,3,1
PA14_RS13850,0,0,5,11
PA14_RS13855,3,3,16,26
PA14_RS13860,5,0,20,29
PA14_RS13865,0,2,15,11
PA14_RS13870,1,0,1,2
PA14_RS13875,2,3,1,1
PA14_RS13885,7,6,21,22
PA14_RS13890,4,2,29,26
PA14_RS13895,1,1,9,13
PA14_RS13900,19,9,47,46
PA14_RS13905,18,18,34,53
PA14_RS13910,1,5,9,10
PA14_RS13915,35,18,16,34
PA14_RS13920,3,1,4,5
PA14_RS13925,36,13,42,46
PA14_RS13930,0,1,15,5
PA14_RS13935,1,1,9,8
PA14_RS13940,0,0,3,3
PA14_RS13945,4,2,2,10
PA14_RS13950,22,8,32,32
PA14_RS13955,5,6,40,30
PA14_RS13960,0,1,12,7
PA14_RS13965,0,0,2,4
PA14_RS13970,7,7,4,12
PA14_RS13975,0,0,6,7
PA14_RS13980,1,0,4,4
PA14_RS13985,0,0,4,1
PA14_RS13990,1,0,4,13
PA14_RS13995,31,24,70,66
PA14_RS14000,9,2,17,17
PA14_RS14005,0,0,2,4
PA14_RS14010,2,2,7,5
PA14_RS14015,4,2,1,3
PA14_RS14020,2,0,8,15
PA14_RS14025,3,6,30,29
PA14_RS14030,0,1,1,13
PA14_RS14035,2,3,9,20
PA14_RS14040,1,2,26,29
PA14_RS14045,10,5,17,11
PA14_RS14050,4,10,6,16
PA14_RS14055,10,6,11,7
PA14_RS14060,9,4,10,3
PA14_RS14065,7,3,7,8
PA14_RS14070,2,1,16,11
PA14_RS14075,1,1,4,10
PA14_RS14080,4,0,4,12
PA14_RS14085,1,3,3,11
PA14_RS14090,18,10,71,62
PA14_RS14095,2,8,11,9
PA14_RS14100,98,62,527,618
PA14_RS14105,23,10,88,120
PA14_RS14110,14,20,147,156
PA14_RS14115,0,2,26,30
PA14_RS14120,0,0,13,13
PA14_RS14125,0,0,2,3
PA14_RS14130,58,41,125,154
PA14_RS14135,1,0,6,2
PA14_RS14140,0,0,4,0
PA14_RS14145,0,0,2,3
PA14_RS14150,1,3,2,5
PA14_RS14155,3,2,5,7
PA14_RS14160,4,5,17,20
PA14_RS14165,22,16,123,86
PA14_RS14170,97,84,153,171
PA14_RS14175,145,97,59,78
PA14_RS14180,30,21,29,14
PA14_RS14185,271,231,108,133
PA14_RS14190,32,21,42,63
PA14_RS14195,83,69,60,51
PA14_RS14200,11,12,56,61
PA14_RS14205,65,28,95,74
PA14_RS14210,2,0,4,0
PA14_RS14215,1,0,7,4
PA14_RS14220,0,2,1,1
PA14_RS14225,1,1,2,2
PA14_RS14230,98,103,510,500
PA14_RS14235,77,57,304,261
PA14_RS14240,32,24,188,114
PA14_RS14245,4,1,13,10
PA14_RS14250,2,2,22,18
PA14_RS14255,2,1,22,20
PA14_RS14260,2,1,17,17
PA14_RS14265,8,2,14,26
PA14_RS14270,0,0,12,16
PA14_RS14275,0,0,5,0
PA14_RS14280,8,7,38,31
PA14_RS14285,3,7,43,14
PA14_RS14290,1,0,8,10
PA14_RS14295,1,3,17,25
PA14_RS14300,0,0,1,5
PA14_RS14305,9,2,9,10
PA14_RS14310,8,7,37,21
PA14_RS14320,4,8,19,19
PA14_RS14325,3,2,30,49
PA14_RS14330,0,0,4,6
PA14_RS14335,0,0,2,2
PA14_RS14340,20,11,76,75
PA14_RS14345,3,5,37,36
PA14_RS14350,11,6,49,49
PA14_RS14355,2,1,12,16
PA14_RS14360,6,4,37,43
PA14_RS14365,0,0,5,6
PA14_RS14370,5,1,21,52
PA14_RS14375,1,1,12,17
PA14_RS14380,0,0,2,1
PA14_RS14385,1,0,6,3
PA14_RS14390,0,0,8,4
PA14_RS14395,2,6,22,25
PA14_RS14400,1,1,9,10
PA14_RS14405,1,0,3,5
PA14_RS14410,2,0,3,2
PA14_RS14415,6,1,10,12
PA14_RS14420,2,0,3,5
PA14_RS14425,10,2,21,21
PA14_RS14430,11,8,83,53
PA14_RS14435,13,19,41,36
PA14_RS14440,3,0,11,8
PA14_RS14445,0,0,1,9
PA14_RS14450,1,1,4,3
PA14_RS14455,21,5,49,57
PA14_RS14460,3,3,17,14
PA14_RS14465,3,3,34,16
PA14_RS14470,2,4,19,20
PA14_RS14475,2,3,27,27
PA14_RS14480,3,2,5,5
PA14_RS14485,0,0,6,1
PA14_RS14490,2,2,4,7
PA14_RS14495,1,0,1,1
PA14_RS14500,1,3,10,5
PA14_RS14505,0,0,3,3
PA14_RS14510,4,1,15,5
PA14_RS14515,5,5,66,73
PA14_RS14520,80,55,400,400
PA14_RS14525,11,6,72,95
PA14_RS14530,114,64,239,218
PA14_RS14535,28,23,44,69
PA14_RS14540,14,4,61,48
PA14_RS14545,9,1,17,19
PA14_RS14550,1,1,4,5
PA14_RS14555,14,12,70,92
PA14_RS14560,2,0,20,12
PA14_RS14565,10,4,30,28
PA14_RS14570,225,161,633,657
PA14_RS14575,282,197,701,841
PA14_RS14580,277,166,774,759
PA14_RS14585,7,13,108,100
PA14_RS14590,41,18,100,82
PA14_RS14595,17,8,69,82
PA14_RS14600,12,11,39,63
PA14_RS14610,7,0,27,39
PA14_RS14615,5,1,11,19
PA14_RS14620,0,0,2,1
PA14_RS14625,0,0,2,5
PA14_RS14630,0,0,1,0
PA14_RS14635,0,1,1,3
PA14_RS14640,80,51,121,112
PA14_RS14645,8,7,42,37
PA14_RS14650,1,5,10,12
PA14_RS14655,7,2,14,21
PA14_RS14660,0,2,12,10
PA14_RS14665,0,0,1,3
PA14_RS14670,4,1,9,15
PA14_RS14675,5,3,18,16
PA14_RS14680,3,1,16,8
PA14_RS14685,0,5,2,4
PA14_RS14690,2,1,6,5
PA14_RS14695,0,0,10,10
PA14_RS14700,9,0,17,16
PA14_RS14705,0,0,5,2
PA14_RS14710,0,1,3,11
PA14_RS14715,6,3,24,22
PA14_RS14720,1,0,9,11
PA14_RS14725,197,120,83,87
PA14_RS14730,18,4,7,8
PA14_RS14735,18,11,11,19
PA14_RS14740,3,3,10,5
PA14_RS14745,1,0,9,11
PA14_RS14750,0,0,3,3
PA14_RS14760,0,2,4,3
PA14_RS14765,0,2,8,13
PA14_RS14770,1,0,21,16
PA14_RS14775,0,1,2,5
PA14_RS14785,25,13,2558,2785
PA14_RS14790,23,29,1467,1658
PA14_RS14795,4,6,327,354
PA14_RS14800,4,2,99,74
PA14_RS14805,2,3,21,29
PA14_RS14810,1,1,26,16
PA14_RS14815,2,0,5,2
PA14_RS14820,0,0,15,7
PA14_RS14825,0,2,27,14
PA14_RS14830,1,0,14,17
PA14_RS14835,0,1,8,3
PA14_RS14840,6,3,17,20
PA14_RS14845,1,0,3,0
PA14_RS14855,2,0,7,6
PA14_RS14860,0,1,0,4
PA14_RS14870,0,0,3,0
PA14_RS14875,0,0,2,2
PA14_RS14885,4,3,14,13
PA14_RS14890,4,1,6,5
PA14_RS14895,3,0,7,4
PA14_RS14900,4,3,10,24
PA14_RS14910,3,2,6,8
PA14_RS14915,10,6,6,7
PA14_RS14920,1,0,7,3
PA14_RS14925,0,0,13,18
PA14_RS14930,0,0,2,2
PA14_RS14935,3,6,21,15
PA14_RS14940,0,0,6,4
PA14_RS14945,3,6,15,17
PA14_RS14950,16,5,56,55
PA14_RS14955,2,0,12,18
PA14_RS14960,5,2,7,13
PA14_RS14970,0,1,0,0
PA14_RS14980,1,3,27,20
PA14_RS14985,0,0,0,3
PA14_RS14990,14,9,35,22
PA14_RS14995,6,5,31,42
PA14_RS15000,0,0,2,1
PA14_RS15010,5,0,8,6
PA14_RS15020,0,0,4,4
PA14_RS15030,2,1,4,4
PA14_RS15035,0,1,1,2
PA14_RS15040,1,6,0,0
PA14_RS15045,0,2,6,11
PA14_RS15050,1,2,3,3
PA14_RS15055,0,0,2,0
PA14_RS15060,0,0,2,2
PA14_RS15065,0,0,4,5
PA14_RS15070,1,0,2,3
PA14_RS15075,5,7,26,31
PA14_RS15080,2,1,2,8
PA14_RS15085,0,0,7,2
PA14_RS15090,243,167,1829,1883
PA14_RS15095,41,29,214,198
PA14_RS15100,85,46,118,166
PA14_RS15105,10,15,30,39
PA14_RS15110,2,1,6,15
PA14_RS15115,0,1,5,2
PA14_RS15120,1,0,13,14
PA14_RS15125,7,1,12,14
PA14_RS15130,4,1,7,3
PA14_RS15135,0,3,5,2
PA14_RS15140,3,3,17,28
PA14_RS15145,1,0,5,7
PA14_RS15150,1,3,55,45
PA14_RS15155,1,0,1,4
PA14_RS15160,0,0,1,1
PA14_RS15165,19,3,95,95
PA14_RS15170,13,8,35,49
PA14_RS15175,8,11,24,37
PA14_RS15180,0,0,4,4
PA14_RS15185,2,4,4,3
PA14_RS15190,2,2,2,3
PA14_RS15195,2,0,4,4
PA14_RS15215,0,0,5,2
PA14_RS15220,1,6,13,15
PA14_RS15225,5,3,6,15
PA14_RS15230,1,1,0,4
PA14_RS15235,0,0,3,2
PA14_RS15240,6,1,2,6
PA14_RS15245,0,0,3,0
PA14_RS15250,0,0,19,18
PA14_RS15255,10,3,60,79
PA14_RS15260,0,0,1,5
PA14_RS15265,0,0,0,1
PA14_RS15270,0,0,0,1
PA14_RS15275,0,0,0,4
PA14_RS15280,0,1,4,2
PA14_RS15285,0,0,4,4
PA14_RS15290,1,2,47,56
PA14_RS15295,11,13,85,88
PA14_RS15300,35,34,116,91
PA14_RS15305,28,29,90,79
PA14_RS15310,0,0,6,4
PA14_RS15315,0,2,9,5
PA14_RS15320,1,0,2,3
PA14_RS15325,31,23,46,57
PA14_RS15330,112,78,109,175
PA14_RS15335,3,2,17,9
PA14_RS15340,3,7,18,21
PA14_RS15345,0,5,4,8
PA14_RS15350,96,65,57,56
PA14_RS15355,23,23,7,5
PA14_RS15360,24,16,9,17
PA14_RS15365,13,13,4,3
PA14_RS15370,5,5,21,32
PA14_RS15375,1,1,0,2
PA14_RS15380,1,0,2,5
PA14_RS15385,0,0,5,2
PA14_RS15390,0,0,4,1
PA14_RS15395,0,1,0,1
PA14_RS15400,0,1,4,8
PA14_RS15405,1,2,9,16
PA14_RS15410,8,5,47,56
PA14_RS15415,0,0,1,0
PA14_RS15420,0,1,7,2
PA14_RS15425,0,1,2,6
PA14_RS15430,3,1,4,5
PA14_RS15435,8,2,15,9
PA14_RS15440,2,0,0,1
PA14_RS15445,0,1,3,5
PA14_RS15455,14,15,87,104
PA14_RS15460,0,0,4,2
PA14_RS15465,7,2,15,7
PA14_RS15470,10,11,18,26
PA14_RS15475,6,2,27,27
PA14_RS15480,25,16,156,128
PA14_RS15485,1,0,11,4
PA14_RS15490,1,0,11,10
PA14_RS15495,5,6,27,32
PA14_RS15500,7,10,41,46
PA14_RS15505,2,2,27,31
PA14_RS15510,1,3,21,20
PA14_RS15515,11,11,90,99
PA14_RS15520,1,0,2,2
PA14_RS15525,19,14,35,24
PA14_RS15530,6,3,10,15
PA14_RS15535,0,1,7,4
PA14_RS15540,0,1,12,9
PA14_RS15545,3,2,4,3
PA14_RS15550,8,4,4,9
PA14_RS15555,0,0,1,0
PA14_RS15560,7,2,15,10
PA14_RS15565,1,3,20,7
PA14_RS15570,5,7,177,152
PA14_RS15575,0,1,35,27
PA14_RS15580,9,7,6,10
PA14_RS15585,1,1,12,8
PA14_RS15590,8,11,50,35
PA14_RS15595,14,9,10,13
PA14_RS15600,2,0,5,5
PA14_RS15605,4,8,442,404
PA14_RS15610,13,15,717,729
PA14_RS15615,1,0,114,133
PA14_RS15620,533,387,1834,1673
PA14_RS15625,606,377,1085,1084
PA14_RS15630,247,186,233,181
PA14_RS15635,46,43,42,39
PA14_RS15640,129,88,89,90
PA14_RS15645,97,53,103,55
PA14_RS15650,4,3,7,5
PA14_RS15655,170,132,862,950
PA14_RS15660,182,172,549,651
PA14_RS15665,34,16,62,83
PA14_RS15670,3,4,47,41
PA14_RS15675,13,3,87,99
PA14_RS15680,6,3,23,20
PA14_RS15685,14,5,10,9
PA14_RS15690,7,5,16,21
PA14_RS15695,1,0,5,11
PA14_RS15700,0,0,2,7
PA14_RS15710,13,15,21,25
PA14_RS15715,23,22,49,57
PA14_RS15720,20,10,153,116
PA14_RS15725,0,1,15,23
PA14_RS15730,6,4,40,24
PA14_RS15735,2,1,15,8
PA14_RS15740,3,2,8,7
PA14_RS15745,4,2,9,6
PA14_RS15750,1,0,3,3
PA14_RS15755,8,8,21,26
PA14_RS15760,2,1,4,3
PA14_RS15765,1,0,11,8
PA14_RS15770,0,3,2,4
PA14_RS15775,1,0,0,4
PA14_RS15780,2,2,10,6
PA14_RS15785,1,0,0,1
PA14_RS15790,5,6,20,24
PA14_RS15795,3,0,2,6
PA14_RS15800,1,2,1,3
PA14_RS15805,1,0,0,0
PA14_RS15810,6,3,63,64
PA14_RS15815,1,1,3,3
PA14_RS15820,7,5,11,13
PA14_RS15825,3,0,2,2
PA14_RS15830,4,0,3,3
PA14_RS15835,1,0,3,1
PA14_RS15840,6,3,33,28
PA14_RS15845,0,2,32,22
PA14_RS15850,0,1,8,7
PA14_RS15855,0,0,6,1
PA14_RS15860,0,0,2,0
PA14_RS15865,28,18,28,19
PA14_RS15870,10,2,9,10
PA14_RS15875,1,2,13,7
PA14_RS15885,340,210,753,694
PA14_RS15890,12,8,61,42
PA14_RS15895,2,1,12,13
PA14_RS15900,15,8,55,49
PA14_RS15905,1,5,14,4
PA14_RS15910,0,0,3,10
PA14_RS15915,1,0,24,26
PA14_RS15920,3,0,11,5
PA14_RS15925,0,0,0,2
PA14_RS15935,1,0,4,6
PA14_RS15940,0,0,4,2
PA14_RS15945,0,0,1,2
PA14_RS15950,5,5,4,7
PA14_RS15955,0,1,0,0
PA14_RS15960,0,1,0,2
PA14_RS15965,0,0,3,2
PA14_RS15970,0,0,0,10
PA14_RS15975,0,1,0,4
PA14_RS15980,0,0,24,28
PA14_RS15985,2,4,48,53
PA14_RS15990,8,6,23,21
PA14_RS15995,49,31,212,177
PA14_RS16000,15,21,37,41
PA14_RS16005,591,330,1319,1270
PA14_RS16010,0,0,0,2
PA14_RS16015,0,0,20,20
PA14_RS16020,2,2,4,11
PA14_RS16025,4,0,4,2
PA14_RS16030,7,6,14,19
PA14_RS16035,3,2,13,14
PA14_RS16040,0,0,3,6
PA14_RS16045,5,1,20,27
PA14_RS16050,2,2,15,17
PA14_RS16055,2,1,12,13
PA14_RS16060,0,0,1,6
PA14_RS16065,4,3,17,11
PA14_RS16070,0,2,7,6
PA14_RS16075,0,0,13,15
PA14_RS16080,53,34,415,493
PA14_RS16085,4,2,11,9
PA14_RS16090,4,5,22,21
PA14_RS16095,2,0,14,18
PA14_RS16100,0,0,1,0
PA14_RS16105,2,1,12,17
PA14_RS16110,56,42,117,115
PA14_RS16115,4,2,12,6
PA14_RS16120,10,14,70,58
PA14_RS16125,7,4,22,27
PA14_RS16130,4,2,2,8
PA14_RS16135,3,4,8,6
PA14_RS16140,3,9,5,5
PA14_RS16145,1,1,3,1
PA14_RS16150,2,3,2,2
PA14_RS16155,1,0,3,4
PA14_RS16160,4,2,23,13
PA14_RS16165,0,0,0,1
PA14_RS16170,0,0,2,1
PA14_RS16175,0,0,4,4
PA14_RS16180,0,0,1,1
PA14_RS16185,1,0,0,0
PA14_RS16190,1,2,7,9
PA14_RS16195,1,0,4,3
PA14_RS16200,4,4,9,15
PA14_RS16205,3,3,12,22
PA14_RS16210,3,2,14,14
PA14_RS16215,12,9,15,13
PA14_RS16220,12,3,17,10
PA14_RS16225,18,15,16,26
PA14_RS16230,1,1,6,7
PA14_RS16235,0,1,0,0
PA14_RS16240,18,7,57,41
PA14_RS16255,5,6,8,15
PA14_RS16260,2,3,6,4
PA14_RS16265,1,6,19,16
PA14_RS16275,2,3,17,12
PA14_RS16280,2,3,9,4
PA14_RS16285,0,0,3,1
PA14_RS16290,0,0,0,3
PA14_RS16295,72,52,88,93
PA14_RS16300,3,0,2,11
PA14_RS16305,7,3,8,11
PA14_RS16310,2,2,4,4
PA14_RS16315,4,2,3,3
PA14_RS16320,0,0,3,3
PA14_RS16325,16,13,78,79
PA14_RS16330,4,2,19,9
PA14_RS16335,11,7,51,39
PA14_RS16340,9,17,47,45
PA14_RS16345,1,2,6,1
PA14_RS16350,0,0,0,2
PA14_RS16355,1,0,6,6
PA14_RS16360,0,1,0,1
PA14_RS16365,1,1,6,1
PA14_RS16370,0,0,4,4
PA14_RS16375,4,2,14,17
PA14_RS16380,4,5,34,37
PA14_RS16385,125,80,227,307
PA14_RS16390,12,5,53,48
PA14_RS16395,6,5,21,26
PA14_RS16400,2,2,3,6
PA14_RS16405,14,9,45,60
PA14_RS16410,5,8,10,11
PA14_RS16415,4,6,27,33
PA14_RS16420,13,9,130,109
PA14_RS16425,60,40,77,64
PA14_RS16430,0,0,0,1
PA14_RS16435,4,0,4,5
PA14_RS16440,1,1,9,5
PA14_RS16445,42,32,662,673
PA14_RS16450,4,6,42,53
PA14_RS16455,1,5,20,22
PA14_RS16460,0,0,1,1
PA14_RS16465,1,1,11,8
PA14_RS16470,3,2,9,6
PA14_RS16475,12,3,43,56
PA14_RS16480,0,1,8,3
PA14_RS16485,0,0,12,10
PA14_RS16490,268,242,878,934
PA14_RS16495,19,17,46,31
PA14_RS16500,4,6,28,32
PA14_RS16505,10,5,104,91
PA14_RS16510,6,2,56,63
PA14_RS16515,85,59,158,159
PA14_RS16525,197,123,297,196
PA14_RS16530,37,19,25,18
PA14_RS16535,7,4,7,6
PA14_RS16540,9,3,17,13
PA14_RS16545,2,2,16,5
PA14_RS16550,0,1,2,4
PA14_RS16555,1,0,19,17
PA14_RS16560,23,35,91,70
PA14_RS16565,279,222,436,432
PA14_RS16570,80,62,153,149
PA14_RS16575,46,49,79,106
PA14_RS16580,0,0,7,7
PA14_RS16585,3,2,19,25
PA14_RS16590,0,0,2,5
PA14_RS16595,0,1,8,8
PA14_RS16600,2,0,16,9
PA14_RS16605,2,0,23,13
PA14_RS16610,0,1,7,3
PA14_RS16615,22,15,85,75
PA14_RS16620,7,6,37,14
PA14_RS16625,3,2,23,24
PA14_RS16630,46,20,67,57
PA14_RS16635,4,5,7,22
PA14_RS16640,0,0,7,0
PA14_RS16645,2,1,7,6
PA14_RS16650,57,42,224,209
PA14_RS16655,81,57,251,231
PA14_RS16660,87,72,227,318
PA14_RS16665,276,227,324,387
PA14_RS16670,73,50,95,94
PA14_RS16675,84,61,69,67
PA14_RS16680,94,51,76,81
PA14_RS16685,124,104,61,79
PA14_RS16690,16,6,35,31
PA14_RS16700,0,0,1,4
PA14_RS16705,5,4,43,52
PA14_RS16710,2,3,30,22
PA14_RS16715,4,0,4,9
PA14_RS16720,11,13,83,86
PA14_RS16725,26,16,126,112
PA14_RS16730,13,9,45,40
PA14_RS16735,3,3,26,20
PA14_RS16745,3,1,3,0
PA14_RS16765,1,1,5,1
PA14_RS16770,27,30,338,220
PA14_RS16775,2,3,11,30
PA14_RS16780,8,3,10,18
PA14_RS16785,795,540,1524,1500
PA14_RS16790,25,12,82,85
PA14_RS16795,22,15,349,274
PA14_RS16800,3,2,21,19
