"gene_id","AllFR1_S28_L001","AllFR2_S99","AllFR3_S34_L001","F1R1_S25_L001","F1R2_S96","F1R3_S31_L001","F2R1_S26_L001","F2R2_S97","F2R3_S32_L001","F3R1_S27_L001","F3R2_S98","F3R3_S33_L001","FAR1_S29_L001","FAR2_S94","FAR3_S35_L001","P1R1_S30_L001","P1R2_S95","P1R3_S36_L001"
"PA14_03590",2,58,206,175,576,158,136,476,284,110,267,249,360,373,479,304,547,352
"PA14_03610",0,5,1,1,16,3,3,9,6,2,13,6,16,13,21,32,24,29
"PA14_03620",0,6,2,17,16,8,12,25,8,11,10,4,62,25,32,52,24,37
"PA14_03630",15,38,67,95,325,64,167,240,109,94,175,124,229,233,207,252,229,236
"PA14_03650",9,35,94,180,238,100,145,182,183,114,177,178,642,308,545,718,348,566
"PA14_03670",8,23,64,106,129,82,93,159,117,75,151,132,381,241,234,415,263,279
"PA14_03680",12,16,37,30,119,44,67,148,51,44,125,57,379,497,208,378,355,201
"PA14_03700",7,48,58,140,558,55,137,663,69,175,512,107,662,1181,255,1186,1485,586
"PA14_03710",1,5,8,30,125,14,84,265,28,79,198,39,166,203,82,662,698,266
"PA14_03720",15,40,121,89,359,98,80,245,145,86,179,159,461,340,282,426,406,293
"PA14_03730",35,367,690,698,2564,603,705,2290,1120,616,1207,910,2826,2204,2063,3105,2335,2055
"PA14_03760",0,4,15,6,38,6,8,29,9,19,17,12,39,22,42,35,42,31
"PA14_03770",0,11,9,17,45,5,14,49,20,28,26,14,50,53,59,62,62,77
"PA14_03780",9,44,145,126,438,120,152,440,181,108,283,205,431,292,322,444,419,406
"PA14_03790",4,79,146,297,783,168,263,592,187,244,341,235,837,507,595,889,833,739
"PA14_03800",4,75,53,99,475,94,136,375,132,112,237,132,712,518,483,791,740,696
"PA14_03810",5,53,53,146,439,64,120,291,136,127,182,115,544,456,404,745,441,528
"PA14_03830",0,10,16,29,67,6,7,51,21,15,25,23,72,51,61,99,61,41
"PA14_03840",7,11,25,2,77,24,22,57,34,21,32,33,169,141,144,201,142,138
"PA14_03855",5,60,160,124,423,128,107,342,274,83,168,139,774,656,565,508,609,314
"PA14_03860",49,492,626,720,3568,785,646,2490,1532,710,1314,1222,3872,2621,2842,3659,3076,2666
"PA14_03870",9,68,94,103,501,103,132,419,231,93,208,153,677,305,527,528,512,386
"PA14_03880",19,234,246,453,2006,355,610,1409,771,493,736,565,2279,1494,1544,1812,1536,1344
"PA14_03900",82,484,518,915,4069,641,937,2533,1322,1023,1520,1082,4395,3470,3238,4238,3660,3743
"PA14_03920",29,404,392,631,3572,563,706,2257,865,760,1422,962,4903,2676,3396,5798,4321,4843
"PA14_03930",31,84,185,203,945,168,273,590,359,317,409,263,1102,687,803,1574,999,1242
"PA14_03940",25,204,259,388,1609,288,360,1165,619,429,715,593,1428,1128,1104,1465,1130,1289
"PA14_03950",14,71,201,165,634,166,156,497,326,136,368,264,799,488,637,781,592,606
"PA14_03960",15,192,578,471,1221,444,420,1012,664,421,771,741,1177,797,839,1067,889,1002
"PA14_03980",8,46,77,110,396,122,112,258,103,108,179,169,499,345,386,466,445,420
"PA14_04000",2,18,53,50,166,41,95,155,91,75,80,87,158,161,122,149,185,170
"PA14_04010",22,181,265,236,1860,242,246,1015,439,359,799,517,3056,1880,2144,3925,2880,2702
"PA14_04020",11,35,42,71,181,56,75,152,82,51,123,73,274,236,216,249,267,238
"PA14_04030",9,38,137,137,346,95,171,279,166,164,223,149,357,261,279,486,361,399
"PA14_04040",8,52,120,194,388,144,123,328,186,116,161,134,615,415,457,872,529,654
"PA14_04050",4,49,129,55,276,83,61,267,142,58,161,114,307,187,364,227,308,160
"PA14_04060",0,6,3,2,10,1,4,17,2,8,3,6,16,14,18,27,10,18
"PA14_04070",20,132,281,550,1229,324,502,1051,536,429,684,502,1361,1010,1080,1713,1455,1606
"PA14_04080",12,83,127,240,625,127,200,476,220,297,415,213,595,378,369,591,393,408
"PA14_04090",17,48,61,117,497,78,80,312,142,151,200,150,920,629,588,1047,630,571
"PA14_04100",6,250,166,392,2061,300,415,1302,435,350,673,357,1948,1382,1162,2353,1746,1622
"PA14_04110",23,122,188,280,687,204,193,494,240,299,374,316,1222,638,725,2039,922,1209
"PA14_04140",40,128,251,346,930,244,344,724,360,351,561,415,1389,714,848,1749,1064,1038
"PA14_04150",17,164,185,304,1165,230,272,758,333,309,631,394,1641,1089,1149,1778,1407,1414
"PA14_04160",15,44,101,150,404,116,121,354,276,124,213,187,634,387,435,726,491,524
"PA14_04180",2,3,19,11,25,13,10,25,10,0,16,7,33,27,46,48,41,44
"PA14_04190",0,1,5,9,34,3,15,12,23,14,12,12,43,31,30,43,39,31
"PA14_04210",0,0,7,4,12,7,0,16,7,2,1,9,27,11,22,16,25,16
"PA14_04220",1,3,6,6,33,12,15,30,14,19,14,10,42,31,29,43,43,33
"PA14_04230",0,0,10,0,5,1,0,9,3,0,6,3,11,4,8,8,12,3
"PA14_04240",5,6,13,1,22,11,1,22,10,5,11,15,22,4,19,13,27,17
"PA14_04250",0,0,8,6,24,5,11,16,26,4,6,11,28,11,26,21,20,27
"PA14_04270",6,34,98,108,356,110,83,285,139,69,144,144,441,302,338,363,350,332
"PA14_04290",5,42,171,109,576,134,178,398,211,120,286,204,462,494,400,361,457,457
"PA14_04300",18,178,266,371,1429,273,241,948,390,228,793,485,2247,837,1679,2818,2543,2199
"PA14_04310",3,34,41,101,334,55,85,266,100,83,140,110,686,404,403,800,414,403
"PA14_04320",25,61,98,145,470,123,232,450,227,224,298,223,634,413,372,1002,580,734
"PA14_04330",22,128,294,314,1002,314,257,704,285,283,480,394,1068,904,963,1084,1000,1019
"PA14_04340",28,130,424,501,1113,424,501,984,595,406,637,657,845,813,799,734,851,778
"PA14_04350",1,7,33,21,100,19,24,83,39,27,56,54,147,110,146,159,171,147
"PA14_04370",1,16,44,41,111,26,27,94,55,32,57,61,189,155,182,257,164,182
"PA14_04380",4,58,127,108,380,104,136,297,195,107,191,151,465,488,415,544,454,356
"PA14_04390",76,355,635,1309,3489,876,1158,2750,1466,1028,1664,1077,2187,1739,1545,2445,2184,1555
"PA14_04410",174,908,2188,2227,6911,2078,2312,5947,3545,1950,3675,3052,7617,4479,5648,6544,6647,5998
"PA14_04420",31,62,191,266,641,167,227,588,272,203,306,235,752,465,602,651,736,593
"PA14_04430",4,39,80,101,213,52,127,190,83,89,95,112,313,316,243,409,303,332
"PA14_04440",2,20,42,63,138,18,70,133,38,61,82,56,138,116,102,220,113,142
"PA14_04460",0,57,85,117,415,69,167,358,137,167,213,143,477,368,279,567,319,360
"PA14_04480",3,50,122,88,323,87,107,298,168,95,195,153,352,292,284,628,368,474
"PA14_04490",19,99,207,154,626,202,186,491,296,176,321,262,567,446,488,559,569,430
"PA14_04510",25,137,384,383,1289,383,334,871,469,316,565,442,1504,1143,1363,1296,1529,1296
"PA14_04520",10,101,151,227,635,128,153,328,177,155,315,209,1030,789,820,965,1038,836
"PA14_04530",6,33,66,135,410,75,125,288,112,104,196,145,227,162,180,208,212,201
"PA14_04550",5,6,9,11,41,6,10,29,13,8,20,18,60,38,23,72,64,51
"PA14_04560",0,11,24,42,122,30,81,88,76,40,78,46,117,112,93,144,137,123
"PA14_04570",2,11,35,56,137,32,58,93,81,32,71,48,64,96,54,54,64,34
"PA14_04580",2,11,18,24,49,18,12,42,27,25,28,31,105,62,47,132,74,80
"PA14_04590",0,29,62,50,152,36,41,154,110,67,88,102,236,254,183,164,226,146
"PA14_04610",0,14,39,32,47,22,30,48,26,20,34,30,111,65,66,108,91,81
"PA14_04630",23,135,175,213,922,206,233,618,327,265,485,374,1151,774,1036,1455,1198,1187
"PA14_04640",15,130,249,480,1154,354,261,596,329,228,383,315,944,761,789,1041,881,898
"PA14_04650",17,119,167,326,1381,270,222,777,222,160,409,322,1658,921,1398,2435,2172,2050
"PA14_04660",6,12,8,8,71,29,37,71,78,13,44,42,139,105,119,166,120,145
"PA14_04670",17,48,113,124,282,94,81,296,135,127,164,128,408,287,283,775,375,572
"PA14_04680",6,23,54,28,77,34,24,77,64,35,38,53,98,71,91,107,104,92
"PA14_04690",21,118,204,95,661,168,108,526,292,117,287,250,909,955,1107,621,1603,360
"PA14_04700",13,152,195,330,1112,243,322,913,427,300,598,410,754,659,577,602,698,560
"PA14_04710",0,33,88,50,214,71,54,157,137,73,100,118,235,201,155,139,212,143
"PA14_04730",13,90,185,246,721,181,182,419,283,273,438,267,1145,847,844,967,904,783
"PA14_04750",1,48,54,73,430,77,109,384,211,58,214,119,334,222,273,381,408,265
"PA14_04760",7,22,41,80,186,37,32,103,38,75,96,68,400,174,222,1027,380,473
"PA14_04780",17,103,192,293,998,162,181,614,306,286,527,359,846,666,649,990,740,760
"PA14_04790",21,107,179,205,682,169,183,449,204,235,411,298,973,702,593,1010,824,570
"PA14_04810",109,450,835,1034,3616,870,888,2379,1238,1074,1901,1311,4123,2795,2661,4506,3249,3104
"PA14_04820",8,54,135,129,388,111,129,372,157,105,189,162,394,260,284,457,376,311
"PA14_04830",14,64,143,87,525,111,134,470,190,93,273,241,281,326,316,232,291,296
"PA14_04840",0,23,55,55,190,53,45,158,50,58,100,73,377,281,328,265,290,251
"PA14_04850",0,14,42,36,107,32,35,72,30,21,42,44,239,136,183,162,133,160
"PA14_04860",19,67,161,145,468,138,123,265,138,136,221,209,741,512,584,584,591,535
"PA14_04870",23,113,158,350,1209,222,217,665,304,309,596,345,1470,943,890,1356,1089,1110
"PA14_04890",16,101,99,274,886,131,194,490,254,263,414,227,997,765,646,1073,712,804
"PA14_04900",57,235,369,534,1729,408,438,1060,567,482,861,568,1701,1232,1110,1828,1312,1315
"PA14_04910",17,162,246,258,931,273,273,710,331,337,581,415,1204,568,656,951,933,752
"PA14_04920",15,214,309,506,1710,377,444,1156,479,370,692,540,1917,1399,1598,1749,1633,1403
"PA14_04930",131,708,1105,1770,5834,1385,1378,3782,1880,1368,2383,1604,7119,3949,4926,12772,6101,6948
"PA14_04940",37,112,223,317,712,168,272,526,312,266,398,302,622,550,561,597,523,589
"PA14_04950",0,4,38,57,94,29,39,91,32,20,68,37,202,135,136,212,154,171
"PA14_04960",22,26,70,78,251,54,97,230,88,73,89,84,369,205,193,446,243,288
"PA14_04970",1,4,4,7,54,5,8,34,6,8,17,14,189,63,110,282,115,144
"PA14_04980",5,31,33,54,289,41,82,144,75,125,172,96,602,338,324,966,444,550
"PA14_05000",0,8,33,91,172,28,31,93,52,66,68,79,267,173,146,274,193,176
"PA14_05010",0,7,18,14,58,19,20,51,14,16,38,20,92,51,74,85,85,87
"PA14_05020",4,16,34,38,123,26,35,107,41,24,42,59,275,109,162,290,270,224
"PA14_05030",0,6,12,0,49,4,9,49,7,7,16,37,121,58,89,170,134,86
"PA14_05040",8,15,30,10,104,11,22,54,34,41,36,55,152,176,159,116,124,96
"PA14_05050",49,251,347,529,2488,566,477,1550,904,515,1016,901,2501,2217,2358,2369,2260,2349
"PA14_05060",15,255,208,297,2302,433,324,1431,797,353,962,731,2233,2305,2039,2007,2141,1875
"PA14_05070",0,11,26,28,167,36,30,126,73,30,81,79,477,128,378,407,428,240
"PA14_05080",0,12,46,60,85,36,62,85,54,44,74,64,195,105,137,221,150,188
"PA14_05110",36,150,373,373,932,252,338,923,474,331,504,377,1513,773,857,1411,1250,1254
"PA14_05120",1,15,32,53,93,30,49,90,42,42,51,49,176,107,118,109,120,76
"PA14_05130",14,41,81,83,308,91,72,227,119,111,177,153,810,347,576,660,517,480
"PA14_05150",5,75,114,133,575,118,154,398,182,108,236,191,1252,770,937,1136,900,901
"PA14_05160",24,59,123,84,504,92,132,352,197,114,171,223,840,427,630,968,767,495
"PA14_05180",36,163,416,441,1278,400,355,995,554,384,772,611,1389,1026,1025,1764,1122,1369
"PA14_05190",74,504,1105,1138,3586,1087,868,2722,1575,1075,1912,1425,2943,2727,2645,2201,2428,1904
"PA14_05200",44,119,387,324,1156,319,273,812,420,322,685,481,828,780,685,659,707,531
"PA14_05210",4,28,47,55,162,38,85,126,99,55,66,63,366,116,207,595,305,221
"PA14_05220",51,427,398,957,3836,511,816,2232,689,1018,1713,853,5005,3821,3016,6049,4654,4848
"PA14_05230",46,305,423,921,3317,608,745,1985,967,1061,1437,1015,5384,4354,3843,5229,4309,4956
"PA14_05250",17,82,134,116,582,101,188,512,294,181,354,212,1013,682,867,1019,870,908
"PA14_05260",30,108,247,193,913,172,214,674,444,167,448,344,1221,951,1097,1233,1044,963
"PA14_05270",2,45,60,70,370,47,72,259,187,59,147,115,539,473,471,546,587,394
"PA14_05280",9,53,74,102,318,110,136,363,173,75,168,152,412,388,373,316,384,324
"PA14_05290",9,41,75,84,273,86,103,306,120,50,127,122,560,457,438,525,564,468
"PA14_05300",14,14,62,64,168,35,55,131,99,25,87,84,289,226,208,275,237,199
"PA14_05310",7,60,75,102,341,76,111,271,131,114,181,136,696,350,469,815,551,626
"PA14_05320",24,497,675,592,3097,772,628,2307,1287,568,1157,1010,2042,1533,1840,2573,1926,1321
"PA14_05330",3,191,240,288,1350,292,247,1099,524,289,578,477,1044,770,925,1480,1102,714
"PA14_05340",8,106,178,208,661,156,253,607,271,156,384,328,960,683,791,1216,802,759
"PA14_05360",36,309,545,578,2237,469,548,1958,995,661,1417,1054,2546,1955,2103,2234,2125,1710
"PA14_05380",26,150,243,284,1036,250,318,926,503,317,558,478,1157,815,986,1016,908,883
"PA14_05390",234,1083,2847,2446,8196,2112,3174,6962,4281,2961,5375,4473,8890,7636,7791,7225,7429,6805
"PA14_05400",17,106,288,255,927,263,371,848,476,325,561,490,1263,883,1085,1062,1103,927
"PA14_05410",4,51,117,127,420,119,111,355,209,114,290,251,604,386,540,557,609,523
"PA14_05420",5,40,65,41,181,36,58,167,105,57,137,99,322,217,265,225,279,221
"PA14_05430",0,9,11,9,30,3,27,30,8,3,28,22,54,24,51,47,31,46
"PA14_05440",10,28,95,74,220,65,101,167,96,115,111,131,365,262,259,421,437,365
"PA14_05450",8,14,37,30,65,29,46,75,56,58,68,71,180,126,130,303,168,229
"PA14_05460",0,37,52,80,310,81,99,262,120,116,177,100,538,230,312,643,401,457
"PA14_05480",22,193,142,481,1117,202,465,975,415,443,551,281,945,831,527,1678,737,1131
"PA14_05500",18,105,149,170,561,123,156,415,159,193,318,186,1208,708,676,1596,702,611
"PA14_05510",33,270,333,327,2307,285,527,1624,569,627,1405,842,3495,1670,2122,4397,3070,2973
"PA14_05520",2,24,53,44,274,61,53,331,142,59,188,133,206,184,246,171,396,104
"PA14_05530",61,380,456,742,3533,550,931,2513,1256,884,1807,1132,4257,3188,3072,4179,3214,2934
"PA14_05540",280,1539,3022,3559,13344,3209,4476,10245,5953,4584,7964,6014,12397,9227,8427,10330,8313,7958
"PA14_05550",102,419,905,879,3512,791,965,2527,1313,1009,1955,1611,5797,4080,4341,5120,4714,4318
"PA14_05560",52,286,415,498,2294,449,447,1342,637,605,1188,893,3329,2246,2514,3344,2652,2672
"PA14_05580",58,377,980,718,2189,826,561,1789,1252,522,1232,1350,3447,2064,2648,2973,2947,2177
"PA14_05590",32,168,204,295,1452,343,288,814,441,370,573,516,2003,1348,1679,1717,1514,1357
"PA14_05600",32,348,391,544,2406,472,464,1562,844,556,998,855,2854,2120,1991,2016,1874,1729
"PA14_05620",96,1086,938,1573,9304,1443,1461,5179,2265,1789,3943,2332,11131,8422,8022,9713,9397,9695
"PA14_05630",14,38,60,73,82,34,74,109,53,67,81,60,297,182,197,349,241,273
"PA14_05640",3,9,39,25,47,11,16,66,22,26,58,40,161,113,119,189,151,153
"PA14_05650",4,15,25,53,106,19,25,51,47,36,45,33,119,96,97,131,99,114
"PA14_05660",58,719,1483,859,5305,1222,931,4504,2506,834,2319,1921,2540,3079,2608,1427,2824,1334
"PA14_05690",1,30,38,43,241,50,72,156,65,36,141,82,247,215,202,234,233,237
"PA14_05700",0,13,18,24,60,14,14,52,16,29,40,23,97,81,116,155,134,152
"PA14_05740",0,10,9,42,57,5,33,32,9,48,28,19,277,48,43,220,49,43
"PA14_05750",1,2,4,47,40,2,31,20,3,43,22,12,295,45,53,283,58,50
"PA14_05770",22,14,8,162,62,22,102,33,27,131,38,20,680,51,89,1003,88,101
"PA14_05775",0,1,0,0,1,0,0,1,0,0,2,0,2,0,4,4,1,1
"PA14_05790",3,5,15,62,49,13,44,30,8,54,26,14,160,29,50,149,29,33
"PA14_05810",4,30,70,195,295,68,157,193,86,238,161,98,831,170,178,775,199,207
"PA14_05820",24,129,304,244,1033,253,224,581,336,347,473,564,2039,1127,1774,2172,1302,1795
"PA14_05840",74,838,907,1087,7014,1360,1213,3638,1912,1829,2234,2169,10079,7329,9800,6228,6120,6186
"PA14_05850",7,60,75,110,338,51,117,373,208,123,242,123,454,276,285,524,396,443
"PA14_05860",9,73,102,94,619,75,143,521,315,122,298,211,1075,632,982,988,1056,902
"PA14_05870",0,7,13,6,28,9,6,29,15,11,22,32,40,37,40,44,39,35
"PA14_05880",52,207,751,1115,1821,804,873,1295,932,651,1066,1132,1580,1564,1844,1088,1221,1054
"PA14_05890",10,55,103,143,560,116,124,372,170,110,262,165,264,257,195,179,229,207
"PA14_05910",3,42,98,155,449,122,185,333,177,132,208,189,340,336,292,238,334,241
"PA14_05920",9,104,198,192,603,160,191,451,298,132,349,271,817,551,606,537,551,440
"PA14_05950",25,62,132,164,394,150,107,310,153,103,211,209,724,593,596,764,580,568
"PA14_05960",114,568,867,912,2470,745,761,2608,1133,1115,1788,1255,13197,2832,6830,9382,7948,3381
"PA14_05970",0,30,49,56,213,68,40,161,125,46,91,91,309,238,283,177,254,191
"PA14_05990",30,85,188,237,518,183,262,432,254,220,330,255,677,486,510,793,583,651
"PA14_06000",308,2234,3166,4984,21808,4380,3230,10639,4580,6071,11352,7052,20859,16474,16470,20518,17671,18262
"PA14_06010",60,577,756,1131,4779,916,839,2773,1087,1131,2101,1531,6386,4373,5115,5674,5223,4924
"PA14_06030",36,49,141,135,372,91,130,373,189,126,190,153,325,192,240,498,361,353
"PA14_06040",16,113,238,254,964,237,216,654,272,201,413,331,1182,844,802,1437,964,774
"PA14_06060",6,22,45,21,123,47,56,96,61,23,56,62,312,145,206,363,213,227
"PA14_06070",11,16,54,81,218,40,99,214,128,66,118,133,228,169,175,207,155,156
"PA14_06080",0,5,23,12,42,26,8,60,15,8,22,20,56,44,66,61,72,76
"PA14_06090",1,1,9,5,34,11,24,33,12,9,37,10,14,22,22,25,19,27
"PA14_06120",41,91,195,245,629,187,228,428,181,243,385,347,711,673,622,693,633,682
"PA14_06130",40,125,248,394,1203,312,297,736,353,266,619,446,1525,1281,1471,1644,1723,1426
"PA14_06150",5,186,176,341,1665,302,450,1012,444,472,765,469,1250,1167,1041,1560,1264,1477
"PA14_06160",15,22,27,7,55,10,12,71,29,13,70,37,89,64,66,72,72,46
"PA14_06170",1,7,40,50,133,16,72,108,62,41,73,33,165,131,80,174,145,97
"PA14_06180",6,4,22,36,80,10,51,41,18,9,36,21,145,104,72,168,147,97
"PA14_06190",14,36,43,120,292,81,91,205,86,65,119,93,469,225,313,513,413,379
"PA14_06200",0,0,1,1,4,0,3,4,8,0,3,1,3,5,3,4,4,3
"PA14_06210",13,34,90,74,191,64,66,151,85,78,131,116,166,123,101,214,138,153
"PA14_06230",0,13,17,15,33,4,9,40,5,17,31,17,54,31,29,34,38,24
"PA14_06240",2,9,47,9,87,17,60,121,58,12,55,32,104,98,73,72,55,62
"PA14_06250",8,14,68,52,151,29,90,184,55,53,90,86,156,125,126,200,149,137
"PA14_06260",24,59,149,238,463,105,122,386,189,149,248,244,524,409,368,673,478,625
"PA14_06270",7,42,73,124,548,102,191,380,121,156,206,122,923,610,566,1292,889,987
"PA14_06280",10,69,98,188,789,133,243,546,277,271,294,231,714,501,455,800,636,667
"PA14_06290",128,880,995,1604,6346,1077,1779,4045,1743,2311,3455,2050,10418,5409,5550,12165,7212,7943
"PA14_06300",16,60,118,117,321,104,124,218,167,103,194,176,671,399,447,521,578,308
"PA14_06310",51,420,774,1175,3185,819,972,2300,1256,1088,1869,1213,2952,2578,2029,2560,2451,2362
"PA14_06320",8,26,62,85,299,111,102,178,121,86,155,121,382,260,243,219,183,106
"PA14_06330",5,41,81,104,291,78,94,272,110,84,151,164,551,399,402,539,480,457
"PA14_06340",8,29,49,32,202,47,60,152,54,46,126,70,311,230,259,310,303,239
"PA14_06350",0,11,50,23,83,37,27,71,70,35,44,48,160,82,138,239,166,206
"PA14_06360",25,46,112,144,339,130,79,216,113,46,168,115,159,182,121,165,118,122
"PA14_06390",20,113,179,317,834,304,277,634,350,133,298,247,778,601,620,857,585,749
"PA14_06400",0,9,10,15,59,21,24,78,51,9,45,31,70,66,68,51,84,42
"PA14_06420",0,2,5,4,19,7,12,27,8,5,7,12,41,18,41,40,47,32
"PA14_06430",0,4,6,14,35,3,18,29,11,7,24,19,33,31,30,39,44,30
"PA14_06450",0,22,42,64,140,32,42,98,38,26,68,67,186,142,150,204,180,175
"PA14_06460",1,22,63,50,201,55,62,128,71,35,111,64,181,198,131,151,150,168
"PA14_06480",2,27,64,45,232,63,120,192,68,47,125,100,172,177,147,175,174,171
"PA14_06500",5,45,115,164,496,117,185,416,166,118,270,138,511,331,376,545,481,465
"PA14_06510",1,47,55,57,373,87,71,215,63,66,168,97,374,364,339,353,439,337
"PA14_06530",2,73,63,158,552,103,90,322,108,113,251,122,598,545,507,590,619,595
"PA14_06540",6,33,38,77,240,42,29,133,35,66,131,74,387,296,344,353,403,379
"PA14_06570",9,27,32,37,155,43,17,113,29,30,68,61,201,163,160,160,198,175
"PA14_06580",106,601,820,1492,3298,1324,1217,3104,1723,903,1750,1417,2134,2975,1467,1068,1443,681
"PA14_06600",52,764,1239,858,6146,1616,766,3676,2616,817,1919,2263,4503,6470,8386,4056,5681,3904
"PA14_06620",0,36,38,78,300,49,106,199,88,88,164,77,367,273,217,422,247,319
"PA14_06640",7,67,143,162,754,171,221,500,350,200,309,194,579,498,525,719,535,585
"PA14_06650",16,35,83,69,204,74,50,161,81,98,133,105,407,226,263,298,268,271
"PA14_06660",1,21,69,53,216,45,44,109,56,91,93,95,329,232,335,378,281,295
"PA14_06670",2,25,49,46,233,60,35,131,60,64,121,94,432,220,360,423,288,348
"PA14_06680",3,18,54,53,166,47,33,124,55,80,115,100,278,199,215,268,242,215
"PA14_06690",0,7,39,42,115,21,44,82,27,46,52,62,245,142,186,207,194,156
"PA14_06700",2,10,37,16,109,35,31,61,38,48,42,50,232,147,178,213,203,188
"PA14_06710",5,26,64,43,201,47,37,95,74,78,87,96,315,187,242,283,215,252
"PA14_06720",14,57,120,163,469,139,133,271,134,218,294,184,860,429,539,661,473,529
"PA14_06730",1,34,50,52,202,50,52,114,69,84,117,72,414,222,264,330,256,240
"PA14_06740",1,41,30,70,197,34,32,115,53,65,73,97,418,195,284,357,295,250
"PA14_06750",7,130,183,239,874,212,176,503,255,355,401,339,1208,501,801,1385,850,862
"PA14_06770",5,40,117,141,528,123,138,343,139,147,237,154,758,371,520,868,731,741
"PA14_06790",4,4,8,21,55,15,36,40,6,5,65,22,100,50,53,110,80,94
"PA14_06800",0,0,1,9,20,4,11,24,2,0,24,5,27,23,21,24,25,26
"PA14_06810",0,7,9,7,31,3,19,35,9,18,33,28,46,32,28,54,30,46
"PA14_06830",11,32,40,78,192,48,66,111,78,118,138,81,189,174,112,195,147,208
"PA14_06840",0,31,41,44,161,53,71,110,92,57,92,82,172,126,147,181,151,180
"PA14_06860",1,9,16,13,49,22,10,46,18,23,35,41,96,52,99,163,93,112
"PA14_06870",2,25,43,44,168,33,40,75,66,58,77,68,340,229,295,549,268,252
"PA14_06875",1,92,51,37,144,36,43,242,74,26,194,52,76,84,56,74,466,44
"PA14_06880",5,5,12,7,70,15,39,66,61,33,26,14,51,66,66,64,61,49
"PA14_06890",4,122,115,140,673,108,115,455,201,86,209,172,292,375,342,148,291,124
"PA14_06900",5,27,45,49,233,48,88,147,105,79,92,52,144,157,133,92,139,101
"PA14_06920",9,48,62,123,272,59,90,208,141,125,156,108,259,242,199,216,208,157
"PA14_06930",3,14,12,36,93,25,44,75,36,45,45,32,111,61,69,80,85,74
"PA14_06940",0,0,6,15,12,7,0,9,17,1,6,7,20,11,14,20,9,5
"PA14_06950",9,43,136,196,550,137,198,374,165,171,276,219,523,450,355,586,450,420
"PA14_06960",1,58,64,60,365,99,77,227,81,72,171,110,280,343,308,223,400,272
"PA14_06970",1,46,64,69,260,55,95,237,114,66,142,104,192,236,182,290,210,247
"PA14_06980",58,211,425,640,1682,458,644,1168,629,674,896,716,1867,1173,1174,2267,1333,1636
"PA14_06990",36,171,310,418,1243,287,324,846,435,447,547,419,1641,1076,904,2624,1240,1396
"PA14_07000",1,33,20,62,197,23,54,131,58,56,73,51,294,271,194,214,261,152
"PA14_07010",1,15,31,22,81,14,27,44,47,37,25,41,78,79,71,68,99,54
"PA14_07020",8,35,58,47,144,35,43,97,58,63,86,74,286,129,176,404,262,247
"PA14_07030",25,114,186,322,804,206,335,627,277,289,410,324,1422,561,843,1781,1244,1245
"PA14_07040",17,136,126,202,1010,176,241,742,288,256,485,246,703,824,437,763,587,589
"PA14_07050",1,82,159,274,633,114,217,390,191,125,217,164,918,625,704,824,809,699
"PA14_07060",4,9,30,38,116,26,29,55,31,39,66,46,136,108,85,232,134,141
"PA14_07070",31,189,457,465,1294,512,507,899,696,476,690,938,849,695,845,607,613,606
"PA14_07090",38,261,351,367,2093,474,360,1191,628,477,963,753,3199,1966,3006,3767,2943,4050
"PA14_07110",28,267,588,690,2206,621,476,1380,838,619,903,959,2930,1830,2413,2103,1955,1891
"PA14_07130",70,263,543,770,2172,481,480,1151,515,806,1282,845,3233,2132,2177,4285,2507,3100
"PA14_07140",44,113,296,615,1359,307,404,682,430,512,794,599,1266,820,910,1004,889,808
