gene_id,LawnControl1,LawnControl2,LawnControl3,PhoenixColony1,PhoenixColony2,PhoenixColony3,Edge1,Edge2,Edge3,Outer1,Outer2,Outer3,VBNC1,VBNC2,VBNC3
PA4521,20,4,18,34,20,13,5,41,15,10,49,44,16,0,15
PA4522,3,1,2,4,7,6,2,13,4,2,28,20,17,0,3
PA4523,75,44,47,55,89,44,6,128,24,25,105,111,60,47,57
PA4524,76,24,46,17,59,54,20,122,23,27,90,136,30,73,13
PA4524.1,130,50,98,71,62,51,7,123,26,2,5,5,123,37,24
PA4525,243,109,127,162,200,105,28,354,66,40,115,127,223,103,120
PA4526,8,8,1,5,0,3,2,8,8,0,2,9,7,0,0
PA4527,0,0,2,0,0,0,0,5,1,2,2,1,0,17,0
PA4528,56,50,36,53,88,40,36,74,38,24,92,168,70,65,38
PA4529,549,1199,411,270,257,182,32,327,68,31,782,697,405,200,127
PA4530,10,17,3,12,3,3,3,34,6,2,10,11,4,0,0
PA4531,80,43,82,59,68,77,22,150,39,33,110,128,86,63,51
PA4532,73,112,53,115,147,85,184,420,161,97,438,427,123,82,88
PA4533,146,57,85,26,123,56,10,142,40,17,49,58,161,19,53
PA4534,27,7,17,23,53,12,3,63,5,3,22,29,15,1,4
PA4535,95,57,64,41,175,44,8,260,43,25,53,108,109,42,58
PA4536,55,23,33,8,47,23,1,61,13,1,13,12,44,27,41
PA4537,24,45,22,35,8,17,5,25,7,11,32,38,32,2,8
PA4538,29,64,22,80,27,20,7,60,14,8,75,47,55,56,32
PA4539,65,98,50,42,56,67,9,72,21,11,37,28,52,25,28
PA4540,47,45,26,13,29,42,1,30,10,3,22,9,42,0,19
PA4541,406,187,322,233,272,143,41,313,83,45,251,200,276,247,130
PA4541.1,34,22,25,25,5,14,5,21,4,2,15,14,19,50,16
PA4541.2,61,37,51,100,104,16,8,61,13,12,99,58,48,22,8
PA4541.3,92,50,51,94,100,58,12,155,29,13,45,69,74,72,46
PA4542,13,9,21,8,0,3,4,13,3,1,9,9,23,13,22
PA4543,15,12,25,52,8,31,1,52,21,11,51,42,49,26,19
PA4544,190,140,112,138,195,40,24,213,56,30,138,147,233,128,67
PA4545,36,18,38,46,40,16,15,94,12,14,37,63,23,52,42
PA4546,88,45,45,69,116,51,10,185,35,13,31,51,84,33,21
PA4547,13,105,23,50,14,25,27,68,18,26,133,425,59,41,27
PA4548,58,44,30,42,90,38,10,138,20,18,46,33,72,26,31
PA4549,143,93,86,121,114,75,29,267,51,42,120,180,159,91,98
PA4550,79,129,52,116,82,61,20,165,29,29,134,138,112,63,26
PA4551,29,35,7,29,17,23,14,38,18,8,71,107,31,31,6
PA4552,43,470,49,318,283,222,221,497,222,193,805,1693,326,187,72
PA4553,89,73,61,124,118,59,55,228,81,34,222,369,89,103,82
PA4554,89,113,33,29,24,62,12,28,25,34,172,170,25,73,25
PA4555,130,61,84,96,129,49,32,173,40,14,71,45,126,104,63
PA4556,62,28,44,32,26,56,2,94,12,35,87,57,58,35,22
PA4557,31,42,24,71,41,44,12,131,30,73,303,171,64,70,21
PA4558,66,21,44,71,79,19,6,114,23,4,33,31,99,13,37
PA4559,24,24,9,36,37,22,0,39,3,12,43,45,29,44,1
PA4560,166,84,95,127,207,122,32,335,71,82,348,289,157,89,76
PA4561,8,10,3,8,0,2,2,19,4,6,42,48,20,16,15
PA4562,45,58,39,69,61,27,10,82,17,19,99,160,70,47,30
PA4563,81,30,51,22,40,44,4,72,20,4,13,14,58,5,25
PA4564,22,20,24,67,35,20,7,76,19,13,42,66,32,2,13
PA4565,71,23,44,38,30,20,8,111,27,3,27,28,72,34,25
PA4566,99,80,59,75,89,48,59,109,50,9,39,32,121,70,31
PA4567,103,63,44,68,63,41,8,96,16,6,15,16,48,27,36
PA4568,65,19,40,70,38,36,8,91,5,3,20,19,106,23,34
PA4569,51,9,27,21,81,2,0,92,15,4,17,16,14,26,21
PA4570,12,10,9,21,5,5,0,42,0,1,5,3,38,0,1
PA4571,11,4,4,9,6,9,2,25,3,0,2,0,29,27,12
PA4572,43,23,42,75,64,7,1,69,8,2,8,29,23,35,10
PA4573,81,55,28,59,86,29,10,146,28,16,27,46,80,56,40
PA4574,110,39,71,56,70,46,8,134,21,7,9,7,69,82,38
PA4575,58,33,39,29,23,28,2,48,14,11,45,35,39,81,18
PA4576,59,33,33,19,47,20,7,139,13,3,29,13,80,43,32
PA4577,53,14,50,18,74,22,6,92,10,2,26,16,54,41,36
PA4578,27,10,20,12,30,11,3,42,13,2,2,3,23,25,1
PA4579,39,34,37,17,43,38,17,104,21,19,45,44,25,35,55
PA4580,288,250,143,231,302,164,93,404,121,106,415,489,311,135,111
PA4581,28,5,13,18,6,8,0,26,3,3,2,4,6,20,11
PA4581.1,53,39,34,43,28,43,6,102,17,6,15,13,58,67,21
PA4582,229,108,161,140,252,87,17,312,47,11,43,33,217,100,112
PA4583,77,28,59,39,113,13,4,166,13,1,14,11,33,62,49
PA4584,40,37,17,49,9,35,27,99,24,14,108,101,111,51,9
PA4585,152,85,95,121,119,96,9,201,33,6,21,19,136,122,35
PA4586,80,77,52,157,182,73,34,150,38,56,138,263,155,108,61
PA4587,11,12,6,0,1,4,0,18,4,3,15,14,26,28,1
PA4588,42,24,35,39,31,14,5,68,7,7,22,40,73,62,17
PA4589,20,19,12,5,27,17,7,12,7,19,55,42,38,0,0
PA4590,103,67,70,207,145,64,36,257,61,106,444,383,134,131,47
PA4591,73,78,83,296,392,172,123,534,170,522,4981,4027,309,523,208
PA4592,27,28,9,19,33,39,17,81,43,33,224,133,12,33,25
PA4593,51,28,19,21,30,14,9,73,5,15,55,105,71,39,28
PA4594,14,7,2,7,0,1,0,20,5,1,2,1,20,0,0
PA4595,84,150,74,329,357,114,245,352,227,478,1710,1173,285,338,75
PA4596,71,21,22,14,100,52,9,135,16,2,24,18,56,19,35
PA4597,116,77,112,48,112,50,7,133,18,12,40,24,133,42,27
PA4598,69,32,50,73,57,72,31,151,61,94,638,430,95,82,64
PA4599,42,20,18,21,16,8,8,78,11,14,36,10,61,46,13
PA4600,65,31,32,86,29,22,13,103,10,12,39,19,41,14,43
PA4601,25,10,15,9,16,12,6,55,10,8,14,5,5,10,20
PA4602,17,5,13,15,22,6,7,24,2,4,7,17,7,3,7
PA4603,55,19,32,40,1,11,6,44,14,13,24,18,66,43,48
PA4604,21,7,8,12,0,6,0,26,10,0,1,3,17,15,25
PA4605,92,54,76,49,53,15,14,125,17,8,43,25,74,49,23
PA4606,49,20,37,54,31,25,3,87,7,2,6,7,51,44,40
PA4607,75,79,35,97,112,71,13,143,35,194,549,334,119,41,66
PA4608,134,40,91,120,82,61,12,191,21,24,58,61,167,56,62
PA4609,194,90,105,87,72,77,11,147,32,12,59,68,166,60,71
PA4610,41,8,30,33,63,42,2,64,3,5,8,11,46,38,10
PA4611,37,19,41,24,25,7,0,69,5,3,2,0,71,36,5
PA4612,113,42,62,83,66,32,8,191,39,4,13,5,103,62,62
PA4613,52,42,44,25,0,40,2,76,18,0,7,21,19,51,49
PA4614,25,8,15,22,92,22,14,76,19,17,50,48,11,5,46
PA4615,66,36,32,16,57,42,6,83,26,10,43,56,90,83,69
PA4616,62,43,25,59,67,44,21,98,21,20,80,117,118,86,38
PA4617,134,121,109,88,65,54,20,150,35,21,118,84,39,96,57
PA4618,16,6,5,11,1,11,1,17,2,6,16,5,25,1,2
PA4619,19,12,13,43,4,19,0,31,9,4,0,5,8,0,3
PA4620,5,1,0,20,0,6,8,13,4,10,53,21,3,16,4
PA4621,5,7,8,5,0,1,8,27,12,10,52,33,5,2,20
PA4622,56,28,45,66,11,16,4,101,4,2,21,40,35,23,26
PA4623,15,15,7,4,26,7,9,48,14,5,8,12,16,0,6
PA4624,23,14,26,17,20,28,4,68,11,25,68,66,23,0,12
PA4625,22,20,17,21,9,17,7,22,7,1,34,51,23,1,20
PA4626,85,86,64,21,99,22,9,122,22,19,60,81,93,21,60
PA4627,7,14,9,2,9,17,4,22,6,10,58,62,37,23,9
PA4628,30,31,36,59,25,58,25,112,42,37,129,114,80,33,18
PA4629,6,1,4,13,0,1,0,19,0,2,8,5,0,0,0
PA4630,31,22,29,2,37,14,6,64,13,6,46,74,70,12,54
PA4631,48,29,48,22,38,34,4,82,17,17,90,73,35,33,7
PA4632,102,32,43,60,69,54,22,113,27,17,81,70,90,32,44
PA4633,53,28,49,31,35,12,2,38,4,7,91,72,71,36,17
PA4634,8,6,10,0,24,2,0,13,7,0,1,4,21,24,12
PA4635,21,4,7,15,0,1,1,6,4,1,8,4,20,24,13
PA4635a,17,6,7,7,0,8,2,11,6,3,5,8,7,1,0
PA4636a,94,20,86,39,43,32,5,111,15,0,9,9,71,50,28
PA4636,44,19,53,15,49,21,2,50,4,2,7,4,62,39,16
PA4637,57,26,45,69,75,61,13,193,14,4,17,10,97,34,64
PA4637a,29,24,31,13,10,26,4,46,6,2,11,6,20,31,18
PA4639,44,31,37,24,26,14,9,73,11,10,40,18,66,29,4
PA4640,53,51,67,26,111,39,18,99,37,37,164,109,66,7,23
PA4641,66,36,34,23,64,51,4,75,14,12,49,25,131,6,37
PA4642,12,5,13,0,15,13,1,58,7,1,12,8,20,4,12
PA4643,44,4,23,39,32,18,2,39,4,6,16,20,24,10,13
PA4644,37,28,22,57,47,29,16,89,24,43,590,468,58,99,15
PA4645,40,35,23,51,19,28,5,71,27,4,35,33,29,48,7
PA4646,7,6,3,16,10,8,1,17,4,0,16,6,18,3,11
PA4647,17,10,21,8,13,2,1,45,6,2,9,23,58,15,13
PA4648,61,28,29,44,43,17,4,54,9,2,20,10,39,16,34
PA4649,25,36,25,36,26,23,2,85,9,7,33,44,50,19,41
PA4650,125,95,63,137,63,113,32,209,63,49,177,187,126,133,73
PA4651,37,20,11,27,11,25,4,52,3,6,15,17,84,33,13
PA4652,76,116,51,147,159,112,169,366,173,82,338,353,317,239,126
PA4653,9,12,6,23,1,19,6,30,23,4,27,63,11,1,0
PA4654,27,34,31,38,39,5,3,62,14,12,41,100,60,15,10
PA4655,56,62,34,84,23,59,16,149,30,23,109,261,97,68,27
PA4656,27,15,24,0,27,0,0,40,7,2,2,9,33,17,1
PA4657,68,38,41,44,66,36,0,86,5,5,10,23,75,63,18
PA4658,35,17,38,51,29,16,17,43,29,3,15,10,57,42,9
PA4659,274,313,188,171,151,68,79,202,78,117,526,332,198,112,35
PA4660,191,63,101,105,184,116,17,220,70,13,42,33,192,108,116
PA4661,58,18,49,55,16,27,2,102,5,4,30,33,51,35,41
PA4662,15,16,16,30,23,18,3,55,9,7,38,22,28,17,26
PA4663,26,22,12,0,4,17,4,33,7,2,10,13,24,0,7
PA4664,16,1,4,0,8,4,3,19,6,3,8,18,18,0,7
PA4665,17,15,5,8,0,13,9,26,7,12,70,27,19,18,2
PA4666,19,14,12,9,14,10,2,25,9,6,40,30,17,5,19
PA4667,74,43,69,34,55,47,5,61,16,18,82,59,65,40,42
PA4668,72,17,55,40,1,34,0,63,9,4,15,10,56,55,40
PA4669,98,39,51,23,85,69,2,129,13,5,13,30,107,28,35
PA4669.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PA4670,141,71,131,104,77,82,30,150,107,10,25,29,203,156,74
PA4671,115,61,73,140,135,56,56,176,75,102,414,257,116,110,74
PA4672,63,31,49,45,51,46,4,132,16,6,28,24,65,41,29
PA4673,102,37,76,61,53,83,15,170,35,15,63,52,124,76,72
PA4673.1,18,2,15,14,1,4,3,30,7,1,10,14,18,6,6
PA4674,24,22,36,92,95,29,9,75,26,20,65,75,21,15,15
PA4675,4,3,0,0,0,0,0,1,0,0,1,3,0,1,0
PA4676,16,1,9,34,52,18,54,79,76,75,298,43,38,81,14
PA4677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA4678,1,0,0,0,0,8,0,0,2,0,0,1,1,0,0
PA4679,18,29,21,55,123,22,118,165,171,352,1107,253,117,136,43
PA4680,73,31,53,70,50,31,19,186,27,12,69,65,122,78,69
PA4681,101,75,78,82,96,71,4,197,39,9,125,92,104,51,31
PA4682,77,56,64,79,97,46,43,188,34,35,158,199,142,63,62
PA4683,77,58,77,84,29,39,5,113,37,27,133,183,25,81,39
PA4684,54,26,25,35,38,12,3,80,10,5,28,47,68,22,20
PA4685,96,46,58,71,117,76,16,127,29,21,58,108,72,61,42
PA4686,48,15,20,17,28,24,8,47,11,22,57,40,20,23,29
PA4687,20,15,6,31,38,25,9,56,16,30,97,61,42,15,24
PA4688,20,10,24,11,16,1,4,31,12,14,56,37,52,15,24
PA4689,97,61,72,106,117,78,27,200,46,30,126,118,69,51,42
PA4690,119,74,69,106,96,72,27,208,41,40,146,188,262,80,62
PA4690a,19,8,28,17,17,1,6,55,8,17,100,61,19,17,12
PA4690.1,39,27,25,53,39,27,10,48,15,20,143,101,43,17,10
PA4690.2,27,10,17,23,53,17,2,41,3,8,26,24,4,28,11
PA4690.3,199,213,103,67,156,99,17,31,19,19,206,59,151,235,69
PA4690.4,428,452,142,100,209,127,57,66,70,106,462,201,370,361,151
PA4690.5,57,28,40,9,91,30,16,119,11,14,64,76,38,31,25
PA4691,16,9,9,0,11,6,1,46,8,0,1,2,23,0,2
PA4692,13,4,10,10,2,9,6,68,10,3,3,13,53,10,29
PA4693,41,11,14,13,24,15,7,64,10,15,44,30,32,45,25
PA4694,47,70,32,55,106,17,9,67,11,9,43,44,93,23,16
PA4695,194,117,156,101,167,82,13,151,39,9,37,28,146,35,65
PA4696,20,12,6,10,23,7,1,25,6,4,11,7,3,0,8
PA4697,14,10,26,23,0,17,1,23,1,3,29,14,11,31,7
PA4698,24,24,21,5,50,13,3,65,13,4,37,29,22,16,2
PA4699,26,27,17,42,49,13,8,45,10,21,115,117,48,3,20
PA4700,141,84,76,107,116,43,22,255,53,29,194,108,114,51,49
PA4701,41,20,19,40,73,15,8,69,9,5,41,55,14,22,0
PA4702,69,47,47,70,126,60,21,152,47,68,267,154,122,35,31
PA4703,15,7,3,15,18,4,1,34,1,12,11,22,8,16,3
PA4704,96,46,56,25,8,49,10,126,15,4,20,38,128,69,47
PA4704.1,37,13,30,43,0,27,4,56,10,2,21,20,17,27,35
PA4704.2,11,5,26,19,33,3,6,46,6,1,20,23,11,11,3
PA4705,49,24,44,30,77,28,8,147,27,7,51,57,52,13,48
PA4706,147,372,122,275,171,107,84,281,80,185,992,1464,334,282,111
PA4707,10,8,9,1,19,11,2,15,6,0,4,6,29,6,6
PA4708,12,18,3,1,40,17,6,28,26,4,26,66,16,0,0
PA4709,179,134,145,207,289,151,98,391,122,177,648,435,333,178,182
PA4710,102,118,67,137,193,72,91,234,117,101,381,246,204,111,78
PA4711,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA4712,14686,58921,27998,373131,529569,213573,452156,1346334,659135,160594,863479,792284,392979,347663,198434
PA4713,638,2517,410,13181,14176,11923,5268,19024,10924,4244,23809,10226,15589,8932,6399
PA4714,117,68,82,120,135,76,14,132,32,20,77,88,108,90,23
PA4715,5,5,6,2,0,0,1,15,5,0,0,4,8,7,8
PA4716,59,22,36,18,50,21,7,88,18,8,35,62,47,2,69
PA4717,29,9,26,49,45,16,2,52,3,5,4,11,41,1,5
PA4718,46,15,18,11,71,16,17,36,14,8,39,33,28,14,15
PA4719,65,68,66,100,108,54,19,144,43,29,127,98,101,42,61
PA4720,83,86,90,240,166,96,48,379,90,119,488,453,235,122,88
PA4721,31,36,26,37,6,46,7,84,12,15,41,33,40,11,10
PA4722,194,103,127,183,206,112,53,245,120,109,653,499,213,172,88
PA4723,8,6,5,0,29,13,3,33,1,9,19,12,1,1,16
PA4724,16,0,9,5,50,1,2,57,2,11,25,32,16,25,11
PA4724.1,20,20,22,31,78,34,4,54,21,60,763,523,128,127,36
PA4725,55,56,77,136,216,58,24,117,34,190,2932,1856,220,145,64
PA4726,163,109,99,111,109,82,19,169,40,25,86,130,123,61,58
PA4726.1,52,162,47,177,176,145,113,218,118,150,540,1039,227,126,83
PA4726.11,35,39,28,96,91,50,22,136,47,38,166,216,98,11,37
PA4726.2,14,14,14,7,10,5,3,26,2,2,18,22,3,39,21
PA4727,204,193,155,331,220,213,65,478,99,126,414,611,270,246,54
PA4728,187,208,135,189,237,114,72,329,106,107,279,265,307,101,102
PA4729,43,90,34,70,139,61,14,106,13,19,95,157,69,36,26
PA4730,37,86,13,115,117,42,34,98,51,49,138,255,66,107,81
PA4731,39,26,13,49,90,46,37,80,40,30,113,87,123,54,66
PA4732,44,151,53,219,216,100,128,226,124,111,648,720,211,179,77
PA4733,111,161,87,86,171,117,55,307,64,53,151,305,220,121,109
PA4734,119,134,97,121,96,59,16,201,34,19,59,66,163,83,98
PA4735,56,80,20,51,33,49,12,118,22,13,113,78,95,43,35
PA4736,394,1001,265,388,426,206,189,530,229,328,1299,1122,389,242,234
PA4737,36,46,34,36,48,8,7,80,12,26,72,116,61,26,12
PA4738,57,33,34,36,43,16,3,25,7,5,40,30,33,55,1
PA4739,35,31,8,48,94,31,1,133,9,4,15,17,62,27,18
PA4740,6,2,6,1,41,13,5,17,13,5,15,37,3,17,3
PA4741,182,97,120,110,173,111,24,246,48,41,153,138,186,133,65
PA4742,40,34,12,12,19,34,10,42,13,5,14,38,23,10,23
PA4743,119,192,70,122,45,70,27,139,41,46,188,190,119,68,48
PA4744,7,5,0,0,0,3,2,10,5,2,9,13,15,2,3
PA4745,61,177,62,17,21,24,6,62,10,12,65,76,66,38,36
PA4746,279,408,171,153,134,68,6,197,39,12,91,140,174,72,67
PA4746.1,629,1587,422,322,282,192,46,236,48,43,872,703,392,286,141
PA4746.2,142,426,78,97,19,45,9,61,11,11,256,182,96,62,22
PA4747,122,87,99,90,70,60,20,113,38,27,120,44,136,84,55
PA4748,117,264,95,295,259,192,220,460,270,233,1079,1366,354,250,111
PA4749,48,98,60,49,67,65,37,124,30,64,232,403,113,104,44
PA4750,19,6,11,5,15,8,3,27,5,9,18,21,9,23,2
PA4751,22,29,23,10,66,40,11,55,4,16,78,73,29,32,2
PA4752,25,10,17,12,44,12,2,41,16,10,35,56,26,37,8
PA4753,107,38,56,92,79,43,23,175,30,20,83,77,65,112,63
PA4754,173,142,156,206,234,96,7,340,72,5,15,18,201,81,72
PA4755,49,35,10,4,14,6,3,51,4,2,12,8,27,0,15
PA4756,113,40,80,76,77,73,11,108,19,4,4,13,90,18,38
PA4757,48,9,22,13,19,17,0,22,4,0,0,1,19,12,7
PA4758,25,11,26,52,14,24,0,55,5,1,5,2,23,0,29
PA4758.1,39,10,19,17,36,10,1,88,14,7,19,16,60,16,4
PA4759,5,12,5,0,0,0,0,12,2,2,11,22,1,7,0
PA4760,61,39,51,47,79,22,4,101,11,4,10,14,102,25,15
PA4761,44,52,18,71,44,24,15,77,23,21,95,73,10,40,28
PA4762,33,31,23,29,62,42,1,105,10,6,11,6,45,61,35
PA4763,38,21,44,38,51,44,11,102,19,10,81,50,80,10,20
PA4764,57,31,63,47,45,18,8,121,18,34,192,136,44,86,25
PA4765,7,10,3,5,0,3,0,32,3,0,4,2,17,12,2
PA4766,20,7,11,17,14,40,1,54,4,1,6,8,23,46,7
PA4767,37,4,20,8,14,15,0,33,7,1,1,3,17,5,37
PA4768,74,47,52,31,29,41,2,104,16,9,40,33,69,46,53
PA4769,25,17,18,29,5,22,0,58,11,8,37,37,47,15,24
PA4770,60,68,57,103,178,103,101,336,113,110,681,384,194,100,62
PA4771,10,5,12,3,18,5,1,23,4,3,14,16,8,21,23
PA4772,12,3,15,3,29,17,0,22,1,1,3,3,18,16,7
PA4773,9,2,6,14,49,2,0,19,4,0,3,2,5,4,2
PA4774,9,10,4,5,12,9,8,27,8,9,44,25,37,13,3
PA4775,17,25,21,19,8,17,11,57,18,9,43,41,18,8,27
PA4776,84,100,69,183,187,104,90,313,132,176,763,554,229,173,64
PA4777,18,17,15,10,28,13,13,46,6,4,19,17,11,26,11
PA4778,7,4,5,0,22,0,0,15,2,0,0,1,27,0,0
PA4779,13,3,2,10,0,12,0,12,0,1,1,3,10,0,0
PA4780,10,0,10,0,1,3,1,12,0,1,5,12,16,24,1
PA4781,53,10,33,20,28,22,1,61,4,2,8,8,14,55,20
PA4782,11,7,4,11,7,6,3,21,4,0,0,3,9,10,9
PA4783,47,7,24,4,35,30,5,56,9,4,5,2,40,18,10
PA4784,6,9,4,12,18,9,1,19,0,0,9,8,5,0,12
PA4785,123,66,59,79,127,53,13,202,35,2,1,2,97,66,37
PA4786,18,15,11,25,30,34,19,60,18,2,22,19,51,34,12
PA4787,52,43,12,53,50,41,19,89,29,20,80,81,74,40,21
PA4788,72,36,58,22,46,19,12,130,21,8,30,19,59,43,50
PA4789,71,31,59,78,78,31,3,84,6,0,6,4,52,24,40
PA4790,64,30,56,104,102,32,13,152,34,3,21,10,53,68,36
PA4791,14,14,19,23,49,6,7,75,1,5,47,36,21,24,23
PA4792,31,24,25,32,7,13,7,74,13,5,24,14,72,38,21
PA4793,53,17,38,34,66,21,5,84,24,6,31,26,74,47,23
PA4794,31,21,15,45,47,40,5,102,20,15,82,63,91,25,33
PA4795,32,34,34,27,84,27,14,136,42,23,161,141,87,50,26
PA4796,183,181,142,284,170,180,65,486,107,149,785,545,315,316,137
PA4797,27,11,35,23,24,16,0,53,9,0,6,2,42,11,15
PA4798,51,26,30,50,53,24,0,70,3,3,5,1,35,35,15
PA4799,20,5,14,8,25,9,1,28,5,0,6,1,33,8,0
PA4800,27,10,22,22,32,16,6,43,13,6,39,37,17,1,9
PA4801,46,16,16,2,0,6,6,26,18,0,5,0,45,0,10
PA4802,26,11,20,47,34,15,6,92,15,5,6,8,23,30,12
PA4802.1,10,9,12,4,0,2,0,43,7,2,0,1,20,12,2
PA4803,7,1,6,1,0,0,0,10,1,1,0,1,4,0,1
PA4804,30,15,25,35,41,38,1,115,1,1,4,9,36,16,24
PA4805,43,33,44,42,109,27,2,128,13,1,5,2,43,8,21
PA4806,2,0,5,0,0,1,0,5,0,0,1,2,11,0,6
PA4807,11,2,8,12,23,10,0,13,1,1,1,1,11,1,7
PA4808,129,52,82,37,37,66,5,154,23,3,11,12,133,73,26
PA4809,18,48,20,10,4,8,7,40,4,11,61,42,29,46,12
PA4810,38,10,20,11,35,21,1,61,7,2,14,14,28,19,8
PA4811,16,6,16,15,3,14,4,85,16,4,8,27,60,17,32
PA4812,103,56,54,63,48,56,25,151,32,26,108,73,112,80,13
PA4813,45,39,43,36,33,24,4,41,20,1,5,12,41,36,25
PA4814,10,19,13,20,10,5,5,38,8,5,26,17,31,23,3
PA4815,64,42,65,56,35,26,4,67,16,1,18,10,78,46,16
PA4816,62,51,53,57,67,42,22,168,37,22,131,77,84,25,62
PA4817,49,20,47,46,18,12,4,120,11,3,9,3,24,30,8
PA4818,25,12,20,9,55,7,0,68,3,4,7,5,53,36,10
PA4819,27,22,32,25,30,18,6,81,10,0,5,5,65,0,22
PA4820,171,94,107,99,97,75,2,158,28,2,12,8,116,50,77
PA4821,85,35,86,57,32,24,5,162,12,5,11,11,58,80,20
PA4822,50,54,33,43,26,44,6,122,15,11,58,50,38,32,14
PA4823,16,22,26,0,0,4,4,35,4,6,25,34,28,0,1
PA4824,15,8,21,21,69,3,2,28,5,2,9,7,44,0,16
PA4825,73,99,51,41,73,46,22,123,32,64,280,219,97,41,51
PA4826,74,18,69,51,133,21,12,101,18,17,34,48,61,10,52
PA4827,32,22,31,8,29,12,2,46,4,1,4,9,9,33,13
PA4828,53,42,30,40,69,12,11,127,19,1,29,38,58,48,38
PA4829,72,76,77,64,64,35,30,86,40,30,119,215,98,51,39
PA4830,37,26,6,10,31,32,10,42,5,7,29,63,80,15,20
PA4831,60,49,59,83,55,59,13,125,28,19,83,116,37,24,36
PA4832,47,8,34,22,44,39,0,53,14,0,1,7,40,38,0
PA4833,44,11,14,11,47,25,1,41,4,1,5,21,27,10,4
PA4834,92,45,31,82,129,26,10,158,23,12,63,92,82,21,25
PA4835,37,114,49,51,48,31,19,95,46,34,114,177,79,56,34
PA4836,25,5,11,1,0,7,1,11,7,0,14,13,17,9,1
PA4837,76,59,51,63,144,44,2,63,7,6,19,35,60,21,33
PA4838,31,11,34,30,86,19,2,129,14,3,3,5,59,3,18
PA4839,157,81,93,188,110,95,30,211,48,50,281,295,108,141,71
PA4840,31,20,27,9,60,22,4,41,14,3,13,12,53,9,2
PA4841,94,49,65,56,31,24,3,100,10,3,5,2,61,30,48
PA4842,43,6,14,27,37,17,2,70,3,0,1,0,26,11,33
PA4843,29,12,12,6,33,15,0,44,5,1,1,1,35,0,6
PA4844,48,13,25,5,29,21,1,54,6,3,4,3,12,1,39
PA4845,20,7,7,22,48,6,1,34,9,3,11,3,8,24,15
PA4846,24,19,8,1,27,4,1,31,10,0,3,8,15,20,13
PA4847,17,2,13,12,27,11,0,51,3,0,2,5,47,1,10
PA4848,6,1,2,11,22,0,0,13,0,0,1,1,1,0,0
PA4849,12,1,3,20,5,10,0,32,1,0,0,0,42,0,11
PA4850,15,0,2,0,0,3,3,10,0,0,0,1,7,0,1
PA4851,52,22,28,75,16,21,3,65,15,3,9,7,22,56,11
PA4852,51,16,33,2,63,36,2,89,5,1,11,13,39,8,36
PA4853,61,66,42,61,111,34,28,99,32,82,295,236,74,33,34
PA4854,29,12,9,13,48,18,2,54,1,6,4,7,25,0,18
PA4855,33,14,30,22,37,30,4,64,10,4,24,20,21,0,21
PA4856,27,4,31,17,17,2,1,59,6,2,0,8,14,29,1
PA4857,57,32,54,164,75,62,59,189,88,97,1036,791,101,98,39
PA4858,18,10,7,4,7,8,1,17,0,5,111,49,33,6,23
PA4859,82,68,35,71,35,32,5,69,23,34,640,343,113,113,41
PA4860,86,56,50,23,73,55,4,68,16,7,53,43,117,96,31
PA4861,107,44,81,84,72,63,21,196,20,29,172,122,149,78,54
PA4862,120,80,90,39,76,45,3,73,23,18,311,204,56,102,19
PA4863,40,28,37,11,49,13,8,36,14,36,49,48,25,55,51
PA4864,52,33,28,15,45,20,3,70,3,6,12,12,53,64,43
PA4865,17,4,4,5,0,8,1,44,6,1,0,0,14,20,6
PA4866,11,0,6,0,0,6,0,20,1,1,0,2,4,0,0
PA4867,35,12,38,19,52,33,6,82,6,2,6,3,48,16,0
PA4868,56,25,45,0,25,45,8,94,19,2,7,9,122,15,31
PA4869,25,14,19,37,32,22,8,83,15,13,30,41,31,61,22
PA4870,50,13,24,51,22,28,2,47,8,3,21,18,52,9,16
PA4871,9,5,14,19,23,14,1,21,3,2,15,3,6,9,0
PA4872,41,12,14,19,25,21,6,75,6,6,15,27,12,4,27
PA4873,16,7,8,0,13,6,1,36,4,0,1,3,55,0,8
PA4874,10,1,0,9,8,3,0,10,0,0,0,0,0,9,7
PA4875,32,10,21,16,32,25,1,68,8,1,3,2,55,4,18
PA4876,9,4,3,14,0,3,0,19,0,0,1,0,1,0,2
PA4877,17,7,18,7,7,13,2,58,1,0,0,1,15,0,19
PA4878,9,12,14,1,0,2,1,28,5,2,3,2,23,9,1
PA4879,281,93,187,184,223,102,21,223,44,6,29,34,189,116,87
PA4880,76,23,60,55,126,47,5,143,7,0,5,5,130,18,34
PA4881,47,17,16,42,11,28,2,100,10,6,16,12,125,69,28
PA4882,43,27,21,29,10,20,2,56,10,3,14,11,40,30,9
PA4883,25,14,25,14,35,48,4,85,6,2,8,7,26,28,18
PA4884,67,28,61,74,37,46,11,98,32,6,19,16,32,20,37
PA4885,45,8,33,37,34,13,5,89,9,2,2,13,38,27,10
PA4886,63,45,14,20,71,17,10,85,24,14,60,7,71,18,39
PA4887,14,7,5,7,19,12,9,30,15,0,22,6,7,0,2
PA4888,10,6,11,3,29,2,6,24,6,7,15,27,8,6,4
PA4889,61,34,28,55,59,35,12,118,16,5,40,26,65,9,54
