gene_id,LawnControl1,LawnControl2,LawnControl3,PhoenixColony1,PhoenixColony2,PhoenixColony3,Edge1,Edge2,Edge3,Outer1,Outer2,Outer3,VBNC1,VBNC2,VBNC3
PA0393,65,47,66,66,35,31,12,132,16,17,159,146,91,82,29
PA0394,89,59,77,91,152,89,16,136,33,38,146,95,118,62,49
PA0395,75,25,30,54,80,43,8,161,14,11,72,51,46,46,28
PA0396,38,16,22,22,11,9,2,29,5,4,30,26,23,21,26
PA0397,49,41,54,70,11,34,1,60,8,12,24,33,42,28,32
PA0398,33,27,31,9,10,23,3,71,4,8,28,37,27,0,8
PA0399,31,16,10,12,14,7,2,56,7,4,10,11,11,0,1
PA0400,58,50,50,34,31,32,5,84,10,11,26,27,10,14,18
PA0401,33,9,14,23,39,3,2,37,2,0,7,10,46,0,17
PA0402,8,22,11,5,0,6,5,23,9,12,32,25,55,10,0
PA0403,48,30,45,64,47,35,32,138,54,53,170,86,90,117,24
PA0404,114,58,48,62,14,42,11,108,19,6,38,68,90,34,20
PA0405,51,64,51,83,136,49,35,138,51,37,162,136,100,106,38
PA0406,69,50,63,90,33,19,74,142,55,70,265,300,152,125,47
PA0407,43,41,22,51,51,37,15,75,11,17,50,70,44,30,49
PA0408,8,4,8,37,32,16,0,34,8,5,9,16,25,22,7
PA0409,174,102,159,102,145,109,33,219,50,30,162,232,222,99,99
PA0410,25,2,16,15,13,17,6,55,8,5,21,27,44,17,15
PA0411,207,118,147,257,210,145,54,491,87,46,183,211,222,73,131
PA0412,25,12,15,7,29,1,4,50,4,4,4,11,35,27,10
PA0413,15,3,1,2,29,0,1,2,5,0,4,3,0,0,8
PA0414,31,27,8,12,20,5,7,57,2,0,0,3,40,2,1
PA0415,17,14,8,40,3,14,2,75,5,5,3,3,26,17,23
PA0416,23,13,21,12,52,19,3,38,11,5,11,15,27,11,7
PA0417,13,4,5,12,17,9,1,11,3,2,11,15,13,0,0
PA0418,106,57,64,67,64,41,24,150,21,21,78,107,103,71,40
PA0419,67,18,49,57,100,23,9,108,21,6,58,79,78,18,26
PA0420,10,1,3,2,12,2,1,25,3,0,23,25,7,0,0
PA0421,52,15,23,0,34,19,1,31,6,10,51,56,36,26,5
PA0422,89,136,69,56,64,37,19,52,28,10,83,59,25,28,43
PA0423,41,57,32,45,39,38,21,108,32,35,142,97,41,38,21
PA0424,207,105,101,123,179,147,24,420,97,45,176,135,198,113,105
PA0425,36,13,39,56,22,42,13,76,16,33,99,107,61,46,23
PA0426,97,46,44,93,111,65,14,160,15,27,173,132,64,98,12
PA0427,31,19,41,80,36,14,13,75,34,38,136,181,73,40,29
PA0428,45,24,26,53,32,17,11,62,16,17,105,68,63,6,14
PA0429,49,9,35,59,55,53,17,98,29,42,97,73,73,25,30
PA0430,193,167,116,176,142,84,37,331,65,117,416,404,188,199,111
PA0431,4,4,8,28,6,5,0,29,2,0,6,11,8,21,12
PA0432,59,37,65,17,8,57,4,69,2,2,7,8,32,26,18
PA0433,47,14,32,55,8,12,1,117,3,4,5,11,52,5,38
PA0434,112,94,67,109,145,62,22,195,42,43,142,137,126,112,55
PA0435,39,14,27,28,48,23,4,77,12,0,8,9,51,19,28
PA0436,23,11,17,13,18,15,0,53,12,2,1,3,39,33,11
PA0437,54,20,32,71,40,26,3,80,16,0,8,5,18,27,48
PA0438,72,39,49,72,81,30,11,160,18,2,27,9,60,63,25
PA0439,54,30,40,69,70,37,17,188,33,24,88,22,98,63,31
PA0440,5,8,11,0,0,0,0,6,0,0,0,2,0,5,0
PA0441,113,39,56,96,133,35,26,240,52,13,56,10,68,61,43
PA0442,23,7,22,53,20,25,15,137,16,10,34,26,51,16,41
PA0443,9,4,11,19,0,4,0,8,0,1,0,3,7,0,0
PA0444,41,51,35,23,46,21,2,59,6,1,15,32,29,2,43
PA0445,173,201,111,94,123,124,9,190,28,15,121,243,116,61,84
PA0446,47,39,39,34,58,19,16,72,26,7,53,36,55,19,4
PA0447,82,80,70,104,50,87,80,247,93,72,682,234,164,114,78
PA0448,88,46,54,73,65,68,4,172,32,4,13,13,54,36,69
PA0449,16,12,8,13,125,24,16,90,14,51,170,96,15,40,19
PA0450,55,13,28,46,0,15,9,72,9,34,82,34,38,9,19
PA0451,24,2,16,4,24,8,2,78,5,3,22,17,33,14,1
PA0452,151,39,74,65,69,62,5,199,22,9,23,32,178,24,63
PA0451a,71,36,52,29,59,33,4,113,15,10,19,35,59,66,38
PA0454,137,939,136,955,803,583,799,1662,735,608,2095,2560,1072,685,305
PA0455,44,47,25,9,36,11,1,43,11,4,10,12,36,1,15
PA0456,30,23,7,9,55,20,5,66,14,0,6,9,10,12,21
PA0457,50,31,32,49,18,36,1,79,16,5,12,21,55,24,17
PA0457.1,132,90,100,81,158,89,11,212,31,34,199,284,253,89,51
PA0458,24,22,19,23,19,9,2,41,6,5,33,36,14,17,10
PA0459,74,36,46,35,128,36,24,123,26,16,129,113,55,57,15
PA0460,77,70,41,32,28,23,7,83,21,27,142,123,57,44,19
PA0461,12,31,23,3,2,4,4,37,5,3,29,23,53,20,13
PA0462,73,32,59,60,47,45,1,82,6,2,21,11,75,47,5
PA0463,34,25,26,53,66,24,4,68,3,3,4,12,39,17,18
PA0464,55,23,26,43,96,17,6,117,19,1,3,2,72,20,35
PA0465,11,17,9,16,8,0,1,27,3,3,3,5,3,0,0
PA0466,5,3,6,0,16,0,1,13,6,3,12,20,8,0,13
PA0467,49,43,32,25,24,21,7,91,10,8,31,35,44,32,25
PA0468,194,87,127,164,135,73,12,135,26,11,35,25,134,42,74
PA0469,24,26,3,0,7,39,2,30,1,2,6,7,7,0,12
PA0470,32,27,19,36,29,9,5,61,10,5,10,9,39,36,22
PA0471,21,21,28,14,79,31,5,70,23,26,55,58,24,65,13
PA0472,8,1,5,0,0,0,0,16,0,0,0,0,8,0,2
PA0473,30,21,16,21,63,15,0,44,10,4,10,9,22,0,0
PA0474,51,14,40,29,45,27,2,107,27,4,23,15,70,0,17
PA0475,44,16,21,12,26,8,10,67,13,2,10,4,26,0,28
PA0476,22,34,23,28,18,42,6,71,11,6,8,9,38,5,18
PA0477,13,4,18,0,6,9,4,47,5,5,18,28,12,7,2
PA0478,17,2,11,21,0,5,3,25,4,1,0,0,19,0,4
PA0479,20,16,10,8,32,12,15,68,12,17,56,51,60,0,21
PA0480,156,104,95,168,194,74,25,309,58,57,210,249,179,137,60
PA0481,65,40,30,36,5,31,13,95,18,13,62,58,103,47,11
PA0482,12,15,31,37,62,38,16,104,14,36,209,151,67,59,4
PA0483,51,15,36,24,64,32,0,104,23,12,6,33,38,47,23
PA0484,31,27,5,9,22,36,11,64,9,11,41,43,24,9,12
PA0485,44,27,36,32,67,53,14,41,26,10,30,37,49,40,28
PA0486,4,3,1,0,10,0,3,6,2,1,8,10,0,10,0
PA0487,6,8,2,2,16,3,0,17,2,0,7,7,8,6,0
PA0488,21,15,21,43,41,28,4,56,22,10,47,38,37,0,6
PA0489,56,36,36,98,19,35,6,79,13,4,6,4,57,57,34
PA0490,15,10,19,14,5,9,0,27,4,1,7,1,19,8,2
PA0491,18,2,16,0,23,0,3,36,0,1,0,0,12,1,8
PA0492,20,8,33,21,0,8,4,31,1,0,1,12,8,0,0
PA0493,44,6,34,45,22,57,2,86,14,5,6,7,67,40,37
PA0494,22,11,23,16,28,14,0,38,7,2,14,6,5,0,14
PA0495,184,62,125,69,144,53,11,150,23,0,2,14,128,70,54
PA0496,149,46,94,78,89,77,10,129,27,17,48,25,44,81,75
PA0497,111,14,69,69,113,24,7,108,40,7,9,2,72,32,29
PA0498,132,160,77,145,231,135,70,373,84,48,117,125,228,148,78
PA0499,22,69,17,46,20,8,7,55,13,4,8,9,36,24,6
PA0500,5,4,5,9,16,0,5,16,1,8,11,11,8,0,1
PA0501,11,0,9,0,16,10,2,23,2,2,2,4,7,8,0
PA0502,9,10,9,13,11,5,0,45,0,0,2,6,3,6,6
PA0503,113,326,120,248,276,143,117,331,169,144,375,357,299,274,64
PA0504,212,285,105,116,121,61,42,131,25,44,225,193,125,96,113
PA0505,68,31,38,32,63,50,12,100,12,2,18,14,67,68,11
PA0506,88,42,67,41,67,72,9,141,19,10,31,25,79,55,42
PA0507,87,31,49,42,84,26,4,72,11,3,15,19,63,12,48
PA0508,13,0,15,18,2,0,1,32,6,0,2,3,33,0,16
PA0509,32,12,17,0,20,14,0,39,2,0,7,6,29,19,2
PA0510,11,3,6,0,7,1,0,8,2,1,5,1,19,10,6
PA0511,3,9,4,0,0,12,0,20,0,0,1,0,11,14,0
PA0512,5,5,6,10,0,5,0,7,1,0,1,3,7,0,0
PA0513,4,0,6,0,0,6,0,9,1,0,1,3,6,0,0
PA0514,39,19,25,30,1,22,4,58,8,2,6,4,19,2,17
PA0515,5,8,10,6,0,7,0,20,1,0,3,1,4,39,10
PA0516,9,12,1,0,7,4,1,14,1,0,6,7,5,0,3
PA0517,102,48,96,133,104,44,8,112,22,5,149,44,80,108,36
PA0518,42,26,21,92,82,39,21,120,59,45,253,133,83,37,72
PA0519,29,13,13,16,45,20,4,100,3,0,4,1,78,15,30
PA0520,29,11,10,25,66,28,1,150,9,2,5,1,24,1,31
PA0521,30,5,46,105,35,43,0,37,10,2,301,43,68,32,3
PA0522,92,23,57,70,52,58,4,155,19,1,24,4,117,91,51
PA0523,18,11,10,11,0,10,1,61,4,1,9,5,31,10,7
PA0524,1,1,4,5,0,0,0,6,0,0,2,2,0,0,3
PA0525,69,11,37,42,42,31,0,48,8,2,2,13,70,8,34
PA0526,1151,1724,1057,70540,101885,61505,61994,165967,67298,105970,263448,143414,110126,80812,65387
PA0527,81,40,36,68,48,35,4,87,20,9,21,8,75,17,14
PA0527.1,80,44,45,66,65,33,8,103,19,7,27,7,81,45,41
PA0528,14,4,8,8,34,6,1,45,8,1,2,7,22,6,23
PA0529,26,11,18,12,0,26,2,80,10,1,7,5,27,25,7
PA0530,63,48,33,60,45,40,15,130,27,14,78,40,77,33,32
PA0531,55,74,44,21,61,46,6,123,8,6,15,21,43,22,37
PA0532,55,55,44,70,9,29,2,61,10,2,47,51,47,50,20
PA0533,10,24,2,12,11,1,1,18,2,2,5,15,24,7,4
PA0534,22,5,15,0,7,10,1,43,6,1,10,13,39,16,17
PA0535,63,29,39,31,68,43,5,72,16,24,76,92,57,40,31
PA0536,54,8,17,25,54,13,7,82,11,8,26,16,51,30,16
PA0537,29,8,31,49,67,19,4,115,7,1,6,1,15,2,29
PA0538,10,18,10,23,28,8,1,13,4,8,17,30,25,17,24
PA0539,67,22,18,85,68,21,3,94,6,4,23,46,18,51,31
PA0540,36,27,24,23,50,20,2,46,5,4,19,36,38,28,11
PA0541,32,10,12,17,41,24,3,46,8,12,72,30,20,21,22
PA0542,43,18,26,41,67,39,16,69,17,22,50,82,60,55,69
PA0543,52,39,38,50,29,43,10,207,8,8,15,19,70,26,40
PA0544,42,33,23,10,20,22,0,36,12,7,40,33,20,23,3
PA0545,42,52,41,13,40,16,9,94,24,9,36,106,51,28,23
PA0546,87,71,93,62,51,71,21,163,18,33,193,205,92,30,24
PA0547,9,9,7,9,36,6,0,27,9,1,4,14,21,5,12
PA0548,56,18,28,50,48,10,0,63,15,6,8,13,65,0,15
PA0549,31,16,17,49,25,2,3,41,3,3,14,21,29,30,0
PA0550,22,14,29,21,15,22,5,52,7,6,56,54,41,50,33
PA0551,9,2,10,5,10,2,5,9,2,5,56,40,0,8,0
PA0552,35,30,28,38,75,11,2,58,5,10,106,91,27,11,12
PA0553,146,83,95,151,200,110,55,303,79,108,478,382,201,128,131
PA0554,7,8,22,6,0,9,1,33,8,5,14,7,24,10,5
PA0555,41,11,26,3,6,12,1,51,12,10,13,18,16,16,41
PA0556,48,21,27,83,50,41,14,137,16,11,42,61,75,23,43
PA0557,45,41,34,74,25,33,5,72,10,3,11,13,44,35,21
PA0558,42,32,38,38,56,11,4,51,10,1,20,11,94,6,17
PA0559,178,113,125,87,154,125,11,255,58,12,32,46,222,69,94
PA0560,30,13,25,14,61,10,5,49,3,1,12,17,11,26,21
PA0561,55,33,23,98,126,37,48,124,44,94,333,342,88,95,48
PA0562,42,9,33,48,41,42,1,64,6,3,7,8,45,11,13
PA0563,26,9,20,13,0,9,1,39,7,3,27,14,2,7,13
PA0564,10,6,15,19,13,5,2,41,6,4,11,3,13,30,12
PA0565,12,6,20,17,18,9,1,9,6,8,36,43,20,0,10
PA0566,7,20,6,14,15,5,3,26,0,6,7,9,0,28,1
PA0567,14,4,13,22,0,1,1,27,0,2,3,1,10,13,12
PA0568,3,1,6,13,13,0,0,14,0,1,7,5,11,0,0
PA0569,21,14,7,8,21,0,3,30,13,7,17,17,44,0,9
PA0570,76,17,68,38,47,27,5,164,14,3,6,10,43,63,37
PA0571,60,24,41,22,54,28,7,61,12,8,30,28,33,14,34
PA0572,161,55,130,149,131,62,22,199,29,20,109,109,240,90,94
PA0573,1,6,3,2,7,3,0,0,0,0,2,4,17,0,5
PA0574,233,84,147,168,137,113,19,211,65,10,71,46,213,77,89
PA0574.1,255,428,181,273,153,127,38,277,63,64,320,534,284,150,86
PA0575,146,154,97,147,147,78,10,164,43,48,203,221,105,122,53
PA0576,21,10,14,16,51,13,1,23,6,0,6,4,31,7,8
PA0577,44,93,31,94,124,83,40,154,49,75,416,678,119,89,45
PA0578,34,24,25,9,21,7,5,90,8,4,21,28,14,30,9
PA0579,23,15,17,25,0,13,6,41,9,2,20,25,10,20,0
PA0580,23,11,19,17,9,16,9,35,9,3,12,18,34,9,5
PA0581,8,2,10,12,0,13,0,27,0,1,2,5,6,0,5
PA0582,63,21,16,16,109,16,5,113,14,22,59,57,56,49,36
PA0583,13,25,2,61,0,9,2,44,10,4,51,23,18,16,9
PA0584,134,36,99,96,130,62,37,223,65,112,643,385,180,233,40
PA0585,114,84,95,120,114,86,33,188,38,126,500,354,169,91,42
PA0586,327,308,222,334,490,265,142,682,244,620,3497,1900,437,380,244
PA0587,21,29,23,12,54,32,2,13,11,0,24,11,37,15,38
PA0588,57,26,25,47,44,25,7,77,12,19,45,35,53,24,9
PA0589,34,10,16,15,48,10,4,27,8,9,63,36,30,58,10
PA0590,97,38,68,109,106,34,19,155,21,8,11,26,110,60,57
PA0591,21,4,14,30,27,11,2,37,0,0,2,4,20,14,7
PA0592,105,38,49,91,44,47,12,126,28,12,75,122,162,21,35
PA0593,276,215,249,277,181,197,63,366,97,75,470,783,270,202,117
PA0594,116,78,62,56,73,44,28,143,32,50,150,92,140,21,42
PA0595,21,6,13,42,0,24,5,64,2,4,28,32,34,4,2
PA0596,20,17,22,7,57,23,2,88,14,5,38,23,12,21,11
PA0597,54,16,32,11,0,32,10,65,18,13,112,61,33,48,19
PA0598,102,49,59,108,138,68,15,236,21,21,61,79,114,62,49
PA0599,30,35,37,22,50,19,6,78,23,5,32,33,38,37,31
PA0600,118,55,85,75,45,67,7,243,26,12,24,35,159,64,87
PA0601,49,18,39,47,29,40,9,76,11,6,27,31,44,20,31
PA0602,72,36,49,56,80,47,4,130,16,7,44,65,95,43,29
PA0603,89,12,55,15,41,26,6,158,24,8,10,25,68,40,43
PA0604,39,28,33,43,16,29,0,121,19,1,0,3,25,4,18
PA0605,32,11,17,21,28,6,4,42,7,3,5,17,13,7,17
PA0606,44,37,27,35,57,30,3,81,12,5,16,32,65,18,25
PA0607,62,64,64,90,127,48,9,126,21,19,49,45,62,61,29
PA0608,418,477,228,93,100,42,41,120,39,17,143,26,141,149,83
PA0609,120,153,93,86,82,65,74,150,56,51,167,115,132,58,54
PA0610,29,42,16,24,6,3,0,26,7,3,13,12,33,2,8
PA0611,157,150,70,24,79,51,6,84,17,14,38,45,79,58,21
PA0612,12,13,26,18,31,15,9,82,15,15,64,91,34,2,37
PA0613,11,17,5,18,74,13,18,72,29,21,80,64,47,20,10
PA0614,37,22,34,14,51,29,24,96,17,36,125,129,20,45,29
PA0615,26,12,12,38,34,9,13,77,20,31,81,66,47,37,11
PA0616,63,28,45,78,82,32,21,175,51,49,220,203,75,53,76
PA0617,20,5,16,21,34,21,11,50,11,14,53,50,34,24,7
PA0618,215,100,142,256,270,190,68,451,109,163,511,516,237,199,158
PA0619,76,40,41,50,53,12,22,78,11,50,193,207,90,67,27
PA0620,60,28,50,74,79,55,51,215,67,80,323,289,84,78,106
PA0621,21,11,8,36,68,28,21,91,13,44,114,121,55,48,38
PA0622,17,5,20,9,68,19,14,78,15,25,104,153,60,7,14
PA0623,213,128,234,520,413,220,202,989,284,444,1312,1164,391,272,158
PA0624,44,37,46,35,48,39,27,161,31,62,194,201,85,121,54
PA0625,1,3,6,0,0,2,2,5,1,2,16,9,9,5,0
PA0626,127,48,94,159,195,111,72,507,96,210,691,691,211,129,80
PA0627,49,17,23,48,27,26,24,100,16,44,161,101,5,46,16
PA0628,8,3,9,0,40,1,6,46,8,12,41,30,48,4,0
PA0629,10,4,5,11,27,12,10,43,9,9,39,32,12,19,2
PA0630,75,43,87,97,118,72,52,212,82,81,249,229,136,102,66
PA0631,44,30,32,104,56,51,36,184,49,72,209,194,82,75,58
PA0633,11,11,19,32,42,10,14,67,27,33,78,58,27,28,7
PA0634,123,66,100,131,146,146,45,452,96,125,379,367,208,143,116
PA0635,14,8,20,2,11,8,4,30,8,30,60,60,30,23,17
PA0636,21,6,31,42,16,35,20,82,20,36,98,102,58,31,11
PA0637,80,29,68,88,117,69,68,333,88,126,345,372,115,121,84
PA0638,85,31,71,73,128,49,32,262,36,130,301,319,125,142,57
PA0639,302,190,287,378,458,227,177,834,249,332,812,821,551,393,202
PA0640,60,9,42,47,41,12,12,71,8,8,64,34,57,53,12
PA0641,30,30,11,15,27,3,9,40,8,16,56,45,33,10,10
PA0643,32,9,13,17,6,11,8,41,12,22,59,59,19,42,15
PA0644,110,48,92,85,130,60,20,159,29,25,81,79,121,75,59
PA0645,57,3,40,12,39,23,3,40,15,12,34,39,91,37,21
PA0646,46,21,21,15,49,26,5,64,6,10,49,40,27,57,4
PA0647,51,63,22,61,29,29,10,61,9,7,41,33,50,49,32
PA0648,82,131,73,83,40,57,27,174,50,54,191,164,112,135,63
PA0649,46,43,24,30,35,1,5,68,13,12,25,41,6,16,35
PA0650,104,78,70,127,140,78,35,187,68,100,277,448,175,192,133
PA0651,41,21,17,45,35,14,5,97,14,4,57,52,71,5,9
PA0652,120,60,76,81,90,44,23,129,28,47,108,117,59,75,29
PA0653,45,44,40,81,64,14,16,120,30,36,155,159,50,36,42
PA0654,50,16,29,41,52,17,6,61,21,27,153,90,46,104,13
PA0655,43,28,37,47,36,57,18,159,21,13,61,71,34,23,43
PA0656,74,23,62,25,73,25,5,88,13,6,24,29,33,54,40
PA0657,94,39,98,106,65,68,8,172,57,15,78,87,115,50,60
PA0658,29,10,15,23,23,7,6,46,8,9,31,30,14,9,11
PA0659,51,27,31,34,72,65,12,170,28,6,38,30,43,29,34
PA0660,14,12,20,18,29,5,3,41,16,24,42,61,21,50,5
PA0661,19,11,13,5,23,4,2,34,5,7,9,6,36,1,26
PA0662,72,78,39,82,34,38,26,133,42,45,161,141,103,47,52
PA0663,48,92,15,23,38,79,70,125,83,113,306,216,99,69,10
PA0664,49,12,33,18,64,29,9,64,9,7,29,45,64,28,32
PA0665,164,168,114,189,215,211,151,405,192,139,740,1174,336,238,159
PA0666,294,216,190,329,318,237,105,604,182,177,675,666,481,311,170
PA0667,98,71,93,111,152,117,92,167,245,468,1271,154,200,277,64
PA0668,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PA0668.1,0,0,1,1,0,0,0,0,0,0,0,2,2,0,0
PA0668.2,155,95,120,381,439,223,564,924,895,1206,3320,367,431,574,211
PA0668.3,3,0,0,1,13,0,6,5,10,2,6,2,2,6,4
PA0668.4,118,45,61,75,145,72,13,154,23,13,31,33,64,73,27
PA0668.5,13,7,15,7,10,17,2,57,6,4,4,6,23,25,0
PA0669,1,7,1,7,23,0,0,4,1,1,2,1,0,0,10
PA0670,46,48,34,36,39,22,0,53,8,4,10,26,73,42,31
PA0671,18,3,18,28,2,5,9,38,12,7,29,12,33,32,8
PA0672,50,14,9,31,34,26,1,84,12,0,8,7,40,15,8
PA0673,27,2,24,39,35,15,0,41,6,0,1,1,34,45,5
PA0674,13,4,10,17,0,2,0,28,2,3,6,8,3,0,3
PA0675,12,2,1,21,9,14,2,10,0,0,2,2,11,0,0
PA0676,11,14,9,2,0,14,0,17,6,2,0,0,15,6,0
PA0677,8,6,0,19,8,0,2,41,7,1,9,4,10,1,14
PA0678,22,21,18,6,7,7,6,44,11,1,3,7,18,1,12
PA0679,22,8,6,1,16,14,1,18,2,1,4,1,4,0,10
PA0680,14,3,13,12,0,3,1,18,5,1,0,0,19,0,11
PA0681,4,5,4,18,0,10,0,22,3,3,3,0,0,0,0
PA0682,3,0,0,0,0,4,0,19,0,0,5,0,0,0,4
PA0683,84,23,27,10,13,31,7,124,22,5,3,5,66,27,11
PA0684,23,3,11,23,26,15,1,51,2,2,1,1,35,17,21
PA0685,21,3,7,6,9,5,0,26,4,2,0,0,32,0,4
PA0686,101,21,54,26,23,28,2,36,16,1,3,8,62,27,35
PA0687,71,24,64,50,51,56,6,120,14,11,36,41,57,15,61
PA0688,415,226,328,415,367,215,48,851,125,52,157,98,363,218,155
PA0689,80,35,53,61,41,21,5,82,12,3,4,3,30,69,33
PA0690,59,28,50,49,24,34,1,99,4,2,1,3,53,41,52
PA0691,32,25,21,9,29,22,0,49,18,2,3,1,28,3,28
PA0692,8,0,8,0,0,7,1,8,0,0,0,1,10,0,0
PA0693,13,5,16,28,50,2,0,37,7,0,5,1,18,18,6
PA0694,53,19,47,38,5,35,2,83,7,2,5,13,81,0,28
PA0695,30,18,22,14,43,15,1,56,2,0,1,1,44,6,6
PA0696,12,4,12,23,0,11,0,24,2,0,0,1,12,0,0
PA0697,27,24,13,61,39,18,0,68,2,2,5,5,14,27,45
PA0698,17,6,8,0,19,13,0,18,1,0,2,1,19,0,2
PA0699,17,8,4,17,23,20,7,89,7,2,11,5,20,11,11
PA0700,0,3,0,4,0,0,1,4,0,4,13,12,4,0,4
PA0701,12,13,16,13,31,22,0,50,0,1,1,1,12,48,8
PA0701a,52,30,47,26,56,51,3,100,10,1,1,3,65,15,45
PA0702,55,15,13,22,57,19,7,62,0,9,61,50,75,0,25
PA0703,74,28,58,46,79,16,18,75,20,25,69,71,64,41,25
PA0704,24,28,19,44,23,17,12,62,12,9,56,77,4,26,17
PA0705,23,30,24,7,19,16,2,29,7,2,4,5,76,33,17
PA0706,51,27,46,20,60,26,2,64,15,4,15,25,43,12,32
PA0707,9,0,10,3,0,4,1,7,4,3,2,8,8,0,0
PA0708,24,13,16,12,9,17,0,33,4,2,4,2,0,9,28
PA0709,12,3,15,0,9,0,1,19,1,1,2,1,19,10,7
PA0710,19,23,10,15,17,3,5,36,7,4,13,38,42,35,5
PA0711,81,49,34,85,106,46,13,124,32,31,106,124,53,26,53
PA0712,64,32,33,43,44,31,3,112,1,1,9,11,70,48,23
PA0713,35,53,35,103,82,57,22,91,29,73,253,134,98,43,36
PA0714,219,375,269,519,532,246,376,970,495,529,2141,2272,621,640,250
PA0714.1,428,305,436,475,449,297,376,963,574,241,1371,1677,521,605,236
PA0715,19,14,15,41,10,25,2,51,15,6,6,1,6,7,5
PA0716,35,24,33,12,17,28,0,79,7,2,7,4,56,54,34
PA0718,61,44,37,35,28,13,11,49,20,38,93,69,36,11,10
PA0719,1,0,1,4,0,0,0,5,0,0,0,1,0,0,11
PA0720,75,40,53,52,58,45,6,108,25,38,189,119,70,76,56
PA0721,27,15,20,38,59,20,8,92,23,26,170,143,70,29,28
PA0722,92,49,92,68,86,55,7,133,36,10,12,14,82,58,76
PA0723,44,26,18,13,73,1,2,77,15,2,1,0,40,38,14
PA0724,302,103,204,117,229,178,14,316,76,17,22,24,175,103,81
PA0725,248,110,182,105,282,133,8,242,70,13,27,25,188,162,62
PA0726,73,32,61,83,93,9,2,107,16,3,7,15,57,44,19
PA0727,256,635,287,158,154,61,37,132,64,44,243,180,170,128,61
PA0728,4,10,13,6,19,11,38,115,58,43,100,61,39,30,27
PA0729,168,81,118,59,71,49,8,110,42,5,13,15,135,41,72
PA0729.1,41,44,13,61,33,29,21,75,33,23,113,101,79,55,46
PA0730,71,46,60,94,66,53,28,79,32,20,166,116,73,48,49
PA0731,33,23,19,14,19,16,1,26,7,0,5,4,11,0,30
PA0732,16,22,8,22,14,7,1,20,7,4,19,24,6,0,7
PA0733,22,22,11,17,3,16,2,34,6,1,13,11,60,36,20
PA0734,19,8,12,18,10,17,7,59,17,8,28,43,81,14,38
PA0735,26,76,15,25,5,17,6,25,4,10,70,50,4,44,13
PA0736,61,79,23,8,32,10,6,19,4,6,29,15,20,38,9
PA0736a,16,32,25,11,19,15,1,20,0,2,8,1,6,0,0
PA0737,19,9,14,34,11,10,2,26,7,4,20,11,18,7,5
PA0738,76,37,50,23,42,7,4,60,7,1,13,5,51,33,51
PA0739,15,3,10,6,20,3,0,25,2,0,11,7,49,7,2
PA0740,26,10,10,18,11,13,0,28,12,0,25,22,32,5,1
PA0741,13,8,8,26,31,5,6,46,10,18,81,54,28,55,17
PA0742,26,6,14,10,20,5,3,53,10,8,28,12,21,13,18
PA0743,57,51,44,82,31,36,8,75,23,32,148,50,55,55,20
PA0744,33,13,32,20,35,8,5,78,10,7,56,35,19,43,25
PA0745,36,43,26,57,91,61,9,111,8,17,97,36,57,44,45
PA0746,51,32,23,36,28,24,6,56,11,11,35,45,62,18,11
PA0747,52,32,28,43,52,22,33,85,22,30,152,171,65,13,19
PA0748,16,16,12,41,53,9,0,50,5,3,6,7,30,29,9
PA0749,57,22,43,41,68,34,4,99,6,2,1,0,90,13,31
PA0750,2,0,3,0,13,0,0,26,1,0,0,0,14,8,0
PA0751,32,14,36,31,24,11,2,53,15,5,9,6,35,17,29
PA0752,120,29,64,116,14,47,3,55,12,2,8,15,43,26,36
PA0753,26,13,17,18,7,12,0,30,4,4,2,8,30,0,11
PA0754,37,21,25,22,21,24,2,92,11,3,9,13,64,27,25
PA0755,87,93,45,103,108,70,11,107,9,15,45,44,82,75,35
PA0756,39,25,29,4,56,14,4,71,29,18,84,72,51,19,34
PA0757,28,9,22,13,4,17,5,50,15,17,40,64,39,0,10
PA0758,158,289,95,194,175,84,111,288,131,84,420,376,139,130,53
PA0759,1444,1822,736,784,858,438,364,916,507,354,2211,1708,987,723,319
PA0760,345,629,210,144,131,73,36,81,53,51,451,268,246,209,92
PA0761,65,128,37,30,73,32,14,70,22,16,93,85,80,55,41
PA0762,50,64,26,34,30,27,7,92,23,6,47,57,3,4,10
PA0763,96,112,61,87,33,29,5,84,9,11,54,67,63,11,35
PA0764,124,132,102,151,75,113,19,233,53,43,291,276,150,115,45
PA0765,84,51,45,64,132,53,4,147,33,12,61,60,58,24,41
PA0766,40,23,38,41,66,52,21,83,28,56,303,242,104,61,5
PA0767,25,21,20,14,53,38,2,33,4,16,25,24,19,30,1
PA0768,80,48,56,45,106,51,4,88,8,12,89,74,62,22,42
PA0769,6,0,2,0,26,17,0,25,5,2,29,18,9,28,0
PA0770,18,29,20,19,38,12,5,43,15,11,34,53,6,19,24
PA0771,12,11,13,8,25,12,3,27,13,3,3,4,14,7,4
PA0772,49,18,24,25,34,23,0,43,5,1,3,11,23,22,21
PA0773,28,27,29,32,22,35,1,40,3,1,13,5,12,16,32
PA0774,18,31,25,8,36,10,4,30,10,3,6,5,27,0,13
PA0775,4,1,3,3,0,0,0,10,4,2,6,8,17,14,0
PA0776,208,358,160,151,155,113,5,225,30,8,61,166,169,53,96
PA0777,26,24,5,19,51,20,5,38,11,3,31,53,45,37,8
PA0778,71,46,62,20,75,42,2,98,9,2,8,0,113,55,22
