"gene_id","empty_NI_1","empty_NI_2","empty_NI_3","pit4_NI_1","pit4_NI_2","pit4_NI_3","empty_I_1","empty_I_2","empty_I_3","pit4_I_1","pit4_I_2","pit4_I_3"
"PA4100",763,1453,1693,827,688,973,1024,1051,794,489,1332,1336
"PA4099",47,4,33,14,8,8,15,1,6,0,8,6
"PA4098",36,3,9,3,4,9,18,5,2,0,8,7
"PA4097",2,1,1,6,0,1,0,1,0,1,0,1
"PA4096",21,4,11,6,6,7,7,1,4,0,13,5
"PA4095",24,27,16,18,20,28,20,14,5,2,28,6
"PA4094",378,348,401,260,182,352,336,248,261,112,236,236
"PA4093",157,97,93,66,45,51,35,43,42,15,72,50
"PA4092",548,969,1218,594,450,647,565,614,480,258,879,699
"PA4091",3084,4286,5784,2402,2010,3290,3383,2687,2232,1124,3342,3084
"PA4090",390,225,323,173,169,295,931,120,137,63,275,134
"PA4089",38,6,3,2,4,5,11,3,1,0,4,6
"PA4088",30,12,28,3,11,13,15,12,2,3,5,18
"PA4087",40,14,24,11,12,18,19,9,6,14,34,10
"PA4086",264,248,295,175,126,250,267,226,192,77,249,248
"PA4085",31,23,53,23,12,19,25,13,13,11,25,37
"PA4084",271,46,75,52,39,37,60,37,36,15,46,24
"PA4083",21,1,7,5,5,11,0,9,7,4,4,9
"PA4082",226,245,323,170,140,246,215,172,172,92,301,263
"PA4081",98,65,85,65,44,86,58,58,48,34,88,93
"PA4080",340,186,222,123,103,167,170,164,127,66,171,164
"PA4079",780,1343,1622,1062,831,1313,988,853,846,467,1247,1045
"PA4078",478,559,764,456,380,556,654,611,524,313,796,823
"PA4077",84,104,142,73,47,75,81,71,57,22,99,87
"PA4076",158,186,306,196,173,267,335,197,170,135,284,226
"PA4075",210,505,547,616,325,552,335,272,181,190,531,422
"PA4074",113,157,157,118,113,124,159,115,96,56,140,131
"PA4073",1847,2709,3665,1471,1296,2048,2918,2521,1964,1107,3133,2818
"PA4072",562,727,814,390,305,493,528,605,483,287,861,546
"PA4071",56,116,130,92,65,48,72,56,51,48,120,72
"PA4070",247,400,470,279,189,282,292,257,238,101,310,277
"PA4069",1023,1658,2014,1279,1003,1336,1169,1153,910,575,1517,1415
"PA4068",735,785,1025,725,488,765,678,621,542,309,813,724
"locus_tag=BPMHFNII_01564",149,509,551,345,276,398,348,412,250,131,636,608
"PA4067",62792,72977,94953,53735,42917,67991,93327,81822,75347,48099,97327,92221
"PA4066",168,180,210,144,81,190,150,133,120,60,180,134
"PA4065",143,171,216,107,98,125,105,104,118,61,156,121
"PA4064",67,78,102,68,57,112,82,51,56,33,91,85
"PA4063",122,142,196,136,134,164,189,86,104,39,169,126
"PA4062",32,68,70,63,37,64,36,35,33,13,61,70
"PA4061",1022,1622,2162,1296,1120,1553,1565,1539,1334,802,2114,1795
"PA4060",127,170,221,138,136,177,144,181,135,121,290,242
"PA4059",14,87,72,66,50,91,62,47,49,17,74,87
"PA4058",422,663,962,656,476,861,824,795,538,462,1093,891
"PA4057",593,1180,1393,960,734,1111,974,928,753,506,1278,1101
"PA4056",401,891,1068,902,717,790,683,707,484,307,905,940
"PA4055",937,1437,2059,1045,1051,1611,1583,1375,1020,1305,3006,2759
"PA4054",997,1501,1923,1264,1109,1810,1501,1317,1013,1169,2901,2952
"PA4053",2367,3580,4906,3107,2243,3623,3035,2776,2720,2147,5083,4029
"PA4052",1135,1618,2061,1240,969,1537,1105,1392,1049,874,2080,1878
"PA4051",186,469,517,302,308,471,375,356,243,192,432,468
"PA4050",215,261,296,199,144,213,181,201,153,113,298,201
"PA4049",272,470,567,374,292,402,450,413,292,180,567,423
"PA4048",289,380,531,340,231,344,383,348,243,161,437,375
"PA4047",919,1384,1947,1203,892,1359,994,993,787,558,1467,1240
"PA4046",172,299,362,290,149,245,185,171,146,120,279,233
"PA4045",185,400,434,378,272,430,304,242,198,127,356,316
"PA4044",4039,5635,7216,4406,3297,5195,4672,4018,3696,2524,6508,5467
"PA4043",239,458,464,429,321,510,397,276,224,192,399,407
"Name=xseB",376,741,939,654,493,693,519,492,420,233,575,527
"PA4041",230,463,493,419,340,444,457,493,289,176,592,600
"PA4040",314,339,340,319,189,324,298,218,220,126,347,342
"PA4039",137,37,52,23,22,41,48,32,38,13,47,46
"PA4038",53,11,26,19,2,11,9,9,4,5,15,16
"PA4037",85,49,64,25,33,43,57,48,26,29,42,32
"PA4036",353,299,377,283,190,293,291,152,138,86,262,225
"PA4035",484,639,820,548,402,714,653,540,418,318,667,591
"PA4034",142,167,150,120,63,166,136,156,102,81,146,100
"PA4033",58,48,68,34,28,37,56,44,19,11,31,18
"PA4032",892,1247,1531,1005,802,1221,1088,982,823,500,1445,1236
"PA4031",4841,6560,8195,5725,4184,6189,4607,4464,3452,2737,7345,6098
"PA4030",376,634,796,595,410,708,504,464,320,233,671,646
"PA4029",741,972,1156,815,626,848,606,580,485,412,808,631
"locus_tag=BPMHFNII_01604",45,92,133,82,62,75,56,68,48,15,78,46
"PA4027",215,334,440,300,179,401,370,357,261,189,386,358
"PA4026",723,925,1232,639,502,848,906,827,647,321,910,726
"PA4025",204,295,342,267,186,265,303,281,215,111,418,435
"PA4024",748,1116,1457,723,583,1067,1637,1149,963,557,1516,1293
"PA4023",434,420,549,234,181,268,352,336,266,158,394,332
"PA4022",8067,12231,16236,7241,5865,9458,11615,11202,8755,5170,13739,12053
"PA4021",869,1441,1797,1087,827,1262,1176,1169,931,595,1473,1321
"PA4020",1578,2585,3151,1995,1482,2355,1938,2017,1727,1106,2886,2686
"PA4019",430,697,783,493,360,543,408,526,380,309,810,678
"PA4018",39,73,111,94,88,92,42,43,42,59,79,76
"PA4017",791,1325,1666,1134,766,1422,1239,1254,877,566,1670,1370
"PA4016",467,782,852,730,545,846,744,578,441,298,760,705
"PA4015",3226,3927,4704,3449,2753,4011,6008,3244,3277,1999,5596,4407
"PA4014",112,192,249,188,114,169,118,128,92,52,207,140
"PA4013",203,350,435,247,216,296,237,238,205,154,318,299
"PA4012",348,550,719,469,385,517,413,492,305,207,672,580
"PA4011",410,790,915,711,578,806,526,408,417,329,817,749
"PA4010",994,1548,2030,1487,1140,1795,1529,1144,995,653,1753,1585
"PA4009",93,174,223,180,108,166,211,109,99,65,183,142
"PA4008",65,49,58,64,21,43,29,36,33,9,34,35
"PA4007",1288,2652,3407,2470,1849,3010,2282,1980,1331,1101,3043,2703
"PA4006",461,953,1135,720,626,819,697,682,366,333,901,855
"PA4005",698,1001,1327,851,676,1133,858,693,547,441,1030,927
"PA4004",310,727,923,577,503,692,594,531,411,373,765,683
"PA4003",1178,1644,2059,1530,1060,1741,1356,1138,826,606,1381,1327
"PA4002",953,1058,1240,917,613,897,962,644,628,376,1080,716
"PA4001",2017,2720,3503,2231,1532,2601,2320,2057,1756,1221,2726,2526
"PA4000",2333,3442,4612,2882,2168,3667,3994,2909,2501,1702,3863,3582
"PA3999",7581,10392,13984,8238,7005,11835,10944,9640,7386,5790,14922,12821
"PA3998",1813,2165,2937,1780,1553,2550,2610,2014,1538,1250,2519,2536
"PA3997",1465,2072,2602,1444,1163,1863,1468,1415,1421,1039,2425,2013
"PA3996",3379,4462,5566,3530,2733,3968,3172,3550,2954,2425,5203,4427
"PA3995",195,351,356,243,207,321,392,296,271,141,469,402
"PA3994",80,50,64,38,34,39,36,25,34,25,42,43
"PA4797",314,329,373,211,173,254,241,229,207,150,337,301
"PA3992",1271,1697,2203,1667,1251,1920,1274,1241,979,716,1929,1651
"PA3990",43,48,44,27,23,28,43,16,11,7,32,21
"PA3989",1279,2185,2562,1701,1151,1939,1182,1279,1205,759,2178,1782
"PA3988",1884,2549,3334,2194,1786,2769,2188,1995,1656,1175,2605,2403
"PA3987",9828,13412,17355,11116,8366,13562,11303,10084,8357,5566,14753,12976
"PA3986",321,498,548,486,304,429,787,363,410,247,579,462
"PA3985",152,251,289,198,151,190,118,169,140,68,230,184
"PA3984",1127,1506,1862,1128,852,1350,961,1025,808,627,1730,1441
"PA3983",2282,2433,3062,1968,1396,2081,2254,2093,1808,1261,2863,2431
"PA3982",731,1163,1377,758,578,1013,1303,907,758,557,1158,1036
"PA3981",3445,4569,6179,3411,2792,4654,5028,4051,3425,2194,5065,4455
"PA3980",1943,2565,3221,2062,1660,2549,1940,1816,1381,1030,2435,2261
"PA3979",318,507,616,428,322,477,387,296,279,130,416,349
"PA3978",1433,1790,2485,1505,1111,1813,1795,1368,1163,679,1736,1424
"PA3977",3449,4980,6358,3858,2974,5012,3904,3897,3216,2342,5662,5311
"PA3976",158,435,564,402,345,503,460,272,202,160,336,424
"PA3975",253,690,621,644,371,537,345,352,279,202,570,523
"PA3974",1074,1514,1740,1282,856,1252,1412,1326,1054,738,1773,1474
"PA3973",150,320,324,292,176,256,313,251,182,131,311,361
"PA3972",867,1399,1631,983,708,1074,1210,1370,1059,560,1732,1679
"PA3971",65,140,171,89,74,146,142,127,113,37,181,149
"PA3970",1074,1695,2156,1300,939,1555,1496,1319,1138,600,1650,1432
"locus_tag=BPMHFNII_01662",100,196,268,234,152,194,111,124,54,29,191,143
"PA3969",452,507,698,489,266,466,474,412,343,196,532,499
"PA3968",293,642,753,610,432,615,461,436,327,221,735,535
"PA3967",163,182,269,164,133,213,157,113,94,61,168,153
"PA3966",728,617,774,488,380,577,956,338,338,200,501,426
"PA3965",740,635,788,536,430,672,908,572,486,292,789,643
"locus_tag=BPMHFNII_01668",21,47,50,33,26,40,35,49,30,16,31,38
"PA3963",238,313,389,273,225,344,266,178,160,87,248,229
"PA3962",873,1255,1553,1385,967,1257,1111,999,786,643,1231,1053
"PA3961",473,904,1075,762,731,864,870,851,609,390,1032,1088
"PA3960",63,41,66,53,20,51,32,30,24,10,45,53
"PA3959",98,95,114,70,70,90,163,55,48,26,90,60
"PA3958",621,1006,1309,966,753,1051,952,676,496,314,828,691
"PA3957",270,311,303,257,158,237,223,253,220,138,321,258
"PA3956",131,380,425,330,216,320,262,268,187,183,383,374
"PA3955",212,201,251,173,107,186,154,110,94,49,148,107
"PA3954",102,56,84,67,35,63,47,41,39,22,85,34
"PA3953",36,28,48,55,48,53,35,47,25,20,25,32
"PA3952",108,191,265,189,127,212,159,186,128,103,193,186
"PA3951",203,262,370,254,152,241,222,221,174,74,234,151
"PA3950",1107,1851,2197,1489,1168,1729,1606,1492,1230,838,2286,2020
"PA3949",398,510,732,477,370,590,494,495,357,284,658,627
"PA3948",1146,1049,1357,741,570,959,1167,913,787,485,1173,1006
"PA3947",265,242,291,156,157,182,238,190,151,98,226,177
"PA3946",236,262,374,200,173,343,286,239,209,133,290,224
"PA3945",1703,2019,2513,1491,1247,1877,2417,2214,1826,990,2189,2108
"PA3944",323,578,689,499,316,515,399,443,371,279,714,521
"PA3943",421,660,845,550,465,630,586,516,438,345,897,747
"PA3942",815,922,1304,714,611,972,971,774,725,374,1119,921
"PA3941",247,139,155,145,107,137,117,122,85,39,142,126
"PA3940",8298,11095,12917,9621,6767,9997,8435,6970,6119,3602,9091,7760
"PA3939",55,95,92,141,115,165,69,80,49,38,78,74
"PA3938",248,297,408,883,602,1055,532,423,371,312,875,722
"PA3937",34,73,67,131,98,206,70,74,70,88,198,197
"PA3936",31,20,40,61,45,69,38,37,19,39,88,81
"PA3935",71,30,65,93,47,139,61,50,50,48,149,168
"PA3934",2778,4165,5320,3681,3145,4519,3558,3565,2655,1979,6129,5318
"PA3933",2065,2191,2599,1511,1190,1920,1461,1528,1454,895,2050,1845
"PA3932",173,273,292,409,289,451,241,220,221,192,445,430
"PA3931",1078,1074,1541,1773,1469,2339,1481,1053,923,927,2521,1939
"PA3930",5736,7627,9404,5185,4389,6598,5120,5141,4098,924,2815,2105
"PA3929",3043,4383,5234,2946,2373,3729,2945,2916,2395,528,1447,1280
"PA3928",951,1272,1796,1136,872,1478,1337,894,688,236,471,400
"PA3927",152,169,224,150,110,166,182,146,129,78,149,123
"PA3926",88,67,79,43,18,36,54,37,40,14,67,49
"PA3925",1118,1694,2370,1409,1150,1831,1533,1870,1376,974,2690,2416
"PA3924",3202,4200,5547,3256,2663,4591,3648,3247,2850,1569,4304,3908
"PA3923",7536,8257,11410,6605,5364,9278,8552,7067,5829,3277,8454,7755
"PA3922",4780,6294,9006,5225,4620,7292,7749,6111,4276,2684,6374,6240
"PA3921",2756,4095,5091,3404,2656,4187,4765,4203,3411,2304,6088,5418
"PA3920",223,332,339,348,235,357,213,226,232,137,367,316
"PA3919",4557,5638,7459,3921,3221,5359,10157,7221,6527,3067,7607,6958
"PA3918",282,417,538,407,298,486,522,387,280,184,567,512
"PA3917",87,235,265,139,108,187,169,182,131,86,237,221
"PA3916",156,289,362,287,244,344,295,301,185,113,400,367
"PA3915",74,64,71,47,30,67,44,62,53,32,81,54
"PA3914",28,20,29,5,13,21,27,13,9,4,16,16
"PA3913",253,489,555,414,287,418,434,444,344,215,606,624
"PA3912",218,355,430,281,204,298,255,352,252,211,489,388
"PA3911",121,200,308,168,135,252,178,235,162,79,340,318
"PA3910",113,76,77,78,65,76,66,35,48,36,77,49
"PA3909",149,76,81,80,47,57,45,34,33,20,52,31
"PA3908",3478,4913,5804,3634,2692,4443,3262,2685,2545,1327,3344,3022
"PA3907",1804,2713,3331,1979,1540,2496,2111,1667,1540,819,2228,1743
"PA3906",1001,2121,2672,1401,1117,1903,1373,1583,1207,723,1920,1605
"PA3905",1525,2652,3509,2136,1695,2840,2507,2098,1630,903,2462,2392
"PA3904",1499,3607,3915,3321,2372,3297,2265,2008,1422,1013,2441,2430
"PA3903",3192,3732,4993,2871,2584,4195,3594,2949,2431,1713,4622,4131
"PA3902",703,1421,1900,1314,993,1625,1265,1257,993,639,1397,1319
"PA3901",1015,403,451,79,88,85,466,330,271,52,129,88
"PA3900",29,25,32,24,19,14,18,10,15,3,10,16
"PA3899",83,104,120,74,31,97,72,45,40,15,60,19
"PA3898",228,337,458,309,185,274,245,259,163,102,272,230
"PA3897",66,41,67,27,26,22,29,47,30,18,41,21
"PA3896",410,697,914,574,485,795,680,497,385,278,693,686
"PA3895",471,564,631,453,347,462,494,419,391,205,559,462
"PA3894",116,135,161,140,89,155,103,127,73,52,147,115
"PA3893",96,74,102,73,48,51,45,54,48,18,76,62
"gene=aaeX_1",11,3,12,4,0,7,7,0,3,1,1,4
"PA3892",67,52,59,46,28,49,46,39,33,12,38,47
"PA3891",531,810,976,689,522,895,461,396,334,281,661,628
"PA3890",291,280,398,287,225,346,215,165,162,172,285,321
"PA3889",324,503,660,408,283,532,290,257,224,139,457,463
"PA3888",270,403,519,380,256,383,206,214,169,107,311,318
"PA3887",636,969,1093,567,440,692,628,592,569,272,776,691
"locus_tag=BPMHFNII_01747",0,18,30,14,7,17,21,13,12,5,14,15
"locus_tag=BPMHFNII_01748",52,54,64,62,52,66,33,33,28,28,45,49
"PA3886",215,422,588,421,266,402,343,301,220,182,395,395
"PA3885",24,27,30,34,26,35,19,20,13,17,37,25
"PA3884",13,12,28,11,6,18,22,21,13,4,37,13
"PA3883",95,209,233,189,157,208,148,149,101,86,246,243
"PA3882",250,512,600,471,403,566,495,412,269,206,622,700
"PA3881",256,599,707,641,406,625,417,517,382,220,680,591
"PA3880",226,422,498,494,316,415,370,281,233,162,385,436
"PA3879",557,950,1223,772,468,774,998,1014,945,478,1004,906
"PA3878",628,880,945,703,510,768,1044,846,744,380,1029,836
"locus_tag=BPMHFNII_01758",27,17,20,3,5,18,37,17,16,5,23,30
"PA3876",103,54,83,42,20,31,73,76,43,25,113,77
"PA3875",353,332,497,215,197,293,616,632,462,155,564,488
"PA3874",141,160,164,109,103,144,225,250,197,88,250,248
"PA3873",37,27,53,31,38,53,34,72,37,28,54,57
"PA3872",42,55,64,20,31,33,48,49,60,23,61,42
"PA3871",30,61,74,66,34,65,75,54,60,23,94,63
"PA3870",94,33,46,29,20,34,33,26,25,12,48,37
"PA3869",120,110,134,94,48,154,192,79,57,18,89,68
"PA3868",107,63,108,59,42,56,97,61,39,24,44,39
"PA3867",195,173,233,160,131,140,215,155,165,88,185,172
"PA3866",8110,6907,9999,5999,5311,8965,9428,6193,4964,2399,6266,5344
"PA3865",443,523,700,429,316,545,471,519,410,256,601,485
"PA3864",268,533,591,299,280,460,487,350,270,162,517,463
"PA3863",155,253,308,203,174,277,187,224,155,98,269,248
"PA3862",200,417,436,308,251,321,229,357,268,153,424,380
"PA3861",4576,6581,8714,5591,4335,7308,7612,5047,4170,2802,7040,6249
"PA3860",969,1104,1396,857,790,1057,763,729,540,365,1112,930
"PA3859",2188,3172,4041,2495,1794,2831,3093,2949,2383,941,2392,2161
"PA3858",2068,3183,4166,2893,2155,3007,3273,2961,2445,947,2578,2287
"PA3857",1789,2115,2826,1701,1320,2195,1943,1717,1649,786,1750,1449
"PA3856",401,678,916,591,447,660,672,496,399,149,592,471
"PA3855",1085,1760,2313,1455,1191,1657,1725,1527,1413,879,2422,2063
"PA3854",136,409,540,333,326,432,369,319,151,138,495,502
"PA3853",415,712,851,525,400,597,502,534,392,330,801,710
"PA3852",903,1456,1645,1133,892,1230,871,1047,968,540,1659,1400
"PA3851",632,527,642,426,289,465,426,391,250,192,533,547
"PA3850",785,1286,1819,1136,816,1254,1149,1007,796,439,1197,1017
"PA3849",1692,1795,2507,1282,1054,1775,1843,1403,1278,883,2346,1966
"PA3848",1340,2284,3105,2023,1595,2468,2480,2549,1803,1317,3384,3254
"PA3847",518,683,927,547,418,764,824,716,606,390,888,818
"PA3846",345,774,865,721,512,698,809,661,521,319,810,752
"PA3845",130,169,171,150,87,152,154,144,95,49,168,156
"PA3844",235,342,429,298,191,317,412,312,278,162,401,392
"locus_tag=BPMHFNII_01792",71,49,70,42,32,52,49,38,32,20,75,48
"PA3842",635,723,889,517,341,575,520,428,439,162,453,355
"PA3841",2606,3097,4013,2131,1823,2993,3478,2586,2233,1021,2632,2485
"PA3840",485,284,349,210,131,228,293,247,206,91,353,260
"PA3839",620,751,862,513,373,600,830,635,548,299,750,652
"PA3838",385,584,756,499,412,553,559,499,444,248,672,615
"PA3837",327,430,517,288,213,325,340,296,288,154,445,396
"PA3836",2282,3483,4465,2743,2076,3335,3446,2759,2531,1599,4022,3512
"PA3835",178,161,210,127,101,126,217,118,119,44,154,109
"PA3834",8132,10971,14207,8384,6857,11404,10258,8528,7153,5110,13098,11713
"PA3833",474,651,727,504,423,572,918,496,382,213,772,642
"PA3832",339,676,912,521,378,720,804,588,491,334,867,818
"PA3831",5496,8694,11617,6535,5550,8977,7724,8013,6600,4304,11878,10873
"PA3830",197,387,426,281,221,320,276,265,173,137,364,337
"PA3829",135,169,222,148,111,129,149,131,125,59,214,158
"PA3828",1894,2254,2795,1863,1402,2042,1731,1617,1322,921,2048,1661
"PA3827",835,1093,1300,787,624,1000,679,732,592,434,915,839
"PA3826",403,449,510,373,256,374,299,259,205,203,401,279
"PA3825",668,718,833,590,362,615,696,495,528,316,813,613
"locus_tag=BPMHFNII_01811",41,92,77,35,13,28,13,14,26,10,58,13
"PA3824",514,712,931,633,381,713,601,461,407,293,686,587
"PA3823",933,1240,1586,962,794,1246,1040,1025,835,550,1265,1166
"PA3822",2878,3581,4860,2919,2463,3631,3069,2941,2260,1775,3788,3593
"PA3821",5627,7789,10402,5555,4859,7654,6342,6025,4607,3617,9883,8779
"PA3820",2041,2741,3387,1961,1470,2242,1774,1839,1541,1040,3234,2583
"PA3819",2816,4315,5049,3670,2656,4094,2991,2852,2692,1792,3630,3070
"PA3818",875,1119,1383,1035,835,1103,829,732,442,432,851,893
"PA3817",396,651,743,502,398,607,423,411,311,218,505,477
"PA3816",719,1032,1337,890,626,1008,847,795,622,383,1027,898
"PA3815",919,1511,1999,1097,822,1403,1334,1033,1026,680,1529,1336
"PA3814",4424,5194,7622,4360,3501,5838,5601,4605,3690,2519,6552,5657
"PA3813",1234,1759,2258,1338,1143,1858,1827,1455,1215,1006,1909,1849
"PA3812",849,997,1446,828,742,987,857,971,751,592,1426,1142
"PA3811",865,1225,1629,893,794,1277,1060,1093,773,687,1447,1279
"PA3810",1209,2008,2515,1357,1155,1818,1420,1303,1029,745,2298,1822
"PA3809",409,546,781,432,318,530,540,458,311,305,566,533
"PA3808",780,829,927,587,426,581,727,472,462,226,718,628
"PA3807",6621,11413,15924,8681,7375,12480,12345,11273,8467,7076,16139,14157
"PA3806",7146,7284,10030,5216,4384,7518,7398,6936,5575,4057,10079,9128
"PA3805",1926,2516,3004,1856,1428,2186,2125,1993,1579,1108,2878,2306
"PA3804",1647,2390,2950,2068,1486,2335,2211,1756,1593,1114,2507,2242
"PA3803",3275,4793,6391,3666,2797,4442,4389,4034,3320,2377,5588,4356
"PA3802",3873,5256,6371,3602,2916,4745,4544,3919,3353,2385,5843,4908
"PA3801",2463,4501,5941,3531,3006,4473,4080,3547,2734,2203,5314,4355
"PA3800",3901,5450,7267,4372,3392,5390,4740,3746,3289,2207,6614,5551
"PA3799",2121,2608,3464,2146,1688,2426,2447,2045,1765,1153,2890,2429
"PA3798",1175,1674,2155,1388,985,1775,1224,1286,1138,760,1774,1768
"PA3797",681,1331,1615,1096,781,1167,1130,1084,850,597,1477,1384
"PA3796",501,812,920,699,495,722,717,578,524,292,977,667
"PA3795",2062,2082,2817,1847,1565,2497,2072,1449,1222,778,1833,1778
"PA3794",480,658,900,609,445,705,583,662,429,269,749,637
"PA3793",463,688,821,541,365,563,639,420,388,222,678,520
"PA3792",4290,4624,6334,3439,2860,4706,5457,4290,3516,1970,5251,4630
"PA3791",3533,5899,8140,5438,4065,6501,8773,5116,3585,1321,3853,2987
"PA3790",14489,21543,29419,15337,13304,22595,20586,19452,15246,4532,12814,12429
"PA3789",1677,2561,2938,1906,1574,2212,1573,1620,1230,450,1298,1227
"PA3788",353,340,472,306,312,358,322,300,264,162,424,382
"PA3787",952,1338,1595,1226,802,1081,1030,1043,1032,498,1260,1154
"PA3786",1212,1754,2184,1423,1151,1963,3195,1481,1501,691,1741,1639
"PA3785",6600,8894,11761,6903,5626,9237,8048,9027,6954,3746,8202,8435
"PA3784",2263,3642,4197,2833,2286,3428,2936,3131,2406,1270,3237,3543
"PA3783",473,96,126,80,69,108,135,115,81,29,100,95
"PA3782",256,357,427,320,207,262,255,300,201,134,362,314
"Name=ddpX",160,246,288,213,155,228,280,183,161,149,252,232
"PA3781",108,76,89,67,61,74,68,37,39,25,86,76
"PA3780",21,34,23,11,21,25,14,15,7,2,19,20
"PA3779",481,619,892,586,539,821,532,471,437,235,758,635
"PA3778",168,263,290,254,196,256,207,149,130,167,266,267
"PA3777",344,821,843,687,503,789,534,540,387,312,892,783
"PA3776",40,63,84,68,37,120,57,86,34,29,88,54
"PA3775",27,57,36,17,31,25,26,16,22,15,50,24
"PA3774",16,5,17,1,7,6,12,13,10,3,4,5
"PA3773",5,6,5,12,1,6,1,2,2,2,5,3
"PA3772",43,32,46,26,5,28,17,16,18,19,29,22
"PA3771",148,222,212,128,142,167,167,164,131,114,261,166
"PA3770",5367,7066,9168,6009,4945,8204,8653,6613,5372,4551,10196,9477
"PA3769",4610,5821,7932,4704,3977,6553,7329,5841,4524,3683,9854,8104
"PA3768",1121,1623,2020,1202,939,1364,1291,1061,867,474,1349,1250
"PA3767",344,495,767,457,328,471,489,391,331,207,566,433
"PA3766",200,153,242,165,76,160,146,118,128,69,132,126
"PA3765",32,97,119,75,64,101,61,73,54,29,74,76
"PA3764",770,999,1225,840,636,882,1034,700,600,333,992,740
"PA3763",6835,11255,14364,9317,7542,11513,8049,8471,6319,4920,12660,12099
"PA3762",697,1018,1289,677,562,833,820,686,686,309,687,507
"PA3761",390,212,257,188,113,172,185,165,145,71,241,202
"PA3760",161,258,297,188,171,251,258,216,197,119,267,271
"PA3759",73,138,174,78,78,132,129,110,87,67,175,152
"PA3758",207,292,312,229,187,276,302,241,186,107,262,244
"PA3757",160,118,166,106,103,127,189,79,110,77,112,121
"PA3756",1314,1399,1835,1135,901,1374,1515,1279,1065,774,1343,1192
"PA3755",303,308,426,286,224,313,435,202,194,154,326,251
"PA3754",513,903,1085,731,526,760,784,574,493,290,877,700
"PA3753",1153,1739,2461,1421,1196,1786,1674,1576,1199,678,1782,1576
"PA3752",45,203,295,114,119,183,129,133,116,86,200,156
"PA3751",1272,2182,2520,1412,1290,1912,1422,1595,1183,874,2494,2074
"PA3750",46,119,168,97,40,90,41,86,58,38,146,106
"PA3749",138,63,88,50,59,74,88,80,49,28,50,45
"PA3748",403,404,525,363,262,401,486,282,249,177,437,282
"PA3747",1102,1079,1369,838,646,1114,1100,610,578,385,1080,789
"PA3746",3550,5440,6899,4541,3814,5651,4770,3770,3003,2345,6858,5715
"PA3745",1718,4502,5475,3330,2541,3781,2859,2969,2353,1579,4512,3274
"PA3744",10495,13247,18373,10185,8424,13215,11165,10449,8483,5383,15046,12316
"PA3743",8253,10199,13506,7128,5677,9543,8106,6757,6169,4697,11709,8906
"PA3742",5294,5628,6774,4248,3191,4865,4195,4244,2911,2164,5020,4238
"PA3741",230,144,182,124,91,114,99,86,84,38,116,109
"PA3740",922,1142,1613,1115,707,1269,1324,986,1041,462,961,820
"PA3739",1278,1317,1599,1121,856,1392,1287,976,974,672,1596,1485
"PA3738",400,541,684,499,372,583,457,449,386,215,590,509
"PA3737",3484,4641,6130,4172,3161,4942,4050,3104,2995,2025,5272,4356
"PA3736",2410,3223,4528,2633,2117,3489,2919,2898,2339,1570,3838,3440
"PA3735",2070,2318,2898,1689,1296,2228,1763,1929,1429,1109,2498,2186
"PA3734",72,55,71,27,29,48,69,43,27,23,42,37
"locus_tag=BPMHFNII_01904",292,428,506,377,256,432,303,196,189,156,495,348
"PA3733",998,1085,1532,911,694,1159,1173,1064,886,726,1353,1223
"PA3732",840,1338,1718,830,688,1212,1533,934,840,422,1181,964
"PA3731",874,1473,1792,946,979,1191,1392,1093,834,368,1249,1246
"PA3730",274,412,615,251,231,338,425,263,234,95,360,301
"PA3729",2802,3709,4837,2250,1952,3300,4119,2709,2215,991,3182,2631
"PA3728",2700,3635,4590,2381,1847,2983,3279,2983,2378,1315,3379,2874
"PA3727",197,197,299,202,112,234,332,174,207,82,228,183
"PA3726",233,437,573,400,287,421,380,307,241,170,460,350
"PA3725",522,742,899,628,350,692,520,444,456,284,778,659
"PA3724",23885,30669,41016,23661,20550,32892,29233,29020,22711,10444,28775,26927
"PA3723",2485,3832,4693,3341,2564,4179,4775,4494,3624,2389,6558,6138
"PA3722",1644,2389,2780,1781,1373,2081,2039,1590,1285,391,699,633
"PA3721",673,257,378,233,164,286,222,199,192,137,312,290
"PA3720",179,279,345,383,339,453,214,234,131,82,151,190
"PA3718",142,54,95,80,57,106,31,75,50,31,68,52
"PA3717",238,355,400,325,234,276,264,257,185,120,279,215
"PA3716",4705,5921,8294,4452,4167,6228,4972,4403,3401,2509,5926,5481
"PA3715",951,1126,1457,832,639,996,1099,1043,870,593,1242,1086
"PA3714",113,84,134,93,55,85,115,71,51,34,138,66
"PA3713",439,396,554,324,237,397,414,297,274,134,360,310
"PA3712",991,2239,3016,1726,1400,2279,1992,2129,1481,904,2776,2388
"PA3711",868,247,326,191,124,191,185,208,181,89,259,229
"PA3710",1827,2620,3142,2399,1740,2784,2213,1883,1584,1413,3929,3656
"PA3709",674,643,748,555,365,636,435,424,370,413,979,887
"PA3708",3216,4442,5828,3608,3080,4565,4736,4333,3702,2467,6294,5257
"PA3707",562,965,1180,662,509,766,786,946,767,540,1494,1137
"PA3706",790,1201,1395,838,575,1123,938,948,866,580,1578,1303
"PA3705",337,604,710,469,425,582,634,547,427,281,814,713
"PA3704",1120,2046,2518,1572,1306,1966,2134,1963,1497,1140,3346,2751
"PA3703",1171,1832,2368,1618,1219,1853,2263,1745,1525,841,2536,2260
