"gene_id","BF0285BR1_S16","BF0285BR2_S17","BF0285BR3_S18","BioFWTBR1_S10","BioFWTBR2_S11","BioFWTBR3_S12","Pla0285BR1_S7","Pla0285BR2_S8","Pla0285BR3_S9","PlankWTBR1_S1","PlankWTBR2_S2","PlankWTBR3_S3"
"PA1534",2428,1511,1517,1462,1489,1422,1513,1841,1759,1382,1456,1061
"PA1535",1257,607,558,950,1068,1056,314,401,375,398,367,329
"PA1536",692,455,487,516,564,528,330,401,428,303,365,313
"PA1537",327,156,207,188,162,191,130,171,101,167,141,192
"PA1538",767,463,826,501,418,493,254,322,267,375,327,418
"PA1539",682,420,697,326,339,357,316,268,176,317,262,274
"PA1540",298,178,282,131,154,134,156,132,91,160,128,153
"PA1541",203,121,234,128,111,92,106,92,93,156,129,130
"PA1542",689,472,508,502,642,621,324,440,397,444,341,494
"PA1543",2958,2070,1857,1514,1368,1352,1331,2169,2145,1412,1691,1170
"PA1544",20815,16997,18578,12871,12690,13007,9721,11922,13773,8766,9048,8624
"PA1545",5666,3249,4871,3354,3678,3602,2191,2286,2117,3276,2149,3411
"PA1546",33159,19611,32532,15002,15672,14892,22102,25037,30168,31360,28829,25414
"PA1547",729,396,455,310,333,296,488,488,294,530,462,481
"PA1548",865,633,847,507,533,475,615,711,729,831,780,777
"PA1549",2645,1789,2033,1197,1389,1259,2226,2507,1958,2712,2338,2281
"PA1550",4041,2584,3294,1913,2377,2146,3128,3753,4365,4799,4105,4331
"PA1551",11819,8213,10764,6642,7390,6489,7566,10365,12311,11938,10558,10341
"PA1552",10636,4996,5776,5472,5490,4982,5971,8703,9928,6047,6584,5366
"PA1552.1",3607,1712,1876,2079,1818,1821,2677,2753,2781,1947,1882,1712
"PA1553",6521,3177,3464,3722,3236,3197,3815,4966,5369,3558,3810,3409
"PA1554",15686,7047,7118,7908,8151,7517,7791,11404,14195,7269,8966,7097
"PA1555",50014,22447,30191,21067,25177,20793,13082,14927,16093,12591,12322,9714
"PA1555.1",13874,7252,9955,7235,8010,6452,5541,5574,5929,4723,4336,3753
"PA1556",29253,14209,18243,15078,15791,12901,8611,9619,9860,8378,7826,6914
"PA1557",82168,36988,41367,38004,42848,34962,17113,21426,26122,18859,19982,15424
"PA1558",274,129,142,128,173,140,134,113,89,103,90,91
"PA1559",9283,4905,5306,4122,2328,4051,3927,4412,3111,3913,3600,3783
"PA1560",5910,3231,5008,2807,1778,2887,3085,3451,3007,3835,2990,3630
"PA1561",8621,5024,14042,3395,3044,3744,10541,10240,8987,15600,12339,12736
"PA1562",14092,6502,9234,8147,8685,7896,9606,11292,8729,11428,9909,14706
"PA1563",1354,768,695,710,693,714,624,643,597,558,526,565
"PA1564",962,644,707,578,656,683,720,854,1044,748,704,683
"PA1565",775,551,521,490,540,563,1712,1786,1699,1466,1349,1367
"PA1566",229,128,123,136,126,133,756,750,539,630,598,570
"PA1567",601,289,346,293,343,309,326,309,210,427,327,347
"PA1568",159,83,110,104,102,75,41,53,43,64,60,64
"PA1569",250,131,178,145,191,144,94,123,65,121,102,136
"PA1570",1179,770,983,566,577,584,855,975,742,781,759,764
"PA1571",2713,1394,1811,1811,2659,2124,776,1059,1089,943,776,1340
"PA1572",4114,2809,2984,2109,2208,2282,3020,2982,2024,3148,2552,3164
"PA1573",1390,935,1035,767,735,823,1434,1498,1221,1580,1338,1572
"PA1574",1718,917,777,954,928,974,1095,1302,1521,1028,1039,1007
"PA1575",808,562,604,558,722,600,601,646,685,786,683,973
"PA1576",1865,1063,878,969,862,795,1304,1107,628,979,826,799
"PA1577",1031,677,603,641,615,602,485,546,368,483,350,438
"PA1578",618,347,268,364,259,242,383,308,158,326,220,288
"PA1579",7315,4220,4096,4463,4320,4994,3117,3429,3666,2386,2281,2359
"PA1580",25374,12442,11636,13449,14516,14187,22564,29786,35752,21536,24363,19273
"PA1581",22241,15431,14257,14946,15988,15408,15018,20224,29107,10740,14694,8899
"PA1582",14163,9225,8812,9024,8924,8511,11659,14744,17724,8380,10278,6909
"PA1583",32156,19901,20217,17657,16923,15770,25324,36161,38044,23085,26509,18954
"PA1584",19146,11777,13182,10376,10601,10697,17013,19709,22217,13755,14570,10840
"PA1585",63191,31301,36886,32187,32227,30163,49231,59850,66842,63123,60905,54274
"PA1586",23555,11269,13201,10837,10854,9899,21505,24160,22210,26700,22981,22831
"PA1587",46517,19798,22787,18492,17914,16553,32351,39054,32720,43058,38714,39721
"PA1588",55548,28501,27504,33213,30055,28629,30378,35776,40353,28860,31458,24430
"PA1589",46440,23280,24368,26339,23352,21908,22535,33515,34415,28965,29548,24225
"PA1590",3951,2991,3103,2398,2270,2243,3654,4313,4012,3120,3235,2444
"PA1591",321,210,454,189,186,214,262,308,323,265,250,241
"PA1592",7241,4238,9810,4380,5254,5641,15850,10303,12766,12416,9001,13993
"PA1593",1025,526,368,693,769,722,339,436,477,230,294,201
"PA1594",761,413,332,465,478,427,318,379,324,274,286,239
"PA1595",900,472,401,519,562,474,341,409,327,323,302,288
"PA1596",26344,12389,18217,11320,8345,10716,770,835,948,794,751,808
"PA1597",2189,803,1046,639,539,580,480,481,250,441,346,367
"PA1598",1121,459,556,337,309,291,478,547,360,764,394,337
"PA1599",314,156,131,137,133,121,130,155,98,193,137,121
"PA1600",180,77,96,59,88,67,93,104,69,127,85,93
"PA1601",273,135,178,149,108,109,222,249,140,262,223,282
"PA1602",130,70,132,78,80,63,92,111,96,84,84,102
"PA1603",590,373,493,336,387,339,325,337,354,362,306,336
"PA1604",3982,1943,2229,2252,2413,2369,1082,1198,985,1605,1188,1547
"PA1605",1104,602,814,696,786,754,741,862,727,729,632,683
"PA1606",150,102,157,112,124,142,129,177,170,128,124,134
"PA1607",2055,1395,1118,1579,1678,1831,594,726,589,967,764,1150
"PA1608",2011,1159,2320,1061,942,886,1358,1562,1308,1870,1708,1859
"PA1609",13493,8346,8484,7089,7360,6811,15128,17662,19131,14498,15809,11811
"PA1610",7973,5858,5742,4843,5154,5188,7352,8996,12472,7090,8375,6189
"PA1611",2661,1791,1974,1646,1719,1798,1563,1952,1915,1703,1574,1570
"PA1612",507,304,255,249,307,290,300,338,329,308,298,294
"PA1613",2276,1491,1318,1403,1471,1478,1193,1567,1559,1279,1195,1223
"PA1614",2680,1569,1740,1578,1733,1589,1895,1924,1799,1900,1723,1645
"PA1615",1448,762,926,803,855,819,1067,1014,903,1080,924,1033
"PA1616",794,457,408,387,330,307,583,670,386,605,442,455
"PA1617",2859,1286,1586,1745,1656,1649,1291,1571,1079,1508,1414,1942
"PA1618",1642,886,1028,979,943,895,1260,1785,1566,1610,1590,1459
"PA1619",420,250,268,215,209,205,378,432,307,380,373,322
"PA1620",49,33,27,33,26,20,57,63,41,52,59,39
"PA1621",1322,652,876,636,658,665,820,849,582,1015,891,784
"PA1622",1005,498,619,392,460,434,678,674,452,785,594,670
"PA1623",2608,1748,2050,1544,1393,1388,2343,2884,2705,2584,2425,2336
"PA1624",1453,918,1010,700,686,636,1920,1783,1297,1823,1597,1382
"PA1625",963,603,738,541,512,555,580,563,455,556,448,485
"PA1626",344,139,179,171,142,150,176,212,143,157,157,147
"PA1627",293,144,172,128,123,139,118,113,101,102,103,108
"PA1628",480,218,250,228,197,206,329,337,148,283,192,234
"PA1629",380,218,285,178,166,145,204,247,125,193,153,207
"PA1630",1014,522,820,512,438,477,439,482,433,386,375,386
"PA1631",603,285,398,267,291,285,297,317,236,304,266,298
"PA1632",15,18,14,10,12,15,6,6,5,5,14,11
"PA1633",942,542,578,508,641,600,457,449,332,496,409,636
"PA1634",133,64,63,79,86,78,81,61,45,69,60,57
"PA1635",30,10,24,20,31,23,13,11,9,15,16,10
"PA1636",714,308,321,349,361,332,509,418,300,457,410,468
"PA1637",521,246,224,262,244,251,249,250,167,219,195,220
"PA1638",430,243,178,245,307,245,189,195,181,131,162,142
"PA1639",1374,1033,740,1347,1201,1368,1214,1413,1065,1090,1157,1062
"PA1640",2297,1379,1271,1610,1623,1846,1398,1688,1578,1448,1457,1369
"PA1641",715,314,364,419,509,415,328,424,328,430,359,444
"PA1642",3391,1690,1426,1738,1906,1645,2110,2289,1894,1924,1808,1583
"PA1643",3214,1907,1643,1729,1719,1667,2228,2699,2087,2821,2376,2296
"PA1644",1464,802,714,801,860,805,790,964,849,838,798,687
"PA1645",529,208,208,171,212,193,387,393,213,357,318,266
"PA1646",949,513,621,411,487,478,648,648,543,791,580,749
"PA1647",1573,958,1195,714,788,789,1307,1476,1436,1691,1365,1452
"PA1648",606,316,416,340,337,318,618,584,462,852,612,930
"PA1649",266,153,150,146,175,187,241,293,253,319,275,331
"PA1650",865,468,640,521,462,493,1194,1332,894,1528,1196,1490
"PA1651",2109,1299,1599,1027,854,943,2701,3680,2719,3403,3240,3083
"PA1652",492,247,217,190,229,220,269,262,182,207,202,177
"PA1653",316,167,206,124,126,139,152,145,147,112,124,95
"PA1654",1220,635,898,583,480,462,662,794,670,617,597,517
"PA1655",1421,851,1195,727,701,710,838,1110,1086,924,785,866
"PA1656",12468,9874,8367,7510,7519,7325,5250,5042,5442,3926,3357,4158
"PA1657",6752,4483,4548,3986,3525,3104,5234,5310,4897,3279,3320,3550
"PA1658",14011,9055,9538,9040,6852,6310,10907,11063,10327,7174,6987,7491
"PA1659",2714,1757,1813,1705,1295,1151,1940,1814,1534,1251,1219,1340
"PA1660",4271,3067,2847,2598,2361,2175,2068,2323,1923,1626,1534,1767
"PA1661",2770,2070,1754,1733,1567,1524,1334,1308,1166,923,883,1142
"PA1662",5068,2866,2436,2304,2040,1865,2949,2548,1555,1857,1614,1849
"PA1663",2889,1915,1645,1567,1291,1324,1450,1377,1071,858,920,1031
"PA1664",615,438,432,365,294,244,227,280,279,149,158,223
"PA1665",2432,1418,1310,1266,951,864,1200,1285,942,763,783,881
"PA1666",2094,1264,1256,1228,852,819,975,1092,909,690,701,785
"PA1667",4032,2571,2502,2445,1914,1959,1908,1959,1650,1338,1271,1606
"PA1668",2035,1493,1428,1320,955,875,997,994,779,647,587,808
"PA1669",5197,3383,3070,3014,2307,2094,2361,2522,1973,1631,1544,1795
"PA1670",1098,624,510,470,384,298,436,454,203,325,254,296
"PA1671",1344,807,726,648,597,532,559,610,333,493,391,562
"PA1672",1567,1105,1227,938,1020,1055,781,781,701,937,735,1250
"PA1673",33441,12936,19333,13515,14457,16168,6775,6231,7613,9434,7670,8483
"PA1674",12132,5873,6993,5751,6126,6296,2692,2852,3165,3040,2121,2457
"PA1675",1575,792,1065,831,961,853,547,657,615,634,575,630
"PA1676",505,278,376,285,268,227,240,293,156,336,235,281
"PA1677",1890,1046,1203,811,948,796,1978,2026,1531,2136,1845,1833
"PA1678",2965,1906,1746,1614,1745,1754,1368,1722,1687,1386,1503,1286
"PA1679",2562,1920,3132,1391,1360,1358,1790,2033,1753,2249,2046,2432
"PA1680",165,89,151,62,69,88,121,124,120,129,117,110
"PA1681",3925,1941,1581,1917,1667,1554,2062,2548,1935,1871,2058,1358
"PA1682",1287,768,594,631,695,653,671,802,666,529,603,434
"PA1683",2148,1308,1264,1301,1384,1165,1176,1487,1361,1147,1224,990
"PA1684",2873,1554,1975,1538,1793,1488,1462,2012,1928,1776,1769,1510
"PA1685",2359,1269,1407,1164,1339,1240,1622,1730,1393,1740,1441,2011
"PA1686",1360,719,721,616,548,529,1058,1159,599,1149,926,1150
"PA1687",1444,761,564,664,626,717,667,879,894,526,644,470
"PA1688",1853,982,782,914,839,955,950,1258,1374,605,833,556
"PA1689",4308,2284,2328,2253,1970,1955,4424,5963,5805,3536,3912,2599
"PA1690",510,577,305,625,1460,618,74,108,96,81,82,93
"PA1691",396,466,229,488,1086,422,49,46,41,55,44,52
"PA1692",520,635,332,685,1686,577,57,64,77,75,85,68
"PA1693",1211,1319,769,1540,3110,1355,228,240,277,258,249,271
"PA1694",793,889,449,1114,2261,823,71,73,48,61,47,62
"PA1695",529,508,226,558,1282,385,46,50,26,36,24,28
"PA1696",339,287,118,351,892,282,23,24,14,20,13,11
"PA1697",1357,1239,437,1710,4579,1385,43,49,49,43,34,42
"PA1698",1492,1441,470,2152,4969,1392,47,44,27,24,41,31
"PA1699",657,758,251,1098,2637,830,19,29,30,22,27,20
"PA1700",515,579,200,693,1772,523,16,26,21,23,18,16
"PA1701",186,204,74,232,526,166,15,13,3,10,4,6
"PA1702",185,199,76,238,515,192,13,23,4,9,11,9
"PA1703",2164,2864,1281,3122,7148,2665,220,236,262,295,268,355
"PA1704",384,441,224,456,1011,365,72,81,69,74,96,103
"PA1705",355,442,162,390,757,288,21,15,8,13,3,11
"PA1706",2653,3899,2188,3875,9768,3127,106,121,117,119,102,156
"PA1707",2143,3361,1733,3538,8092,2439,106,103,77,97,77,116
"PA1708",8130,10939,5394,12727,29930,8687,376,344,258,296,233,327
"PA1709",6198,8169,4245,9997,21733,6314,371,361,231,304,265,376
"PA1710",9082,10582,5225,8996,14548,9640,865,732,662,692,517,877
"PA1711",3274,3312,1728,3118,4332,2810,403,330,286,334,243,365
"PA1712",2602,2445,1301,2310,3525,2000,259,245,187,213,169,224
"PA1713",11873,9359,4630,11871,19080,13364,498,501,525,379,382,393
"PA1714",5873,5390,2641,5714,9530,4867,513,529,302,383,319,350
"PA1715",1132,1041,549,988,2006,870,86,111,63,94,72,70
"PA1716",2192,2459,1244,2362,4690,2092,206,218,190,216,178,204
"PA1717",1391,1174,738,1221,2145,977,165,148,91,150,119,164
"PA1718",1037,843,575,961,1817,783,136,124,79,107,98,131
"PA1719",1316,1183,765,1410,2638,1210,151,137,112,120,111,134
"PA1720",1052,902,601,1155,1907,820,131,99,76,97,78,98
"PA1721",696,535,326,618,1061,483,91,81,45,56,68,64
"PA1722",820,807,507,1025,1866,851,111,97,72,84,74,99
"PA1723",1522,1670,944,2150,4057,1909,155,176,144,171,123,198
"PA1724",485,490,235,520,1058,464,49,61,43,51,35,49
"PA1725",494,552,270,571,1018,497,73,71,46,70,135,59
"PA1726",1851,1041,857,1115,1442,1172,714,960,840,730,747,666
"PA1727",1908,1232,1223,874,748,846,1040,1369,1293,1055,1216,804
"PA1728",21581,12520,11426,17011,21822,19887,9310,9044,5268,13612,8420,23791
"PA1729",3263,1695,1838,1735,1884,1678,2034,2016,1121,2581,1757,2645
"PA1730",2292,1783,1456,2231,3330,2487,1227,1312,1090,1448,1232,1718
"PA1731",960,672,668,785,1036,778,674,762,484,697,604,831
"PA1732",1192,640,584,741,859,676,773,761,372,785,608,707
"PA1733",1777,928,927,1274,1455,1214,1506,1433,1063,1517,1252,1547
"PA1734",815,420,398,381,409,343,443,528,372,477,429,426
"PA1735",1050,643,711,816,762,855,346,407,273,409,335,712
"PA1736",1531,670,1129,767,708,605,797,834,492,1032,798,826
"PA1737",3072,1538,2211,1702,1825,1588,1629,1780,1480,2081,1733,2127
"PA1738",1056,619,912,600,632,587,242,351,261,364,314,356
"PA1739",195,156,171,126,159,164,43,65,54,78,56,62
"PA1740",809,449,329,346,329,320,420,477,310,390,401,288
"PA1741",1120,629,533,599,576,568,645,684,615,549,567,454
"PA1742",4211,2599,3921,2437,2474,2745,2371,3126,3071,3250,3054,3274
"PA1743",73,39,36,24,26,22,58,62,36,65,43,55
"PA1744",90,58,62,56,49,53,58,50,58,74,47,77
"PA1745",790,389,597,473,499,481,864,1085,549,1157,1008,1445
"PA1746",41524,15250,17579,16952,15998,14979,32187,29778,17504,33128,22419,31378
"PA1747",4051,2531,4392,2082,2527,2415,5648,3838,2988,6714,3468,6656
"PA1748",4046,2606,4053,2025,2407,2319,3759,3294,2996,4517,2996,4454
"PA1749",3866,3019,3425,2281,2385,2639,2249,2331,2396,2117,1902,2471
"PA1750",8948,5240,4281,5787,6024,5590,3852,4885,6649,2877,3955,2411
"PA1751",1370,831,845,801,1053,1046,637,703,652,618,591,709
"PA1752",3535,1947,1980,2057,2299,2107,1858,1808,1533,1794,1647,1884
"PA1753",3128,2009,2760,2435,2328,2329,2911,3284,1998,4073,3125,5550
"PA1754",8218,5513,7068,4964,5265,5214,7092,7737,8074,8310,7383,9469
"PA1755",1148,879,978,754,855,837,508,538,570,497,395,557
"PA1756",2638,1675,1400,1569,1667,1437,937,1253,1502,815,993,821
"PA1757",1286,748,601,683,696,742,692,878,903,495,570,484
"PA1758",1867,1176,1199,1078,1153,1131,1033,1167,1021,1142,953,1174
"PA1759",5736,3630,4586,3101,3282,3330,4402,5350,3698,6166,4871,7359
"PA1760",5135,3023,3276,2668,2420,2865,4352,5158,3513,5503,4593,6893
"PA1761",2874,1442,2047,1453,1256,1507,4024,6024,3959,6396,5410,10177
"PA1762",1519,842,1165,878,718,952,1473,1884,1234,2167,1566,2772
"PA1763",913,490,591,559,487,526,653,889,592,982,749,1439
"PA1764",602,356,376,342,351,365,252,373,243,386,292,489
"PA1765",749,398,474,515,476,484,291,403,230,447,330,486
"PA1766",5708,3426,3674,3003,3018,3180,3602,4285,3810,3760,3414,2857
"PA1767",9840,5991,6468,5497,5633,5664,7042,8536,9471,6006,7053,5070
"PA1768",3613,2159,2206,2263,2327,2274,1653,1918,2581,1191,1606,1110
"PA1769",5314,3491,4381,3193,3489,3640,2381,3101,3364,2657,2494,2481
"PA1770",32488,17082,17347,16647,17769,16509,18501,20204,21557,15789,17191,13750
"PA1771",862,460,345,426,427,455,452,540,655,291,409,263
"PA1772",6968,3258,3492,2956,3250,3376,2641,3042,2781,2961,2523,2995
"PA1773",2391,1311,1202,1187,1434,1551,1273,1326,1173,1301,1084,1454
"PA1774",2211,1475,1293,1236,1307,1511,871,932,1200,825,861,802
"PA1775",5548,4210,4217,2838,3335,3849,4683,3838,4333,4260,3704,4575
"PA1776",18962,12812,15424,11782,11617,11318,14936,19507,20997,17779,16477,17190
"PA1777",297178,162019,183324,151992,144428,144404,309596,381672,385672,396973,350828,366672
"PA1778",880,578,678,469,385,413,965,1554,1371,1431,1284,1209
"PA1779",603,306,374,370,386,333,266,303,237,357,260,348
"PA1780",120,54,59,87,92,85,41,43,43,54,31,52
"PA1781",353,202,185,201,249,223,135,138,152,171,125,182
"PA1782",140,71,54,51,64,43,65,62,39,56,72,51
"PA1783",66,45,43,51,40,42,36,28,26,44,26,35
"PA1784",1079,603,520,868,969,841,516,606,375,717,560,1064
"PA1785",257,149,137,136,142,154,83,96,70,154,78,145
"PA1786",184,125,108,102,127,97,97,155,97,139,124,123
"PA1787",37454,18332,18303,17633,18762,15625,20689,28683,29448,22344,24274,18174
"PA1788",2329,1218,1230,1140,1231,1320,728,733,705,856,659,766
"PA1789",33205,12014,16712,14053,13982,13318,11751,12850,15039,16538,15191,13672
"PA1790",777,433,295,432,423,404,304,309,305,191,198,160
"PA1791",1453,646,336,856,1127,879,501,676,697,241,409,196
"PA1792",2410,1173,1197,1097,1076,1056,2157,2588,1867,1991,2104,1803
"PA1793",9564,4864,5379,4837,4774,4720,6843,8532,8746,6944,7429,6470
"PA1794",8934,5366,5181,5181,5048,4964,6764,7533,8956,5593,6533,4921
"PA1795",7140,4137,4100,3730,3780,3844,5628,5719,5578,4428,4474,3737
"PA1796",2891,1654,1379,1618,1570,1468,1546,1786,1741,1196,1338,817
"PA1797",1009,533,534,509,500,606,491,441,321,689,625,582
"PA1798",1289,848,783,751,782,756,802,915,782,755,849,559
"PA1799",1124,630,593,683,648,644,476,651,578,461,503,419
"PA1800",41871,25314,22862,24606,24763,24936,20785,24671,28965,13559,16450,11450
"PA1801",19975,13414,16293,10566,11000,11619,11869,14348,17354,11544,11588,11146
"PA1802",56613,41034,59558,32847,32656,34766,32417,37370,39136,32748,31570,33680
"PA1803",57679,40080,54084,35636,32638,36341,35082,38547,38128,34875,31224,35287
"PA1804",108006,58352,56323,53188,54355,60000,55953,49469,38415,56587,32640,48083
"PA1805",13902,7445,6544,8104,7752,7394,7528,8868,8845,5854,6347,4902
"PA1806",1624,871,920,759,795,802,1497,1638,1422,1900,1578,2016
"PA1807",2081,1118,1234,992,992,1032,1542,1827,1727,2063,1822,2036
"PA1808",1408,791,896,775,771,765,974,1194,1262,1217,1103,1167
"PA1809",1454,831,904,836,864,901,1147,1229,1312,1156,1087,1149
"PA1810",3232,1885,2195,1713,1908,1950,2446,3088,3232,3102,2789,2926
"PA1811",1851,1172,1418,1043,1223,1198,957,1259,1506,1064,1001,1069
"PA1812",10667,5522,4664,6631,6843,6647,2579,3386,4219,2175,2632,1955
"PA1813",1764,1018,1211,882,947,843,883,1259,1100,1087,1094,1084
"PA1814",2853,1676,1851,1582,1567,1610,1293,1371,1038,1363,1133,1355
"PA1815",1982,1109,1012,1109,1136,1172,660,838,781,675,566,626
"PA1816",2799,1626,1579,1430,1577,1513,1384,1654,1441,1511,1279,1463
"PA1817",2350,1361,1416,1214,1236,1295,1397,1516,1147,1792,1266,2103
"PA1818",4394,2780,3360,2649,2237,2476,4811,5369,4271,5114,4304,5409
"PA1819",3030,1960,1882,1744,1669,1846,2552,2974,1898,2793,2149,2820
"PA1820",2085,1210,1274,1204,1315,1450,1676,1806,1881,1778,1500,2172
"PA1821",7254,4012,3354,4232,4403,4078,2378,2814,2528,2033,2081,1879
"PA1822",8870,4909,3905,4936,5320,4788,3560,4107,3747,3172,3233,2696
"PA1823",3683,2164,1561,2053,2267,2205,1462,1636,1319,1396,1292,1238
"PA1824",1152,626,482,605,635,573,412,531,393,469,440,392
"PA1825",1060,483,349,512,540,451,338,330,179,295,213,224
"PA1826",1262,532,494,702,683,620,424,450,276,458,388,427
"PA1827",196,87,88,88,72,80,79,107,77,105,84,74
"PA1828",1893,846,1075,995,954,807,1613,2069,1629,2437,1960,2169
"PA1829",1951,1048,1245,1225,1313,1286,1048,1515,1473,1662,1476,1440
"PA1830",12748,7057,7943,6632,8528,8203,7157,10256,11224,10789,9962,11626
"PA1831",6571,3839,4464,3690,4952,5002,3775,5213,6949,5287,5564,5845
"PA1832",3475,2447,2982,2008,1922,2071,2247,2295,1957,2250,1848,2301
"PA1833",9281,4749,4895,4358,4289,4534,4483,4306,3569,5081,3489,4705
"PA1834",2768,1409,1497,1226,1271,1327,886,897,682,1087,826,1036
"PA1835",1071,449,639,463,518,469,356,432,423,552,536,553
"PA1836",356,237,257,195,220,200,134,159,126,154,104,149
"PA1837",4647,2121,2301,2014,2448,2151,935,1067,965,647,647,473
"PA1838",15076,7772,7396,8400,9465,8156,2309,3283,3568,1643,1853,1174
"PA1839",1115,571,471,614,624,591,533,546,361,484,382,475
"PA1840",1985,1362,1122,1365,1327,1442,779,993,1133,703,698,679
"PA1841",4370,2481,2425,2166,2191,2425,1878,2230,2019,2110,1607,1901
"PA1842",5626,3250,3526,2837,2872,2932,2972,3559,3692,3284,2922,2972
"PA1843",22023,13234,13091,11754,11695,10908,9901,12487,13459,9130,9452,7306
"PA1844",391,274,185,383,454,357,82,103,104,68,69,63
"PA1845",379,273,153,371,485,367,96,140,110,81,72,78
"PA1846",2678,1800,1645,1455,1615,1644,1777,2092,2116,1413,1574,1145
"PA1847",4537,2679,4047,2756,2977,3232,3171,2979,4152,3451,3500,3390
"PA1848",166,75,96,95,100,84,108,104,82,127,91,94
"PA1849",87,36,53,44,46,37,64,59,46,55,35,38
"PA1850",478,252,320,294,312,311,227,258,175,258,219,222
"PA1851",1021,696,872,872,841,977,708,728,539,944,713,1110
"PA1852",4783,3077,3058,2711,3868,3702,8952,9689,8127,9622,7005,12123
"PA1853",939,535,491,528,640,552,638,761,580,639,632,866
"PA1854",668,326,310,353,371,383,230,263,197,296,252,386
