"gene_id","BF0285BR1_S16","BF0285BR2_S17","BF0285BR3_S18","BioFWTBR1_S10","BioFWTBR2_S11","BioFWTBR3_S12","Pla0285BR1_S7","Pla0285BR2_S8","Pla0285BR3_S9","PlankWTBR1_S1","PlankWTBR2_S2","PlankWTBR3_S3"
"PA4034",469,236,286,185,182,200,910,1419,1180,1199,986,1038
"PA4035",1254,706,615,598,649,644,642,780,679,699,602,612
"PA4036",1165,624,531,556,644,628,538,620,459,585,498,501
"PA4037",297,206,279,174,181,223,150,143,110,224,172,293
"PA4038",188,108,122,105,131,129,100,111,78,124,96,141
"PA4039",550,265,309,270,332,332,252,266,210,367,292,351
"PA4040",839,475,467,443,595,542,475,556,369,640,590,766
"PA4041",732,452,492,463,474,513,718,618,271,845,544,870
"PA4042",1004,519,401,470,429,409,456,479,439,301,348,284
"PA4043",1141,524,404,456,476,387,797,844,510,610,645,494
"PA4044",6883,4690,4709,3786,3842,3664,5195,6503,6282,5772,5863,4919
"PA4045",1032,661,511,439,354,451,686,739,491,695,612,502
"PA4046",1425,737,624,633,626,648,868,944,786,842,833,639
"PA4047",3009,1888,1672,1806,1829,1785,1736,1852,1716,1575,1739,1489
"PA4048",1740,1239,945,1413,1660,1608,904,822,568,924,662,1009
"PA4049",2072,1384,1191,1315,1566,1437,1000,1204,886,1225,983,1276
"PA4050",1728,1043,877,819,842,912,872,1055,840,913,835,835
"PA4051",973,538,404,430,363,396,680,631,444,532,497,340
"PA4052",2797,1556,1276,1499,1419,1249,2412,2753,2381,2059,2248,1591
"PA4053",5426,3043,2607,2850,3239,3068,3267,4121,4949,2637,3480,2231
"PA4054",2904,1557,1554,1287,1129,1206,1820,2387,2239,1726,1804,1254
"PA4055",2111,1136,1031,973,869,912,1493,1811,1524,1169,1237,884
"PA4056",1853,1081,905,879,813,761,1245,1166,706,1099,885,800
"PA4057",1471,884,772,737,829,769,644,842,786,614,698,541
"PA4058",574,257,216,186,206,205,278,331,218,245,262,221
"PA4059",279,93,113,125,87,84,206,169,88,153,132,126
"PA4060",426,202,208,229,150,207,225,252,221,255,227,252
"PA4061",5177,2882,3767,2286,1968,2211,1637,1987,1721,1643,1543,1554
"PA4062",1392,787,975,548,521,648,431,609,499,616,512,540
"PA4063",12988,3573,2654,3111,867,4695,573,664,622,535,561,441
"PA4064",5298,1467,1062,1429,525,1950,229,324,373,238,312,215
"PA4065",8527,2572,1691,2274,786,3228,612,677,503,575,569,528
"PA4066",3667,1331,1049,1187,554,1794,404,480,392,363,333,343
"PA4067",126904,65209,65803,53488,70724,58024,56087,63096,89083,66805,61365,52868
"PA4068",2880,1883,1744,1478,1505,1396,2354,2605,1937,2305,2165,1973
"PA4069",3442,2250,2444,2086,2231,2321,1992,2577,2470,2084,2102,2047
"PA4070",682,330,364,415,437,457,131,160,113,181,131,221
"PA4071",80,35,51,55,49,40,29,33,29,33,36,37
"PA4072",494,261,322,272,358,249,239,227,203,294,250,271
"PA4073",233,128,156,142,124,144,127,143,111,139,133,145
"PA4074",402,233,252,204,195,177,328,390,197,419,271,344
"PA4075",926,489,348,391,411,381,474,540,250,430,367,340
"PA4076",472,235,252,257,262,211,409,566,420,429,454,399
"PA4077",298,163,194,180,175,173,249,326,276,283,263,265
"PA4078",6439,3726,2157,4436,6678,4587,327,388,178,419,287,447
"PA4079",2711,1456,1262,1317,1467,1356,2063,2064,1419,1885,1604,1714
"PA4080",1059,670,646,610,663,684,908,994,799,995,779,972
"PA4081",274,174,175,130,145,172,173,184,137,239,159,229
"PA4082",576,277,275,320,286,289,276,282,220,341,324,321
"PA4083",24,12,11,15,10,13,23,31,11,20,15,16
"PA4084",861,482,470,583,554,579,677,784,383,1121,706,1442
"PA4085",153,95,103,99,95,102,81,67,45,78,53,80
"PA4086",385,179,223,244,226,214,318,319,297,372,333,347
"PA4087",53,23,47,26,32,23,20,30,13,28,29,22
"PA4088",67,41,38,30,35,41,40,38,18,42,33,35
"PA4089",156,88,69,84,86,122,90,86,42,125,83,133
"PA4090",1920,1195,1466,981,998,1233,2037,2310,3285,2782,2920,3009
"PA4091",420,251,277,232,212,251,320,325,267,351,316,374
"PA4092",242,124,101,114,82,100,167,178,97,205,177,200
"PA4093",234,102,112,89,64,68,125,144,72,155,154,163
"PA4094",843,462,496,487,448,479,339,379,290,402,330,440
"PA4095",48,22,21,31,24,27,18,20,12,33,24,17
"PA4096",45,17,17,19,19,17,23,19,10,26,24,20
"PA4097",57,16,13,24,15,21,11,9,10,17,16,17
"PA4098",137,101,51,61,65,56,38,35,37,51,37,53
"PA4099",143,65,52,57,78,102,37,35,34,63,33,35
"PA4100",302,144,161,181,175,191,118,103,59,157,95,148
"PA4101",479,222,271,231,275,232,450,457,318,436,399,345
"PA4102",362,206,220,191,228,186,404,350,312,373,332,358
"PA4103",77,37,34,43,53,38,35,21,26,30,37,44
"PA4104",98,69,57,87,100,85,63,120,103,92,85,114
"PA4105",67,26,27,31,28,27,36,42,29,44,49,46
"PA4106",111,66,61,56,78,56,71,62,49,87,70,86
"PA4107",107,54,42,48,42,43,46,47,18,62,46,44
"PA4108",2291,1534,1697,1606,1859,1783,2132,2054,1227,2717,2115,3871
"PA4109",933,455,494,533,510,484,441,589,410,561,506,680
"PA4110",636,311,299,325,342,293,329,378,298,339,318,324
"PA4111",749,386,379,348,294,368,601,659,322,731,558,805
"PA4112",3933,2388,2159,2339,2285,2195,5276,4774,2287,5731,4168,5833
"PA4113",471,309,276,231,252,240,403,324,300,310,315,277
"PA4114",2476,1441,1756,1133,1365,1311,1686,1904,2137,1831,1794,1688
"PA4115",2264,1400,3125,1183,1102,1187,5240,6263,4863,7381,6117,8660
"PA4116",1199,804,730,657,672,811,1625,1575,1169,1527,1339,1476
"PA4117",3841,2703,2680,2113,2057,2164,5944,6614,5499,6911,6209,6622
"PA4118",996,576,404,575,602,512,588,710,569,581,570,559
"PA4119",416,230,162,223,234,220,280,329,272,216,216,179
"PA4120",261,147,116,150,178,196,58,81,51,88,74,83
"PA4121",92,31,44,54,48,61,18,26,21,36,30,25
"PA4122",203,80,90,83,88,95,41,59,37,54,65,50
"PA4123",211,126,133,124,108,117,79,101,60,131,96,100
"PA4124",361,147,165,157,134,134,126,158,111,165,144,132
"PA4125",223,110,109,105,99,110,63,100,48,111,70,104
"PA4126",473,287,275,231,228,263,371,348,256,419,250,400
"PA4127",809,502,439,390,392,405,705,650,504,731,570,702
"PA4128",2304,971,838,749,675,639,2245,2223,815,2033,1561,1433
"PA4129",7484,3099,3479,2674,2714,2555,7411,6554,3934,6660,5517,5748
"PA4130",24412,11903,14377,10223,10346,9630,18509,20874,18825,19015,18404,16455
"PA4131",12071,6755,6654,5523,5974,4891,8628,11535,10444,5849,6829,4501
"PA4132",11065,6485,6604,5718,6035,5444,7213,8764,7679,6028,6074,4468
"PA4133",105061,65269,80517,62269,55116,54400,32143,39554,43206,29740,32087,24416
"PA4134",10908,5472,6150,4688,3354,3069,4059,4604,2085,3575,2972,2197
"PA4135",6104,3329,3566,2915,2514,2325,1894,2186,1263,1688,1363,1159
"PA4136",1091,652,462,621,559,572,247,217,139,174,182,166
"PA4137",289,172,160,169,186,180,87,116,110,126,116,132
"PA4138",294,154,116,116,121,128,90,90,94,84,71,52
"PA4139",2803,1664,1316,2066,2142,2291,812,1074,1081,948,759,984
"PA4140",559,313,270,403,377,364,207,290,207,134,161,135
"PA4141",64715,30778,29034,30336,30947,39446,14440,15091,13358,14781,11227,19003
"PA4142",2380,1530,1133,1613,1499,1905,476,386,373,329,330,336
"PA4143",1239,781,668,688,727,843,365,353,248,285,252,285
"PA4144",343,184,145,185,143,175,130,92,70,95,84,75
"PA4145",801,415,417,361,335,396,429,566,366,495,435,479
"PA4146",161,111,105,84,110,105,161,179,115,176,164,228
"PA4147",1536,774,958,898,808,858,4698,5246,2787,6376,5557,9532
"PA4148",98,51,50,44,74,71,220,201,92,167,186,423
"PA4149",268,110,91,87,118,116,254,235,89,235,203,354
"PA4150",413,206,157,194,242,232,485,477,235,449,422,798
"PA4151",236,134,148,157,175,183,473,440,279,407,372,723
"PA4152",93,47,41,42,43,51,304,258,107,242,179,371
"PA4153",185,72,75,79,90,90,373,352,242,343,296,480
"PA4154",229,122,160,123,145,116,240,239,203,193,195,215
"PA4155",337,151,612,160,120,140,322,303,135,430,331,377
"PA4156",932,815,2842,389,389,490,399,338,265,542,454,483
"PA4157",784,415,345,370,328,296,501,518,365,381,383,303
"PA4158",228,130,209,83,90,94,210,192,96,196,160,152
"PA4159",132,57,103,64,57,62,125,129,68,156,98,99
"PA4160",70,39,35,24,27,24,81,66,25,115,64,50
"PA4161",234,97,84,95,70,56,146,133,50,155,92,119
"PA4162",556,261,241,222,208,202,218,294,130,304,196,235
"PA4163",2336,1058,1031,960,821,676,1780,1899,1148,1622,1463,1206
"PA4164",721,338,389,312,270,255,497,645,424,594,464,458
"PA4165",520,245,224,215,181,196,358,435,179,382,290,290
"PA4166",121,70,142,78,63,63,52,61,74,79,66,64
"PA4167",115,101,185,97,80,89,104,93,61,130,79,116
"PA4168",3435,1379,1624,1656,1546,1817,2817,2333,1661,2788,2245,2296
"PA4169",487,229,238,208,134,204,295,345,173,329,262,270
"PA4170",1280,242,360,217,168,274,178,197,111,181,147,158
"PA4171",446,236,209,285,492,402,112,142,110,83,120,89
"PA4172",115,74,67,93,155,103,59,47,41,35,41,36
"PA4173",28,17,13,20,24,26,21,22,7,10,22,21
"PA4174",376,218,254,228,221,216,201,218,177,214,196,209
"PA4175",4325,1615,1617,2030,1397,1666,1684,1397,1047,1317,1089,1058
"PA4176",3872,2433,2098,1882,2012,2001,3867,5106,5091,5115,4893,5229
"PA4177",72,34,46,42,38,49,34,40,37,36,31,31
"PA4178",186,134,94,132,102,118,109,168,175,74,109,84
"PA4179",621,317,292,302,299,313,329,339,179,366,242,282
"PA4180",2560,1293,1466,1239,1221,1160,1697,1670,1168,1603,1429,1507
"PA4181",110,60,69,55,54,52,80,100,61,96,50,79
"PA4182",430,214,216,199,178,189,303,321,250,350,271,273
"PA4183",507,288,299,295,244,268,364,397,474,404,371,429
"PA4184",985,623,631,488,518,491,638,747,630,690,627,700
"PA4185",589,320,354,277,315,297,378,431,361,307,315,272
"PA4186",1490,862,644,984,1180,1161,486,538,438,557,463,582
"PA4187",240,129,123,131,113,141,109,125,75,138,125,121
"PA4188",84,32,30,39,29,20,47,58,30,48,34,39
"PA4189",214,106,103,105,90,112,79,68,60,91,83,67
"PA4190",1451,602,663,532,428,434,2013,2070,1018,1651,1494,1219
"PA4191",959,638,747,433,442,412,301,377,238,283,272,220
"PA4192",584,491,557,295,361,341,89,79,113,55,55,42
"PA4193",675,532,537,337,403,352,97,58,88,61,64,68
"PA4194",919,673,716,508,589,483,165,160,147,126,116,146
"PA4195",2709,1923,1715,1423,1631,1422,302,303,270,129,174,111
"PA4196",607,296,506,275,185,233,214,203,102,266,171,197
"PA4197",1082,698,1425,486,364,391,344,402,184,438,294,331
"PA4198",1718,866,1579,874,756,725,906,1270,887,1032,908,1305
"PA4199",1952,901,1115,916,871,928,1163,1242,903,1201,1105,1124
"PA4200",863,467,431,424,432,416,655,756,501,763,586,662
"PA4201",2996,1587,1987,1288,1082,1058,2930,2646,1302,2813,2017,2335
"PA4202",1155,537,1303,472,319,309,910,900,454,869,661,662
"PA4203",295,160,411,120,97,96,107,103,63,99,88,86
"PA4204",1175,533,1350,543,564,534,997,1209,1014,988,947,1036
"PA4205",4194,1876,1608,2624,3298,2334,153,150,100,173,129,114
"PA4206",4383,1737,1509,2329,2667,2094,145,116,99,135,126,90
"PA4207",9040,4553,3851,5298,6672,5767,364,376,281,322,325,334
"PA4208",3953,1953,1648,1848,1765,1529,996,825,308,771,466,722
"PA4209",13079,8244,7853,8114,7991,7788,5080,4806,3414,4203,3308,4945
"PA4210",8439,6617,5161,8514,10118,8666,642,589,591,346,307,369
"PA4211",18233,12110,10638,15240,17558,14471,1645,1442,1345,1073,937,1062
"PA4212",29016,12795,10645,14432,14135,10967,1608,1470,739,1255,899,932
"PA4213",13229,6799,5709,8808,9048,6835,760,596,399,532,468,401
"PA4214",29087,15665,13245,17948,17664,13771,1526,1350,745,1346,961,974
"PA4215",13529,7262,6382,7955,7393,6180,648,587,313,633,465,544
"PA4216",9362,4951,4624,5673,5204,4602,607,537,249,547,438,486
"PA4217",23622,10831,9856,11146,9067,7964,5410,3762,1664,4339,3132,3647
"PA4218",10239,4223,4182,3419,2696,3031,17115,12118,5840,13915,9910,11357
"PA4219",5310,2003,1878,1686,1390,1535,8421,6491,3368,6946,5273,5381
"PA4220",3893,1336,1336,1309,927,1140,8282,4239,1278,5968,3117,4104
"PA4221",39210,14990,16744,16350,14170,16825,63617,45297,32465,58812,46399,51491
"PA4222",9756,3825,3624,3714,3213,3648,7021,4320,1304,4887,2969,4071
"PA4223",10145,3675,3527,3381,2876,3349,7438,5207,1902,5495,4045,4932
"PA4224",11885,4042,4400,4195,4157,4158,7960,5710,1743,6891,4324,6263
"PA4225",45335,15449,16524,15876,13390,14831,38309,25400,8576,30598,21040,24773
"PA4226",38520,12882,13600,13760,12388,12221,41812,28188,11068,33389,23478,24374
"PA4227",3660,1596,2220,1766,1749,2286,2390,1926,1550,2269,1962,2148
"PA4228",14826,4191,4201,5627,4893,4935,17039,10112,4676,13237,9915,10244
"PA4229",4325,1314,1266,1483,1365,1418,5795,3542,1489,4531,3133,3067
"PA4230",6345,1889,1848,2027,1788,1865,8959,5187,1803,6693,4699,4540
"PA4231",19490,6287,5957,6602,5467,5771,25148,14355,5174,18492,12566,13520
"PA4232",5974,3143,3071,2585,2641,2619,3935,3677,3109,2884,2657,2494
"PA4233",3727,2062,1994,1916,1919,1903,1652,1865,1805,1324,1350,1108
"PA4234",7310,3806,3617,3472,3415,3480,3385,3952,3922,3415,3439,2463
"PA4235",4901,2881,3241,2209,2608,2185,4595,5883,7117,5069,5152,4094
"PA4236",59926,25400,30900,28299,30997,26850,53235,58639,72650,66376,61760,65851
"PA4237",23857,14700,16247,13405,14022,13530,20175,22962,33984,19172,20400,16877
"PA4238",58368,34342,36035,30026,29947,28346,46341,49628,59885,40464,41184,34201
"PA4239",39771,23232,24632,22705,20043,18496,36105,37829,40154,28943,30823,24141
"PA4240",29953,16972,17771,16752,15361,14024,23389,27927,33976,19426,24039,16067
"PA4241",36360,20374,21782,20176,19144,18281,23765,25629,33581,17892,19875,13792
"PA4242",19733,11890,13735,11448,9502,9850,11888,11851,13075,10206,8594,9053
"PA4243",79452,45973,52252,43779,37456,36754,46531,49257,45910,41226,34965,32628
"PA4244",48428,27397,31865,25655,22615,21191,35673,38714,37975,29773,27982,23132
"PA4245",31209,17248,20218,17078,16038,14968,24808,25262,28725,18551,18494,14688
"PA4246",47651,27291,30153,27125,25330,23661,43610,40028,49439,26947,30825,22158
"PA4247",31227,17970,18872,18429,16496,15207,24679,25090,34036,16244,20596,13192
"PA4248",46696,26721,26292,26632,24134,22923,30021,32779,42085,18944,24906,15176
"PA4249",52708,30790,27189,25275,29599,27547,23287,24142,27182,13905,15293,10021
"PA4250",26469,15350,16289,12769,13463,12313,21994,23567,22743,22994,16696,18555
"PA4251",51352,30010,33633,25471,25618,24905,43851,48373,55534,45346,40862,38493
"PA4252",31136,19003,20541,15573,14787,13792,24385,27662,26949,27485,21100,21499
"PA4253",37177,21240,25812,20505,18091,17375,30763,34093,33439,31998,28961,27269
"PA4254",28229,15735,19861,14684,13717,13690,24557,23992,24700,23066,19814,19484
"PA4255",19550,10615,13586,9697,9040,9173,17322,15839,15734,16029,13229,13294
"PA4256",40070,21824,28243,20919,18442,17309,32455,36861,37613,33106,31372,31771
"PA4257",56094,31091,40765,29952,26644,25130,45545,48278,55181,45133,43500,37214
"PA4258",31358,17500,22622,16457,14525,14243,22862,23129,24643,22147,19861,17669
"PA4259",29921,17180,21822,15185,13395,13039,20825,22186,22698,20729,18381,16194
"PA4260",75231,31558,38001,27736,25057,23989,43097,42484,45744,36552,36595,28640
"PA4261",27929,15943,17810,14425,13016,11948,20429,21222,21501,16220,16127,12067
"PA4262",50644,28502,29251,26743,23689,23055,36701,35843,36551,26449,27536,20555
"PA4263",62056,35124,32431,31642,40243,28749,39409,37751,40828,25560,27467,19272
"PA4264",47675,29150,23946,25762,25672,26005,21695,24071,26000,15260,14802,11265
"PA4265",291653,156516,167210,208259,144778,135537,212714,246082,250606,202228,193934,167348
"PA4266",146445,75643,84737,83993,75523,70020,105343,110380,115067,91839,87220,71448
"PA4267",47391,24220,24305,27590,29043,26552,32786,34158,46246,24242,27993,19887
"PA4268",40773,21407,19435,22955,23163,22146,23631,27421,35585,16769,18874,13116
"PA4269",120622,57368,66904,53572,48534,47494,96016,111421,104239,122427,106212,106514
"PA4270",93099,47318,55078,44231,39207,81733,74722,84420,82956,83197,75283,70659
"PA4271",41405,22134,24823,20073,86296,18823,29781,38888,42575,27220,25480,22782
"PA4272",51119,28083,32382,25586,25848,23427,32987,42559,48279,29816,29907,23170
"PA4273",48908,27519,29785,24127,23296,22955,33554,37610,41090,30259,30837,24564
"PA4274",35586,20765,21742,18294,17241,17472,23359,27506,33641,19464,22535,16047
"PA4275",27366,17206,14143,13960,14859,16394,9954,10170,11150,6952,6600,5564
"PA4276",22413,13365,10052,10118,10810,13354,5748,5492,5729,4044,3216,3506
"PA4277",248433,128231,130010,181057,121814,114774,171418,196320,198597,152765,153446,125409
"PA4278",2141,1558,2027,1178,1337,1371,1159,1190,1096,1163,907,1455
"PA4279",1579,986,919,1046,985,1084,795,860,888,648,596,562
"PA4280",2159,1304,1065,1241,1295,1341,978,1082,924,740,679,702
"PA4281",935,668,841,523,587,566,624,704,705,710,666,611
"PA4282",2856,1704,1969,1420,1486,1573,2282,2265,1833,2512,2207,2355
"PA4283",1464,773,784,684,772,713,1305,1215,810,1546,1269,1448
"PA4284",2869,1551,1504,1355,1330,1262,2368,2235,1392,2641,1970,2223
"PA4285",3021,1596,1507,1418,1439,1434,2378,2387,1553,2275,1954,1984
"PA4286",725,361,383,381,371,376,402,446,335,355,330,287
"PA4287",144,81,110,93,78,97,87,97,81,75,92,87
"PA4288",491,266,516,270,265,312,155,237,149,199,179,308
"PA4289",479,229,278,208,265,209,2036,1862,474,1780,1229,2533
"PA4290",1396,827,1223,894,1205,902,11648,14935,7134,14169,11258,19818
"PA4291",2013,1454,1153,1290,1491,1724,1873,2075,1991,1723,1455,1978
"PA4292",3131,2371,2033,1824,1823,1897,3082,3684,4226,2234,2690,2163
"PA4293",1661,1052,1080,1047,877,810,2073,2046,894,2761,1887,4121
"PA4294",1078,675,811,878,854,736,1516,1304,751,1870,1418,2822
"PA4295",207,141,174,114,153,138,157,134,98,140,119,235
"PA4296",7453,4528,5828,5394,5294,4693,10053,11807,7575,11450,9764,17792
"PA4297",2214,1416,1642,1420,1349,1332,2569,2941,1619,3049,2462,5052
"PA4298",114,70,84,55,25,29,158,128,43,150,125,233
"PA4299",319,191,221,177,102,121,458,348,133,447,302,576
"PA4300",613,406,506,323,235,253,668,579,291,720,515,1112
"PA4301",609,344,421,279,219,216,561,525,214,541,394,855
"PA4302",1050,549,658,446,421,365,1026,1231,473,1288,1039,2070
"PA4303",1210,609,682,514,557,461,1210,1377,582,1509,1136,2514
"PA4304",1533,770,855,780,716,654,1770,1991,701,2360,1628,3703
"PA4305",2176,979,995,1101,1135,1037,1880,1773,546,2259,1402,3365
"PA4306",12580,6787,8035,7132,5332,5102,15092,16830,7934,21705,15602,40685
"PA4307",3261,2005,1995,1440,1305,1340,2238,3046,2719,2552,2582,2605
"PA4308",3836,1939,1951,1977,2118,1827,2140,2619,1831,2231,1869,2164
"PA4309",7719,4049,9884,3587,3691,3383,5504,6872,4884,9278,7100,10436
"PA4310",7337,3608,5782,3751,4029,3524,3604,4469,3512,5179,4308,5020
"PA4311",4066,2058,2986,2760,3303,2669,2830,3413,2050,4230,3274,5598
"PA4312",1265,665,843,790,815,796,1122,1067,614,1250,879,1576
"PA4313",2094,1098,1120,1056,1221,1142,1238,1298,793,1468,1040,1548
"PA4314",5293,3139,2890,3030,3234,3046,3143,3925,4460,2809,3217,2627
"PA4315",17882,11227,16629,10642,10943,10703,25774,24163,24913,23365,18424,29217
"PA4316",3699,2549,2508,2439,2855,2602,2526,2777,3272,2379,2498,2226
"PA4317",6951,4214,3213,4925,5778,5093,3290,4295,5060,2072,2601,2108
"PA4318",2236,1375,894,1415,1473,1168,1132,1534,1389,815,992,706
"PA4319",1596,1068,726,897,923,852,936,1208,880,704,728,592
"PA4320",2315,1636,1323,1340,1419,1503,1451,1793,1484,1252,1258,1112
"PA4321",1181,767,634,673,652,618,638,833,759,674,660,471
"PA4322",1871,1123,1071,1030,945,872,1442,1736,1371,1544,1477,1229
"PA4323",2851,1719,1892,1344,1132,1127,3317,3380,2411,4075,3184,3630
"PA4324",3090,2091,2625,1468,1323,1527,3737,4300,4800,4983,4426,4898
"PA4325",1483,850,870,893,872,1056,735,650,485,649,543,647
"PA4326",1251,706,1422,534,542,591,855,880,817,1139,878,1364
"PA4327",852,513,623,526,606,523,418,554,542,643,578,663
"PA4328",10654,4382,5959,4221,4318,4306,4515,4098,4130,6011,4522,4801
"PA4329",10501,5416,7130,4783,4757,4317,8008,9176,8684,8411,8370,7064
"PA4330",2575,1385,1952,1264,1279,1321,1339,1407,1116,1536,1217,1506
"PA4331",909,499,531,300,305,306,751,876,485,824,698,779
"PA4332",2763,1514,1364,1326,1501,1353,1657,2274,2373,1593,1618,1695
"PA4333",7419,3979,3562,4000,4125,3646,4005,6232,7142,3325,4173,2736
"PA4334",853,535,605,437,444,495,747,847,678,935,794,884
"PA4335",776,380,462,470,491,452,659,856,932,986,802,883
"PA4336",1585,611,780,769,817,729,1334,1668,1544,1613,1453,1584
"PA4337",361,199,203,204,258,218,334,319,230,333,291,299
"PA4338",1077,692,1042,697,873,839,1034,1058,1045,896,834,1042
"PA4339",712,362,339,363,347,394,442,455,315,435,392,418
"PA4340",887,501,479,480,533,528,511,624,467,502,494,570
"PA4341",706,381,680,400,410,494,679,738,233,724,560,1486
"PA4342",376,198,234,219,185,166,266,313,133,323,261,290
"PA4343",130,67,94,65,71,64,88,107,65,93,73,105
"PA4344",700,308,361,323,400,336,374,433,254,399,352,478
"PA4345",1524,820,1333,892,1078,1132,1189,1322,796,1322,1001,1450
"PA4346",366,216,251,152,182,205,283,322,206,366,256,298
"PA4347",3220,1724,1973,1317,1593,1348,1837,2116,2167,2712,2046,2095
"PA4348",11413,7759,9055,5922,7437,6775,5438,5869,8056,7410,6133,6110
"PA4349",1923,861,1145,913,1019,883,855,751,572,798,659,711
"PA4350",4493,1840,2067,1967,2345,2115,1807,1465,985,1598,1166,1489
"PA4351",10678,3300,3394,3894,3965,3320,4461,3302,1874,3876,2633,3006
"PA4352",62364,19158,18651,24783,26992,22734,23492,15650,8623,20959,13282,16322
"PA4353",667,374,578,301,317,350,421,512,511,465,484,515
"PA4354",542,313,468,284,346,369,287,373,339,362,254,393
"PA4355",625,250,314,221,240,232,433,437,205,440,272,436
"PA4356",7206,2628,3198,1903,1829,2208,6377,5200,2659,7225,4251,6514
"PA4357",2792,1311,1762,704,676,946,3452,2545,1807,3929,2929,3496
"PA4358",16645,7312,11549,4400,3880,5012,17351,14515,13131,20182,16017,16028
"PA4359",2241,1174,2220,720,713,1032,1341,1300,1200,1501,1179,1188
"PA4360",1163,740,715,744,767,753,758,817,1063,742,815,750
"PA4361",1019,606,719,488,453,421,897,993,675,1020,816,936
"PA4362",1035,420,412,462,408,358,1027,865,385,1154,770,936
"PA4363",557,239,244,242,174,195,327,303,132,409,287,385
"PA4364",56,21,21,17,23,32,22,22,17,30,18,30
"PA4365",74,48,38,43,49,32,44,42,27,59,32,55
"PA4366",22912,11910,12276,11461,13881,11015,13276,17465,23436,16831,16616,15339
"PA4367",4233,2562,2695,2585,2898,2634,2944,3337,3147,3958,3174,4070
"PA4368",2910,1468,1281,1698,1988,1725,1488,1550,1196,2007,1382,2367
"PA4369",2088,1086,1017,1310,1586,1411,1023,893,612,1167,821,1346
"PA4370",31846,12692,12085,15141,12896,12193,20203,23374,20612,18778,19966,14343
"PA4371",2095,807,600,849,783,830,1425,1548,1157,953,1116,686
"PA4372",3127,1337,1095,1209,1203,1113,2405,2662,2022,1783,1921,1304
"PA4373",2997,1314,1185,1266,1278,1203,1806,2264,1776,1734,1706,1271
"PA4374",1475,820,584,967,1072,950,708,823,811,552,718,565
"PA4375",2617,1480,1365,1691,1815,1759,1537,1694,1692,1402,1419,1390
"PA4376",2043,1287,1492,1162,1272,1295,1441,1830,2137,1616,1646,1563
"PA4377",1908,1062,1038,1286,1008,1070,1247,1661,808,1529,1136,1869
"PA4378",2694,1507,1460,1549,1442,1590,1802,2336,1593,1981,1840,2330
"PA4379",2447,1369,1337,1202,1264,1297,1402,2048,1351,1687,1587,1914
"PA4380",1264,698,724,754,688,668,824,978,835,818,775,839
"PA4381",1925,1100,1003,1123,1196,1159,1131,1360,1319,1030,1088,1144
"PA4382",967,553,641,582,687,687,626,659,432,738,537,1012
"PA4383",1115,760,929,611,768,684,561,721,674,699,614,797
"PA4384",541,235,262,283,279,266,276,261,238,309,236,326
"PA4385",141773,64531,82404,54409,56275,51657,11215,12100,11176,13448,12235,11692
"PA4386",21616,11501,18295,11511,12229,10898,1913,2018,2130,2097,1806,1856
"PA4387",2208,1616,3202,1199,858,977,542,551,489,459,494,471
"PA4388",1982,1133,1368,1081,981,897,1516,1523,1331,1193,1170,1076
"PA4389",5956,2785,3273,2842,2680,2722,2088,2357,2234,2195,1892,1757
"PA4390",1811,937,886,960,1065,1206,490,569,634,403,413,383
"PA4391",1070,594,546,620,705,757,309,364,398,351,334,394
"PA4392",535,299,343,321,364,345,242,347,234,268,249,258
"PA4393",2171,1236,1079,1134,1423,1274,762,1088,1063,811,854,757
"PA4394",1120,840,1068,711,792,756,2429,2494,2211,1822,1730,1764
"PA4395",8016,4283,4488,4398,4847,4715,5027,5827,6230,5168,4959,5230
"PA4396",1429,790,468,1402,1690,1293,273,385,369,302,280,259
"PA4397",572,318,300,395,454,331,584,650,324,734,569,720
"PA4398",1726,1078,1058,1019,985,1006,1099,1305,1255,1141,1031,1132
"PA4399",975,524,571,556,550,492,886,919,706,835,680,745
"PA4400",2671,1354,1298,1439,1522,1339,1967,2246,1601,1874,1570,1957
"PA4401",1846,985,918,1057,1079,1020,1129,1123,838,1045,778,1042
"PA4402",4846,2477,2113,2218,2400,2288,19110,2901,2626,2335,2243,1897
"PA4403",30944,20064,18995,18669,19498,19289,21811,24699,27321,22381,22943,19845
"PA4404",3664,1775,902,2514,3227,2703,542,588,556,495,405,400
"PA4405",2234,1440,1257,1397,1446,1333,766,1023,877,876,768,932
"PA4406",31643,20510,20936,17297,18324,19334,20583,24045,25598,21662,22262,22124
"PA4407",35737,16651,18511,16268,16505,14534,29019,31259,24227,34654,31021,46305
"PA4408",7773,4826,5309,3961,4206,4243,7774,7492,6232,8309,6788,9488
"PA4409",4035,2586,2830,1952,2106,2046,3309,3440,2822,4092,3344,4455
"PA4410",3791,2328,2492,1655,1862,1713,4521,4365,2880,4642,3776,4536
"PA4411",6447,4113,4744,3056,3420,3241,7054,7272,5342,8613,6851,8858
"PA4412",3298,2083,2109,1433,1567,1426,3005,3011,1872,3667,2617,3732
"PA4413",3430,2190,2175,1541,1732,1789,2592,2758,2139,3078,2473,3605
"PA4414",5529,3264,3371,2526,2785,2718,4640,5274,4526,5491,4788,5957
"PA4415",4585,3067,3196,2334,2549,2591,4667,4975,4881,4669,4121,4981
"PA4416",4440,2607,2587,1978,2109,1839,4521,5032,3414,5166,4076,4934
