gene_id,PAO1SDS_433,PAO1SDS_434,PAO1SDS_435,PAO1day4_400,PAO1day4_401,PAO1day4_402,PAO1day5_403,PAO1day5_404,PAO1day5_405,PAO1day6_406,PAO1day6_407,PAO1day6_408
PA4763,63,34,94,56,23,42,20,42,54,47,71,45
PA4764,68,45,141,48,33,33,27,28,48,40,60,49
PA4765,118,98,179,106,63,56,51,49,87,77,128,76
PA4766,1,2,1,3,1,0,2,1,0,0,1,0
PA4767,11,9,26,15,9,9,7,6,13,7,21,10
PA4768,41,30,57,32,21,16,10,15,23,16,28,27
PA4769,56,49,86,42,17,28,15,15,23,24,41,33
PA4770,32,23,165,34,19,23,16,14,27,22,47,32
PA4771,30,21,135,11,16,11,7,5,15,13,14,9
PA4772,74,48,193,35,19,22,9,8,23,23,27,21
PA4773,17,13,44,7,7,3,2,1,3,3,7,2
PA4774,17,8,34,6,3,6,4,5,3,3,7,1
PA4775,12,5,32,4,7,5,3,4,9,8,18,5
PA4776,6,10,20,7,5,9,4,4,12,12,17,5
PA4777,23,11,18,14,5,8,4,7,9,7,20,15
PA4778,34,23,65,43,22,21,19,18,21,26,56,30
PA4779,6,4,14,6,4,9,3,3,7,7,9,3
PA4780,29,22,46,20,20,27,15,19,29,26,52,29
PA4781,15,11,86,30,27,41,25,35,37,32,59,35
PA4782,5,0,0,2,1,4,1,1,2,0,5,0
PA4783,4,0,14,0,1,3,5,2,8,2,9,6
PA4784,6,8,9,9,3,2,1,2,4,0,13,3
PA4785,20,20,27,24,15,18,22,11,19,11,33,22
PA4786,17,19,22,16,24,19,10,18,26,18,45,14
PA4787,14,14,74,20,13,14,10,16,17,14,39,19
PA4788,7,2,7,4,3,5,3,3,8,7,18,11
PA4789,7,6,4,4,1,1,0,4,2,2,1,0
PA4790,13,5,6,3,1,8,3,3,4,2,5,2
PA4791,6,9,16,1,4,7,1,5,4,5,16,10
PA4792,9,13,14,2,11,10,6,7,12,11,25,19
PA4793,63,41,124,62,42,40,29,29,41,43,114,51
PA4794,23,13,37,13,12,7,12,5,12,12,21,11
PA4795,6,3,21,0,2,0,0,1,4,3,3,2
PA4796,10,10,14,9,4,8,3,3,9,2,12,4
PA4797,0,0,0,0,0,0,0,0,0,0,0,0
PA4798,41,28,68,31,20,19,15,16,30,18,41,23
PA4799,11,7,16,10,4,7,3,5,1,1,6,5
PA4800,5,4,6,2,0,5,3,2,0,6,3,2
PA4801,6,1,15,5,6,1,1,1,1,4,4,5
PA4802,6,7,14,3,3,3,1,2,2,3,4,3
PA4803,14,7,33,9,4,13,10,7,6,7,15,12
PA4804,6,4,17,6,14,7,4,4,5,5,13,6
PA4805,2,1,6,2,1,0,1,2,1,2,1,1
PA4806,6,3,15,4,6,5,5,3,2,4,4,2
PA4807,35,28,83,8,17,23,5,15,11,7,33,14
PA4808,46,49,84,23,16,24,23,28,34,37,57,27
PA4809,25,14,67,10,6,9,7,5,7,8,19,15
PA4810,27,20,94,20,15,17,11,7,25,13,28,18
PA4811,105,77,278,83,46,89,50,60,99,69,152,91
PA4812,321,178,811,201,223,218,123,185,222,202,423,284
PA4813,2,2,1,2,0,0,0,2,1,0,1,0
PA4814,1,1,2,0,0,0,0,2,1,0,1,0
PA4815,4,6,16,5,1,1,0,0,4,5,8,5
PA4816,12,13,27,8,9,4,4,2,7,6,16,5
PA4817,5,5,3,4,0,1,2,2,2,3,1,2
PA4818,2,2,5,2,0,1,1,0,1,1,2,1
PA4819,0,0,0,0,0,0,0,0,0,0,0,0
PA4820,2,0,1,0,0,1,0,2,1,0,0,0
PA4821,8,8,20,2,2,3,3,0,2,2,1,1
PA4822,2,2,8,0,1,3,3,4,3,2,10,4
PA4823,1,1,0,0,0,0,0,0,1,0,0,0
PA4824,0,0,2,0,0,1,0,0,0,0,1,0
PA4825,3,2,14,1,1,7,2,3,2,5,5,3
PA4826,14,9,6,7,1,2,1,2,6,4,3,5
PA4827,4,6,19,5,1,2,6,5,5,10,7,5
PA4828,8,4,9,6,8,6,3,3,5,6,12,8
PA4829,18,8,27,16,13,13,15,7,13,10,16,16
PA4830,0,0,3,1,1,1,0,1,0,1,2,0
PA4831,4,10,18,5,6,5,3,4,6,8,5,4
PA4832,2,5,3,3,3,3,2,0,3,2,2,1
PA4833,11,8,32,11,15,11,7,14,14,17,31,14
PA4834,1,5,14,7,7,11,2,12,9,11,21,9
PA4835,1,2,14,2,2,0,1,2,3,1,6,2
PA4836,3,0,2,1,1,0,0,0,1,0,0,2
PA4837,8,9,11,25,11,12,10,6,12,10,26,17
PA4838,12,4,13,6,6,2,4,4,13,6,4,11
PA4839,37,25,79,23,18,22,11,13,26,23,40,14
PA4840,8,9,8,4,6,3,1,1,0,5,9,7
PA4841,23,20,47,22,12,25,14,14,21,23,31,27
PA4842,136,84,208,119,107,121,76,119,148,130,257,133
PA4843,103,61,162,146,78,77,72,89,92,95,124,105
PA4844,3,3,13,6,3,3,3,2,4,2,7,0
PA4845,40,49,49,22,8,18,14,5,17,11,26,21
PA4846,141,123,137,81,30,46,28,22,54,47,61,44
PA4847,58,30,108,29,23,20,7,7,15,20,41,14
PA4848,182,95,398,139,85,75,44,55,75,71,118,78
PA4849,14,5,15,4,4,4,1,1,7,2,6,6
PA4850,57,35,96,44,17,25,11,11,17,13,38,27
PA4851,92,44,112,22,15,23,21,11,47,30,46,27
PA4852,219,120,151,159,41,70,45,34,82,81,94,103
PA4853,57,36,51,26,15,6,19,11,19,22,25,18
PA4854,95,60,175,47,28,33,12,17,28,36,55,32
PA4855,67,34,126,30,14,15,7,8,25,9,25,23
PA4856,71,48,140,49,45,50,24,26,51,32,66,44
PA4857,6,2,9,2,2,2,0,7,5,3,10,1
PA4858,0,3,2,3,3,1,1,1,3,2,1,2
PA4859,1,1,1,2,1,3,1,0,1,1,1,0
PA4860,0,0,2,2,0,2,0,0,0,0,0,1
PA4861,2,0,3,1,0,2,0,0,0,1,1,0
PA4862,2,1,0,3,0,0,1,0,0,0,6,1
PA4863,11,8,21,7,12,9,2,2,4,10,16,11
PA4864,10,14,38,0,1,0,1,2,2,2,1,3
PA4865,3,6,12,7,4,3,1,4,6,2,10,1
PA4866,12,7,18,13,9,7,4,3,6,7,16,8
PA4867,10,11,10,9,1,4,2,4,4,6,7,4
PA4868,37,23,46,27,17,19,12,13,20,24,36,25
PA4869,8,17,33,30,15,17,9,12,16,19,34,15
PA4870,12,9,19,14,10,16,6,17,13,18,32,10
PA4871,5,5,24,3,2,4,0,2,4,1,6,4
PA4872,32,18,75,24,18,14,3,10,7,12,32,14
PA4873,20,8,19,15,12,8,1,7,7,9,16,13
PA4874,32,72,67,58,43,36,33,29,46,48,79,46
PA4875,12,12,30,12,11,6,8,8,13,7,20,9
PA4876,100,105,79,141,173,186,108,190,206,167,404,196
PA4877,17,14,17,11,15,20,8,21,28,27,48,17
PA4878,21,15,47,32,19,32,19,21,44,19,46,33
PA4879,57,48,68,62,82,99,45,55,86,80,159,85
PA4880,150,95,103,255,164,219,155,177,237,243,404,270
PA4881,2,3,5,2,2,3,1,3,7,7,16,8
PA4882,3,0,1,1,0,0,0,1,3,2,3,0
PA4883,3,0,2,0,0,1,0,0,1,0,0,0
PA4884,0,0,3,0,1,0,0,0,0,1,2,0
PA4885,4,5,5,0,2,2,2,3,2,3,3,0
PA4886,1,4,14,3,5,1,0,2,2,1,4,5
PA4887,3,6,11,3,3,5,1,3,4,4,8,3
PA4888,11,11,25,7,4,2,1,6,5,10,9,7
PA4889,10,7,29,2,2,5,0,2,8,4,5,6
PA4890,22,17,43,23,13,14,7,9,14,6,15,7
PA4891,4,3,1,1,5,3,2,4,4,2,9,8
PA4892,4,3,10,0,1,1,4,2,2,4,5,3
PA4893,4,5,6,6,6,4,0,0,6,4,6,5
PA4894,2,4,5,0,0,2,0,1,0,0,1,0
PA4895,0,1,2,0,0,0,1,0,1,0,0,1
PA4896,0,0,1,3,0,3,0,0,4,0,2,1
PA4897,7,7,15,11,3,4,2,3,7,1,12,3
PA4898,0,1,1,2,1,2,1,2,2,3,3,1
PA4899,3,2,13,1,2,4,1,3,5,3,10,2
PA4900,3,1,3,1,0,0,0,0,1,1,1,0
PA4901,4,4,3,1,0,2,0,1,0,0,0,1
PA4902,6,6,10,0,0,2,0,1,2,0,4,1
PA4903,2,1,4,1,0,1,0,0,1,1,1,0
PA4904,1,1,1,1,0,1,0,0,0,0,2,3
PA4905,2,2,7,2,4,3,1,2,2,2,3,3
PA4906,19,14,33,5,10,7,4,5,6,8,10,6
PA4907,54,36,71,66,21,27,21,18,21,36,45,37
PA4908,3,2,2,0,0,0,0,0,1,0,3,0
PA4909,0,0,1,1,1,0,0,2,1,0,7,0
PA4910,2,0,3,1,1,1,0,0,2,1,1,1
PA4911,0,1,0,0,2,0,0,0,1,1,1,0
PA4912,1,1,2,3,0,2,0,1,0,1,4,3
PA4913,7,6,20,13,10,13,10,4,16,17,20,17
PA4914,2,2,11,5,2,4,1,3,4,4,6,4
PA4915,24,11,55,41,37,34,22,38,38,50,102,59
PA4916,22,11,61,29,29,25,25,24,29,40,73,42
PA4917,38,20,72,59,49,80,43,43,61,74,112,88
PA4918,35,17,93,36,23,31,29,38,60,73,124,63
PA4919,117,75,331,129,100,84,72,89,139,187,257,141
PA4920,99,75,196,83,45,53,32,42,67,77,122,52
PA4921,26,20,19,9,3,6,7,5,11,5,18,9
PA4922,826,502,1531,643,600,542,316,508,656,525,1092,646
PA4923,12,9,24,8,10,6,2,2,4,7,11,5
PA4924,24,22,44,13,12,16,13,9,13,16,25,25
PA4925,5,9,13,9,22,12,12,14,18,19,32,28
PA4926,6,3,7,3,4,4,2,2,3,3,8,4
PA4927,24,8,19,10,13,5,7,2,12,7,16,4
PA4928,73,45,51,32,16,14,17,13,18,36,34,20
PA4929,16,6,21,41,24,24,25,20,21,19,42,29
PA4930,14,20,45,17,10,14,10,12,20,12,22,12
PA4931,57,50,120,49,20,32,22,16,39,37,46,32
PA4932,188,92,591,71,60,53,22,43,60,49,115,48
PA4933,479,206,1389,238,176,193,103,124,202,144,283,172
PA4934,129,64,366,67,54,47,21,40,56,47,79,36
PA4935,938,470,1696,566,339,353,214,269,417,403,526,482
PA4936,26,21,63,18,22,12,8,11,18,13,27,12
PA4937,388,266,684,298,174,219,108,149,238,195,412,252
PA4938,170,99,277,100,61,61,48,48,93,82,114,95
PA4939,142,76,170,54,30,43,34,39,50,52,63,45
PA4940,65,61,54,31,17,16,22,20,32,14,42,28
PA4941,268,180,304,153,67,79,49,61,107,94,118,108
PA4942,484,264,523,248,125,131,88,94,157,149,214,193
PA4943,405,234,694,297,183,193,144,145,244,207,324,226
PA4944,181,119,369,183,114,122,71,85,142,130,216,129
PA4945,361,264,550,344,196,237,96,166,248,202,391,214
PA4946,119,83,196,63,39,37,27,24,53,27,63,47
PA4947,137,86,211,96,49,55,35,37,82,69,111,65
PA4948,20,13,31,19,5,7,11,7,16,15,17,9
PA4949,19,20,61,8,12,15,11,7,11,8,20,16
PA4950,28,23,49,21,23,19,8,13,16,16,39,15
PA4951,44,37,92,31,42,23,18,18,32,30,64,34
PA4952,58,39,75,18,21,13,12,10,21,17,37,14
PA4953,51,39,86,18,18,12,5,8,18,16,25,18
PA4954,51,44,87,32,32,19,16,26,31,29,38,35
PA4955,34,19,79,32,17,19,7,12,26,21,43,20
PA4956,44,35,85,18,22,16,14,9,24,21,37,14
PA4957,69,39,72,33,17,17,8,13,13,9,22,11
PA4958,86,54,211,66,56,65,41,56,82,58,132,61
PA4959,188,122,259,125,70,73,43,44,85,64,118,77
PA4960,69,41,108,51,35,35,16,20,30,32,46,43
PA4961,109,63,184,75,35,63,49,31,62,63,104,64
PA4962,4,8,13,4,0,3,1,1,0,4,3,0
PA4963,79,49,100,37,29,29,21,16,26,29,48,37
PA4964,76,53,182,37,29,35,25,24,52,36,44,38
PA4965,15,12,23,1,4,5,2,6,3,4,3,7
PA4966,25,11,47,1,4,3,3,10,7,1,10,9
PA4967,118,63,183,66,42,36,17,19,51,22,64,39
PA4968,63,48,89,52,27,36,18,15,40,23,44,34
PA4969,19,14,42,21,6,14,7,6,13,13,26,19
PA4970,25,16,43,16,9,11,5,4,19,9,18,20
PA4971,63,34,147,35,26,31,18,24,38,26,52,30
PA4972,104,72,145,76,52,55,44,43,52,52,111,65
PA4973,197,90,286,92,50,41,33,34,81,75,90,76
PA4974,205,89,269,113,44,67,37,42,90,59,118,73
PA4975,9,6,9,1,2,1,3,2,2,0,8,2
PA4976,4,2,12,4,1,3,2,2,3,4,9,6
PA4977,2,1,6,1,3,2,1,1,1,1,2,2
PA4978,1,1,3,3,0,1,1,2,0,1,1,0
PA4979,4,1,3,0,0,0,1,0,0,1,1,2
PA4980,0,1,1,0,1,0,0,0,1,1,0,0
PA4981,3,1,8,1,3,2,2,0,0,2,4,2
PA4982,3,5,5,0,1,1,0,1,4,3,4,3
PA4983,4,7,13,1,1,2,1,0,3,6,7,7
PA4984,7,8,16,11,8,1,1,6,10,2,13,5
PA4985,1,0,1,0,1,0,1,0,0,1,0,0
PA4986,3,1,15,2,1,4,0,1,1,1,8,3
PA4987,10,2,24,7,6,2,7,3,12,2,15,5
PA4988,22,15,36,4,3,7,8,7,10,4,6,11
PA4989,3,3,7,4,1,3,0,3,2,0,6,3
PA4990,8,4,8,9,2,2,1,4,4,3,7,4
PA4991,24,17,48,14,14,13,8,12,15,18,29,28
PA4992,27,13,46,17,11,9,8,4,9,9,22,12
PA4993,28,17,51,12,11,12,7,11,12,11,16,19
PA4994,8,9,15,7,7,6,2,5,9,8,6,10
PA4995,6,2,17,6,6,6,3,5,4,4,6,5
PA4996,120,77,264,71,37,47,24,39,75,62,103,55
PA4997,221,187,297,166,64,83,50,52,119,72,128,101
PA4998,45,36,82,28,25,17,11,17,26,17,43,25
PA4999,74,60,115,76,23,36,17,21,41,33,56,42
PA5000,115,59,186,84,59,75,40,47,57,52,106,79
PA5001,102,82,184,92,36,44,36,23,40,51,68,71
PA5002,64,28,120,29,23,20,13,12,21,27,35,25
PA5003,27,21,70,14,8,18,5,8,15,10,19,14
PA5004,67,38,165,30,29,19,10,18,15,16,40,14
PA5005,220,136,358,110,67,75,37,57,90,80,152,86
PA5006,63,66,128,52,31,23,15,21,35,33,43,32
PA5007,15,8,45,9,8,3,4,5,6,7,10,4
PA5008,26,21,69,17,15,15,5,4,15,22,20,13
PA5009,18,16,41,4,10,10,6,2,7,7,16,10
PA5010,46,30,93,21,13,19,12,11,23,13,22,32
PA5011,49,38,65,18,15,7,8,5,12,8,29,10
PA5012,37,18,74,15,20,12,11,12,14,16,27,11
PA5013,311,180,430,227,111,132,100,95,174,156,234,182
PA5014,202,160,293,179,64,105,78,56,107,116,198,150
PA5015,751,420,1172,585,301,366,210,227,394,396,471,455
PA5016,171,115,417,121,68,78,48,70,92,73,131,107
PA5017,161,88,228,148,61,88,71,55,97,101,185,94
PA5018,55,33,123,35,35,38,14,34,42,33,80,50
PA5019,39,20,85,39,19,35,15,27,26,30,89,46
PA5020,10,7,24,21,11,20,8,9,11,11,29,11
PA5021,22,11,53,8,8,13,5,6,8,11,23,11
PA5022,105,65,142,89,44,55,26,33,48,48,77,41
PA5023,23,17,42,16,12,13,7,11,16,6,20,11
PA5024,5,8,17,13,0,7,4,3,8,3,13,7
PA5025,46,24,143,63,42,52,26,31,53,45,89,67
PA5026,2,3,16,8,4,4,3,5,9,8,11,9
PA5027,81,61,314,73,129,133,52,98,94,117,290,108
PA5028,82,63,190,78,74,69,40,54,70,71,126,80
PA5029,4,6,31,10,9,6,3,6,8,8,7,6
PA5030,75,57,59,162,76,80,69,63,117,93,205,104
PA5031,3,3,8,10,1,2,3,3,4,4,9,1
PA5032,2,3,7,2,1,0,0,2,1,0,2,1
PA5033,8,5,12,7,5,10,12,7,13,8,15,16
PA5034,96,64,120,69,38,30,21,29,37,32,78,44
PA5035,44,19,74,23,19,10,10,7,13,9,25,12
PA5036,266,167,265,144,80,85,58,58,125,86,115,108
PA5037,154,115,257,124,44,88,42,42,83,66,108,68
PA5038,144,75,208,93,61,39,42,31,80,60,95,66
PA5039,67,41,97,60,31,46,33,28,45,32,64,61
PA5040,474,296,879,440,257,317,156,161,320,260,436,316
PA5041,132,86,181,146,60,82,61,36,86,79,112,135
PA5042,107,73,194,106,49,80,35,27,87,47,97,82
PA5043,101,41,204,87,61,68,37,32,80,69,106,88
PA5044,112,63,297,129,123,135,73,96,143,143,241,131
PA5045,192,140,296,160,101,105,83,81,123,126,188,132
PA5046,313,190,482,181,124,102,66,70,147,84,162,118
PA5047,45,30,59,41,30,34,27,27,32,49,57,42
PA5048,39,18,48,26,13,24,14,16,13,17,29,17
PA5049,83,28,156,41,42,29,6,21,34,29,60,23
PA5050,46,42,71,28,14,21,10,9,21,22,23,21
PA5051,192,117,305,158,143,132,88,176,172,175,413,168
PA5052,46,35,87,32,32,29,26,34,43,32,86,29
PA5053,85,54,127,70,22,28,26,27,51,41,99,61
PA5054,136,142,240,79,60,51,33,59,74,79,125,89
PA5055,23,18,46,12,12,12,10,10,26,19,27,15
PA5056,82,44,136,89,60,63,35,52,80,69,103,86
PA5057,16,9,32,21,12,10,5,11,18,22,32,19
PA5058,46,22,43,48,44,59,29,39,49,50,84,51
PA5059,8,3,8,8,2,8,5,3,6,5,12,7
PA5060,174,142,389,108,113,93,52,66,117,126,205,116
PA5061,425,266,279,387,166,234,169,165,262,347,309,365
PA5062,8,15,28,9,5,3,6,2,7,8,10,11
PA5063,100,66,181,109,46,56,45,47,83,56,125,81
PA5064,42,28,66,28,22,16,15,13,24,16,52,25
PA5065,80,60,150,48,34,34,20,22,39,25,63,46
PA5066,40,30,59,32,18,19,11,19,28,23,47,26
PA5067,109,37,107,91,32,42,31,37,59,55,72,85
PA5068,35,25,63,26,14,26,11,17,25,32,39,28
PA5069,21,14,52,13,9,6,11,2,7,12,12,7
PA5070,57,43,76,39,24,21,13,14,33,25,36,28
PA5071,13,11,16,10,2,4,3,4,2,3,11,5
PA5072,9,12,14,7,3,5,2,8,5,7,8,11
PA5073,18,17,61,21,12,16,13,11,15,20,24,16
PA5074,14,10,47,12,6,13,2,7,9,11,17,7
PA5075,52,20,47,19,8,4,6,5,10,8,14,9
PA5076,63,51,100,38,16,21,13,18,24,13,46,44
PA5077,129,108,274,93,75,75,38,45,79,67,136,56
PA5078,306,197,304,219,134,98,92,101,150,112,205,158
PA5079,19,14,28,20,8,9,8,5,16,8,13,13
PA5080,61,44,122,57,35,24,18,24,37,28,69,40
PA5081,7,4,10,4,2,1,3,2,4,4,4,4
PA5082,18,17,15,22,5,11,9,6,13,12,22,16
PA5083,9,10,7,15,3,3,8,7,17,10,11,10
PA5084,4,10,18,6,5,5,3,5,5,9,15,9
PA5085,20,20,49,18,5,7,8,8,17,18,22,12
PA5087,28,24,44,29,17,22,11,15,21,12,18,28
PA5088,33,20,48,29,17,22,11,14,19,16,23,27
PA5089,33,26,67,32,23,17,10,18,32,19,36,30
PA5090,36,27,58,46,13,25,9,15,34,16,30,25
PA5091,25,10,62,26,11,26,13,13,27,17,42,22
PA5092,40,22,69,39,19,23,10,18,15,23,31,25
PA5093,32,26,61,31,22,22,7,16,26,10,37,21
PA5094,19,10,29,18,19,13,5,6,15,10,24,11
PA5095,10,6,23,7,8,13,3,5,10,6,10,9
PA5096,17,22,54,39,26,20,10,10,21,18,30,26
PA5097,20,10,48,14,17,8,3,11,16,6,19,18
PA5098,46,37,108,38,22,28,19,17,30,34,32,39
PA5099,51,60,115,31,29,24,21,29,27,32,69,33
PA5100,423,235,364,191,99,125,87,88,154,162,248,159
PA5101,3,1,11,9,9,12,5,3,13,10,27,13
PA5102,3,0,4,2,6,3,2,0,2,2,4,3
PA5103,21,16,29,17,17,19,12,16,22,20,55,22
PA5104,5,9,40,13,13,13,13,12,18,34,45,23
PA5105,40,37,94,26,37,34,20,34,36,41,93,49
PA5106,39,29,106,25,33,29,16,34,37,52,127,42
PA5107,18,28,55,21,29,24,11,22,24,16,41,14
PA5108,20,21,24,25,17,16,18,20,16,18,39,25
PA5109,37,21,59,28,21,32,17,18,27,13,43,38
PA5110,167,135,255,179,118,113,81,89,131,130,224,129
PA5111,35,34,47,40,50,62,38,51,52,46,103,42
PA5112,84,37,103,69,48,54,40,57,68,66,100,74
PA5113,27,19,37,18,21,27,9,17,34,21,51,31
PA5114,24,28,74,31,32,31,20,26,32,25,57,37
PA5115,2,0,4,4,2,1,0,3,5,4,9,4
PA5116,1,2,17,1,0,0,0,3,0,1,2,1
PA5117,327,123,480,158,78,106,45,60,122,93,163,132
PA5118,157,76,108,67,29,29,32,29,55,48,44,44
PA5119,825,520,973,785,466,458,297,346,642,432,879,490
PA5120,7,4,13,3,2,2,1,1,3,2,5,1
PA5121,17,17,42,16,6,11,5,7,11,12,18,13
PA5122,16,18,61,24,32,24,10,11,23,26,39,19
PA5123,10,13,30,7,9,16,7,4,20,12,24,12
PA5124,28,13,39,35,29,25,12,18,47,29,56,40
PA5125,38,26,49,31,8,14,11,10,17,8,25,18
PA5126,15,8,25,9,4,10,5,4,5,16,23,17
PA5127,12,11,15,9,3,2,3,2,3,3,10,5
PA5128,145,81,276,81,55,53,20,47,57,36,76,58
PA5129,88,55,83,64,16,30,32,13,36,40,39,51
PA5130,61,78,96,65,18,26,24,13,35,36,44,29
PA5131,130,76,136,80,37,37,17,41,57,55,88,45
PA5132,4,14,26,2,2,3,1,2,2,1,2,1
PA5133,106,69,131,69,35,63,29,50,56,50,67,84
PA5134,100,72,203,67,30,44,25,26,42,43,66,56
PA5135,14,10,22,3,5,5,2,5,11,4,6,7
PA5136,33,20,35,14,12,9,5,7,18,5,16,7
PA5137,17,11,29,15,12,8,3,11,15,2,11,16
PA5138,29,11,64,27,14,16,12,11,14,10,20,24
PA5139,13,22,38,10,17,4,6,8,17,15,24,16
PA5140,16,15,21,10,2,10,4,2,7,2,14,10
PA5141,36,21,61,15,13,10,5,6,11,6,16,6
PA5142,35,37,63,26,14,26,12,10,20,13,34,20
PA5143,47,38,86,30,16,21,10,9,30,20,39,16
PA5144,0,0,3,0,0,0,0,1,0,0,1,0
PA5145,7,12,16,3,7,4,5,2,5,4,10,7
PA5146,129,73,178,89,42,47,31,39,65,48,89,49
PA5147,47,28,100,22,18,26,14,9,25,22,25,27
PA5148,24,12,35,21,9,9,3,4,6,11,28,9
PA5149,30,15,57,17,10,7,3,6,13,10,31,14
PA5150,16,17,40,27,7,23,2,11,12,11,22,12
PA5151,14,7,23,7,2,3,0,3,6,2,5,4
PA5152,79,44,155,50,36,38,14,18,52,37,45,34
PA5153,72,46,166,58,30,29,23,24,37,41,48,26
PA5154,17,8,48,7,5,4,3,3,4,1,13,8
PA5155,7,6,20,3,2,2,0,0,1,5,1,5
PA5156,13,5,17,5,1,1,4,2,3,2,3,5
PA5157,3,1,13,2,2,1,1,1,1,5,6,1
PA5158,14,12,30,3,4,5,3,2,4,8,7,10
PA5159,19,5,42,6,7,4,3,2,6,1,9,2
PA5160,23,20,29,4,6,6,1,1,6,2,6,3
PA5161,258,148,366,195,97,144,101,87,135,130,202,165
PA5162,97,64,145,64,47,32,18,23,49,32,59,47
PA5163,141,88,171,102,62,50,28,34,64,49,99,63
PA5164,55,34,80,26,20,17,12,11,28,15,39,20
PA5165,52,38,85,45,25,29,19,21,35,34,51,34
PA5166,44,19,58,34,11,12,10,9,24,15,32,14
PA5167,50,26,57,45,24,30,20,21,41,36,56,56
PA5168,7,3,13,5,5,6,8,1,9,7,15,5
PA5169,8,7,8,11,3,6,3,1,3,4,11,7
PA5170,1229,717,2761,1148,1559,1431,800,1413,1747,1912,3591,1913
PA5171,2667,1448,3044,2594,1856,2120,1258,1844,2601,2854,4871,2777
PA5172,1699,1097,1635,1565,1179,1191,761,1061,1491,1661,2324,1504
PA5173,1204,795,1326,969,691,742,425,598,998,893,1515,966
PA5174,146,96,208,91,66,61,47,46,75,74,136,79
PA5175,17,15,32,19,12,3,4,11,12,10,20,14
PA5176,40,32,84,37,14,17,18,18,25,24,54,34
PA5177,23,14,44,28,10,12,8,13,7,15,28,15
PA5178,88,80,100,94,78,91,51,75,97,83,128,95
PA5179,12,6,20,11,7,10,2,4,10,7,22,6
PA5180,9,7,23,4,4,8,2,3,11,4,12,4
PA5181,42,43,107,29,22,33,13,12,34,15,37,38
PA5182,27,33,41,7,7,7,7,13,12,13,19,10
PA5183,18,23,33,2,1,1,2,0,3,5,3,2
PA5184,13,9,33,13,5,9,9,7,9,8,14,11
PA5185,7,5,17,10,3,9,2,3,3,1,9,7
PA5186,17,9,28,14,5,5,5,7,6,10,22,17
PA5187,18,13,21,9,5,9,3,8,9,7,16,12
PA5188,10,10,20,9,5,7,0,1,8,9,9,2
PA5189,4,7,23,8,3,7,1,8,4,4,8,2
PA5190,7,10,30,9,3,5,4,4,6,5,4,5
PA5191,10,3,5,6,6,5,4,2,7,3,7,6
PA5192,323,210,378,225,109,92,67,76,144,127,226,132
PA5193,61,48,78,37,19,23,15,13,18,12,20,19
PA5194,33,28,66,24,19,10,7,8,12,12,26,20
PA5195,25,18,38,26,8,19,11,9,14,12,15,23
PA5196,14,6,23,3,4,4,4,2,4,6,9,6
PA5197,26,19,32,25,15,13,13,11,22,17,23,20
PA5198,59,31,71,27,21,25,11,13,25,13,43,18
PA5199,91,59,110,32,16,20,17,17,22,12,27,22
PA5200,122,51,188,61,24,41,34,42,60,65,92,54
PA5201,141,124,147,88,42,43,32,21,50,42,63,56
PA5202,5,6,9,4,1,2,1,1,1,3,4,2
PA5203,93,73,184,70,53,51,26,29,75,56,100,52
PA5204,32,25,74,35,13,8,8,13,22,17,23,20
PA5205,27,12,27,16,10,13,9,8,13,10,19,15
PA5206,61,26,89,37,30,27,11,20,42,29,60,37
PA5207,13,3,64,7,18,15,14,12,18,14,32,16
PA5208,20,31,69,16,28,22,16,23,30,38,56,33
PA5209,76,58,96,47,47,62,25,42,66,47,103,54
PA5210,119,87,263,144,159,188,89,128,202,199,353,199
PA5211,5,2,6,6,6,4,5,4,6,5,13,10
PA5212,93,76,62,106,130,136,81,137,127,145,308,160
PA5213,26,29,46,52,69,50,28,64,39,58,139,49
PA5214,60,48,92,40,27,23,18,18,34,30,47,25
PA5215,112,90,185,88,46,52,43,31,65,58,88,74
PA5216,18,7,20,4,4,3,3,1,5,6,2,3
PA5217,56,23,43,29,3,13,11,5,23,23,24,24
PA5218,9,5,17,5,5,5,5,4,6,7,14,6
PA5219,28,18,30,12,7,8,8,8,17,13,17,8
PA5220,31,24,31,28,21,22,16,15,13,17,33,15
PA5221,28,24,62,24,22,20,6,11,17,14,30,10
PA5222,22,12,35,20,11,15,6,12,17,15,19,12
PA5223,86,58,143,45,29,38,33,31,42,38,85,42
PA5224,230,131,352,147,103,143,63,80,165,143,223,147
PA5225,41,24,90,29,20,28,12,16,38,20,51,27
PA5226,42,26,78,32,26,30,19,22,32,36,39,39
PA5227,18,10,45,17,6,12,9,6,14,7,23,9
PA5228,58,46,82,49,23,49,25,16,50,51,52,49
PA5229,42,25,58,31,26,17,19,26,33,22,56,25
PA5230,100,70,119,46,31,27,14,23,38,35,71,25
PA5231,295,195,526,193,118,118,84,90,172,134,261,169
PA5232,76,68,403,61,112,116,52,94,101,137,265,110
PA5233,32,16,37,19,12,13,4,9,17,15,34,16
PA5234,13,10,22,5,8,8,1,3,4,9,6,5
PA5235,27,18,78,18,13,12,3,12,13,13,28,17
PA5236,29,23,69,16,7,8,9,8,14,5,18,12
PA5237,55,37,117,52,14,32,14,11,24,18,23,24
PA5238,11,24,31,7,3,2,2,7,17,12,13,3
PA5239,639,346,583,455,182,214,173,154,282,258,396,291
PA5240,261,156,393,203,98,130,85,98,151,135,233,158
