gene_id,PAO1SDS_433,PAO1SDS_434,PAO1SDS_435,PAO1day4_400,PAO1day4_401,PAO1day4_402,PAO1day5_403,PAO1day5_404,PAO1day5_405,PAO1day6_406,PAO1day6_407,PAO1day6_408
PA0481,2,3,3,3,0,1,2,2,1,0,2,2
PA0482,287,159,376,197,124,123,73,63,137,140,252,158
PA0483,13,10,27,10,7,5,1,6,11,6,21,11
PA0484,10,7,30,22,28,22,11,17,15,27,23,22
PA0485,13,16,41,14,14,19,9,11,28,22,44,22
PA0486,31,10,59,18,14,9,6,8,17,9,14,11
PA0487,17,12,31,12,17,6,5,4,11,7,15,9
PA0488,4,3,2,0,1,2,1,1,0,1,2,3
PA0489,2,2,6,0,0,0,0,0,1,1,0,0
PA0490,7,7,8,6,11,4,3,9,7,4,17,7
PA0491,9,3,20,2,5,2,1,1,3,1,8,6
PA0492,1,1,3,0,2,2,1,0,1,2,2,0
PA0493,1,0,2,1,0,1,0,0,1,0,1,0
PA0494,2,0,2,1,0,1,0,0,2,2,2,1
PA0495,3,5,13,5,6,4,1,4,4,2,9,5
PA0496,6,3,7,2,1,2,1,1,1,3,5,2
PA0497,8,9,9,7,7,4,2,4,3,6,9,7
PA0498,9,7,28,5,11,7,15,11,11,14,29,11
PA0499,8,3,11,8,7,5,2,4,4,8,4,10
PA0500,179,90,253,135,48,59,43,41,88,68,102,68
PA0501,50,37,58,9,3,7,4,8,4,3,13,7
PA0502,22,14,58,19,13,7,4,2,9,8,13,10
PA0503,12,12,27,2,4,5,3,7,4,4,12,5
PA0504,6,8,23,4,3,2,4,1,4,0,6,5
PA0505,38,39,87,34,32,25,20,37,30,35,84,43
PA0506,494,265,894,491,311,357,246,240,427,355,716,505
PA0507,8,6,12,3,5,5,5,5,3,6,13,10
PA0508,65,35,180,27,18,21,15,19,40,31,44,35
PA0509,198,138,281,192,150,138,106,99,198,151,339,162
PA0510,90,72,179,44,70,60,28,59,78,49,146,58
PA0511,223,131,301,155,148,162,92,136,181,215,399,217
PA0512,69,41,68,47,17,46,34,39,36,48,89,68
PA0513,59,40,97,46,47,56,26,37,56,45,110,54
PA0514,101,69,110,85,63,72,63,72,82,96,189,99
PA0515,88,40,102,56,46,60,42,37,90,73,157,80
PA0516,285,206,353,287,232,247,191,189,295,264,586,285
PA0517,54,58,95,25,26,33,21,38,48,29,77,31
PA0518,339,252,387,286,253,349,214,297,364,312,731,364
PA0519,3000,1889,3974,2770,2798,3005,1935,2973,3618,3221,7375,3735
PA0520,44,34,77,27,39,44,34,33,54,42,96,35
PA0521,15,10,23,6,6,6,4,3,4,5,18,6
PA0522,3,6,13,4,1,0,3,3,2,2,8,3
PA0523,441,278,325,625,418,635,509,486,631,707,1390,852
PA0524,414,217,478,388,450,461,260,389,459,400,1193,452
PA0525,205,151,350,121,116,164,97,141,172,148,375,170
PA0526,29,28,78,36,42,49,30,42,55,54,89,63
PA0527,79,46,189,59,53,51,28,34,72,53,107,70
PA0528,19,15,13,4,3,3,3,4,8,3,7,7
PA0529,18,10,41,16,23,17,9,16,18,17,43,27
PA0530,22,15,51,10,8,9,9,7,15,14,13,10
PA0531,8,5,6,9,4,3,3,4,6,7,8,7
PA0532,5,2,4,4,2,1,3,3,3,1,8,6
PA0533,14,8,23,6,6,6,5,3,9,9,13,8
PA0534,26,46,21,22,25,15,3,22,32,25,72,39
PA0535,1,11,8,9,6,10,4,7,6,5,23,5
PA0536,28,22,45,32,16,15,9,13,32,21,27,21
PA0537,63,49,99,97,41,42,29,39,62,45,74,63
PA0538,15,12,32,9,11,6,4,4,12,8,14,6
PA0539,6,0,7,1,0,2,2,2,3,3,8,2
PA0540,6,4,11,6,9,2,1,3,3,3,5,2
PA0541,46,32,74,29,17,15,13,9,25,13,37,25
PA0542,49,36,136,28,21,35,18,24,35,27,29,45
PA0543,8,9,14,6,14,16,9,11,19,14,39,18
PA0544,15,7,33,6,16,10,8,8,12,13,24,11
PA0545,20,17,85,26,49,42,14,42,46,45,108,42
PA0546,148,110,244,133,68,56,31,42,90,45,104,72
PA0547,78,69,158,95,50,70,40,47,85,61,102,72
PA0548,247,156,406,126,91,77,73,77,111,88,178,121
PA0549,23,10,83,14,6,16,7,9,16,11,24,12
PA0550,26,6,45,9,6,19,9,7,11,5,21,6
PA0551,66,29,104,51,30,29,13,23,25,22,41,25
PA0552,61,55,151,39,21,32,13,19,22,28,43,33
PA0553,13,10,35,13,15,21,23,17,34,38,59,31
PA0554,112,71,103,121,86,115,71,98,129,133,206,133
PA0555,267,137,279,214,151,183,114,108,202,166,296,193
PA0556,12,8,8,5,3,3,2,4,4,10,11,3
PA0557,9,4,9,6,3,3,3,3,3,4,8,3
PA0558,26,19,38,19,9,7,10,9,22,6,16,15
PA0559,19,19,19,12,9,6,11,2,23,11,24,10
PA0560,25,17,39,23,11,13,7,5,16,10,18,29
PA0561,27,21,66,30,12,8,9,18,7,15,18,9
PA0562,19,8,55,15,9,6,6,11,16,17,25,14
PA0563,8,9,32,10,15,14,6,8,19,10,18,16
PA0564,9,5,18,5,1,6,2,3,5,4,17,8
PA0565,14,7,25,15,7,8,4,2,9,9,15,11
PA0566,21,15,31,11,8,14,5,8,13,11,27,18
PA0567,12,19,18,27,23,22,5,10,25,16,33,23
PA0568,7,17,27,23,20,18,6,7,21,14,24,12
PA0569,8,3,8,4,4,7,2,1,5,2,9,5
PA0570,5,2,10,1,1,4,2,4,5,4,3,3
PA0571,12,4,19,2,6,6,4,9,9,3,13,8
PA0572,168,119,369,218,178,199,84,102,182,161,291,178
PA0573,4,2,11,2,1,3,2,4,2,3,5,2
PA0574,22,13,41,19,11,10,7,8,9,16,20,18
PA0575,36,23,52,54,31,35,20,23,36,30,82,40
PA0576,436,274,624,341,226,226,175,167,247,267,436,259
PA0577,111,71,186,78,48,51,31,35,56,59,76,66
PA0578,56,38,57,32,15,11,13,8,27,21,23,22
PA0579,168,164,204,87,44,34,34,46,72,49,90,60
PA0580,45,36,81,23,17,10,4,16,28,14,30,22
PA0581,49,36,68,32,17,14,16,16,31,24,36,25
PA0582,6,2,16,5,2,2,2,2,3,2,3,3
PA0583,15,8,21,8,5,4,4,3,5,3,5,8
PA0584,34,19,57,22,16,15,13,16,14,9,29,13
PA0585,14,9,8,10,13,16,11,9,11,12,33,12
PA0586,300,174,193,428,256,316,174,233,385,335,627,352
PA0587,394,253,289,495,353,425,299,381,555,525,1036,546
PA0588,1294,675,1102,1692,1504,1827,1231,1609,2204,2181,3614,2305
PA0589,22,5,24,24,4,22,6,4,10,11,13,14
PA0590,54,38,88,58,15,33,19,13,39,27,52,38
PA0591,13,14,46,13,7,11,9,5,11,11,20,12
PA0592,44,37,60,39,8,16,9,8,24,24,21,34
PA0593,59,23,93,33,23,16,11,11,18,21,23,26
PA0594,226,114,450,145,70,87,49,66,93,98,148,113
PA0595,1205,742,1343,838,370,453,301,291,538,437,690,535
PA0596,43,21,74,31,25,29,19,21,38,30,75,30
PA0597,15,11,30,7,2,5,6,7,9,11,12,7
PA0598,40,17,42,14,21,17,12,15,20,19,33,23
PA0599,18,10,45,9,16,16,6,10,17,6,20,11
PA0600,34,27,50,24,32,16,10,12,21,23,46,33
PA0601,8,8,34,9,7,19,9,16,15,14,32,16
PA0602,17,4,42,19,19,13,11,7,25,9,24,13
PA0603,21,19,82,18,13,17,4,7,15,18,20,17
PA0604,26,11,78,11,7,8,8,9,7,6,12,9
PA0605,16,7,48,6,6,4,2,3,13,3,8,4
PA0606,7,6,15,6,5,2,1,6,3,4,9,1
PA0607,59,61,96,41,27,32,9,20,35,20,45,35
PA0608,100,62,143,97,47,47,31,45,70,54,103,63
PA0609,221,109,277,164,110,124,82,126,141,172,232,184
PA0610,14,7,15,8,8,3,2,8,11,11,10,9
PA0611,42,16,45,22,6,16,15,10,17,8,31,15
PA0612,2,3,12,1,2,3,3,3,2,4,5,1
PA0613,4,1,3,1,3,1,0,1,2,0,2,3
PA0614,5,5,10,1,0,0,0,2,2,0,3,1
PA0615,2,1,11,8,5,4,1,3,11,2,6,4
PA0616,9,7,20,9,6,16,1,11,7,5,25,10
PA0617,2,3,13,2,2,9,2,7,1,4,8,5
PA0618,9,9,24,9,6,6,4,11,9,14,24,7
PA0619,11,7,17,10,3,7,2,14,7,5,19,13
PA0620,47,30,88,60,45,37,18,49,57,41,89,56
PA0621,14,6,34,16,11,7,7,12,14,11,28,16
PA0622,58,29,83,47,36,39,22,69,50,56,95,52
PA0623,16,1,23,8,7,10,2,9,3,7,13,11
PA0624,15,9,21,15,7,13,5,10,10,13,25,13
PA0625,42,21,71,40,33,23,17,61,33,34,71,45
PA0626,7,5,21,10,9,5,2,7,6,9,16,1
PA0627,0,0,2,0,0,0,1,1,0,1,1,0
PA0628,14,8,25,11,14,9,5,21,13,14,44,12
PA0629,7,3,11,1,4,1,5,3,3,7,12,3
PA0630,0,3,6,2,2,0,0,2,1,2,2,1
PA0631,5,3,10,3,3,0,1,4,4,4,7,1
PA0633,14,12,27,16,17,9,3,13,10,8,21,15
PA0634,4,3,15,5,4,7,3,20,5,11,12,12
PA0635,7,3,8,5,5,5,2,7,8,9,15,8
PA0636,38,17,46,15,23,19,7,30,30,19,54,35
PA0637,5,1,9,2,4,2,3,3,6,1,10,6
PA0638,6,7,11,4,6,4,0,9,4,5,10,4
PA0639,10,5,25,9,7,7,3,11,14,6,23,20
PA0640,6,2,18,5,8,8,2,8,8,5,6,7
PA0641,48,28,81,39,35,28,15,67,40,31,77,55
PA0643,37,21,52,44,23,15,13,24,28,27,44,40
PA0644,5,4,16,8,2,6,2,4,5,6,14,3
PA0645,3,2,12,4,3,0,2,4,3,4,8,1
PA0646,22,23,49,33,28,31,11,26,38,37,44,45
PA0647,14,3,20,21,9,11,7,14,9,6,10,9
PA0648,7,1,9,7,6,3,3,4,4,6,10,5
PA0649,70,62,147,46,48,46,24,35,57,61,110,67
PA0650,171,83,243,107,74,97,68,80,90,119,153,144
PA0651,80,29,133,49,41,29,24,34,43,36,92,43
PA0652,210,103,359,174,139,134,81,104,160,120,208,177
PA0653,39,34,48,20,10,11,7,11,14,24,18,28
PA0654,161,70,136,74,40,48,24,49,63,47,86,63
PA0655,62,35,125,67,81,55,43,56,77,70,139,88
PA0656,11,7,23,10,14,8,2,15,15,6,23,10
PA0657,48,34,95,50,36,40,25,28,45,42,75,52
PA0658,28,32,46,28,22,25,7,21,25,18,34,16
PA0659,93,74,118,68,42,42,30,33,46,32,71,37
PA0660,66,42,100,39,30,33,21,23,44,15,72,51
PA0661,29,25,59,37,21,23,10,13,22,17,36,24
PA0662,28,35,56,19,15,14,7,13,11,6,27,15
PA0663,59,22,65,43,17,22,17,11,18,29,39,37
PA0664,29,17,31,12,17,14,11,9,19,13,27,18
PA0665,13,7,28,23,18,13,4,8,14,18,18,19
PA0666,74,44,93,43,19,15,16,18,24,23,44,35
PA0667,314,160,277,239,118,102,92,98,154,144,233,180
PA0668,172,133,325,139,84,72,49,45,99,84,145,91
PA0669,8,8,15,4,6,6,4,5,5,4,10,9
PA0670,5,3,3,0,2,2,0,2,2,3,4,3
PA0671,3,4,4,1,1,2,1,2,3,0,6,1
PA0672,12,10,13,15,4,4,4,4,10,10,18,7
PA0673,9,1,8,6,2,2,4,3,3,6,4,4
PA0674,0,1,0,0,1,2,0,1,2,0,0,1
PA0675,0,0,0,1,0,0,0,1,0,0,0,0
PA0676,1,0,2,2,0,1,0,1,0,1,2,3
PA0677,0,0,1,1,0,2,0,0,0,1,1,0
PA0678,0,0,2,0,0,0,0,0,0,0,0,0
PA0679,0,1,0,1,3,2,0,0,0,0,1,1
PA0680,0,0,1,1,1,2,1,2,0,2,1,1
PA0681,0,0,2,0,0,1,0,0,1,2,0,0
PA0682,2,1,0,1,0,0,0,0,0,0,2,0
PA0683,0,0,1,0,0,0,0,0,0,0,0,0
PA0684,0,0,1,0,0,0,0,1,0,0,0,0
PA0685,1,3,4,2,4,3,2,0,3,0,1,2
PA0686,0,0,0,0,0,0,1,0,0,1,2,1
PA0687,1,0,2,0,0,0,1,0,0,0,1,0
PA0688,9,5,11,5,4,4,7,4,11,6,11,9
PA0689,18,18,34,10,11,18,10,13,14,25,36,25
PA0690,35,23,55,24,20,16,18,17,38,29,46,29
PA0691,0,2,0,1,1,0,0,1,0,0,0,2
PA0692,1,0,3,1,1,0,1,0,0,0,2,0
PA0693,1,1,1,0,0,0,0,2,0,1,2,2
PA0694,0,0,0,1,0,0,0,0,0,0,0,0
PA0695,0,0,1,0,0,0,0,2,0,0,0,2
PA0696,2,3,1,1,0,1,0,0,1,1,2,1
PA0697,1,0,1,3,0,0,0,0,0,0,1,0
PA0698,0,0,0,0,0,0,0,0,0,0,0,0
PA0699,1,0,1,0,0,0,0,0,0,2,1,0
PA0700,0,0,1,0,0,0,0,0,1,0,0,0
PA0701,0,1,3,0,1,0,0,0,3,0,2,0
PA0702,2,3,6,1,0,0,0,0,0,0,4,1
PA0703,6,2,15,1,4,4,1,3,3,1,6,3
PA0704,20,22,38,10,14,19,14,9,14,13,38,14
PA0705,56,26,98,38,22,20,18,23,34,33,65,38
PA0706,19,21,30,18,6,2,3,6,8,11,8,13
PA0707,17,8,9,15,5,3,2,0,5,7,6,3
PA0708,10,3,20,5,7,4,5,0,7,6,4,5
PA0709,0,0,0,1,0,0,0,1,0,2,2,1
PA0710,1,0,2,0,1,1,1,0,0,1,0,0
PA0711,1,0,1,0,0,1,0,0,0,1,0,1
PA0712,4,0,2,1,3,0,1,1,3,0,4,1
PA0713,55,52,146,134,142,201,122,156,190,245,372,232
PA0714,4,4,33,19,19,20,12,18,21,27,52,30
PA0715,136,83,143,150,67,79,81,51,119,103,120,138
PA0716,180,126,131,207,42,85,74,41,82,86,69,137
PA0718,2,2,0,2,2,0,4,0,2,6,5,3
PA0719,1,2,3,3,2,0,2,2,1,5,4,2
PA0720,5,1,4,5,3,1,0,3,1,2,5,1
PA0721,0,0,0,0,0,1,1,1,0,0,1,0
PA0722,7,4,4,3,3,1,1,2,5,6,4,8
PA0723,6,5,7,15,4,7,8,7,7,25,8,14
PA0724,7,4,12,4,5,4,1,5,2,2,5,5
PA0725,1,1,0,3,0,1,0,1,0,0,0,2
PA0726,4,0,2,6,1,3,3,4,4,4,10,8
PA0727,5,4,10,4,1,1,1,1,3,2,5,4
PA0728,1,2,8,3,4,1,2,2,2,1,2,0
PA0729,47,27,75,56,24,26,19,23,29,27,34,40
PA0730,113,47,48,51,21,28,16,24,35,29,48,33
PA0731,57,38,89,46,34,34,18,32,66,31,69,65
PA0732,32,17,46,48,48,59,26,42,57,62,120,70
PA0733,42,18,70,25,8,8,3,5,12,11,18,12
PA0734,37,24,48,9,11,6,5,4,13,14,21,9
PA0735,18,6,25,6,4,8,0,5,10,3,11,4
PA0736,18,11,52,17,11,9,5,7,15,7,36,9
PA0737,19,18,13,25,31,46,25,43,55,45,129,51
PA0738,5,4,3,3,5,12,6,11,16,6,20,16
PA0739,6,1,12,4,1,2,3,1,2,3,3,2
PA0740,418,296,956,3,0,1,3,1,1,2,5,3
PA0741,51,38,77,2,1,4,3,2,1,8,5,3
PA0742,9,8,13,9,5,1,6,6,7,10,10,4
PA0743,13,10,21,3,19,17,10,17,11,17,33,13
PA0744,20,24,22,13,13,11,8,8,8,11,26,23
PA0745,26,13,30,18,11,15,7,13,17,17,30,25
PA0746,26,11,36,36,17,23,11,20,29,28,43,38
PA0747,15,13,40,25,10,13,12,22,19,29,46,19
PA0749,6,7,8,7,2,8,3,5,8,9,4,5
PA0750,27,15,39,30,11,14,13,11,19,14,28,13
PA0751,4,9,6,2,2,1,1,1,4,3,5,2
PA0752,2,1,5,3,2,1,0,1,1,2,1,1
PA0753,2,0,1,0,0,1,1,1,0,1,1,2
PA0754,1,1,2,0,2,2,1,0,0,1,2,0
PA0755,3,2,3,1,0,3,0,0,2,0,5,1
PA0756,8,4,19,6,3,3,2,0,7,2,6,4
PA0757,62,49,124,11,14,17,7,6,13,3,25,7
PA0758,319,181,474,66,37,60,33,27,69,42,104,73
PA0759,43,16,89,26,15,13,13,19,28,12,29,18
PA0760,9,13,19,12,8,10,5,7,6,8,14,8
PA0761,80,51,138,79,43,51,40,35,69,76,103,80
PA0762,274,192,300,380,235,256,223,255,282,333,532,300
PA0763,183,134,187,249,238,292,187,301,314,280,676,272
PA0764,167,104,136,182,115,151,95,92,168,139,251,160
PA0765,38,41,49,32,12,19,20,19,27,23,23,29
PA0766,188,142,227,112,68,50,31,48,94,51,91,71
PA0767,211,156,227,161,54,60,48,49,79,85,106,77
PA0768,62,38,106,36,22,28,22,15,12,21,36,24
PA0769,33,22,66,25,26,32,19,21,23,22,49,28
PA0770,48,27,85,25,15,23,29,36,31,31,56,40
PA0771,52,30,94,38,25,27,15,17,24,24,36,30
PA0772,12,7,29,4,3,1,3,2,7,2,1,2
PA0773,28,17,45,12,4,8,1,3,6,7,13,7
PA0774,12,10,22,6,8,3,0,4,3,4,3,3
PA0775,16,14,18,12,1,6,2,6,12,5,10,2
PA0776,5,4,7,2,6,3,3,1,3,4,9,1
PA0777,38,30,85,20,10,10,11,13,21,12,23,15
PA0778,18,16,18,11,7,2,8,3,4,1,14,4
PA0779,176,131,404,84,73,77,47,80,88,107,178,104
PA0780,40,28,59,26,11,19,9,14,13,18,25,19
PA0781,8,8,8,6,2,6,1,2,2,5,8,2
PA0782,668,407,1150,422,262,295,134,193,296,260,478,314
PA0783,113,84,323,96,74,66,29,47,77,55,121,54
PA0784,43,19,90,60,24,41,17,25,36,43,60,41
PA0785,1,0,1,4,0,0,1,0,0,1,2,2
PA0786,0,0,2,0,0,0,0,0,1,0,0,0
PA0787,16,9,27,15,18,11,9,12,15,11,27,16
PA0788,37,30,65,70,88,102,56,85,110,130,243,102
PA0789,38,17,107,19,15,12,2,11,19,6,12,13
PA0790,4,4,8,0,2,1,0,2,3,3,2,2
PA0791,4,6,11,1,5,6,2,1,3,2,4,2
PA0792,12,28,29,24,12,17,9,7,14,11,17,13
PA0793,14,4,22,8,5,5,2,2,8,3,9,6
PA0794,26,16,49,10,17,12,7,10,14,7,35,13
PA0795,36,32,55,27,8,13,9,16,22,13,26,30
PA0796,36,25,29,24,7,12,15,5,25,11,17,27
PA0797,9,8,16,9,7,7,5,4,6,3,18,8
PA0798,6,6,25,2,3,4,0,2,3,4,6,2
PA0799,35,28,63,24,12,12,9,5,17,14,21,14
PA0800,2,0,1,1,0,0,0,0,1,1,2,0
PA0801,9,4,6,2,3,2,0,2,3,3,2,3
PA0802,1,0,3,0,1,0,0,1,1,0,0,0
PA0803,5,4,6,3,5,8,2,1,3,3,15,5
PA0804,17,10,33,17,18,17,15,9,20,18,32,24
PA0805,144,90,236,125,100,100,72,81,126,122,153,138
PA0806,2,2,4,2,2,1,0,3,0,1,9,2
PA0807,11,4,14,13,13,8,11,13,18,16,34,15
PA0808,1,2,3,2,5,5,0,2,5,3,3,3
PA0809,1,8,14,5,7,5,2,3,3,2,6,1
PA0810,7,2,14,13,7,8,2,6,7,10,19,8
PA0811,18,9,19,17,8,11,4,11,19,8,25,12
PA0812,0,5,6,0,2,0,4,3,4,3,6,3
PA0813,6,3,5,5,3,2,2,5,10,7,14,5
PA0814,0,0,1,1,0,0,0,2,1,0,0,0
PA0815,17,13,53,17,12,22,9,10,17,10,36,9
PA0816,6,6,19,6,6,5,3,3,2,4,12,2
PA0817,8,4,9,9,4,2,2,2,3,5,3,6
PA0818,6,3,4,10,3,1,3,2,3,3,4,4
PA0819,1,2,1,0,3,0,0,0,0,0,1,1
PA0820,68,47,86,103,35,63,57,32,63,87,67,97
PA0821,50,34,69,52,18,28,19,26,41,53,41,35
PA0823,6,5,6,6,2,7,2,4,6,2,10,3
PA0824,4,2,12,5,3,4,1,3,0,2,7,5
PA0825,1,2,4,2,3,1,1,1,3,3,3,1
PA0826,18,15,14,23,10,10,11,18,21,25,29,27
PA0827,5,16,28,10,6,6,3,4,4,8,9,10
PA0828,7,2,3,2,3,1,1,1,3,0,7,2
PA0829,0,2,8,2,4,2,0,4,2,2,8,3
PA0830,23,20,44,20,24,31,14,27,34,37,103,38
PA0831,24,22,47,17,8,8,5,6,8,11,20,10
PA0832,7,2,26,6,3,4,3,2,4,5,8,7
PA0833,117,93,162,60,29,74,56,58,74,87,152,90
PA0834,57,43,45,42,17,25,16,12,27,22,42,24
PA0835,246,176,403,194,132,156,107,105,189,165,352,144
PA0836,81,73,314,101,142,148,92,130,144,159,348,173
PA0837,145,106,261,88,60,66,40,47,83,62,113,67
PA0838,40,32,81,31,45,33,26,28,32,24,65,22
PA0839,3,5,3,3,5,8,1,2,2,2,5,2
PA0840,3,6,13,4,2,4,1,8,13,11,11,8
PA0841,4,2,19,3,4,3,3,0,1,2,12,8
PA0842,1,0,10,3,2,1,1,0,1,0,3,2
PA0843,3,4,3,5,3,5,3,3,5,4,9,8
PA0844,4,2,7,3,0,1,2,0,8,3,3,3
PA0845,8,5,18,7,9,6,4,11,6,7,16,4
PA0846,28,18,50,19,4,10,12,7,12,12,22,8
PA0847,28,29,44,43,21,43,16,28,36,36,60,27
PA0848,6,7,69,7,5,8,3,5,8,2,4,5
PA0849,24,29,69,14,9,11,2,10,21,17,18,8
PA0850,7,5,9,8,3,5,3,2,7,3,8,5
PA0851,12,8,28,17,11,17,7,3,7,7,21,13
PA0852,113,108,216,152,116,150,60,108,130,95,213,172
PA0853,4,3,12,6,7,4,3,3,3,5,16,6
PA0854,60,73,86,82,53,52,26,45,61,57,105,55
PA0855,14,10,33,14,7,8,5,11,9,11,23,9
PA0856,203,202,249,202,125,127,79,83,179,128,235,165
PA0857,76,43,73,34,17,31,14,15,25,19,50,27
PA0858,54,43,92,38,33,26,10,16,42,37,54,32
PA0859,6,5,16,5,8,5,4,10,5,4,4,3
PA0860,14,12,45,9,8,16,7,6,11,15,24,10
PA0861,74,43,163,95,63,72,38,53,80,70,127,76
PA0862,54,45,139,54,34,33,32,48,46,52,103,51
PA0863,6,4,20,5,11,7,3,1,11,3,8,4
PA0864,2,1,1,2,1,2,1,2,0,0,5,0
PA0865,282,142,224,262,90,80,79,75,143,94,227,134
PA0866,7,10,13,3,6,3,2,5,10,9,8,7
PA0867,19,6,38,17,26,13,7,14,12,6,23,17
PA0868,9,5,28,6,4,5,0,3,3,6,10,5
PA0869,53,49,96,31,28,22,14,19,24,52,60,29
PA0870,105,60,226,57,28,58,33,43,77,68,109,60
PA0871,58,44,109,72,56,66,40,53,48,52,112,59
PA0872,178,127,369,226,188,196,131,198,227,215,483,188
PA0873,33,21,62,11,9,14,4,9,10,15,19,16
PA0874,1,5,5,2,0,0,2,1,6,1,5,2
PA0875,7,8,25,8,2,7,6,2,7,7,9,13
PA0876,27,13,81,39,33,29,12,18,44,32,55,33
PA0877,9,8,20,7,8,9,3,3,6,2,12,4
PA0878,0,0,2,0,0,2,0,0,0,1,5,5
PA0879,1,1,1,1,1,2,0,0,0,0,3,1
PA0880,1,1,0,0,0,3,0,0,0,0,1,0
PA0881,0,0,2,0,0,2,1,0,1,0,2,3
PA0882,1,1,1,0,0,1,3,0,1,0,3,2
PA0883,0,0,0,0,0,1,0,0,0,0,1,0
PA0884,1,1,2,1,1,1,0,1,0,1,6,0
PA0885,1,0,0,1,0,0,0,0,0,0,0,0
PA0886,2,0,2,4,0,0,0,0,2,2,1,2
PA0887,46,46,155,23,5,1,11,8,7,7,16,35
PA0888,167,98,195,123,64,72,59,80,107,94,161,92
PA0889,43,37,36,28,10,21,7,10,12,15,34,12
PA0890,24,10,22,11,7,6,4,1,6,8,14,6
PA0891,34,22,56,18,12,18,9,8,15,14,22,19
PA0892,15,19,48,8,9,10,5,9,7,5,24,8
PA0893,34,19,78,28,25,20,13,16,23,24,44,22
PA0894,5,4,21,7,3,6,3,3,3,8,11,6
PA0895,99,67,230,60,54,49,28,48,51,58,119,75
PA0896,73,55,132,91,55,44,24,43,52,51,92,71
PA0897,55,28,67,24,16,14,9,17,23,10,44,20
PA0898,64,38,87,37,22,33,15,17,25,28,35,37
PA0899,50,34,116,50,33,38,9,36,39,37,74,41
PA0900,52,34,62,38,21,26,13,14,35,29,51,30
PA0901,52,27,102,53,28,26,13,18,38,42,54,43
PA0902,47,23,94,28,22,12,14,11,21,18,35,22
PA0903,326,187,330,141,55,74,53,52,104,103,128,136
PA0904,91,65,199,60,42,31,29,21,47,32,71,38
PA0905,175,176,173,176,118,165,152,104,198,247,276,245
PA0906,12,12,32,15,7,15,5,11,18,10,19,15
PA0907,3,0,2,3,3,3,2,5,1,8,3,0
PA0908,4,0,3,0,1,0,1,1,0,0,1,2
PA0909,1,0,1,1,1,1,0,0,2,0,2,1
PA0910,2,3,8,3,2,2,0,5,3,1,4,2
PA0911,6,4,14,5,7,3,0,5,9,3,11,5
PA0912,3,5,18,7,5,2,2,5,4,6,9,4
PA0913,34,28,64,36,27,28,20,29,27,24,56,32
PA0914,1,1,4,2,0,1,2,0,1,0,1,1
PA0915,6,14,11,8,1,5,2,2,3,3,8,4
PA0916,65,32,38,37,18,14,10,13,26,19,41,11
PA0917,55,31,79,61,54,65,45,65,77,49,155,64
PA0918,49,28,89,110,132,114,70,141,159,105,366,131
PA0919,62,32,75,43,32,25,14,27,32,42,50,37
PA0920,93,74,129,70,37,39,18,26,53,37,89,47
PA0921,91,86,144,80,28,54,36,18,73,44,72,52
PA0922,73,47,100,48,17,32,21,15,33,27,40,37
PA0923,18,7,15,8,5,5,7,7,8,6,10,11
PA0924,16,3,17,8,4,5,4,4,4,7,22,8
PA0925,37,8,32,36,12,10,15,6,17,14,26,25
PA0926,46,46,59,20,13,17,11,2,28,15,31,9
PA0927,28,21,40,18,12,13,5,10,10,22,17,15
PA0928,90,52,133,57,48,39,35,36,50,50,89,55
PA0929,7,4,10,6,1,2,2,2,1,4,4,5
PA0930,4,3,5,2,2,4,0,0,2,6,9,7
PA0931,13,7,18,10,10,7,4,8,11,8,6,6
PA0932,120,71,173,81,32,41,33,31,55,42,79,62
PA0933,88,64,142,59,36,42,23,27,48,41,83,40
PA0934,166,84,241,116,69,57,49,58,86,91,136,93
PA0935,44,32,61,17,12,20,12,19,29,20,23,14
PA0936,145,66,200,114,82,62,47,79,84,91,138,95
PA0937,97,47,124,89,35,52,33,17,49,53,41,58
PA0938,204,108,164,185,66,70,51,54,93,81,111,89
PA0939,8,2,2,5,2,2,3,1,2,4,4,1
PA0940,0,0,2,1,1,1,0,0,1,2,3,3
PA0941,4,3,12,3,7,5,6,4,6,14,14,7
PA0942,12,9,28,12,7,23,8,25,22,15,30,15
PA0943,101,46,137,82,43,51,29,43,50,69,105,80
PA0944,57,35,71,31,19,16,6,11,30,29,48,35
PA0945,64,60,73,45,20,19,13,11,24,30,43,33
PA0946,56,29,101,39,20,22,17,19,23,17,34,30
PA0947,37,25,79,32,17,16,13,14,22,25,34,15
PA0948,11,8,21,12,3,1,3,4,5,5,10,2
PA0949,33,25,46,26,11,17,6,10,19,17,21,21
PA0950,16,9,29,16,12,11,8,3,8,6,10,11
PA0951,18,20,38,16,17,14,9,14,11,12,33,8
PA0952,201,197,187,144,94,92,43,63,76,87,134,58
PA0953,31,25,45,13,13,12,13,10,20,12,22,16
PA0954,14,16,21,5,5,6,3,4,10,6,12,10
PA0955,77,61,101,33,10,28,14,13,19,22,41,37
PA0956,393,250,481,275,119,131,105,89,198,156,232,204
PA0957,6,7,9,7,4,3,2,5,7,3,8,5
PA0958,1050,706,2019,1077,585,773,426,413,836,650,941,1007
PA0959,20,21,33,32,22,31,11,19,24,38,62,41
PA0960,2,0,5,2,2,4,2,2,6,5,7,1
PA0961,54,29,75,22,23,15,17,14,23,14,38,18
PA0962,226,217,357,170,140,162,89,132,179,180,354,178
