locusid,BioFWTBR1_S10,BioFWTBR2_S11,BioFWTBR3_S12,PlankWTBR1_S1,PlankWTBR2_S2,PlankWTBR3_S3
PA0001,7628,7528,8178,8641,7624,7501
PA0002,8713,8815,8698,12807,12175,11666
PA0003,5611,5751,6187,6689,6312,6390
PA0004,11174,11272,11301,27174,24127,25008
PA0005,1224,1248,1297,1248,1451,1147
PA0006,1217,1300,1340,866,879,860
PA0007,3950,3936,3822,7905,6868,12325
PA0008,2694,2510,2366,4664,4851,3318
PA0009,1847,1923,1801,1900,2446,1571
PA0010,605,522,598,524,590,534
PA0011,1887,2004,2106,1306,1391,1363
PA0012,764,771,862,717,631,772
PA0013,478,538,561,336,320,303
PA0014,169,231,240,145,158,148
PA0015,521,464,487,648,522,635
PA0016,1187,1264,1258,2144,1990,2015
PA0017,379,371,341,872,815,699
PA0018,324,286,264,633,622,397
PA0019,3404,3699,3838,3815,3142,3785
PA0020,10434,13648,10084,2322,2437,1947
PA0021,97,115,116,59,49,48
PA0022,896,942,877,969,859,924
PA0023,1178,1177,1155,1359,1156,1346
PA0024,1449,1511,1343,3311,3736,2533
PA0025,745,808,708,1584,1713,1199
PA0026,1395,1748,1286,798,710,668
PA0027,719,809,701,419,299,338
PA0028,112,160,119,99,69,75
PA0029,125,158,140,117,82,110
PA0030,67,68,73,93,65,80
PA0031,394,377,414,371,285,416
PA0032,377,442,418,483,375,530
PA0033,280,297,291,656,501,672
PA0034,255,230,278,278,261,281
PA0035,1832,2105,1899,1053,1093,987
PA0036,3174,3668,3241,1570,1712,1388
PA0037,184,238,206,177,154,144
PA0038,4186,4970,4989,4940,4366,8893
PA0039,12371,15984,16050,16439,12544,24149
PA0040,866,1023,919,561,641,521
PA0041,3746,3935,3872,3069,2689,3145
PA0042,512,568,587,391,320,431
PA0043,259,323,262,508,442,488
PA0044,6695,17892,5359,529,451,543
PA0045,1087,1547,999,630,950,588
PA0046,708,888,659,381,505,294
PA0047,403,433,274,392,410,261
PA0048,133,143,119,118,100,83
PA0049,101,93,64,81,80,65
PA0050,993,1226,954,1632,1569,1862
PA0051,231,205,210,475,360,589
PA0052,421,357,371,890,676,1289
PA0053,870,959,924,1117,909,1295
PA0054,681,636,564,788,688,769
PA0055,819,791,730,893,877,766
PA0056,103,105,97,82,83,90
PA0057,79,90,79,132,117,107
PA0058,32,28,28,68,42,43
PA0059,1121,1630,1367,1095,913,1379
PA0060,737,949,874,880,664,925
PA0061,565,584,514,699,543,651
PA0062,206,199,216,173,174,160
PA0063,405,400,353,684,498,540
PA0064,621,722,624,796,821,764
PA0065,721,777,657,774,819,748
PA0066,805,843,733,858,763,807
PA0067,3677,3449,3216,5795,5148,5215
PA0068,671,742,626,1126,936,1096
PA0069,242,275,229,320,338,289
PA0070,8181,7450,6520,9996,9888,11696
PA0071,4283,4435,4269,3600,3411,4327
PA0072,186,185,132,193,153,152
PA0073,136,122,111,193,122,153
PA0074,1821,1736,1497,1374,1326,1463
PA0075,523,537,504,364,385,338
PA0076,414,426,394,308,271,272
PA0077,2780,2868,2362,1919,1830,2018
PA0078,859,840,671,568,588,540
PA0079,1545,1533,1243,1015,1071,1164
PA0080,943,966,808,650,622,706
PA0081,3247,3743,3348,1753,1629,2063
PA0082,3488,3738,3637,1847,1894,2225
PA0083,6938,6464,5870,4078,4020,5053
PA0084,12643,11392,10509,8290,8448,9214
PA0085,11024,9414,9700,5192,5471,6278
PA0086,1467,1299,1183,582,517,552
PA0087,876,715,686,370,358,320
PA0088,1889,1850,1779,947,914,1015
PA0089,1402,1413,1385,816,711,854
PA0090,4681,4281,4046,2931,2889,3312
PA0091,4042,3824,3896,2648,2344,2850
PA0092,1218,1379,1344,751,822,805
PA0093,1571,1998,1728,830,879,950
PA0094,1119,1354,1083,597,623,725
PA0095,5907,6206,6489,3680,3193,4743
PA0096,578,542,550,377,379,490
PA0097,773,768,688,476,466,580
PA0098,391,396,331,293,255,331
PA0099,1772,1820,1736,815,833,1128
PA0100,3133,2942,2881,1823,1675,2378
PA0101,841,681,690,638,542,656
PA0102,1316,1412,1412,2714,2264,2476
PA0103,166,203,167,299,246,246
PA0104,655,832,697,485,540,398
PA0105,10882,10572,11466,2420,1827,5230
PA0106,6845,6187,6310,1798,1585,4282
PA0107,2351,2062,2253,608,506,1312
PA0108,5429,4843,5231,4656,3217,7722
PA0109,2432,2320,2617,3404,3004,5584
PA0110,1400,1153,1246,233,184,457
PA0111,742,543,603,162,136,288
PA0112,677,496,552,181,157,246
PA0113,1220,972,1073,505,410,514
PA0114,1592,1481,1496,2311,2557,2080
PA0115,676,668,616,957,938,792
PA0116,632,734,737,1044,824,1124
PA0117,72,73,58,91,79,84
PA0118,71,102,88,153,124,140
PA0119,446,469,462,1454,1113,1701
PA0120,358,292,303,715,479,789
PA0121,185,202,185,399,278,403
PA0122,39970,36351,43120,42888,33142,77288
PA0123,4911,4530,4347,6629,4631,8960
PA0124,465,568,471,276,221,227
PA0125,318,375,338,193,156,150
PA0126,317,390,288,451,601,376
PA0127,278,294,297,515,446,490
PA0128,575,669,710,383,436,423
PA0129,529,475,546,2903,2787,3606
PA0130,752,713,707,8763,7969,13436
PA0131,150,137,130,1803,1709,2723
PA0132,303,296,271,9292,8147,14163
PA0133,336,409,362,398,285,363
PA0134,781,938,830,993,781,957
PA0135,42,34,40,25,17,29
PA0136,80,86,75,96,71,76
PA0137,52,56,50,71,49,61
PA0138,122,200,159,272,240,277
PA0139,13213,14130,14675,22132,20483,22610
PA0140,1648,1701,1519,6037,4760,3908
PA0141,6239,5962,5554,24494,20509,21378
PA0142,341,344,326,255,265,206
PA0143,738,704,754,2235,2050,2049
PA0144,201,133,136,675,450,494
PA0145,183,165,163,357,313,255
PA0146,127,111,147,139,110,111
PA0147,312,342,330,420,333,432
PA0148,635,634,674,1297,1395,1282
PA0149,60,39,67,322,232,182
PA0150,56,42,57,292,235,220
PA0151,174,168,164,492,462,396
PA0152,194,200,195,274,233,217
PA0153,563,565,485,172,172,179
PA0154,734,767,678,502,435,570
PA0155,540,575,481,355,305,315
PA0156,521,578,524,609,507,484
PA0157,454,481,422,607,524,477
PA0158,2009,2251,2192,2841,2312,2519
PA0159,625,654,595,835,666,715
PA0160,219,321,308,232,184,220
PA0161,163,184,193,104,73,75
PA0162,261,332,362,624,498,545
PA0163,225,208,202,396,323,334
PA0164,142,185,176,283,227,284
PA0165,302,395,356,298,325,262
PA0166,137,148,124,109,84,115
PA0167,925,943,913,1014,1075,1022
PA0168,229,226,218,419,438,383
PA0169,498,420,491,380,353,326
PA0170,379,354,373,244,294,183
PA0171,323,275,322,167,231,121
PA0172,691,615,741,242,289,197
PA0173,193,133,137,588,566,909
PA0174,294,207,211,630,647,1112
PA0175,794,609,591,2037,2062,3659
PA0176,3927,2750,2552,14406,12224,21195
PA0177,1202,928,749,5525,4522,8455
PA0178,2617,2111,1926,11659,9353,16910
PA0179,3698,3150,3362,10632,9167,17078
PA0180,1079,1113,966,1774,1476,2020
PA0181,320,354,316,355,304,342
PA0182,101,112,117,145,116,121
PA0183,367,421,402,404,272,384
PA0184,92,99,100,70,42,55
PA0185,76,81,66,50,39,58
PA0186,131,129,123,131,107,102
PA0187,86,89,109,123,101,127
PA0188,81,87,99,77,80,78
PA0189,88,91,127,108,87,106
PA0190,134,151,155,69,73,83
PA0191,378,458,393,104,114,132
PA0192,121,131,155,124,84,126
PA0193,82,55,76,88,73,66
PA0194,90,75,73,86,69,79
PA0195,675,869,681,317,282,301
PA0195.1,350,469,374,249,171,196
PA0196,1098,1334,1111,748,615,646
PA0197,231,251,215,197,200,211
PA0198,617,729,667,482,397,459
PA0199,968,1305,1152,2044,1543,1475
PA0200,1253,1427,1328,4294,2780,3414
PA0201,826,809,864,1093,867,694
PA0202,582,586,631,812,590,514
PA0203,94,99,108,125,142,114
PA0204,134,163,160,107,116,119
PA0205,148,152,168,114,87,111
PA0206,174,169,191,154,136,158
PA0207,161,179,179,397,320,383
PA0208,721,599,667,1279,1036,1331
PA0209,47,27,31,150,99,99
PA0210,43,17,27,102,92,81
PA0211,207,99,135,467,360,380
PA0212,121,76,91,410,277,293
PA0213,70,55,64,135,120,125
PA0214,233,196,195,320,227,312
PA0215,305,253,266,427,315,564
PA0216,451,335,405,604,439,762
PA0217,488,464,570,460,420,588
PA0218,360,412,441,550,421,548
PA0219,70,87,57,57,48,47
PA0220,206,259,242,213,162,302
PA0221,125,124,124,103,99,120
PA0222,93,93,139,64,58,81
PA0223,160,180,232,216,141,264
PA0224,328,361,388,246,197,292
PA0225,364,354,395,478,405,470
PA0226,289,273,245,138,156,234
PA0227,154,147,112,125,93,152
PA0228,218,184,173,159,134,188
PA0229,338,431,420,308,215,361
PA0230,227,251,238,307,225,230
PA0231,202,175,172,313,331,299
PA0232,319,323,289,487,456,499
PA0233,294,286,229,489,407,357
PA0234,232,260,247,168,120,197
PA0235,224,197,218,102,124,111
PA0236,157,225,170,66,91,56
PA0237,50,51,46,35,31,32
PA0238,56,53,48,35,22,22
PA0239,189,251,233,218,175,178
PA0240,238,242,239,264,221,286
PA0241,157,179,170,78,77,72
PA0242,165,193,141,105,68,73
PA0243,545,632,606,426,387,403
PA0244,143,158,157,140,111,115
PA0245,91,92,78,78,75,56
PA0246,353,395,344,428,408,356
PA0247,161,146,147,172,168,211
PA0248,338,338,290,432,390,429
PA0249,510,625,579,908,679,1045
PA0250,1875,2017,2084,2447,1788,3260
PA0251,158,209,224,123,94,145
PA0252,242,261,293,64,71,89
PA0253,233,314,330,215,280,256
PA0254,198,212,269,212,200,177
PA0255,402,335,357,379,308,367
PA0256,1385,1518,1576,2315,1834,3319
PA0257,608,723,776,723,554,932
PA0258,741,852,886,819,602,1013
PA0259,3222,3318,3098,3437,2976,3839
PA0260,2889,2940,2649,2561,2425,2519
PA0261,811,760,693,433,363,508
PA0262,4332,4463,4041,1591,1595,1834
PA0263,4516,3510,2952,666,700,873
PA0264,1055,988,1140,1371,1199,1658
PA0265,2789,2338,2520,6043,5396,6523
PA0266,3321,2785,3020,5641,5864,5981
PA0267,481,452,477,651,616,593
PA0268,186,207,175,255,189,217
PA0269,394,434,390,441,437,473
PA0270,473,486,479,538,470,605
PA0271,330,343,425,381,291,426
PA0272,461,477,500,456,475,475
PA0273,45,52,41,53,41,58
PA0274,116,113,97,216,188,216
PA0275,494,489,420,530,459,555
PA0276,374,397,369,171,127,192
PA0277,321,349,325,240,275,213
PA0278,82,79,65,125,78,86
PA0279,240,262,238,203,160,142
PA0280,2506,2818,2492,1012,865,631
PA0281,2093,2454,2110,577,539,378
PA0282,2437,2812,2358,422,390,263
PA0283,7420,7691,6693,787,1030,576
PA0284,3707,4606,4297,393,419,354
PA0285,855,884,861,1200,1227,944
PA0286,5172,4916,5292,5884,6624,5574
PA0287,65,80,99,82,78,88
PA0288,65,72,67,104,86,82
PA0289,510,550,508,570,466,561
PA0290,1255,1267,1321,690,582,703
PA0291,13549,13705,12136,18137,16900,17735
PA0292,1038,923,890,1720,1646,1613
PA0293,227,224,188,248,235,230
PA0294,409,437,363,383,306,251
PA0295,2369,3127,2274,1112,1309,909
PA0296,6349,6555,6642,8556,7492,8799
PA0297,2972,2805,2946,3610,2709,4352
PA0298,2865,2486,2912,4790,4692,5899
PA0299,5860,5204,5710,10485,9635,12729
PA0300,12943,10261,10545,23164,20340,27787
PA0301,3010,2744,2849,5209,4749,5841
PA0302,2827,2613,2698,3294,3129,3519
PA0303,2641,2515,2615,2739,2750,2823
PA0304,2936,2770,3166,2827,2528,3055
PA0305,610,599,549,1237,1094,997
PA0306,1352,1710,1427,4627,4689,4964
PA0307,526,618,624,534,517,439
PA0308,454,460,432,622,581,465
PA0309,679,793,657,802,738,664
PA0310,367,427,437,638,588,550
PA0311,46,47,56,196,166,113
PA0312,904,1032,958,1346,942,1326
PA0313,934,1072,950,1543,1278,1607
PA0314,1096,1059,893,2401,2367,2797
PA0315,2793,2683,2972,6131,4892,6861
PA0316,18986,22395,11640,11951,14789,9033
PA0317,2756,2859,3170,3591,3906,3195
PA0318,1383,1373,1364,2721,2298,2384
PA0319,1169,1232,1174,961,1040,778
PA0320,256,281,253,197,216,196
PA0321,232,224,216,259,170,289
PA0322,216,270,253,310,222,324
PA0323,246,211,206,455,381,726
PA0324,207,211,201,269,190,327
PA0325,324,310,383,415,309,462
PA0326,124,119,118,280,244,281
PA0327,506,687,625,757,641,937
PA0328,1271,1607,1156,995,907,1105
PA0329,3740,3885,3570,6856,5884,8662
PA0330,1413,1446,1264,1649,1870,1386
PA0331,1729,1664,1575,1780,1930,1449
PA0332,612,590,578,1551,1060,1598
PA0333,458,471,468,1302,1021,1401
PA0334,366,359,358,930,824,994
PA0335,528,567,539,834,1072,781
PA0336,4212,4343,4514,3546,3310,3817
PA0337,9392,10020,9831,12517,10213,11890
PA0338,1287,1370,1497,1107,1108,1052
PA0339,309,292,269,518,461,429
PA0340,626,668,652,464,453,491
PA0341,1144,1106,1133,1155,1257,1019
PA0342,2150,2250,2295,2060,2109,1895
PA0343,1098,1172,1118,1549,1329,1463
PA0344,410,402,354,543,486,507
PA0345,306,273,260,406,322,323
PA0346,565,673,678,96,80,102
PA0347,467,535,461,193,178,171
PA0348,242,288,243,241,179,273
PA0349,132,127,155,175,158,217
PA0350,435,454,386,567,567,495
PA0351,515,521,509,784,762,754
PA0352,688,676,747,620,635,493
PA0353,6559,6222,5592,9337,9215,8207
PA0354,1017,1078,1035,1333,1458,1382
PA0355,1386,1745,1577,1411,1150,2554
PA0356,992,1060,1013,777,848,681
PA0357,963,956,786,1095,1159,815
PA0358,436,451,455,472,516,436
PA0359,3193,3889,2799,2310,2101,2104
PA0360,1460,1518,1478,1341,1004,1328
PA0361,1052,1045,906,1323,1213,1091
PA0362,1345,1449,1575,746,699,730
PA0363,2286,2578,2648,1153,1535,1009
PA0364,412,428,412,640,609,674
PA0365,401,374,394,375,395,473
PA0366,1029,1041,1070,933,961,1240
PA0367,765,794,883,919,839,839
PA0368,325,293,291,574,503,458
PA0369,116,99,90,205,189,183
PA0370,393,411,365,884,719,681
PA0371,1040,985,918,2489,2129,1899
PA0372,1012,939,860,1875,1976,1583
PA0373,2396,2481,2318,3159,3180,2732
PA0374,2350,2464,2303,3199,3512,2929
PA0375,2471,2529,2623,3122,2651,2585
PA0376,14676,16991,16302,10632,9722,9797
PA0377,523,555,496,887,728,681
PA0378,364,382,357,581,478,482
PA0379,504,603,584,501,614,509
PA0380,360,383,347,248,289,200
PA0381,1784,1805,1646,1520,1929,1314
PA0382,794,738,694,861,901,667
PA0383,417,446,405,657,511,736
PA0384,318,386,320,562,520,700
PA0385,553,622,595,395,457,523
PA0386,277,233,246,174,220,175
PA0387,3273,3814,2981,2352,1996,2446
PA0388,7966,9514,7764,3726,3454,4132
PA0389,1576,1588,1353,1696,1632,1485
PA0390,1520,1662,1563,978,1244,804
PA0391,9309,10955,8707,2786,2636,3059
PA0392,1325,1362,1445,1821,1851,1606
PA0393,765,734,755,1076,1036,838
PA0394,827,730,755,676,586,523
PA0395,7300,8703,8110,3540,3578,3770
PA0396,8008,10074,8603,4322,3581,4968
PA0397,2273,2530,2306,2311,1586,2814
PA0398,859,915,943,1219,1107,1161
PA0399,2326,2266,2234,2326,2163,2324
PA0400,1784,1736,1668,2328,2089,1973
PA0401,1351,1381,1233,3951,3314,2901
PA0402,1766,1806,1699,4277,3964,3242
PA0403,605,689,569,1416,1178,1015
PA0404,274,310,246,384,324,323
PA0405,1012,1285,1163,1026,1143,927
PA0406,913,1082,878,398,425,324
PA0407,7704,8351,8002,3580,2693,3392
PA0408,12870,16944,15483,5697,5164,5036
PA0409,8107,10178,8593,4138,4130,3593
PA0410,4903,6191,5284,3158,2716,2439
PA0411,15821,17502,15380,20043,17025,16796
PA0412,3397,3947,3829,3538,2630,3291
PA0413,19181,20901,18670,23914,18505,21995
PA0414,2615,2987,2800,3108,2504,3170
PA0415,1196,1321,1062,1680,1480,1677
PA0416,383,420,348,584,468,506
PA0417,158,169,153,246,236,261
PA0418,418,422,381,631,537,525
PA0419,384,334,300,357,375,276
PA0420,1361,1344,1293,1819,1688,1591
PA0421,1910,1850,1717,1162,1317,1047
PA0422,2413,2326,2321,2969,2962,2638
PA0423,12433,11276,13497,12866,12405,12280
PA0424,1829,1747,1926,1921,1314,2468
PA0425,2924,2762,2698,5655,4991,5410
PA0426,8582,8208,8228,18333,15586,17858
PA0427,3545,3419,3207,8957,7116,7587
PA0428,4270,4549,3701,5236,5270,4245
PA0429,6413,6661,6262,5196,4696,5169
PA0430,3315,3114,2410,2721,2570,2174
PA0431,4269,4515,2995,3029,3124,2387
PA0432,24419,26596,18500,15550,15975,12367
PA0433,110,111,134,1020,835,858
PA0434,306,385,408,2389,2164,1906
PA0435,67,70,70,739,639,625
PA0436,1382,1357,1389,2713,2367,2756
PA0437,832,857,818,1522,1277,1407
PA0438,322,314,259,250,271,202
PA0439,99,113,122,99,118,114
PA0440,156,132,118,141,110,138
PA0441,183,166,150,194,167,224
PA0442,11,13,13,6,3,8
PA0443,131,139,140,139,86,142
PA0444,292,304,323,351,250,401
PA0445,1133,1380,1391,1429,1022,1719
PA0446,1448,1600,1456,1847,959,1264
PA0447,1148,1143,1114,1977,1801,2064
PA0448,421,536,413,362,334,326
PA0449,1042,1094,975,2040,1714,1817
PA0450,422,492,459,525,396,453
PA0451,1242,1108,1095,808,460,953
PA0452,1690,2136,1758,359,287,647
PA0453,607,697,606,382,292,434
PA0454,763,912,805,947,856,1000
PA0455,1002,964,787,796,686,641
PA0456,67589,61734,69879,55611,58269,46949
PA0457,329,294,391,543,479,467
PA0457.1,217,259,273,534,417,517
PA0458,691,795,711,1214,1093,1169
PA0459,10085,10466,8755,17982,13766,16187
PA0460,2095,2298,2159,7007,4887,6776
PA0461,2223,2555,2508,2881,2695,2995
PA0462,1348,1605,1522,2392,2301,2576
PA0463,414,405,358,508,501,440
PA0464,427,424,442,393,384,399
PA0465,165,216,216,254,218,284
PA0466,36,48,30,69,45,57
PA0467,239,157,156,448,351,288
PA0468,338,393,289,607,383,435
PA0469,928,905,878,1363,1102,1248
PA0470,944,1112,1113,1862,1505,1732
PA0471,421,330,439,1655,1192,1009
PA0472,517,427,593,1484,1273,1139
PA0473,1012,992,1051,1056,880,1139
PA0474,22,25,40,32,34,31
PA0475,142,185,197,187,169,184
PA0476,712,741,775,793,685,1163
PA0477,143,140,144,385,300,351
PA0478,181,176,169,177,169,175
PA0479,219,257,213,250,180,232
PA0480,37,46,43,40,34,35
PA0481,226,274,273,134,106,134
PA0482,4823,4999,4600,14752,13338,17121
PA0483,861,1047,969,2250,1653,3113
PA0484,2211,2491,2236,5159,3762,7220
PA0485,795,782,710,1346,1351,1222
PA0486,575,549,564,981,871,875
PA0487,472,496,520,860,782,831
PA0488,130,149,163,161,134,140
PA0489,78,81,80,79,81,106
PA0490,373,461,502,842,622,1174
PA0491,218,228,249,257,232,218
PA0492,58,67,71,374,301,235
PA0493,50,49,57,277,175,152
PA0494,83,112,97,470,292,291
PA0495,360,396,398,591,427,552
PA0496,307,336,362,567,400,517
PA0497,282,361,368,418,277,411
PA0498,740,1105,1031,504,323,460
PA0499,270,331,359,274,219,277
PA0500,4777,5641,4745,3943,3595,3453
PA0501,844,889,620,1012,879,867
PA0502,572,506,422,954,728,823
PA0503,298,239,206,622,570,449
PA0504,135,98,90,333,237,247
PA0505,1881,1432,1442,2651,2164,2507
PA0506,5135,5744,5075,5742,5075,5948
PA0507,261,297,296,645,470,667
PA0508,633,586,604,1095,1048,957
PA0509,1118,1322,1026,2839,2551,2588
PA0510,904,861,688,2220,1876,1927
PA0511,1565,1718,1302,3220,2931,3151
PA0512,574,670,530,1541,1351,1430
PA0513,355,410,312,1011,984,865
PA0514,835,853,652,1707,1539,1600
PA0515,881,974,814,2074,1963,2022
PA0516,2107,2426,1960,5390,4979,4863
PA0517,667,819,588,3438,2947,2411
PA0518,2142,2403,1799,8224,7717,7447
PA0519,14846,16831,13625,49655,46323,47512
PA0520,622,712,585,1573,1251,1133
PA0521,102,150,104,552,449,425
PA0522,36,58,43,243,225,190
PA0523,663,938,607,8943,6626,7124
PA0524,1558,1907,1618,23630,17979,19492
PA0525,983,1221,972,9033,5862,6727
PA0526,891,938,778,5690,3973,4605
PA0527,1471,1713,1620,5537,5913,4482
PA0528,144,162,130,270,261,264
PA0529,250,228,239,2663,1984,2317
PA0530,174,161,155,2734,1932,2220
PA0531,327,494,406,1837,1463,2110
PA0532,231,288,279,436,378,525
PA0533,486,586,539,583,555,544
PA0534,465,336,375,261,216,245
PA0535,242,314,257,185,163,157
PA0536,1140,1131,1080,2760,2605,2400
PA0537,1915,2297,1960,3264,3548,3341
PA0538,673,848,671,439,488,415
PA0539,94,92,102,174,155,157
PA0540,293,322,269,439,424,425
PA0541,820,856,844,1149,1113,885
PA0542,1103,1193,1179,2062,1725,1635
PA0543,544,568,508,879,624,1174
PA0544,635,658,684,705,612,910
PA0545,2379,3201,2840,2021,1467,1658
PA0546,33415,37203,24911,25110,23189,19141
PA0547,15705,18675,12468,5993,5426,4444
PA0548,6550,6609,5907,4939,5689,3981
PA0549,1129,1166,1160,1162,876,928
PA0550,328,328,245,385,363,323
PA0551,1723,1743,1602,1572,2043,1409
PA0552,2683,2603,2449,3739,3678,3009
PA0553,1981,2542,2131,1476,1147,1929
PA0554,1082,1162,1027,788,682,955
PA0555,5879,5801,5396,6085,6799,5933
PA0556,434,416,414,492,496,459
PA0557,499,451,435,646,556,666
PA0558,945,874,884,1804,1661,1792
PA0559,1110,1044,1095,1567,1356,1528
PA0560,404,431,441,441,399,413
PA0561,685,685,692,1072,997,999
PA0562,430,394,348,487,450,398
PA0563,5318,6031,5925,3094,3364,3458
PA0564,360,381,378,292,286,277
PA0565,892,923,769,11100,9910,18259
PA0566,759,838,683,6330,5015,9311
PA0567,859,998,960,2295,2033,3800
PA0568,724,802,761,1712,1261,2363
PA0569,231,211,203,314,316,277
PA0570,141,145,119,182,205,167
PA0571,321,327,275,313,376,337
PA0572,3583,3510,2682,1112,867,971
PA0573,380,584,543,218,183,259
PA0574,657,792,796,590,570,674
PA0575,1511,1516,1594,3688,3014,5622
PA0576,18492,17441,19162,18182,18011,16907
PA0577,4235,4132,4306,3034,2594,2619
PA0578,1848,1915,1722,1070,1622,828
PA0579,10632,11801,12436,3841,5993,3103
PA0580,1053,1077,1053,1168,1146,1056
PA0581,790,832,764,947,841,850
PA0582,443,457,404,386,275,316
PA0583,508,582,424,638,544,570
PA0584,840,817,719,1351,1195,1532
PA0585,533,520,455,1134,892,2065
PA0586,10958,11219,10356,25195,20867,42063
PA0587,13931,14445,12701,29299,23596,47446
PA0588,68004,73513,64659,104749,82341,167008
PA0589,506,545,529,1015,1010,958
PA0590,1226,1209,1150,2134,2243,2084
PA0591,1013,943,928,1564,1537,1377
PA0592,1128,1118,1000,1019,1167,819
PA0593,1543,1545,1587,2355,2302,2067
PA0594,6195,5960,6215,7973,7679,6592
PA0595,18485,18450,18804,18039,19985,15242
PA0596,1269,1408,1310,1602,1649,1499
PA0597,501,463,435,1281,880,944
PA0598,648,618,677,1362,935,1219
PA0599,733,759,824,1184,829,1043
PA0600,1203,1285,1288,1152,990,1069
PA0601,904,978,986,1426,1140,1302
PA0602,6731,8502,6952,1442,1173,1405
PA0603,1268,1239,1190,1496,1545,1502
PA0604,2341,2033,2125,2218,1868,2476
PA0605,824,743,809,1046,999,976
PA0606,496,455,460,682,774,588
PA0607,1335,1180,1202,1237,1551,849
PA0608,1390,1329,1340,1681,2048,1236
PA0609,2383,2358,2550,4285,4778,3445
PA0610,1071,1373,1110,1166,1602,954
PA0611,630,720,606,671,668,694
PA0612,74,98,68,483,611,262
PA0613,240,331,264,709,813,488
PA0614,115,106,95,181,179,185
PA0615,571,544,530,915,856,996
PA0616,382,353,321,873,981,849
PA0617,297,321,226,721,711,645
PA0618,581,611,438,1336,1448,1257
PA0619,401,445,327,1033,1346,926
PA0620,2086,2284,2062,3920,4265,3830
PA0621,905,1022,941,1502,1418,1486
PA0622,1530,1553,1093,3344,3760,3275
PA0623,787,861,583,1659,1955,1773
PA0624,491,519,323,963,1143,917
PA0625,1636,1688,1208,2488,2619,2166
PA0626,604,582,471,805,865,778
PA0627,276,293,212,432,535,430
PA0628,530,626,412,1006,1168,879
PA0629,238,291,186,426,485,331
PA0630,117,112,72,184,172,142
PA0631,77,82,49,179,182,168
PA0632,201,224,159,479,616,480
PA0633,817,873,595,1523,1794,1574
PA0634,551,590,464,1047,1151,1106
PA0635,361,375,276,827,860,789
PA0636,904,938,670,2033,2344,1844
PA0637,224,240,176,538,652,496
PA0638,269,261,196,701,828,623
PA0639,264,274,181,676,782,535
PA0640,319,323,276,745,873,669
PA0641,1216,1188,886,2464,2732,2172
PA0642,289,313,248,517,448,508
PA0643,897,971,916,1597,1478,1619
PA0644,613,610,597,860,677,829
PA0645,457,530,569,804,703,926
PA0646,1744,1932,1876,2673,2104,2936
PA0647,855,923,951,1027,643,1036
PA0648,661,786,804,717,683,981
PA0649,1233,1134,1267,2031,1849,1690
PA0650,2206,2006,2339,4150,3464,4889
PA0651,2854,3048,3250,3878,3291,3722
PA0652,10546,12385,12082,9407,9591,8740
PA0653,1417,1448,1487,1549,1404,1564
PA0654,1711,1611,1587,1381,1453,1197
PA0655,2319,2291,2327,4206,3931,3601
PA0656,1037,1087,1068,2200,1746,3309
PA0657,1804,2371,1909,1226,1567,1213
PA0658,1430,1584,1375,910,949,813
PA0659,7118,4022,3345,2382,2770,1918
PA0660,2324,1939,2035,2298,2234,1965
PA0661,831,1022,1001,926,1005,783
PA0662,1773,1841,1859,1236,1169,1199
PA0663,1930,2207,2031,724,819,653
PA0664,2024,2124,2008,796,840,714
PA0665,2792,2676,3264,2308,1464,1888
PA0666,3048,3036,3249,2338,2515,2418
PA0667,8441,8479,8925,5649,6191,5970
PA0668,5750,5631,6090,5019,4783,5147
PA0669,353,375,409,530,494,476
PA0670,113,128,94,167,127,116
PA0671,57,57,55,88,75,79
PA0672,2082,1778,2387,9703,8315,8392
PA0673,373,367,378,935,651,887
PA0674,72,74,66,184,147,151
PA0675,47,61,40,65,42,61
PA0676,205,192,225,131,147,161
PA0677,62,70,75,63,55,86
PA0678,11,10,17,21,8,15
PA0679,56,54,60,98,71,100
PA0680,37,43,34,52,41,66
PA0681,30,43,27,37,49,50
PA0682,30,30,28,25,31,35
PA0683,11,10,16,17,9,9
PA0684,12,10,10,12,21,9
PA0685,108,138,136,104,90,109
PA0686,34,52,59,50,44,38
PA0687,26,28,30,35,27,26
PA0688,500,523,556,532,395,680
PA0689,934,1202,1179,1195,958,1502
PA0690,2297,2472,2609,2270,1799,2493
PA0691,8,18,17,6,6,4
PA0692,62,61,70,64,45,80
PA0693,59,57,56,64,50,61
PA0694,24,23,31,16,12,16
PA0695,14,15,8,12,6,6
PA0696,171,162,194,148,99,139
PA0697,19,14,31,16,26,17
PA0698,22,20,29,28,30,15
PA0699,33,29,31,39,23,23
PA0700,24,25,14,32,22,21
PA0701,66,73,66,66,78,63
PA0702,82,92,83,134,162,132
PA0703,159,161,140,363,303,276
PA0704,523,486,403,1004,802,952
PA0705,2050,2106,2082,1532,1732,1270
PA0706,1458,1528,1655,737,924,761
PA0707,782,754,815,128,125,118
PA0708,257,405,364,201,485,164
PA0709,125,180,156,60,60,74
PA0710,105,128,108,67,77,86
PA0711,89,81,94,80,80,70
PA0712,234,222,253,186,193,186
PA0713,2885,3837,3555,612,353,629
PA0714,1179,1808,1686,276,168,246
PA0715,3428,4016,4350,3116,1710,3011
PA0716,2992,3422,3652,2175,1422,2045
PA0717,82,123,145,144,157,171
PA0718,103,167,145,203,219,243
