gene_id,Ctrl1,Ctrl2,Ctrl3,P5A1_25,P5A2_25,P5A3_25
PA4240,13770,12522,62891,6370,6466,6124
PA4241,12235,11107,56532,6410,6337,6207
PA4242,1921,1628,9257,1844,1608,1577
PA4243,25211,20777,110543,44991,43411,44431
PA4244,11380,8771,46489,24999,24597,26719
PA4245,5411,3617,19325,13732,14032,15025
PA4246,11784,8780,47219,31296,33243,34474
PA4247,8270,6898,36272,24181,26286,25414
PA4248,13855,11511,58029,41692,40654,43625
PA4249,7725,6648,31647,21750,19901,22263
PA4250,7349,6524,32639,3242,3382,3506
PA4251,21063,16479,89183,13342,13437,14099
PA4252,7621,6034,32915,7433,7313,7383
PA4253,7614,5912,32404,9176,8890,8761
PA4254,5496,4466,24071,6444,6736,6553
PA4255,4653,3642,19845,4607,4772,4736
PA4256,10378,7795,42680,11237,10884,11231
PA4257,17773,13576,73299,23634,22419,25010
PA4258,5437,4153,22805,8928,9278,9607
PA4259,5531,4163,23912,9341,9571,9845
PA4260,20983,16485,89832,45953,45329,46461
PA4261,3717,2876,15682,13798,13737,13932
PA4262,9265,7121,39609,36512,36231,34769
PA4263,20664,16405,90710,53834,54349,54679
PA4264,8638,7124,34595,18858,18026,18973
PA4265,3273,2789,14539,3488,2947,3233
PA4266,32455,26320,142073,64798,59636,62396
PA4267,12603,9230,50708,24172,22337,23502
PA4268,8616,5497,29530,14478,12425,15835
PA4269,91857,78349,406666,70095,69847,70192
PA4270,382,325,1585,625,566,589
PA4270.1,72618,64148,325128,76825,74668,74316
PA4271,2780,2266,11287,4130,4351,4086
PA4272,9072,6305,34242,9734,9432,10144
PA4272.1,13030,10582,55583,17939,17148,17292
PA4273,26980,23225,119579,30900,30337,29887
PA4274,16812,14280,76552,17741,16195,17531
PA4275,6132,4880,27042,11860,11527,12318
PA4276,871,810,4347,2429,2499,2496
PA4276.1,5635,4579,26657,9656,9396,9710
PA4277,1277,1014,5240,1465,1297,1261
PA4277.1,440,336,1580,721,598,585
PA4277.2,361,251,1323,461,532,474
PA4277.3,3703,3137,17175,7257,6188,6910
PA4278,170,112,611,487,481,390
PA4279,230,257,1283,936,879,890
PA4280,0,0,4,0,0,0
PA4280.1,0,0,0,0,0,0
PA4280.2,0,0,0,0,0,0
PA4280.3,0,0,0,0,0,0
PA4280.4,0,0,0,0,0,0
PA4280.5,232,189,1009,1310,1125,1143
PA4281,558,731,3410,887,981,872
PA4282,2789,3053,15421,2621,2779,2235
PA4283,3032,2996,14765,1077,917,828
PA4284,6912,6623,34263,2730,2961,2486
PA4285,5281,5438,28031,4476,4569,3971
PA4286,1435,1410,7095,1765,1595,1659
PA4287,162,155,871,225,192,162
PA4288,581,534,3009,659,712,599
PA4289,547,635,3069,1302,1165,1074
PA4290,956,1097,5438,1465,1574,1374
PA4291,474,458,2419,190,177,182
PA4292,1543,1440,7494,857,773,874
PA4293,873,836,4222,760,720,647
PA4294,93,82,426,52,45,57
PA4295,30,18,162,24,18,18
PA4296,2848,2487,12777,578,668,595
PA4297,478,485,2652,309,299,303
PA4298,82,123,521,45,44,29
PA4299,254,282,1348,160,112,118
PA4300,145,213,1022,141,84,96
PA4301,288,268,1490,167,150,156
PA4302,502,504,2447,222,250,225
PA4303,581,798,3666,470,550,502
PA4304,500,612,2641,424,367,438
PA4305,386,394,1987,335,264,289
PA4306,25,39,217,36,26,48
PA4307,448,400,2075,380,402,401
PA4308,2384,2611,12811,2657,2591,2571
PA4309,726,672,3626,645,602,583
PA4310,722,696,3467,490,488,411
PA4311,3613,3199,16615,2792,2699,2611
PA4312,2733,2401,12081,2121,2106,2037
PA4313,1403,1171,6104,2993,2985,2792
PA4314,1098,1106,5283,2029,2027,1978
PA4315,470,290,1756,685,655,684
PA4316,1255,1225,5851,1132,1231,1193
PA4317,550,469,2858,1293,1050,1141
PA4318,426,361,1869,906,770,739
PA4319,373,391,1964,440,440,395
PA4320,690,634,3151,610,541,525
PA4321,379,474,2369,730,739,675
PA4322,1041,923,4858,1962,1831,1816
PA4323,1078,1059,5539,3443,3390,3238
PA4324,448,469,2163,866,895,795
PA4325,445,489,2420,524,610,453
PA4326,87,82,591,71,49,62
PA4327,228,221,1310,220,249,186
PA4328,3994,3843,19658,2023,2102,1892
PA4329,3622,3404,17255,4987,4722,4557
PA4330,2982,2764,13957,3209,2979,3001
PA4331,601,718,3554,1490,1406,1168
PA4332,501,491,2507,778,827,711
PA4333,4327,3734,19361,3226,3201,3012
PA4334,632,546,3017,799,825,713
PA4335,694,531,2797,610,574,513
PA4336,727,726,3482,556,586,508
PA4337,262,364,1586,369,443,353
PA4338,890,823,4070,393,478,410
PA4339,480,583,2673,447,492,395
PA4340,389,347,1743,391,417,384
PA4341,353,351,1939,374,341,264
PA4342,440,465,2510,487,473,382
PA4343,226,260,1277,292,264,288
PA4344,1613,1501,6787,3069,2843,2424
PA4345,3432,3120,16766,4214,4127,4214
PA4346,401,405,2060,604,593,497
PA4347,987,806,4510,2126,1843,1769
PA4348,1308,1255,6049,2401,2020,2180
PA4349,1776,1874,8642,2607,2458,2156
PA4350,4990,5268,24311,4855,4519,3908
PA4351,27555,30492,142090,7825,7159,5565
PA4352,32023,29435,144075,6543,6459,5492
PA4353,315,362,1793,425,357,277
PA4354,90,105,423,116,82,109
PA4355,530,653,3041,562,504,396
PA4356,4146,4097,20429,1265,1084,1044
PA4357,815,805,3901,284,235,204
PA4358,5739,5295,26612,2691,2489,2469
PA4359,90,72,386,176,147,160
PA4360,454,410,1978,528,589,538
PA4361,1008,829,4635,1027,1019,1072
PA4362,1192,1261,6104,765,628,491
PA4363,383,421,2195,418,349,384
PA4364,43,90,386,63,72,55
PA4365,98,136,540,115,108,77
PA4366,18385,15370,81741,6249,5640,5424
PA4367,1388,1174,6079,1665,1585,1579
PA4368,694,758,3508,1533,1635,1475
PA4369,177,162,830,284,295,295
PA4370,13068,11556,61363,5428,5490,5609
PA4371,1396,1324,6517,1601,1360,1232
PA4372,3031,2823,14678,1958,1787,1541
PA4373,3200,3258,15474,1352,1382,1057
PA4374,765,700,4028,982,1018,1011
PA4375,1229,1178,6125,929,883,908
PA4376,503,469,2622,666,611,614
PA4377,102,93,559,190,172,152
PA4378,372,391,1867,1381,1174,1185
PA4379,696,634,3154,1619,1459,1594
PA4380,656,609,3305,2226,2309,2284
PA4381,319,333,1828,1183,1077,1121
PA4382,507,419,2202,656,668,580
PA4383,148,167,881,232,253,241
PA4384,125,130,831,82,82,52
PA4385,42574,36859,195549,16859,16197,15386
PA4386,6536,6037,33340,3818,3402,3414
PA4387,426,505,2419,432,411,345
PA4388,523,385,2301,637,590,542
PA4389,2394,2275,11161,1340,1306,1330
PA4390,1675,1429,7994,1424,1371,1416
PA4391,376,368,1692,471,543,429
PA4392,431,414,2066,717,641,728
PA4393,1549,1266,6334,1571,1581,1466
PA4394,3082,3229,15161,1473,1484,1408
PA4395,1120,975,4664,1240,1094,1262
PA4396,870,769,3360,1345,1274,1192
PA4397,799,837,3950,780,779,609
PA4398,746,684,3922,785,720,778
PA4399,216,198,1276,255,240,266
PA4400,968,961,4516,1444,1435,1418
PA4401,701,622,2899,1255,1240,1327
PA4402,4274,3924,19688,2659,2712,2587
PA4403,14269,11676,58741,11655,10469,10398
PA4404,1398,1524,7148,3352,3095,2853
PA4405,410,440,2132,792,810,730
PA4406,942,827,3959,526,476,484
PA4406.1,7718,6987,34790,4875,5458,5012
PA4407,11172,10185,53367,5570,5288,5180
PA4408,5336,4468,23748,2872,2546,2470
PA4409,1980,1859,9801,717,677,717
PA4410,2518,2333,11648,993,963,903
PA4411,5727,5986,29953,2006,1967,2053
PA4412,2495,2481,12395,865,848,806
PA4413,592,662,3181,408,354,341
PA4414,3431,3348,16173,1556,1561,1408
PA4415,2190,2129,9604,884,823,871
PA4416,4561,4344,22119,2202,2127,1974
PA4417,3414,3694,18508,3379,3081,2804
PA4418,2308,2171,11021,5756,5618,5402
PA4419,269,247,1199,1780,1681,1704
PA4420,1361,1172,6045,7015,7012,6456
PA4421,252837,121000,679039,29950,26476,26712
PA4421.1,550,467,3029,1687,1771,1736
PA4422,288,270,1642,510,460,538
PA4423,3764,3531,17171,1745,1616,1583
PA4424,794,730,3392,698,632,585
PA4425,1469,1442,7028,1990,1907,1961
PA4426,848,722,3662,1565,1536,1552
PA4427,391,348,1672,543,521,476
PA4428,895,861,4378,609,561,499
PA4429,6046,4948,27125,4320,4066,4093
PA4430,11984,9954,53662,10800,10095,10673
PA4431,2327,2087,10643,3326,2953,2782
PA4432,3484,3187,14777,9744,9673,9777
PA4433,6598,4900,26596,16893,14591,15950
PA4434,2027,1850,9533,1567,1554,1351
PA4435,1811,1635,8690,1383,1228,1265
PA4436,271,288,1571,667,698,583
PA4437,170,159,663,756,680,737
PA4438,718,730,3671,980,931,863
PA4439,1639,1443,7744,2287,2292,2070
PA4440,496,442,2431,608,673,563
PA4441,312,272,1301,309,276,334
PA4442,5842,5094,25823,35781,35432,34609
PA4443,1134,1102,5578,11155,9581,9717
PA4444,781,670,3553,1802,1517,1514
PA4445,692,639,3522,1583,1465,1266
PA4446,622,601,2936,438,339,380
PA4447,1405,1517,7656,1096,1144,990
PA4448,3271,2847,13756,3933,3644,3546
PA4449,3666,3624,17589,4234,4413,4137
PA4450,12865,11174,57003,13532,13969,13345
PA4451,57,43,280,28,35,17
PA4451.1,431,368,1626,460,466,362
PA4452,552,421,2359,334,346,312
PA4453,2451,2056,10812,1788,1741,1646
PA4454,1646,1538,7664,1284,1164,1085
PA4455,3758,3421,16791,3210,2934,2957
PA4456,9536,8506,42304,7305,7251,7403
PA4457,2299,2021,10232,2962,2847,2814
PA4458,2118,1939,10413,2353,2198,2084
PA4459,1396,1101,5673,1015,956,978
PA4460,2703,2065,10425,1412,1323,1306
PA4461,2627,2291,11121,1356,1307,1206
PA4462,3268,3035,15161,5032,5304,5448
PA4463,6546,5520,29521,6803,6076,6156
PA4464,3415,3702,17572,4502,4441,3820
PA4465,3089,2999,15554,2552,2365,2181
PA4466,323,321,1558,217,178,169
PA4467,2097,1939,9578,364,379,345
PA4468,2685,2369,12459,595,527,477
PA4469,4217,3211,17586,597,631,591
PA4470,12823,11570,59485,2974,2910,2795
PA4471,517,569,2789,339,306,271
PA4472,3621,3681,17941,2654,2611,2372
PA4473,1339,1451,7174,1142,1215,1108
PA4474,5205,5082,23991,3765,4153,3548
PA4475,2107,1784,8843,1684,1437,1507
PA4476,2096,2018,10464,2290,2341,2076
PA4477,1890,1753,8860,2461,2259,2465
PA4478,476,454,2278,771,747,738
PA4479,547,561,2772,1819,1616,1447
PA4480,2127,1900,9490,9690,9245,8911
PA4481,6824,6641,33020,12321,12428,11170
PA4482,585,472,2516,448,467,449
PA4483,7651,7220,35980,3417,3350,3101
PA4484,2998,2882,14587,1300,1203,1149
PA4485,267,216,1173,136,90,141
PA4486,338,283,1285,314,296,287
PA4487,877,823,4186,645,600,616
PA4488,1609,1555,8429,974,933,988
PA4489,5100,5267,26314,1425,1461,1374
PA4490,823,776,4142,325,278,245
PA4491,2629,2801,13680,1291,1318,1152
PA4492,860,901,4037,471,461,402
PA4493,3387,2905,15540,2101,1940,1904
PA4494,2542,2115,10570,1510,1611,1584
PA4495,4586,4350,24193,5356,4593,4433
PA4496,2983,2348,12139,1103,1102,1130
PA4497,1651,1503,8164,707,591,540
PA4498,3219,3108,15104,1344,1198,1213
PA4499,156,118,577,140,124,177
PA4500,2470,2251,11415,701,635,647
PA4501,2382,2142,10842,592,596,580
PA4502,3927,3367,18686,1202,1103,1124
PA4503,1615,1151,7273,578,591,549
PA4504,1208,1164,6533,376,398,339
PA4505,2318,2247,11104,680,655,602
PA4506,3215,2653,14346,1056,967,870
PA4507,3205,2681,13910,927,741,793
PA4508,110,156,860,279,274,256
PA4509,426,528,2395,629,567,444
PA4510,582,576,2547,583,580,590
PA4511,997,901,4784,1344,1123,1209
PA4512,344,276,1550,682,634,627
PA4513,1176,1138,6086,3087,3260,2807
PA4514,1202,978,5192,1901,1723,1699
PA4515,276,206,1424,531,480,573
PA4516,790,722,3939,1110,1083,1120
PA4517,895,757,4306,700,584,641
PA4518,133,99,456,93,108,107
PA4519,1087,952,5440,647,575,640
PA4520,948,873,4911,1128,1222,1119
PA4521,707,795,4285,857,759,685
PA4522,144,140,844,177,230,178
PA4523,5678,5409,26014,4300,4297,3892
PA4524,245,219,959,52,25,40
PA4524.1,822,649,3409,622,678,684
PA4525,3853,2662,14236,903,663,856
PA4526,1575,1290,6977,1640,1432,1459
PA4527,922,649,3922,836,711,790
PA4528,761,712,3669,386,358,315
PA4529,1294,1187,6025,786,875,720
PA4530,270,276,1407,215,208,154
PA4531,175,166,982,144,174,129
PA4532,494,410,2125,338,390,391
PA4533,317,329,1635,528,488,425
PA4534,133,175,982,344,279,242
PA4535,516,429,1906,373,338,338
PA4536,704,531,2799,457,438,378
PA4537,114,69,400,119,125,105
PA4538,1712,1637,8030,2228,1959,1659
PA4539,453,504,2291,830,815,730
PA4540,175,158,769,215,189,181
PA4541,12,15,61,3,3,4
PA4541.1,61,18,104,1,1,4
PA4541.2,10,8,86,1,0,2
PA4541.3,945,958,4594,1819,1586,1554
PA4542,17434,14985,75510,10776,11536,11110
PA4543,923,1031,4952,1310,1105,930
PA4544,2679,2256,12210,4397,4219,4312
PA4545,1636,1363,7751,754,690,683
PA4546,1060,1158,5082,585,508,561
PA4547,1368,1351,6841,390,425,414
PA4548,675,569,2919,1212,1056,1143
PA4549,58,50,322,68,70,58
PA4550,3799,2993,16563,2198,2276,2028
PA4551,4302,3934,20364,2581,2481,2078
PA4552,6081,5254,27073,2073,2182,2081
PA4553,5384,4428,23036,1494,1436,1363
PA4554,21315,18217,97037,3455,3107,3405
PA4555,2863,2242,11651,397,352,405
PA4556,2637,1916,9804,370,313,322
PA4557,1354,1240,5945,749,703,675
PA4558,1205,1155,5542,601,633,581
PA4559,2347,2368,11913,1341,1368,1142
PA4560,12851,11243,58167,10706,10824,10432
PA4561,2961,2683,13842,2722,2479,2258
PA4562,617,495,2889,535,487,589
PA4563,651,409,2128,486,420,396
PA4564,554,388,2095,2884,2574,2431
PA4565,2718,2705,13444,28397,27663,26750
PA4566,4049,3707,18748,49258,51649,49452
PA4567,1829,1738,8041,4132,4145,4479
PA4568,8038,7163,40498,10275,9030,11456
PA4569,2016,1770,9110,1807,1817,1752
PA4570,91,82,364,111,71,90
PA4571,4838,4068,20312,3088,2854,3006
PA4572,1566,1329,7189,1456,1290,1410
PA4573,1805,1665,8806,751,730,711
PA4574,164,106,581,323,305,337
PA4575,120,96,686,120,107,84
PA4576,3723,3229,17095,5061,4764,4436
PA4577,557,566,2618,611,668,483
PA4578,1810,2004,9689,1440,1166,1077
PA4579,2498,2448,12436,2438,2209,2102
PA4580,275,249,1367,707,689,673
PA4581,45,55,268,104,97,116
PA4581.1,424,486,2488,1071,1264,1004
PA4582,449,504,2567,1288,1416,1290
PA4583,426,288,1596,1146,1177,1095
PA4584,328,385,1692,1024,908,913
PA4585,435,564,2794,1247,1162,855
PA4586,98,103,684,639,623,538
PA4587,8010,6772,35936,4543,4325,4354
PA4588,907,832,4181,3588,3531,3191
PA4589,277,267,1225,287,337,330
PA4590,186,215,955,110,92,83
PA4591,350,329,1755,199,164,145
PA4592,472,506,2524,350,362,305
PA4593,313,341,1689,553,554,495
PA4594,178,177,1032,597,527,504
PA4595,6892,6418,32372,5288,5313,5252
PA4596,317,284,1355,592,735,637
PA4597,478,497,2634,1035,1034,712
PA4598,845,697,3804,1028,1100,921
PA4599,489,503,2814,708,670,507
PA4600,222,230,1231,527,519,391
PA4601,2884,2815,14064,1513,1514,1376
PA4602,6069,5175,27165,4653,4311,4712
PA4603,305,285,1586,169,193,170
PA4604,1822,1818,8930,930,851,780
PA4605,883,808,3952,645,689,596
PA4606,14150,12167,62341,9714,9732,9529
PA4607,2438,1978,9862,884,838,812
PA4608,734,655,3413,1393,1154,1295
PA4609,2401,2347,11912,4175,3953,3833
PA4610,215,247,1266,406,318,274
PA4611,457,444,2045,212,253,212
PA4612,3126,2826,14124,164,157,164
PA4613,16690,13341,71010,429,475,419
PA4614,228,244,1385,127,128,151
PA4615,1839,1482,7698,518,501,452
PA4616,265,179,1176,143,99,142
PA4617,1100,943,4992,1301,1331,987
PA4618,941,1022,4686,1352,1438,1149
PA4619,531,564,2816,745,720,658
PA4620,242,210,1206,330,380,371
PA4621,1210,1216,6916,3306,2923,2859
PA4622,151,153,787,137,136,133
PA4623,37,56,214,51,33,27
PA4624,974,892,4561,450,514,516
PA4625,4036,4053,19047,1921,1754,1610
PA4626,528,539,2824,566,608,500
PA4627,1018,1207,6025,820,723,559
PA4628,1284,947,5483,836,728,738
PA4629,232,215,1060,339,346,302
PA4630,439,450,2380,879,790,757
PA4631,1579,1422,7177,3912,3985,3484
PA4632,1276,1159,6168,2754,2768,2448
PA4633,1640,1586,7787,1443,1529,1341
PA4634,487,501,2615,756,618,576
PA4635,532,541,2454,3786,3662,3210
PA4636,1488,1343,7371,3112,2888,2655
PA4637,191,139,817,591,520,479
PA4638,141,108,592,267,237,294
PA4639,1663,1452,6656,1045,993,1086
PA4640,3848,3878,19320,7877,7501,6911
PA4641,261,270,1240,303,326,362
PA4642,164,171,880,427,339,382
PA4643,238,260,1200,564,600,588
PA4644,249,259,1188,521,504,463
PA4645,412,227,1551,368,327,310
PA4646,263,250,1282,321,293,296
PA4647,850,867,4150,762,647,615
PA4648,491,463,2395,144,125,134
PA4649,122,113,701,136,109,120
PA4650,102,100,558,155,102,141
PA4651,393,478,2351,329,356,291
PA4652,455,555,2522,481,421,335
PA4653,202,229,1008,211,187,160
PA4654,263,249,1161,224,177,149
PA4655,5221,5109,24383,1981,1816,1661
PA4656,1696,1554,8134,1987,1896,1846
PA4657,1876,1833,8941,1572,1465,1420
PA4658,702,684,3469,987,911,816
PA4659,500,495,2666,621,672,557
PA4660,2157,2136,9823,1695,1790,1633
PA4661,4578,4336,22268,1843,1699,1941
PA4662,768,844,4221,516,494,434
PA4663,1267,1267,6345,750,750,673
PA4664,1768,1814,8953,1087,1082,934
PA4665,2785,2887,14236,1726,1666,1446
PA4666,2836,2731,13602,1612,1671,1502
PA4667,4421,3655,19159,3155,3255,3108
PA4668,1266,1215,6566,724,741,698
PA4669,2800,2399,14002,1678,1414,1460
PA4669.1,5006,4023,21246,3107,2721,3053
PA4670,16318,13872,74976,11532,11240,11295
PA4671,5211,4718,22991,5779,5004,5196
PA4672,1668,1459,7441,1378,1456,1315
PA4673,0,4,30,3,3,4
PA4673.1,2916,2560,12735,1737,1601,1594
PA4674,71,51,249,156,88,125
PA4674.1,47,30,165,105,92,92
PA4675,2250,1850,10242,5148,4737,4594
PA4676,1045,863,4548,2564,2330,2445
PA4677,1080,984,5414,1742,1775,1742
PA4678,426,331,1802,558,546,526
PA4679,1366,1486,6953,1135,998,867
PA4680,139,180,841,84,84,72
PA4681,351,380,1587,194,207,145
PA4682,237,219,1029,136,156,124
PA4683,132,111,655,114,96,75
PA4684,1547,1568,7763,834,910,739
PA4685,842,855,4639,559,473,524
PA4686,4917,4546,23099,1686,1541,1611
PA4687,1301,956,5833,640,545,573
PA4688,941,981,4594,878,852,748
PA4689,1410,1297,6866,760,773,755
PA4690,0,0,2,0,0,0
PA4690.1,0,0,0,0,0,0
PA4690.2,0,0,0,0,0,0
PA4690.3,0,0,0,0,0,0
PA4690.4,0,0,0,0,0,0
PA4690.5,566,510,2538,479,553,574
PA4691,90,83,526,160,107,168
PA4692,362,269,1395,444,422,413
PA4693,1235,1105,5571,1743,1769,1676
PA4694,2895,2321,12291,1950,1874,1850
PA4695,708,646,2800,1083,1066,1125
PA4696,3539,3234,16440,4342,4480,4529
PA4697,42,23,196,43,40,52
PA4698,1195,1160,6109,839,820,680
PA4699,4308,3960,20043,4102,3871,3354
PA4700,3610,3079,16511,2746,2492,2332
PA4701,2624,2671,13150,2341,2365,2244
PA4702,236,198,969,334,357,273
PA4703,211,249,985,220,229,183
PA4704,0,0,0,0,0,0
PA4704.1,0,0,0,0,0,0
PA4704.3,33,10,47,3,15,24
PA4704.2,312,319,1675,496,578,573
PA4705,759,831,3893,1182,1179,1090
PA4706,1402,1508,7118,1028,1100,988
PA4707,1136,1183,5974,1971,1989,1758
PA4708,1490,1595,8171,4191,4557,3602
PA4709,1893,1954,10037,6872,6543,6904
PA4710,1217,1064,5485,2757,2612,2824
PA4711,124,149,575,338,357,337
PA4712,255,281,1298,607,562,645
PA4713,279,263,1352,563,509,582
PA4714,571,577,2982,361,387,343
PA4715,2187,1888,10255,2282,2272,2342
PA4716,237,360,1458,849,666,581
PA4717,1127,1032,5473,2474,2089,2239
PA4718,551,399,2150,1005,935,964
PA4719,1418,1310,6943,935,889,914
PA4720,1224,1221,5586,1803,1726,1682
PA4721,640,580,2776,1843,1731,1799
PA4722,1997,1774,9796,3556,3658,3305
PA4723,1035,837,4407,2808,2573,2723
PA4724,72,34,212,96,113,90
PA4724.1,1413,1361,7108,3326,3270,2952
PA4725,1275,1106,5268,1135,1124,1021
PA4726,745,571,2563,268,264,324
PA4726.1,18,18,67,8,9,12
PA4726.11,0,0,0,0,0,0
PA4726.2,4170,3972,20633,4433,4679,4107
PA4727,2893,2776,13271,2415,2528,2436
PA4728,661,631,3307,800,750,625
PA4729,1622,1370,7484,3095,2820,3002
PA4730,1431,1554,7543,2363,2320,2121
PA4731,242,283,1599,352,396,426
PA4732,2783,2352,12856,3447,3401,3414
PA4733,8334,7699,39901,6623,5999,5955
PA4734,762,764,4086,1377,1231,1116
PA4735,4199,3868,20163,2342,2348,2171
PA4736,445,394,1934,333,349,345
PA4737,346,355,1601,278,238,260
PA4738,1192,1038,4813,1369,1184,1385
PA4739,2649,2700,14110,3310,2546,3162
PA4740,12014,10197,52597,4757,4461,4414
PA4741,3510,2718,15889,2331,2011,2523
PA4742,5252,4456,24241,4614,4264,4632
PA4743,1098,1016,5118,1650,1618,1514
PA4744,17602,15787,76869,19331,19717,18597
PA4745,11628,10300,51856,11980,13095,12801
PA4746,188,131,780,198,159,204
PA4746.1,348,234,1272,552,458,507
PA4746.2,1886,1593,7918,1862,1744,1768
PA4747,1207,896,5170,2731,2557,2712
PA4748,3536,2970,15856,8289,7234,7327
PA4749,4076,3584,18990,5403,5638,5407
PA4750,3330,2944,14352,5355,5021,5021
PA4751,20217,18076,91486,24391,24226,24161
PA4752,1212,1036,5169,1053,1050,1101
PA4753,600,457,2295,446,421,426
PA4754,1204,1205,5387,931,839,788
PA4755,3688,3121,15881,2306,2162,2218
PA4756,16902,14101,76145,7715,7202,7692
PA4757,2547,2317,12108,1360,1324,1305
PA4758,307,262,1335,102,91,108
PA4758.1,5949,5416,28417,3254,3050,2766
PA4759,2813,2571,14233,2033,1871,1709
PA4760,3918,3371,17572,3330,3114,3143
PA4761,30767,27380,138719,17253,16818,17256
PA4762,3321,2621,14375,3174,3079,3114
PA4763,1859,1753,8566,3658,3635,3448
PA4764,875,651,3651,1817,1579,1665
PA4765,291,260,1257,568,592,534
PA4766,206,187,892,588,614,620
PA4767,564,555,2739,1411,1317,1417
PA4768,763,665,3350,1326,1290,1351
PA4769,1174,1125,4702,2474,2373,2363
PA4770,672,489,2906,1722,1741,1745
PA4771,575,497,2986,1707,1909,1758
PA4772,1188,1222,6150,1684,1831,1702
PA4773,409,344,1932,633,573,584
PA4774,678,681,3416,906,862,856
PA4775,440,420,1981,536,473,428
PA4776,383,414,2061,517,380,362
PA4777,405,544,2489,461,431,387
PA4778,593,561,2690,631,535,582
PA4779,474,555,2453,1143,1101,937
PA4780,841,794,3724,885,839,903
PA4781,1844,1926,8849,962,991,967
PA4782,144,117,603,197,169,189
PA4783,171,163,926,161,141,133
PA4784,166,136,703,112,116,117
PA4785,830,812,3888,3854,3845,3774
PA4786,2740,2700,13712,5732,5927,5078
PA4787,1813,1714,8715,3933,4026,3725
PA4788,278,301,1529,274,210,193
PA4789,186,154,960,289,307,238
PA4790,911,895,4868,1138,1179,1054
PA4791,1112,1202,5716,1145,1131,1053
PA4792,906,944,4627,905,937,779
PA4793,675,617,2998,558,506,448
PA4794,1129,999,5074,851,784,703
PA4795,353,403,2215,350,286,246
PA4796,680,738,3697,537,550,529
PA4797,0,0,0,0,0,0
PA4798,308,299,1772,441,302,358
PA4799,206,139,758,227,225,238
PA4800,230,199,1103,373,360,291
PA4801,222,211,1313,271,256,209
PA4802,25,19,69,10,11,13
PA4802.1,140,138,622,104,108,59
PA4803,212,248,1221,316,280,261
PA4804,765,908,3409,867,812,784
PA4805,260,341,1455,442,377,375
PA4806,294,300,1595,378,342,260
PA4807,2474,2658,12553,2136,2021,1751
PA4808,2164,2413,11678,3372,3264,2780
PA4809,888,1139,4931,698,622,483
PA4810,813,753,3919,593,533,450
PA4811,1667,1293,7106,1214,1197,1212
PA4812,8052,6796,35688,8486,8523,8902
PA4813,209,225,1189,457,425,385
PA4814,305,329,1983,194,251,188
PA4815,181,221,1011,338,330,318
PA4816,471,699,2970,1820,1702,1442
PA4817,66,48,332,147,93,97
PA4818,213,336,1514,399,425,303
PA4819,138,96,826,192,211,149
PA4820,39,47,304,130,135,103
PA4821,589,588,2940,2853,2546,2330
PA4822,487,645,3086,8436,8115,7170
PA4823,82,107,475,2075,1855,1649
PA4824,409,456,2013,6523,6117,5240
PA4825,2077,1949,10206,17798,17854,16879
PA4826,133,146,897,6003,5653,6593
PA4827,463,378,2173,500,511,447
PA4828,420,390,1848,500,472,428
PA4829,1303,1130,5975,1355,1334,1282
PA4830,163,126,663,264,210,228
PA4831,271,356,1495,775,715,639
PA4832,262,321,1289,639,510,411
PA4833,602,586,2793,737,589,505
PA4834,347,397,1612,624,598,573
PA4835,243,217,1118,449,417,373
PA4836,66,107,559,88,102,77
PA4837,391,381,1992,243,241,233
PA4838,231,174,1222,278,304,282
PA4839,2993,2959,14797,3053,2923,2786
PA4840,278,272,1419,466,464,427
PA4841,1040,941,5126,1310,1085,1127
PA4842,3497,3030,15845,2373,2434,2305
PA4843,4337,4079,20522,1392,1299,1289
PA4844,888,1083,5386,561,591,461
PA4845,1807,1750,8629,1271,1325,1174
PA4846,1040,898,4543,1272,1218,1254
PA4847,2946,2856,15129,2120,1996,2036
PA4848,7840,7323,38200,6787,6759,6349
PA4849,234,276,1084,188,168,169
PA4850,1975,2043,10911,2370,2165,1836
PA4851,1484,1621,7520,1472,1477,1261
PA4852,3319,2603,13327,9498,9342,9628
PA4853,434,351,1573,1955,1526,1590
PA4854,3198,2934,14928,4645,4402,4402
PA4855,2125,1892,10332,1230,1116,1076
PA4856,2499,2550,12314,2186,2200,2105
PA4857,153,142,667,224,186,206
PA4858,219,168,1044,260,301,302
PA4859,124,148,803,169,144,125
PA4860,133,131,721,150,149,121
PA4861,105,103,529,70,70,87
PA4862,190,158,801,148,145,142
PA4863,176,131,661,138,123,128
PA4864,226,296,1480,155,213,176
PA4865,182,179,920,97,75,65
PA4866,331,334,1797,149,150,150
PA4867,196,178,811,72,62,82
PA4868,1375,1264,6381,1229,1175,957
PA4869,345,337,1818,1163,986,946
PA4870,99,98,372,238,204,191
PA4871,434,431,2318,840,802,581
PA4872,737,805,4426,1341,1232,1083
PA4873,1255,1173,5579,1860,1706,1535
PA4874,586,611,2769,594,534,437
PA4875,232,237,1139,356,385,326
PA4876,635,580,2902,449,431,383
PA4877,505,492,2257,402,352,319
PA4878,374,294,1530,472,423,494
PA4879,1716,1889,9378,1470,1423,1352
PA4880,1490,1179,6137,903,988,1003
PA4881,47,19,230,42,30,22
PA4882,209,181,858,167,175,131
PA4883,68,98,508,58,47,45
PA4884,98,101,512,89,60,54
PA4885,158,117,747,372,311,311
PA4886,509,647,3141,1417,1168,999
