"locus","SCV24_1","SCV24_2","REVa_1","REVa_2","REVb_1","REVb_2","SCV104357_1","SCV104357_2"
"PA14_64810,vanB",3,2,5,0,6,0,9,7
"PA14_64820,vanR",69,67,116,86,72,11,86,182
"PA14_64840",279,243,916,485,462,100,704,737
"PA14_64850",6,19,25,21,27,4,9,10
"PA14_64860,livF",30,44,76,78,77,11,17,28
"PA14_64870",25,46,75,58,69,6,19,25
"PA14_64880,braE",6,23,36,32,36,4,3,5
"PA14_64890",11,10,36,27,34,6,3,14
"PA14_64900",196,246,500,543,809,116,175,197
"PA14_64910",20,16,46,44,41,9,105,164
"PA14_64920",448,311,1288,1496,1763,255,522,617
"PA14_64930",18,20,76,49,165,18,47,100
"PA14_64940",321,171,924,579,1521,282,339,724
"PA14_64950,pncA",44,37,153,64,248,43,302,325
"PA14_64960,pncB1",309,218,858,514,1078,199,1330,1752
"PA14_64980,nadE",150,119,553,360,821,90,733,1333
"PA14_64990",40,14,66,71,90,14,53,107
"PA14_65000,azu",3452,4347,14245,11588,11974,1922,19188,19222
"PA14_65010",15,12,10,24,12,5,64,83
"PA14_65030",64,131,90,77,90,9,79,73
"PA14_65040",48,37,77,80,75,8,15,38
"PA14_65050",38,58,76,56,52,9,67,63
"PA14_65060",44,106,106,60,55,10,138,181
"PA14_65080,ygiR",210,376,245,314,235,48,470,354
"PA14_65090",15,11,74,92,61,7,11,17
"PA14_65110,alr",11,12,30,19,18,3,44,52
"PA14_65130,dnaB",184,186,291,248,187,45,456,556
"PA14_65150,rplI",255,222,323,869,647,100,1540,2185
"PA14_65160",2287,1601,2783,6682,5297,882,6875,8324
"PA14_65170,rpsR",2123,1668,2206,4909,3559,886,5280,6846
"PA14_65180,rpsF",2266,2029,2509,5583,4740,1151,4093,4007
"PA14_65190,yjfH",168,339,380,483,555,69,496,694
"PA14_65200,rnr",1891,3909,4954,4936,6392,1084,5357,6386
"PA14_65210",286,751,309,463,493,141,2707,4131
"PA14_65220",135,162,132,183,125,24,2141,3780
"PA14_65230,purA",698,1104,1591,1947,1766,302,1682,1929
"PA14_65250,hisZ",499,1065,941,1018,969,145,898,1201
"PA14_65260",204,523,279,258,294,45,397,403
"PA14_65270,hflC",1232,1556,2730,2545,2030,406,4511,4461
"PA14_65280,hflK",1998,2878,3878,3147,3352,661,7450,8731
"PA14_65300,hflX",1411,1984,2310,3140,3318,641,7647,9835
"PA14_65310,hfq",511,659,862,1374,1376,253,4815,5168
"PA14_65320,miaA",2099,2707,3549,4476,3812,670,3050,2316
"PA14_65350,mutL",618,1017,1456,1378,1425,198,639,644
"PA14_65370,amiB",629,936,1492,1324,1391,207,785,707
"PA14_65380",149,186,300,269,280,50,331,352
"PA14_65390,yjeF",180,231,351,310,300,59,487,521
"PA14_65400,yjeS",58,88,125,200,223,29,240,242
"PA14_65410,orn",164,209,419,327,383,54,798,1022
"PA14_65420",50,100,80,75,81,11,92,155
"PA14_65430,motB",244,361,695,412,417,46,344,282
"PA14_65450,motA",233,296,506,337,361,69,366,617
"PA14_65470",80,91,216,173,195,21,244,338
"PA14_65480,rhdA",109,218,341,258,245,40,287,304
"PA14_65500,psd",78,127,224,202,166,30,176,141
"PA14_65520",245,304,691,527,741,91,555,716
"PA14_65540,fimX",534,1101,1187,1249,1333,222,792,772
"PA14_65560,serB",141,351,317,280,366,61,632,1170
"PA14_65570",305,612,522,378,412,56,623,953
"PA14_65580,ybcI",6,5,5,4,6,0,9,6
"PA14_65590",279,696,544,649,662,94,433,600
"PA14_65605,parC",649,739,2087,2415,2397,394,1873,2032
"PA14_65630",101,102,266,301,272,42,524,653
"PA14_65640",92,170,287,412,332,47,432,438
"PA14_65660,parE",345,530,1047,840,651,120,1622,1904
"PA14_65670",109,209,213,197,201,35,359,580
"PA14_65690,icc",32,42,47,43,43,7,103,186
"PA14_65700",82,110,135,110,153,28,317,518
"PA14_65710,aspP",191,215,340,233,325,46,618,867
"PA14_65720",322,883,337,542,747,136,501,841
"PA14_65740,thiC",84,57,318,308,280,53,251,282
"PA14_65750,ompH",384,303,872,398,344,78,687,556
"PA14_65760",9,23,53,45,60,5,35,46
"PA14_65770,aspC",20,28,97,101,149,21,58,65
"PA14_65795",12,24,62,43,86,5,51,56
"PA14_65810",23,64,109,111,130,14,43,63
"PA14_65820",59,156,246,172,213,41,105,123
"PA14_65840",6,14,34,19,37,4,26,36
"PA14_65850,rocE",36,149,84,61,91,17,24,21
"PA14_65860",21,25,38,31,25,5,40,71
"PA14_65870",27,22,69,43,46,4,47,44
"PA14_65880,dmsR",33,31,61,33,40,5,100,182
"PA14_65900",18,50,82,68,44,7,90,138
"PA14_65920",31,33,99,68,42,11,29,28
"PA14_65940",38,39,123,122,103,10,46,63
"PA14_65950",13,20,24,30,24,4,37,50
"PA14_65960,waaA",36,51,80,47,42,6,52,51
"PA14_65970",5,10,14,9,16,4,25,35
"PA14_65990,qacH",1,0,2,1,1,0,0,2
"PA14_66000",42,77,111,78,81,13,111,204
"PA14_66010",30,45,80,69,61,7,108,89
"PA14_66020",44,60,122,77,108,7,120,99
"PA14_66040",20,15,66,68,53,6,56,85
"PA14_66050",15,9,59,48,40,4,27,22
"PA14_66060,rfaE",218,398,494,579,527,76,938,1106
"PA14_66080,msbA",309,940,403,452,506,86,705,865
"PA14_66090",41,135,106,117,123,24,169,349
"PA14_66100",302,575,638,518,519,97,74,51
"PA14_66110",392,478,872,1159,971,141,601,817
"PA14_66120",620,906,1325,1871,1558,291,1546,1727
"PA14_66140",367,522,735,1075,806,132,856,936
"PA14_66150",169,246,264,477,415,65,417,513
"PA14_66160",163,271,395,537,432,36,431,552
"PA14_66170",1500,2290,3235,2891,3180,580,2195,1970
"PA14_66190",154,192,328,416,357,54,453,627
"PA14_66200,wapQ",127,123,225,263,223,45,325,439
"PA14_66210,waaX",68,79,150,227,174,29,196,195
"PA14_66220,waaP",143,154,258,328,324,56,312,341
"PA14_66230,waaG",342,347,672,874,754,114,1071,1003
"PA14_66240,waaC",211,301,448,513,413,73,519,543
"PA14_66250,waaF",95,184,198,199,201,26,229,303
"PA14_66260,ilvE",2147,3236,4146,3902,4314,852,2939,3153
"PA14_66270,glnE",1026,1722,2034,1909,2060,328,1498,1952
"PA14_66290,aceE",2710,2843,12098,8615,11235,1611,5223,5475
"PA14_66310,aceF",1068,1232,4254,3414,4363,555,2767,3423
"PA14_66320",384,313,1615,1109,1330,216,1181,1103
"PA14_66330,msrA",1167,965,4080,2624,3155,694,2750,2806
"PA14_66340",30,31,106,131,210,19,104,133
"PA14_66350",8,16,36,32,31,2,27,35
"PA14_66380,cvrA",45,57,144,91,101,12,200,295
"PA14_66400,aefA",375,651,762,817,690,155,986,1046
"PA14_66410",32,75,57,324,366,58,59,122
"PA14_66420,ytnM",18,13,9,14,9,1,13,9
"PA14_66440,metY",223,102,665,287,174,56,559,489
"PA14_66450",36,45,90,78,42,10,38,34
"PA14_66460",193,118,1296,429,352,64,1276,1773
"PA14_66480",522,650,748,594,728,126,667,1165
"PA14_66490,ynfL",6,7,18,11,22,2,43,36
"PA14_66510,ynfM",31,28,53,29,48,13,7,14
"PA14_66520",2,4,8,3,3,2,13,8
"PA14_66530",1,1,3,1,1,1,2,3
"PA14_66540",18,15,6,4,2,0,8,14
"PA14_66550,hemE",113,357,160,176,224,29,247,280
"PA14_66560,gltD",190,190,563,732,773,103,1306,1403
"PA14_66570,gltB",364,680,811,911,820,132,2001,2184
"PA14_66580",787,1278,1415,1314,1259,245,2581,2674
"PA14_66600,aroB",585,1094,1402,1277,1454,229,1323,1561
"PA14_66610,aroK",157,204,345,284,355,40,382,442
"PA14_66620,pilQ",1318,1723,5023,5012,5735,844,589,593
"PA14_66630,pilP",264,277,874,968,933,178,140,187
"PA14_66640,pilO",419,507,1352,1566,1645,343,185,214
"PA14_66650,pilN",205,223,705,1001,1023,165,123,170
"PA14_66660,pilM",399,456,1354,1918,1890,310,537,712
"PA14_66670,ponA",527,856,792,879,941,176,991,1187
"PA14_66680,maeB",726,1080,1967,2186,1803,409,2579,2250
"PA14_66690",299,355,584,984,1064,159,500,438
"PA14_66700",169,240,345,499,485,60,340,220
"PA14_66710,rpmE",113,119,109,164,76,12,527,788
"PA14_66720,priA",69,129,195,140,157,31,195,185
"PA14_66750,argS",268,374,1408,978,1124,149,1539,1630
"PA14_66760",70,129,201,203,182,38,310,276
"PA14_66770,hslV",1330,239,958,2073,1791,749,2001,2103
"PA14_66790,hslU",1325,401,1336,2952,2838,733,4520,3468
"PA14_66800",26,12,25,70,58,6,90,110
"PA14_66820,phaC1",375,309,1478,1103,1358,204,606,681
"PA14_66830,phaD",44,57,130,144,173,24,124,154
"PA14_66840,phaC2",545,288,970,491,556,95,136,107
"PA14_66850,phaD",46,27,70,51,45,14,8,17
"PA14_66875,phaF",7784,10089,11513,9353,13825,2036,11664,13213
"PA14_66880,phaI",6304,9209,5202,3238,7814,1611,9197,10567
"PA14_66890",51,71,110,80,99,19,317,649
"PA14_66900,ubiE",82,177,287,197,208,26,252,428
"PA14_66910",52,82,169,82,92,19,150,184
"PA14_66920,ubiB",139,331,465,373,297,45,446,382
"PA14_66940,hisI",222,327,496,504,481,52,586,749
"PA14_66950,hisE",480,634,1239,1007,902,163,615,757
"PA14_66960,tatA",492,514,1384,1190,1014,188,1032,1479
"PA14_66970,tatB",369,383,889,714,574,130,785,879
"PA14_66980,tatC",114,189,299,248,211,35,300,452
"PA14_66990",20,55,42,55,56,8,52,59
"PA14_67010",12,9,18,16,22,0,37,31
"PA14_67020",169,226,275,167,198,36,355,542
"PA14_67030",37,23,51,54,36,9,90,105
"PA14_67040",126,96,184,150,111,17,123,82
"PA14_67050",1200,985,2965,3092,2243,613,345,308
"PA14_67065,mdoH",511,1360,512,698,677,110,2629,2439
"PA14_67090,mdoG",1697,3041,2008,1799,1936,402,4427,5191
"PA14_67100,dtD",101,78,259,160,135,30,277,280
"PA14_67110,pap",183,140,417,190,243,39,301,322
"PA14_67120",8,6,16,17,10,1,19,38
"PA14_67130,ybeJ",58,69,184,304,154,79,72,100
"PA14_67140",16,16,31,108,36,23,13,15
"PA14_67150",26,20,57,185,84,37,14,15
"PA14_67170",18,22,52,34,37,6,57,75
"PA14_67180",309,404,639,534,616,127,446,490
"PA14_67190",36,43,61,61,56,17,18,11
"PA14_67200",105,94,206,194,199,31,0,0
"PA14_67210",240,249,476,419,396,86,187,296
"PA14_67220",127,102,170,155,127,29,49,69
"PA14_67230",70,85,61,49,48,10,23,33
"PA14_67240,hutG",22,17,101,111,115,17,103,91
"PA14_67250,hutI",17,15,94,83,102,10,75,69
"PA14_67260",21,20,52,57,79,4,51,57
"PA14_67270,proV",24,23,117,86,95,13,100,96
"PA14_67280,proW",39,40,181,154,153,19,121,129
"PA14_67300,proX",108,58,289,261,268,48,96,88
"PA14_67310,hutT",4,10,20,26,29,5,9,18
"PA14_67320,hutH",13,23,43,45,49,5,33,21
"PA14_67340,codB",8,24,18,22,30,4,23,13
"PA14_67350,hutU",15,24,46,84,146,10,151,218
"PA14_67370",29,16,53,44,61,9,10,8
"PA14_67380",20,15,22,28,16,0,8,6
"PA14_67400",69,62,149,218,285,28,53,77
"PA14_67410",10,6,15,21,24,3,63,88
"PA14_67420,hutC",46,63,105,166,239,27,196,251
"PA14_67440",11,49,33,65,156,11,130,239
"PA14_67450,blc",192,276,118,141,217,22,689,890
"PA14_67460",84,87,76,73,96,12,249,322
"PA14_67470",26,79,61,47,28,6,115,117
"PA14_67490,fbp",547,1442,1072,628,808,160,2192,3393
"PA14_67500,gloA3",44,82,52,70,73,15,354,454
"PA14_67510,estA",399,350,1225,887,939,135,131,147
"PA14_67520",514,368,486,484,477,68,74,52
"PA14_67530",120,86,56,78,90,11,52,69
"PA14_67540",12,10,60,114,125,12,42,49
"PA14_67550",13,11,42,15,18,2,26,42
"PA14_67560,typA",277,519,391,477,298,63,1641,1660
"PA14_67580,thiI",140,504,196,238,268,53,338,334
"PA14_67600,glnA",5552,8098,21934,17702,22048,4173,3196,3492
"PA14_67620",4,3,1,0,2,0,2,1
"PA14_67630",215,371,318,289,172,43,474,541
"PA14_67640",92,74,312,217,188,49,211,455
"PA14_67650",28,45,86,77,74,11,72,98
"PA14_67670,ntrB",135,462,306,242,401,68,122,96
"PA14_67680,ntrC",225,473,618,599,747,137,649,860
"PA14_67700",36,32,102,88,97,10,120,186
"PA14_67710,trmH",19,31,45,36,28,9,44,55
"PA14_67720,secB",255,360,487,600,542,84,235,229
"PA14_67740,grx",409,982,529,543,471,164,209,218
"PA14_67750,yigN",73,242,93,130,157,27,48,78
"PA14_67770,pgm",416,579,680,415,438,109,2186,2614
"PA14_67780",5,8,4,6,8,1,3,1
"PA14_67790",366,500,627,529,391,85,736,1260
"PA14_67810,ctpA",359,423,967,844,636,120,1308,1359
"PA14_67820",62,74,85,73,76,15,92,87
"PA14_67830",573,400,230,134,113,29,58,79
"PA14_67840",48,37,517,472,281,51,34,33
"PA14_67850",30,29,221,133,63,11,18,17
"PA14_67860",9,23,22,29,21,5,12,18
"PA14_67880,hisF1",104,172,296,243,245,50,320,375
"PA14_67890,hisA",59,113,181,138,146,17,178,196
"PA14_67900",81,115,170,121,139,19,61,47
"PA14_67920,hisH",214,307,508,313,405,86,433,432
"PA14_67930,hisB",375,576,720,558,682,153,531,879
"PA14_67940",1,3,2,2,8,0,3,7
"PA14_67960",6,7,24,15,5,3,16,15
"PA14_67970",20,28,69,31,23,6,49,55
"PA14_67975",585,542,1431,1004,750,157,1240,1117
"PA14_67990,mutY",485,388,1118,1168,1131,209,897,925
"PA14_68000",287,221,741,667,710,96,891,1052
"PA14_68010",17,13,41,67,48,7,77,94
"PA14_68020",141,102,251,289,306,59,232,287
"PA14_68030",16,8,23,28,9,1,142,221
"PA14_68040,fixR",68,69,176,131,138,30,211,312
"PA14_68050",21,45,26,27,48,2,158,306
"PA14_68060",1451,1209,4278,2097,2100,464,1010,1300
"PA14_68070",2222,1348,9958,6323,5941,1107,1152,1125
"PA14_68080",259,198,766,369,298,75,75,121
"PA14_68090",78,68,200,119,77,17,33,61
"PA14_68100",5,9,18,18,11,4,4,5
"PA14_68110",12,27,25,21,17,4,6,6
"PA14_68120,opmG",37,56,62,60,44,12,29,22
"PA14_68130,emrA",130,142,229,306,217,48,41,56
"PA14_68140,emrB",56,95,93,127,105,19,54,75
"PA14_68150",6,6,4,13,6,3,109,197
"PA14_68170,rmlB",544,524,1381,770,902,154,416,536
"PA14_68190,rmlD",516,403,1013,663,501,114,549,512
"PA14_68200,rmlA",490,530,1147,932,803,120,676,664
"PA14_68210,rmlC",119,121,234,212,222,33,366,401
"PA14_68230",339,451,898,806,867,147,494,639
"PA14_68250",153,190,443,436,405,91,287,266
"PA14_68260",552,657,1241,1330,1665,289,325,384
"PA14_68280",25,32,90,69,89,25,15,11
"PA14_68290",30,40,79,66,96,8,11,24
"PA14_68300,arcD",2760,3811,15663,6977,6570,2577,19630,22286
"PA14_68330,arcA",1205,2488,9139,7298,6881,1461,4916,5569
"PA14_68340,arcB",1999,5335,12365,10272,10753,2185,4131,2416
"PA14_68350,arcC",422,1449,2645,2354,2632,419,665,280
"PA14_68360",1393,2955,2834,2311,1849,449,2045,1771
"PA14_68370,cysQ",44,72,75,84,87,5,191,259
"PA14_68380,nudE",75,100,101,92,119,12,285,384
"PA14_68390",24,45,36,51,61,9,72,111
"PA14_68400,ygaU",1485,1156,789,620,1249,151,3135,5159
"PA14_68420",18,17,22,20,30,2,41,57
"PA14_68430,fdhD",35,88,16,30,54,7,11,22
"PA14_68440",160,390,67,91,223,28,55,152
"PA14_68450",1237,1449,85,71,257,94,5188,5266
"PA14_68460",77,143,3,6,24,3,351,336
"PA14_68470",35,25,82,50,29,3,303,269
"PA14_68480",38,35,26,35,37,7,84,192
"PA14_68490",14,4,18,18,23,0,31,50
"PA14_68500,attL",26,38,100,77,112,16,38,43
"PA14_68510",85,91,214,161,167,26,106,124
"PA14_68530",27,26,59,35,35,4,33,48
"PA14_68550",43,37,76,39,57,8,31,46
"PA14_68560,drgA",16,21,41,48,59,10,88,97
"PA14_68570",25,13,36,40,46,2,37,50
"PA14_68580,pckA",2204,4179,2752,1926,2581,475,2055,1613
"PA14_68610,hslO",71,243,102,80,86,15,175,209
"PA14_68620",18,20,24,21,33,4,49,38
"PA14_68630,hslR",51,49,203,138,121,25,206,287
"PA14_68640",32,17,45,40,32,7,19,22
"PA14_68660,rimK",88,78,227,142,167,29,177,227
"PA14_68670",56,83,117,89,65,30,177,279
"PA14_68680,envZ",139,154,288,244,198,45,610,692
"PA14_68700,ompR",179,178,423,306,320,42,1002,1483
"PA14_68710,tex",383,590,475,528,391,93,1345,1081
"PA14_68720",33,28,32,40,31,9,88,69
"PA14_68730,gshA",400,341,856,661,611,162,475,606
"PA14_68740,argA",108,127,164,109,142,26,310,412
"PA14_68750,marC",7,12,22,11,10,3,78,97
"PA14_68770,argE",127,126,431,244,362,60,382,452
"PA14_68780",18,41,108,55,37,8,198,357
"PA14_68800",250,144,736,225,281,34,1411,2141
"PA14_68810",144,128,235,165,193,27,591,611
"PA14_68820,gspE",457,500,1417,1159,1379,206,908,1103
"PA14_68830",16,7,17,11,16,2,12,11
"PA14_68840",100,127,8,4,116,17,1630,1946
"PA14_68850,gcvP1",193,167,722,581,766,79,254,238
"PA14_68860,gcvH1",284,212,799,542,584,78,533,549
"PA14_68870,gcvT",2373,1309,5016,3343,2353,758,1868,1725
"PA14_68890",86,87,113,54,92,9,188,260
"PA14_68900,fbpA",731,412,767,500,687,114,910,1368
"PA14_68920",27,15,71,52,42,8,58,113
"PA14_68930",578,414,1090,420,433,108,23,24
"PA14_68940",317,225,778,371,542,58,33,30
"PA14_68955",64,116,192,244,213,26,276,302
"PA14_68970",137,176,309,293,264,56,421,485
"PA14_68980,ubiH",246,327,759,634,638,118,930,956
"PA14_69000,pepP",323,504,1070,686,862,113,965,1247
"PA14_69010",407,570,919,605,743,132,891,1742
"PA14_69020",2055,1984,4832,4309,3441,712,2835,3179
"PA14_69030",221,269,420,392,446,76,877,1065
"PA14_69040",138,208,234,294,334,46,490,665
"PA14_69050",61,29,174,214,174,19,105,66
"PA14_69060,yhhJ",119,512,334,369,263,47,222,133
"PA14_69070,yhiH",288,700,1003,903,618,116,1179,1544
"PA14_69090,yhiI",815,902,3490,1021,940,277,5527,5485
"PA14_69100",62,89,182,148,148,25,116,175
"PA14_69110",44,24,82,52,46,9,60,101
"PA14_69130,glpT",172,465,710,586,805,91,39,46
"PA14_69140,ubiB",175,318,493,474,373,75,617,656
"PA14_69150,ubiD",212,345,522,365,344,61,604,731
"PA14_69170",68,147,78,68,61,17,55,73
"PA14_69190,rho",1128,4107,1930,1683,2361,437,1884,2547
"PA14_69200,trxA",333,499,904,692,727,81,2088,3159
"PA14_69220,ppx",422,633,775,438,432,91,827,1166
"PA14_69230,ppk",2297,3308,7154,6446,6368,1225,4033,3592
"PA14_69240,hemB",1194,1692,4523,3634,3913,712,3595,4449
"PA14_69250",14,59,27,34,26,4,108,216
"PA14_69260,elbB",122,79,397,310,474,41,412,540
"PA14_69270",3,4,13,8,5,1,22,27
"PA14_69280",12,27,28,57,56,10,155,241
"PA14_69300",73,116,145,261,273,27,77,80
"PA14_69310",11,25,20,21,36,4,32,41
"PA14_69320",223,224,342,426,307,64,106,161
"PA14_69330",142,167,271,289,183,48,216,191
"PA14_69340",312,364,581,436,330,67,939,969
"PA14_69350",105,86,321,522,603,103,351,323
"PA14_69370,algP",1034,759,3965,2649,3232,406,4348,5740
"PA14_69380,fkl",36,15,61,41,32,6,66,104
"PA14_69390,algQ",959,1001,2330,1660,1705,211,377,513
"PA14_69400,dsbH",10,27,18,24,24,4,15,24
"PA14_69420,hemY",271,371,590,622,646,102,675,756
"PA14_69430,hemX",176,236,375,339,428,59,464,667
"PA14_69440,hemD",168,220,286,288,273,34,461,503
"PA14_69450,hemC",109,141,265,371,362,49,538,515
"PA14_69470,algR",343,380,719,793,1145,139,1199,1847
"PA14_69480,algZ",505,521,1349,1306,1763,222,1583,1996
"PA14_69500,argH",492,888,1191,727,943,168,932,1139
"PA14_69510",1,0,0,0,3,0,1,3
"PA14_69520",0,0,0,0,1,0,0,1
"PA14_69540",0,0,0,0,0,0,0,0
"PA14_69550",4,6,9,15,11,2,1,2
"PA14_69560,hcpB",30,62,53,70,57,13,45,45
"PA14_69570,corA",197,176,425,204,199,59,348,431
"PA14_69580",65,41,149,157,158,30,333,430
"PA14_69590",150,135,594,459,589,101,368,282
"PA14_69600",287,277,1227,973,1182,241,612,796
"PA14_69610,cyaA",94,146,292,417,497,69,255,289
"PA14_69620",28,49,7,12,8,0,26,18
"PA14_69630,rnk",191,458,313,287,296,37,316,443
"PA14_69640,cyaY",4,15,18,53,67,6,37,51
"PA14_69660,lppL",123,118,198,109,125,26,389,768
"PA14_69670,lysA",334,463,694,387,453,61,788,1453
"PA14_69690,dapF",306,371,792,484,434,84,635,762
"PA14_69700",171,179,403,338,275,41,476,565
"PA14_69710,xerC",118,158,362,282,269,57,248,343
"PA14_69720",58,72,176,154,168,21,157,170
"PA14_69740",2,3,3,4,2,0,9,7
"PA14_69750",77,69,133,76,80,16,796,1090
"PA14_69760",6,11,7,9,11,6,11,10
"PA14_69770",2194,836,3948,2529,1670,299,2180,1924
"PA14_69780",374,243,516,361,285,50,191,161
"PA14_69795,amtB",22,56,93,69,133,11,138,160
"PA14_69810,glnK",888,1449,2567,2440,2666,411,2477,2647
"PA14_69820",16,30,22,20,33,5,42,75
"PA14_69840",69,68,73,92,83,11,133,118
"PA14_69850,betT",89,97,139,139,159,23,253,305
"PA14_69870,pchP",123,144,384,250,269,50,290,284
"PA14_69880",18,13,46,24,18,4,29,35
"PA14_69890",6,9,14,15,17,0,26,39
"PA14_69900",116,157,253,181,232,34,329,337
"PA14_69910,rep",170,304,249,245,194,57,455,396
"PA14_69925,poxB",39,67,8,21,59,10,223,329
"PA14_69940,xpt",475,1221,258,376,506,150,463,680
"PA14_69950",63,75,66,45,94,12,237,250
"PA14_69970,cycB",284,413,464,385,330,51,386,361
"PA14_69980",588,659,782,513,537,109,778,735
"PA14_69990,dadX",451,214,1342,1102,1066,183,1202,1562
"PA14_70010",188,63,784,595,588,114,1180,1721
"PA14_70040,dadA",3516,781,14369,9255,9222,2368,7958,10050
"PA14_70050",136,148,540,483,741,66,620,671
"PA14_70060",471,288,1317,1010,1224,308,791,963
"PA14_70070",556,696,1949,1918,2547,350,1038,867
"PA14_70080,lrp",280,404,869,585,637,122,352,366
"PA14_70100",25,49,55,49,44,6,321,627
"PA14_70110",96,77,200,145,143,25,101,101
"PA14_70120",10,14,41,27,26,4,46,59
"PA14_70140,aldH",718,431,3018,1740,1372,327,4655,6535
"PA14_70160,bioA",606,212,1930,727,512,145,793,1456
"PA14_70170",111,43,319,119,76,31,247,397
"PA14_70180,rpmG",187,170,233,225,129,53,1217,1872
"PA14_70190,rpmB",1480,2938,2439,2685,2322,402,3604,2349
"PA14_70200",119,113,293,197,194,28,198,281
"PA14_70220",9,6,17,13,10,1,11,12
"PA14_70230,radC",34,35,57,63,62,7,44,69
"PA14_70240,coaC",489,698,1058,842,726,149,396,406
"PA14_70260,dut",156,238,398,336,308,54,289,286
"PA14_70270,algC",2340,3068,2638,3235,2645,592,6739,7504
"PA14_70280,argB",585,786,919,1251,967,164,4064,4188
"PA14_70290",81,91,216,161,181,25,77,123
"PA14_70300",9,7,23,28,33,2,17,21
"PA14_70310",1,4,25,17,23,3,7,16
"PA14_70330",4,6,56,48,51,8,21,13
"PA14_70340",0,0,1,4,3,0,1,3
"PA14_70350",120,123,265,192,285,39,175,211
"PA14_70360",206,255,336,255,281,29,271,309
"PA14_70370,pyrE",389,532,853,534,562,75,959,1240
"PA14_70390,crc",265,510,625,550,608,103,849,992
"PA14_70400",19,17,41,21,28,1,87,113
"PA14_70420,rph",228,329,479,330,343,61,393,485
"PA14_70430,yicC",116,221,215,205,259,35,317,493
"PA14_70440,gmk",86,143,157,125,133,19,257,270
"PA14_70450,rpoZ",77,160,185,188,204,31,488,636
"PA14_70470,spoT",2197,4617,5103,3738,4208,761,5678,6458
"PA14_70480",375,439,943,1019,1246,140,2344,2747
"PA14_70490",247,327,448,563,501,75,720,1117
"PA14_70510",3,6,14,8,3,2,10,17
"PA14_70530",13,14,28,18,23,1,64,66
"PA14_70550",29,28,81,41,52,7,115,143
"PA14_70560",230,323,412,259,297,44,490,758
"PA14_70570,recG",378,605,1001,711,633,116,950,770
"PA14_70580",398,462,1008,1373,1590,230,2162,2130
"PA14_70590",119,103,179,135,106,28,111,184
"PA14_70600,hupA",363,552,633,400,411,58,533,902
"PA14_70620,rubB",312,281,594,590,561,88,386,349
"PA14_70630,rubA2",286,248,614,471,514,126,443,476
"PA14_70640,rubA1",142,75,131,103,69,14,267,453
"PA14_70650,glcG",5,57,19,53,42,6,17,23
"PA14_70670,glcF",9,169,87,183,162,24,22,23
"PA14_70680,glcE",3,14,22,54,40,3,25,18
"PA14_70690,glcD",13,34,173,332,239,27,186,167
"PA14_70710,glcC",201,161,493,378,455,98,249,249
"PA14_70720,ubiC",2,13,5,7,12,3,16,26
"PA14_70730,ubiA",34,60,76,57,63,10,72,132
"PA14_70740",310,285,930,776,931,119,269,363
"PA14_70750,phoB",63,86,155,159,132,19,132,136
"PA14_70760,phoR",53,57,118,93,90,18,47,72
"PA14_70770",172,490,248,263,285,45,442,503
"PA14_70780",358,386,513,362,425,67,375,597
"PA14_70790",141,140,380,340,386,53,402,587
"PA14_70800,phoU",615,455,1124,1884,1766,351,487,461
"PA14_70810,pstB",699,550,1378,2996,2627,750,694,580
"PA14_70830,pstA",303,238,452,1155,770,174,213,189
"PA14_70850,pstC",136,181,207,300,205,70,186,111
"PA14_70860",327,252,769,966,654,196,180,133
"PA14_70870,5S-rRNA",3,3,4,4,10,88,13,22
"PA14_70880,23S-rRNA",735498,613708,24926,46677,34604,1242116,127695,39151
"PA14_70890",128,295,81,108,78,20,366,366
"PA14_70900",237,769,214,262,228,59,717,429
"PA14_70910,16S-rRNA",625350,690111,7352,14196,8391,405938,41892,15107
"PA14_70920",67,85,153,122,129,10,117,119
"PA14_70930",129,210,244,220,247,29,269,340
"PA14_70940,betA",55,87,187,116,200,18,499,396
"PA14_70950,betB",175,367,485,298,555,56,738,601
"PA14_70970,betI",110,264,291,163,227,31,276,275
"PA14_70980,betT1",24,29,22,18,20,5,20,25
"PA14_71000",307,358,958,776,949,183,728,742
"PA14_71020",185,173,463,355,409,60,225,154
"PA14_71030",475,442,1428,905,1138,211,637,739
"PA14_71060,sdaB",61,46,130,131,155,20,65,68
"PA14_71070",89,81,324,281,370,38,101,132
"PA14_71080",29,12,147,143,142,11,51,56
"PA14_71090,yeiE",15,11,39,35,16,3,33,42
"PA14_71100,yeiH",3,4,0,0,0,0,1,2
"PA14_71110",5,2,4,1,2,0,4,0
"PA14_71120",0,0,2,0,2,0,3,1
"PA14_71140",1,0,5,4,5,0,1,3
"PA14_71150",3,5,9,6,6,6,4,9
"PA14_71160",5,0,7,15,17,4,4,8
"PA14_71170",16,14,74,35,18,3,40,25
"PA14_71180",5,3,10,13,12,2,20,16
"PA14_71190",1,2,4,6,4,0,2,5
"PA14_71200",6,4,13,18,12,3,19,26
"PA14_71210",5,3,22,19,19,1,19,16
"PA14_71220,cls",28,21,44,41,36,5,75,83
"PA14_71230",5,11,24,20,18,2,14,9
"PA14_71240",67,60,135,94,131,27,53,99
"PA14_71250",17,27,54,53,50,8,21,30
"PA14_71260",90,89,220,222,234,40,140,162
"PA14_71280",30,40,83,83,86,28,38,58
"PA14_71300,etfA-1",6,6,5,4,15,0,3,12
