"locus","SCV24_1","SCV24_2","REVa_1","REVa_2","REVb_1","REVb_2","SCV104357_1","SCV104357_2"
"PA14_58650",111,133,272,216,198,41,102,124
"PA14_58660,ampE",77,89,152,111,145,14,209,252
"PA14_58670,ampD",73,72,176,160,156,25,153,320
"PA14_58690",429,533,3186,4292,6346,740,3649,3869
"PA14_58700,nadC",93,150,249,240,349,58,192,237
"PA14_58710",38,22,24,27,18,5,346,512
"PA14_58720",123,556,447,699,908,121,0,0
"PA14_58730,pilA",508,1136,2579,4529,4078,438,157,98
"PA14_58740",335,279,1079,908,948,117,5,2
"PA14_58750,pilB",1485,1606,5589,4668,4023,1050,1780,1036
"PA14_58760,pilC",836,1056,2652,3183,2376,467,816,786
"PA14_58770,pilD",184,215,362,329,330,59,477,589
"PA14_58780,coaE",153,265,442,428,365,65,330,415
"PA14_58790",20,32,49,41,49,7,79,137
"PA14_58800",17,39,63,16,26,4,219,239
"PA14_58810",168,257,338,287,342,54,472,294
"PA14_58820",41,46,78,53,58,9,134,204
"PA14_58830",141,182,200,140,188,21,234,276
"PA14_58840",474,532,1141,1419,1258,192,854,952
"PA14_58850",126,151,307,366,409,83,260,302
"PA14_58860",17,6,42,31,28,4,47,28
"PA14_58870,ndh",348,353,921,587,695,105,474,556
"PA14_58880",84,184,110,97,82,9,143,144
"PA14_58890",12,7,10,16,15,1,8,14
"PA14_58900",42,51,69,79,69,8,129,173
"PA14_58910",0,0,0,0,0,1,21,11
"PA14_58920",0,0,0,0,0,1,17,20
"PA14_58930",0,0,0,0,0,0,8,8
"PA14_58940",0,0,0,0,0,0,0,0
"PA14_58950",0,0,0,0,0,0,24,27
"PA14_58960",0,0,0,0,0,0,6,7
"PA14_58970",0,0,1,0,0,0,51,43
"PA14_58980",0,0,0,0,0,0,19,7
"PA14_58990",0,0,0,1,1,0,41,61
"PA14_59000",0,0,0,0,0,0,10,9
"PA14_59010",0,1,0,0,0,0,11,10
"PA14_59020",0,0,0,0,0,0,15,10
"PA14_59030",0,0,0,0,0,0,11,11
"PA14_59050",96,167,208,185,211,42,421,704
"PA14_59060",1,0,0,0,0,0,20,39
"PA14_59070",0,0,0,1,0,0,123,119
"PA14_59090",0,0,0,0,0,0,32,28
"PA14_59100",1,0,1,1,0,1,85,85
"PA14_59110",0,0,0,0,0,0,2,2
"PA14_59120",0,0,0,0,0,0,0,0
"PA14_59130",0,0,0,0,0,0,33,39
"PA14_59140",0,1,0,0,0,0,53,36
"PA14_59150",0,0,0,0,0,0,80,77
"PA14_59160",0,0,0,0,0,0,3,4
"PA14_59170",0,0,0,0,0,0,0,0
"PA14_59180",0,0,0,0,0,0,19,18
"PA14_59190",0,0,0,0,0,0,0,0
"PA14_59200",0,0,0,0,1,0,204,172
"PA14_59210",0,0,0,0,0,0,22,23
"PA14_59220",0,1,2,0,2,1,9,5
"PA14_59230",0,0,0,0,2,0,0,0
"PA14_59240,pilL2",0,0,0,0,0,0,12,8
"PA14_59250,pilN2",1,0,1,0,0,0,23,36
"PA14_59270,pilO2",0,0,0,0,0,0,13,17
"PA14_59280,pilP2",0,0,0,0,0,0,3,10
"PA14_59290,pilQ2",0,0,0,1,0,0,64,57
"PA14_59310,pilR2",0,0,0,0,0,0,13,13
"PA14_59320,pilS2",0,0,2,0,0,0,66,69
"PA14_59340,pilT2",0,0,0,0,0,0,11,15
"PA14_59350,pilV2",1,1,0,1,0,0,65,42
"PA14_59360,pilM2",0,0,0,0,0,0,8,5
"PA14_59370",0,1,1,0,1,0,189,220
"PA14_59380",0,1,1,1,0,1,12,8
"PA14_59390",0,0,1,0,0,0,256,181
"PA14_59400",2,2,8,2,1,1,156,153
"PA14_59410",0,0,0,0,0,0,33,33
"PA14_59430",0,1,0,0,0,0,1,3
"PA14_59440",0,0,0,0,0,1,16,22
"PA14_59470",1,0,1,0,0,0,8,4
"PA14_59480",0,0,2,0,0,0,3,6
"PA14_59490",0,0,2,0,0,1,5,4
"PA14_59500",0,2,0,1,0,0,4,2
"PA14_59510",0,0,0,0,0,0,4,2
"PA14_59520",0,0,0,0,0,0,2,3
"PA14_59530",0,0,0,0,0,0,18,15
"PA14_59540",1,1,2,1,1,0,97,112
"PA14_59550",0,0,0,0,0,0,0,0
"PA14_59560",0,0,0,0,0,0,20,27
"PA14_59570",0,0,0,0,0,0,15,7
"PA14_59580",0,0,0,0,0,0,0,0
"PA14_59590",0,0,0,0,0,0,0,0
"PA14_59600",0,0,0,0,0,0,1,1
"PA14_59610",0,0,0,0,0,0,0,0
"PA14_59620",0,0,0,0,0,0,0,0
"PA14_59630",0,1,0,0,0,0,0,0
"PA14_59640",0,0,0,1,1,0,12,21
"PA14_59650",0,0,0,0,0,0,8,3
"PA14_59660",0,0,0,0,0,0,9,8
"PA14_59670",0,0,0,0,0,0,3,5
"PA14_59680",0,0,0,0,0,0,0,1
"PA14_59690",1,6,13,8,8,1,66,57
"PA14_59700",0,0,0,0,0,0,74,88
"PA14_59710,cupD1",0,0,0,0,0,0,0,0
"PA14_59720,cupD2",0,0,0,0,0,0,0,0
"PA14_59735,cupD3",0,0,0,0,0,0,0,0
"PA14_59750,cupD4",0,0,0,0,0,0,0,0
"PA14_59760,cupD5",0,0,0,0,0,0,0,0
"PA14_59770,rcsB",0,0,0,0,0,0,0,0
"PA14_59780,rcsC",0,0,0,0,0,0,0,0
"PA14_59790,pvrR",0,0,0,0,0,0,0,0
"PA14_59800",0,0,0,0,0,0,0,0
"PA14_59820",0,0,0,0,0,0,76,85
"PA14_59830",0,1,4,0,0,0,220,216
"PA14_59840",12,15,21,11,15,13,56546,45345
"PA14_59845",1,2,3,3,0,1,2110,1866
"PA14_59850",0,0,0,0,0,0,22,34
"PA14_59860",0,0,0,2,0,0,2,1
"PA14_59870",0,0,0,0,1,1,2,1
"PA14_59880",0,0,0,0,0,0,5,7
"PA14_59890",0,0,0,0,0,0,7,7
"PA14_59900",0,0,0,0,1,1,14,15
"PA14_59910",0,0,0,0,0,0,22,20
"PA14_59920",1,0,1,1,1,0,36,45
"PA14_59930",0,0,0,0,1,0,22,35
"PA14_59940",0,1,0,1,0,1,189,124
"PA14_59950",0,0,0,0,0,0,18,22
"PA14_59960",0,0,0,1,1,1,35,38
"PA14_59970",0,0,0,0,0,0,2,4
"PA14_59980",0,0,1,0,0,0,1,1
"PA14_59990",0,0,0,0,0,0,4,1
"PA14_60000",0,0,0,0,1,1,57,61
"PA14_60010",0,0,0,0,0,0,3,5
"PA14_60020",0,1,0,0,0,0,68,78
"PA14_60030",0,1,3,3,0,1,23,16
"PA14_60040",0,0,2,1,0,0,184,226
"PA14_60050",0,0,0,0,0,0,81,92
"PA14_60060",0,0,0,0,0,0,0,0
"PA14_60070",0,0,0,1,0,0,12,9
"PA14_60080",0,0,0,0,0,0,0,0
"PA14_60090",0,0,0,0,0,0,0,0
"PA14_60100,dtd",0,0,0,0,0,0,0,0
"PA14_60110",0,0,0,0,0,0,0,0
"PA14_60120,dcd2",0,0,0,0,0,0,1,0
"PA14_60130",0,1,1,3,1,0,122,121
"PA14_60140",0,0,0,0,0,0,11,12
"PA14_60150",4,12,3,6,5,1,114,220
"PA14_60160",13,34,21,16,26,9,507,641
"PA14_60180",58,84,59,81,90,23,667,854
"PA14_60190,clpB",7549,2148,11726,24709,27130,6547,25531,22921
"PA14_60200",12,32,27,41,27,4,31,23
"PA14_60210,rluD",199,417,298,228,322,49,408,440
"PA14_60230,comL",563,1489,694,878,1012,227,881,1620
"PA14_60240",15,11,23,32,14,0,22,41
"PA14_60250,pilS",510,508,1089,859,756,252,436,493
"PA14_60260,pilR",147,200,436,483,517,101,246,248
"PA14_60270",180,229,461,517,566,117,271,283
"PA14_60280,fimU",106,171,604,400,396,47,5,8
"PA14_60290,pilW",198,411,806,794,701,107,15,4
"PA14_60300,pilX",365,749,1768,1625,1236,265,36,23
"PA14_60310,pilY1",2724,4408,10653,14116,11285,2018,47,50
"PA14_60320,pilE",348,389,826,1015,871,219,0,0
"PA14_60330,ispH",289,412,487,794,644,101,709,1231
"PA14_60350",105,102,218,340,257,48,313,378
"PA14_60360,lspA",476,575,1025,1504,1407,232,2142,2321
"PA14_60370,ileS",1301,2081,3112,3614,2882,610,4677,4653
"PA14_60380,ribF",515,981,903,726,709,151,856,857
"PA14_60390,mviN",73,103,107,64,73,13,82,86
"PA14_60400,rpsT",201,411,210,193,159,30,997,1290
"PA14_60410",263,377,699,810,782,145,398,442
"PA14_60420,proB",486,580,1263,1487,1317,207,1183,1143
"PA14_60445,obgE",884,1263,2027,1923,1918,362,2087,2336
"PA14_60450,rpmA",78,179,119,158,156,14,435,518
"PA14_60460,rplU",1793,4487,2249,2227,2280,501,2226,2557
"PA14_60470,ispB",135,397,169,173,220,27,261,322
"PA14_60480",68,12,17,16,49,0,15,20
"PA14_60490",1333,1645,3478,1517,746,306,2628,2758
"PA14_60500,fklB",41,104,63,110,124,24,412,349
"PA14_60520",5,18,16,15,10,1,112,157
"PA14_60530",19,37,19,22,33,5,105,87
"PA14_60540",9,22,29,56,79,5,123,137
"PA14_60550",1387,1514,4367,3679,3321,788,3803,3718
"PA14_60560",86,38,502,304,271,57,1690,3223
"PA14_60570",947,1342,3992,4271,4314,486,4030,3993
"PA14_60580",163,238,591,283,280,45,375,366
"PA14_60590",32,55,44,37,52,6,77,97
"PA14_60600,rtcR",36,40,98,101,63,13,85,78
"PA14_60620",6,13,29,28,32,8,153,71
"PA14_60630",28,39,94,105,93,17,446,439
"PA14_60650",83,90,196,201,171,26,408,356
"PA14_60660",36,38,79,68,65,22,87,105
"PA14_60670,rtcA",18,12,38,21,21,4,27,21
"PA14_60690",1,1,3,2,1,0,5,5
"PA14_60700,ccpR",581,2966,9613,8639,9544,1105,5152,3985
"PA14_60710,gdhA",154,176,289,344,336,47,174,158
"PA14_60730",72,34,271,235,212,36,23,36
"PA14_60750,pra",1027,441,2296,2007,2465,459,80,89
"PA14_60760",61,46,122,107,122,19,57,68
"PA14_60770",142,134,249,206,157,26,85,111
"PA14_60780",17,16,43,27,24,5,14,21
"PA14_60790",11,7,31,25,15,3,27,39
"PA14_60800",1449,1061,5281,3190,3042,649,2931,3300
"PA14_60810,nfxB",26,26,90,129,98,16,428,208
"PA14_60820,oprJ",50,30,133,86,63,18,218,202
"PA14_60830,mexD",93,51,250,200,146,37,424,408
"PA14_60850,mexC",26,22,61,45,25,3,371,322
"PA14_60860,nfxB",138,152,260,184,130,35,936,764
"PA14_60870,morA",78,162,262,360,226,34,54,75
"PA14_60890,glyA",377,665,372,465,493,133,569,588
"PA14_60900",7,14,21,15,33,3,40,48
"PA14_60920",95,163,287,323,393,43,326,528
"PA14_60930",42,65,184,208,253,22,141,258
"PA14_60950,cstA",688,809,2589,2858,3834,358,1350,2170
"PA14_60960",3242,3010,8815,7917,11470,889,1277,1576
"PA14_60970",33,18,75,94,109,6,86,125
"PA14_60990,radA",145,189,277,182,209,39,212,283
"PA14_61000",10,14,177,307,336,32,313,362
"PA14_61010",160,167,1162,688,688,82,3736,3658
"PA14_61020,ankB",19,13,45,75,59,8,50,82
"PA14_61040,katB",74,70,151,144,151,21,104,145
"PA14_61050,mscL",438,531,929,760,1182,119,627,881
"PA14_61060,fnr-2",133,136,366,778,960,70,240,333
"PA14_61080,dctP",11,9,18,15,12,3,28,29
"PA14_61090",41,58,98,109,118,22,150,191
"PA14_61110",4,6,12,11,23,4,12,16
"PA14_61120",35,50,88,116,107,11,176,312
"PA14_61130",94,108,222,277,310,40,427,766
"PA14_61140",21,45,80,119,127,18,101,149
"PA14_61150",113,129,266,451,592,83,537,736
"PA14_61170",6,13,8,12,10,1,11,16
"PA14_61180",13,10,39,643,443,35,25,37
"PA14_61190",794,925,598,526,906,101,212,308
"PA14_61200",3424,2190,2569,2002,3260,380,357,421
"PA14_61210,hprA",36,64,86,69,73,13,207,251
"PA14_61220,rsmC",69,236,70,90,107,25,162,239
"PA14_61250,lysP",75,194,99,115,104,18,174,132
"PA14_61260",11,5,10,14,6,3,14,11
"PA14_61270",43,37,34,66,62,11,10,19
"PA14_61280",64,53,73,69,59,3,62,80
"PA14_61290",469,255,290,169,138,32,207,235
"PA14_61300",71,43,207,151,170,31,183,182
"PA14_61320",11,5,11,11,10,1,14,14
"PA14_61330,mgtC",2,1,1,4,3,0,8,5
"PA14_61340",9,7,24,27,25,5,64,96
"PA14_61350",21,25,89,73,109,12,81,81
"PA14_61360",244,367,389,301,315,60,388,426
"PA14_61370",9,33,5,13,9,2,28,30
"PA14_61380",2409,2156,5797,4981,5167,687,326,417
"PA14_61390",142,151,215,262,173,19,357,424
"PA14_61400,mqoB",1030,916,1969,1823,1305,327,2056,2474
"PA14_61410",43,25,128,124,188,24,73,107
"PA14_61430",12,20,21,23,20,4,112,135
"PA14_61440",55,155,108,112,136,15,165,300
"PA14_61450",7,7,7,5,9,2,30,29
"PA14_61460,hpt",75,104,104,92,100,18,155,123
"PA14_61470,upp",206,319,387,405,515,79,299,369
"PA14_61480,uraA",162,232,252,313,303,45,276,283
"PA14_61500",121,59,73,63,88,20,22,21
"PA14_61510",5,3,5,2,6,0,0,0
"PA14_61520",22,22,13,10,10,2,3,2
"PA14_61530,csuC",7,3,6,3,6,2,2,2
"PA14_61540,csuD",19,33,20,13,23,4,9,4
"PA14_61550",19,15,18,22,18,6,21,17
"PA14_61560",2,6,15,8,8,3,8,17
"PA14_61580,hemH",48,52,240,138,281,24,133,135
"PA14_61590",48,66,303,227,459,52,217,253
"PA14_61600",106,127,446,540,680,86,391,445
"PA14_61610",61,72,324,389,891,80,150,226
"PA14_61620",21,37,102,67,187,18,35,47
"PA14_61640,phr",52,77,248,117,294,23,77,78
"PA14_61650,pagL",169,119,390,467,494,74,851,1525
"PA14_61660,murI",134,152,336,448,283,58,310,362
"PA14_61670,moeB",79,91,144,189,135,26,151,195
"PA14_61680",188,319,435,467,346,61,515,512
"PA14_61700,prfA",245,580,523,440,418,70,523,489
"PA14_61710,hemA",212,501,336,280,295,51,441,861
"PA14_61720",580,1089,1286,998,970,160,1292,1928
"PA14_61740,lolB",193,248,365,293,228,54,279,336
"PA14_61750,ipk",606,1180,981,1168,1102,147,1879,2042
"PA14_61760",93,190,76,78,125,29,164,169
"PA14_61770,prs",588,1213,584,721,802,102,661,556
"PA14_61780,rplY",2237,1665,2314,3828,2116,439,4855,7000
"PA14_61790,pth",76,73,80,93,54,19,181,249
"PA14_61820,ychF",228,229,210,420,179,56,761,818
"PA14_61830",100,25,73,109,18,16,566,848
"PA14_61840,vapI",150,85,454,444,551,70,301,355
"PA14_61850,iutA",467,248,508,241,366,57,704,853
"PA14_61860,yadF",40,44,281,208,188,32,158,140
"PA14_61870",15,21,233,115,149,25,32,57
"PA14_61880,rimI",10,18,13,10,10,3,31,24
"PA14_61890",84,159,122,100,100,18,131,155
"PA14_61910",7,17,35,38,75,6,8,10
"PA14_61920",24,32,94,108,116,15,23,29
"PA14_61940",62,51,190,169,212,33,54,80
"PA14_61950",6,38,50,191,147,29,22,28
"PA14_61960",178,438,147,141,192,48,220,266
"PA14_61980",154,235,207,214,182,45,332,225
"PA14_61990",482,396,681,1182,880,220,1459,1609
"PA14_62000,hitA",1196,853,3151,4197,7413,876,834,1015
"PA14_62010,hitB",78,61,173,207,364,31,109,94
"PA14_62020",247,391,565,538,482,105,547,548
"PA14_62030",184,218,335,260,233,48,255,265
"PA14_62040",111,143,153,137,176,35,171,193
"PA14_62050,5S-rRNA",2,2,4,4,8,98,5,18
"PA14_62060,23S-rRNA",731814,614522,24969,46311,34408,1242436,127188,38925
"PA14_62070",129,256,89,118,88,22,372,374
"PA14_62080",227,771,245,275,214,44,696,417
"PA14_62090,16S-rRNA",621637,686829,7272,14109,8250,405017,41353,15209
"PA14_62100",40,79,75,51,97,8,144,124
"PA14_62110",154,187,244,175,209,45,450,538
"PA14_62120,pssA",206,232,360,207,255,45,429,525
"PA14_62130,ilvC",1359,1111,4453,5242,4992,798,3341,3982
"PA14_62150,ilvH",1083,907,3838,4493,3962,749,1188,1169
"PA14_62160,ilvI",749,841,2547,2385,1614,399,1555,1061
"PA14_62170",140,90,309,243,192,41,333,471
"PA14_62180",42,43,83,54,55,11,128,199
"PA14_62190",93,148,264,247,185,29,441,591
"PA14_62200,mrcB",401,938,664,610,489,91,1452,1361
"PA14_62230",572,734,1532,932,1075,198,1012,1708
"PA14_62240",17,13,46,51,79,12,22,27
"PA14_62250",83,49,93,71,96,17,22,11
"PA14_62260",12,17,20,23,34,5,13,30
"PA14_62270,phuW",244,216,731,508,394,82,350,380
"PA14_62280,hmuV",43,33,67,29,41,6,42,60
"PA14_62290,phuU",100,62,163,112,97,15,124,120
"PA14_62300,phuT",109,41,153,94,126,19,92,98
"PA14_62330,phuS",172,79,169,89,197,12,80,89
"PA14_62350,phuR",334,45,178,115,141,18,360,366
"PA14_62360",22,31,55,99,73,13,121,126
"PA14_62370",11,18,19,30,31,3,18,22
"PA14_62380",17,56,19,29,24,3,122,150
"PA14_62390",98,87,309,207,209,30,323,421
"PA14_62400,yfdZ",509,283,660,842,200,140,622,611
"PA14_62410",188,210,199,157,142,21,414,587
"PA14_62420",261,282,337,328,471,56,455,643
"PA14_62430",15,31,43,51,59,7,54,82
"PA14_62440,yieG",93,142,117,110,127,28,136,65
"PA14_62450,trmA",156,213,216,307,202,38,262,187
"PA14_62470,sfsA",57,73,203,140,139,16,212,198
"PA14_62480,aspC",97,139,263,150,176,26,243,445
"PA14_62490,dksA",2262,3367,3276,3159,3281,893,2856,3648
"PA14_62510,yadB",12,16,8,10,10,1,41,33
"PA14_62520",5,14,7,4,7,0,28,35
"PA14_62530,cbrA",672,894,1589,1236,1301,266,1357,1009
"PA14_62540,cbrB",503,677,1667,1435,1869,294,1600,2007
"PA14_62560,pcnB",494,754,818,597,622,119,566,654
"PA14_62570,folK",19,30,41,29,33,5,48,27
"PA14_62580,panB",140,173,280,159,151,28,303,347
"PA14_62590,panC",96,67,237,129,95,16,183,140
"PA14_62600,panD",56,61,107,73,62,14,148,152
"PA14_62620,pgi",512,508,1367,757,852,127,962,976
"PA14_62630,acsB",429,355,963,600,616,92,810,1097
"PA14_62640",46,52,79,56,67,8,108,147
"PA14_62650",2136,2695,2237,2108,2140,452,2990,2612
"PA14_62660",88,128,107,152,133,6,386,443
"PA14_62670",15,11,16,18,8,6,127,262
"PA14_62680",380,107,1093,398,473,113,645,865
"PA14_62690",3679,1416,12866,5905,8202,1298,2060,1945
"PA14_62710,pnp",1581,2125,3825,4610,5415,748,6022,7091
"PA14_62720,rpsO",755,746,1073,1680,1035,207,2605,3610
"PA14_62730,truB",2228,4568,3417,4935,3811,758,2864,2837
"PA14_62740,rbfA",98,84,144,231,178,38,387,377
"PA14_62760,infB",4081,3751,6337,10823,7195,1872,11501,11771
"PA14_62770,nusA",2959,4616,4448,5798,3937,1102,6404,4967
"PA14_62780,yhbC",501,2264,503,523,747,130,561,498
"PA14_62790",178,445,130,153,216,35,485,677
"PA14_62800",204,396,357,421,454,133,1629,2400
"PA14_62810,secG",970,2690,1852,2206,2012,311,3288,2949
"PA14_62830,tpiA",831,2353,977,1345,1358,236,3918,4425
"PA14_62840,glmM",1006,2061,1541,1796,1962,396,2449,2307
"PA14_62850,folP",925,2502,1030,1297,1437,383,1729,1753
"PA14_62860,ftsH",3358,3938,6285,7049,7438,1264,10481,12802
"PA14_62870,rrmJ",389,247,457,792,677,136,1000,1031
"PA14_62880,yhbY",41,153,70,114,131,14,157,212
"PA14_62890",127,118,195,230,217,54,410,450
"PA14_62900,greA",124,103,247,345,256,36,589,892
"PA14_62910,carB",1707,2092,2722,3595,3119,661,4000,4385
"PA14_62920,yeaS",778,1491,1025,1143,1071,238,723,450
"PA14_62930,carA",469,865,614,753,861,187,937,1021
"PA14_62940,dapB",449,534,474,896,929,168,1773,1889
"PA14_62960,dnaJ",1653,1828,1792,3578,3360,798,4136,3662
"PA14_62970,dnaK",9456,4036,10945,23133,23988,5273,29077,26433
"PA14_62990,grpE",2867,517,3026,4834,4238,1246,4279,4521
"PA14_63010,recN",147,150,308,215,181,28,296,323
"PA14_63020,fur",352,565,621,536,789,110,881,1479
"PA14_63030,omlA",765,1599,990,1043,1165,240,1183,1805
"PA14_63040,yfjF",31,14,37,49,36,8,54,81
"PA14_63050,yfjG",187,185,531,472,625,69,293,374
"PA14_63060,smpB",169,353,208,253,274,38,189,230
"PA14_63070,pdhR",144,187,254,207,209,50,234,296
"PA14_63080,lldP",541,133,140,173,35,6,54,115
"PA14_63090,lldD",106,48,50,54,41,7,62,71
"PA14_63100",418,203,193,218,156,23,202,170
"PA14_63110",6,11,20,18,19,0,13,13
"PA14_63120",8,15,34,49,30,3,34,32
"PA14_63130",40,26,121,102,95,13,69,82
"PA14_63150,pmrA",15,14,71,62,61,11,43,45
"PA14_63160,pmrB",38,36,115,108,123,14,51,63
"PA14_63170,cueR",184,235,579,472,398,85,656,1122
"PA14_63190",8,12,27,13,17,1,20,44
"PA14_63200",24,41,59,88,102,12,171,228
"PA14_63210",198,131,486,523,617,70,111,157
"PA14_63220",4,9,21,27,32,6,13,17
"PA14_63230,yedA",20,19,51,135,161,20,35,57
"PA14_63240",12,9,28,32,43,3,14,21
"PA14_63250,yfcY",92,99,193,129,193,35,507,565
"PA14_63270,fabG",85,69,149,85,114,22,490,570
"PA14_63280",416,437,1425,970,881,148,620,544
"PA14_63290,phaJ3",35,35,38,30,45,5,63,61
"PA14_63300",11,10,17,18,12,2,45,81
"PA14_63310,smtA",21,36,36,25,27,0,36,35
"PA14_63320",14,20,60,28,41,4,53,47
"PA14_63330",19,29,55,54,59,8,73,86
"PA14_63340",599,559,1624,1416,1543,340,1661,1766
"PA14_63350",129,89,285,198,229,53,308,561
"PA14_63360",33,30,77,70,76,8,130,212
"PA14_63370",12,17,26,37,33,7,26,47
"PA14_63380",20,36,52,37,31,7,50,47
"PA14_63390",5,10,8,7,5,1,15,15
"PA14_63410",20,21,21,24,19,0,23,30
"PA14_63420",14,21,7,7,4,1,12,8
"PA14_63430",21,30,19,15,18,2,9,13
"PA14_63440",0,0,0,0,0,0,0,0
"PA14_63450",0,0,0,0,0,0,0,0
"PA14_63460",3,0,3,3,3,0,20,19
"PA14_63470",26,11,62,52,49,5,70,95
"PA14_63480",33,53,72,77,86,8,76,73
"PA14_63500",10,8,38,29,41,3,29,26
"PA14_63520",27,33,69,69,52,9,34,34
"PA14_63530,selB",99,132,250,274,283,42,9,23
"PA14_63540,selA",131,130,262,215,222,30,122,218
"PA14_63550,fdhE",70,158,145,130,189,24,40,47
"PA14_63570,fdnI",196,243,499,497,577,71,88,97
"PA14_63580,fdnH",734,1156,2049,2009,2816,326,209,165
"PA14_63605,fdnG",2228,2889,7284,6530,8893,1170,2215,2200
"PA14_63620,lipC",1,3,3,3,1,0,6,23
"PA14_63640,fadH2",0,2,3,3,2,0,3,2
"PA14_63650",11,13,16,13,13,5,26,27
"PA14_63660",8,16,46,22,22,2,39,38
"PA14_63680",7,16,12,13,16,6,27,16
"PA14_63700",0,2,8,6,5,0,5,7
"PA14_63710,gtrB",0,0,1,2,1,1,3,2
"PA14_63720",1,0,1,2,2,1,1,2
"PA14_63730",6,9,9,13,11,1,20,38
"PA14_63740",1,0,0,0,2,1,1,1
"PA14_63750",2,1,3,5,3,1,8,4
"PA14_63770",1,0,0,1,0,0,0,0
"PA14_63780",1,1,1,4,3,0,2,3
"PA14_63800,mgtA",7,7,24,9,16,0,84,53
"PA14_63820",6,14,13,10,4,3,33,28
"PA14_63830",21,24,47,46,38,8,41,75
"PA14_63840",4,3,12,12,10,1,4,15
"PA14_63850,lpd3",174,125,374,281,349,59,173,170
"PA14_63860",3,7,6,11,7,1,4,10
"PA14_63880",13,16,50,40,31,4,60,67
"PA14_63890",9,9,24,26,22,6,45,18
"PA14_63900",42,46,146,118,141,21,214,314
"PA14_63910",7,9,20,12,14,1,6,14
"PA14_63920",4,6,11,7,10,1,14,16
"PA14_63940",7,4,8,8,10,1,17,14
"PA14_63960",14,13,35,35,50,6,13,22
"PA14_63970",36,30,105,70,73,10,55,52
"PA14_63990,speA",178,217,263,309,300,59,494,593
"PA14_64000",24,53,53,50,74,23,64,87
"PA14_64010",42,33,62,67,96,11,224,370
"PA14_64030",490,417,1023,1039,1479,260,1775,2360
"PA14_64050",3,10,65,142,58,5,31,23
"PA14_64060,ctpL",1,2,7,8,8,1,19,13
"PA14_64080,dipZ",194,438,231,271,244,42,414,310
"PA14_64090,aroQ1",3385,5053,8312,6290,4437,1699,6275,7954
"PA14_64100,accB",1987,3674,5766,4816,3462,863,3819,4535
"PA14_64110,accC",2380,4129,7447,5661,4054,901,9484,10458
"PA14_64120",7,20,6,7,6,3,3,3
"PA14_64140,prmA",58,85,107,88,100,12,111,124
"PA14_64170",248,452,268,187,223,27,452,562
"PA14_64180,yhdG",610,840,687,951,658,131,1255,999
"PA14_64190,fis",121,143,137,263,122,30,253,213
"PA14_64200,purH",278,332,303,445,265,73,708,731
"PA14_64220,purD",72,47,80,189,85,24,217,306
"PA14_64230,retS",592,523,590,698,431,92,293,345
"PA14_64240",11,11,19,29,16,4,14,17
"PA14_64260",1,1,2,2,6,1,0,1
"PA14_64270",25,46,43,30,62,4,9,18
"PA14_64280",1,4,11,11,11,0,2,1
"PA14_64290",2,7,8,10,15,1,2,2
"PA14_64300",13,10,57,51,88,8,11,17
"PA14_64310",4,3,16,20,29,1,11,17
"PA14_64320",17,32,79,71,52,4,38,43
"PA14_64335,ureD",27,31,118,87,75,20,79,59
"PA14_64350,ureA",11,13,66,51,42,7,71,76
"PA14_64360,yncA",19,31,101,109,98,13,145,104
"PA14_64370,ureB",19,25,107,116,113,16,113,93
"PA14_64390,ureC",72,76,375,393,360,59,386,331
"PA14_64400",26,34,57,42,37,7,59,57
"PA14_64410,ybiI",26,22,39,88,93,16,280,259
"PA14_64420",3,3,7,6,2,0,5,12
"PA14_64430",0,2,0,0,0,1,3,6
"PA14_64440,bcpA",37,51,108,78,80,14,226,390
"PA14_64450,yegD",3,4,7,8,8,2,23,11
"PA14_64460,psiF",498,615,1171,1005,1108,204,749,878
"PA14_64470",47,30,130,90,102,19,64,70
"PA14_64480,osmE",87,128,34,25,178,24,996,1273
"PA14_64490",73,37,25,17,64,10,449,436
"PA14_64500",37,38,112,502,434,65,131,343
"PA14_64510,yhjG",230,330,285,304,412,48,416,653
"PA14_64520",739,1049,67,31,1282,254,3946,4932
"PA14_64530",13,6,36,337,275,27,0,1
"PA14_64540",9,5,18,13,21,3,20,32
"PA14_64550",7,8,13,11,10,5,23,12
"PA14_64560",3,0,7,5,1,0,4,10
"PA14_64570,irlR",16,18,45,35,20,11,113,118
"PA14_64580",14,21,49,29,17,4,138,189
"PA14_64590",28,60,24,35,27,5,36,47
"PA14_64610",8,74,35,32,41,15,26,35
"PA14_64620",3,25,13,12,17,1,24,17
"PA14_64640",17,40,22,27,30,5,29,55
"PA14_64650,ureE",5,9,10,17,22,3,1,2
"PA14_64660,ureF",9,11,27,30,52,7,2,2
"PA14_64670,ureG",14,17,56,58,87,13,10,9
"PA14_64680,ureJ",2,3,7,14,8,1,3,2
"PA14_64690",11,1,11,8,5,1,10,20
"PA14_64700",11,3,2,10,32,0,8,16
"PA14_64710",103,42,98,81,91,12,67,72
"PA14_64720,opdK",8,14,13,6,16,2,19,8
"PA14_64740,pchA",239,407,118,140,190,31,92,111
"PA14_64750,benK",240,453,118,140,127,28,63,64
"PA14_64770,mdlC",13,28,22,22,15,4,23,42
"PA14_64780",10,10,36,11,16,2,64,64
"PA14_64790,vanK",2,5,7,7,5,0,5,4
"PA14_64800,vanA",3,6,4,7,3,1,17,23
