gene_id,EV_1(GSM5097993),EV_2(GSM5097994),EV_3(GSM5097995),PA2577_1,PA2577_2,PA2577_3
D3C65_03165,878,758,816,823,903,864
D3C65_03170,351,284,314,304,334,313
D3C65_03175,667,611,597,529,569,662
D3C65_03180,379,295,1221,2584,1662,445
D3C65_03185,304,262,1116,1831,1473,321
D3C65_03190,69,69,353,893,641,91
D3C65_03195,61,48,321,564,472,113
D3C65_03200,1762,1441,1523,1474,1537,1435
D3C65_03205,1257,1092,1130,1230,1170,1187
D3C65_03210,2482,2026,2162,1990,2131,2154
D3C65_03215,590,464,557,1551,1400,1365
D3C65_03220,774,733,721,753,807,834
D3C65_03225,265,203,269,1161,1198,1047
D3C65_03230,262,186,220,1272,1220,1223
D3C65_03235,71,60,72,427,441,464
D3C65_03240,265,218,277,927,1081,1047
D3C65_03245,182,148,198,1171,1115,1111
D3C65_03250,134,111,114,720,727,777
D3C65_03255,280,204,266,1425,1456,1509
D3C65_03260,230,157,208,1418,1505,1357
D3C65_03265,963,868,951,4585,4837,4863
D3C65_03270,181,188,202,1028,988,1012
D3C65_03275,1142,853,1124,8033,7595,7078
D3C65_03280,389,339,417,2281,2353,2164
D3C65_03285,285,216,292,1623,1604,1458
D3C65_03290,588,518,495,2776,2851,2984
D3C65_03295,167,151,156,768,770,791
D3C65_03300,15,12,19,120,141,112
D3C65_03305,158,136,153,743,729,776
D3C65_03310,77,54,78,417,403,454
D3C65_03315,25,11,27,115,135,134
D3C65_03320,19,16,15,93,99,96
D3C65_03325,29,23,33,96,165,187
D3C65_03330,908,652,699,5679,5451,5535
D3C65_03335,351,279,311,2328,2256,2199
D3C65_03340,244,155,201,1800,1630,1587
D3C65_03345,496,391,452,3003,2983,3017
D3C65_03350,76,64,71,547,508,502
D3C65_03355,130,136,120,915,881,913
D3C65_03360,114,91,128,839,843,885
D3C65_03365,119,110,124,683,728,750
D3C65_03370,665,521,570,4162,4342,4324
D3C65_03375,105,101,123,539,487,435
D3C65_03380,354,335,307,1481,1436,1406
D3C65_03385,107,102,105,326,366,345
D3C65_03390,76,93,105,298,295,276
D3C65_03395,404,350,390,1730,1801,1740
D3C65_03400,109,101,120,412,399,371
D3C65_03405,147,150,175,430,464,406
D3C65_03410,1056,935,1095,1039,1149,1182
D3C65_03415,1874,1594,1714,1500,1632,1772
D3C65_03420,1478,1244,1197,1151,1264,1265
D3C65_03425,7062,6280,7535,7112,6731,6894
D3C65_03430,685,588,619,511,465,577
D3C65_03435,4868,4113,4294,6451,5342,4310
D3C65_03440,1979,1821,2798,2260,2295,2214
D3C65_03445,108,96,120,113,120,162
D3C65_03450,714,619,715,672,728,716
D3C65_03455,895,753,767,790,873,834
D3C65_03460,3256,2456,3037,3680,3493,3325
D3C65_03465,966,728,862,875,960,926
D3C65_03470,579,495,529,572,583,565
D3C65_03475,2019,1817,1858,1702,1695,1839
D3C65_03480,1035,928,943,933,917,876
D3C65_03485,963,789,830,951,832,778
D3C65_03490,1182,1429,1531,722,777,884
D3C65_03495,2073,1595,1727,2184,1878,1868
D3C65_03500,7068,5961,6438,7014,6575,6209
D3C65_03505,6802,6017,6395,5172,5718,5812
D3C65_03510,311,609,346,338,147,172
D3C65_03515,115,150,159,81,69,108
D3C65_03520,1245,982,912,601,426,571
D3C65_03525,952,1541,880,1045,499,548
D3C65_03530,6,6,4,7,4,5
D3C65_03535,1142,1111,1015,778,860,920
D3C65_03540,785,682,716,575,595,706
D3C65_03545,706,654,617,442,508,520
D3C65_03550,3694,4808,4513,2243,2150,2731
D3C65_03555,682,888,828,461,578,501
D3C65_03560,2559,2844,3047,2277,2459,2321
D3C65_03565,179376,148393,162830,163348,160084,152898
D3C65_03570,3596,3577,3567,1770,2156,2406
D3C65_03575,12934,12332,11907,8871,9298,9302
D3C65_03580,18510,17452,17272,14563,15000,15304
D3C65_03585,54970,44805,54023,58814,56933,51876
D3C65_03590,71808,61302,69858,66012,70374,65619
D3C65_03595,112452,92359,109325,103609,99850,92423
D3C65_03600,83301,71824,74474,56668,56507,57027
D3C65_03605,132781,109920,131831,107865,115512,111382
D3C65_03610,169013,138230,164958,139908,149826,142691
D3C65_03615,43728,38606,43164,40238,38911,38590
D3C65_03620,49582,41995,47811,48936,48646,45191
D3C65_03625,170698,146010,160675,132211,145737,137497
D3C65_03630,191679,154159,172322,167231,166517,156575
D3C65_03635,35554,34120,33280,22647,25710,26228
D3C65_03640,51521,44197,49307,39240,43731,40305
D3C65_03645,43881,37120,41954,30861,36124,32560
D3C65_03650,14265,12156,13057,10020,11418,10309
D3C65_03655,57618,48261,57259,43108,49951,46423
D3C65_03660,21784,18648,23282,17145,19428,18150
D3C65_03665,19426,17188,20025,14598,16667,15331
D3C65_03670,48950,42709,50926,37877,42419,39232
D3C65_03675,28521,24742,28667,21907,24385,23412
D3C65_03680,8113,6922,7670,6715,7939,5954
D3C65_03685,11400,11184,11281,8810,9088,9489
D3C65_03690,32194,27150,31375,25624,28121,26850
D3C65_03695,19008,16221,17511,15454,16568,15216
D3C65_03700,51973,45133,51697,46867,47105,45452
D3C65_03705,35400,32177,31830,22656,24462,27729
D3C65_03710,44084,42991,44656,32028,34845,36065
D3C65_03715,52587,43105,50892,51678,53511,48629
D3C65_03720,26012,21817,24779,23178,24910,23303
D3C65_03725,40738,32823,36976,40122,39801,36562
D3C65_03730,12297,11108,12231,10156,11217,10934
D3C65_03735,40215,33538,37345,31065,32779,31524
D3C65_03740,93005,80515,86778,61221,68590,67450
D3C65_03745,13030,12127,12569,9568,9510,10370
D3C65_03750,32784,28894,34543,29508,30276,28536
D3C65_03755,25325,20244,24248,25038,25125,22824
D3C65_03760,46860,38834,43824,39820,42253,39012
D3C65_03765,76103,63060,69233,64066,67461,62566
D3C65_03770,39928,34624,37308,32862,32359,33964
D3C65_03775,7490,6567,9097,8127,9520,9485
D3C65_03780,3544,3021,4245,3648,3774,3859
D3C65_03785,7234,5863,7445,7085,7153,6797
D3C65_03790,2415,2104,2313,2327,2332,2408
D3C65_03795,5914,4698,4939,6012,5238,5338
D3C65_03800,1168,921,940,1274,1410,1394
D3C65_03805,217,182,205,216,249,218
D3C65_03810,259,189,206,235,237,225
D3C65_03815,964,748,842,1062,1063,1030
D3C65_03820,211,189,188,206,194,200
D3C65_03825,3466,2991,3257,2988,3312,3497
D3C65_03830,3186,2875,3141,3828,4181,4369
D3C65_03835,430,399,418,526,570,667
D3C65_03840,577,522,576,809,824,888
D3C65_03845,469,420,469,680,672,670
D3C65_03850,2604,2196,2417,2435,2542,2510
D3C65_03855,111,100,86,83,107,80
D3C65_03860,608,504,472,529,581,611
D3C65_03865,595,512,517,589,587,627
D3C65_03870,294,225,216,194,241,227
D3C65_03875,52,36,32,38,57,47
D3C65_03880,58,43,50,39,63,51
D3C65_03885,135,100,94,114,128,110
D3C65_03890,58,36,42,46,52,33
D3C65_03895,288,242,250,233,222,293
D3C65_03900,137,90,90,66,81,108
D3C65_03905,30,17,20,13,15,20
D3C65_03910,8,10,12,7,5,13
D3C65_03915,198,157,140,140,156,150
D3C65_03920,189,159,161,145,189,193
D3C65_03925,552,506,601,427,516,480
D3C65_03930,242,225,343,172,218,212
D3C65_03935,180,178,295,179,234,222
D3C65_03940,352,325,320,407,447,413
D3C65_03945,168,141,123,161,163,146
D3C65_03950,485,403,453,430,409,431
D3C65_03955,1125,881,1097,877,914,982
D3C65_03960,319,256,248,372,339,371
D3C65_03965,642,505,570,694,816,810
D3C65_03970,605,479,540,718,720,757
D3C65_03975,740,622,736,633,758,667
D3C65_03980,170,144,148,140,127,156
D3C65_03985,184,157,148,127,101,118
D3C65_03990,79,90,78,63,60,91
D3C65_03995,37,21,30,29,33,34
D3C65_04000,33,23,30,19,37,20
D3C65_04005,49,45,40,40,33,36
D3C65_04010,1367,955,1155,1069,1196,1306
D3C65_04015,33,38,40,39,51,44
D3C65_04020,48,38,30,38,30,47
D3C65_04025,31,43,47,45,39,52
D3C65_04030,134,100,115,116,121,141
D3C65_04035,382,277,284,263,299,285
D3C65_04040,339,266,282,289,295,346
D3C65_04045,134,123,145,171,171,173
D3C65_04050,224,186,214,208,209,197
D3C65_04055,185,112,135,154,167,152
D3C65_04060,15,8,14,10,11,15
D3C65_04065,998,811,928,967,1000,953
D3C65_04070,364,302,331,623,538,598
D3C65_04075,155,126,125,159,145,139
D3C65_04080,39,28,44,62,43,55
D3C65_04085,996,844,910,820,840,929
D3C65_04090,850,585,662,692,720,721
D3C65_04095,153,132,153,176,181,155
D3C65_04100,19,11,17,9,19,20
D3C65_04105,17,11,4,14,13,6
D3C65_04110,44,36,29,33,41,47
D3C65_04115,175,116,179,187,136,139
D3C65_04120,118,106,134,89,90,99
D3C65_04125,55,27,39,34,37,44
D3C65_04130,28,25,19,32,36,35
D3C65_04135,86,77,81,85,98,87
D3C65_04140,353,301,333,297,303,345
D3C65_04145,294,239,224,295,302,263
D3C65_04150,2159,1634,1861,2142,2122,2146
D3C65_04155,148,124,122,127,130,112
D3C65_04160,43,28,17,29,31,15
D3C65_04165,38,33,42,40,32,28
D3C65_04170,40,36,35,41,45,35
D3C65_04175,38,23,28,30,28,23
D3C65_04180,662,506,589,711,646,642
D3C65_04185,52,44,54,70,55,60
D3C65_04190,41,32,37,37,42,38
D3C65_04195,301,267,309,492,407,424
D3C65_04200,38,37,42,48,53,42
D3C65_04205,41,31,36,31,31,32
D3C65_04210,27,23,26,25,20,21
D3C65_04215,18,27,34,24,23,30
D3C65_04220,5,9,3,2,8,8
D3C65_04225,5,6,9,11,12,10
D3C65_04230,438,378,444,433,433,485
D3C65_04235,34,20,32,46,31,41
D3C65_04240,446,320,417,458,435,467
D3C65_04245,71,47,54,52,42,56
D3C65_04250,137,101,120,96,126,94
D3C65_04255,152,95,100,99,106,122
D3C65_04260,945,857,778,748,732,766
D3C65_04265,247,182,162,165,167,165
D3C65_04270,659,567,594,489,509,468
D3C65_04275,1,0,0,0,1,0
D3C65_04280,688,550,709,650,663,679
D3C65_04285,21,17,20,31,23,21
D3C65_04290,193,157,146,108,130,115
D3C65_04295,565,401,380,365,404,341
D3C65_04300,242,224,253,190,272,264
D3C65_04305,2559,2182,2840,2749,3000,2677
D3C65_04310,2467,2050,2430,2222,2380,2305
D3C65_04315,2878,2588,3093,2898,3300,3019
D3C65_04320,3650,3262,4258,3934,4363,4223
D3C65_04325,889,701,868,900,946,917
D3C65_04330,30,19,15,26,20,28
D3C65_04335,39,33,38,37,34,38
D3C65_04340,57,39,38,27,43,34
D3C65_04345,20,25,16,20,15,27
D3C65_04350,100,67,94,101,102,84
D3C65_04355,103,89,89,100,98,81
D3C65_04360,42,29,38,38,49,44
D3C65_04365,33,33,62,50,48,34
D3C65_04370,66,66,53,64,33,53
D3C65_04375,612,544,517,528,530,531
D3C65_04380,578,373,452,494,502,502
D3C65_04385,2143,1893,2170,1965,2245,2103
D3C65_04390,547,606,731,556,560,679
D3C65_04395,3959,3280,4643,4813,4783,4828
D3C65_04400,788,811,893,972,889,1067
D3C65_04405,854,727,976,843,838,906
D3C65_04410,680,576,741,649,648,709
D3C65_04415,157,153,205,177,196,194
D3C65_04420,155,104,123,141,150,136
D3C65_04425,372,324,311,352,314,331
D3C65_04430,98,89,108,124,125,118
D3C65_04435,418,452,562,537,618,637
D3C65_04440,31,26,21,33,29,22
D3C65_04445,22,23,25,32,37,40
D3C65_04450,26,21,34,31,30,26
D3C65_04455,44,50,40,55,49,39
D3C65_04460,5,8,9,8,4,8
D3C65_04465,158,116,122,162,155,165
D3C65_04470,141,137,160,192,178,161
D3C65_04475,26,17,15,5,18,22
D3C65_04480,39,31,45,49,41,47
D3C65_04485,9,2,12,8,6,12
D3C65_04490,1,3,2,2,2,0
D3C65_04495,1,2,1,3,2,1
D3C65_04500,9,9,4,11,9,6
D3C65_04505,3,6,4,9,3,5
D3C65_04510,301,234,266,290,309,335
D3C65_04515,47,38,54,36,29,52
D3C65_04520,25,14,22,9,9,15
D3C65_04525,69,74,74,94,84,82
D3C65_04530,296,299,323,379,343,309
D3C65_04535,8,2,2,5,3,4
D3C65_04540,23,15,11,16,19,25
D3C65_04545,24,16,21,26,36,22
D3C65_04550,262,205,202,195,188,189
D3C65_04555,31,29,27,31,28,27
D3C65_04560,33,39,39,48,38,43
D3C65_04565,4,12,7,8,11,2
D3C65_04570,119,118,112,113,107,94
D3C65_04575,35,29,43,37,49,39
D3C65_04580,320,273,279,188,204,242
D3C65_04585,1318,1186,1284,973,1116,1203
D3C65_04590,57,50,58,72,68,53
D3C65_04595,81,55,57,63,58,55
D3C65_04600,185,162,148,213,211,206
D3C65_04605,401,335,332,301,334,391
D3C65_04610,76,79,86,83,87,75
D3C65_04615,117,101,117,133,143,109
D3C65_04620,42,39,46,65,54,57
D3C65_04625,8,10,6,5,6,3
D3C65_04630,79,73,115,107,91,93
D3C65_04635,2740,2472,2520,2616,2627,2738
D3C65_04640,2161,1657,1649,1843,1910,1860
D3C65_04645,969,976,1228,600,782,862
D3C65_04650,52634,45956,66739,51691,52607,55161
D3C65_04655,238,208,204,213,202,237
D3C65_04660,294,225,254,252,237,232
D3C65_04665,160,120,158,154,140,162
D3C65_04670,96,89,133,139,118,141
D3C65_04675,107,96,91,70,70,81
D3C65_04680,2651,2174,2773,3320,3250,2707
D3C65_04685,444,355,373,390,425,438
D3C65_04690,502,385,451,510,472,466
D3C65_04695,1,7,5,6,2,1
D3C65_04700,1038,785,906,997,941,944
D3C65_04705,2092,1704,1892,1767,1831,1864
D3C65_04710,1415,1289,1346,1639,1765,1763
D3C65_04715,1792,1646,1852,2224,2330,2345
D3C65_04720,5656,4819,5303,5800,5748,5612
D3C65_04725,3148,2524,2901,2952,3237,3159
D3C65_04730,1929,1444,1689,1828,1879,1791
D3C65_04735,589,463,458,378,417,438
D3C65_04740,613,498,571,640,627,587
D3C65_04745,413,355,416,315,324,356
D3C65_04750,2439,2203,2541,2196,2256,2395
D3C65_04755,851,695,796,690,776,764
D3C65_04760,908,698,816,727,760,730
D3C65_04765,6333,5151,5775,5731,5919,5897
D3C65_04770,1157,858,901,1317,1202,1157
D3C65_04775,621,442,474,582,517,516
D3C65_04780,117,61,97,113,131,110
D3C65_04785,125,117,145,128,128,137
D3C65_04790,67,50,56,51,62,71
D3C65_04795,18,12,11,17,10,8
D3C65_04800,51,31,51,51,45,38
D3C65_04805,339,273,287,332,309,313
D3C65_04810,504,410,397,421,437,427
D3C65_04815,167,125,162,160,150,176
D3C65_04820,47,49,42,68,57,62
D3C65_04825,1206,1014,1131,1021,1074,1067
D3C65_04830,9255,7232,7375,8805,8108,7915
D3C65_04835,860,652,725,913,828,827
D3C65_04840,1347,1073,1279,1293,1341,1366
D3C65_04845,103,89,111,90,101,93
D3C65_04850,261,250,299,260,255,263
D3C65_04855,740,638,888,752,686,735
D3C65_04860,129,122,91,89,108,181
D3C65_04865,270,215,170,244,245,298
D3C65_04870,276,216,183,186,246,360
D3C65_04875,1480,1047,779,949,1090,1725
D3C65_04880,834,641,779,787,820,940
D3C65_04885,2972,2242,2422,2471,2643,2490
D3C65_04890,695,557,606,511,594,598
D3C65_04895,253,179,221,241,231,246
D3C65_04900,737,558,639,652,675,761
D3C65_04905,871,792,923,908,943,985
D3C65_04910,578,542,553,574,602,618
D3C65_04915,226,194,204,153,185,200
D3C65_04920,583,471,461,443,479,483
D3C65_04925,550,433,455,502,478,514
D3C65_04930,1037,808,868,963,974,926
D3C65_04935,675,584,584,681,622,610
D3C65_04940,178,129,157,151,157,156
D3C65_04945,72,65,81,100,96,120
D3C65_04950,4186,3407,3945,3860,3899,3834
D3C65_04955,1894,1705,1759,1533,1604,1495
D3C65_04960,3456,2806,2773,2628,2563,2705
D3C65_04965,1204,990,963,1109,1070,1091
D3C65_04970,3040,2450,2670,3312,2925,2838
D3C65_04975,1588,1321,1412,1221,1165,1288
D3C65_04980,3097,2486,2732,3018,2859,3013
D3C65_04985,3923,3137,3504,3749,3664,3680
D3C65_04990,8968,7296,8090,8336,8425,7920
D3C65_04995,1434,1136,1172,1353,1243,1268
D3C65_05000,1881,1486,1568,1589,1552,1551
D3C65_05005,5300,4037,4300,4591,4676,4575
D3C65_05010,201,149,182,182,184,229
D3C65_05015,53,36,41,48,42,42
D3C65_05020,295,256,265,205,206,252
D3C65_05025,2064,1635,1860,2076,2008,2103
D3C65_05030,13,14,10,17,12,13
D3C65_05035,127,176,180,182,158,259
D3C65_05040,1417,1125,1145,1300,1265,1308
D3C65_05045,2963,2440,2876,3178,3064,3028
D3C65_05050,19291,16076,18967,18048,19076,19304
D3C65_05055,74,85,107,121,115,108
D3C65_05060,378,298,309,240,312,310
D3C65_05065,2174,1693,1786,1862,1918,1921
D3C65_05070,3017,2233,2570,2520,2522,2178
D3C65_05075,1357,1051,1065,1312,1287,1046
D3C65_05080,3866,3062,3334,3935,3406,3240
D3C65_05085,4746,3728,4151,4750,4440,4374
D3C65_05090,1422,1265,1270,1243,1172,1083
D3C65_05095,1813,2028,2504,2570,1980,2158
D3C65_05100,4823,3612,4147,4425,4581,4328
D3C65_05105,842,643,835,1190,1057,1023
D3C65_05110,1842,1455,1521,1522,1546,1599
D3C65_05115,1937,1567,1911,1906,1966,2049
D3C65_05120,691,735,841,726,764,893
D3C65_05125,1138,951,978,1057,1284,1410
D3C65_05130,118,102,82,60,82,101
D3C65_05135,2198,1861,2140,2240,2329,2357
D3C65_05140,564,451,503,433,519,534
D3C65_05145,311,288,367,376,373,464
D3C65_05150,653,451,443,445,461,485
D3C65_05155,1012,957,1179,1280,1220,1178
D3C65_05160,1711,1745,2175,1966,1900,2046
D3C65_05165,357,276,259,209,226,211
D3C65_05170,15,16,20,9,12,21
D3C65_05175,362,244,313,344,371,344
D3C65_05180,435,327,372,502,502,468
D3C65_05185,1691,1294,1469,1393,1465,1454
D3C65_05190,59,33,37,46,50,35
D3C65_05195,172,131,139,213,157,200
D3C65_05200,773,621,720,835,817,833
D3C65_05205,64,87,96,89,89,101
D3C65_05210,185,178,183,200,203,201
D3C65_05215,306,274,299,322,312,304
D3C65_05220,43,30,35,55,45,44
D3C65_05225,100,61,73,76,75,71
D3C65_05230,286,300,418,488,452,434
D3C65_05235,438,396,477,523,505,493
D3C65_05240,2297,1833,2148,2165,2214,2254
D3C65_05245,971,804,918,854,891,912
D3C65_05250,33,27,30,29,35,28
D3C65_05255,1357,1131,1389,1198,1245,1163
D3C65_05260,233,187,237,262,201,216
D3C65_05265,251,225,214,230,253,256
D3C65_05270,414,388,480,515,500,481
D3C65_05275,333,257,305,286,301,315
D3C65_05280,523,440,514,412,460,471
D3C65_05285,1024,888,1125,1096,1144,1097
D3C65_05290,331,266,304,279,312,309
D3C65_05295,9736,7525,7247,9157,8455,8708
D3C65_05300,217,207,196,173,191,229
D3C65_05305,111,75,67,98,92,75
D3C65_05310,37,36,37,34,33,40
D3C65_05315,33,28,28,30,35,35
D3C65_05320,56,48,54,53,52,51
D3C65_05325,3154,2598,2539,2299,2654,2709
D3C65_05330,748,625,756,675,653,656
D3C65_05335,63,56,58,52,59,61
D3C65_05340,78,105,106,84,57,65
D3C65_05345,696,552,675,659,677,596
D3C65_05350,505,421,514,497,472,415
D3C65_05355,159,125,151,193,154,134
D3C65_05360,203,169,226,269,230,237
D3C65_05365,42,41,44,24,35,42
D3C65_05370,939,675,832,915,929,983
D3C65_05375,232,184,207,192,181,238
D3C65_05380,8,2,4,3,12,11
D3C65_05385,622,502,561,472,537,881
D3C65_05390,322,257,256,308,323,568
D3C65_05395,631,500,545,598,613,644
D3C65_05400,309,261,334,214,244,268
D3C65_05405,5,1,3,3,4,3
D3C65_05410,414,334,486,450,436,472
D3C65_05415,952,703,969,852,929,919
D3C65_05420,270,233,253,211,267,240
D3C65_05425,394,319,385,413,402,438
D3C65_05430,349,316,370,447,534,517
D3C65_05435,203,167,181,148,228,251
D3C65_05440,1522,1252,1517,1322,1601,1701
D3C65_05445,913,818,974,656,781,908
D3C65_05450,398,318,403,292,308,372
D3C65_05455,123,121,156,115,102,169
D3C65_05460,62,57,57,57,65,72
D3C65_05465,2616,1849,2158,1833,1956,2037
D3C65_05470,1798,1303,1486,1298,1470,1434
D3C65_05475,836,599,716,555,617,618
D3C65_05480,1424,977,1263,1233,1275,1267
D3C65_05485,1581,1208,1534,1685,1571,1779
D3C65_05490,6011,4850,5252,5176,5210,5217
D3C65_05495,545,444,513,669,634,694
D3C65_05500,509,454,568,607,684,624
D3C65_05505,65,51,49,49,72,56
D3C65_05510,66,51,61,63,64,57
D3C65_05515,327,292,354,352,304,360
D3C65_05520,51,37,48,58,75,61
D3C65_05525,738,582,619,658,661,622
D3C65_05530,475,379,517,523,495,462
D3C65_05535,530,488,509,611,527,479
D3C65_05540,471,350,400,458,425,463
D3C65_05545,38,20,34,29,40,29
D3C65_05550,279,239,280,269,254,255
D3C65_05555,149,136,161,175,194,216
D3C65_05560,73,52,86,69,79,94
D3C65_05565,87,72,97,111,126,145
D3C65_05570,96,107,85,139,150,160
D3C65_05575,4,6,8,8,11,10
D3C65_05580,1729,1392,1423,1398,1453,1469
D3C65_05585,67,55,66,74,62,80
D3C65_05590,388,304,349,352,359,353
D3C65_05595,118,95,99,140,128,109
D3C65_05600,65,54,45,55,68,60
D3C65_05605,442,351,360,377,387,398
D3C65_05610,348,279,404,373,431,397
D3C65_05615,449,471,575,514,510,539
D3C65_05620,1134,1049,1388,1031,1268,1282
D3C65_05625,1402,1444,1915,1674,1884,1869
D3C65_05630,1477,1297,1728,1784,1646,1653
D3C65_05635,2277,1839,2230,2575,3577,3868
D3C65_05640,643,513,706,722,904,1064
D3C65_05645,713,557,842,733,890,986
D3C65_05650,158,151,197,168,196,180
D3C65_05655,31,29,38,42,49,45
D3C65_05660,45,30,62,55,67,53
D3C65_05665,40,40,59,55,56,56
D3C65_05670,39,39,50,39,36,36
D3C65_05675,73,69,94,113,94,94
D3C65_05680,112,126,152,145,98,123
D3C65_05685,70,47,65,44,49,48
D3C65_05690,1317,1205,1254,6610,6159,6147
D3C65_05695,912,848,792,1036,1039,1066
D3C65_05700,623,460,591,584,598,646
D3C65_05705,428,333,367,416,387,415
D3C65_05710,421,353,383,359,434,420
D3C65_05715,656,515,586,564,615,630
D3C65_05720,7848,5952,6253,7118,6893,6815
D3C65_05725,20,15,15,24,20,23
D3C65_05730,245,190,234,249,279,285
D3C65_05735,1915,1493,1964,1883,2036,1950
D3C65_05740,431,374,411,374,436,426
D3C65_05745,1134,1005,1185,1239,1297,1301
D3C65_05750,413,288,332,347,380,389
D3C65_05755,398,280,329,287,330,331
D3C65_05760,215,168,194,126,124,153
D3C65_05765,722,561,520,535,553,575
D3C65_05770,725,665,757,693,822,901
D3C65_05775,263,196,234,206,176,206
D3C65_05780,1971,1506,2082,1911,1992,2080
D3C65_05785,1611,1308,1501,1447,1493,1505
D3C65_05790,532,404,489,622,548,539
D3C65_05795,194,161,153,175,168,163
D3C65_05800,322,319,399,303,303,404
D3C65_05805,264,216,236,232,222,257
D3C65_05810,237,206,260,220,221,274
D3C65_05815,34,29,33,42,44,49
D3C65_05820,67,63,71,75,59,64
D3C65_05825,11,11,13,14,5,11
D3C65_05830,531,463,424,378,396,378
D3C65_05835,588,448,620,648,575,691
D3C65_05840,3106,2895,4374,2890,3665,3883
D3C65_05845,639,496,452,526,568,602
D3C65_05850,673,495,440,619,669,611
D3C65_05855,2093,1631,1621,1690,1892,2263
D3C65_05860,13,7,8,9,6,8
D3C65_05865,80,74,84,59,51,62
D3C65_05870,10902,8416,9963,10556,10408,9889
D3C65_05875,372,282,303,374,324,338
D3C65_05880,452,334,380,387,365,341
D3C65_05885,7080,5821,7068,7448,7645,7097
D3C65_05890,259,264,331,278,273,290
D3C65_05895,106,101,104,87,97,127
D3C65_05900,3384,2889,3269,3347,3308,3480
D3C65_05905,2934,2481,2759,2475,2819,2795
D3C65_05910,516,433,453,519,445,493
D3C65_05915,269,273,279,251,256,270
D3C65_05920,115,151,165,79,96,125
D3C65_05925,2371,1948,2299,2441,2409,2536
D3C65_05930,3971,3425,3696,3390,3579,3494
D3C65_05935,5931,4726,5109,4937,4874,4709
D3C65_05940,13992,10208,10436,12512,11991,11134
D3C65_05945,8064,6265,6498,6310,6664,6416
D3C65_05950,2602,2082,2336,2889,2862,3234
D3C65_05955,4511,4054,4498,4660,4519,4515
D3C65_05960,2013,1783,2145,1742,1687,1820
D3C65_05965,1967,1647,1827,1752,1787,1832
D3C65_05970,2852,2788,3565,3067,2985,2839
D3C65_05975,13175,10624,12653,12570,12469,11725
D3C65_05980,4316,3380,3974,3788,3854,3545
D3C65_05985,2612,2156,2278,1947,2077,1871
D3C65_05990,3274,2611,2928,3390,3185,2836
D3C65_05995,6342,5197,5559,5016,5304,5077
D3C65_06000,2209,1700,1923,1799,1831,1690
D3C65_06005,1329,1108,1210,965,1078,1043
D3C65_06010,22829,17547,19073,22107,20664,19564
D3C65_06015,13030,10320,10793,10305,11162,10133
D3C65_06020,3012,2448,2808,2953,2853,2879
D3C65_06025,3162,2614,3036,3297,2858,3290
D3C65_06030,5257,4280,4952,4541,4789,4616
D3C65_06035,6944,5510,5770,5952,6320,5963
D3C65_06040,3714,3035,3048,3067,3291,3096
D3C65_06045,7871,6797,6973,5377,6204,6328
D3C65_06050,7556,6121,6847,6432,6559,6500
D3C65_06055,1356,1124,1310,1211,1211,1244
D3C65_06060,950,841,1004,981,988,990
D3C65_06065,445,380,367,358,424,429
D3C65_06070,450,380,490,531,545,578
D3C65_06075,576,468,504,549,510,472
D3C65_06080,639,597,562,592,613,544
D3C65_06085,3574,2866,3454,3345,3366,3425
D3C65_06090,326,378,388,310,318,374
D3C65_06095,893,1163,1099,957,1319,1302
D3C65_06100,394,429,417,320,401,369
D3C65_06105,51,71,87,92,115,127
D3C65_06110,368,294,301,320,339,349
