"gene_id","Ag1","Ag2","Ag3","AgTe1","AgTe2","AgTe3","C1","C2","C3","Te1","Te2","Te3"
"A4W92_RS27555",22,20,16,20,20,26,19,17,17,17,23,26
"A4W92_RS27560",18,6,10,17,21,25,25,23,21,16,27,19
"A4W92_RS27565",1251,1094,764,933,798,1509,880,1094,972,1059,1101,1309
"A4W92_RS27570",323,286,242,316,237,393,230,268,256,264,315,378
"A4W92_RS27575",5926,6237,3594,5517,5067,8559,5890,6230,4887,5038,5992,6957
"A4W92_RS27580",1124,1022,881,2977,1697,4108,944,1099,901,1393,1473,1811
"A4W92_RS27585",7659,7912,4878,5420,5392,8994,8800,8798,6997,6898,7790,8296
"A4W92_RS27590",2867,2846,1789,2236,2164,3249,2727,2834,2311,2492,2620,3509
"A4W92_RS27595",5185,3702,2996,3345,3316,5727,3125,3900,3397,3312,3103,4498
"A4W92_RS27600",2582,1937,1235,1691,1715,3184,2714,2734,2225,1937,2466,2639
"A4W92_RS27605",311,257,196,238,219,381,225,259,217,232,241,314
"A4W92_RS27610",322,265,197,214,207,325,290,248,255,229,237,315
"A4W92_RS27615",292,341,213,276,261,404,312,342,239,321,284,358
"A4W92_RS27620",1333,1144,752,887,816,1531,1256,1265,1039,969,1149,1279
"A4W92_RS27625",92,127,61,126,90,182,112,103,85,101,118,127
"A4W92_RS27630",38,28,20,32,20,42,14,28,19,19,32,29
"A4W92_RS27635",3799,3093,2552,2557,2683,4361,3052,3305,2673,3115,2829,3940
"A4W92_RS27640",718,467,367,436,390,590,533,558,485,430,477,648
"A4W92_RS27645",158,146,70,79,94,207,115,125,97,92,98,154
"A4W92_RS27650",2629,1828,1644,795,774,1368,1755,2661,2339,1676,1570,2203
"A4W92_RS27655",135,99,83,96,82,125,68,74,59,90,88,120
"A4W92_RS27660",416,133,188,243,192,342,32,56,62,180,170,276
"A4W92_RS27665",48,23,22,24,37,48,27,29,25,25,24,32
"A4W92_RS27670",94,60,46,98,97,172,71,91,77,95,65,92
"A4W92_RS27675",41,52,29,37,37,56,57,57,41,60,67,65
"A4W92_RS27680",102,81,61,116,88,148,74,84,77,91,126,126
"A4W92_RS33695",4,0,2,5,1,1,1,4,2,4,4,0
"A4W92_RS33700",159,201,161,310,185,371,191,183,185,201,243,238
"A4W92_RS27690",299,281,173,227,219,362,400,367,261,226,288,296
"A4W92_RS27695",637,615,451,558,537,929,485,601,510,509,443,715
"A4W92_RS27700",613,544,376,320,454,767,449,726,516,518,467,531
"A4W92_RS27705",363,351,212,211,257,505,260,388,298,273,278,337
"A4W92_RS27710",6403,3231,2039,2127,2582,3574,2997,3867,3436,3323,3033,5913
"A4W92_RS27720",322,269,188,143,160,246,269,266,230,213,226,260
"A4W92_RS27725",270,279,148,204,166,295,221,268,218,262,230,297
"A4W92_RS27730",32,31,21,29,23,49,37,36,30,31,34,36
"A4W92_RS27735",69,60,52,58,45,88,72,77,59,59,54,75
"A4W92_RS33510",92,144,93,116,85,113,94,127,81,110,187,148
"A4W92_RS27750",407,319,235,208,227,388,343,360,327,279,302,355
"A4W92_RS27755",547,574,452,527,366,659,418,529,434,514,577,654
"A4W92_RS27760",2095,1751,1005,1567,1394,2587,1818,2056,1663,1689,2027,2031
"A4W92_RS27765",359,314,135,251,246,485,320,374,332,314,394,392
"A4W92_RS27770",13,10,14,12,17,20,15,15,21,24,10,25
"A4W92_RS27775",44,38,34,47,41,69,27,40,21,49,34,39
"A4W92_RS27780",183,171,129,255,185,355,151,165,143,189,206,227
"A4W92_RS27785",1439,1266,905,1574,1066,2138,1182,1320,1290,1284,1585,1626
"A4W92_RS27790",702,565,451,658,443,826,432,523,465,447,525,690
"A4W92_RS27795",48,33,33,28,20,33,48,37,32,36,32,22
"A4W92_RS27800",11,6,8,16,5,19,7,10,15,10,10,12
"A4W92_RS27805",37,26,20,27,22,31,32,34,21,32,26,42
"A4W92_RS27810",100,83,63,56,60,90,71,83,53,60,78,105
"A4W92_RS27815",396,323,184,301,309,454,467,390,343,289,348,449
"A4W92_RS27820",21609,17647,15701,12081,12489,20148,21138,20265,17640,17539,18005,19968
"A4W92_RS27825",429,561,361,1141,607,1190,345,558,451,697,677,859
"A4W92_RS27830",407,251,214,391,291,604,261,355,300,282,304,408
"A4W92_RS27835",160,152,80,172,132,245,203,203,153,141,212,228
"A4W92_RS27840",8756,5068,4125,3732,3500,6072,3770,5246,4408,4144,5117,6664
"A4W92_RS27845",3287,3331,2351,3444,3253,5696,2657,3069,2320,2939,3036,3722
"A4W92_RS27850",634,657,520,452,430,763,602,667,584,529,490,759
"A4W92_RS27855",120,155,107,235,128,286,114,145,109,143,184,233
"A4W92_RS27860",3647,3706,2341,1899,2569,4309,2335,3701,3070,3643,2419,3986
"A4W92_RS27865",5533,6465,4479,3840,3801,6512,3624,5897,4725,6275,4697,7232
"A4W92_RS27870",174,135,105,83,84,134,107,149,125,132,148,143
"A4W92_RS27875",88,113,40,68,63,124,39,85,39,65,50,74
"A4W92_RS27880",350,286,170,279,260,475,189,250,196,248,238,313
"A4W92_RS27885",14,21,12,19,12,35,12,18,19,21,23,20
"A4W92_RS27890",205,178,137,480,293,539,142,208,162,220,307,294
"A4W92_RS27895",200,139,102,159,163,296,130,162,133,153,144,179
"A4W92_RS27900",69,89,46,123,83,180,64,91,62,72,94,96
"A4W92_RS27905",158,149,99,266,175,292,111,148,128,147,192,246
"A4W92_RS27910",577,410,292,650,488,866,369,522,397,503,510,690
"A4W92_RS27915",670,666,641,631,358,680,331,555,424,533,698,910
"A4W92_RS27920",788,549,491,469,403,747,520,649,552,585,590,735
"A4W92_RS27925",731,474,466,433,388,628,329,361,357,352,390,636
"A4W92_RS27930",299,305,229,151,128,250,290,283,245,213,250,241
"A4W92_RS27935",946,680,515,457,349,544,448,688,509,442,565,787
"A4W92_RS27940",37777,30353,18828,22664,24517,37695,33798,35743,29967,28876,30671,39305
"A4W92_RS27945",65566,59716,39111,47350,44789,69758,64379,61629,53769,53158,64486,75514
"A4W92_RS27950",64960,63752,43440,48791,43301,68278,66355,62016,53620,53812,59411,74825
"A4W92_RS27955",162073,143686,91737,98934,101214,159722,159064,152838,129036,127108,152913,170925
"A4W92_RS27960",7845,6820,4202,5344,5744,9020,8379,7654,6740,6766,7243,8267
"A4W92_RS27965",12876,11809,7213,7756,8304,13697,12488,13201,11247,11224,11456,12937
"A4W92_RS27970",14919,14014,9861,14830,12221,19089,7852,11935,9809,12774,14083,18939
"A4W92_RS27975",13789,13147,9227,14727,12304,20636,8136,11543,9257,12053,11136,17000
"A4W92_RS27990",995.601,1032.829,577.644,952.649,852.793,1501.836,760.58,1098.96,804.93,1010.612,1168.56,1263.45
"A4W92_RS33230",51,40,16,19,35,45,36,49,38,45,48,50
"A4W92_RS28000",162,177,131,44,81,145,131,174,133,105,106,121
"A4W92_RS28005",1047,1058,783,533,619,1156,967,1150,957,872,786,942
"A4W92_RS28010",104,112,70,56,65,83,79,134,86,97,79,88
"A4W92_RS28015",1332,1022,856,603,674,1115,1057,1160,947,881,851,1159
"A4W92_RS28020",71,39,48,33,68,72,78,66,61,48,48,51
"A4W92_RS28025",202,169,129,128,147,216,113,129,154,137,119,171
"A4W92_RS28030",47,40,36,37,40,72,37,35,39,49,54,50
"A4W92_RS28035",92,68,65,79,51,129,84,95,71,63,98,103
"A4W92_RS28040",535,397,258,361,294,647,458,510,388,419,480,500
"A4W92_RS28045",210,147,146,207,187,363,170,196,171,213,208,222
"A4W92_RS28050",545,358,343,519,374,784,337,400,343,434,463,584
"A4W92_RS28055",113,118,108,113,89,137,72,107,100,99,104,136
"A4W92_RS28060",318,266,200,186,200,318,184,277,230,254,222,340
"A4W92_RS28065",13,15,12,15,14,22,18,16,10,9,7,21
"A4W92_RS28070",162,143,110,195,143,263,130,143,103,157,153,175
"A4W92_RS28075",438,360,292,467,316,519,212,353,285,378,386,510
"A4W92_RS28080",245,222,133,245,202,377,210,215,224,195,261,277
"A4W92_RS28085",1250,861,603,439,456,871,472,534,414,647,467,818
"A4W92_RS28090",830,550,513,391,402,698,554,664,595,556,478,688
"A4W92_RS28095",4836,3318,2788,4803,3557,6981,2943,3606,3308,3551,3725,5118
"A4W92_RS28100",219,232,130,202,185,280,124,184,156,192,196,232
"A4W92_RS28105",3940,3374,2719,3977,3692,6541,3202,3284,2888,3452,3522,4177
"A4W92_RS28110",554,506,400,492,457,779,466,502,434,505,523,552
"A4W92_RS28115",1410,1261,1044,1071,1005,1637,1126,1314,1146,1306,1276,1402
"A4W92_RS28120",885,397,323,233,186,313,380,453,412,275,316,509
"A4W92_RS33705",11,21,8,18,4,19,18,16,7,13,17,27
"A4W92_RS28125",47,31,29,26,25,44,33,36,43,39,39,43
"A4W92_RS28130",240,182,119,142,104,224,231,204,193,123,169,167
"A4W92_RS28135",70,64,62,56,31,82,73,75,73,64,44,58
"A4W92_RS28140",91,65,76,60,57,69,96,91,71,62,83,91
"A4W92_RS28145",223,158,175,154,100,206,182,177,210,192,156,198
"A4W92_RS28150",396,304,310,155,166,261,249,288,275,260,214,298
"A4W92_RS28155",39,21,21,11,9,29,37,27,23,23,22,25
"A4W92_RS28160",292,208,232,202,210,330,184,200,190,205,228,305
"A4W92_RS28165",527,471,354,417,330,637,400,511,439,409,508,610
"A4W92_RS28170",70,97,60,47,37,75,54,82,55,81,85,94
"A4W92_RS28175",153,161,95,141,128,249,157.199,171,138,161,159,200
"A4W92_RS28180",633,620,372,364,444,701,384,559,438,559,451,680
"A4W92_RS28185",501,361,237,315,399,722,258,372,317,360,321,446
"A4W92_RS28190",433,451,355,228,220,385,337,365,307,353,285,413
"A4W92_RS28195",171,138,79,109,136,204,118,181,131,129,108,175
"A4W92_RS28200",1239.416,1092.99,529.981,789.388,1049.382,1507.999,917.985,1356.415,947.971,1079.973,864.984,1590.465
"A4W92_RS28205",5237,5230,3784,3050,3348,5118,3707,5830,4274,3998,4518,6998
"A4W92_RS28210",6135,4820,3633,3011,4017,5873,4021,6034,4772,4060,4392,6987
"A4W92_RS28215",2153.715,2103.435,1270.734,2088.522,1865.471,3094.712,1723.5,2080.298,1749.838,1638.199,2038.313,2452.85
"A4W92_RS28220",661,698,430,472,448,833,592,756,609,616,544,711
"A4W92_RS28225",89,74,48,71,58,95,46,64,56,72,58,108
"A4W92_RS28230",822,635,444,677,558,1000,517,696,600,580,543,781
"A4W92_RS28235",413,297,255,414,264,581,326,344,281,301,366,408
"A4W92_RS28240",306,218,182,199,184,346,193,254,214,229,189,280
"A4W92_RS28245",60,57,55,60,49,107,57,68,53,58,53,81
"A4W92_RS28250",3266,1346,1302,704,696,989,812,1290,1300,851,976,1860
"A4W92_RS28255",95,66,43,46,65,77,66,39,59,56,44,93
"A4W92_RS28260",203,150,105,132,122,204,159,189,138,162,176,205
"A4W92_RS28265",136,89,74,81,66,127,81,99,81,103,105,147
"A4W92_RS28270",83,65,59,47,58,69,50,70,52,62,84,77
"A4W92_RS28275",72,52,36,34,30,45,30,37,29,32,48,56
"A4W92_RS28280",57,37,21,28,27,49,40,46,31,33,36,41
"A4W92_RS28285",54,34,43,39,42,64,30,46,61,51,56,46
"A4W92_RS28290",160,132,102,110,93,142,115,176,115,121,144,146
"A4W92_RS33515",95,87,85,64,66,111,72,92,79,105,90,111
"A4W92_RS28300",130,95,66,80,61,125,83,92,79,89,84,117
"A4W92_RS28305",797,515,431,971,666,1086,389,514,420,519,563,860
"A4W92_RS28310",11656,8530,7901,9215,7816,12866,11220,8729,8801,7318,8727,10973
"A4W92_RS28315",946,793,450,719,719,1097,1212,1097,930,776,913,1045
"A4W92_RS28320",811,763,498,766,819,1398,595,831,746,797,707,975
"A4W92_RS28325",271,538,92,78,255,477,100,199,139,194,94,175
"A4W92_RS28330",120,193,78,109,126,277,74,111,73,134,114,170
"A4W92_RS28335",874,1172,488,495,780,1452,510,916,787,981,646,987
"A4W92_RS28340",140,135,97,141,129,240,120,135,106,132,135,135
"A4W92_RS28345",274,281,153,257,284,442,259,311,217,227,238,293
"A4W92_RS28350",735,647,408,988,816,1624,585,792,632,629,772,866
"A4W92_RS28355",2056,1856,1476,2264,1505,3074,1964,1996,1842,1655,1846,2055
"A4W92_RS28360",1168,1031,840,1157,843,1584,1071,1107,1041,963,1084,1168
"A4W92_RS28365",1421,1175,888,1139,881,1737,1236,1498,1272,1180,1244,1391
"A4W92_RS28370",1107,1174,834,729,617,1120,931,1165,973,929,1141,1216
"A4W92_RS28375",102,109,85,112,68,144,91,104,85,107,124,122
"A4W92_RS28380",4510,3533,2142,2228,2583,4465,3321,4495,3894,3209,2927,3890
"A4W92_RS28385",336,523,192,502,321,584,403,532,400,389,687,555
"A4W92_RS28390",2935,2517,1462,2603,2109,4317,2288,2983,2576,2545,2444,2927
"A4W92_RS28395",2303,1989,1359,1777,1578,2639,1371,1947,1580,1672,1762,2386
"A4W92_RS28400",139,204,94,182,182,302,278,266,175,166,221,250
"A4W92_RS28405",137,131,86,75,90,156,128,147,146,103,123,124
"A4W92_RS28410",7112,6339,4409,2830,2805,4856,8019,7497,6411,6110,6324,6571
"A4W92_RS28415",7309,6527,4418,3351,3109,5471,8566,7638,6684,6559,6812,6786
"A4W92_RS28420",8011,7423,5153,3472,3478,5911,8867,8599,7280,7018,7566,7784
"A4W92_RS28425",1306,1095,721,591,554,946,1428,1375,1293,1155,1175,1308
"A4W92_RS28430",3024,2471,1585,1240,1277,2171,3204,2995,2556,2597,2535,2784
"A4W92_RS28435",3602,3060,2105,1675,1695,2863,4236,3760,3133,3157,3119,3401
"A4W92_RS28440",5901,5079,3333,2680,2731,4575,6705,6239,5691,5445,5154,5467
"A4W92_RS28445",18026,17209,11318,9586,9647,16568,21104,21006,18651,17394,17817,18733
"A4W92_RS28450",8286,7774,4859,4207,4298,7491,8549,9260,7919,7625,7672,8189
"A4W92_RS28455",3606,3171,2201,1901,2038,3231,3731,3891,3290,3265,3146,3455
"A4W92_RS28460",14484,13057,8126,9589,9590,16083,16007,15298,12963,13225,13008,14456
"A4W92_RS28465",12890,12022,6456,8685,8338,14293,11016,12286,10106,10721,10669,12573
"A4W92_RS28470",4935,4124,2125,6002,3917,6364,3733,4644,4078,3889,4825,6214
"A4W92_RS28475",28,23,14,32,20,28,26,22,19,16,34,24
"A4W92_RS28480",148,164,101,149,117,177,141,139,130,154,160,190
"A4W92_RS28485",11567,7803,6944,8308,8881,14798,9351,9903,9456,9174,8571,10590
"A4W92_RS28490",2136,1684,1167,908,1070,1864,1786,1930,1726,1606,1342,1847
"A4W92_RS28495",1332,1298,785,948,889,1678,1404,1620,1281,1286,1190,1563
"A4W92_RS28500",2973,2800,1666,3314,2608,4765,2418,3103,2476,2908,3078,3849
"A4W92_RS28505",4640,5077,2476,4458,4398,8404,5371,6549,5426,5951,5853,6854
"A4W92_RS28510",5424,6838,2706,9030,6383,12067,10414,9101,7233,6591,9912,8580
"A4W92_RS28515",409,388,258,206,230,380,487,466,364,323,400,409
"A4W92_RS28520",1951,1782,1084,1280,1246,2143,1831,2165,1845,1631,1781,2104
"A4W92_RS28525",5011,4681,2907,4592,3837,6917,4977,5851,4870,4360,4986,5880
"A4W92_RS28530",548,416,267,259,297,469,418,474,386,338,336,444
"A4W92_RS28535",70526,44012,31697,30804,34049,53499,44632,47313,41580,38285,36731,52372
"A4W92_RS28540",67879,54090,46011,47740,43875,75745,49028,60103,51173,54964,48462,63814
"A4W92_RS28545",3306,2644,2894,2179,1668,3020,2322,2581,2307,2548,2253,3150
"A4W92_RS28550",4985,4210,2907,5054,4324,6592,4315,4501,3887,4157,4269,6040
"A4W92_RS28555",31266,27444,19655,26434,24550,42624,24262,29505,24364,27126,25512,33008
"A4W92_RS28560",5389,7032,3320,7406,6471,9902,10018,9047,7788,6213,8998,9605
"A4W92_RS28565",1193,1050,818,1137,974,1647,1012,1093,937,962,998,1296
"A4W92_RS28570",1296,994,766,595,703,1154,1172,1224,1015,998,821,1133
"A4W92_RS28575",8225,7164,5536,5769,5475,9434,6480,6829,5844,6528,5700,7897
"A4W92_RS28580",13292,12055,8149,9723,9171,15734,10116,13002,10380,10976,11454,14101
"A4W92_RS28585",3204,3136,2587,2283,2124,3633,2699,3149,2697,2714,2590,3488
"A4W92_RS28590",6144,5803,4092,3374,3414,5756,4972,6439,5023,5246,4982,6159
"A4W92_RS28595",8223,6920,4977,4953,4921,8830,7543,8265,7001,6580,6325,7814
"A4W92_RS28600",5127,4606,3154,2586,2771,4816,4514,5549,4520,4421,4125,5153
"A4W92_RS28605",374,324,252,277,240,407,330,371,308,288,307,350
"A4W92_RS28610",2021,1816,1220,1181,1272,2080,1971,2022,1705,1634,1503,1871
"A4W92_RS28615",664,543,353,408,448,745,669,747,651,559,537,605
"A4W92_RS28620",581,512,331,323,370,636,526,672,593,436,409,526
"A4W92_RS28625",713,669,462,573,525,929,573,735,634,575,639,759
"A4W92_RS28630",775,704,442,724,637,1154,687,812,746,693,670,947
"A4W92_RS28635",20784,19752,10400,50124,36218,67530,17209,19147,15463,21693,24036,31519
"A4W92_RS28645",549,476,381,464,328,628,577,541,492,465,540,569
"A4W92_RS28650",71,56,56,59,32,58,70,71,75,63,74,69
"A4W92_RS33710",1831.232,1535.005,1394.019,1505.936,1082.006,2274.339,2169.716,2045.749,1985.417,1761.073,2168.381,1960.037
"A4W92_RS28660",382,345,298,310,202,490,405,395,419,390,369,399
"A4W92_RS28665",307,241,221,251,153,338,399,300,313,295,337,355
"A4W92_RS28670",613,558,457,470,368,708,724,717,694,615,687,663
"A4W92_RS28675",507,408,348,404,283,591,595,544,476,475,532,508
"A4W92_RS28680",739,659,533,626,494,973,831,822,721,751,780,880
"A4W92_RS28685",338,340,274,329,229,484,377,371,357,358,427,382
"A4W92_RS28690",1694.87,1404.253,1220.476,1434.795,1085.087,2199.267,1781.692,1765.948,1761.462,1607.28,1861.481,1853.595
"A4W92_RS28695",2361,1989,1649,2273,1705,3097,2338,2276,2224,2382,2522,2718
"A4W92_RS28700",2430,1877,1744,2412,1661,3606,2524,2321,2225,2430,2877,2650
"A4W92_RS28705",1644,1303,1190,1972,1251,2698,1818,1598,1657,1614,1876,1890
"A4W92_RS28710",280,207,201,300,182,371,279,264,250,247,289,291
"A4W92_RS28715",1935,1497,1304,2179,1381,3067,1832,1864,1684,1847,2095,2125
"A4W92_RS28720",1366,1048,952,1613,1133,2437,1338,1237,1238,1335,1514,1589
"A4W92_RS28725",538,448,327,778,474,1078,496,521,454,569,576,656
"A4W92_RS28730",175,174,114,272,191,380,173,165,156,181,209,247
"A4W92_RS28735",230,184,137,378,218,509,165,203,146,197,272,278
"A4W92_RS33530",46,58,50,139,56,141,38,61,48,59,71,111
"A4W92_RS28740",2327,2443,2117,2994,1537,3374,1818,2384,2046,2378,3028,3378
"A4W92_RS33715",365,354,282,532,357,731,337,449,368,395,459,515
"A4W92_RS32855",451,340,311,681,395,884,349,414,398,436,443,541
"A4W92_RS28770",361,337,258,834,429,1047,248,280,232,426,450,561
"A4W92_RS32860",10949,7592,6566,7984,8404,12119,7923,8049,7056,7936,6987,10936
"A4W92_RS28775",10286,7608,6078,7700,7979,11220,7179,7922,6954,7425,7368,10971
"A4W92_RS28785",311,287,203,284,257,471,218,249,246,304,315,401
"A4W92_RS28795",112,93,72,98,82,175,111,101,93,122,114,140
"A4W92_RS33720",554,498,330,473,463,741,500,526,468,525,497,723
"A4W92_RS28805",960,805,597,725,659,1107,778,821,768,937,880,1095
"A4W92_RS28810",273,222,169,182,189,310,231,272,225,249,249,285
"A4W92_RS28815",380,292,202,239,216,400,279,319,289,325,312,396
"A4W92_RS28820",91,59,55,59,42,62,90,75,77,62,122,93
"A4W92_RS28825",81,82,70,71,40,73,103,75,64,56,100,80
"A4W92_RS28830",172,132,123,138,92,120,150,169,137,131,182,156
"A4W92_RS28835",341,255,219,269,197,323,331,287,274,285,346,372
"A4W92_RS28840",28,24,28,32,13,24,40,23,36,33,40,38
"A4W92_RS28845",393,343,299,297,194,394,395,375,333,351,520,442
"A4W92_RS28850",208,175,178,174,108,211,211,210,155,184,266,229
"A4W92_RS28855",483,402,393,481,277,540,557,468,431,435,632,539
"A4W92_RS28860",252,220,226,208,140,298,329,273,236,237,315,250
"A4W92_RS28865",637,483,490,573,346,707,787,648,606,539,732,671
"A4W92_RS28870",266,236,210,203,150,277,344,283,232,246,300,281
"A4W92_RS28880",117,80,85,113,57,108,145,108,94,114,115,125
"A4W92_RS28885",59,51,47,53,36,52,53,60,58,50,74,64
"A4W92_RS28890",89,74,72,62,36,82,112,77,83,84,111,81
"A4W92_RS28895",75,56,51,52,41,85,92,80,67,70,84,76
"A4W92_RS28900",268,191,207,226,120,289,300,275,241,213,319,248
"A4W92_RS28905",97,92,103,120,61,123,154,132,111,110,159,135
"A4W92_RS28910",1490,1180,1000,1089,968,1622,1440,1373,1180,1363,1459,1625
"A4W92_RS28915",193,186,148,129,132,250,198,198,158,228,211,218
"A4W92_RS28920",126,114,78,95,105,152,126,127,111,99,143,149
"A4W92_RS28925",40,42,38,24,19,35,46,41,35,36,41,42
"A4W92_RS28930",597,491,434,431,332,562,527,513,441,530,621,629
"A4W92_RS32865",1851,1588,1298,1753,1633,2382,1477,1598,1383,1580,1704,2206
"A4W92_RS32870",5782,4572,3135,2687,3505,4221,4710,4477,3762,3879,4103,5399
"A4W92_RS28935",37,27,32,10,23,33,24,39,26,25,41,32
"A4W92_RS28940",14,11,10,20,8,11,14,8,10,13,8,18
"A4W92_RS28945",7,10,11,9,10,7,10,6,7,11,6,17
"A4W92_RS28950",219,240,185,190,161,219,170,198,167,179,214,257
"A4W92_RS28955",139,107,103,82,56,116,99,128,90,91,125,135
"A4W92_RS28960",451,191,670,269,313,532,206,222,215,364,315,430
"A4W92_RS28965",194,74,119,144,127,226,72,78,71,106,95,161
"A4W92_RS28970",534,412,308,349,288,530,262,395,342,368,355,550
"A4W92_RS28975",196,109,203,182,176,276,92,104,94,195,161,227
"A4W92_RS28980",263,171,310,171,175,330,137,148,129,211,175,272
"A4W92_RS28985",214,128,374,141,155,208,128,135,115,154,144,221
"A4W92_RS28990",117,98,234,65,97,136,64,92,63,120,110,134
"A4W92_RS28995",62,62,114,64,54,83,56,60,70,65,114,112
"A4W92_RS29000",65,49,101,44,39,77,32,46,41,52,55,78
"A4W92_RS29005",474,183,589,1010,882,1676,122,131,155,420,441,664
"A4W92_RS29010",233,124,267,132,161,279,124,125,136,179,137,242
"A4W92_RS29015",325,263,210,255,284,470,274,284,245,308,247,278
"A4W92_RS29020",659,423,369,474,482,646,403,411,334,391,391,636
"A4W92_RS29025",12,8,5,7,12,12,7,10,10,5,7,11
"A4W92_RS29030",155,90,108,128,135,164,114,134,114,134,120,148
"A4W92_RS29035",1563,1076,969,898,794,1423,1033,1402,1187,1247,1290,1599
"A4W92_RS29040",883,732,597,575,466,826,725,961,796,754,837,914
"A4W92_RS29045",312,265,219,199,182,311,258,329,274,267,256,311
"A4W92_RS29050",440,348,290,238,260,408,385,465,389,414,374,438
"A4W92_RS29055",550,415,316,178,252,432,453,476,428,452,466,485
"A4W92_RS29060",252,186,155,132,106,209,174,202,185,191,225,250
"A4W92_RS29065",145,105,66,170,158,228,102,117,114,126,100,147
"A4W92_RS29070",2966,2856,2314,3884,3368,5791,1611,2780,2350,3375,3089,4217
"A4W92_RS29075",6554,5549,5135,3210,4374,6817,4875,6865,5929,6323,4841,6665
"A4W92_RS29080",2291,1859,1744,935,1381,2019,2118,2583,2118,2157,1611,2190
"A4W92_RS29085",2446,2003,1852,862,1222,1865,2328,2585,2098,2140,1682,2364
"A4W92_RS29090",4720,3920,3688,1796,2402,3549,3257,4886,3814,4436,3503,4585
"A4W92_RS29095",1432,1036,987,414,634,936,1322,1460,1174,1190,876,1210
"A4W92_RS29100",48,44,26,29,25,64,53,50,44,50,45,50
"A4W92_RS29105",580,459,417,495,467,698,474,506,377,510,535,669
"A4W92_RS29110",113,100,91,77,76,101,111,66,95,93,118,107
"A4W92_RS29115",144,171,126,117,129,188,111,129,124,124,123,172
"A4W92_RS29120",4,7,3,2,1,7,4,9,2,1,1,6
"A4W92_RS33725",0,0,0,0,0,0,0,0,0,0,0,0
"A4W92_RS29125",18,23,18,19,11,27,13,17,18,17,23,28
"A4W92_RS29130",213,175,148,176,174,298,176,194,160,184,190,280
"A4W92_RS29135",393,183,201,151,134,251,132,208,189,209,217,321
"A4W92_RS29140",7514,6621,4365,5534,4804,8268,5484,6953,5275,5722,6385,8294
"A4W92_RS29145",3330,3544,2198,2174,2169,3469,3146,3735,2913,3104,3206,3749
"A4W92_RS29150",2553,2135,1401,1656,1731,2947,2966,2900,2324,2003,2374,2599
"A4W92_RS29160",4041,5269,2210,4795,4401,6838,5760,6042,4024,5157,6523,7106
"A4W92_RS33245",169,180,111,95,122,158,151,132,148,134,131,223
"A4W92_RS29165",7153,4956,4177,1790,1762,2846,2072,2807,2136,3259,2996,3669
"A4W92_RS29170",75065,39875,41421,9294,9600,15913,12183,15255,12200,17882,15550,20174
"A4W92_RS29175",38835,21035,20881,5663,5696,9893,5356,7005,5526,7487,6896,8483
"A4W92_RS29180",33184,20456,19324,4927,5167,8687,5114,6107,4836,6048,6000,7049
"A4W92_RS29185",6978,7742,5733,6147,5656,8902,7247,8002,6335,7007,6848,9350
"A4W92_RS32885",280,226,174,217,211,306,224,244,214,208,207,300
"A4W92_RS32890",4283,4285,3457,3759,3100,4816,3153,3868,3401,3794,4262,5350
"A4W92_RS29195",1658,1226,1182,1069,1041,1722,1270,1438,1224,1491,1416,1641
"A4W92_RS29200",634,412,400,392,306,504,444,479,397,489,426,590
"A4W92_RS29205",1380,1098,956,608,668,1026,1148,1308,1014,1217,1040,1365
"A4W92_RS29210",866,669,535,391,458,683,715,797,605,711,658,852
"A4W92_RS29215",1226,1051,848,577,660,1209,919,1139,921,950,899,1131
"A4W92_RS29220",224,178,141,109,116,240,142,171,148,157,124,171
"A4W92_RS29225",372,276,224,241,249,415,225,286,239,264,259,332
"A4W92_RS29230",365,302,234,225,217,383,273,373,294,358,253,377
"A4W92_RS29235",709,551,442,453,420,692,518,646,487,585,535,769
"A4W92_RS29240",9294,6924,5713,6414,6538,10218,5855,7345,6014,7546,7025,9600
"A4W92_RS29245",6627,4996,3996,3476,4199,6121,5104,5645,4720,5260,4516,6508
"A4W92_RS29250",38344,31088,25372,27848,28855,49061,35756,39278,33963,36941,29381,40773
"A4W92_RS29255",26134,20431,17388,12161,14988,25362,22440,27061,22353,24739,18077,25913
"A4W92_RS29260",93695,69536,54896,32321,44723,70524,79586,98314,82390,85123,64111,88256
"A4W92_RS29265",16491,11903,9486,5799,7403,11159,15841,18231,14382,15044,13072,16229
"A4W92_RS29270",3835,2651,2152,1359,1718,2623,3609,3933,3249,3233,2882,3525
"A4W92_RS29275",7699,5872,4737,2453,3246,4732,7062,7826,6165,6745,5634,7425
"A4W92_RS29280",11365,9043,7337,3929,4446,7331,9142,11627,9314,9907,8656,11336
"A4W92_RS29285",1278,1289,830,1472,1006,2063,972,1294,1001,1371,1397,1915
"A4W92_RS29290",4565,3842,3378,4130,4101,7278,3183,4164,3662,4342,3351,4644
"A4W92_RS29295",4145,2974,2184,1395,1505,2411,2821,3550,2771,4106,4166,4670
"A4W92_RS29300",8431,6324,5308,3752,3302,5846,5128,6840,5529,8095,8104,10016
"A4W92_RS29305",7818,5960,4687,3320,3137,5253,6018,7407,5652,8453,8665,10017
"A4W92_RS29310",7600,5613,4520,3189,3238,5241,6062,6885,5657,7980,8108,9440
"A4W92_RS29315",2005,1298,1038,757,767,1280,1473,1775,1398,1986,1944,2297
"A4W92_RS29320",6128,4249,3778,2551,2448,4317,5244,5639,4685,6404,6305,7200
