"gene_id","PA1","PA2","BSS_32","BSS","E1","E2","BE1","BE2"
"PA4256",25498,24161,21798,2549,16973,13959,30377,18832
"PA4257",46597,49871,35695,3045,22648,16731,34625,21610
"PA4258",21279,18357,14125,2251,13303,9415,18143,12422
"PA4259",10989,10339,8083,1384,8852,6037,11776,7954
"PA4260",57099,54385,49228,4434,26829,19235,37194,24364
"PA4261",20448,22076,17523,2571,19730,12204,24187,15903
"PA4262",42923,45017,37820,3302,43763,34585,73340,43910
"PA4263",28753,27942,23260,2390,26013,20548,39863,25966
"PA4264",16649,15944,15356,2617,21840,15100,31188,20250
"PA4265",88003,89090,96370,13279,37070,28345,54057,35437
"PA4266",156873,135323,130173,14840,95225,71617,138264,88977
"PA4267",46199,52771,35432,4252,30227,22516,46708,28405
"PA4268",29173,28326,20976,2397,24976,17306,37910,22494
"PA4269",103942,92750,109457,11191,87138,63539,119800,74286
"PA4270",103109,96111,104328,12684,99062,73204,145687,89649
"PA4270.1",473,300,226,15,48,25,52,42
"PA4271",33732,35164,18708,2216,17218,12824,24001,15816
"PA4272",51288,56332,28712,3371,50440,35445,70144,42327
"PA4272.1",15,8,18,5,2,1,6,6
"PA4273",19826,16752,15660,2505,24419,17416,29369,21028
"PA4274",16933,16520,13427,2794,21141,14965,27989,18642
"PA4275",9500,10318,6820,874,28048,21910,36394,25148
"PA4276",2863,2660,2250,409,15814,13056,24115,16123
"PA4276.1",207,145,232,20,25,16,29,29
"PA4277",76156,72281,81612,10683,44955,33804,64811,41971
"PA4277.1",36,38,53,6,62,44,76,43
"PA4277.2",33,37,46,11,66,49,125,76
"PA4277.3",132,106,161,32,447,275,625,368
"PA4278",1160,957,1133,259,6469,4626,7546,5148
"PA4279",1142,960,1102,166,5992,4237,6703,4761
"PA4280",1831,1712,1681,349,9800,7049,11957,8286
"PA4280.1",122,67,101,133,116,55,120,25
"PA4280.2",140093,101357,50900,3888712,1247300,665130,1293559,265128
"PA4280.3",29,34,41,13,237,135,270,185
"PA4280.4",2,2,2,7,377,260,435,333
"PA4280.5",123180,97715,71769,2446688,1085557,618308,1163983,232559
"PA4281",236,224,461,107,232,209,379,230
"PA4282",1767,1546,2918,580,530,340,539,388
"PA4283",1004,625,1635,287,98,65,119,63
"PA4284",2734,1999,4092,725,477,322,522,382
"PA4285",1453,1076,2029,386,832,609,1001,771
"PA4286",194,129,211,43,310,247,494,297
"PA4287",26,31,40,14,60,46,74,42
"PA4288",97,66,153,26,77,62,89,65
"PA4289",69,64,112,17,24,22,44,19
"PA4290",529,335,936,255,169,141,255,189
"PA4291",179,150,208,68,528,422,718,463
"PA4292",585,509,719,143,1273,897,1501,976
"PA4293",253,216,408,67,390,303,560,372
"PA4294",85,56,185,32,103,42,73,68
"PA4295",19,19,35,12,57,37,61,40
"PA4296",787,698,1049,346,439,292,485,335
"PA4297",120,147,261,55,443,332,550,384
"PA4298",21,16,43,14,26,18,16,28
"PA4299",118,76,203,29,50,40,58,33
"PA4300",80,55,126,22,97,45,82,57
"PA4301",70,58,102,18,81,64,132,80
"PA4302",100,93,218,39,114,78,132,102
"PA4303",78,59,160,26,82,66,97,92
"PA4304",169,128,252,58,412,261,427,339
"PA4305",115,107,146,35,171,131,222,170
"PA4306",156,106,135,54,175,137,237,173
"PA4307",3929,3425,3434,642,1952,1539,2177,1543
"PA4308",794,567,1345,227,1515,1122,1996,1416
"PA4309",2508,2031,3178,583,1132,759,1372,908
"PA4310",4268,3714,4427,776,2287,1636,2903,1900
"PA4311",595,556,1989,349,367,266,532,376
"PA4312",170,122,343,98,215,164,217,168
"PA4313",87,91,186,37,77,57,69,57
"PA4314",2611,2289,2504,553,4107,3065,5562,3660
"PA4315",10011,9701,9453,4589,15344,11627,25880,15953
"PA4316",1136,1032,1596,319,494,391,595,353
"PA4317",461,290,492,171,2078,1704,3013,1941
"PA4318",113,85,153,46,525,349,571,362
"PA4319",240,219,303,84,268,216,274,184
"PA4320",663,507,1090,253,345,230,317,257
"PA4321",304,242,473,143,115,75,114,92
"PA4322",856,685,1419,368,66,29,49,44
"PA4323",367,293,660,130,24,22,18,9
"PA4324",602,486,956,262,752,484,977,663
"PA4325",260,188,359,68,493,250,496,403
"PA4326",344,295,390,50,391,273,531,359
"PA4327",147,134,190,55,267,200,322,225
"PA4328",1074,837,1071,210,168,117,92,72
"PA4329",8642,7273,10708,1718,1000,719,1349,909
"PA4330",171,139,294,43,94,58,117,83
"PA4331",136,112,228,50,66,55,67,63
"PA4332",424,347,654,152,395,268,429,328
"PA4333",8053,6067,9760,1509,1172,896,1472,984
"PA4334",192,118,291,52,134,90,166,129
"PA4335",180,138,256,84,304,242,482,321
"PA4336",470,358,574,197,163,109,234,156
"PA4337",54,36,114,28,48,39,57,30
"PA4338",376,379,757,145,418,293,600,357
"PA4339",302,197,397,86,323,264,511,351
"PA4340",198,153,249,58,323,244,424,319
"PA4341",91,57,106,16,93,70,100,78
"PA4342",148,126,260,47,171,87,145,117
"PA4343",70,62,103,13,121,79,137,121
"PA4344",175,137,270,49,741,608,1081,734
"PA4345",665,507,1574,217,666,446,900,567
"PA4346",96,87,148,51,97,75,125,77
"PA4347",321,257,375,74,437,358,420,281
"PA4348",3842,3462,2884,663,2072,1636,665,418
"PA4349",302,207,347,67,191,162,278,166
"PA4350",37,31,65,11,40,22,57,31
"PA4351",13,8,31,6,20,12,24,13
"PA4352",7166,4525,5972,1441,530,374,302,251
"PA4353",76,53,146,22,86,54,112,86
"PA4354",28,13,49,27,964,786,2797,1802
"PA4355",46,47,78,18,352,285,888,599
"PA4356",502,379,1530,334,185,127,407,262
"PA4357",962,540,694,96,15,10,22,26
"PA4358",2482,1995,1808,381,221,168,532,340
"PA4359",53,41,47,28,48,29,112,48
"PA4360",402,393,587,109,1283,914,1600,1108
"PA4361",613,487,752,182,506,389,750,525
"PA4362",177,169,433,78,98,68,107,104
"PA4363",140,126,151,30,107,69,127,99
"PA4364",10,10,24,4,17,12,18,13
"PA4365",11,10,24,2,10,6,14,6
"PA4366",11651,9477,29457,12524,1957,1554,4763,3067
"PA4367",1090,942,1716,502,740,556,1271,825
"PA4368",495,395,654,136,367,299,545,394
"PA4369",637,531,928,163,449,323,721,439
"PA4370",9819,9373,6227,1467,386,287,828,477
"PA4371",320,257,266,79,198,125,505,316
"PA4372",1250,1092,1018,216,226,179,361,238
"PA4373",659,515,756,166,95,81,121,87
"PA4374",276,213,345,69,503,381,514,397
"PA4375",915,782,1374,276,338,258,306,241
"PA4376",596,465,620,155,352,261,426,248
"PA4377",294,197,8439,1779,1771,1577,6089,3654
"PA4378",283,260,25095,4120,3722,2803,10379,7092
"PA4379",166,165,33125,7380,5363,4150,14350,10330
"PA4380",296,243,2650,367,432,301,1144,748
"PA4381",558,512,8059,885,601,439,1424,994
"PA4382",26,16,1463,445,29,18,487,323
"PA4383",66,48,88,33,423,301,576,398
"PA4384",84,55,153,30,26,24,122,98
"PA4385",240149,211409,245464,30370,2071,1678,3773,2462
"PA4386",44447,43039,33353,8388,482,357,876,491
"PA4387",606,448,917,149,102,67,139,89
"PA4388",724,699,860,171,499,364,677,436
"PA4389",3429,2951,4646,710,1334,954,1709,1226
"PA4390",208,228,412,80,2447,1697,2962,1983
"PA4391",226,217,324,57,774,679,1186,820
"PA4392",100,92,142,64,480,389,702,540
"PA4393",324,249,505,103,586,377,685,472
"PA4394",1270,979,2716,443,1580,1231,2542,1655
"PA4395",5486,5476,6921,1082,1176,884,1560,1101
"PA4396",225,164,287,59,400,256,582,369
"PA4397",58,41,92,15,50,48,78,64
"PA4398",372,319,588,166,146,96,124,89
"PA4399",407,370,707,153,61,48,74,55
"PA4400",952,623,968,214,738,650,1064,727
"PA4401",1031,749,1123,198,264,184,308,233
"PA4402",2628,2287,2824,466,407,292,514,315
"PA4403",17331,16718,22254,3606,7350,5133,8281,5235
"PA4404",561,374,397,74,1659,1316,2039,1436
"PA4405",56,49,111,17,113,94,146,82
"PA4406",11317,10089,16903,1878,2063,1731,3253,1925
"PA4406.1",679,704,1267,254,80,34,80,69
"PA4407",39694,32171,75017,9638,2257,1528,2711,1849
"PA4408",14518,13912,23096,3562,3040,2198,4098,2727
"PA4409",1943,1686,3728,627,674,405,656,423
"PA4410",2565,1828,3847,623,294,188,235,168
"PA4411",2195,1754,4689,829,363,230,278,200
"PA4412",1233,824,1756,311,231,123,132,102
"PA4413",2232,1705,3341,667,809,470,670,461
"PA4414",3276,2618,5788,926,774,496,656,490
"PA4415",2726,2465,4152,703,1148,773,1209,810
"PA4416",2039,1356,3254,671,813,645,915,601
"PA4417",3689,2889,6096,869,2349,1645,2253,1541
"PA4418",3193,2677,4561,934,6912,4634,7231,5082
"PA4419",542,454,749,108,770,541,866,628
"PA4420",2316,2225,3081,462,5953,4541,7813,5169
"PA4421",4719,5429,5930,771,6647,4694,8870,5585
"PA4421.1",20,17,19,6,16,7,15,7
"PA4422",857,672,910,176,830,604,930,700
"PA4423",1163,999,1450,468,1364,1006,1814,1219
"PA4424",143,105,220,43,113,88,194,108
"PA4425",867,816,1067,321,599,467,863,571
"PA4426",2092,2025,2599,621,650,448,766,525
"PA4427",641,537,611,163,847,644,853,650
"PA4428",763,681,730,126,851,558,782,566
"PA4429",32993,31031,27255,3347,2863,1905,3026,2034
"PA4430",54470,48319,39717,5490,9140,6282,10528,7185
"PA4431",26741,25405,11702,1711,9450,6704,11996,8364
"PA4432",4033,3334,3366,388,4480,3137,5414,3671
"PA4433",7373,6598,4498,866,20187,14871,28543,17554
"PA4434",1105,878,1537,400,326,289,427,282
"PA4435",632,501,983,165,769,588,1141,667
"PA4436",153,135,182,45,370,298,474,276
"PA4437",60,56,89,19,147,86,126,81
"PA4438",459,454,540,100,2173,1562,2608,1711
"PA4439",2124,1718,2810,482,839,619,1027,711
"PA4440",418,306,485,94,517,360,728,442
"PA4441",1237,1112,1250,456,1643,1308,1617,971
"PA4442",4846,3911,3383,494,9791,7224,13470,8830
"PA4443",1857,1824,955,184,11416,8058,15341,9940
"PA4444",529,473,825,248,165,134,223,151
"PA4445",203,168,209,50,332,238,463,323
"PA4446",353,306,482,132,658,503,791,561
"PA4447",1763,1353,2265,455,533,341,596,366
"PA4448",1040,818,1385,241,909,679,1001,696
"PA4449",917,746,1338,245,1604,1272,1882,1360
"PA4450",3969,3510,4406,722,4628,3613,6518,4269
"PA4451",508,475,586,157,3146,2048,4437,2661
"PA4451.1",0,0,0,0,2,1,0,1
"PA4452",605,347,615,73,163,122,229,158
"PA4453",7727,7622,8801,1741,3215,2425,6398,4031
"PA4454",1613,1303,2037,324,1026,742,1726,1225
"PA4455",1753,1368,1714,347,2209,1692,3942,3145
"PA4456",1411,1084,1677,227,2563,2090,4934,3582
"PA4457",985,793,1210,376,4701,3397,5473,3636
"PA4458",973,778,1227,246,938,623,889,688
"PA4459",529,457,680,214,592,412,699,480
"PA4460",1984,1713,2260,543,1108,826,1320,917
"PA4461",1491,1204,1974,424,851,619,1059,617
"PA4462",3908,3472,4222,1333,3730,2617,4358,2798
"PA4463",42869,48279,80618,10731,1005,742,1152,731
"PA4464",1667,1579,3116,859,314,268,314,213
"PA4465",3706,3326,6268,1029,555,376,555,385
"PA4466",178,147,277,92,275,228,389,247
"PA4467",101,74,118,19,55,47,70,58
"PA4468",101,106,121,37,63,33,74,47
"PA4469",45,40,43,8,12,18,20,23
"PA4470",178,136,145,44,165,109,170,122
"PA4471",15,10,21,5,72,58,79,42
"PA4472",1075,745,1488,288,614,405,639,424
"PA4473",335,337,390,80,318,256,515,292
"PA4474",3291,2316,4864,677,918,664,1127,709
"PA4475",1604,1191,2473,348,673,432,708,493
"PA4476",2302,1828,3589,744,4800,3182,5149,3698
"PA4477",3927,3457,5190,1021,6156,4030,7121,4921
"PA4478",430,284,508,128,1351,1039,1668,1167
"PA4479",192,99,206,61,1247,773,1160,864
"PA4480",540,486,621,130,5265,3529,5882,3780
"PA4481",1636,1366,1999,316,7080,5005,8910,5562
"PA4482",536,501,592,124,542,385,866,526
"PA4483",3868,3236,4092,680,1384,927,1623,1145
"PA4484",6560,5505,8111,1576,1742,1251,1860,1282
"PA4485",60,53,78,25,103,87,173,114
"PA4486",380,377,602,84,183,153,235,165
"PA4487",1209,885,1888,382,49,36,39,28
"PA4488",417,266,653,138,79,55,88,80
"PA4489",6554,4905,10463,1872,740,541,837,540
"PA4490",597,548,864,197,197,118,197,143
"PA4491",2621,1927,3623,676,474,359,529,363
"PA4492",510,386,524,197,651,472,922,572
"PA4493",5223,4374,7475,1223,574,385,962,690
"PA4494",1258,1135,1512,411,1071,789,1801,1230
"PA4495",2234,1884,4503,1027,328,253,490,348
"PA4496",3322,3027,2422,605,197,157,256,177
"PA4497",455,356,401,135,34,31,38,22
"PA4498",761,524,674,116,386,298,481,362
"PA4499",114,88,161,54,293,246,489,312
"PA4500",1257,1237,663,192,419,338,555,367
"PA4501",381,318,162,25,38,27,66,40
"PA4502",536,411,313,91,93,65,117,97
"PA4503",612,616,579,161,309,228,466,274
"PA4504",206,173,231,66,105,70,123,89
"PA4505",326,282,391,78,62,46,110,56
"PA4506",505,412,678,98,59,48,91,66
"PA4507",140,90,220,40,86,67,162,113
"PA4508",45,50,87,15,103,82,144,114
"PA4509",196,140,298,57,127,98,202,144
"PA4510",117,86,178,33,137,101,244,158
"PA4511",271,262,420,97,233,190,422,269
"PA4512",258,235,360,94,666,443,927,576
"PA4513",348,278,456,81,228,157,1341,989
"PA4514",421,455,269,75,721,470,647,388
"PA4515",120,127,108,49,120,94,304,188
"PA4516",118,92,151,27,37,34,95,59
"PA4517",69,63,8681,1982,32,38,18174,11902
"PA4518",281,263,267,69,316,198,279,215
"PA4519",1157,1087,990,255,7782,5375,7319,5029
"PA4520",1149,996,958,184,7085,5064,8245,5980
"PA4521",406,297,611,85,114,61,107,99
"PA4522",165,117,192,91,366,246,415,266
"PA4523",4910,4022,7656,1329,1445,1142,2180,1517
"PA4524",265,213,359,99,268,194,283,193
"PA4524.1",23891,34636,29408,1717,686,417,348,295
"PA4525",90264,106740,104575,14222,5219,3632,3670,2416
"PA4526",3724,3422,4451,1365,999,760,1205,779
"PA4528",1854,1552,1938,371,533,395,550,408
"PA4529",233,166,293,68,231,181,268,167
"PA4530",92,71,114,28,53,40,93,37
"PA4531",175,180,284,46,113,98,135,80
"PA4532",481,381,723,168,432,275,464,322
"PA4533",664,503,908,124,236,180,284,185
"PA4534",515,307,768,197,538,467,811,617
"PA4535",447,431,560,212,172,114,231,181
"PA4536",140,100,176,64,61,33,78,54
"PA4537",60,47,112,46,251,194,435,244
"PA4538",663,542,1365,416,688,491,975,612
"PA4539",381,315,520,115,966,668,1290,868
"PA4540",35,35,91,16,113,92,125,83
"PA4541",507,429,871,138,1711,1445,2797,1675
"PA4541.1",6,4,1,3,6,3,5,5
"PA4541.2",2,1,2,0,30,20,46,40
"PA4541.3",5,4,10,2,14,13,25,15
"PA4542",35196,30041,40041,6194,3439,2452,3882,2774
"PA4543",132,97,145,39,321,211,318,210
"PA4544",507,450,581,123,2490,1814,2904,2122
"PA4545",758,595,854,278,1882,1334,2600,1735
"PA4546",298,265,456,143,146,104,155,110
"PA4547",1305,1076,1776,331,41,31,39,31
"PA4548",2803,2263,3779,650,1819,1408,2560,1749
"PA4549",52,45,82,20,48,36,72,52
"PA4550",676,632,1384,289,560,358,1142,739
"PA4551",1043,956,2132,437,285,215,556,380
"PA4552",1721,1700,3721,863,182,135,312,214
"PA4553",1131,899,2531,745,79,57,135,105
"PA4554",7947,7469,21020,5596,1042,735,1455,936
"PA4555",1426,1257,4722,624,42,48,59,58
"PA4556",2464,2236,5430,1295,110,121,175,115
"PA4557",1273,1097,1595,304,369,200,238,227
"PA4558",855,666,1217,202,143,98,145,98
"PA4559",1381,1031,2114,343,294,209,354,200
"PA4560",10529,9203,14282,2157,3030,1964,3170,2225
"PA4561",259,178,225,55,472,416,717,443
"PA4562",199,133,240,54,925,665,899,563
"PA4563",691,729,313,179,5106,3228,6521,4110
"PA4564",4694,3552,5520,845,8314,6148,11771,8196
"PA4565",4409,3021,4927,839,25238,18909,36813,24877
"PA4566",2094,1512,2257,464,17940,13500,25923,17896
"PA4567",2005,1768,1438,410,4225,2973,5999,3513
"PA4568",8970,8029,4943,865,43600,31398,64392,41443
"PA4569",1071,1052,1105,225,1681,1301,2014,1218
"PA4570",10,10,23,4,37,20,33,25
"PA4571",5713,5026,3949,657,385,346,147,78
"PA4572",659,588,913,164,2486,1738,2859,1944
"PA4573",234,211,613,89,1714,1311,1857,1553
"PA4574",77,58,123,23,1823,1337,2208,1477
"PA4575",110,83,301,72,79,63,109,79
"PA4576",6252,5364,9009,1617,2422,1672,2339,1668
"PA4577",1768,1330,1654,325,447,369,224,168
"PA4578",28252,24841,43268,11290,1198,890,1709,1154
"PA4579",1336,1124,1927,405,275,199,324,207
"PA4580",219,196,215,39,734,591,1082,730
"PA4581",361,303,373,82,1056,833,1583,1018
"PA4581.1",46,39,91,29,154,127,211,121
"PA4582",410,408,411,85,2504,1793,2930,1959
"PA4583",595,567,653,98,2747,1982,3180,2272
"PA4584",203,203,245,45,1245,858,1415,1028
"PA4585",203,166,234,30,404,323,486,334
"PA4586",18,16,746,113,117,68,1172,819
"PA4587",26956,24688,29597,5916,416,256,2772,1817
"PA4588",365,286,402,72,967,748,1344,906
"PA4589",137,134,169,35,63,58,83,61
"PA4590",959,933,940,146,53,33,57,34
"PA4591",338,239,370,64,226,144,256,200
"PA4592",307,227,332,83,321,240,393,262
"PA4593",98,91,132,30,97,72,121,87
"PA4594",177,129,205,57,162,130,201,116
"PA4595",12004,9474,14675,2555,3219,2558,4628,3130
"PA4596",809,723,1127,267,879,646,870,601
"PA4597",127,106,306,90,148,92,193,146
"PA4598",524,426,973,183,813,787,1883,1199
"PA4599",371,228,457,79,2209,2258,5004,4130
"PA4600",454,372,519,126,449,444,992,637
"PA4601",999,793,1831,444,333,227,456,330
"PA4602",3206,2511,3323,644,3119,2403,4209,2763
"PA4603",234,169,256,53,41,37,54,44
"PA4604",952,828,1472,181,296,247,403,303
"PA4605",325,222,582,209,99,71,109,84
"PA4606",4598,3352,7055,1517,1093,832,1620,1076
"PA4607",15887,12972,31270,4194,869,723,1261,875
"PA4608",776,572,1214,219,174,123,223,146
"PA4609",559,428,616,117,819,616,1038,758
"PA4610",209,116,147,67,56,63,52,41
"PA4611",3363,3568,3411,1353,448,359,426,300
"PA4612",138,119,187,52,240,196,309,228
"PA4613",155,153,236,46,412,267,499,329
"PA4614",2152,1562,3542,607,1147,920,1680,1192
"PA4615",504,472,4060,572,129,90,331,239
"PA4616",311,265,264,38,467,347,698,428
"PA4617",370,231,537,128,427,292,569,341
"PA4618",264,233,423,74,72,61,121,68
"PA4619",169,141,301,75,180,129,261,137
"PA4620",152,127,258,24,111,81,143,95
"PA4621",708,495,1162,256,916,745,1315,912
"PA4622",57,52,75,18,79,50,88,62
"PA4623",31,17,67,19,63,45,266,185
"PA4624",386,317,540,120,459,356,497,396
"PA4625",719,582,1136,165,1842,1270,2238,1512
"PA4626",140,101,172,49,125,102,184,149
"PA4627",80,59,80,31,490,372,780,503
"PA4628",413,332,481,90,379,239,387,277
"PA4629",59,66,46,15,1900,1477,2313,1441
"PA4630",94,86,129,15,555,376,563,374
"PA4631",721,588,704,187,908,645,1050,723
"PA4632",2652,2252,2358,408,1108,787,1251,942
"PA4633",4006,3653,4669,885,2800,2088,4147,2626
"PA4634",65,59,106,27,349,240,380,277
"PA4635",14,18,47,9,1384,989,1906,1559
"PA4636",615,538,687,142,1038,697,1169,796
"PA4637",47,36,53,13,461,353,636,410
"PA4638",46,30,56,41,486,282,511,404
"PA4639",466,336,520,212,569,426,727,478
"PA4640",6486,5962,6959,1081,5168,3613,6615,4283
"PA4642",431,364,292,49,287,192,297,264
"PA4643",164,140,240,53,599,444,649,426
"PA4644",60,52,65,23,299,253,327,232
"PA4645",142,117,174,51,998,779,1359,871
"PA4646",320,262,337,93,754,482,745,526
"PA4647",565,489,778,143,420,339,439,341
"PA4648",70,47,49,21,319,244,322,226
"PA4649",12,11,29,6,44,37,56,30
"PA4650",7,8,30,4,10,3,7,4
"PA4651",37,34,54,5,7,0,6,1
"PA4652",56,50,127,15,90,61,61,35
"PA4653",36,36,80,25,29,22,46,43
"PA4654",77,61,106,27,159,107,149,100
"PA4655",725,568,1078,193,1543,1176,1822,1179
"PA4656",908,726,1149,244,2788,1965,2681,1951
"PA4657",753,620,1232,296,299,273,393,256
"PA4658",271,231,345,77,427,334,403,311
"PA4659",194,146,333,43,168,120,158,141
"PA4660",237,165,383,60,138,124,159,109
"PA4661",12830,10871,28403,3467,3955,3262,5915,3699
"PA4662",484,334,552,107,600,418,601,422
"PA4663",706,451,821,118,193,119,172,140
"PA4664",859,671,1128,209,625,425,544,405
"PA4665",643,482,669,137,2381,1752,2806,1909
"PA4666",396,317,558,87,1284,1064,1671,1085
"PA4667",1886,1558,2364,514,1145,841,1280,934
"PA4668",217,164,317,97,60,40,70,34
"PA4669",1086,1042,871,183,3300,2144,3715,2394
"PA4669.1",131,180,100,8,853,599,1388,775
"PA4670",2134,1800,1570,189,11377,7962,12856,8563
"PA4671",9474,11634,7656,933,12907,9059,14260,9115
"PA4672",112,108,119,34,1003,590,932,575
"PA4673",1403,1248,1203,231,3669,2411,3249,2227
"PA4673.1",19,26,26,12,38,26,35,21
"PA4674",896,1183,1350,169,3108,1995,3651,2460
"PA4675",2277,1974,848,199,250,156,557,404
"PA4676",942,904,1455,262,1363,947,1512,1147
"PA4677",440,328,585,136,441,299,429,332
"PA4678",42,42,81,17,120,81,160,111
"PA4679",56,47,62,18,204,184,283,223
"PA4680",39,32,88,12,17,5,11,6
"PA4681",81,64,149,22,36,22,41,36
"PA4682",125,106,169,56,55,55,56,40
"PA4683",223,182,282,75,113,91,122,73
"PA4684",435,375,462,103,584,412,710,483
"PA4685",530,432,581,121,261,150,281,162
"PA4686",4906,4549,6281,1058,936,600,947,628
"PA4687",2265,1883,2059,521,262,225,494,305
"PA4688",326,207,292,66,94,66,125,65
"PA4689",1922,1675,2994,501,1644,1099,1601,1148
"PA4690.1",128,69,118,127,106,69,97,30
"PA4690.2",143278,102969,51613,4229804,1403549,772027,1494858,297569
"PA4690.3",31,23,38,9,248,137,282,207
"PA4690.4",1,2,2,11,375,294,449,345
"PA4690.5",117730,93408,69191,2355488,1073566,615550,1154855,230293
"PA4691",315,289,573,86,243,135,256,152
"PA4692",325,330,694,159,407,289,513,362
"PA4693",1374,1215,1431,256,658,498,907,636
"PA4694",9995,8152,11907,1757,1696,1231,1898,1283
"PA4695",3472,3519,4306,694,1015,661,1112,703
"PA4696",10667,10454,9841,1736,4707,3288,5140,3464
"PA4697",1025,781,823,185,286,211,379,295
"PA4698",538,374,706,76,646,506,887,566
"PA4699",225,117,257,117,446,276,394,322
"PA4700",947,752,1255,303,5355,3652,5964,4224
"PA4701",5462,5030,6453,1275,1076,850,1558,982
"PA4702",155,149,382,71,29,30,34,27
"PA4703",95,70,192,37,49,36,70,37
"PA4704",602,534,389,65,318,261,414,259
"PA4704.1",104,99,77,24,58,38,118,73
"PA4704.2",11,6,7,15,18,11,51,27
"PA4705",350,271,523,104,517,386,623,528
"PA4706",111,90,135,21,49,46,72,51
"PA4707",85,63,131,24,108,115,172,142
"PA4708",186,138,233,38,108,80,148,97
"PA4709",124,107,126,32,426,252,564,363
"PA4710",124,144,191,61,167,136,298,203
"PA4711",44,30,86,20,98,71,120,88
"PA4712",48,32,74,20,317,289,350,279
"PA4713",142,112,221,34,598,379,735,562
"PA4714",443,400,1443,320,189,135,245,192
"PA4715",1379,1197,1727,372,1453,1061,1546,1002
"PA4716",273,209,363,108,981,838,1525,1220
"PA4717",479,439,869,212,945,784,1261,1017
"PA4718",89,92,135,21,287,166,292,220
"PA4719",239,223,254,50,1276,890,1434,1012
"PA4720",307,243,378,74,603,429,660,466
"PA4721",411,279,513,88,271,181,324,229
"PA4722",809,650,890,213,785,575,958,658
"PA4723",4127,3905,3269,807,6469,5486,9674,6775
"PA4724",126,81,177,40,885,697,1140,804
"PA4724.1",9,6,9,15,300,206,312,243
"PA4725",836,774,1370,286,474,341,522,394
"PA4726",3983,3581,5411,1006,1224,917,1833,1194
"PA4726.1",2,1,0,1,0,0,0,0
"PA4726.11",197870,249311,284943,67016,5003,3287,10260,5550
"PA4726.2",18,12,10,9,7,6,18,8
"PA4727",1156,902,1281,315,3085,2266,3601,2382
"PA4728",124,114,153,43,360,270,405,302
"PA4729",1605,1404,1511,284,1166,867,1568,965
"PA4730",1025,763,1118,200,341,238,331,216
"PA4731",473,434,600,178,597,469,835,495
"PA4732",3539,3126,4858,812,1464,995,1672,1193
"PA4733",873,692,1186,249,386,277,469,329
"PA4734",182,130,244,60,202,131,203,144
"PA4735",3248,2976,6112,1222,3433,2427,4214,2936
"PA4736",313,310,640,175,291,194,281,233
"PA4737",269,142,360,69,83,50,124,76
"PA4738",1194,1275,3591,313,250,184,306,195
"PA4739",400,314,1299,250,165,77,148,83
"PA4740",18369,15192,20616,3047,5395,3706,5782,3818
"PA4741",2909,2557,3044,849,5250,5338,11746,5796
"PA4742",1356,1062,1376,256,8481,6262,10344,6921
"PA4743",1079,1059,873,116,5984,3775,6242,4360
"PA4744",38408,33095,37058,4747,106615,79202,133977,93850
"PA4745",16324,17535,14315,2213,86467,60461,112703,73502
"PA4746",357,359,341,99,15535,10567,18941,12706
"PA4746.1",41,31,54,39,210,129,261,178
"PA4746.2",327,551,442,103,334,190,326,262
"PA4747",5424,5547,5483,824,13637,9994,19582,13089
"PA4748",5251,4193,5909,880,56160,45553,77205,53376
"PA4749",10604,8522,16202,2609,3023,2108,3628,2616
"PA4750",1940,1459,2909,527,1988,1510,2889,1955
"PA4751",21476,21474,33394,5880,14072,10695,21293,14242
"PA4752",857,633,897,288,1231,924,1598,1071
"PA4753",362,431,544,79,460,351,682,475
"PA4754",2623,1783,2661,420,728,640,999,756
"PA4755",4271,4056,6318,817,602,545,817,618
"PA4756",12362,10016,16266,2338,1367,1009,1557,1031
"PA4757",573,458,706,122,235,165,222,163
"PA4758",2009,1771,2353,492,1831,1338,1991,1355
"PA4758.1",347,272,321,46,52,32,55,79
"PA4759",5999,5159,5574,673,330,201,433,312
"PA4760",7577,5164,7056,1038,793,545,1292,890
"PA4761",60743,52249,60347,8613,2515,1951,4671,2979
"PA4762",8099,7189,6310,1097,955,756,1955,1235
"PA4763",532,423,662,113,1528,1215,1497,985
"PA4764",4208,3794,6453,620,1468,1087,2562,1803
"PA4765",757,549,739,190,2207,1518,2612,1809
"PA4766",266,211,418,48,1163,884,1343,937
"PA4767",413,374,679,141,1484,1033,1512,1205
"PA4768",1009,856,1032,120,1934,1419,2135,1535
"PA4769",1021,856,1183,258,1096,838,1405,1011
"PA4770",353,283,693,162,252,211,344,204
"PA4771",336,213,624,147,141,90,177,125
"PA4772",708,645,1780,309,227,148,278,174
"PA4773",572,392,2191,486,110,79,376,241
"PA4774",677,540,4558,1044,91,62,277,184
"PA4775",359,263,1589,298,83,62,134,91
"PA4776",587,559,2887,507,243,182,355,222
"PA4777",191,152,816,203,68,54,116,64
"PA4778",722,526,1219,283,326,305,639,386
"PA4779",73,64,128,29,171,125,273,172
"PA4780",294,227,596,110,944,809,1774,1275
"PA4781",573,562,2028,272,721,608,1585,1119
"PA4782",214,136,690,231,163,132,349,265
"PA4783",119,92,256,47,232,169,241,168
"PA4784",117,109,153,23,76,62,101,60
"PA4785",390,312,948,162,2091,1419,2602,1965
"PA4786",240,182,489,77,136,95,221,129
"PA4787",1184,840,1229,292,645,510,900,655
"PA4788",71,53,116,29,57,44,78,67
"PA4789",31,32,36,18,105,96,121,118
