"gene_id","WT1","WT2","WT3","flavodoxin1","flavodoxin2","flavodoxin3"
"CF003_RS21195",50,42,96,11,10,12
"CF003_RS21200",371,246,440,76,61,135
"CF003_RS21205",195,147,204,36,60,56
"CF003_RS21210",117,324,183,59,301,156
"CF003_RS21215",193,277,269,53,229,157
"CF003_RS21220",451,409,314,119,128,119
"CF003_RS21225",2050,1734,1872,967,1025,672
"CF003_RS21230",64,97,68,31,36,43
"CF003_RS21235",297,247,225,91,95,103
"CF003_RS21240",179,170,146,47,60,60
"CF003_RS21245",156,169,129,53,51,64
"CF003_RS21250",2,0,0,0,0,0
"CF003_RS21255",6,3,6,3,3,3
"CF003_RS21260",91,82,69,45,45,59
"CF003_RS21265",66,62,68,69,60,90
"CF003_RS21270",49,54,39,44,51,69
"CF003_RS21275",206,127,242,248,241,200
"CF003_RS21280",363,205,309,380,310,320
"CF003_RS21285",31,20,29,40,38,36
"CF003_RS21290",67,52,55,110,83,109
"CF003_RS21300",0,1,0,0,0,0
"CF003_RS21310",10,8,15,3,4,1
"CF003_RS21315",1,3,3,1,0,2
"CF003_RS21320",6,5,4,9,11,9
"CF003_RS21325",3,3,4,2,5,4
"CF003_RS21330",2,1,0,0,0,0
"CF003_RS21335",2,1,6,5,4,2
"CF003_RS21340",3,1,1,1,1,1
"CF003_RS21345",0,0,1,1,0,0
"CF003_RS21355",1,1,2,1,0,0
"CF003_RS21360",8,7,8,4,2,2
"CF003_RS21370",1,0,1,1,0,0
"CF003_RS21375",2,2,2,1,2,6
"CF003_RS21380",12,16,24,9,16,12
"CF003_RS21385",3,1,5,0,0,0
"CF003_RS21390",4,3,6,1,1,1
"CF003_RS21395",5,5,4,12,24,12
"CF003_RS21405",0,0,0,0,0,0
"CF003_RS21410",0,0,1,0,0,1
"CF003_RS21415",5,2,2,3,0,3
"CF003_RS21420",6,6,3,1,3,2
"CF003_RS21425",0,3,7,0,1,0
"CF003_RS21430",0,0,0,0,0,0
"CF003_RS21435",26,23,58,13,23,15
"CF003_RS21440",9,9,13,4,11,8
"CF003_RS21445",0,0,0,0,0,0
"CF003_RS21450",4,3,6,0,0,0
"CF003_RS21455",0,1,2,0,0,0
"CF003_RS21460",17,9,14,10,6,6
"CF003_RS21465",1,1,0,0,0,0
"CF003_RS21470",5359,6574,10074,3160,3005,3047
"CF003_RS21475",1,0,0,0,1,0
"CF003_RS21485",3,1,2,2,1,1
"CF003_RS21490",9,8,10,3,1,3
"CF003_RS21495",0,0,2,1,1,2
"CF003_RS21500",8,13,10,3,8,6
"CF003_RS21505",1,1,0,1,2,2
"CF003_RS21510",1,3,3,0,0,1
"CF003_RS21515",122,88,74,111,80,74
"CF003_RS21525",2,2,2,0,0,0
"CF003_RS21530",1,2,2,1,3,2
"CF003_RS21535",8,12,7,9,8,6
"CF003_RS21540",33,42,61,20,22,31
"CF003_RS21545",0,0,0,0,0,0
"CF003_RS21550",1,0,3,0,0,0
"CF003_RS21560",74,88,84,38,40,34
"CF003_RS21565",1649,1635,2617,487,608,285
"CF003_RS21570",2,1,4,3,1,1
"CF003_RS21575",0,1,0,3,0,0
"CF003_RS21580",1,1,0,1,1,0
"CF003_RS21585",32,27,23,4,2,2
"CF003_RS21590",5,5,6,7,2,3
"CF003_RS21595",6,4,3,5,3,1
"CF003_RS21600",4,6,1,13,19,16
"CF003_RS21605",15,6,12,2,1,5
"CF003_RS21610",25,16,13,14,8,10
"CF003_RS21615",284,385,209,121,135,163
"CF003_RS21620",1,1,1,1,1,0
"CF003_RS21625",2,3,5,1,0,1
"CF003_RS21630",1,0,1,0,1,0
"CF003_RS21635",48,45,40,14,21,15
"CF003_RS21640",1,1,1,0,0,0
"CF003_RS21645",69,92,122,49,55,48
"CF003_RS21650",15,9,20,4,3,3
"CF003_RS21655",7,10,4,7,3,6
"CF003_RS21660",0,0,0,0,0,0
"Predicted_antisense_transcipt-1",604,666,976,249,284,260
"Predicted_antisense_transcipt-2",959,1181,1056,434,418,367
"Predicted_antisense_transcipt-3",698,887,1168,129,129,125
"Predicted_non_antisense_transcript-1",992,802,1038,635,654,563
"Predicted_non_antisense_transcript-10",1616,725,894,1521,1387,879
"Predicted_non_antisense_transcript-11",717,918,987,105,126,150
"Predicted_non_antisense_transcript-12",1132,585,371,378,232,320
"Predicted_non_antisense_transcript-13",427,442,960,256,198,360
"Predicted_non_antisense_transcript-14",3405,5544,3797,1747,1911,2247
"Predicted_non_antisense_transcript-15",434,552,1290,411,503,474
"Predicted_non_antisense_transcript-16",213,180,356,1242,1087,1866
"Predicted_non_antisense_transcript-17",1429,1492,1042,371,363,478
"Predicted_non_antisense_transcript-18",1342,899,2118,3556,3273,1739
"Predicted_non_antisense_transcript-19",895,910,820,194,192,147
"Predicted_non_antisense_transcript-2",1032,1042,699,702,756,602
"Predicted_non_antisense_transcript-20",669,503,913,854,803,407
"Predicted_non_antisense_transcript-21",23380,25546,21791,30951,30697,23243
"Predicted_non_antisense_transcript-22",1195,767,1932,3047,2877,1483
"Predicted_non_antisense_transcript-23",1216,835,2099,3012,2785,1446
"Predicted_non_antisense_transcript-24",1193,804,2070,2993,2796,1426
"Predicted_non_antisense_transcript-25",629,394,499,1648,1902,1144
"Predicted_non_antisense_transcript-26",1223,1360,1689,1204,1178,1278
"Predicted_non_antisense_transcript-27",1072,1370,668,667,632,785
"Predicted_non_antisense_transcript-28",1210,832,2096,3008,2778,1439
"Predicted_non_antisense_transcript-29",629,394,499,1648,1902,1144
"Predicted_non_antisense_transcript-3",896,633,673,564,651,554
"Predicted_non_antisense_transcript-30",4785,4601,3976,2033,2468,2516
"Predicted_non_antisense_transcript-31",912,1670,1101,712,694,801
"Predicted_non_antisense_transcript-32",672,452,803,904,856,415
"Predicted_non_antisense_transcript-33",804,354,689,2137,2062,1122
"Predicted_non_antisense_transcript-34",1342,899,2118,3556,3272,1739
"Predicted_non_antisense_transcript-35",629,394,499,1648,1902,1144
"Predicted_non_antisense_transcript-36",1213,833,2092,3003,2779,1442
"Predicted_non_antisense_transcript-37",889,858,625,487,449,247
"Predicted_non_antisense_transcript-38",1000,839,863,689,587,406
"Predicted_non_antisense_transcript-39",727,412,992,210,211,314
"Predicted_non_antisense_transcript-4",875,957,1050,753,633,656
"Predicted_non_antisense_transcript-40",2587,3035,2664,1432,1412,1493
"Predicted_non_antisense_transcript-41",396,415,535,800,907,624
"Predicted_non_antisense_transcript-42",544,321,538,1331,1289,605
"Predicted_non_antisense_transcript-43",1214,835,2100,3009,2780,1441
"Predicted_non_antisense_transcript-44",1192,1580,2117,776,921,993
"Predicted_non_antisense_transcript-45",1212,814,2010,3067,2871,1458
"Predicted_non_antisense_transcript-46",1369,963,2482,3315,3085,1568
"Predicted_non_antisense_transcript-47",630,393,494,1648,1906,1145
"Predicted_non_antisense_transcript-48",1221,820,2008,3069,2879,1467
"Predicted_non_antisense_transcript-5",1422,968,2483,3276,3025,1545
"Predicted_non_antisense_transcript-6",856,577,639,768,897,1255
"Predicted_non_antisense_transcript-7",2166,2282,3089,795,998,445
"Predicted_non_antisense_transcript-8",720,719,1253,317,298,399
"Predicted_non_antisense_transcript-9",2315,2153,2245,1284,1271,1183
