"gene_id","Raw Counts WT Replicate 1","Raw Counts WT Replicate 2","Raw Counts WT Replicate 3","Raw Counts II1046 Replicate 1","Raw Counts II1046 Replicate 2","Raw Counts II1046 Replicate 3"
"BP1026B_I1546",2479,1930,2315,1905,1859,2145
"BP1026B_I1549",1516,680,727,722,668,786
"BP1026B_I1548",613,314,371,424,383,415
"BP1026B_I1550",211,134,152,161,150,153
"BP1026B_I1552",86,41,37,34,34,30
"BP1026B_I1551",851,409,425,306,302,327
"BP1026B_I1554",1133,674,693,489,458,515
"BP1026B_I1555",323,189,216,132,127,155
"BP1026B_I1556",112,42,59,42,33,45
"BP1026B_I1557",129,67,80,59,64,63
"BP1026B_I1558",128,126,113,74,68,73
"BP1026B_I1559",86,98,118,74,86,94
"BP1026B_I1560",50,34,49,36,48,60
"BP1026B_I1562",20,11,15,5,5,3
"BP1026B_I1564",22734,23907,27825,4337,4391,4962
"predicted RNA",693,650,724,159,158,175
"BP1026B_I1565",4962,3814,4440,1066,1018,1159
"BP1026B_I1567",557,341,391,172,189,186
"BP1026B_I1568",0,1,2,2,0,1
"BP1026B_I1569",99,85,100,91,104,122
"BP1026B_I1570",97,76,116,69,64,84
"BP1026B_I1571",307,219,223,182,149,201
"BP1026B_I1572",103,83,81,63,66,63
"BP1026B_I1573",13,7,6,7,8,7
"BP1026B_I1574",2,2,3,5,4,3
"BP1026B_I1575",105,89,104,95,86,118
"BP1026B_I1576",26,10,10,16,17,23
"BP1026B_I1577",350,230,291,288,277,310
"BP1026B_I1578",1258,829,994,812,854,965
"BP1026B_I1579",331,227,243,196,188,222
"BP1026B_I1580",97,64,76,83,100,77
"BP1026B_I1581",22,22,21,21,14,22
"BP1026B_I1582",122,107,142,147,136,156
"BP1026B_I1583",3,1,1,7,7,4
"BP1026B_I1584",6,9,6,12,12,10
"BP1026B_I1585",109,101,137,118,98,102
"BP1026B_I1587",634,505,609,467,492,563
"BP1026B_I1588",173,159,172,256,254,287
"BP1026B_I1589",75,66,75,104,109,112
"BP1026B_I1590",63,67,74,88,68,98
"BP1026B_I1591",148,112,153,137,126,139
"BP1026B_I1592",1046,506,613,1052,1124,1105
"BP1026B_I1593",38,28,33,47,32,53
"BP1026B_I1594",82,74,93,84,70,87
"BP1026B_I1595",75,70,84,107,120,117
"BP1026B_I1596",52,30,63,43,38,49
"BP1026B_I1597",41,54,48,51,63,62
"BP1026B_I1598",11,16,21,22,17,20
"BP1026B_I1599",53,49,60,71,70,76
"BP1026B_I1600",11,12,9,8,14,12
"BP1026B_I1601",6,10,6,3,5,4
"BP1026B_I1602",2,0,5,3,5,4
"BP1026B_I1603",5,10,13,0,6,5
"BP1026B_I1604",11,2,10,14,9,16
"BP1026B_I1605",66,58,72,71,80,88
"BP1026B_I1606",686,505,553,522,508,564
"BP1026B_I1607",26,18,20,13,14,17
"BP1026B_I1608",26,14,16,15,15,20
"BP1026B_I1609",117,78,98,103,98,119
"BP1026B_I1610",178,150,168,155,184,197
"BP1026B_I1611",330,247,283,244,294,300
"BP1026B_I1612",76,54,62,46,46,57
"BP1026B_I1614",3,2,0,0,4,1
"BP1026B_I1613",21,33,28,37,40,39
"BP1026B_I1615",22,13,16,31,31,38
"BP1026B_I1616",19,23,19,41,45,51
"BP1026B_I1617",54,81,106,232,214,248
"BP1026B_I1618",19,20,10,31,20,22
"BP1026B_I1619",116,93,113,107,115,130
"BP1026B_I1620",16,11,10,14,20,20
"BP1026B_I1621",70,92,95,116,111,131
"BP1026B_I1622",62,40,48,56,64,59
"BP1026B_I1623",89,70,73,106,95,94
"BP1026B_I1624",24,10,11,17,17,16
"BP1026B_I1625",71,45,57,50,57,58
"BP1026B_I1626",30,18,18,14,15,21
"BP1026B_I1627",131,87,95,101,118,108
"BP1026B_I1628",70,43,44,56,61,74
"BP1026B_I1629",66,71,98,97,121,115
"BP1026B_I1630",73,59,51,49,45,45
"BP1026B_I1631",45,27,28,31,25,27
"BP1026B_I1632",135,110,151,112,118,127
"BP1026B_I1633",73,71,76,65,54,77
"predicted RNA",632,536,718,609,570,672
"BP1026B_I1635",1114,540,673,624,711,824
"BP1026B_I1636",414,283,356,286,286,361
"BP1026B_I1637",529,233,286,247,246,259
"BP1026B_I1638",96,66,81,73,66,83
"BP1026B_I1639",63,39,48,45,49,42
"BP1026B_I1640",49,56,53,57,57,66
"BP1026B_I1641",84,74,96,77,65,93
"BP1026B_I1642",13,10,15,9,15,13
"BP1026B_I1643",15,15,22,18,16,19
"BP1026B_I1644",69,77,101,116,116,113
"BP1026B_I1645",33,38,53,62,49,68
"BP1026B_I1646",1,0,0,0,0,0
"BP1026B_I1647",3,1,5,7,6,5
"BP1026B_I1648",0,10,7,3,13,14
"BP1026B_I1649",12,19,22,40,33,37
"BP1026B_I1650",61,63,91,117,125,145
"BP1026B_I1651",1,1,0,0,0,2
"BP1026B_I1652",0,0,2,2,4,3
"BP1026B_I1653",11,5,6,12,12,7
"BP1026B_I1654",887,623,802,917,919,1003
"BP1026B_I1655",15,16,22,30,27,39
"BP1026B_I1656",10,7,11,18,15,22
"BP1026B_I1657",13,8,11,20,11,17
"BP1026B_I1658",93,89,116,146,151,157
"BP1026B_I1659",780,525,717,860,863,982
"BP1026B_I1660",11,10,7,14,9,9
"BP1026B_I1661",281,159,177,135,117,151
"BP1026B_I1662",42,29,38,43,45,56
"BP1026B_I1663",1577,1080,1101,314,330,366
"BP1026B_I1664",2583,2112,2476,685,679,804
"BP1026B_I1665",21650,13067,14250,6809,6497,7165
"BP1026B_I1666",1092,562,664,352,334,395
"BP1026B_I1667",1156,826,920,529,497,584
"BP1026B_I1668",4482,2801,3168,1654,1669,1787
"BP1026B_I1669",2945,1484,1767,940,936,981
"BP1026B_I1670",935,635,712,373,382,382
"BP1026B_I1671",1040,930,1122,636,657,699
"BP1026B_I1672",1658,1053,1208,656,708,745
"BP1026B_I1673",4637,3387,3920,2078,2000,2204
"BP1026B_I1674",4194,4481,5158,2794,2704,3082
"predicted RNA",128,88,90,42,42,55
"BP1026B_I1675",1518,1456,1747,970,963,1101
"BP1026B_I1676",2610,3056,3633,1987,2035,2270
"BP1026B_I1677",1841,1801,2128,1361,1395,1509
"BP1026B_I1678",3485,3526,4081,2862,2848,3440
"BP1026B_I1679",1098,1273,1564,2065,2089,2300
"predicted RNA",23,15,19,48,44,50
"BP1026B_I1681",505,308,352,341,295,343
"BP1026B_I1682",49,41,39,41,26,38
"BP1026B_I1683",492,377,448,515,502,585
"BP1026B_I1684",148,69,77,66,65,66
"BP1026B_I1685",104,94,79,90,109,114
"BP1026B_I1686",264,173,202,250,245,278
"BP1026B_I1687",8,4,5,7,2,4
"BP1026B_I1688",5,5,13,2,3,6
"BP1026B_I1689",599,397,466,274,239,245
"BP1026B_I1690",1381,835,913,543,587,587
"BP1026B_I1691",4230,2866,3512,2588,2685,2925
"BP1026B_I1693",898,699,737,400,417,431
"BP1026B_I1692",700,415,432,263,262,258
"BP1026B_I1694",1593,854,977,610,595,648
"BP1026B_I1695",1003,427,502,378,386,405
"predicted RNA",196,133,152,156,140,153
"predicted RNA",98,70,70,61,62,56
"BP1026B_I1696",3252,1675,1770,1527,1581,1697
"BP1026B_I1697",24830,20800,22966,25952,26051,29703
"BP1026B_I1698",24557,23164,27087,38002,37724,41125
"BP1026B_I1699",34086,30976,36668,37134,36730,40884
"predicted RNA",1486,1381,1255,815,857,942
"BP1026B_I1700",38116,43769,52011,46593,45924,51400
"predicted RNA",5285,4205,4246,2481,2529,2987
"BP1026B_I1701",51804,38552,43245,35494,34977,39333
"BP1026B_I1703",4362,3009,3273,2991,2845,3056
"BP1026B_I1704",416,204,210,145,148,131
"BP1026B_I1702",880,610,708,493,496,530
"BP1026B_I1705",705,471,557,369,339,413
"BP1026B_I1707",102,52,70,65,64,82
"BP1026B_I1708",170,135,127,202,192,198
"BP1026B_I1709",52,28,28,47,43,40
"BP1026B_I1710",1140,722,812,575,584,594
"BP1026B_I1711",504,323,326,279,309,335
"BP1026B_I1712",701,323,326,395,356,385
"BP1026B_I1713",828,431,484,439,417,422
"BP1026B_I1715",1178,471,499,437,406,408
"BP1026B_I1714",21,14,18,20,19,18
"BP1026B_I1716",911,435,451,377,352,321
"BP1026B_I1717",360,220,216,166,160,159
"BP1026B_I1718",568,300,319,287,237,287
"BP1026B_I1719",1712,711,736,685,670,732
"predicted RNA",296,252,286,212,213,222
"BP1026B_I1720",39575,38403,45052,20734,20317,22473
"predicted RNA",385,457,459,285,315,325
"BP1026B_I1721",788,457,551,434,375,452
"BP1026B_I1722",592,348,459,292,266,285
"BP1026B_I1723",991,423,448,335,320,335
"BP1026B_I1724",1422,849,953,727,701,730
"BP1026B_I1725",3533,1773,2070,1782,1712,1883
"BP1026B_I1726",1071,597,610,529,508,614
"BP1026B_I1727",1415,548,684,730,776,841
"predicted RNA",705,249,278,254,251,282
"BP1026B_I1728",294,127,115,110,105,121
"BP1026B_I1729",821,601,703,517,537,554
"BP1026B_I1730",1004,550,609,501,521,544
"BP1026B_I1731",167,105,122,274,267,292
"BP1026B_I1732",60,67,53,236,245,292
"BP1026B_I1733",107,59,82,197,185,196
"BP1026B_I1734",344,146,168,467,462,487
"BP1026B_I1735",503,224,271,787,751,775
"BP1026B_I1736",84,36,37,120,98,140
"BP1026B_I1737",111,83,72,73,65,68
"BP1026B_I1738",26,12,16,25,34,35
"BP1026B_I1739",39,17,10,47,34,43
"BP1026B_I1740",152,63,64,157,159,163
"BP1026B_I1741",40,10,24,69,69,74
"BP1026B_I1742",36,21,18,81,81,91
"BP1026B_I1743",9,4,6,10,13,21
"BP1026B_I1744",148,59,89,73,93,90
"BP1026B_I1745",171,70,63,37,54,41
"BP1026B_I1746",104,52,66,50,45,53
"BP1026B_I1747",21,12,18,20,13,16
"BP1026B_I1748",76,40,41,41,38,42
"BP1026B_I1749",26,16,15,16,13,13
"BP1026B_I1750",75,48,60,45,46,55
"BP1026B_I1751",4,5,10,6,5,8
"BP1026B_I1752",19392,27269,34313,16258,18710,20531
"BP1026B_I1753",862,755,913,658,618,701
"BP1026B_I1754",1510,865,953,880,813,905
"BP1026B_I1755",1598,935,994,926,935,1037
"BP1026B_I1756",502,317,352,367,387,398
"BP1026B_I1757",175,115,108,157,161,146
"BP1026B_I1758",795,631,786,790,791,861
"BP1026B_I1759",3294,3721,4482,14400,14230,15288
"predicted RNA",104,0,0,0,0,1
"predicted RNA",189,97,138,206,203,270
"predicted RNA",58,55,65,101,83,103
"predicted RNA",76,44,54,61,64,63
"BP1026B_I1760",1025,582,600,1164,1123,1221
"BP1026B_I1761",1333,746,939,1680,1621,1799
"BP1026B_I1762",757,402,427,703,680,754
"BP1026B_I1763",186,145,181,267,249,283
"BP1026B_I1764",1258,691,819,534,541,532
"BP1026B_I1765",110,56,58,44,47,52
"BP1026B_I1766",48,20,19,24,20,20
"BP1026B_I1767",30,21,16,18,18,27
"BP1026B_I1768",30,14,19,17,15,15
"BP1026B_I1769",35,14,14,14,13,11
"BP1026B_I1770",23,22,7,15,9,10
"BP1026B_I1771",16,10,6,7,11,9
"BP1026B_I1772",21,7,12,9,8,8
"BP1026B_I1773",35,12,24,24,22,29
"BP1026B_I1774",76,43,46,69,56,48
"BP1026B_I1775",20,1,6,8,9,7
"BP1026B_I1776",66,32,35,27,32,28
"BP1026B_I1777",113,55,40,28,24,38
"BP1026B_I1778",58,46,52,42,43,46
"BP1026B_I1779",173,133,170,70,85,80
"BP1026B_I1780",17,6,8,13,12,10
"BP1026B_I1781",14,9,19,8,19,19
"BP1026B_I1782",134,98,108,96,113,114
"BP1026B_I1783",1225,736,924,781,753,838
"BP1026B_I1784",3752,2857,3341,1843,1788,2104
"BP1026B_I1785",6319,4776,5442,3998,4057,4407
"BP1026B_I1786",19784,19818,23746,17624,17326,20618
"BP1026B_I1788",5614,2959,3505,2396,2403,2576
"BP1026B_I1789",2466,1183,1195,915,844,845
"BP1026B_I1790",2516,1467,1746,1122,1091,1193
"BP1026B_I1791",1000,511,578,407,435,447
"BP1026B_I1792",5001,2651,2947,1818,1874,2091
"BP1026B_I1793",1497,1118,1362,568,565,627
"BP1026B_I1794",265,210,259,225,220,274
"BP1026B_I1795",236,165,180,189,211,219
"BP1026B_I1796",99,62,63,73,83,72
"BP1026B_I1797",70,53,56,65,68,82
"BP1026B_I1798",275,187,205,218,211,253
"BP1026B_I1800",2808,2294,2574,2380,2486,2652
"predicted RNA",132,115,114,82,78,92
"BP1026B_I1799",330,346,427,392,361,408
"BP1026B_I1801",1347,709,810,710,783,792
"BP1026B_I1802",702,539,612,601,599,698
"BP1026B_I1803",287,253,323,213,198,236
"BP1026B_I1804",457,299,369,317,303,327
"BP1026B_I1805",409,296,333,286,264,319
"BP1026B_I1806",937,528,640,513,518,605
"BP1026B_I1807",512,374,391,317,291,355
"BP1026B_I1808",37,21,27,30,27,31
"BP1026B_I1809",513,332,362,344,346,374
"BP1026B_I1810",573,405,505,757,781,830
"BP1026B_I1811",582,416,471,431,424,472
"BP1026B_I1812",27,17,27,33,34,33
"BP1026B_I1813",1531,896,1011,769,738,884
"BP1026B_I1814",1160,584,628,535,553,649
"BP1026B_I1815",19,8,15,13,14,10
"BP1026B_I1816",59,27,31,28,32,37
"BP1026B_I1817",30,17,19,29,22,25
"BP1026B_I1818",130,53,76,66,66,76
"BP1026B_I1819",433,212,230,206,208,200
"BP1026B_I1820",1290,646,682,475,466,450
"BP1026B_I1821",93,92,83,66,62,76
"BP1026B_I1822",616,421,524,414,424,420
"BP1026B_I1823",98,53,56,69,61,69
"BP1026B_I1825",845,575,737,623,583,681
"BP1026B_I1824",1410,817,931,657,754,738
"BP1026B_I1826",3007,2000,2284,1665,1704,1834
"BP1026B_I1827",1075,772,894,840,843,917
"BP1026B_I1828",904,982,1168,769,762,893
"BP1026B_I1829",183,143,161,163,139,178
"BP1026B_I1830",332,156,230,193,192,199
"BP1026B_I1831",598,385,469,372,343,421
"BP1026B_I1832",2037,1399,1618,1062,1123,1202
"BP1026B_I1833",707,310,389,280,307,339
"BP1026B_I1834",1554,897,1092,879,809,893
"BP1026B_I1835",20829,13797,15999,13445,13398,14791
"BP1026B_I1836",67,70,88,79,81,91
"BP1026B_I1837",2719,1026,1334,1418,1416,1654
"BP1026B_I1838",461,365,442,386,395,452
"BP1026B_I1839",54,20,37,25,23,28
"BP1026B_I1840",124,65,65,43,47,52
"BP1026B_I1841",393,239,302,169,196,183
"BP1026B_I1842",290,169,232,122,121,144
"BP1026B_I1843",57,47,53,36,29,39
"BP1026B_I1844",728,573,683,393,364,432
"BP1026B_I1845",5001,3863,4601,4024,4013,4429
"BP1026B_I1846",1134,1071,1240,584,572,583
"BP1026B_I1847",680,595,659,255,252,292
"BP1026B_I1848",57,49,48,22,20,24
"BP1026B_I1849",214,118,168,71,86,94
"BP1026B_I1850",3530,2818,3271,2681,2668,2846
"BP1026B_I1851",961,714,779,452,395,464
"BP1026B_I1852",1397,769,854,687,609,700
"BP1026B_I1853",668,351,374,345,351,384
"BP1026B_I1854",164,91,98,78,71,93
"BP1026B_I1855",573,310,353,330,292,354
"BP1026B_I1856",384,255,262,272,326,327
"BP1026B_I1857",202,134,166,162,179,170
"BP1026B_I1858",649,420,468,414,445,490
"BP1026B_I1859",396,207,197,250,236,242
"BP1026B_I1860",1018,634,734,699,745,794
"BP1026B_I1861",413,227,233,235,202,219
"BP1026B_I1862",222,137,157,168,184,211
"BP1026B_I1863",132,111,125,146,165,158
"BP1026B_I1864",2153,1731,2092,3533,3577,4082
"predicted RNA",83,34,49,80,84,104
"BP1026B_I1865",23,14,18,17,17,15
"BP1026B_I1866",23,15,15,19,18,15
"BP1026B_I1867",51,40,47,34,41,44
"BP1026B_I1868",69,33,37,43,38,36
"BP1026B_I1869",158,93,112,80,83,80
"BP1026B_I1870",1958,1648,2090,1564,1522,1755
"predicted RNA",147,156,176,143,129,114
"BP1026B_I1871",566,271,337,356,320,390
"BP1026B_I1872",629,610,654,524,565,593
"BP1026B_I1873",12326,11701,13501,13001,13015,14661
"BP1026B_I1874",5321,4999,5807,6037,5833,6517
"BP1026B_I1875",15888,13937,16616,16099,16092,18104
"BP1026B_I1876",3209,1947,2390,2582,2593,2914
"BP1026B_I1877",282,300,334,335,342,364
"BP1026B_I1878",1175,945,1050,768,742,820
"BP1026B_I1879",1147,859,984,700,691,777
"BP1026B_I1880",590,522,627,476,467,519
"BP1026B_I1881",735,475,550,843,820,890
"BP1026B_I1882",488,461,506,701,632,741
"BP1026B_I1883",11595,9674,11515,11967,11794,13189
"BP1026B_I1884",8435,6208,6899,5681,5828,6634
"BP1026B_I1885",1774,1154,1449,942,897,1125
"predicted RNA",90,64,79,42,38,53
"BP1026B_I1887",6299,3636,3952,2683,2625,2797
"BP1026B_I1888",9973,6292,6953,4793,4763,5619
"BP1026B_I1886",1174,1114,1493,793,793,910
"predicted RNA",78,93,116,81,84,85
"BP1026B_I1889",534,261,320,256,240,287
"BP1026B_I1890",2327,1460,1672,895,861,966
"BP1026B_I1891",1838,1205,1522,1038,1007,1174
"BP1026B_I1892",3350,2501,2862,2036,1973,2302
"predicted RNA",2161,1409,1472,1324,1379,1633
"BP1026B_I1893",11086,4210,4973,6336,6161,6955
"BP1026B_I1894",88440,76942,92417,55104,54090,61295
"BP1026B_I1895",2661,1789,2097,1348,1323,1410
"BP1026B_I1896",3425,2451,2857,1565,1571,1799
"BP1026B_I1897",12747,8589,10246,8414,8265,9493
"BP1026B_I1898",44,19,38,30,27,34
"BP1026B_I1899",130,89,83,67,58,68
"BP1026B_I1900",11,6,6,1,6,7
"BP1026B_I1901",107,80,65,60,53,66
"BP1026B_I1902",792,771,918,887,884,938
"BP1026B_I1903",347,221,265,239,247,276
"BP1026B_I1904",496,289,357,341,353,389
"BP1026B_I1905",513,394,497,336,364,374
"BP1026B_I1906",2451,1690,1791,1680,1729,1854
"BP1026B_I1907",759,762,832,630,646,660
"BP1026B_I1908",11280,11298,14022,22377,22175,24802
"predicted RNA",805,925,1180,1668,1740,1957
"BP1026B_I1909",10090,7996,9395,14556,14575,16751
"BP1026B_I1910",5012,5338,6202,4216,4196,4831
"BP1026B_I1911",3710,3889,4533,5085,5092,5652
"BP1026B_I1912",24,31,39,38,34,44
"BP1026B_I1913",3058,2193,2518,2094,2047,2267
"BP1026B_I1914",625,525,661,624,572,603
"BP1026B_I1915",1657,938,1016,853,818,925
"BP1026B_I1916",349,158,201,188,187,175
"BP1026B_I1917",48,35,34,21,20,25
"BP1026B_I1918",255,156,201,138,136,151
"BP1026B_I1919",183,102,103,68,63,63
"BP1026B_I1920",4103,3115,3588,1461,1570,1642
"BP1026B_I1921",2776,2669,3094,1158,1167,1325
"BP1026B_I1922",862,410,477,423,415,432
"predicted RNA",504,358,373,306,335,378
"BP1026B_I1923",194,175,174,212,215,236
"BP1026B_I1924",25,15,26,19,25,31
"BP1026B_I1925",1040,772,877,764,739,785
"BP1026B_I1926",1868,1351,1596,1399,1398,1561
"BP1026B_I1927",2388,1866,2296,1878,1943,2180
"BP1026B_I1928",12840,10084,12010,11242,11164,12748
"predicted RNA",326,158,193,171,168,206
"BP1026B_I1929",8983,4645,5319,3850,3733,4228
"BP1026B_I1930",4265,2592,2950,1979,1988,2088
"BP1026B_I1931",2939,2176,2789,1886,1952,2144
"BP1026B_I1932",504,336,433,333,319,341
"BP1026B_I1934",1464,1060,1205,1505,1551,1573
"BP1026B_I1933",1515,646,718,752,713,789
"BP1026B_I1935",846,376,403,355,324,353
"BP1026B_I1936",1700,993,1227,693,627,726
"BP1026B_I1937",1464,889,1062,687,660,738
"BP1026B_I1938",121,81,102,78,71,74
"BP1026B_I1939",2880,1558,1982,1721,1767,1966
"BP1026B_I1940",53,36,57,59,48,51
"BP1026B_I1941",847,508,577,419,452,452
"BP1026B_I1942",690,442,508,316,307,311
"BP1026B_I1943",238,116,181,117,119,128
"BP1026B_I1944",972,618,706,549,512,591
"predicted RNA",35,17,20,8,7,7
"BP1026B_I1945",6385,3847,4389,1756,1755,1943
"BP1026B_I1946",1046,895,985,898,906,979
"BP1026B_I1947",1565,872,972,947,959,987
"BP1026B_I1948",2324,1526,1753,1238,1234,1319
"BP1026B_I1949",5754,4677,5523,4462,4632,5078
"BP1026B_I1950",2969,2743,3142,2453,2490,2790
"BP1026B_I1951",1080,739,746,527,498,550
"BP1026B_I1952",1920,1103,1255,898,924,1073
"BP1026B_I1953",5152,2899,3366,2160,2153,2406
"BP1026B_I1954",2200,1935,2178,1422,1431,1521
"BP1026B_I1955",2387,1200,1291,611,634,622
"predicted RNA",212,54,55,33,28,31
"BP1026B_I1956",797,588,652,577,563,671
"BP1026B_I1957",221,147,146,132,148,156
"BP1026B_I1958",308,241,284,280,289,290
"BP1026B_I1959",160,81,96,94,108,104
"BP1026B_I1960",45,37,43,42,40,50
"BP1026B_I1961",100,69,73,87,94,86
"BP1026B_I1962",84,39,60,55,48,55
"BP1026B_I1963",253,150,151,177,154,172
"BP1026B_I1964",135,71,72,59,55,71
"BP1026B_I1965",119,87,88,58,58,71
"BP1026B_I1966",412,199,173,132,123,145
"BP1026B_I1967",1105,438,414,208,195,214
"BP1026B_I1968",2175,1050,1115,643,578,628
"BP1026B_I1969",584,302,323,200,197,208
"BP1026B_I1970",329,215,270,146,138,187
"BP1026B_I1971",2458,1211,1326,899,868,944
"BP1026B_I1972",615,418,544,381,378,422
"BP1026B_I1973",784,488,530,384,410,427
"BP1026B_I1974",157,116,136,92,103,129
"BP1026B_I1975",1233,758,841,881,891,918
"BP1026B_I1976",119,77,81,97,93,109
"BP1026B_I1977",428,251,267,341,361,362
"BP1026B_I1978",11725,7303,8497,7737,7507,8631
"BP1026B_I1979",2404,1692,1891,1072,1096,1231
"predicted RNA",199,96,87,47,47,45
"BP1026B_I1981",494,268,295,122,112,118
"BP1026B_I1980",9014,7466,9127,7973,8028,9002
"BP1026B_I1982",2203,1388,1515,1059,1033,1208
"BP1026B_I1983",5517,3051,3582,2460,2465,2791
"BP1026B_I1984",937,562,663,909,867,1005
"BP1026B_I1985",321,192,214,247,238,282
"BP1026B_I1986",35,28,31,46,34,35
"BP1026B_I1987",81,80,105,90,73,99
"BP1026B_I1988",505,354,371,261,250,301
"BP1026B_I1989",20,13,11,13,22,20
"BP1026B_I1990",55,28,32,37,50,41
"BP1026B_I1991",165,74,102,96,79,110
"BP1026B_I1992",139,81,104,72,64,81
"BP1026B_I1993",263,158,165,165,161,181
"BP1026B_I1994",101,72,96,90,81,106
"BP1026B_I1995",97,45,53,75,57,81
"BP1026B_I1996",18,19,18,13,15,15
"BP1026B_I1997",37,24,26,24,24,24
"BP1026B_I1998",235,175,163,187,202,242
"BP1026B_I1999",41,38,40,24,17,19
"BP1026B_I2000",1327,885,1059,1022,1033,1176
"predicted RNA",1187,828,984,1056,1096,1372
"BP1026B_I2001",7029,5987,7183,5766,5781,6444
"BP1026B_I2002",1604,1315,1581,1221,1205,1365
"predicted RNA",258,270,261,189,206,240
"BP1026B_I2003",847,639,733,470,488,510
"BP1026B_I2004",120,105,117,110,107,120
"BP1026B_I2005",275,173,215,219,224,244
"BP1026B_I2006",384,280,328,335,328,386
"BP1026B_I2008",59,50,63,72,57,85
"BP1026B_I2009",133,101,146,110,126,147
"BP1026B_I2011",25,6,18,15,20,22
"BP1026B_I2012",14,20,28,32,31,28
"BP1026B_I2013",16,18,14,13,8,20
"BP1026B_I2014",181,253,311,430,463,492
"BP1026B_I2015",167,168,214,198,152,180
"BP1026B_I2016",655,508,632,561,494,609
"BP1026B_I2017",1493,1399,1675,1116,1127,1237
"BP1026B_I2018",250,234,320,227,229,269
"BP1026B_I2019",1977,1230,1428,727,702,804
"BP1026B_I2020",134,82,110,62,49,61
"BP1026B_I2021",151,93,124,70,91,83
"BP1026B_I2022",490,353,424,340,310,359
"BP1026B_I2023",69,68,81,45,47,46
"BP1026B_I2024",274,208,239,151,153,195
"BP1026B_I2025",3790,2372,3000,2049,2137,2375
"BP1026B_I2026",772,735,837,572,593,674
"BP1026B_I2027",490,609,709,599,629,737
"BP1026B_I2028",268,234,252,246,262,310
"BP1026B_I2029",446,352,406,435,454,504
"BP1026B_I2030",727,424,569,380,391,449
"BP1026B_I2031",3361,2025,2172,1410,1335,1428
"BP1026B_I2032",483,233,294,225,249,271
"BP1026B_I2033",1560,803,915,723,718,736
"BP1026B_I2034",1769,1039,1215,791,819,939
"BP1026B_I2036",26,13,16,18,20,12
"BP1026B_I2035",8,4,7,4,5,7
"BP1026B_I2038",76,48,71,78,67,64
"BP1026B_I2039",112,54,75,65,70,77
"BP1026B_I2040",41,36,40,31,29,30
"BP1026B_I2041",17,11,9,9,11,13
"BP1026B_I2042",9,6,8,10,5,8
"BP1026B_I2043",8,4,11,8,10,9
"BP1026B_I2044",37,27,29,27,30,28
"BP1026B_I2045",22,14,15,15,11,16
"BP1026B_I2046",90,53,52,52,61,64
"BP1026B_I2047",9,8,13,9,12,16
"BP1026B_I2048",186,100,138,100,97,104
"BP1026B_I2049",148,114,139,116,124,136
"BP1026B_I2050",84,51,80,81,82,95
"BP1026B_I2051",2152,1136,1435,1643,1632,1762
"BP1026B_I2052",22,16,18,21,15,13
"BP1026B_I2053",3,5,4,4,8,11
"BP1026B_I2054",289,260,326,206,191,216
"BP1026B_I2055",330,277,356,251,261,252
"BP1026B_I2056",116,55,51,55,60,55
"BP1026B_I2057",323,158,191,223,189,203
"BP1026B_I2058",32,13,22,20,19,17
"BP1026B_I2059",41,30,32,32,45,36
"BP1026B_I2060",27,7,16,11,16,13
"BP1026B_I2061",49,25,30,26,17,18
"BP1026B_I2062",298,142,184,130,151,158
"BP1026B_I2063",18,9,11,2,2,6
"BP1026B_I2064",64,66,62,39,30,28
"BP1026B_I2065",1421,811,960,592,625,698
"BP1026B_I2066",775,488,558,466,438,470
"BP1026B_I2068",336,186,219,161,183,164
"BP1026B_I2067",201,116,175,93,93,91
"BP1026B_I2069",243,169,195,102,101,123
"BP1026B_I2070",486,434,499,403,368,430
"BP1026B_I2071",473,713,828,705,660,825
"BP1026B_I2072",171,153,168,117,112,139
"BP1026B_I2073",87,80,87,78,78,84
"BP1026B_I2074",291,258,339,135,122,157
"predicted RNA",151,188,229,42,27,37
"predicted RNA",71,77,91,34,35,39
"BP1026B_I2075",292,193,200,194,189,242
"BP1026B_I2076",638,469,442,359,359,396
"BP1026B_I2077",415,274,297,248,234,258
"BP1026B_I2078",67,64,100,64,68,82
"BP1026B_I2079",639,377,482,298,320,351
"BP1026B_I2080",654,326,378,255,249,235
"BP1026B_I2081",127,125,172,210,235,222
"BP1026B_I2082",7111,6069,6798,3935,3947,4287
"predicted RNA",87,66,79,63,64,82
"BP1026B_I2083",1586,896,987,488,465,522
"BP1026B_I2084",25,14,13,6,11,11
"BP1026B_I2085",277,241,281,287,289,346
"BP1026B_I2086",639,410,463,405,386,506
"BP1026B_I2087",1052,916,1055,755,797,842
"BP1026B_I2088",401,408,505,282,284,314
"BP1026B_I2089",183,157,220,124,126,125
"BP1026B_I2090",1731,1478,1878,1551,1420,1717
"BP1026B_I2091",82,40,38,52,54,52
"BP1026B_I2092",171,132,121,183,189,202
"BP1026B_I2093",10,7,3,9,6,12
"BP1026B_I2094",4,7,4,6,7,8
"BP1026B_I2095",46,43,54,40,50,50
"BP1026B_I2096",1,0,0,1,0,5
"BP1026B_I2097",48,43,48,52,54,60
"BP1026B_I2098",1,2,1,2,2,2
"BP1026B_I2099",6,4,4,6,5,5
"BP1026B_I2100",28,21,32,20,26,28
"BP1026B_I2101",41,29,52,47,40,56
"BP1026B_I2102",17,12,11,15,12,13
"BP1026B_I2103",139,118,115,109,110,102
"BP1026B_I2104",19,6,12,11,6,10
