"gene_id","A1","A2","A3","B1","B2","B3","C1","C2","C3","D1","D2","D3"
"Afu6g07270",2575,2438,2127,2757,1950,1646,1023,1095,919,750,645,922
"Afu6g07280",4100,3804,3886,4183,2915,2805,3246,3250,2997,1888,1725,2397
"Afu6g07290",3550,2890,3071,3806,3617,3040,1955,1705,1647,1296,1333,1675
"Afu6g07300",1671,1431,1333,1955,1855,1366,1010,1255,927,1114,996,1363
"Afu6g07310",2082,1826,1726,2704,2355,1790,1733,1677,1515,1457,1255,1765
"Afu6g07320",1604,1295,1344,973,629,603,579,774,602,469,443,604
"Afu6g07330",905,737,693,1328,1549,1132,633,756,516,896,918,1043
"Afu6g07340",1637,1353,1289,1203,946,833,3137,2583,2683,2485,2477,3047
"Afu6g07350",498,379,308,113,81,58,397,377,293,224,299,343
"Afu6g07360",711,530,464,635,603,497,753,696,682,933,1014,1302
"Afu6g07370",2988,2480,2391,2625,3069,1758,2776,2493,2417,4371,4023,5749
"Afu6g07380",1209,1082,999,1458,1298,915,1774,1810,1671,1408,1171,1812
"Afu6g07390",810,628,650,659,632,584,1458,1682,1374,2664,2341,3253
"Afu6g07400",657,790,748,311,219,238,155,495,122,137,144,239
"Afu6g07410",2460,1934,2064,1818,1267,1085,664,948,657,472,371,583
"Afu6g07420",6626,5448,5460,8170,7436,6313,3375,3578,2868,2986,3378,3916
"Afu6g07430",7122,5801,5623,6222,4915,4293,7374,8063,6673,6359,5378,7410
"Afu6g07440",5392,4774,4673,4488,3541,3208,1958,2276,1813,1486,1486,1923
"Afu6g07460",948,795,815,1180,1126,764,468,438,435,287,274,412
"Afu6g07470",6621,6170,6130,2405,2239,1808,3169,7343,2697,958,946,1594
"Afu6g07480",212,153,123,84,37,50,69,188,69,32,33,63
"Afu6g07490",641,490,491,397,284,299,313,343,260,372,369,438
"Afu6g07500",1156,926,953,1401,989,843,406,276,356,248,187,224
"Afu6g07520",4057,4510,4866,4640,3715,3090,2485,4166,2246,2016,1860,2541
"Afu6g07530",1184,1047,1022,792,570,687,1986,2178,1688,1399,1360,1815
"Afu6g07540",3094,2476,2506,4046,3586,3038,2070,2551,1859,3339,2883,3970
"Afu6g07550",1192,1021,1017,1468,989,1106,623,900,543,734,787,973
"Afu6g07560",1142,923,923,1009,669,752,457,639,357,418,421,518
"Afu6g07570",666,554,586,552,437,437,186,219,152,135,131,125
"Afu6g07580",1402,1121,1114,2015,1840,1441,824,731,719,535,493,677
"Afu6g07590",1029,881,844,1098,872,685,588,733,504,612,505,780
"Afu6g07600",1448,1149,1253,1804,1209,1342,670,630,551,302,256,386
"Afu6g07610",1055,866,900,1168,848,879,658,1130,602,250,223,357
"Afu6g07620",3281,2512,2495,3101,2854,1981,3876,4929,3570,4416,3574,5220
"Afu6g07630",892,715,694,480,371,273,310,287,243,228,204,232
"Afu6g07640",4016,3029,3049,4865,4409,3364,3875,4805,3532,5007,4190,5963
"Afu6g07650",93,54,69,80,43,35,67,43,69,33,31,32
"Afu6g07660",23,29,38,44,33,23,32,25,29,19,15,28
"Afu6g07670",938,781,733,1806,1349,1203,3819,2718,3367,4239,4203,6032
"Afu6g07680",1261,1125,1091,1161,975,953,560,757,520,504,474,651
"Afu6g07690",1705,1402,1349,1227,1025,863,863,1023,747,694,609,859
"Afu6g07700",374,340,300,291,246,235,527,684,447,380,348,517
"Afu6g07710",6635,5854,5969,3701,3022,2223,1157,2189,1098,694,704,985
"Afu6g07720",38742,38135,33157,9864,15089,7098,24046,34830,22189,17121,17452,24803
"Afu6g07730",1673,1288,1132,716,570,549,255,618,236,269,240,332
"Afu6g07740",4152,3354,3319,2428,2687,1535,1477,1883,1383,953,912,1338
"Afu6g07750",196,169,152,64,84,40,163,149,131,192,130,161
"Afu6g07760",3756,3144,3153,4258,3397,3110,4890,5617,4306,4576,3945,5343
"Afu6g07770",4833,3596,3138,4965,3889,3254,20356,19380,18930,21646,18332,25898
"Afu6g07780",10065,6943,6846,16694,16738,9883,6018,7933,5501,4073,3605,5277
"Afu6g07790",88,58,48,73,57,59,40,62,46,58,71,70
"Afu6g07800",2268,1928,1847,2334,2462,1711,1413,1756,1285,1195,1189,1624
"Afu6g07810",1301,1016,1023,1565,1318,1141,749,941,718,784,712,983
"Afu6g07820",2029,1704,1957,343,300,214,330,232,292,154,125,177
"Afu6g07830",1479,1216,1205,1940,2081,1281,1543,1610,1359,1154,994,1462
"Afu6g07840",2113,2026,1899,2796,2704,2119,617,948,514,769,760,891
"Afu6g07850",7120,5715,5929,2906,1736,2032,1130,5422,987,418,546,691
"Afu6g07855",2910,1950,1678,99,71,99,32,984,27,19,17,24
"Afu6g07860",2579,2202,2388,2733,2121,1915,742,803,658,462,532,638
"Afu6g07870",2232,1755,1644,1960,1582,1297,952,1951,845,978,982,1425
"Afu6g07880",5139,4260,4097,4320,3630,3213,2453,3928,2149,2104,2111,2851
"Afu6g07890",3641,3278,3274,3437,2880,2345,2418,2459,2293,1412,1261,1870
"Afu6g07900",3672,3709,3592,3025,3135,2353,8977,7885,7855,3729,3754,5268
"Afu6g07910",10671,8733,9153,6003,5392,3589,2456,4012,2225,2387,2039,3076
"Afu6g07920",219,198,159,611,956,530,73,91,67,221,200,301
"Afu6g07930",3445,2881,2916,4337,4120,2912,3094,2897,2752,1684,1448,2043
"Afu6g07940",5849,5355,5236,8791,6912,6663,4954,5725,4528,4963,4293,5905
"Afu6g07950",3978,3413,3396,7698,6159,5186,1128,876,1030,796,777,1058
"Afu6g07960",549,489,476,553,448,356,773,821,721,670,556,830
"Afu6g07970",2283,1777,1821,967,807,752,1132,1952,922,2212,1810,2652
"Afu6g07980",3431,2628,2616,2348,2523,1456,2148,2958,1839,2025,1713,2622
"Afu6g07990",531,419,343,427,619,328,172,517,140,366,323,484
"Afu6g08000",840,721,717,434,304,282,225,251,182,179,148,240
"Afu6g08010",930,796,772,1327,1178,793,1072,1044,1008,765,695,986
"Afu6g08020",664,766,770,290,189,239,236,399,201,126,123,179
"Afu6g08030",368,250,299,101,88,73,97,160,94,50,86,97
"Afu6g08040",1105,844,791,1076,1100,727,1053,1297,954,627,603,905
"Afu6g08050",10671,8734,9159,12206,10866,7682,17265,21403,15289,15372,12611,17789
"Afu6g08060",53,45,58,63,49,47,67,55,63,67,49,56
"Afu6g08070",1715,1387,1404,1622,1321,1143,1642,1642,1408,1415,1367,1806
"Afu6g08080",1133,946,925,945,757,603,124,524,94,124,109,157
"Afu6g08100",7041,6254,6495,4813,4035,3287,1596,2626,1453,1162,956,1357
"Afu6g08110",540,433,410,280,200,212,590,608,509,629,580,788
"Afu6g08120",2659,2047,2204,741,461,595,1607,1659,1361,1571,1547,1912
"Afu6g08130",5837,4956,4928,2579,1519,1971,4511,5965,4253,5191,4322,5892
"Afu6g08140",2302,1804,1427,594,489,395,275,273,212,177,187,223
"Afu6g08155",6535,5511,5379,5516,4794,3691,649,909,621,391,372,507
"Afu6g08160",353,316,337,499,496,280,209,233,205,246,213,314
"Afu6g08170",801,735,693,1430,1396,1225,608,616,490,666,650,903
"Afu6g08200",7207,6006,6521,2276,1717,1551,2756,3060,2542,3617,3090,4187
"Afu6g08210",409,285,305,237,209,134,360,399,329,337,295,411
"Afu6g08220",1924,1756,1843,2171,1684,1681,1023,988,902,884,845,1070
"Afu6g08230",590,521,484,820,762,591,473,512,394,521,560,727
"Afu6g08240",874,756,766,1549,1576,1273,343,458,306,511,517,621
"Afu6g08250",403,326,270,359,313,253,454,490,447,355,359,508
"Afu6g08260",1642,1260,1265,1260,1044,749,245,328,189,92,79,109
"Afu6g08270",6587,5267,5213,4083,3844,3247,1838,3215,1626,1303,1261,1797
"Afu6g08280",265,191,183,82,59,87,64,140,53,56,75,60
"Afu6g08290",5067,4319,4160,2245,1771,1757,2569,2704,2204,1073,1145,1398
"Afu6g08300",909,712,658,1361,1731,1136,859,977,780,1303,1216,1652
"Afu6g08310",3819,3244,3079,4810,3615,3603,2495,3139,2286,2750,2491,3443
"Afu6g08320",1605,1232,1335,1049,2203,687,130,265,98,153,143,201
"Afu6g08330",2010,1655,1536,2533,3182,1615,791,985,693,743,640,1036
"Afu6g08340",299,262,239,137,225,99,70,155,70,71,47,73
"Afu6g08350",286,266,252,205,197,179,87,118,73,74,59,88
"Afu6g08360",3195,2606,2478,1870,1757,1533,6360,7681,6023,6771,5584,7642
"Afu6g08370",833,650,667,793,678,500,438,590,363,386,423,580
"Afu6g08380",672,559,513,556,568,451,359,543,356,218,233,337
"Afu6g08390",1041,846,820,2282,2431,1759,4138,4453,3613,4195,3605,4654
"Afu6g08400",28,27,33,8,8,4,4,5,5,2,0,4
"Afu6g08410",1308,1120,1009,1144,889,865,709,906,604,676,546,862
"Afu6g08420",6030,5482,5287,5583,3854,3989,3684,3831,3404,3962,3068,4446
"Afu6g08430",528,410,396,589,498,447,540,523,494,417,426,525
"Afu6g08440",906,745,774,784,526,528,4535,3926,4102,3720,3093,4431
"Afu6g08450",2583,2206,2018,3685,3963,2581,1718,1878,1558,1355,1251,1766
"Afu6g08460",1222,917,963,697,464,564,451,576,365,499,395,592
"Afu6g08470",10456,7601,5817,1952,1465,1525,18549,15966,15639,10852,11862,13691
"Afu6g08480",2875,1819,1148,670,479,496,2704,1673,2367,1145,1001,1379
"Afu6g08490",155,129,124,268,281,225,22,20,19,28,20,33
"Afu6g08500",29,30,26,7,12,6,2,4,4,2,0,1
"Afu6g08510",3113,2354,2574,789,595,459,1072,1282,949,706,660,929
"Afu6g08520",4757,4501,4491,5496,4189,3601,2658,3025,2229,2012,1703,2415
"Afu6g08530",3081,2704,2763,3013,2803,2062,1745,1783,1608,1246,1204,1628
"Afu6g08540",1578,1244,1299,608,516,407,216,379,183,144,144,175
"Afu6g08550",847,844,804,979,789,725,317,379,319,268,266,324
"Afu6g08560",372,323,315,260,207,144,206,390,204,157,164,226
"Afu6g08570",1121,952,930,1534,1173,894,424,413,383,313,277,367
"Afu6g08580",3343,2588,2300,3601,3897,2835,1340,1712,1212,2677,2480,3274
"Afu6g08590",2354,1886,1922,478,415,278,37,49,33,32,43,38
"Afu6g08600",3056,2770,2843,4047,3290,2847,1548,1788,1467,1062,989,1422
"Afu6g08610",978,878,887,1735,1469,1288,668,732,562,585,678,796
"Afu6g08620",447,317,334,470,366,269,514,776,515,562,525,720
"Afu6g08630",534,402,375,495,554,318,3133,2657,2944,3102,2505,3815
"Afu6g08640",253,174,180,386,471,183,1765,1954,1588,1273,1137,1738
"Afu6g08650",930,787,766,868,908,415,1002,780,960,346,277,378
"Afu6g08660",7022,6363,6040,6348,4349,4125,8059,7926,7510,7730,6483,8949
"Afu6g08670",1028,919,881,936,719,681,649,718,574,387,357,544
"Afu6g08680",907,768,839,1149,926,600,971,1043,934,671,575,830
"Afu6g08690",764,608,634,619,624,438,416,544,375,299,252,359
"Afu6g08700",9087,7925,7556,11603,9553,6118,413,618,388,288,265,343
"Afu6g08710",343,291,235,118,303,131,51,62,33,47,33,40
"Afu6g08720",1522,1147,1199,1271,1356,924,2112,2788,1906,2084,2048,2816
"Afu6g08730",116,67,71,28,30,14,86,117,82,92,70,111
"Afu6g08740",91,72,67,51,107,39,57,60,45,113,85,142
"Afu6g08750",2467,1658,1569,2529,2143,1261,593,680,523,3296,3046,4510
"Afu6g08760",2433,1629,1435,1984,2054,1080,266,182,270,1604,1642,2459
"Afu6g08770",598,462,423,814,1103,574,101,84,78,162,198,229
"Afu6g08780",447,371,349,575,401,330,369,368,336,566,508,643
"Afu6g08790",1299,1047,1077,1511,1071,947,723,724,651,457,370,502
"Afu6g08800",371,288,224,417,462,316,175,200,143,184,183,214
"Afu6g08810",1502,995,1102,1273,1154,745,2974,3271,2760,3875,3143,4543
"Afu6g08820",4664,4060,3663,7185,6313,4772,2814,3238,2522,2634,2261,3145
"Afu6g08830",3139,2360,2158,2595,2393,1534,539,598,514,2015,2183,3021
"Afu6g08840",1479,1256,1107,848,565,547,347,432,352,429,374,538
"Afu6g08850",516,419,371,563,510,449,2131,2055,1859,1642,1582,2153
"Afu6g08860",1028,746,816,959,958,634,670,786,616,561,581,754
"Afu6g08870",3733,3944,4089,2939,2601,2125,995,1554,830,422,479,715
"Afu6g08880",6082,5222,5087,7528,5971,5283,7260,7612,6675,4967,3915,5450
"Afu6g08890",26,31,24,24,22,15,119,151,128,54,52,92
"Afu6g08900",771,629,572,1138,1153,893,297,376,256,405,362,494
"Afu6g08910",348,296,305,453,476,334,244,278,193,81,120,159
"Afu6g08920",171,157,145,395,253,236,4280,4664,3813,3322,3049,4376
"Afu6g08930",1910,1771,1712,1413,1276,922,1503,1555,1322,1222,1019,1490
"Afu6g08940",867,919,908,629,795,545,137,480,116,277,300,382
"Afu6g08950",283,223,174,72,44,63,69,62,46,54,56,57
"Afu6g08960",5014,4422,4491,5204,3840,4397,3049,3569,2429,3049,3165,3899
"Afu6g08980",906,723,727,1239,1034,926,521,536,470,489,447,508
"Afu6g08990",633,522,505,676,601,486,349,480,272,209,266,345
"Afu6g09000",2859,2421,2311,5747,4439,3404,1493,1425,1391,929,813,1079
"Afu6g09010",1619,1269,1338,1474,1311,1177,837,987,706,684,762,962
"Afu6g09020",1599,1412,1407,1318,932,864,1066,900,903,700,620,885
"Afu6g09030",1883,1512,1640,1595,1225,1075,587,802,485,436,428,638
"Afu6g09040",395,344,315,355,294,254,69,162,70,45,61,89
"Afu6g09050",672,501,551,376,247,213,94,92,81,42,28,48
"Afu6g09060",597,494,485,837,884,723,1124,1093,1013,1244,1386,1739
"Afu6g09070",6576,6454,6890,21677,12731,15589,1558,2171,1325,1400,1306,1688
"Afu6g09080",2785,2490,2504,3065,2311,2242,1771,1639,1499,1083,1004,1407
"Afu6g09090",386,363,266,3346,2540,2325,96,100,81,103,104,118
"Afu6g09100",1306,915,860,631,622,410,3170,3178,3057,3577,2657,4011
"Afu6g09110",686,519,474,576,438,459,914,749,808,764,653,897
"Afu6g09120",3870,2851,2847,2824,3192,1959,2518,2848,2294,2289,1808,2464
"Afu6g09130",355,335,302,484,550,444,255,247,199,257,307,388
"Afu6g09140",3080,2512,2442,1137,710,905,1566,1796,1349,1809,1768,2241
"Afu6g09150",2191,1950,1892,1885,1661,1470,1696,1679,1362,1288,1204,1588
"Afu6g09160",7047,5690,5622,5920,5906,4391,6448,6442,5784,6090,5346,7203
"Afu6g09165",230,252,197,196,144,171,198,186,165,185,182,262
"Afu6g09170",954,892,933,846,796,619,482,462,487,408,388,572
"Afu6g09180",2278,1983,1966,1971,1401,1318,1606,1810,1423,1090,1008,1430
"Afu6g09190",1587,1268,1147,1365,1296,1029,1253,1582,1104,1279,1141,1671
"Afu6g09200",1281,1025,940,1901,2312,1667,447,619,342,183,169,279
"Afu6g09210",885,791,779,979,963,770,209,332,162,172,208,239
"Afu6g09220",1968,1639,1623,1349,984,1057,1318,1483,1165,949,847,1167
"Afu6g09240",1532,1291,1257,1359,988,950,1401,1202,1255,970,855,1143
"Afu6g09250",920,757,834,839,583,544,836,832,709,504,481,690
"Afu6g09260",120,79,105,47,40,49,82,77,66,52,40,49
"Afu6g09292",1606,1371,1364,1648,1550,1398,1151,981,979,925,1061,1357
"Afu6g09300",2507,2122,2138,2528,1950,1753,1612,1859,1470,1196,1027,1444
"Afu6g09307",923,842,668,543,466,546,2399,1139,1968,1709,1756,2320
"Afu6g09317",664,635,421,269,212,189,1800,996,1515,1335,1223,1756
"Afu6g09330",2028,1715,1624,2117,1896,1537,3173,2442,2852,4381,3705,4737
"Afu6g09335",730,535,512,804,731,618,1125,837,931,962,915,1208
"Afu6g09340",162,143,135,276,249,203,79,86,55,68,67,76
"Afu6g09350",509,396,357,317,463,236,152,127,126,129,142,161
"Afu6g09353",552,360,358,205,212,140,272,126,186,197,260,321
"Afu6g09356",126,103,79,63,113,84,20,26,19,13,31,28
"Afu6g09360",135,104,108,23,65,51,58,63,39,48,47,57
"Afu6g09370",55,48,29,17,22,17,16,32,14,35,33,34
"Afu6g09380",376,309,266,404,439,277,183,208,173,155,127,174
"Afu6g09390",1840,1658,1561,3255,2668,2089,1579,1684,1483,1357,1088,1622
"Afu6g09395",13494,10753,11207,7963,7536,6112,3253,4073,2744,2451,2668,3079
"Afu6g09400",260,148,158,13,17,21,38,145,42,29,40,39
"Afu6g09410",4165,3225,2907,1559,824,989,587,881,523,401,354,523
"Afu6g09420",473,352,345,182,125,152,217,194,165,233,205,237
"Afu6g09430",751,623,600,248,155,164,259,279,253,182,184,244
"Afu6g09440",3252,2589,2520,3142,2268,2527,1638,1728,1392,1427,1364,1770
"Afu6g09450",7464,6026,5319,3335,1566,2368,4946,4870,4453,4870,4370,5703
"Afu6g09470",110,29,44,34,13,23,17,16,14,11,5,9
"Afu6g09500",111,94,82,111,120,93,20,19,14,29,20,21
"Afu6g09505",1267,1071,1100,765,751,642,681,464,558,1573,1630,1925
"Afu6g09520",4878,5815,5922,3167,2385,2043,2163,2730,1921,1638,1481,2113
"Afu6g09530",0,0,2,0,0,2,2,2,0,1,0,1
"Afu6g09540",21,33,38,1,6,26,2,5,3,1,1,3
"Afu6g09550",38,18,40,3,2,18,1,1,0,6,2,2
"Afu6g09560",1,5,0,3,0,4,0,0,0,0,0,0
"Afu6g09570",2,3,1,4,4,4,0,0,0,1,2,4
"Afu6g09580",145,97,126,216,204,140,398,409,344,294,255,390
"Afu6g09590",215,174,153,225,196,125,307,348,302,271,215,340
"Afu6g09600",667,416,516,586,410,267,477,1401,404,246,200,338
"Afu6g09610",45,29,29,33,17,23,20,10,26,7,11,13
"Afu6g09620",9,6,11,8,2,5,2,2,4,2,2,3
"Afu6g09630",231,176,193,161,147,171,380,247,344,147,147,212
"Afu6g09640",155,168,145,198,140,96,151,23,143,23,38,40
"Afu6g09650",208,202,173,252,198,144,107,18,87,24,40,36
"Afu6g09660",22,24,27,38,18,23,232,27,207,25,31,41
"Afu6g09670",13,9,8,9,4,5,106,18,78,7,13,14
"Afu6g09680",0,1,1,1,0,2,58,3,45,2,6,15
"Afu6g09690",2,2,1,0,0,0,46,6,27,1,3,2
"Afu6g09700",0,1,2,1,0,0,20,3,16,0,2,1
"Afu6g09710",0,1,2,27,12,10,10,10,22,2,6,11
"Afu6g09720",2,0,0,0,1,0,706,107,614,33,66,101
"Afu6g09730",9,10,9,30,30,23,1184,386,1096,223,204,309
"Afu6g09740",61,68,50,193,143,102,2168,948,1896,850,738,1002
"Afu6g09745",3,2,1,2,0,0,616,171,531,24,47,73
"Afu6g09760",77,45,58,28,18,14,1,0,1,0,0,3
"Afu6g09770",114,78,64,19,1,8,35,62,32,28,21,29
"Afu6g09780",1,1,3,0,1,5,0,2,3,0,1,0
"Afu6g09785",2,2,2,3,1,4,0,1,3,1,0,0
"Afu6g09790",2,1,1,0,0,0,0,0,0,0,0,1
"Afu6g09800",12,13,16,6,5,4,7,4,3,1,5,4
"Afu6g09810",469,406,355,572,509,412,249,348,247,389,318,480
"Afu6g09820",537,383,361,966,1330,780,213,287,168,314,270,399
"Afu6g09830",688,533,452,192,173,82,74,119,80,60,68,86
"Afu6g09850",702,602,649,528,298,516,136,159,119,142,116,167
"Afu6g09860",706,581,592,263,160,155,35,79,38,27,39,39
"Afu6g09865",287,260,242,769,351,584,340,246,285,279,221,314
"Afu6g09870",292,281,312,397,261,303,236,226,200,120,98,152
"Afu6g09880",239,242,228,177,130,136,146,164,137,62,55,73
"Afu6g09890",3,3,3,4,2,2,3,1,1,3,4,4
"Afu6g09900",314,250,253,222,149,178,77,132,72,80,61,86
"Afu6g09910",2172,1826,1895,2057,1094,1461,419,472,328,134,170,184
"Afu6g09920",3601,3021,2983,5194,4513,3322,4006,4396,3669,4314,3566,5234
"Afu6g09930",5431,4864,4488,6770,5639,4958,3286,3601,2861,2218,1954,2717
"Afu6g09940",0,1,3,1,3,0,0,0,0,0,0,1
"Afu6g09950",1568,1121,1205,1818,2070,1363,733,834,669,865,750,1021
"Afu6g09960",349,268,286,116,84,93,43,46,36,19,20,34
"Afu6g09970",1245,956,1007,236,147,184,197,329,153,142,121,176
"Afu6g09980",6481,5836,6115,6056,4293,4195,3160,3328,2919,1919,1876,2542
"Afu6g09990",4623,3754,3946,7988,8970,6278,1818,2032,1619,2012,1839,2520
"Afu6g10000",2592,2076,1970,2148,1268,1483,647,885,538,474,524,648
"Afu6g10010",809,701,752,868,687,583,479,408,459,288,277,380
"Afu6g10020",505,423,411,615,494,398,278,291,230,185,144,209
"Afu6g10030",879,683,701,558,408,389,488,447,395,240,241,330
"Afu6g10040",327,273,285,527,448,354,197,164,148,274,204,306
"Afu6g10050",182,162,133,191,200,136,89,82,69,101,95,116
"Afu6g10060",2698,2151,2210,2200,1485,1554,1880,2354,1744,2013,1797,2517
"Afu6g10070",224,185,160,126,77,85,261,225,216,247,231,314
"Afu6g10080",340,263,183,84,69,80,2788,2774,2578,2848,2668,3469
"Afu6g10090",409,320,324,374,448,199,1022,922,886,982,788,1201
"Afu6g10100",1878,1621,1521,1555,1546,1145,1483,1490,1263,1538,1485,1912
"Afu6g10110",1,4,1,0,2,2,0,0,6,6,3,0
"Afu6g10120",211,189,188,253,151,151,478,690,466,1493,1150,1642
"Afu6g10130",197,202,193,140,101,97,162,178,143,119,112,148
"Afu6g10140",763,575,625,766,633,431,574,526,510,351,305,475
"Afu6g10150",501,426,501,380,266,330,80,76,55,33,31,53
"Afu6g10160",4,4,4,1,2,0,2,3,0,1,0,1
"Afu6g10170",0,0,0,1,0,0,0,2,0,0,1,2
"Afu6g10180",0,0,0,1,0,0,0,0,0,0,0,0
"Afu6g10190",1,1,0,0,0,0,2,1,0,0,0,1
"Afu6g10200",46,49,44,67,44,38,4,17,5,3,2,4
"Afu6g10210",421,384,389,227,159,108,165,250,158,119,103,145
"Afu6g10220",1590,1564,1530,2146,1493,1619,782,646,601,542,463,620
"Afu6g10230",116,101,97,56,44,44,62,55,56,82,61,94
"Afu6g10240",2195,2288,2409,1514,1154,971,318,502,286,268,196,309
"Afu6g10250",79,47,55,21,26,20,32,46,31,23,27,35
"Afu6g10260",1466,1348,1325,1140,846,610,1469,2678,1460,2134,1776,2600
"Afu6g10280",271,249,242,583,446,411,198,215,159,376,292,446
"Afu6g10290",2285,2099,1832,1783,1131,1516,1402,2374,1300,1105,934,1352
"Afu6g10300",6131,5480,5383,7044,5029,5463,3032,4013,2676,2876,2720,3685
"Afu6g10310",3173,2643,2788,1629,1129,1102,72,217,46,30,40,57
"Afu6g10320",1747,1457,1471,2232,2337,1611,1123,1190,1014,1372,1165,1608
"Afu6g10330",2297,1945,1933,2950,2413,2166,2045,1830,1690,1963,1894,2143
"Afu6g10340",2176,1791,1846,1707,1689,1161,1216,1183,1055,710,660,882
"Afu6g10350",102,59,67,34,19,16,191,192,135,93,96,105
"Afu6g10360",1385,1251,1195,1335,957,986,2907,2383,2571,2040,1674,2298
"Afu6g10370",1451,1130,1039,1426,1089,966,1230,1090,1023,861,742,1044
"Afu6g10380",6839,6221,6234,7831,5179,5242,4393,5282,4051,4323,3602,4839
"Afu6g10390",1798,1646,1712,1441,840,950,852,1010,819,528,541,672
"Afu6g10400",1800,1355,1473,1530,1345,960,686,561,545,489,414,646
"Afu6g10410",2495,2316,2380,3213,2065,2377,2441,2106,2102,1925,1774,2366
"Afu6g10420",410,312,332,493,333,315,442,337,339,279,232,308
"Afu6g10430",44,34,53,20,16,16,38,42,32,13,16,14
"Afu6g10440",1896,1701,1802,1365,875,920,1250,1521,1077,1112,983,1403
"Afu6g10450",3771,3565,3362,2468,1450,1883,9313,9509,8273,10291,9270,11690
"Afu6g10460",837,768,772,1580,1474,1293,578,509,561,447,448,553
"Afu6g10470",1672,1487,1130,2334,3289,1779,1215,2286,1045,2552,2026,2802
"Afu6g10480",676,611,497,999,881,712,401,473,386,356,293,458
"Afu6g10490",713,599,573,919,835,692,355,422,315,317,245,365
"Afu6g10500",690,582,690,790,683,625,454,464,357,229,256,332
"Afu6g10510",2065,1788,1797,2396,1599,1708,1510,1474,1301,1231,1146,1568
"Afu6g10520",544,428,495,506,360,375,417,364,371,365,320,436
"Afu6g10530",645,538,492,756,776,693,228,267,190,244,247,338
"Afu6g10540",410,373,342,586,609,488,158,191,127,193,185,228
"Afu6g10550",2491,2147,2159,1972,1711,1208,910,924,848,1000,952,1350
"Afu6g10560",1423,1185,1216,806,594,639,710,753,563,623,577,803
"Afu6g10580",3389,2798,3109,163,137,123,138,142,122,94,74,123
"Afu6g10590",3323,2767,2824,4476,3841,3071,4325,3347,3818,2181,2030,2772
"Afu6g10600",2991,2590,2592,3396,3448,2410,2071,2346,1699,1865,1937,2580
"Afu6g10610",2646,2365,2284,3360,2894,2392,2363,2536,2093,2087,1981,2756
"Afu6g10620",895,776,719,1216,1021,939,702,952,550,830,877,1038
"Afu6g10630",664,559,541,998,871,658,500,385,359,287,290,351
"Afu6g10640",119,112,82,170,218,140,80,80,62,40,48,62
"Afu6g10650",6151,4774,4545,3983,2574,2442,21843,20435,20094,15876,11948,16871
"Afu6g10660",6530,4734,4654,2915,1718,1705,21013,21569,19558,16986,13054,18347
"Afu6g10670",37,33,39,16,22,12,13,11,15,13,15,17
"Afu6g10680",766,726,694,904,845,660,405,501,355,309,285,380
"Afu6g10690",1879,1553,1673,1640,1168,1222,1250,1407,1062,1270,1258,1738
"Afu6g10700",1283,1046,958,2715,2522,1889,1467,1353,1238,2188,2382,3020
"Afu6g10710",73,72,73,27,33,20,42,46,20,18,14,36
"Afu6g10720",588,494,513,455,286,336,714,648,651,460,460,582
"Afu6g10730",1437,1226,1125,1668,1452,1277,598,815,503,618,609,881
"Afu6g10740",215,215,192,246,144,182,100,101,92,70,51,98
"Afu6g10750",672,561,528,527,304,322,264,227,216,160,135,179
"Afu6g10760",1322,1060,1019,998,733,776,1411,1706,1300,1527,1435,1929
"Afu6g10770",1117,990,991,1462,1193,1187,647,620,542,587,561,695
"Afu6g10780",498,405,484,723,553,556,60,60,57,91,75,105
"Afu6g10790",1035,998,1035,6432,5731,4758,369,364,295,407,531,636
"Afu6g10800",31,38,45,101,130,85,10,24,8,14,11,16
"Afu6g10810",505,452,468,307,229,207,161,231,151,182,145,199
"Afu6g10820",48,50,48,35,37,33,55,98,60,18,15,36
"Afu6g10830",5461,4826,4787,4205,3574,3259,3408,4223,3103,2970,2830,3829
"Afu6g10840",2514,2223,2266,3485,2515,2436,541,687,478,520,483,664
"Afu6g10850",120,105,114,129,88,98,50,48,59,30,37,42
"Afu6g10860",2027,1624,1731,1814,2182,1297,237,260,209,266,259,301
"Afu6g10870",3,4,10,3,0,0,4,6,4,4,3,3
"Afu6g10880",2390,2173,1711,1407,1211,995,253,501,265,332,299,474
"Afu6g10890",1736,1574,1567,1675,1267,1157,1065,1143,943,701,639,1002
"Afu6g10900",2114,1807,1919,1641,1044,991,1103,1328,987,691,667,895
"Afu6g10920",68,38,62,17,13,14,22,17,11,8,14,12
"Afu6g10930",1002,900,962,945,608,649,306,475,281,201,199,283
"Afu6g10940",3234,3178,3057,938,967,695,505,1488,445,462,369,536
"Afu6g10960",340,323,313,109,93,109,97,142,72,68,70,99
"Afu6g10965",220,197,181,108,76,88,134,123,75,58,76,86
"Afu6g10970",595,488,528,484,492,389,507,500,430,268,326,417
"Afu6g10980",2507,2324,2339,2787,1897,2084,1488,1647,1437,1489,1319,1709
"Afu6g10990",7410,5971,5836,7152,5650,5133,9147,8283,8083,7893,7041,9524
"Afu6g11000",36,36,34,62,18,37,32,35,16,27,22,38
"Afu6g11010",4513,4022,4093,4928,3127,3157,2682,2487,2301,2162,1754,2504
"Afu6g11020",4952,4078,3931,3220,2250,2245,449,844,339,735,815,1060
"Afu6g11030",373,253,250,37,49,35,6,12,9,8,7,13
"Afu6g11040",350,304,285,430,373,238,434,595,431,315,289,416
