"gene_id","A1","A2","A3","B1","B2","B3","C1","C2","C3","D1","D2","D3"
"Afu1g05080",1805,1196,1160,886,940,553,4259,3951,3959,7810,6513,9615
"Afu1g05090",0,0,0,0,0,0,0,0,0,0,0,0
"Afu1g05095",9,7,1,1,2,5,20,10,15,18,18,20
"Afu1g05100",1648,1454,1357,1476,892,921,946,1070,889,733,652,981
"Afu1g05110",2536,2292,2186,3899,3518,2905,1099,1483,982,1071,1093,1421
"Afu1g05120",903,649,728,1068,809,692,796,931,800,544,507,689
"Afu1g05130",14973,16173,15430,23912,20057,18957,8830,12413,7890,6793,5739,7910
"Afu1g05140",156,125,135,125,91,114,77,117,62,48,54,60
"Afu1g05150",427,289,296,400,409,257,273,365,265,261,288,380
"Afu1g05160",1157,850,921,1117,1147,961,664,702,574,543,628,822
"Afu1g05170",405,344,315,208,189,170,283,334,273,499,463,694
"Afu1g05180",308,234,212,306,274,218,291,321,246,268,263,409
"Afu1g05190",2126,1697,1604,2187,1945,1304,1981,2222,1673,1725,1509,2186
"Afu1g05200",3686,3039,2768,6027,6193,3824,5342,5831,5064,8558,6515,9888
"Afu1g05210",5232,4128,4240,4055,3804,2903,4810,3598,4303,3183,3071,3922
"Afu1g05220",807,741,643,875,685,668,971,997,811,1080,1059,1202
"Afu1g05230",1437,956,990,780,1250,669,961,1250,893,758,698,864
"Afu1g05240",3213,3177,3044,3732,3211,2544,3202,3496,2965,2315,1770,2674
"Afu1g05260",1920,1518,1564,825,357,478,483,563,422,399,370,536
"Afu1g05270",2018,1616,1653,290,297,179,264,249,236,119,143,225
"Afu1g05280",2148,1864,1876,1852,1089,1279,2039,1917,1824,1574,1377,1969
"Afu1g05290",259,187,189,17,6,15,63,239,39,52,45,60
"Afu1g05300",1730,1415,1414,1821,1502,1360,794,721,755,529,471,642
"Afu1g05310",1346,1085,882,2007,2463,1679,637,812,615,1091,1001,1282
"Afu1g05320",2016,1605,1563,2526,1535,1580,1192,1266,1074,1441,1202,1634
"Afu1g05330",855,653,646,781,523,580,384,309,324,322,334,373
"Afu1g05340",4770,3439,3351,3106,2796,2048,7643,7335,7196,11756,10237,14580
"Afu1g05350",246,175,177,174,96,103,147,172,140,100,93,103
"Afu1g05360",752,625,588,713,698,419,287,324,251,246,177,257
"Afu1g05370",1625,1467,1605,1566,1723,879,1782,2907,1647,779,847,1129
"Afu1g05380",2394,1944,1913,2079,2240,1320,1553,1500,1327,2028,1827,2680
"Afu1g05390",21923,16649,14850,17022,17301,12208,47035,40900,42423,63671,55843,78878
"Afu1g05400",1447,1116,1038,1341,1254,991,3562,3176,3469,4567,4118,5729
"Afu1g05410",919,754,664,1729,2119,1673,472,512,397,784,761,996
"Afu1g05420",2355,2226,2251,3572,2729,2554,1138,1389,1030,1045,931,1201
"Afu1g05430",146,131,95,376,323,278,51,50,34,64,79,75
"Afu1g05440",495,378,397,792,539,548,162,184,139,124,129,190
"Afu1g05450",1939,1629,1558,1833,1655,1444,1280,1329,1158,1040,1222,1458
"Afu1g05460",1318,1011,970,864,626,627,650,609,577,495,470,613
"Afu1g05470",1270,930,896,1129,835,838,821,776,752,665,571,753
"Afu1g05480",32,19,19,6,7,5,55,38,51,40,29,35
"Afu1g05490",10671,9034,8508,11333,9891,7580,8898,8630,8069,6592,5767,7763
"Afu1g05500",4252,3114,3054,2565,2679,1696,6971,7393,6437,12921,11747,16259
"Afu1g05510",1674,1318,1346,1534,1341,1026,1500,1601,1470,1116,974,1389
"Afu1g05520",659,574,575,463,332,292,901,1208,894,951,816,1096
"Afu1g05530",1089,925,907,721,518,512,455,562,364,434,393,534
"Afu1g05540",3867,3255,3401,1867,1477,1330,1060,892,920,987,922,1270
"Afu1g05550",9145,9225,9867,6918,5100,4745,1954,1802,1737,1442,1375,2012
"Afu1g05560",2998,2522,2453,3672,3407,2962,1545,1427,1298,1800,1718,2179
"Afu1g05570",204,163,169,242,254,148,188,149,169,131,136,172
"Afu1g05580",2385,2115,2071,1741,1255,1153,3237,2466,2949,2378,1795,2583
"Afu1g05590",2333,2249,2359,1690,1699,1184,689,765,574,537,567,723
"Afu1g05595",3656,3462,3659,4398,3153,3228,1659,2012,1320,818,752,1174
"Afu1g05600",105,74,76,106,80,53,61,84,37,46,58,70
"Afu1g05610",7470,6108,6227,7645,5795,5765,4828,5597,4221,5040,4364,5658
"Afu1g05620",2460,1933,1780,2478,2211,1905,3007,3387,2662,3975,3381,4591
"Afu1g05630",6299,3937,4068,3497,3575,1845,13555,14154,12852,23640,19977,28556
"Afu1g05640",3339,2887,2909,3307,2512,2345,1525,1515,1325,1190,1089,1505
"Afu1g05650",1043,838,818,1431,1294,982,577,577,539,629,507,710
"Afu1g05655",1323,1168,1148,1496,1170,1028,524,624,423,405,397,576
"Afu1g05660",488,376,398,621,719,414,234,232,206,164,173,244
"Afu1g05670",697,569,580,360,488,217,234,248,199,138,114,167
"Afu1g05680",11726,11490,12311,10076,8498,6580,853,1210,784,437,328,478
"Afu1g05690",1403,1971,1952,1071,1013,641,471,1389,495,348,369,624
"Afu1g05700",645,561,568,779,800,643,270,262,218,132,168,231
"Afu1g05710",436,280,321,419,321,220,216,280,208,200,191,275
"Afu1g05720",990,744,741,1084,613,823,2756,3759,2418,2067,2233,3166
"Afu1g05730",2951,2477,2432,3015,2147,2168,953,1364,852,859,905,1189
"Afu1g05735",53,37,33,6,16,17,3,4,6,3,6,2
"Afu1g05740",1117,914,961,1036,795,686,574,682,498,342,305,493
"Afu1g05745",1362,1183,1230,705,546,497,1151,1166,938,730,637,913
"Afu1g05750",575,550,560,715,518,445,498,496,403,359,272,405
"Afu1g05760",1158,911,960,1189,1244,825,772,715,679,535,525,718
"Afu1g05770",6062,6018,6143,5764,4806,3864,343,1408,299,353,332,464
"Afu1g05780",102,100,90,120,86,64,96,111,90,60,57,83
"Afu1g05790",3576,2709,2579,3280,3663,2176,36747,25756,34636,32552,26335,37979
"Afu1g05800",10812,9640,9606,10289,8279,6906,9911,9876,8622,7215,6630,9003
"Afu1g05810",1773,1466,1506,1680,1316,1110,1579,1750,1431,1245,1110,1485
"Afu1g05820",1679,1322,1339,1326,1175,885,1819,1777,1549,1934,1960,2470
"Afu1g05830",4062,3746,3805,4979,4613,3503,5697,5772,5146,5001,4052,5555
"Afu1g05840",1383,992,1060,1141,1120,743,1639,2314,1589,1219,914,1452
"Afu1g05850",29,25,19,28,31,15,179,233,180,120,107,124
"Afu1g05860",53,31,36,20,35,12,31,67,30,24,30,33
"Afu1g05870",1025,1062,930,583,644,416,735,1062,664,655,566,862
"Afu1g05880",78,62,48,24,19,23,34,39,22,17,18,32
"Afu1g05890",61,42,28,38,16,24,26,34,15,14,16,21
"Afu1g05900",2925,2263,1922,3765,4303,2663,2355,3124,2099,2059,1832,2821
"Afu1g05910",1535,1308,1309,947,778,658,487,458,418,341,327,436
"Afu1g05920",1177,917,935,650,406,487,1826,1830,1700,1655,1326,2021
"Afu1g05930",2500,2178,2192,2973,2357,1716,3644,3376,3344,2614,2123,3114
"Afu1g05940",717,645,582,398,320,335,364,397,296,211,248,274
"Afu1g05950",2332,2287,2146,1822,1794,1153,1040,2005,997,595,528,805
"Afu1g05960",945,748,767,712,609,376,1631,1320,1444,937,822,1220
"Afu1g05970",3973,3342,3402,3890,3660,2472,2082,2447,1977,1503,1281,1849
"Afu1g05980",2433,1918,1850,1295,1003,885,644,1113,539,791,571,812
"Afu1g05990",7895,5797,5390,5246,5170,3485,13414,12497,12182,18601,15999,22705
"Afu1g06000",188,156,124,67,117,48,200,276,174,516,341,475
"Afu1g06010",97,73,89,11,15,8,36,58,33,49,51,53
"Afu1g06020",12567,8978,9178,2856,3154,1904,5948,10767,5716,8423,6163,9346
"Afu1g06030",3272,2737,2823,2480,1989,1705,2456,2482,2368,2267,1816,2510
"Afu1g06040",2256,3793,3779,1230,1010,826,413,1166,411,463,441,668
"Afu1g06050",4730,3956,4225,3323,4286,2099,2294,2452,1959,1072,1087,1544
"Afu1g06060",8822,8400,7957,7364,5402,4844,6053,6239,5421,3439,2988,4122
"Afu1g06071",1812,1615,1649,1664,1830,1059,2028,2178,1852,1333,1169,1733
"Afu1g06080",1153,1048,1048,1146,1027,687,1846,2146,1635,1365,1326,2062
"Afu1g06090",6391,5437,5039,6313,5868,4194,4425,4411,4070,3713,2873,4100
"Afu1g06100",486,434,414,438,361,318,86,123,81,100,90,164
"Afu1g06110",656,478,521,697,626,372,2290,2341,2138,2654,2474,3363
"Afu1g06120",3,3,5,11,4,5,5,17,3,2,5,10
"Afu1g06130",324,284,260,260,200,129,307,210,242,222,208,263
"Afu1g06140",200,196,186,166,94,119,229,145,204,217,168,247
"Afu1g06150",1386,1454,1464,949,790,781,326,406,268,224,258,310
"Afu1g06160",522,454,456,1061,911,702,223,150,198,98,78,115
"Afu1g06170",8118,7090,6925,10555,9048,8113,6009,7292,5093,6756,6272,7770
"Afu1g06180",2815,2289,2110,2905,2424,2340,1672,1954,1388,1980,1789,2476
"Afu1g06190",2031,1597,1620,3097,3810,2743,784,837,717,971,974,1234
"Afu1g06200",1165,811,898,816,579,650,925,876,830,868,848,1102
"Afu1g06210",6771,5402,5592,5765,4386,4247,2905,3375,2611,2701,2284,3233
"Afu1g06220",385,318,252,623,881,527,225,236,157,381,355,434
"Afu1g06230",749,664,520,1349,1580,1269,407,427,337,690,611,739
"Afu1g06240",3806,3347,3249,4226,3267,3145,2518,2858,2175,2340,2563,3122
"Afu1g06250",968,790,779,1348,999,898,672,813,633,602,547,760
"Afu1g06260",692,587,578,1030,802,724,583,609,489,385,350,536
"Afu1g06270",415,386,335,235,165,195,261,188,216,166,129,196
"Afu1g06280",2363,1965,1994,2850,2601,1993,1601,1340,1415,1073,1137,1390
"Afu1g06290",1217,970,945,1948,2173,1510,684,647,633,858,804,959
"Afu1g06300",2772,2259,2450,4317,3803,3086,2535,3034,2098,2376,2728,3085
"Afu1g06310",2476,2102,2064,2639,2146,1864,1187,1412,1040,889,920,1177
"Afu1g06320",3596,2920,2938,3008,2966,2049,7867,4806,6547,3687,3268,4483
"Afu1g06330",7941,7291,7136,2010,1031,1498,4390,5379,4149,5549,4861,6335
"Afu1g06340",7750,6045,5852,5310,5252,4144,9980,8835,8499,15025,15279,19419
"Afu1g06350",4682,4423,3990,5615,5611,5916,15271,8729,13100,10024,9065,11909
"Afu1g06360",296,227,231,253,148,185,161,192,134,146,129,192
"Afu1g06370",1055,917,872,646,557,580,770,865,661,720,656,973
"Afu1g06380",722,557,526,453,414,399,298,313,265,214,244,308
"Afu1g06390",68952,53639,51568,88364,89521,58831,131527,137445,119753,202426,159713,233130
"Afu1g06400",7699,9023,8795,6149,5032,4900,4013,4804,3509,2663,2570,3467
"Afu1g06410",1999,1909,2004,1626,1447,1168,1243,2207,1078,1038,1040,1518
"Afu1g06420",6014,5007,5199,6296,6052,4264,2202,2820,1998,1702,1660,2346
"Afu1g06430",593,474,465,302,241,201,175,200,178,166,156,253
"Afu1g06440",832,703,685,537,416,325,1557,1434,1430,1293,1264,1825
"Afu1g06450",250,221,209,386,342,196,495,740,412,682,573,809
"Afu1g06460",725,557,553,924,886,574,418,635,385,376,369,527
"Afu1g06470",2646,2343,2428,1978,2474,1428,100,171,72,49,77,131
"Afu1g06480",679,564,462,2245,2512,1414,202,208,187,637,618,877
"Afu1g06490",2172,1826,1967,1836,1447,1304,1133,1226,1043,848,741,1093
"Afu1g06500",1817,1494,1435,1997,1333,1349,298,451,257,206,223,282
"Afu1g06510",854,737,749,438,363,256,241,333,213,207,179,305
"Afu1g06520",1998,1764,1716,1907,1667,1420,1716,1782,1493,1530,1572,2018
"Afu1g06530",1212,1011,934,1172,1153,948,1054,1666,883,1089,1094,1364
"Afu1g06540",1333,1063,1200,1308,1005,959,259,321,206,205,178,287
"Afu1g06550",312,247,256,405,286,351,138,181,117,114,110,116
"Afu1g06560",71,68,64,62,43,39,27,36,33,26,15,29
"Afu1g06570",1397,1087,971,1576,1680,1304,1603,1562,1359,1769,1706,2385
"Afu1g06580",111291,100057,94735,103615,82368,79807,10015,27271,8542,11254,13880,17829
"Afu1g06590",12638,11011,11076,8380,7749,6079,837,1729,650,337,503,686
"Afu1g06600",1452,1122,1144,1774,1809,1550,927,1035,855,1110,1043,1425
"Afu1g06610",1734,1221,1247,1160,990,778,2501,2468,2198,2289,2139,3111
"Afu1g06620",3045,2448,2300,3081,2773,2205,3561,3293,3393,3940,3424,5244
"Afu1g06630",1393,1188,1246,1378,1127,980,1289,1277,1132,1053,961,1370
"Afu1g06640",816,619,693,641,1993,469,106,103,105,43,46,102
"Afu1g06650",5797,5231,5256,6270,12740,5215,229,203,204,130,122,144
"Afu1g06660",3300,2704,2543,2140,1557,1268,2554,2820,2251,2341,1990,2685
"Afu1g06670",511,442,467,278,343,258,290,116,263,237,201,249
"Afu1g06680",2458,2000,1812,2541,1664,1587,1964,2358,1805,1893,1549,2245
"Afu1g06690",1067,849,830,1895,1843,1400,797,828,743,642,694,886
"Afu1g06700",12661,10614,11031,18346,15180,11950,3604,6026,3146,3283,2945,3998
"Afu1g06710",4193,3679,3616,5193,4580,3714,2963,3845,2593,4988,4214,5869
"Afu1g06720",1637,1304,1507,1816,1544,1286,849,868,721,391,401,588
"Afu1g06730",381,347,384,239,225,176,354,454,350,236,221,304
"Afu1g06740",794,948,980,824,1044,653,347,875,250,276,331,495
"Afu1g06762",2070,1942,1958,1614,1253,1081,734,791,658,572,546,688
"Afu1g06770",9416,6905,6754,5790,5334,4214,17683,15196,15169,25650,23893,30087
"Afu1g06780",3882,3053,2900,3956,3214,2657,16436,11999,14823,12683,10524,14558
"Afu1g06790",4377,3539,3354,5732,5326,3913,2590,3562,2288,3692,3258,4513
"Afu1g06800",276,240,206,191,189,98,186,149,142,129,107,169
"Afu1g06810",763,608,535,406,373,280,1455,1781,1311,2256,1994,2695
"Afu1g06820",3787,3608,3849,3108,2808,2429,2471,3117,2072,2314,2080,2687
"Afu1g06830",6322,4478,4631,4634,4300,2558,9505,9313,8339,14374,13115,17313
"Afu1g06840",913,725,711,831,827,673,872,833,790,1217,1127,1454
"Afu1g06850",1450,1313,1367,1720,1520,1033,1001,988,883,837,795,1051
"Afu1g06860",2936,2350,2307,3417,3223,2514,2046,2438,1885,1936,1832,2463
"Afu1g06870",128,97,86,122,177,117,121,102,124,147,150,190
"Afu1g06880",158,104,101,188,209,154,150,165,150,181,165,209
"Afu1g06890",1469,1289,1224,1629,1343,1005,817,1166,756,645,572,890
"Afu1g06900",2232,1909,1893,2441,2040,1575,1576,1925,1488,983,855,1159
"Afu1g06910",777,577,665,510,514,377,133,196,116,72,64,115
"Afu1g06920",7618,7579,7495,7618,5796,4928,8564,7146,7527,4063,3204,4514
"Afu1g06930",5150,4312,4316,1065,601,645,1309,1010,1144,486,430,578
"Afu1g06940",1206,917,839,1410,1371,934,8406,8531,7936,9762,7765,11212
"Afu1g06950",625,504,502,443,268,265,1312,1124,1260,1317,1051,1532
"Afu1g06960",3170,2163,2096,3180,2758,1879,13002,11032,11886,15687,12180,18020
"Afu1g06970",561,555,515,684,571,462,293,362,246,236,184,293
"Afu1g06980",1451,1155,1059,1833,2132,1474,1917,2177,1629,2723,2483,3364
"Afu1g07000",1424,1374,1405,1376,1368,908,452,599,400,253,291,429
"Afu1g07010",2805,2459,2546,3138,2989,2225,1359,1506,1180,1169,1059,1397
"Afu1g07020",822,581,665,1131,941,681,490,625,449,430,399,572
"Afu1g07030",64,57,49,25,24,18,58,126,46,52,41,50
"Afu1g07040",474,476,469,508,531,378,500,835,475,559,542,737
"Afu1g07050",1612,1439,1357,2170,1882,1440,1304,1365,1180,882,846,1084
"Afu1g07070",1605,1160,1241,2085,2542,1313,2275,1868,2072,1492,1467,2023
"Afu1g07080",261,184,202,197,204,126,133,153,128,165,162,227
"Afu1g07090",6362,5307,5487,8414,7116,5532,3956,4363,3570,4024,3210,4754
"Afu1g07100",1712,1349,1314,1102,1168,758,940,1084,751,693,699,906
"Afu1g07110",6183,5539,5667,3733,2727,2977,3259,4103,2788,1631,1463,2036
"Afu1g07130",1540,1303,1251,1186,967,936,2020,2364,1714,1840,1692,2386
"Afu1g07140",899,783,668,638,592,513,860,886,738,795,720,1043
"Afu1g07150",2803,2352,2422,2368,1908,1482,2685,2608,2363,1567,1471,2017
"Afu1g07160",2670,2262,2213,2619,2007,1713,1700,1655,1550,1507,1352,1853
"Afu1g07170",2043,1570,1594,939,711,721,1798,1297,1538,1078,1019,1347
"Afu1g07180",2056,1601,1505,1283,1150,855,1676,1617,1408,1142,1133,1491
"Afu1g07190",78,66,53,13,12,23,39,61,58,30,36,49
"Afu1g07195",721,482,560,480,431,392,694,745,572,859,725,894
"Afu1g07200",4403,3674,3906,1716,1980,1164,2704,3569,2368,1211,1135,1665
"Afu1g07210",306,275,239,235,229,153,637,503,564,298,295,395
"Afu1g07220",11924,10368,10484,9250,9684,6382,5422,7388,4773,3246,2782,3776
"Afu1g07230",369,349,336,119,89,83,416,419,366,460,352,537
"Afu1g07240",4830,4325,4454,3504,3544,2724,3964,3695,3267,3177,2819,3626
"Afu1g07250",2802,2571,2567,3496,3032,2502,4491,4135,4028,2745,2291,3021
"Afu1g07260",1429,1129,1131,1593,1407,1016,1817,1585,1570,1045,1070,1374
"Afu1g07270",691,600,572,374,445,342,962,884,827,543,526,655
"Afu1g07280",1590,1156,1182,1442,1124,777,2355,2739,2118,2831,2370,3482
"Afu1g07300",570,479,453,402,291,210,580,978,615,646,575,905
"Afu1g07310",742,632,660,900,734,568,662,603,603,396,398,616
"Afu1g07320",1670,1373,1341,1084,663,894,800,1146,689,785,752,998
"Afu1g07330",61,43,44,32,26,21,26,48,33,32,26,43
"Afu1g07340",619,479,509,435,316,299,283,247,228,233,195,282
"Afu1g07350",3458,3841,4257,2250,1839,1725,1257,1683,1080,969,980,1269
"Afu1g07360",706,619,601,567,610,389,330,498,341,339,335,529
"Afu1g07370",14,24,19,6,2,11,25,13,19,15,8,18
"Afu1g07380",5024,4224,3974,2624,2242,1848,66000,46677,59464,15270,12870,18608
"Afu1g07400",585,526,467,309,374,315,3376,3159,2995,2210,2028,2603
"Afu1g07420",1030,802,834,1473,1459,982,739,754,715,535,496,698
"Afu1g07430",5090,4209,4105,2303,2177,1842,1372,2624,1180,1494,1391,1999
"Afu1g07440",29465,24567,18579,68505,91806,40876,16947,36805,15759,47185,33762,48853
"Afu1g07450",1922,1521,1422,1970,2462,1577,7669,5754,6390,6848,6531,8148
"Afu1g07470",18827,14816,15947,24878,24581,19094,6471,7751,5601,6392,6380,7299
"Afu1g07480",2528,2050,1837,3325,4466,2408,37586,32046,33846,39983,28508,39903
"Afu1g07490",1342,1143,1171,1333,941,1085,1091,1157,879,949,1047,1228
"Afu1g07500",4648,3831,4016,4704,4451,3484,3240,2951,2679,2049,2149,2669
