"gene_id","MOPS.2.hr...M.2.1","MOPS.2.hr...M.2.2","MOPS.2.hr...M.2.3","Lignin.2.hr...L.2.1","Lignin.2.hr...L.2.2","Lignin.2.hr...L.2.3","MOPS.20.min...M.20.1","MOPS.20.min...M.20.2","MOPS.20.min...M.20.3","Lignin.20.min...L.20.1","Lignin.20.min...L.20.2","Lignin.20.min...L.20.3"
"SAR1402",98,633,557,45,49,49,39,46,64,54,236,181
"SAR1403",2670,4814,3985,4504,5405,6229,4753,5311,7022,5835,4654,4499
"SAR1404",2161,1469,1312,2101,2384,2446,3042,5435,5775,8073,7329,7543
"SAR1410",110,149,138,528,972,882,1230,1772,952,614,627,523
"SAR1413",2,18,10,15,7,8,14,21,8,4,14,21
"SAR1415",69,279,207,141,161,172,146,175,109,150,177,174
"SAR1416",248,239,258,295,374,349,489,390,350,249,218,249
"SAR1417",1263,1143,972,1417,1872,1994,2987,2404,2305,1530,1426,1691
"SAR1418",3023,2950,2621,3056,4864,5140,7141,5983,5444,3902,3034,3541
"SAR1419",140,126,81,342,449,445,655,730,1333,685,1078,1048
"SAR1420",517,515,413,1193,1666,1526,2106,2339,1933,2386,2422,2063
"SAR1421",166,147,119,283,444,393,611,635,542,637,630,597
"SAR1422",600,1080,958,608,634,922,578,625,600,722,410,383
"SAR1423",5863,14067,10739,7870,6613,8789,5737,5563,5819,7817,4247,3982
"SAR1428",1,0,4,8,2,5,1,5,1,4,11,7
"SAR1429",1424,1203,1061,1091,1066,1177,2051,2759,1788,2641,2754,2532
"SAR1431",293,237,225,363,324,299,661,986,674,1054,1529,1349
"SAR1432",540,710,625,1549,2342,2551,2659,2459,3790,2709,2587,3120
"SAR1433",30,191,80,187,370,624,319,306,357,340,557,462
"SAR1434",741,1105,937,1166,1507,1497,1413,1376,1293,1458,975,931
"SAR1435",5074,11174,8917,13250,13337,13223,9617,10292,9008,12439,7961,7091
"SAR1436",2358,3415,2814,4648,6154,5803,5214,5498,4819,6318,4296,4039
"SAR1438",3352,3321,2853,7458,10241,9638,6398,6848,5117,9987,7829,7522
"SAR1441",366,456,349,739,1001,1029,1150,1138,1248,1380,1100,996
"SAR1442",893,758,706,1766,2680,2685,2888,2684,2814,3395,3065,3099
"SAR1443",69,80,62,126,250,207,233,213,236,317,269,319
"SAR1444",7,11,7,3,7,13,14,12,15,11,77,24
"SAR1445",10,15,8,53,70,44,92,96,325,79,668,557
"SAR1446",5,31,16,14,19,26,16,20,26,14,25,25
"SAR1448",241,256,187,168,163,210,345,201,150,278,403,297
"SAR1449",603,843,624,296,237,241,456,292,117,387,424,269
"SAR1452",838,1369,1034,2023,2081,2402,3054,4163,3622,3617,2619,2623
"SAR1453",1475,1632,1570,3091,5094,5606,8023,9750,9742,7452,6438,6537
"SAR1454",34,47,31,94,64,92,139,400,227,187,941,933
"SAR1455",111,127,110,178,107,110,270,321,502,275,442,531
"SAR1456",181,332,288,442,369,426,1027,1235,1903,576,1576,1516
"SAR1457",7221,9629,7907,6110,4841,5409,6356,5082,6137,7434,5544,6338
"SAR1458",7427,7785,7332,4606,5170,5851,6660,5460,6457,6841,5621,6545
"SAR1459",801,903,801,596,944,1086,1799,1559,2210,1002,917,1215
"SAR1459a",0,0,0,1,0,0,0,2,0,0,0,3
"SAR1462",229,207,208,140,201,218,464,458,314,252,351,387
"SAR1463",533,1100,857,737,718,784,1122,1152,691,832,870,972
"SAR1464",394,727,503,444,382,448,661,580,348,383,363,457
"SAR1466",1055,893,753,1277,1841,2055,5890,6427,5297,3090,3951,4459
"SAR1469",575,1062,710,1329,1102,1219,2379,2587,1846,1547,1811,1814
"SAR1470",40,78,57,57,55,59,130,149,80,105,121,121
"SAR1471",9037,13614,11038,12992,14728,19499,34502,32397,38702,23136,21715,26181
"SAR1472",135,171,124,669,768,763,786,945,1323,1546,1555,1477
"SAR1473",115,92,73,311,588,589,635,628,859,939,1015,1151
"SAR1474",1013,880,844,1725,2378,2459,2715,3204,3354,4744,3885,3962
"SAR1479",386,807,656,1533,1766,1894,2344,2547,2380,1104,1578,1346
"SAR1481",200,356,212,357,455,467,699,770,615,454,703,856
"SAR1487",86,246,192,186,187,244,501,621,743,711,779,795
"SAR1488",880,1971,1505,1984,2156,2090,2791,3212,3537,2371,4763,5290
"SAR1490",307,562,442,1369,1391,1695,1920,1730,1935,1464,1406,1302
"SAR1491",170,135,105,353,489,641,1020,696,1033,569,1257,1056
"SAR1492",73,104,82,189,180,200,172,142,256,446,2265,1815
"SAR1493",341,962,781,424,310,369,1648,1388,1746,1272,912,785
"SAR1494",110,202,159,116,129,112,157,147,141,127,160,162
"SAR1495",45,126,91,199,167,169,192,223,190,94,182,130
"SAR1497",0,0,0,0,0,0,1,0,0,0,0,0
"SAR1498",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1499",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1500",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1501",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1502",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1503",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1504",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1505",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1506",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1507",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1508",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1509",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1510",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1511",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1512",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1513",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1514",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1515",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1516",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1517",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1518",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1519",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1520",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1521",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1522",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1523",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1524",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1525",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1526",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1527",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1528",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1529",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1530",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1531",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1532",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1533",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1534",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1535",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1536",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1537",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1538",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1539",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1540",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1541",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1542",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1543",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1544",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1545",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1546",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1547",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1548",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1549",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1550",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1551",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1552",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1553",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1554",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1555",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1556",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1557",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1558",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1559",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1560",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1561",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1562",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1565",1598,3709,2856,1935,1575,1649,835,1060,1264,1338,753,644
"SAR1570",473,627,510,512,580,603,1608,1707,1302,1108,1308,1233
"SAR1571",605,726,662,631,677,637,1997,1857,1397,980,1373,1445
"SAR1572",46,82,58,85,153,176,175,246,168,181,341,314
"SAR1575",66,153,128,229,278,318,371,406,341,258,299,299
"SAR1576",1101,1613,1399,2429,2929,3225,1636,1681,1513,2155,2042,2088
"SAR1577",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1578",6,0,0,0,0,0,0,0,0,0,0,0
"SAR1579",372,632,581,785,1851,2375,2011,1604,1185,1685,1642,1737
"SAR1581",138,425,333,558,791,884,849,894,1270,613,776,720
"SAR1583",1339,1298,1258,1688,3307,3530,3024,2813,2750,3044,2655,2863
"SAR1586",173,216,169,923,1514,1628,1037,922,1160,1546,2001,1955
"SAR1587",4,24,21,23,25,38,27,26,37,54,209,150
"SAR1588",36,85,71,69,53,80,65,102,137,90,247,159
"SAR1590",1479,5124,3742,7563,8893,9302,3669,3982,3043,4882,3614,3322
"SAR1591",1405,1493,1223,1234,1546,1961,2187,2114,2019,2942,2402,3292
"SAR1592",409,988,732,776,580,761,694,786,583,878,661,764
"SAR1597",2220,3903,2844,4496,5065,5499,8502,8879,7514,4504,3738,3907
"SAR1599",1542,2159,1794,3496,2861,3202,5524,6409,7120,6725,5487,5889
"SAR1600",180,222,211,405,416,476,848,975,1119,949,868,956
"SAR1603",935,1355,983,2118,2087,2345,2773,3119,3104,2845,2203,2477
"SAR1607",133,473,395,668,569,799,1134,1345,1154,799,921,1131
"SAR1608",306,271,213,151,294,460,913,792,621,458,589,680
"SAR1609",114,137,90,101,107,182,300,253,185,158,164,188
"SAR1610",539,1620,1194,1822,1781,2068,1834,2217,1813,1637,1313,1151
"SAR1611",1382,2063,1600,2224,2094,2645,3567,3872,3914,2101,1695,2180
"SAR1612",7160,16430,14304,12818,11033,12745,6639,6277,6045,7791,3270,3495
"SAR1613",4937,8778,7710,10556,8666,10508,5135,4895,4903,5442,2508,2605
"SAR1615",125,123,101,226,294,377,213,190,170,346,347,378
"SAR1616",2,7,2,14,19,15,19,17,12,9,27,31
"SAR1617",2,3,1,0,0,5,8,7,10,7,11,22
"SAR1618",2,1,2,5,10,7,13,13,9,6,21,30
"SAR1619",1,1,3,3,4,1,7,12,2,6,12,14
"SAR1620",16,28,23,20,20,27,30,59,39,26,94,86
"SAR1621",63,56,53,56,77,81,134,121,109,83,129,118
"SAR1622",4710,6454,5598,4387,3345,4323,5375,5426,5624,5569,4027,4285
"SAR1623",1606,3660,2763,3129,1602,1960,2137,2307,2124,2390,1798,1764
"SAR1625",174,196,119,184,124,187,412,340,468,225,211,266
"SAR1626",2097,3694,2702,2845,1735,2018,4864,4875,5073,2941,2362,2752
"SAR1627",337,354,305,199,148,197,561,638,610,350,283,332
"SAR1634",804,1621,1293,2309,1999,2275,3528,5607,5636,5201,4946,4504
"SAR1635",704,945,826,1400,1640,1838,3550,4885,4914,4143,4827,4356
"SAR1636",483,752,671,1974,1871,2025,1963,2118,1832,2478,2715,2501
"SAR1637",294,292,278,890,1029,992,1224,1129,834,1140,1336,1474
"SAR1640",1237,2482,1893,2082,1984,2293,2923,2713,2562,2552,1927,1759
"SAR1641",701,987,684,821,896,996,1103,969,1132,1174,1035,976
"SAR1642",9813,7494,6624,14216,14862,20382,27040,25630,23130,43819,34399,37169
"SAR1643",2372,5267,4153,3955,3023,3230,3419,4657,3652,3247,2291,2145
"SAR1646",507,710,594,673,880,940,973,1345,987,832,669,595
"SAR1647",749,1164,990,940,1063,1078,1199,1628,1220,1066,800,783
"SAR1648",1250,2347,1736,1693,1991,2092,1991,2631,2286,2491,2078,1671
"SAR1649",11840,19980,17095,9416,7872,9018,14438,14426,18021,10489,7563,8263
"SAR1650",16939,33401,28496,16342,13334,15125,22548,22234,27481,17315,12202,13634
"SAR1651",9302,17576,13466,11098,7286,7986,15004,13911,18488,9607,7182,8422
"SAR1653",661,925,774,2254,2833,2623,4648,5421,6263,4851,6774,6548
"SAR1654",205,387,309,831,800,683,1330,1746,1950,1050,1848,1904
"SAR1660",67,194,164,236,237,270,579,743,501,439,928,818
"SAR1665",122,130,87,257,255,308,304,322,186,219,815,617
"SAR1666",223,402,323,498,562,597,399,464,384,596,574,520
"SAR1667",53,43,50,132,223,187,294,296,416,365,438,476
"SAR1668",1078,1303,1119,2158,2235,2313,2894,2892,3433,3408,3474,3691
"SAR1669",541,977,760,1555,1250,1313,1513,1581,1925,1801,1824,1696
"SAR1670",993,1569,1199,2758,2441,2489,2150,2610,2911,4272,3864,3984
"SAR1671",295,467,377,735,721,937,1478,1654,2021,2390,2277,2379
"SAR1672",63,63,55,143,158,180,328,393,489,523,548,673
"SAR1674",495,614,475,1382,985,988,2138,2644,2579,3356,3986,4054
"SAR1675",176,273,200,465,316,294,676,869,719,1134,1214,1314
"SAR1677",20,49,35,23,46,45,70,78,54,53,97,94
"SAR1679",4,18,21,23,11,18,31,62,74,49,148,148
"SAR1680",0,5,6,2,7,10,1,9,9,10,16,34
"SAR1682",109,302,225,241,505,537,548,703,324,514,781,832
"SAR1683",915,3453,3152,1490,2345,1803,1391,2331,1160,3306,1523,1378
"SAR1684",235,1285,1154,765,876,682,660,1343,550,1476,717,624
"SAR1685",481,1862,1471,1337,1446,1162,1408,3072,1178,2509,1467,1236
"SAR1686",55,88,68,75,165,145,260,512,254,329,276,242
"SAR1687",164,496,361,557,794,711,893,2085,871,1192,1226,978
"SAR1688",64,172,159,196,305,351,346,835,336,393,427,375
"SAR1691",789,1195,1047,2906,3352,3090,2936,3574,4399,5622,8909,8163
"SAR1692",287,429,373,885,939,854,1140,1250,1207,1591,3388,2951
"SAR1693",26,26,23,34,58,57,128,155,175,119,623,543
"SAR1694",1340,2339,1912,2377,2817,3163,2509,2297,2429,4541,3306,3385
"SAR1695",2947,5989,4702,5871,6824,7776,5294,5595,5177,10813,7873,7553
"SAR1696",1626,2047,1662,2003,2926,3631,2871,2989,2574,5068,4090,4224
"SAR1698",883,1145,888,2122,2476,2763,3127,3210,4105,3493,3861,3893
"SAR1699",137,192,155,140,174,229,345,363,355,210,377,325
"SAR1702",841,1248,975,3134,3771,3614,2047,2181,2057,3419,3955,3773
"SAR1703",583,1049,897,1687,2323,2213,1130,1084,726,1615,3143,2878
"SAR1704",347,172,155,320,477,444,437,283,423,386,255,307
"SAR1705",2501,2415,1959,3495,5491,5802,4282,2692,3339,4685,2578,3374
"SAR1706",487,1251,871,1311,1430,1683,992,1191,927,1143,936,971
"SAR1707",1190,1925,1716,2254,3249,3171,3290,4225,4813,4023,3752,3191
"SAR1708",418,398,372,430,436,617,1159,1211,1248,773,1133,1132
"SAR1709",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1712",699,900,801,2187,3098,3133,2593,2720,2550,2963,1771,1741
"SAR1713",834,923,821,2109,3806,3748,3436,3274,2842,3443,2266,2402
"SAR1716",1076,853,808,1263,1219,1381,2102,2288,1823,3361,3293,3283
"SAR1718",462,303,328,232,405,564,1727,1880,2339,901,1148,1567
"SAR1723",503,704,599,881,884,1071,1580,2614,2194,1883,2727,2401
"SAR1726",3549,3708,3395,3486,3916,4376,7030,9640,12193,11921,15749,13602
"SAR1728",322,565,436,610,449,500,1209,1186,1288,837,1141,1225
"SAR1729",675,778,649,715,654,680,2083,2035,2215,1322,1665,1893
"SAR1729a",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1730",597,619,511,140,180,183,1106,1103,2659,826,1200,1215
"SAR1731",0,0,0,0,0,7,0,0,0,0,0,0
"SAR1732",87,147,128,105,128,150,237,228,302,209,281,273
"SAR1734",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1741",4,20,20,21,19,19,19,11,14,9,91,59
"SAR1745",180,212,224,278,384,442,750,643,608,574,764,691
"SAR1751",321,359,295,540,476,504,548,436,430,593,826,930
"SAR1756",245,383,331,778,984,1186,1784,2277,2242,1993,3066,2869
"SAR1757",51,122,80,259,210,266,376,417,498,403,719,559
"SAR1768",736,1282,1072,1900,2778,2496,4715,5608,3627,2892,2670,2764
"SAR1770",68,194,111,190,200,220,319,258,292,164,319,291
"SAR1780",1367,2263,1791,2551,1969,2250,3867,4426,4071,5025,4239,4258
"SAR1782",984,1273,1097,2314,2787,2578,3924,3988,3449,2637,2182,2103
"SAR1783",1124,1828,1365,3006,3766,3797,3571,3320,3259,2461,1880,1985
"SAR1784",10285,16411,13905,8894,6360,11675,7065,4924,5217,14900,4711,6040
"SAR1785",8458,10129,9105,12825,14410,14853,4851,3497,3697,11952,6709,6428
"SAR1786",921,1436,1272,1158,1758,2029,3268,3081,2176,2444,1485,1670
"SAR1788",41858,97338,79916,39318,34231,39067,31504,31250,28656,36525,20976,19254
"SAR1790",267,541,479,876,1254,1311,1918,2272,2143,1158,1652,1953
"SAR1792",365,549,410,844,748,601,751,1222,1267,1746,2362,2217
"SAR1794",129,195,171,251,284,283,618,819,656,763,1354,1222
"SAR1795",11518,14012,11791,12301,15656,19392,29230,26505,29090,24099,15921,16634
"SAR1796",159,157,151,410,925,947,1196,1064,1229,1444,1583,1545
"SAR1798",151,260,187,375,478,521,343,393,316,299,443,413
"SAR1799",249,669,520,1307,1796,1850,1023,1108,858,792,845,812
"SAR1800",250,425,342,1136,1840,2010,1586,1659,849,1119,1874,1928
"SAR1801",765,1018,896,2199,3086,3248,3004,3309,1701,2189,2623,2661
"SAR1802",590,887,724,2094,2481,2637,2383,2460,2044,2607,1654,1792
"SAR1803",1350,1925,1638,1941,1971,2121,2183,2838,3682,4706,3398,3503
"SAR1804",214,129,129,172,222,272,454,553,651,825,621,658
"SAR1805",770,2314,1726,2413,2912,3728,4640,5117,6767,2905,2751,2620
"SAR1807",411,361,291,397,647,752,853,823,729,784,785,874
"SAR1809a",0,0,0,0,0,0,0,0,0,0,1,0
"SAR1813",589,1344,1182,2420,3606,3935,699,628,919,968,651,541
"SAR1815",1245,1277,1211,3151,5614,6502,3190,3908,3885,7170,4641,5132
"SAR1816",12255,20631,18245,29146,42276,45098,26275,18839,23352,28935,16323,16846
"SAR1817",30985,44984,39400,53571,65414,96660,32339,23116,35872,50220,19790,22601
"SAR1819",6288,7675,6691,8539,8906,9696,18318,23862,26292,20294,21537,23977
"SAR1820",427,348,259,604,501,542,1410,1628,1841,1116,1331,1593
"SAR1821",176,171,127,180,239,281,1126,1056,1518,595,836,1089
"SAR1822",542,740,595,769,931,1079,1309,1104,1134,978,782,837
"SAR1823",1339,3305,2528,4168,3644,4221,5388,5473,5425,3723,3050,3145
"SAR1824",1097,1045,844,971,1868,2098,1982,1553,1691,1413,949,1137
"SAR1825",709,1804,1371,1830,2141,2287,1889,2082,1657,1784,1474,1477
"SAR1826",709,789,671,699,885,784,858,604,698,633,630,846
"SAR1827",1025,886,761,959,1463,1376,1459,1089,1113,1142,1150,1497
"SAR1832",0,0,0,0,0,1,0,1,0,0,1,0
"SAR1834",3443,4515,3752,7995,7994,9507,6800,8314,6162,8760,6008,5897
"SAR1836",683,1362,951,4325,5528,6879,6859,7638,7036,4266,4333,4465
"SAR1837",5908,5028,4192,7768,9017,9489,9750,7897,8041,10399,7516,8329
"SAR1838",661,769,695,1298,1620,1549,3644,4780,4640,3390,3232,3481
"SAR1839",1068,1221,987,1756,2606,2819,5816,6919,7319,5192,5622,6083
"SAR1840",145,396,302,505,475,547,875,1116,872,832,959,894
"SAR1842",699,421,364,443,873,888,1364,1360,1508,2696,1913,2303
"SAR1844",334,462,389,764,515,646,1034,1533,2114,1154,2053,1932
"SAR1845",275,277,218,708,956,1126,1369,1599,1439,1277,2080,1907
"SAR1846",161,161,103,357,600,689,802,908,784,610,946,934
"SAR1848",2598,4092,2967,2992,3188,4113,3762,3850,3018,3168,2248,2322
"SAR1849",7096,11193,9465,11563,17293,19003,16738,21335,24004,24488,13532,11350
"SAR1854",397,399,315,1453,2137,2327,687,589,523,1178,1297,1284
"SAR1857",774,1220,1102,2318,3630,4359,2965,2973,4433,3619,8730,7513
"SAR1858",88,397,260,518,474,653,416,410,458,392,553,529
"SAR1859",63,48,51,73,110,142,164,140,150,217,219,311
"SAR1860",50,49,39,93,100,138,141,99,117,189,269,232
"SAR1861",87,53,63,67,115,149,223,154,181,291,336,354
"SAR1862",10,55,85,82,128,108,120,197,111,284,143,142
"SAR1863",107,170,131,253,345,409,318,358,429,412,520,515
"SAR1864",2239,7024,5312,9888,14128,15877,8604,7392,5825,7373,4874,5693
"SAR1865",29,89,65,52,64,97,171,179,180,126,126,200
"SAR1866",7,15,24,45,30,64,33,30,51,23,51,85
"SAR1867",12,24,20,90,92,99,70,61,69,134,136,123
"SAR1868",968,1989,1830,1833,1878,2576,1072,1070,812,1677,1251,1339
"SAR1869",1668,1759,1459,2752,3489,4390,2578,2678,2514,3533,2939,3167
"SAR1870",627,659,611,1010,1011,1224,3191,5488,2625,4750,3350,3408
"SAR1873",133,339,250,584,347,390,572,681,569,410,436,449
"SAR1874",11,23,12,90,60,73,138,161,130,57,70,86
"SAR1875",293,456,355,589,1353,1384,847,841,700,998,802,770
"SAR1876",842,1355,1110,1386,1598,1409,1770,1792,1352,1446,1080,1065
"SAR1877",505,977,782,1322,1608,1618,1522,1592,1141,1414,1009,1016
"SAR1878",11,14,17,6,7,4,10,9,16,8,62,32
"SAR1879",9924,12263,11084,12210,15988,16906,9067,11344,8801,9598,4168,3878
"SAR1880",19390,36670,29760,39702,40782,43759,18181,25004,18996,24071,9556,8178
"SAR1881",162,187,150,121,81,107,297,379,306,157,206,126
"SAR1882",92,97,89,49,64,61,211,286,220,86,114,92
"SAR1883",173,140,112,71,94,112,385,482,317,144,145,107
"SAR1884",1462,1833,1432,1184,1757,1747,3478,3882,2401,3539,2459,2534
"SAR1885",537,809,638,511,766,781,1460,1619,1177,1563,1200,1260
"SAR1886",45,94,84,72,35,56,151,133,116,59,96,88
"SAR1887",2,5,0,2,0,2,2,1,1,3,1,1
"SAR1889",15,38,29,44,59,70,139,135,140,85,108,101
"SAR1890",17,47,33,42,29,39,53,95,40,29,60,51
"SAR1891",14,79,23,40,29,28,60,77,43,21,69,59
"SAR1893",234,167,126,66,103,105,180,177,127,200,192,239
"SAR1894",332,415,296,323,171,241,254,322,164,322,355,380
"SAR1895",635,1149,920,1093,1415,1416,525,713,485,1452,1019,881
"SAR1896",110,235,146,203,248,224,99,87,45,286,118,125
"SAR1897",28,68,37,74,57,91,196,193,208,119,121,146
"SAR1898",83,177,129,402,444,480,581,709,623,658,537,615
"SAR1899",250,325,281,716,855,1024,794,973,857,1159,1022,979
"SAR1903",30,48,36,78,95,88,43,40,50,67,146,136
"SAR1905",39,85,65,138,136,124,54,56,73,121,215,154
"SAR1907",2,2,3,4,5,2,0,6,0,3,15,9
"SAR1908",1,4,5,21,15,14,3,5,2,23,26,27
"SAR1909",0,0,0,2,0,0,0,0,0,0,0,0
"SAR1910",2,7,2,8,2,6,0,2,3,3,26,24
"SAR1911",8,44,25,45,18,28,50,59,47,24,97,91
"SAR1912",0,3,1,1,0,3,1,4,10,4,15,11
"SAR1913",2,3,0,4,7,8,14,11,10,5,33,30
"SAR1914",320,293,184,298,522,479,572,374,462,576,434,531
"SAR1916",72,109,71,124,204,207,210,283,360,397,534,570
"SAR1917",25,51,33,64,64,64,111,118,166,145,232,288
"SAR1918",7,19,24,18,16,25,46,97,147,83,161,169
"SAR1919",3,22,12,17,10,17,38,31,88,46,112,82
"SAR1920",9,34,23,21,7,24,30,46,66,38,86,100
"SAR1921",3,19,9,7,4,5,7,14,25,4,126,84
"SAR1922",34,54,39,89,105,144,304,365,305,205,370,397
"SAR1927",982,1351,1098,2235,2066,2501,7039,6476,7900,3038,3316,3624
"SAR1928",517,605,523,1075,1468,1726,3149,3068,4112,1387,1487,1659
"SAR1929",860,874,793,700,1799,1808,2038,1604,1460,2594,1917,2042
"SAR1930",9437,9497,8113,17859,28007,32121,7854,5526,6774,24799,15132,15745
"SAR1930a",3,9,5,9,16,10,5,4,2,9,6,6
"SAR1931",17,17,11,30,8,30,33,40,50,21,84,72
"SAR1932",1841,3300,2768,1760,1804,2128,6420,4966,14222,5980,5313,5899
"SAR1933",2573,4009,3311,7870,6571,8184,8902,11062,9409,13903,7224,7024
"SAR1934",5043,5358,4731,10667,15141,17547,22473,25445,22644,24255,17266,17687
"SAR1935",1048,1519,1052,2930,4479,5755,5063,5696,5887,5678,5315,5246
"SAR1936",2916,2819,2529,1967,2766,3459,5639,4669,6950,6660,3995,5133
"SAR1937",293,280,200,508,682,655,1461,1137,1409,1423,1891,2252
"SAR1938",15,39,35,43,37,48,69,64,196,59,1013,748
"SAR1939",0,0,0,0,0,0,0,0,0,0,0,0
"SAR1940",90,33,44,96,80,173,0,54,85,104,152,238
"SAR1941",536,701,587,733,1007,1140,1670,2466,2483,1938,1961,1967
"SAR1943",75,106,69,172,266,299,471,362,298,285,312,395
"SAR1944",676,761,474,1415,780,1162,809,543,667,790,506,652
"SAR1945",11823,14318,11234,23645,22372,29227,19299,13791,15519,21459,13216,14564
"SAR1946",71,122,85,106,145,158,146,170,221,263,252,268
"SAR1947",423,583,522,976,1002,1041,800,926,1042,1511,1367,1184
"SAR1949",175,534,397,319,499,454,622,1070,1829,737,745,694
"SAR1950",159,183,173,297,302,398,525,821,729,753,1209,1140
"SAR1952",876,1246,934,1796,2325,2680,2833,2824,1665,2265,2269,2435
"SAR1953",202,407,254,541,738,723,920,790,521,640,744,721
"SAR1954",822,1921,1636,2947,2743,3260,3832,4232,4346,3144,3522,3559
"SAR1955",550,960,834,821,1162,1268,1532,1877,1569,1735,2558,2341
"SAR1956",973,1328,1114,2146,2719,2387,3356,3845,3688,4057,8645,7999
"SAR1957",492,601,534,302,245,334,679,670,518,524,786,718
"SAR1958",69,98,76,182,303,318,213,254,250,360,757,611
"SAR1959",2892,3844,3215,2725,4324,4535,5336,4971,4039,4452,4123,3671
"SAR1960",577,491,386,823,936,1037,1648,1483,1551,1305,1129,1352
"SAR1961",366,587,402,1103,1166,1514,1888,2088,1839,1136,1490,1509
"SAR1962",68,196,153,302,288,315,346,503,277,250,363,366
"SAR1964",938,1347,1094,544,1149,1166,1423,1742,3910,2956,3109,2847
"SAR1965",7148,7655,6610,16801,17912,18305,3415,2420,2785,10127,9235,8805
"SAR1966",32,20,27,20,36,47,39,51,39,56,77,95
"SAR1967",225,255,188,303,489,496,467,604,448,799,1818,1658
"SAR1968",909,1062,1002,1645,2224,2378,3106,3646,2461,3645,3010,2722
"SAR1969",1164,1432,1342,2703,3716,3709,5120,5711,3992,6151,5751,5392
"SAR1970",16,34,17,63,68,72,160,158,108,111,199,217
"SAR1971",4703,4487,3946,11761,15505,15767,7285,6048,4274,13303,9150,9152
"SAR1972",3141,3874,3399,6543,7305,7569,3809,3219,2853,7722,4607,4202
"SAR1973",7432,6698,5388,11516,9215,11245,7555,7415,6353,11482,8873,9347
"SAR1974",446,648,554,839,779,944,2257,2392,5029,1769,1750,1896
