"gene_id","Q12SA014A0_20211014141226__2109SHr1014_2_S14_R1_001.bam","Q12SA023AX_20211014141226__2109SHr1023_11_S23_R1_001.bam","Q12SA013AQ_20211014141226__2109SHr1013_1_S13_R1_001.bam","Q12SA022AP_20211014141226__2109SHr1022_10_S22_R1_001.bam","Q12SA017AO_20211014141226__2109SHr1017_5_S17_R1_001.bam","Q12SA018AW_20211014141226__2109SHr1018_6_S18_R1_001.bam","Q12SA016AG_20211014141226__2109SHr1016_4_S16_R1_001.bam","Q12SA024A7_20211014141226__2109SHr1024_12_S24_R1_001.bam","Q12SA015A8_20211014141226__2109SHr1015_3_S15_R1_001.bam"
"ACCFDFCE_01176",4998,6960,5902,2924,3790,3697,4835,3544,2359
"ACCFDFCE_01177",2870,3446,3361,1687,1910,1918,2644,2308,1344
"ACCFDFCE_01178",676,553,942,585,699,628,703,427,385
"ACCFDFCE_01179",3174,2914,4555,3113,3007,3111,3394,2139,1767
"ACCFDFCE_01180",1274,1266,1942,1173,1208,1132,1411,1064,692
"ACCFDFCE_01181",1130,807,1524,837,747,927,940,575,562
"ACCFDFCE_01182",1836,2673,2434,1640,1792,1705,2106,1968,953
"ACCFDFCE_01183",1815,3071,2467,1629,1876,1634,2086,2174,993
"ACCFDFCE_01184",461,657,617,401,353,360,508,419,258
"ACCFDFCE_01185",3560,3063,3038,2454,2400,2682,2995,2220,1350
"ACCFDFCE_01186",1806,1840,1586,1398,1102,1091,1343,1740,682
"ACCFDFCE_01187",6223,2941,8586,4225,6522,6207,7739,4212,3514
"ACCFDFCE_01188",2938,1664,4496,2174,3010,2747,3441,1331,1696
"ACCFDFCE_01189",2474,1272,3802,2607,1988,1890,2311,1158,1429
"ACCFDFCE_01190",646,261,1028,879,392,407,429,219,436
"ACCFDFCE_01191",2850,1308,3465,1140,2035,1842,2714,1185,1102
"ACCFDFCE_01192",707,563,947,527,579,519,712,495,336
"ACCFDFCE_01193",780,631,867,518,532,511,647,458,305
"ACCFDFCE_01194",4238,1226,6600,2055,2402,2090,3369,1509,1769
"ACCFDFCE_01195",22363,11471,31322,18868,13870,14150,16795,11568,11950
"ACCFDFCE_01196",10,3,3,19,3,3,7,2,0
"ACCFDFCE_01197",25,17,15,42,3,3,6,4,1
"ACCFDFCE_01198",213,114,221,246,191,131,227,72,81
"ACCFDFCE_01199",255,175,287,277,223,166,248,73,104
"ACCFDFCE_01200",7,0,10,3,9,3,7,3,2
"ACCFDFCE_01201",5,1,2,1,6,3,0,3,1
"ACCFDFCE_01202",34,31,46,24,54,43,69,22,17
"ACCFDFCE_01203",291,89,620,79,290,258,495,72,135
"ACCFDFCE_01204",0,0,2,0,0,0,0,1,0
"ACCFDFCE_01205",1,2,0,0,1,0,0,0,0
"ACCFDFCE_01206",88,50,163,38,144,83,192,39,52
"ACCFDFCE_01207",1207,408,1427,573,622,527,1011,342,451
"ACCFDFCE_01208",566,186,828,300,322,350,470,129,316
"ACCFDFCE_01209",1674,576,3010,858,1191,1200,1578,387,1085
"ACCFDFCE_01210",134,41,151,46,70,56,95,31,65
"ACCFDFCE_01211",413,759,648,1025,516,499,679,283,223
"ACCFDFCE_01212",248,167,555,178,413,342,589,142,219
"ACCFDFCE_01213",7419,9166,10781,8543,8911,8550,9950,6468,3801
"ACCFDFCE_01214",88,77069,104,54683,60226,64468,69342,33981,35
"ACCFDFCE_01215",65,49279,103,35026,33662,38751,39877,24725,31
"ACCFDFCE_01216",880,72017,1498,48379,48196,55217,55764,31199,550
"ACCFDFCE_01217",781,66942,1268,42819,40576,46698,45939,30842,440
"ACCFDFCE_01218",220,45,282,86,87,79,159,72,95
"ACCFDFCE_01219",47,984,45,897,944,1130,1266,1066,24
"ACCFDFCE_01220",4525,2691,7782,2704,2935,2830,3523,1739,2666
"ACCFDFCE_01221",2235,645,2730,722,1266,1264,1770,676,995
"ACCFDFCE_01222",87,26,64,58,43,45,58,67,31
"ACCFDFCE_01223",1639,506,1903,892,916,814,1028,1195,756
"ACCFDFCE_01224",1029,380,1315,737,630,632,732,855,530
"ACCFDFCE_01225",979,354,1290,619,599,646,676,681,548
"ACCFDFCE_01226",2731,1970,3997,2145,2551,2604,2937,1190,1537
"ACCFDFCE_01227",2717,1468,3983,1683,2393,2058,3392,1462,1239
"ACCFDFCE_01228",2362,3357,3052,3541,2604,2728,2991,2233,1072
"ACCFDFCE_01229",70950,49557,112832,58137,70824,70438,80356,55428,43347
"ACCFDFCE_01230",12688,7953,19148,9434,10687,10120,13254,9551,7192
"ACCFDFCE_01231",217,109,257,111,107,118,176,79,87
"ACCFDFCE_01232",42,31,58,34,21,30,37,29,25
"ACCFDFCE_01233",1732,826,2924,694,1007,861,1242,650,988
"ACCFDFCE_01234",6980,5833,11811,5448,7135,7187,7958,3052,4474
"ACCFDFCE_01235",39,28,68,33,50,29,82,25,20
"ACCFDFCE_01236",228,259,264,218,274,160,282,170,81
"ACCFDFCE_01237",18447,29443,27741,16988,21292,21051,24133,15003,10793
"ACCFDFCE_01238",979,913,1011,1067,761,561,1024,993,346
"ACCFDFCE_01239",502,327,383,264,301,282,372,337,199
"ACCFDFCE_01240",339,301,447,240,344,326,396,221,151
"ACCFDFCE_01241",1293,1386,1645,1238,1109,1124,1312,1274,682
"ACCFDFCE_01242",4897,10379,6154,9851,9917,9312,12666,10436,1994
"ACCFDFCE_01243",1254,618,948,820,348,461,475,1181,406
"ACCFDFCE_01245",145470,35017,150168,222145,82409,81415,93888,197235,67554
"ACCFDFCE_01246",2428,993,3437,2572,1826,1795,2278,2467,1091
"ACCFDFCE_01247",222,528,293,197,331,339,561,362,114
"ACCFDFCE_01249",5893,2368,8714,4501,4393,5173,5429,1637,3328
"ACCFDFCE_01250",1106,1935,1303,1267,1041,1162,1284,1283,546
"ACCFDFCE_01251",1471,2949,2090,1831,1355,1401,1641,1836,852
"ACCFDFCE_01252",1475,940,1265,1278,839,1010,1099,1195,543
"ACCFDFCE_01253",1489,1904,2721,1172,1678,1435,1900,789,982
"ACCFDFCE_01254",6905,7706,10334,5233,5762,5881,6923,4808,3948
"ACCFDFCE_01255",11352,13269,15695,10110,13251,14333,15967,12384,6505
"ACCFDFCE_01256",3585,2117,6102,1496,2700,2711,3690,1115,1821
"ACCFDFCE_01257",821,514,863,432,570,547,723,670,330
"ACCFDFCE_01258",1598,1081,1857,1015,1874,1485,2380,1325,669
"ACCFDFCE_01259",268,204,421,177,347,303,401,167,166
"ACCFDFCE_01260",2301,1482,3168,1098,1624,1707,1878,1283,1336
"ACCFDFCE_01261",5067,3299,8408,4465,4702,4077,5158,3755,3156
"ACCFDFCE_01262",17,54,31,82,39,27,43,107,11
"ACCFDFCE_01263",9,28,20,27,18,17,11,48,5
"ACCFDFCE_01264",22,65,31,65,27,24,31,87,12
"ACCFDFCE_01265",23,57,30,52,23,34,27,75,17
"ACCFDFCE_01266",13,45,36,23,21,15,29,43,14
"ACCFDFCE_01267",36,58,62,43,47,45,46,73,16
"ACCFDFCE_01268",80,82,123,59,55,64,89,65,40
"ACCFDFCE_01269",3453,3470,4784,2124,2974,2845,3617,1994,1893
"ACCFDFCE_01270",4734,5313,6697,3191,3676,3511,4361,3434,2640
"ACCFDFCE_01271",913,435,1119,559,734,612,928,440,367
"ACCFDFCE_01272",2293,1961,3897,1483,2095,1928,2493,1063,1325
"ACCFDFCE_01273",352,597,630,318,423,434,536,309,251
"ACCFDFCE_01274",315,559,505,228,375,360,405,274,222
"ACCFDFCE_01275",233,499,413,181,266,326,327,195,161
"ACCFDFCE_01276",325,575,522,259,411,414,513,236,224
"ACCFDFCE_01277",388,191,690,135,227,199,329,129,203
"ACCFDFCE_01278",8118,11506,10482,6521,7815,7525,9389,8731,3920
"ACCFDFCE_01279",85,46,135,37,71,56,84,42,44
"ACCFDFCE_01280",38,29,61,31,33,29,36,18,33
"ACCFDFCE_01281",20,23,25,28,28,22,29,24,7
"ACCFDFCE_01282",8,5,16,12,10,14,9,15,9
"ACCFDFCE_01283",38,14,48,26,33,32,45,19,17
"ACCFDFCE_01285",8123,2861,12608,3364,6439,5922,8224,2161,4421
"ACCFDFCE_01286",1342,1118,1550,1292,1133,1109,1309,978,586
"ACCFDFCE_01288",1495,797,3238,1711,2157,2165,2340,958,1087
"ACCFDFCE_01289",1845,967,3519,2099,2543,2476,2721,1633,1210
"ACCFDFCE_01290",2344,1087,4702,2748,3191,3119,3331,2354,1741
"ACCFDFCE_01291",1422,590,2885,1593,1844,1938,1989,1286,1010
"ACCFDFCE_01292",1827,673,3243,1946,2103,2454,2380,1252,1233
"ACCFDFCE_01293",1643,619,2548,1751,1761,1897,2102,1230,1021
"ACCFDFCE_01294",1578,641,2504,1652,1544,1698,1819,1030,1012
"ACCFDFCE_01295",3817,2046,6026,3338,3558,3661,3974,2505,2251
"ACCFDFCE_01296",234,198,586,77,210,212,335,17,204
"ACCFDFCE_01297",7666,3749,11466,3191,8110,7438,10640,2709,4347
"ACCFDFCE_01298",592,900,1031,200,616,534,1020,174,256
"ACCFDFCE_01299",298,301,442,132,247,198,321,293,103
"ACCFDFCE_01300",2715,2808,5035,1457,2458,2185,3082,1992,1617
"ACCFDFCE_01301",7654,7181,12302,3922,5677,5377,6658,5047,4437
"ACCFDFCE_01302",1,1,3,2,1,2,4,2,1
"ACCFDFCE_01304",353,771,372,338,257,340,363,303,152
"ACCFDFCE_01305",1055,3398,1433,1724,1088,1251,1271,1666,600
"ACCFDFCE_01306",482,1505,638,779,552,480,639,817,250
"ACCFDFCE_01307",2307,1763,3213,1313,1196,1435,1797,1143,1197
"ACCFDFCE_01308",9253,8037,15417,5763,6434,6849,8624,5560,5391
"ACCFDFCE_01309",63625,52524,88597,62941,49559,48564,59964,70320,33840
"ACCFDFCE_01310",112103,103971,167976,107563,94664,96113,111497,106222,64496
"ACCFDFCE_01311",2413,1288,3760,1829,2575,2344,3011,1346,1323
"ACCFDFCE_01312",1582,720,2482,1152,1814,1706,2174,675,885
"ACCFDFCE_01313",22,16,19,14,15,11,11,7,2
"ACCFDFCE_01315",1300,751,1636,750,934,1058,1221,940,593
"ACCFDFCE_01316",1844,1292,2308,1209,1739,1491,1877,1219,868
"ACCFDFCE_01318",268,180,327,158,213,173,296,125,103
"ACCFDFCE_01319",4532,3862,6413,3738,3989,3694,4667,3308,2152
"ACCFDFCE_01320",2998,2118,3880,1779,1516,1743,2251,1256,1327
"ACCFDFCE_01321",6013,4698,8991,3721,4114,4269,4913,2939,3251
"ACCFDFCE_01322",3867,3096,5968,2381,2835,2938,3325,2086,2069
"ACCFDFCE_01323",8060,7150,13209,5895,7135,6122,8054,5123,4102
"ACCFDFCE_01324",6757,5752,9898,6088,7051,6493,7500,4217,3976
"ACCFDFCE_01325",3596,3041,5489,2882,4055,3706,4390,2156,1882
"ACCFDFCE_01326",903,1576,1051,1060,794,822,935,1003,414
"ACCFDFCE_01327",1108,1329,1415,855,698,717,858,681,566
"ACCFDFCE_01328",3413,4136,4201,2874,2352,2497,2799,2327,1846
"ACCFDFCE_01329",494,584,468,360,311,254,466,383,187
"ACCFDFCE_01330",164,91,187,144,80,81,116,82,76
"ACCFDFCE_01332",5,4,4,6,6,5,3,4,1
"ACCFDFCE_01333",146,79,297,35,141,109,211,52,50
"ACCFDFCE_01334",4912,3754,8469,24800,3225,3494,4072,2520,3336
"ACCFDFCE_01335",119,428,139,100,104,82,90,74,51
"ACCFDFCE_01336",94,683,146,163,129,80,107,118,42
"ACCFDFCE_01337",24,634,49,113,88,32,32,99,16
"ACCFDFCE_01338",14,361,22,138,32,30,34,121,12
"ACCFDFCE_01339",2985,1715,4572,2270,2135,2444,2613,1804,1722
"ACCFDFCE_01340",8850,5633,13853,7427,7686,7518,8614,6144,5014
"ACCFDFCE_01341",28,78,35,22,12,11,22,27,15
"ACCFDFCE_01342",260,187,299,187,191,163,209,157,113
"ACCFDFCE_01343",534,272,651,287,316,323,399,297,245
"ACCFDFCE_01345",35880,34408,54951,36304,43075,34519,48877,45659,21360
"ACCFDFCE_01346",5468,4078,7291,2653,3206,2488,4027,3702,2503
"ACCFDFCE_01347",6973,4385,11275,3273,4774,4179,5571,4135,3879
"ACCFDFCE_01348",3320,1844,5833,1466,2506,2137,3091,1976,1834
"ACCFDFCE_01349",1503,1109,2165,1076,1004,1045,1241,976,881
"ACCFDFCE_01350",11705,13375,16716,9665,7620,9070,9314,9618,6976
"ACCFDFCE_01351",747,914,1006,420,602,534,652,308,403
"ACCFDFCE_01352",1095,1398,1566,657,873,852,1067,558,629
"ACCFDFCE_01353",1037,1067,1530,504,842,668,1081,481,519
"ACCFDFCE_01354",6408,5420,6860,5220,4662,4707,5639,4886,2751
"ACCFDFCE_01355",4155,3130,6792,2153,2862,3013,3505,1328,2718
"ACCFDFCE_01356",1493,1275,2535,775,1294,1246,1564,618,919
"ACCFDFCE_01357",1024,949,1542,675,871,757,894,536,646
"ACCFDFCE_01358",1064,879,1631,637,942,923,1128,480,668
"ACCFDFCE_01359",188,99,259,71,133,110,237,65,84
"ACCFDFCE_01360",22050,10941,36603,8127,10596,11361,14751,7025,12496
"ACCFDFCE_01361",281,450,375,408,283,328,336,237,146
"ACCFDFCE_01362",499,662,690,558,519,550,548,353,268
"ACCFDFCE_01363",1809,2254,2564,1985,1833,1925,2044,1539,1072
"ACCFDFCE_01364",1623,2409,2316,2055,2014,2057,2219,1831,896
"ACCFDFCE_01365",987,1582,1310,1460,1126,1265,1348,1046,549
"ACCFDFCE_01366",1168,1777,1529,1691,1472,1473,1538,1200,567
"ACCFDFCE_01367",3,6,4,4,3,2,2,8,0
"ACCFDFCE_01368",2929,1163,3628,1329,2367,2305,3165,835,1203
"ACCFDFCE_01369",4499,2697,6006,2423,4164,4018,5067,1699,2253
"ACCFDFCE_01370",3231,1944,3988,1988,3043,3042,3551,1325,1608
"ACCFDFCE_01371",1812,824,2262,937,1544,1584,1918,494,934
"ACCFDFCE_01372",43846,34743,52598,41432,36510,47279,50680,49061,21593
"ACCFDFCE_01373",3987,3821,4898,3339,2860,2782,3065,3550,2060
"ACCFDFCE_01374",4376,4060,5696,3723,3401,3142,3852,3605,2160
"ACCFDFCE_01375",51794,53571,76592,34359,34156,35023,39721,33646,29157
"ACCFDFCE_01376",2173,1571,3102,1628,2283,2133,2610,1034,1121
"ACCFDFCE_01377",290,175,421,210,234,180,263,225,141
"ACCFDFCE_01378",579,987,816,454,544,530,696,433,295
"ACCFDFCE_01379",15812,29951,27234,21976,18391,15497,20440,20352,9438
"ACCFDFCE_01380",2594,1837,3510,1307,1533,1737,1939,1808,1399
"ACCFDFCE_01381",1595,957,2192,693,1074,1130,1254,829,889
"ACCFDFCE_01382",402,210,416,121,139,156,186,147,168
"ACCFDFCE_01383",3287,1404,6218,851,1886,2007,2729,981,1737
"ACCFDFCE_01385",682,3711,1253,1281,4661,4249,5363,3180,486
"ACCFDFCE_01386",112,1053,261,287,1523,1265,1709,908,95
"ACCFDFCE_01387",476,3618,915,1069,4963,4459,5668,3176,376
"ACCFDFCE_01388",765,4651,1425,1791,7523,7077,8524,5119,619
"ACCFDFCE_01389",9055,37274,15620,18103,65133,58602,73751,43253,6652
"ACCFDFCE_01390",3234,13010,5454,5558,24406,20887,27121,11230,2199
"ACCFDFCE_01391",3144,3711,4067,3412,3187,3131,3552,3895,1461
"ACCFDFCE_01392",4571,3413,5161,3242,3594,3796,3871,3128,2294
"ACCFDFCE_01393",1811,948,2257,944,1199,1132,1489,967,885
"ACCFDFCE_01394",1406,709,2134,792,1127,996,1333,829,776
"ACCFDFCE_01395",1436,614,1942,818,1049,989,1287,750,652
"ACCFDFCE_01396",248,270,334,169,289,242,404,205,102
"ACCFDFCE_01397",2940,2023,3324,2102,3031,3044,3387,2020,1261
"ACCFDFCE_01398",1664,1359,1803,1258,1492,1721,1937,1174,721
"ACCFDFCE_01399",703,892,873,798,730,701,859,815,320
"ACCFDFCE_01400",3511,5636,4071,3069,3495,3408,4286,4736,1614
"ACCFDFCE_01401",266,308,322,251,303,279,348,284,116
"ACCFDFCE_01402",613,852,849,689,854,784,948,676,361
"ACCFDFCE_01403",6518,3604,8768,5190,6219,6248,7531,3978,3204
"ACCFDFCE_01404",1163,698,1704,956,1272,1143,1659,569,522
"ACCFDFCE_01405",25318,23491,44919,15394,23996,22994,28180,10853,16730
"ACCFDFCE_01406",6179,2985,10632,2646,5005,4982,6218,2144,3833
"ACCFDFCE_01407",8896,6504,15010,8835,9825,9927,10922,5814,5537
"ACCFDFCE_01408",3473,2702,6120,3295,4140,3654,4735,2046,2210
"ACCFDFCE_01409",3782,3817,5900,2965,3758,3896,4180,2424,2343
"ACCFDFCE_01410",18842,19799,31833,14800,16534,16978,19924,10493,12307
"ACCFDFCE_01411",10662,11587,20620,7497,9754,9024,11112,5825,7141
"ACCFDFCE_01412",119,7,257,20,93,67,164,38,56
"ACCFDFCE_01413",3275,2897,4147,2577,2857,2833,3318,2032,1717
"ACCFDFCE_01414",1055,785,1359,717,1018,963,1250,603,471
"ACCFDFCE_01415",5409,4008,9919,3012,4293,4369,4847,2073,3931
"ACCFDFCE_01416",3144,2751,5682,2043,2687,2991,3277,1484,2099
"ACCFDFCE_01417",3675,3260,5959,2560,3305,3390,3833,1815,2282
"ACCFDFCE_01418",5826,4790,9516,3968,5844,5696,6516,2884,3442
"ACCFDFCE_01419",11509,9414,18756,7350,12673,11953,14649,5350,7050
"ACCFDFCE_01420",2228,1624,3796,1393,2495,2435,3079,903,1344
"ACCFDFCE_01421",3812,3102,5817,2344,2979,2918,3477,1993,2326
"ACCFDFCE_01422",741,593,1171,449,608,593,660,390,449
"ACCFDFCE_01423",5245,3797,8220,3310,4090,4131,4660,2827,3252
"ACCFDFCE_01424",3132,2267,5212,1967,2684,2682,3161,2090,1780
"ACCFDFCE_01425",1972,1422,3259,1305,1739,1626,2042,1254,1192
"ACCFDFCE_01426",1862,1793,2819,1596,1896,1807,2231,1608,989
"ACCFDFCE_01427",712,648,889,495,754,658,909,437,336
"ACCFDFCE_01428",3853,6332,4254,3879,2744,3176,3214,3457,1814
"ACCFDFCE_01429",5719,12095,7610,5882,5656,5296,6642,5873,2704
"ACCFDFCE_01430",2058,984,3674,845,1761,1570,2121,731,1131
"ACCFDFCE_01431",505,266,800,175,326,354,492,164,285
"ACCFDFCE_01432",7301,3240,12427,3413,5375,6042,7092,2640,4423
"ACCFDFCE_01433",4182,3289,6047,3103,3254,3600,4117,2056,2172
"ACCFDFCE_01434",32573,17873,37975,28597,22056,23323,27143,39860,15479
"ACCFDFCE_01435",28314,15783,35349,25512,21368,22446,24861,36080,14199
"ACCFDFCE_01436",18650,9812,21025,15402,13398,13560,16508,21137,7811
"ACCFDFCE_01438",1140,706,1533,849,887,731,976,538,486
"ACCFDFCE_01439",23,17,37,21,20,15,15,15,8
"ACCFDFCE_01440",27,16,28,27,12,25,22,10,10
"ACCFDFCE_01441",12,13,28,13,10,7,10,14,10
"ACCFDFCE_01442",10,10,11,10,7,6,12,7,3
"ACCFDFCE_01443",6,5,13,18,9,6,11,9,8
"ACCFDFCE_01444",21,9,40,35,33,27,28,34,15
"ACCFDFCE_01445",4408,1856,6679,2820,2880,3199,3529,1830,2536
"ACCFDFCE_01446",1536,734,2387,1091,1247,1160,1432,729,919
"ACCFDFCE_01447",4477,2359,5776,3162,3068,3258,3913,2352,2155
"ACCFDFCE_01448",6061,2929,9509,4334,4617,4721,5927,2889,3486
"ACCFDFCE_01449",3048,1552,5155,2214,2827,2665,3322,1682,1823
"ACCFDFCE_01450",995,598,1383,520,550,583,720,598,511
"ACCFDFCE_01451",10000,5439,14509,5230,7315,6901,8764,5498,5343
"ACCFDFCE_01452",24084,39806,38268,17609,26597,26287,31775,17059,14967
"ACCFDFCE_01453",457,268,646,191,199,194,262,175,286
"ACCFDFCE_01454",694,370,1051,283,355,385,442,235,481
"ACCFDFCE_01455",532,249,634,199,221,229,284,144,282
"ACCFDFCE_01456",1154,809,1421,715,696,640,822,860,525
"ACCFDFCE_01457",1477,870,1935,912,1104,977,1330,1060,733
"ACCFDFCE_01458",1346,857,1679,899,949,930,1165,925,665
"ACCFDFCE_01459",324,259,442,233,234,228,314,263,150
"ACCFDFCE_01460",4100,2899,5127,2626,2307,2431,2740,2318,2261
"ACCFDFCE_01461",6125,4469,8815,3635,4303,4366,5486,4015,3384
"ACCFDFCE_01462",3818,3254,5772,2464,3791,3387,4373,2027,2258
"ACCFDFCE_01463",2503,1692,3370,1317,2135,2171,2594,1007,1331
"ACCFDFCE_01464",7730,5596,9270,7102,6545,6748,7578,6928,3694
"ACCFDFCE_01465",3579,2093,5550,1873,2536,2759,3228,1600,2150
"ACCFDFCE_01466",5736,3697,9177,3287,4705,4677,5324,2863,3548
"ACCFDFCE_01467",1732,1186,2566,996,1313,1420,1576,839,1044
"ACCFDFCE_01468",1294,1000,2416,860,1351,1307,1556,766,1005
"ACCFDFCE_01469",2788,2183,4573,1733,2961,2677,3203,1862,1813
"ACCFDFCE_01470",4732,3324,7359,2646,5269,4366,5789,2584,2626
"ACCFDFCE_01471",21114,16005,28428,14417,14678,13682,16737,20852,11220
"ACCFDFCE_01472",18285,14140,25272,12705,12935,12798,15069,16412,10540
"ACCFDFCE_01473",9696,6294,13624,5870,6649,7245,8033,7386,5788
"ACCFDFCE_01474",3661,3106,4636,2972,2424,2894,3433,2415,1741
"ACCFDFCE_01475",2197,3248,2679,2553,1716,1868,1898,2328,1064
"ACCFDFCE_01476",840,821,1107,714,804,765,891,671,438
"ACCFDFCE_01477",1230,1805,1849,1404,1218,1276,1455,1468,668
"ACCFDFCE_01478",1305,1921,1851,1399,1432,1354,1632,1610,700
"ACCFDFCE_01479",16852,19096,27704,16640,16731,17995,19538,16188,10778
"ACCFDFCE_01480",3298,3825,5783,2889,3330,2879,4541,3421,1622
"ACCFDFCE_01481",4530,4842,9249,4085,5202,5083,6479,4223,2762
"ACCFDFCE_01482",303,331,425,213,271,232,320,178,155
"ACCFDFCE_01484",7830,4487,10729,6078,5945,6093,7089,3396,4070
"ACCFDFCE_01485",808,906,904,649,586,658,860,959,288
"ACCFDFCE_01486",549,311,849,326,469,404,536,223,300
"ACCFDFCE_01487",303,144,471,385,294,242,331,215,140
"ACCFDFCE_01488",566,987,588,444,392,416,625,327,200
"ACCFDFCE_01489",128,135,178,118,101,122,123,87,74
"ACCFDFCE_01490",1237,687,1919,551,824,829,1158,500,658
"ACCFDFCE_01491",567,410,656,311,401,367,565,343,221
"ACCFDFCE_01492",799,802,1126,573,677,583,749,693,454
"ACCFDFCE_01493",833,785,1011,536,634,605,819,729,394
"ACCFDFCE_01494",334,320,397,202,234,242,288,286,151
"ACCFDFCE_01495",639,656,814,549,517,529,633,646,319
"ACCFDFCE_01496",1046,1097,1230,907,815,918,992,930,531
"ACCFDFCE_01497",709,656,865,520,586,580,725,639,331
"ACCFDFCE_01498",649,478,774,454,519,481,677,424,305
"ACCFDFCE_01499",108,40,198,30,65,90,118,28,75
"ACCFDFCE_01500",103,85,170,46,73,47,98,56,45
"ACCFDFCE_01501",659,497,1100,530,703,645,862,356,317
"ACCFDFCE_01502",7328,2210,9656,8405,5076,5413,6330,6119,3726
"ACCFDFCE_01503",4289,1636,5258,5267,3145,3301,3752,4092,2148
"ACCFDFCE_01504",8121,3848,10582,10957,6211,6234,7176,7987,4175
"ACCFDFCE_01505",2108,1151,2673,2852,1715,1685,1872,2522,1085
"ACCFDFCE_01506",5514,2700,7028,7221,4004,4197,4377,5714,2799
"ACCFDFCE_01507",3134,1308,3993,3154,2117,1952,2643,2047,1496
"ACCFDFCE_01508",2193,2265,2675,2003,1480,1540,1713,1443,1055
"ACCFDFCE_01509",1083,1362,1262,983,796,774,919,950,520
"ACCFDFCE_01510",1028,1324,1112,935,717,773,816,962,467
"ACCFDFCE_01511",823,887,889,720,668,575,751,577,344
"ACCFDFCE_01512",303,331,351,238,256,277,343,184,150
"ACCFDFCE_01513",5444,6304,7509,4381,4426,4644,5305,4260,2918
"ACCFDFCE_01514",8652,12576,14159,8065,9981,8792,10500,9649,4894
"ACCFDFCE_01515",2940,5049,4563,3076,3158,2955,3510,3318,1515
"ACCFDFCE_01516",3812,4846,5256,6287,4410,4721,5133,4206,1928
"ACCFDFCE_01517",4628,4121,6182,3449,4074,4214,4879,2584,2537
"ACCFDFCE_01518",1199,923,1492,656,1317,1130,1388,395,602
"ACCFDFCE_01520",8793,5710,14570,5619,8284,8299,9359,3971,5505
"ACCFDFCE_01521",7819,5744,13522,5155,8326,7897,9621,3348,4959
"ACCFDFCE_01522",1706,5030,2613,1951,2216,2229,2512,1626,975
"ACCFDFCE_01523",465,221,565,108,155,87,283,127,150
"ACCFDFCE_01524",113,71,168,34,63,55,92,59,75
"ACCFDFCE_01525",1076,425,1243,435,676,531,1100,367,345
"ACCFDFCE_01526",8633,2769,12138,3787,5136,5126,6958,3629,4510
"ACCFDFCE_01527",1779,767,2223,777,1154,1074,1487,656,888
"ACCFDFCE_01529",3432,3550,4587,4488,3108,3039,3366,3285,1764
"ACCFDFCE_01530",1414,1204,1564,1757,1295,1218,1518,1177,613
"ACCFDFCE_01531",4764,5765,6273,4831,4994,4987,5620,3321,2405
"ACCFDFCE_01532",3290,4031,4470,4074,3187,3221,3622,2932,1702
"ACCFDFCE_01533",10369,13801,13944,14815,11790,12371,13146,10544,5198
"ACCFDFCE_01534",386,283,570,311,321,302,404,206,156
"ACCFDFCE_01535",708,656,838,771,571,618,735,572,293
"ACCFDFCE_01536",4943,5283,5129,4569,3826,3804,4493,5091,2205
"ACCFDFCE_01537",942,414,897,409,456,536,701,298,401
"ACCFDFCE_01538",1483,1172,1754,1019,1120,1156,1433,814,693
"ACCFDFCE_01539",2156,2291,2666,1426,2105,1935,2323,1387,1085
"ACCFDFCE_01540",2445,2577,2882,2000,2174,2149,2749,1951,1201
"ACCFDFCE_01541",1465,1596,1768,1294,1557,1354,1667,1394,769
"ACCFDFCE_01542",890,870,936,722,694,701,842,770,383
"ACCFDFCE_01543",2282,2263,2217,2067,1738,2043,2321,2241,941
"ACCFDFCE_01544",2422,3059,2558,2049,1262,1442,1723,1823,1053
"ACCFDFCE_01545",1695,1825,1779,1289,846,836,1071,1470,808
"ACCFDFCE_01546",2709,2944,2747,2066,1455,1354,1712,2681,1067
"ACCFDFCE_01548",624,375,728,386,297,327,366,355,287
"ACCFDFCE_01549",1190,733,1590,712,785,696,1004,726,529
"ACCFDFCE_01550",591,355,922,367,350,276,403,224,258
"ACCFDFCE_01551",83,33,127,98,71,54,98,35,41
"ACCFDFCE_01552",312,140,288,195,131,181,226,160,115
"ACCFDFCE_01553",66,42,97,143,65,72,88,93,37
"ACCFDFCE_01554",173,22,289,74,108,107,173,38,111
"ACCFDFCE_01555",2334,1760,2926,1844,1636,1767,1883,1562,1169
"ACCFDFCE_01556",4472,4029,5944,4558,4138,4156,4875,3564,2216
"ACCFDFCE_01558",4642,2028,6519,2559,4574,4266,5581,1686,2457
"ACCFDFCE_01559",2232,988,3151,650,935,956,1214,740,1247
"ACCFDFCE_01560",4141,5450,5864,3596,3595,3792,4228,3604,2158
"ACCFDFCE_01561",2089,2604,2633,1731,1598,1630,1990,1495,1079
"ACCFDFCE_01562",446,890,700,555,617,484,568,451,269
"ACCFDFCE_01563",2617,4117,3713,2577,2082,1980,2563,1512,1506
"ACCFDFCE_01564",3531,3850,4604,3285,2711,2983,3346,2146,1827
"ACCFDFCE_01565",18364,19446,22315,17226,15300,14930,17286,11986,8627
"ACCFDFCE_01566",388,291,595,211,310,289,430,170,168
"ACCFDFCE_01567",5565,4594,7910,2686,3911,4004,4924,2622,2849
"ACCFDFCE_01568",8536,6310,10574,5635,6780,6536,8046,5295,3964
