"gene_id","HG001.rep1","HG001.rep2","HG001.rep3","UTI.89.mixed.with.HG001.rep1","UTI.89.mixed.with.HG001.rep2","UTI.89.mixed.with.HG001.rep3"
"SAOUHSC_01874",14,15,15,4,1,4
"SAOUHSC_01875",189,224,200,9,13,71
"SAOUHSC_01876",62,95,86,5,7,24
"SAOUHSC_01877",76,93,99,4,17,28
"SAOUHSC_01878",53,68,64,6,9,16
"SAOUHSC_01879",106,149,132,18,20,70
"SAOUHSC_01880",3,1,3,0,0,1
"SAOUHSC_01882",146,127,161,21,26,35
"SAOUHSC_01883",0,0,0,0,0,1
"SAOUHSC_01884",19,29,26,6,0,41
"SAOUHSC_01886",3,3,3,1,1,0
"SAOUHSC_01887",9,11,13,0,3,1
"SAOUHSC_01888",1,1,5,1,2,3
"SAOUHSC_01889",16,10,26,3,9,3
"SAOUHSC_01890",13,24,14,0,4,7
"SAOUHSC_01891",5,5,10,1,0,2
"SAOUHSC_01893",19,13,18,0,0,2
"SAOUHSC_01894",6,4,7,0,2,0
"SAOUHSC_01895",495,603,607,19,99,150
"SAOUHSC_01896",70,54,76,5,7,25
"SAOUHSC_01897",15,10,16,0,4,3
"SAOUHSC_01898",12,11,9,0,3,3
"SAOUHSC_01899",20,17,22,1,3,5
"SAOUHSC_01900",5,3,3,2,1,1
"SAOUHSC_01901",40,47,42,1,9,24
"SAOUHSC_01902",53,57,64,1,12,22
"SAOUHSC_01903",9,15,10,0,4,5
"SAOUHSC_01904",8,8,10,0,3,1
"SAOUHSC_01905",1,1,2,0,0,0
"SAOUHSC_01907",63,76,70,2,10,31
"SAOUHSC_01908",187,204,224,16,26,82
"SAOUHSC_01909",248,266,257,16,40,88
"SAOUHSC_01910",72,64,71,15,10,103
"SAOUHSC_01911",11,12,21,4,1,4
"SAOUHSC_01912",10,16,12,1,0,6
"SAOUHSC_01913",5,5,6,0,1,1
"SAOUHSC_01914",27,37,40,1,3,14
"SAOUHSC_01915",11,27,24,2,2,8
"SAOUHSC_01916",21,41,46,3,7,15
"SAOUHSC_01917",7,8,9,0,7,0
"SAOUHSC_01918",199,243,226,21,25,189
"SAOUHSC_01919",179,262,210,23,25,159
"SAOUHSC_01920",24,20,27,1,2,35
"SAOUHSC_01921",16,18,14,1,0,14
"SAOUHSC_01922",13,21,22,5,2,17
"SAOUHSC_01923",11,9,15,2,3,7
"SAOUHSC_01924",0,1,0,0,0,0
"SAOUHSC_01925",0,0,0,0,0,0
"SAOUHSC_01926",13,6,4,0,1,2
"SAOUHSC_01928",8,8,5,0,0,4
"SAOUHSC_01929",6,1,6,0,1,0
"SAOUHSC_01930",9,17,17,1,1,7
"SAOUHSC_01931",43,56,50,3,3,16
"SAOUHSC_01932",33,32,48,8,6,11
"SAOUHSC_01933",41,49,62,6,6,21
"SAOUHSC_01934",0,0,0,0,0,0
"SAOUHSC_01935",1,2,1,0,0,2
"SAOUHSC_01936",1,2,0,0,0,0
"SAOUHSC_01937",0,0,0,0,0,0
"SAOUHSC_01938",0,0,0,0,0,0
"SAOUHSC_01939",0,1,2,0,0,0
"SAOUHSC_01941",0,2,1,0,0,0
"SAOUHSC_01942",1,1,1,0,1,1
"SAOUHSC_01944",4,1,2,0,1,2
"SAOUHSC_01945",9,16,15,2,8,6
"SAOUHSC_01947",10,11,6,2,2,2
"SAOUHSC_01948",6,17,13,0,4,2
"SAOUHSC_01949",6,14,14,1,3,3
"SAOUHSC_01950",1,0,0,0,1,0
"SAOUHSC_01951",1,4,2,0,0,1
"SAOUHSC_01952",7,7,7,0,0,2
"SAOUHSC_01953",1,1,1,1,1,3
"SAOUHSC_01954",3,7,3,2,2,1
"SAOUHSC_01955",3,2,2,0,0,0
"SAOUHSC_01956",3,5,3,0,1,0
"SAOUHSC_01957",44,55,44,8,10,23
"SAOUHSC_01958",61,81,90,6,3,16
"SAOUHSC_01960",219,232,252,15,26,60
"SAOUHSC_01961",151,162,144,8,8,34
"SAOUHSC_01962",163,202,213,10,17,55
"SAOUHSC_01963",0,0,0,0,1,0
"SAOUHSC_01964",233,260,311,19,46,95
"SAOUHSC_01966",139,129,157,10,14,37
"SAOUHSC_01967",127,115,135,7,14,41
"SAOUHSC_01968",100,86,118,13,7,40
"SAOUHSC_01969",171,220,160,10,25,60
"SAOUHSC_01971",22,13,20,0,3,6
"SAOUHSC_01972",121,133,135,35,52,75
"SAOUHSC_01973",191,263,291,24,26,98
"SAOUHSC_01974",709,883,951,71,100,322
"SAOUHSC_01975",289,375,384,26,38,154
"SAOUHSC_01976",2,3,4,0,1,1
"SAOUHSC_01977",1246,1217,1388,77,113,439
"SAOUHSC_01978",70,91,78,1,10,17
"SAOUHSC_01979",270,301,339,14,59,130
"SAOUHSC_01980",34,32,25,0,6,7
"SAOUHSC_01981",31,35,35,1,7,13
"SAOUHSC_01982",208,278,241,6,18,73
"SAOUHSC_01983",171,212,203,16,18,152
"SAOUHSC_01984",49,55,59,0,3,15
"SAOUHSC_01985",1,4,1,0,0,1
"SAOUHSC_01986",63,53,74,4,6,33
"SAOUHSC_01987",185,281,257,25,44,86
"SAOUHSC_01988",50,45,51,2,3,17
"SAOUHSC_01989",90,87,106,4,6,31
"SAOUHSC_01990",266,252,223,0,2,24
"SAOUHSC_01991",292,257,285,3,2,30
"SAOUHSC_01992",102,79,93,2,13,24
"SAOUHSC_01993",0,2,0,0,0,2
"SAOUHSC_01997",361,418,507,17,26,63
"SAOUHSC_01998",55,55,63,1,6,20
"SAOUHSC_01999",42,35,44,6,4,11
"SAOUHSC_02000",182,223,257,20,14,69
"SAOUHSC_02001",158,168,207,26,23,103
"SAOUHSC_02002",0,0,0,0,0,0
"SAOUHSC_02003",60,60,60,8,15,21
"SAOUHSC_02004",158,151,164,15,22,62
"SAOUHSC_02005",30,37,34,4,4,7
"SAOUHSC_02006",65,79,61,10,13,21
"SAOUHSC_02008",73,68,72,6,8,24
"SAOUHSC_02009",90,117,110,9,9,42
"SAOUHSC_02010",14,17,18,0,0,4
"SAOUHSC_02011",22,24,38,2,2,8
"SAOUHSC_02012",73,72,77,4,2,31
"SAOUHSC_02013",142,187,214,16,14,85
"SAOUHSC_02014",46,44,43,4,3,21
"SAOUHSC_02015",24,18,25,3,1,8
"SAOUHSC_02016",6,11,5,2,0,8
"SAOUHSC_02017",1,0,1,0,0,0
"SAOUHSC_02018",32,46,65,10,3,43
"SAOUHSC_02019",31,23,22,10,16,101
"SAOUHSC_02020",2,2,3,3,0,18
"SAOUHSC_02021",7,6,11,2,3,41
"SAOUHSC_02022",7,13,13,8,5,81
"SAOUHSC_02023",15,12,16,17,9,156
"SAOUHSC_02025",2,1,3,7,7,31
"SAOUHSC_02026",0,0,1,1,0,5
"SAOUHSC_02027",0,1,3,2,2,15
"SAOUHSC_02028",12,14,13,14,14,141
"SAOUHSC_02029",11,27,16,19,16,184
"SAOUHSC_02030",20,25,26,29,20,245
"SAOUHSC_02031",9,9,16,18,8,182
"SAOUHSC_02033",50,58,53,84,44,797
"SAOUHSC_02034",4,5,5,3,3,65
"SAOUHSC_02035",3,2,2,6,3,68
"SAOUHSC_02036",10,12,13,21,13,201
"SAOUHSC_02037",5,5,9,9,10,128
"SAOUHSC_02038",8,2,3,8,1,70
"SAOUHSC_02040",4,2,3,9,1,92
"SAOUHSC_02041",1,5,2,9,8,76
"SAOUHSC_02042",3,5,4,6,5,68
"SAOUHSC_02043",27,12,24,44,29,537
"SAOUHSC_02044",14,12,14,43,14,331
"SAOUHSC_02046",0,1,0,6,2,26
"SAOUHSC_02047",2,6,8,17,8,135
"SAOUHSC_02048",12,7,12,19,19,253
"SAOUHSC_02049",6,3,4,12,10,183
"SAOUHSC_02050",4,1,2,6,4,82
"SAOUHSC_02051",6,6,7,10,26,20
"SAOUHSC_02052",0,2,1,2,2,1
"SAOUHSC_02053",0,0,0,0,2,0
"SAOUHSC_02054",0,1,0,0,1,1
"SAOUHSC_02055",0,0,0,0,0,1
"SAOUHSC_02056",0,1,0,1,3,1
"SAOUHSC_02057",4,3,3,8,14,17
"SAOUHSC_02058",0,0,0,0,1,0
"SAOUHSC_02059",1,1,1,1,6,6
"SAOUHSC_02060",1,1,0,1,3,1
"SAOUHSC_02061",0,3,0,3,1,5
"SAOUHSC_02062",3,0,3,3,5,6
"SAOUHSC_02063",2,1,2,0,0,5
"SAOUHSC_02064",0,3,1,1,5,2
"SAOUHSC_02065",0,0,5,3,6,3
"SAOUHSC_02066",0,0,0,1,0,1
"SAOUHSC_02067",20,19,19,26,65,61
"SAOUHSC_02068",2,2,3,4,4,8
"SAOUHSC_02069",4,5,6,9,15,19
"SAOUHSC_02070",7,6,9,5,19,23
"SAOUHSC_02071",6,7,8,12,23,24
"SAOUHSC_02072",10,6,6,14,43,24
"SAOUHSC_02073",2,3,1,8,17,15
"SAOUHSC_02074",0,2,0,0,5,0
"SAOUHSC_02075",0,1,1,2,3,4
"SAOUHSC_02076",17,23,13,1,2,11
"SAOUHSC_02077",6,8,8,1,7,5
"SAOUHSC_02078",14,12,14,5,24,9
"SAOUHSC_02079",1,0,0,1,8,6
"SAOUHSC_02080",13,12,14,20,53,26
"SAOUHSC_02081",11,3,11,25,35,45
"SAOUHSC_02083",4,3,6,9,9,24
"SAOUHSC_02084",41,46,46,22,10,71
"SAOUHSC_02085",8,7,13,5,5,13
"SAOUHSC_02086",12,14,14,8,6,19
"SAOUHSC_02087",70,67,68,28,27,67
"SAOUHSC_02088",4,2,3,1,0,4
"SAOUHSC_02089",10,9,14,3,1,20
"SAOUHSC_02090",24,33,26,11,7,29
"SAOUHSC_02091",68,86,95,2,14,36
"SAOUHSC_02092",122,131,144,20,23,60
"SAOUHSC_02093",13,11,19,0,0,6
"SAOUHSC_02095",77,77,91,9,14,42
"SAOUHSC_02096",78,111,114,5,12,50
"SAOUHSC_02097",163,206,176,11,33,72
"SAOUHSC_02098",90,82,88,7,12,19
"SAOUHSC_02099",96,100,102,4,13,25
"SAOUHSC_02100",35,54,40,2,2,9
"SAOUHSC_02101",35,25,37,2,4,18
"SAOUHSC_02102",220,202,217,8,34,66
"SAOUHSC_02103",31,27,37,6,3,22
"SAOUHSC_02104",2,5,7,1,3,3
"SAOUHSC_02105",0,0,0,0,0,0
"SAOUHSC_02106",141,125,152,12,16,50
"SAOUHSC_02107",257,244,231,16,26,74
"SAOUHSC_02108",1777,2151,2091,0,0,6
"SAOUHSC_02109",2,10,13,0,0,0
"SAOUHSC_02110",48,60,64,1,2,8
"SAOUHSC_02111",21,23,21,5,7,4
"SAOUHSC_02112",42,49,28,8,29,26
"SAOUHSC_02113",45,51,54,5,7,37
"SAOUHSC_02114",77,84,96,7,5,42
"SAOUHSC_02115",0,0,0,0,0,0
"SAOUHSC_02116",478,598,554,45,74,257
"SAOUHSC_02117",395,470,492,34,69,220
"SAOUHSC_02118",97,92,90,9,16,35
"SAOUHSC_02119",93,103,94,26,26,52
"SAOUHSC_02121",129,193,207,11,22,74
"SAOUHSC_02122",175,186,179,22,30,80
"SAOUHSC_02123",192,185,188,14,27,66
"SAOUHSC_02124",55,69,54,8,5,20
"SAOUHSC_02125",101,101,116,3,5,46
"SAOUHSC_02126",379,427,389,16,50,181
"SAOUHSC_02127",8,6,6,1,0,4
"SAOUHSC_02129",10,7,11,1,3,7
"SAOUHSC_02130",8,9,10,0,3,4
"SAOUHSC_02131",46,61,49,3,6,11
"SAOUHSC_02132",78,67,113,3,11,32
"SAOUHSC_02133",130,114,145,11,34,41
"SAOUHSC_02134",116,114,106,16,12,70
"SAOUHSC_02135",70,85,95,15,9,53
"SAOUHSC_02136",0,0,0,0,0,0
"SAOUHSC_02137",13,39,19,2,4,19
"SAOUHSC_02138",11,20,25,0,5,8
"SAOUHSC_02139",189,217,223,23,25,81
"SAOUHSC_02140",379,436,451,26,47,169
"SAOUHSC_02141",0,1,0,0,1,0
"SAOUHSC_02142",413,509,527,28,71,161
"SAOUHSC_02143",82,67,64,10,10,34
"SAOUHSC_02144",13,13,5,21,11,21
"SAOUHSC_02145",152,131,144,14,36,43
"SAOUHSC_02146",43,51,59,3,6,12
"SAOUHSC_02147",83,124,111,5,7,54
"SAOUHSC_02148",59,52,72,8,8,24
"SAOUHSC_02149",58,46,62,2,8,18
"SAOUHSC_02150",157,186,211,18,22,95
"SAOUHSC_02151",25,24,23,1,1,11
"SAOUHSC_02152",23,22,24,4,4,3
"SAOUHSC_02153",7,8,8,0,1,2
"SAOUHSC_02154",17,15,14,3,4,5
"SAOUHSC_02155",2,4,5,3,2,3
"SAOUHSC_02156",17,10,6,2,4,5
"SAOUHSC_02157",9,3,6,25,12,22
"SAOUHSC_02158",366,475,487,34,45,138
"SAOUHSC_02160",2,1,3,0,0,1
"SAOUHSC_02161",18,27,21,0,2,5
"SAOUHSC_02164",17,11,26,1,4,3
"SAOUHSC_02166",20,9,12,4,0,5
"SAOUHSC_02167",93,85,102,2,5,12
"SAOUHSC_02169",10,6,5,0,2,2
"SAOUHSC_02170",42,61,50,4,10,7
"SAOUHSC_02171",8,10,7,0,1,8
"SAOUHSC_02173",2,1,0,0,0,0
"SAOUHSC_02174",0,0,0,0,0,0
"SAOUHSC_02175",21,21,11,1,1,9
"SAOUHSC_02176",32,55,38,4,6,19
"SAOUHSC_02177",1,1,2,0,0,1
"SAOUHSC_02178",0,0,0,0,0,0
"SAOUHSC_02179",0,0,0,0,0,0
"SAOUHSC_02180",22,21,21,0,3,8
"SAOUHSC_02181",3,1,1,0,0,2
"SAOUHSC_02182",14,7,8,0,0,6
"SAOUHSC_02183",0,0,0,0,0,0
"SAOUHSC_02184",1,0,0,0,0,0
"SAOUHSC_02185",4,2,4,0,1,0
"SAOUHSC_02186",1,0,0,0,0,2
"SAOUHSC_02187",0,0,0,0,0,1
"SAOUHSC_02188",0,0,0,0,0,2
"SAOUHSC_02189",0,0,0,0,0,0
"SAOUHSC_02190",1,0,0,0,0,0
"SAOUHSC_02191",0,4,2,0,0,2
"SAOUHSC_02193",2,1,0,0,2,1
"SAOUHSC_02194",1,0,1,1,0,1
"SAOUHSC_02195",0,0,0,0,0,1
"SAOUHSC_02196",1,4,3,0,2,4
"SAOUHSC_02197",2,0,0,0,0,1
"SAOUHSC_02198",1,0,0,0,0,1
"SAOUHSC_02199",0,0,0,0,0,1
"SAOUHSC_02200",4,2,0,1,0,1
"SAOUHSC_02202",1,0,1,1,0,0
"SAOUHSC_02203",1,0,1,0,0,0
"SAOUHSC_02204",0,0,0,0,0,0
"SAOUHSC_02205",1,0,0,0,0,0
"SAOUHSC_02206",0,0,0,0,0,0
"SAOUHSC_02207",0,1,0,0,0,0
"SAOUHSC_02208",0,0,1,0,0,0
"SAOUHSC_02209",1,0,0,0,0,0
"SAOUHSC_02210",0,0,0,0,1,0
"SAOUHSC_02211",0,0,0,0,0,0
"SAOUHSC_02212",0,0,1,0,0,0
"SAOUHSC_02213",0,0,1,0,0,1
"SAOUHSC_02214",0,0,0,0,0,0
"SAOUHSC_02215",0,0,0,0,0,0
"SAOUHSC_02216",0,3,4,0,3,2
"SAOUHSC_02217",3,1,3,1,2,3
"SAOUHSC_02218",150,172,231,6,17,97
"SAOUHSC_02219",0,1,4,1,2,2
"SAOUHSC_02220",1,0,1,0,3,0
"SAOUHSC_02221",1,0,1,0,6,3
"SAOUHSC_02222",0,0,0,0,0,0
"SAOUHSC_02223",5,1,0,1,0,1
"SAOUHSC_02224",1,0,1,0,2,0
"SAOUHSC_02225",1,2,3,1,0,1
"SAOUHSC_02226",36,39,49,5,3,15
"SAOUHSC_02227",0,0,1,0,0,1
"SAOUHSC_02228",1,0,0,0,0,0
"SAOUHSC_02229",3,6,1,1,2,5
"SAOUHSC_02232",204,185,205,10,11,45
"SAOUHSC_02233",1,2,1,0,0,1
"SAOUHSC_02234",1,1,0,3,1,2
"SAOUHSC_02235",54,65,66,8,12,44
"SAOUHSC_02236",6,8,5,1,0,8
"SAOUHSC_02237",6,6,5,1,2,3
"SAOUHSC_02238",0,0,0,0,0,0
"SAOUHSC_02239",8,20,15,2,4,14
"SAOUHSC_02241",58,72,70,2,3,22
"SAOUHSC_02243",53,57,74,1,7,23
"SAOUHSC_02244",25,25,31,1,7,13
"SAOUHSC_02245",4,5,2,0,2,10
"SAOUHSC_02246",0,0,0,1,1,6
"SAOUHSC_02247",23,31,26,2,1,10
"SAOUHSC_02248",11,14,11,1,5,8
"SAOUHSC_02249",10,8,4,10,16,11
"SAOUHSC_02250",1,1,7,0,2,0
"SAOUHSC_02251",0,1,2,0,0,0
"SAOUHSC_02254",82,114,103,33,48,39
"SAOUHSC_02255",24,18,23,0,1,4
"SAOUHSC_02256",89,79,104,8,10,34
"SAOUHSC_02257",88,103,58,5,27,18
"SAOUHSC_02258",39,43,44,3,4,8
"SAOUHSC_02259",69,70,63,1,16,27
"SAOUHSC_02260",5775,3352,3905,18,34,834
"SAOUHSC_02261",918,819,1008,20,25,354
"SAOUHSC_02262",53,93,82,0,1,21
"SAOUHSC_02264",1213,1416,1397,35,78,515
"SAOUHSC_02265",672,802,834,28,41,320
"SAOUHSC_02266",9,4,6,1,1,1
"SAOUHSC_02267",60,83,64,8,13,23
"SAOUHSC_02268",155,156,161,18,28,49
"SAOUHSC_02269",48,56,46,13,5,44
"SAOUHSC_02270",2,4,4,0,4,1
"SAOUHSC_02271",7,10,3,0,1,3
"SAOUHSC_02272",13,12,11,2,3,0
"SAOUHSC_02273",184,181,169,19,22,72
"SAOUHSC_02274",64,83,85,3,9,37
"SAOUHSC_02275",0,2,0,0,0,0
"SAOUHSC_02276",27,31,29,5,1,15
"SAOUHSC_02277",66,72,63,4,12,29
"SAOUHSC_02278",24,20,25,0,5,7
"SAOUHSC_02279",25,50,38,5,7,18
"SAOUHSC_02280",37,50,35,1,4,13
"SAOUHSC_02281",5,8,3,0,3,1
"SAOUHSC_02282",8,9,14,0,4,1
"SAOUHSC_02283",2,1,0,0,1,1
"SAOUHSC_02284",4,8,2,0,4,1
"SAOUHSC_02285",7,17,10,0,4,3
"SAOUHSC_02286",7,5,4,0,5,3
"SAOUHSC_02287",10,14,7,3,2,3
"SAOUHSC_02288",4,4,1,0,0,2
"SAOUHSC_02289",9,10,10,0,3,1
"SAOUHSC_02294",0,0,0,0,0,0
"SAOUHSC_02296",65,72,76,0,1,17
"SAOUHSC_02297",231,268,265,12,38,65
"SAOUHSC_02298",224,270,284,20,55,106
"SAOUHSC_02299",60,74,68,5,13,23
"SAOUHSC_02300",59,76,83,2,14,32
"SAOUHSC_02301",137,163,155,13,17,47
"SAOUHSC_02303",53,66,54,0,5,26
"SAOUHSC_02304",38,48,40,3,5,11
"SAOUHSC_02305",134,162,165,12,22,39
"SAOUHSC_02306",36,37,47,6,5,12
"SAOUHSC_02307",25,34,40,1,9,9
"SAOUHSC_02308",112,125,132,7,20,45
"SAOUHSC_02309",31,19,26,2,8,5
"SAOUHSC_02310",10,8,6,0,2,8
"SAOUHSC_02311",3,5,7,0,1,3
"SAOUHSC_02312",2,0,2,0,1,1
"SAOUHSC_02313",0,0,0,0,0,0
"SAOUHSC_02314",24,17,13,1,0,11
"SAOUHSC_02315",9,4,6,0,0,3
"SAOUHSC_02316",1275,1425,1361,108,233,492
"SAOUHSC_02317",176,201,198,18,26,65
"SAOUHSC_02318",166,176,196,12,27,67
"SAOUHSC_02319",148,234,206,20,26,61
"SAOUHSC_02320",389,299,439,49,58,139
"SAOUHSC_02321",9,7,9,0,0,3
"SAOUHSC_02322",19,21,13,1,2,8
"SAOUHSC_02323",98,111,125,11,5,47
"SAOUHSC_02324",42,51,58,3,7,15
"SAOUHSC_02325",1,1,2,0,0,1
"SAOUHSC_02326",4,8,8,3,2,2
"SAOUHSC_02327",523,546,561,26,75,125
"SAOUHSC_02328",7,4,6,0,0,3
"SAOUHSC_02329",7,8,8,0,1,3
"SAOUHSC_02330",7,7,3,0,3,0
"SAOUHSC_02331",6,8,5,0,1,5
"SAOUHSC_02332",11,4,7,0,0,2
"SAOUHSC_02333",92,95,87,5,41,27
"SAOUHSC_02334",6,7,1,0,0,3
"SAOUHSC_02335",17,22,27,5,0,12
"SAOUHSC_02336",78,89,76,13,14,35
"SAOUHSC_02337",247,349,355,31,57,145
"SAOUHSC_02338",76,51,79,2,10,15
"SAOUHSC_02339",0,0,1,0,0,1
"SAOUHSC_02340",343,372,345,34,20,96
"SAOUHSC_02341",1063,1228,1211,179,125,414
"SAOUHSC_02343",719,731,792,54,52,232
"SAOUHSC_02345",1102,1344,1201,105,72,394
"SAOUHSC_02346",402,440,438,39,32,145
"SAOUHSC_02347",428,503,511,39,31,179
"SAOUHSC_02349",166,211,205,22,18,52
"SAOUHSC_02350",487,628,618,50,43,173
"SAOUHSC_02351",328,321,384,30,22,131
"SAOUHSC_02352",417,419,456,72,35,148
"SAOUHSC_02353",149,191,198,17,19,57
"SAOUHSC_02354",355,415,396,52,35,136
"SAOUHSC_02355",180,183,187,22,24,68
"SAOUHSC_02356",19,17,21,2,3,19
"SAOUHSC_02357",48,58,48,3,8,18
"SAOUHSC_02358",169,193,218,18,11,56
"SAOUHSC_02359",177,255,228,21,27,102
"SAOUHSC_02360",132,190,140,9,13,73
"SAOUHSC_02361",696,696,845,78,104,342
"SAOUHSC_02362",480,618,625,58,69,282
"SAOUHSC_02363",71,88,95,16,32,30
"SAOUHSC_02364",124,122,90,15,19,39
"SAOUHSC_02365",154,170,167,11,26,73
"SAOUHSC_02366",2859,4063,4110,307,247,940
"SAOUHSC_02367",42,55,43,4,4,28
"SAOUHSC_02368",463,519,557,48,40,305
"SAOUHSC_02369",266,271,328,31,46,96
"SAOUHSC_02370",42,53,55,2,5,19
"SAOUHSC_02371",88,75,77,5,4,27
"SAOUHSC_02372",156,184,157,10,14,44
"SAOUHSC_02373",129,152,95,4,63,18
"SAOUHSC_02374",64,82,84,5,47,5
"SAOUHSC_02375",91,132,105,11,12,34
"SAOUHSC_02376",44,34,49,4,6,37
"SAOUHSC_02377",75,95,75,6,10,44
"SAOUHSC_02378",1,4,4,0,0,3
"SAOUHSC_02379",61,60,59,4,5,52
"SAOUHSC_02380",412,505,548,17,25,129
"SAOUHSC_02381",74,128,107,7,7,13
"SAOUHSC_02382",17,13,14,0,3,9
"SAOUHSC_02383",135,168,179,8,22,64
"SAOUHSC_02384",32,23,24,1,3,12
"SAOUHSC_02385",77,87,99,7,6,52
"SAOUHSC_02386",15,16,14,0,2,15
"SAOUHSC_02387",25,27,34,1,9,8
"SAOUHSC_02388",11,32,13,0,1,1
"SAOUHSC_02389",45,46,38,0,1,5
"SAOUHSC_02390",651,699,699,31,62,192
"SAOUHSC_02391",600,624,704,108,106,398
"SAOUHSC_02393",69,58,85,1,12,32
"SAOUHSC_02394",7,6,1,0,0,3
"SAOUHSC_02396",43,52,52,2,5,23
"SAOUHSC_02397",15,20,16,4,4,7
"SAOUHSC_02399",954,1094,1188,116,142,537
"SAOUHSC_02400",24,33,41,20,18,27
"SAOUHSC_02401",52,45,54,4,7,18
"SAOUHSC_02402",12,9,12,0,4,2
"SAOUHSC_02403",50,62,57,4,19,13
"SAOUHSC_02404",32,45,34,120,206,128
"SAOUHSC_02405",179,241,205,14,15,80
"SAOUHSC_02406",89,125,131,6,15,51
"SAOUHSC_02407",108,129,135,18,16,59
"SAOUHSC_02409",24,24,25,1,2,11
"SAOUHSC_02410",0,0,0,0,0,0
"SAOUHSC_02411",0,0,1,0,0,0
"SAOUHSC_02412",0,0,0,0,0,0
"SAOUHSC_02416",4,2,4,0,0,4
"SAOUHSC_02417",124,125,140,3,10,69
"SAOUHSC_02418",27,26,39,4,0,12
"SAOUHSC_02419",24,19,29,6,3,12
"SAOUHSC_02420",52,53,56,12,21,35
"SAOUHSC_02422",96,82,95,25,29,65
"SAOUHSC_02423",157,171,203,54,56,130
"SAOUHSC_02424",50,63,39,25,24,64
"SAOUHSC_02425",68,27,43,9,0,52
"SAOUHSC_02426",143,141,152,6,4,37
"SAOUHSC_02427",5,4,10,1,12,20
"SAOUHSC_02428",6,4,6,3,14,32
"SAOUHSC_02430",16,18,35,31,86,466
"SAOUHSC_02432",0,0,0,0,0,2
"SAOUHSC_02433",17,19,20,4,38,45
"SAOUHSC_02434",27,30,28,10,45,91
"SAOUHSC_02435",4,5,13,3,25,22
"SAOUHSC_02436",63,86,76,13,26,98
"SAOUHSC_02437",1,0,3,0,1,0
"SAOUHSC_02441",756,1033,1041,88,379,320
"SAOUHSC_02442",47,95,89,1,31,25
"SAOUHSC_02443",304,497,416,38,104,126
"SAOUHSC_02444",141,157,141,6,35,39
"SAOUHSC_02445",44,45,42,3,8,22
"SAOUHSC_02447",75,77,113,7,33,41
"SAOUHSC_02448",60,27,47,2,18,13
"SAOUHSC_02449",5,7,7,0,0,5
"SAOUHSC_02450",2,2,2,1,0,2
"SAOUHSC_02451",0,1,0,0,0,0
"SAOUHSC_02452",0,0,2,0,2,0
"SAOUHSC_02453",1,1,0,0,0,0
"SAOUHSC_02454",1,0,0,0,0,0
"SAOUHSC_02455",0,0,0,0,0,0
"SAOUHSC_02456",34,23,36,2,5,13
"SAOUHSC_02457",15,23,21,8,8,8
"SAOUHSC_02458",10,2,6,0,1,4
"SAOUHSC_02459",4,10,6,1,0,2
"SAOUHSC_02460",455,490,521,29,41,161
"SAOUHSC_02461",22,25,19,1,6,4
"SAOUHSC_02462",0,0,0,0,0,0
"SAOUHSC_02463",11,19,26,0,1,8
"SAOUHSC_02464",11,25,28,3,4,11
"SAOUHSC_02465",20,12,19,3,3,10
"SAOUHSC_02467",255,334,364,110,18,472
"SAOUHSC_02468",591,877,784,285,26,918
"SAOUHSC_02469",1,0,0,0,0,0
"SAOUHSC_02470",6,8,8,1,1,1
"SAOUHSC_02471",55,58,56,5,10,30
"SAOUHSC_02472",78,62,92,6,6,30
"SAOUHSC_02473",0,0,0,0,0,0
"SAOUHSC_02474",37,45,43,4,5,19
"SAOUHSC_02475",11,13,15,1,1,8
"SAOUHSC_02476",13,14,15,3,2,8
"SAOUHSC_02477",728,910,867,68,82,355
"SAOUHSC_02478",776,913,982,68,94,381
"SAOUHSC_02480",42,65,62,7,4,20
"SAOUHSC_02481",33,45,42,2,4,17
"SAOUHSC_02482",44,48,42,6,4,15
"SAOUHSC_02483",47,42,44,0,8,23
"SAOUHSC_02484",573,663,569,57,17,163
"SAOUHSC_02485",1179,1439,1344,140,68,433
"SAOUHSC_02486",397,458,456,154,341,268
"SAOUHSC_02487",322,414,322,26,24,79
"SAOUHSC_02488",79,99,97,7,7,27
"SAOUHSC_02489",351,386,451,36,10,126
"SAOUHSC_02490",768,960,1065,87,51,362
"SAOUHSC_02491",1758,2251,2130,177,94,571
"SAOUHSC_02492",362,448,407,45,12,130
"SAOUHSC_02493",215,236,252,22,17,77
"SAOUHSC_02494",542,633,577,56,28,169
"SAOUHSC_02495",478,474,507,57,33,152
"SAOUHSC_02496",933,990,1138,158,163,347
"SAOUHSC_02498",482,477,505,50,32,116
"SAOUHSC_02499",152,222,214,16,14,67
"SAOUHSC_02500",687,836,756,45,57,191
"SAOUHSC_02501",411,437,455,36,27,102
"SAOUHSC_02502",454,473,464,51,37,112
"SAOUHSC_02503",429,400,530,55,31,116
"SAOUHSC_02504",105,154,189,7,15,59
"SAOUHSC_02505",470,417,414,37,28,101
"SAOUHSC_02506",882,1024,899,78,120,214
"SAOUHSC_02507",483,552,464,37,57,115
"SAOUHSC_02508",401,396,429,37,36,90
"SAOUHSC_02509",1448,1580,1580,128,146,425
"SAOUHSC_02510",168,214,216,22,21,66
"SAOUHSC_02511",745,838,777,51,85,199
"SAOUHSC_02512",822,902,765,70,94,210
"SAOUHSC_02512a",756,818,835,61,92,157
"SAOUHSC_02515",55,48,63,6,7,15
