"gene_id","N_A","N_B","N_C","N0A","N0B","N0C","N2A","N2B","N2C","N5A","N5B","N5C","N10A","N10B","N10C","N20A","N20B","N20C","N30A","N30B","N30C"
"gene-NWMN_RS12515",253,133,197,166,146,115,221,109,150,101,78,88,64,139,56,170,71,72,99,80,38
"gene-NWMN_RS12520",1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
"gene-NWMN_RS12535",488,510,640,485,645,455,446,441,491,360,370,306,206,507,182,254,219,177,220,191,112
"gene-NWMN_RS12540",152,168,257,212,255,211,179,179,200,148,182,166,88,200,86,112,93,65,115,82,44
"gene-NWMN_RS12545",53,73,115,73,97,86,99,69,80,59,86,40,23,68,29,60,43,31,33,32,18
"gene-NWMN_RS12550",91,83,173,114,158,135,122,109,114,76,119,69,39,95,40,77,59,40,67,55,27
"gene-NWMN_RS12555",66,53,170,99,116,114,98,90,103,102,112,99,66,99,50,70,63,45,78,66,30
"gene-NWMN_RS12560",168,122,383,246,279,276,255,238,259,247,304,225,127,283,115,148,156,93,182,116,75
"gene-NWMN_RS12565",327,235,201,244,229,182,327,187,201,176,206,113,118,152,44,66,63,63,71,44,32
"gene-NWMN_RS12570",94,92,166,128,145,130,109,143,118,126,164,102,67,126,53,68,83,37,55,47,24
"gene-NWMN_RS12575",168,148,277,177,264,230,212,187,229,250,240,139,115,281,89,99,130,58,84,100,41
"gene-NWMN_RS12580",130,143,163,130,202,141,151,154,167,168,143,149,112,205,83,92,110,60,63,73,29
"gene-NWMN_RS12585",138,115,171,141,190,168,185,165,179,174,185,155,120,207,67,87,95,57,69,75,30
"gene-NWMN_RS12590",160,145,297,206,312,264,281,241,200,227,254,176,134,267,87,117,128,67,89,66,35
"gene-NWMN_RS12595",401,399,252,264,316,184,216,179,162,150,104,106,103,151,74,138,76,82,101,76,38
"gene-NWMN_RS12600",252,229,183,230,252,143,181,201,156,141,162,102,60,142,29,60,50,54,44,45,30
"gene-NWMN_RS12605",152,154,130,129,156,93,149,142,113,68,109,66,32,86,24,34,28,23,32,31,11
"gene-NWMN_RS12610",73,57,57,64,55,46,62,47,59,51,53,33,34,64,16,21,12,11,30,16,6
"gene-NWMN_RS12615",900,364,1796,1434,1108,1204,1772,1051,1144,907,1064,556,384,510,260,520,280,309,531,268,183
"gene-NWMN_RS12620",165,207,194,195,347,207,255,276,203,191,228,198,150,283,148,158,176,117,85,89,70
"gene-NWMN_RS12625",66,31,38,42,41,31,37,30,26,28,15,25,14,18,19,27,8,16,25,10,10
"gene-NWMN_RS12630",0,1,8,7,3,1,3,3,4,1,4,4,5,0,0,1,0,0,1,1,1
"gene-NWMN_RS12635",7,2,10,4,3,11,5,5,7,6,7,5,3,3,7,6,4,4,2,1,1
"gene-NWMN_RS12640",27,22,60,48,39,36,40,24,34,33,18,37,9,22,15,25,17,17,36,11,12
"gene-NWMN_RS12645",15,10,16,11,17,17,13,8,14,5,9,8,12,10,8,4,7,2,9,7,0
"gene-NWMN_RS12650",30,27,40,32,22,22,28,27,36,17,17,22,11,24,6,13,8,9,17,13,7
"gene-NWMN_RS12655",65,33,67,53,45,37,55,34,38,38,23,22,16,36,14,21,21,12,19,11,9
"gene-NWMN_RS12660",79,56,64,62,67,66,81,58,59,53,39,38,35,39,24,33,29,22,41,22,13
"gene-NWMN_RS12665",1994,954,1005,1112,872,765,1780,661,937,682,485,506,417,765,285,552,334,316,452,357,157
"gene-NWMN_RS12675",496,352,242,237,314,217,299,197,241,182,129,164,114,304,78,175,117,99,98,78,37
"gene-NWMN_RS12680",68,38,63,37,48,41,50,29,55,26,32,23,12,32,16,37,13,17,49,9,12
"gene-NWMN_RS12685",143,96,108,104,100,96,115,99,78,73,67,58,40,130,23,55,31,30,62,41,22
"gene-NWMN_RS12690",5740,3146,5054,5932,3518,3498,4632,3448,4449,3190,2939,2229,2310,1720,1616,2542,1209,1871,3087,1648,1244
"gene-NWMN_RS12695",993,1451,892,521,1254,904,599,627,779,643,325,1081,499,1833,539,609,531,731,422,431,281
"gene-NWMN_RS12700",1111,727,1566,1050,871,1204,1209,661,1016,979,680,675,504,1596,324,521,438,288,532,375,158
"gene-NWMN_RS12705",1447,822,2023,1484,1030,1506,1485,721,1288,1344,879,912,699,1794,419,648,510,354,628,469,185
"gene-NWMN_RS12710",209,133,96,139,142,117,226,124,128,104,113,51,70,112,29,43,31,24,26,27,12
"gene-NWMN_RS12715",994,624,1167,1163,862,749,996,631,906,729,552,566,460,421,421,827,330,505,1035,447,375
"gene-NWMN_RS12725",1104,1020,931,1048,969,573,1067,543,705,817,613,538,527,900,296,386,332,270,280,204,143
"gene-NWMN_RS12730",448,370,679,587,581,491,760,550,525,514,560,300,227,459,177,190,189,151,216,153,90
"gene-NWMN_RS12735",1292,890,949,1099,1099,697,1531,996,856,729,792,378,278,589,188,279,198,154,269,180,79
"gene-NWMN_RS12740",240,121,171,149,164,142,249,141,160,133,107,53,39,99,26,38,27,20,38,37,12
"gene-NWMN_RS12745",285,299,509,302,502,477,321,294,366,343,232,428,324,807,316,252,337,251,182,165,142
"gene-NWMN_RS12750",892,783,2883,1485,1795,2718,1376,1305,2066,2134,1609,2996,1557,3398,1761,1255,1520,1140,1061,869,691
"gene-NWMN_RS12755",260,237,490,410,484,425,416,318,393,377,425,359,214,486,219,261,231,205,250,141,124
"gene-NWMN_RS12760",79,91,147,130,164,139,125,130,102,113,85,129,69,167,80,46,83,54,56,46,28
"gene-NWMN_RS12765",134,110,98,83,156,88,130,80,80,92,57,57,58,112,36,42,56,36,34,35,25
"gene-NWMN_RS15785",3,9,4,5,6,5,3,4,6,4,2,6,2,4,1,5,0,5,1,1,0
"gene-NWMN_RS12775",1153,640,607,697,788,452,947,645,436,357,347,191,163,364,74,185,123,49,125,119,28
"gene-NWMN_RS12780",6,2,4,0,2,1,0,2,2,3,0,2,0,0,0,1,1,0,0,0,1
"gene-NWMN_RS12785",1458,1063,910,871,1166,803,1136,766,987,737,610,639,420,1022,280,266,263,216,221,169,135
"gene-NWMN_RS12790",3442,2042,1858,2354,2235,1356,3011,1783,1751,1519,1444,867,564,1109,339,449,359,299,428,252,181
"gene-NWMN_RS12795",198,166,142,128,211,98,106,92,69,84,67,46,25,63,20,37,30,18,34,22,6
"gene-NWMN_RS12800",304,281,235,245,334,152,196,175,136,100,105,82,64,110,29,39,41,25,39,47,24
"gene-NWMN_RS12805",67,83,58,67,85,47,83,66,50,40,42,36,26,59,16,14,20,13,13,14,3
"gene-NWMN_RS12810",124,141,123,100,139,96,116,95,109,78,73,48,45,88,32,43,39,20,33,33,9
"gene-NWMN_RS12815",38,44,48,50,57,35,39,18,32,36,31,25,13,39,10,10,17,7,10,7,4
"gene-NWMN_RS12820",267,122,195,201,192,182,269,152,179,155,136,103,87,153,51,113,62,55,109,58,35
"gene-NWMN_RS12825",242,362,447,358,503,265,518,237,302,550,496,374,414,799,173,266,291,124,223,179,87
"gene-NWMN_RS12830",282,182,166,156,151,114,162,150,107,97,92,42,49,78,16,40,25,22,38,21,5
"gene-NWMN_RS12835",717,774,709,726,915,537,861,632,614,523,593,378,290,684,201,273,263,202,232,194,77
"gene-NWMN_RS12840",424,373,522,488,438,406,542,445,449,408,503,205,200,484,117,118,149,76,135,93,53
"gene-NWMN_RS12845",63,42,39,29,54,39,43,36,31,19,14,20,21,58,13,24,15,10,9,14,2
"gene-NWMN_RS12850",124,201,222,166,242,277,96,106,197,213,113,315,181,425,196,192,200,150,127,119,92
"gene-NWMN_RS12855",29,18,58,27,65,34,31,25,34,32,39,35,22,21,13,16,19,21,28,9,15
"gene-NWMN_RS12860",58,66,66,60,75,59,71,60,47,61,50,50,45,64,43,39,30,27,39,21,21
"gene-NWMN_RS12865",29,19,81,44,42,48,67,28,47,64,48,64,43,60,29,35,49,35,41,21,28
"gene-NWMN_RS12870",36,15,24,31,15,16,44,22,23,12,21,8,15,17,5,9,6,4,4,2,1
"gene-NWMN_RS12875",7,1,1,3,0,3,3,2,2,1,0,1,0,2,0,0,0,1,3,0,0
"gene-NWMN_RS12880",183,265,363,199,224,331,223,139,249,411,162,643,343,1557,307,265,343,233,203,141,116
"gene-NWMN_RS12885",2284,1392,1447,1621,1379,1084,1394,1295,1408,922,991,488,479,756,271,480,297,333,463,373,185
"gene-NWMN_RS12890",176,156,186,206,178,157,210,146,162,166,147,119,101,275,42,76,73,40,64,47,21
"gene-NWMN_RS12895",204,148,109,139,187,101,100,108,103,72,82,44,56,76,22,43,25,28,17,19,16
"gene-NWMN_RS12905",247,224,269,224,278,265,323,244,283,249,220,155,119,366,86,128,118,101,122,104,46
"gene-NWMN_RS12910",108,105,148,125,142,128,158,138,152,151,156,117,57,234,46,74,84,37,80,73,22
"gene-NWMN_RS15555",1,0,0,1,2,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0
"gene-NWMN_RS12915",149,144,153,116,170,97,161,156,117,120,130,62,60,110,34,63,45,41,44,34,22
"gene-NWMN_RS12920",49,55,82,73,86,81,80,98,62,52,109,35,42,70,13,23,33,9,20,16,7
"gene-NWMN_RS12925",124,64,67,79,99,82,107,88,59,65,54,45,55,94,19,59,34,35,59,32,19
"gene-NWMN_RS12930",76,79,50,57,51,41,62,38,50,46,29,25,34,47,29,21,21,18,28,18,10
"gene-NWMN_RS12935",1559,612,832,1079,673,460,1260,584,553,578,488,257,232,478,105,284,161,138,270,161,64
"gene-NWMN_RS12940",405,477,600,525,649,524,535,564,526,586,661,340,260,495,181,198,178,173,218,146,116
"gene-NWMN_RS12945",207,197,253,183,286,210,224,216,220,203,209,150,82,207,61,58,82,65,83,56,31
"gene-NWMN_RS12950",78,63,69,70,75,57,52,50,47,43,43,28,20,30,15,19,14,25,21,10,4
"gene-NWMN_RS12955",138,122,110,109,170,80,97,74,85,54,48,38,33,82,31,43,30,19,23,29,15
"gene-NWMN_RS12960",656,434,474,484,483,375,559,461,487,441,401,219,205,412,79,112,124,75,93,104,44
"gene-NWMN_RS12965",399,263,276,281,361,219,370,265,277,223,222,111,111,202,56,99,69,70,99,73,26
"gene-NWMN_RS12970",2860,2401,2504,2599,3418,2421,3004,3863,3314,1502,3102,1311,496,1404,538,296,303,484,341,265,305
"gene-NWMN_RS12975",1201,1067,1178,1205,1579,1170,1449,1689,1446,568,1274,504,184,473,195,106,130,179,173,95,100
"gene-NWMN_RS12980",399,175,245,218,259,186,230,147,189,131,118,74,69,134,37,75,45,32,53,50,25
"gene-NWMN_RS12985",358,290,231,255,302,167,250,236,188,165,178,74,69,168,56,77,62,47,78,57,31
"gene-NWMN_RS12990",1,2,2,2,5,1,2,1,0,0,1,0,0,1,1,1,1,0,0,0,0
"gene-NWMN_RS12995",383,170,637,469,336,414,515,319,358,312,346,168,155,349,95,159,144,102,205,173,59
"gene-NWMN_RS13005",5708,3581,3314,3755,3710,2279,3816,2221,2774,2284,1553,1942,1529,2120,1272,2175,965,1720,2111,1094,679
"gene-NWMN_RS13010",151,102,85,86,109,87,72,63,47,36,34,21,35,39,21,54,17,14,21,27,9
"gene-NWMN_RS13015",4,6,0,4,2,4,2,2,3,2,2,1,1,0,1,0,1,2,0,0,0
"gene-NWMN_RS13020",10,13,20,15,17,17,17,17,13,11,11,14,6,6,10,13,7,9,16,9,4
"gene-NWMN_RS13025",12,30,18,13,16,13,14,18,13,6,15,12,5,9,8,12,4,6,7,1,6
"gene-NWMN_RS13030",60,60,86,74,86,66,75,63,58,56,61,32,20,41,14,25,29,12,27,19,14
"gene-NWMN_RS13035",219,205,179,186,206,142,213,193,150,150,139,90,79,151,54,85,67,49,81,43,25
"gene-NWMN_RS13040",52,40,42,31,47,29,50,28,29,23,24,16,20,26,7,26,21,9,12,11,6
"gene-NWMN_RS13045",58,33,29,28,45,26,47,31,40,29,24,22,26,17,11,21,14,9,17,5,5
"gene-NWMN_RS13050",285,470,451,417,554,351,394,432,299,276,346,263,141,424,124,157,180,98,100,129,56
"gene-NWMN_RS13055",2341,7473,1492,630,6318,2095,429,1839,1629,3678,1851,3956,4630,10892,1743,3062,4127,1081,1104,1327,490
"gene-NWMN_RS13060",546,531,377,366,489,327,315,289,369,300,233,197,154,353,107,164,116,78,128,98,56
"gene-NWMN_RS13065",451,436,536,369,580,456,450,335,374,404,303,450,317,1248,280,296,380,237,187,211,103
"gene-NWMN_RS13070",62,35,129,77,94,85,83,53,67,28,44,42,22,50,18,32,33,16,28,22,10
"gene-NWMN_RS13075",651,593,527,629,638,384,491,419,474,269,316,267,137,281,107,150,117,90,135,96,57
"gene-NWMN_RS13080",57,49,60,72,60,42,53,44,30,27,34,15,11,47,14,15,22,9,15,11,9
"gene-NWMN_RS13085",109,82,184,162,167,117,126,137,104,73,99,69,46,74,36,44,50,16,37,24,15
"gene-NWMN_RS13090",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-NWMN_RS13095",339,338,201,195,318,164,296,165,182,224,140,185,137,315,68,123,121,60,95,92,26
"gene-NWMN_RS13105",89,108,115,115,134,80,100,120,84,61,64,54,36,30,24,47,29,29,52,28,23
"gene-NWMN_RS13110",360,292,214,198,289,185,227,177,234,174,152,119,114,177,71,138,76,82,129,80,36
"gene-NWMN_RS13115",823,603,580,493,570,422,454,408,485,302,285,255,195,361,161,266,154,156,271,153,89
"gene-NWMN_RS13120",122,72,114,68,71,96,95,80,106,65,72,88,38,89,45,52,37,78,59,24,52
"gene-NWMN_RS13125",255,155,104,209,189,60,288,146,89,90,83,55,26,52,23,23,15,16,29,19,3
"gene-NWMN_RS13130",582,470,276,316,408,209,394,301,254,141,151,118,81,161,55,100,54,50,90,57,29
"gene-NWMN_RS13135",506,621,386,308,592,392,276,292,346,294,163,495,334,1151,336,286,326,309,212,137,125
"gene-NWMN_RS13140",800,351,454,479,402,366,723,280,450,354,254,270,202,453,95,176,112,88,109,112,43
"gene-NWMN_RS13145",4133,3617,2190,2674,3400,1798,2705,2280,1844,1549,1828,979,872,1964,485,722,661,447,630,521,204
"gene-NWMN_RS13150",534,350,225,241,373,189,300,250,199,171,153,111,113,336,45,102,80,30,68,84,22
"gene-NWMN_RS13155",601,405,292,354,428,282,541,380,315,286,237,134,116,287,74,119,93,83,96,79,40
"gene-NWMN_RS13160",437,278,278,263,244,178,281,169,201,178,106,108,81,171,66,118,73,67,91,58,34
"gene-NWMN_RS13165",530,2773,230,204,2615,697,238,1070,906,1334,1171,2474,2203,8531,1736,3468,4846,1352,1424,2360,594
"gene-NWMN_RS13170",13,5,9,10,8,8,13,3,10,9,2,1,4,6,3,4,0,3,2,0,0
"gene-NWMN_RS15570",9,1,3,8,3,1,7,0,2,3,0,3,1,3,2,0,0,1,0,1,1
"gene-NWMN_RS13175",47,21,32,21,22,18,30,11,33,17,18,14,12,18,3,9,6,5,11,4,5
"gene-NWMN_RS13180",219,401,216,251,663,319,409,600,518,348,714,412,300,1114,236,425,520,210,338,391,95
"gene-NWMN_RS13185",208,475,411,345,1061,647,576,971,825,613,1264,842,555,1724,486,667,1102,398,665,653,258
"gene-NWMN_RS13190",145,234,202,196,497,282,333,497,411,307,587,420,296,961,217,332,467,150,316,323,114
"gene-NWMN_RS13195",125,260,111,129,481,260,283,540,411,311,645,375,334,1135,254,386,511,167,352,369,99
"gene-NWMN_RS13200",56,185,68,82,346,181,177,340,254,223,431,288,237,736,169,272,367,149,233,249,85
"gene-NWMN_RS13205",257,622,323,451,1544,904,699,1550,1129,1171,2341,1362,1051,2672,844,1040,1775,558,1033,1039,364
"gene-NWMN_RS13210",501,940,653,843,2800,1879,1332,2613,2293,2340,4499,2966,2009,4231,1666,1766,2856,1000,1661,1419,694
"gene-NWMN_RS13215",47,388,182,59,464,432,54,168,214,477,394,817,719,2434,546,724,1399,298,360,452,162
"gene-NWMN_RS13220",5,20,30,6,106,85,8,31,36,75,108,211,153,557,122,134,344,64,79,103,36
"gene-NWMN_RS13225",58,145,201,49,685,405,66,155,477,709,786,1851,996,2873,950,917,1989,415,476,538,262
"gene-NWMN_RS13230",50,52,24,13,189,58,41,47,116,134,141,375,126,386,133,125,236,75,108,82,41
"gene-NWMN_RS13235",60,63,47,47,55,44,45,59,37,39,33,27,22,56,16,16,22,12,22,29,12
"gene-NWMN_RS13240",768,532,437,516,629,419,647,400,523,536,418,322,283,611,137,229,217,75,168,171,38
"gene-NWMN_RS13245",89,50,41,38,58,32,48,28,40,36,38,34,32,111,10,27,31,8,18,33,7
"gene-NWMN_RS13250",90,72,62,49,72,49,52,55,57,39,39,16,15,32,7,18,15,8,15,13,4
"gene-NWMN_RS13255",145,79,312,238,220,256,522,218,171,396,246,151,130,251,77,130,96,65,227,121,44
"gene-NWMN_RS15790",0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"gene-NWMN_RS13260",135,97,101,103,107,73,118,60,95,56,55,51,55,91,35,52,48,73,60,36,33
"gene-NWMN_RS13265",50,49,48,49,52,38,43,24,39,39,37,36,32,51,19,28,18,19,33,15,15
"gene-NWMN_RS13270",0,0,0,1,3,0,3,3,0,1,1,2,1,0,0,0,0,1,2,0,1
"gene-NWMN_RS13275",280,164,267,211,309,221,343,226,200,170,201,115,106,166,64,81,75,55,116,53,35
"gene-NWMN_RS13280",152,137,176,177,174,163,251,151,164,132,130,83,51,127,63,69,53,40,59,43,26
"gene-NWMN_RS13285",57,42,53,51,56,31,45,29,38,32,27,28,27,37,9,27,15,20,27,18,9
"gene-NWMN_RS13290",1555,2733,1786,1998,4167,2018,2253,3114,2268,1451,3109,1390,758,1598,754,645,585,668,577,373,376
"gene-NWMN_RS13295",931,1490,977,1078,2423,1187,1352,1964,1191,743,1540,724,400,1038,371,368,323,344,308,232,219
"gene-NWMN_RS13300",1441,1997,1541,1652,3552,1754,2016,2724,1783,1136,2223,1092,668,1473,561,567,537,504,414,334,291
"gene-NWMN_RS13305",337,443,373,307,562,437,315,402,383,324,353,390,188,734,180,197,165,115,179,104,83
"gene-NWMN_RS13315",49,53,30,39,47,27,46,25,23,43,29,16,24,14,10,13,19,11,18,11,2
"gene-NWMN_RS13320",347,397,346,230,330,219,245,202,234,274,187,391,267,1112,235,187,257,195,121,86,71
"gene-NWMN_RS13325",1457,625,1147,1105,612,791,802,364,947,485,339,471,364,560,299,455,324,251,361,266,142
"gene-NWMN_RS13330",8,5,2,0,3,4,5,5,3,1,0,2,2,1,0,1,0,1,1,1,0
"gene-NWMN_RS13335",2351,1034,6446,3728,3049,7636,4868,2574,5245,3308,3103,3191,2328,3098,1773,3484,3066,1816,3732,3350,1296
"gene-NWMN_RS13345",77,74,129,98,96,128,146,54,145,117,64,199,105,274,124,138,160,111,111,96,82
"gene-NWMN_RS13350",46,47,68,50,50,145,55,35,145,42,40,73,35,73,75,55,61,65,51,43,31
"gene-NWMN_RS13355",68,60,71,57,62,207,70,78,155,53,57,101,56,90,91,69,78,87,62,80,61
"gene-NWMN_RS13360",13,13,15,15,16,6,18,6,5,5,6,5,3,11,6,7,4,3,2,2,2
"gene-NWMN_RS13365",11,16,20,19,24,16,21,21,9,16,11,10,8,22,8,16,5,3,10,4,4
"gene-NWMN_RS13370",14,10,28,13,30,15,31,17,17,11,16,11,6,18,11,13,15,9,10,8,4
"gene-NWMN_RS13375",8,11,21,15,17,13,12,19,12,11,12,11,2,8,6,6,3,4,6,3,3
"gene-NWMN_RS13380",9,2,17,15,14,6,10,14,4,3,5,8,4,1,1,4,2,3,2,1,1
"gene-NWMN_RS13385",5,4,1,6,6,2,3,4,2,0,2,4,1,5,1,3,1,1,1,1,0
"gene-NWMN_RS13390",2,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0
"gene-NWMN_RS13400",26,16,15,17,23,23,15,22,24,7,8,10,5,20,4,9,2,1,9,2,2
"gene-NWMN_RS13405",10,9,9,3,6,10,7,3,7,4,8,3,4,15,3,6,2,4,2,4,1
"gene-NWMN_RS13415",359,548,357,500,459,301,441,308,354,540,340,323,359,435,316,241,270,394,239,270,222
"gene-NWMN_RS13420",75,38,49,20,51,30,28,22,33,39,14,47,18,91,17,17,23,17,23,8,12
"gene-NWMN_RS13425",41,54,214,85,141,181,79,85,99,87,117,110,44,100,59,64,76,69,90,43,53
"gene-NWMN_RS13430",115,97,227,112,193,167,133,124,157,124,131,136,98,186,73,120,98,100,148,73,65
"gene-NWMN_RS13435",950,834,533,689,913,465,629,644,440,452,488,232,188,334,98,157,134,101,140,114,50
"gene-NWMN_RS13440",45,59,81,64,52,71,71,41,71,71,31,59,35,180,26,30,32,13,27,23,13
"gene-NWMN_RS13445",297,353,199,250,302,174,197,140,128,128,81,69,82,135,63,86,66,33,47,56,18
"gene-NWMN_RS13450",42,39,43,41,49,36,34,21,36,26,12,16,15,45,11,13,17,10,10,7,6
"gene-NWMN_RS13455",162,100,149,182,83,96,229,71,112,146,86,46,54,95,44,41,19,25,49,22,15
"gene-NWMN_RS13460",711,523,460,482,566,383,429,470,429,309,294,160,143,285,95,115,99,73,119,106,53
"gene-NWMN_RS13470",1500,889,1204,1184,971,922,1315,906,1386,862,884,684,397,822,337,380,267,293,401,255,163
"gene-NWMN_RS13480",393,283,229,261,306,189,265,211,192,151,136,112,97,184,57,107,66,56,67,64,29
"gene-NWMN_RS13485",318,290,292,374,319,303,294,261,281,141,127,92,71,136,68,96,83,57,93,76,47
"gene-NWMN_RS13495",202,218,321,237,338,267,301,285,284,172,251,158,99,226,100,116,117,89,123,89,46
"gene-NWMN_RS13500",984,854,624,593,870,729,492,544,649,391,401,321,204,457,139,223,197,153,204,179,88
"gene-NWMN_RS13505",70,59,65,60,66,55,48,33,58,49,37,39,40,91,25,71,74,26,57,81,30
"gene-NWMN_RS13510",51,46,68,46,45,49,39,48,49,35,40,37,41,85,29,55,77,33,41,65,12
"gene-NWMN_RS13515",17,19,28,14,24,16,12,11,18,20,15,15,11,37,9,26,30,5,21,35,5
"gene-NWMN_RS13520",27,25,38,32,40,28,42,23,31,35,26,35,45,89,20,49,72,30,30,43,8
"gene-NWMN_RS13525",0,2,3,0,1,2,2,3,4,1,0,1,0,1,1,0,0,1,0,1,0
"gene-NWMN_RS13530",1,5,3,7,3,1,2,2,3,1,1,2,0,0,1,0,2,3,3,0,0
"gene-NWMN_RS13535",139,107,122,122,178,96,158,112,105,101,85,72,67,97,36,55,48,50,50,39,18
"gene-NWMN_RS13540",335,228,217,237,185,159,210,149,210,166,110,150,133,147,115,272,104,130,310,106,95
"gene-NWMN_RS13545",193,303,204,171,275,201,164,146,143,248,134,230,191,896,148,179,253,99,99,111,57
"gene-NWMN_RS13550",918,779,593,605,654,453,523,510,485,381,363,273,268,544,176,280,241,143,270,149,94
"gene-NWMN_RS13555",136,246,172,108,216,186,96,86,140,286,73,428,270,956,216,174,254,121,93,84,53
"gene-NWMN_RS13560",82,119,138,69,115,159,46,52,94,191,43,260,139,695,122,103,118,74,51,34,38
"gene-NWMN_RS13565",296,291,562,434,543,426,391,335,421,317,365,328,189,238,192,218,203,159,216,136,91
"gene-NWMN_RS13570",379,174,192,177,174,155,298,144,187,136,93,86,86,161,60,139,60,106,113,55,45
"gene-NWMN_RS13575",229,127,148,137,140,106,142,72,123,86,53,49,54,101,34,88,36,53,79,34,22
"gene-NWMN_RS13580",3,0,1,1,1,1,2,1,2,1,0,1,0,0,0,0,0,3,2,0,0
"gene-NWMN_RS13585",452,315,261,263,321,188,448,269,255,283,216,150,162,419,61,109,97,57,80,67,30
"gene-NWMN_RS13590",314,289,459,396,455,299,430,361,338,316,326,239,149,308,103,115,126,84,85,97,55
"gene-NWMN_RS13595",112,106,87,97,171,97,86,71,77,70,53,27,44,102,18,38,23,18,18,36,4
"gene-NWMN_RS13600",158,136,110,146,166,86,167,115,108,118,105,61,63,88,42,73,29,32,71,35,28
"gene-NWMN_RS13605",65,70,56,75,78,36,70,35,49,59,47,22,19,29,11,12,12,9,27,13,6
"gene-NWMN_RS13610",76,60,51,60,61,34,65,48,44,54,40,19,17,21,8,24,15,5,22,9,6
"gene-NWMN_RS13615",60,46,37,43,49,33,60,41,25,41,32,14,15,19,7,17,12,12,16,18,7
"gene-NWMN_RS13620",62,43,53,68,58,35,81,56,39,67,56,42,34,43,20,27,18,21,38,21,11
"gene-NWMN_RS13625",106,54,208,138,179,140,253,150,101,149,159,73,62,75,34,68,45,35,99,50,29
"gene-NWMN_RS13630",16,9,28,16,19,15,22,13,19,11,13,7,8,14,5,10,8,10,11,7,2
"gene-NWMN_RS13635",9,9,13,9,6,12,23,14,4,13,8,14,6,11,4,3,3,1,5,10,3
"gene-NWMN_RS13640",21,9,26,21,17,13,18,8,9,14,8,10,12,6,5,4,4,3,15,4,2
"gene-NWMN_RS13645",43,38,59,32,39,64,41,17,43,41,15,76,46,202,56,42,66,39,32,23,21
"gene-NWMN_RS13650",75,135,313,121,135,245,79,65,199,247,83,455,230,536,269,191,264,185,141,84,120
"gene-NWMN_RS13655",108,187,96,102,186,97,79,89,80,105,85,74,47,83,43,36,19,20,17,24,11
"gene-NWMN_RS13660",222,222,165,125,206,186,122,77,183,163,57,286,228,854,159,240,275,136,127,122,58
"gene-NWMN_RS13665",66,61,57,48,95,36,37,50,36,32,36,28,16,41,8,17,18,8,15,15,11
"gene-NWMN_RS13670",33,23,33,23,41,28,35,29,25,20,22,14,12,16,5,7,9,3,10,9,0
"gene-NWMN_RS13680",72,91,64,39,176,72,61,91,58,36,58,42,34,58,30,41,42,19,34,28,11
"gene-NWMN_RS13685",85,151,208,127,339,157,93,161,129,104,171,124,80,156,48,79,105,38,55,61,24
"gene-NWMN_RS13690",184,99,94,121,99,64,107,53,80,63,49,65,38,59,28,32,17,40,35,19,15
"gene-NWMN_RS13695",33,11,11,18,18,11,50,18,12,10,6,6,0,22,8,9,3,4,6,2,3
"gene-NWMN_RS13700",1144,2573,508,271,2117,516,302,409,564,1321,628,1594,1319,3542,744,1531,2199,656,766,949,289
"gene-NWMN_RS15600",15,8,8,8,20,5,5,5,7,4,8,8,4,7,4,8,4,3,5,8,2
"gene-NWMN_RS13705",32,19,47,29,28,37,37,26,28,20,19,22,16,22,9,18,13,12,14,14,0
"gene-NWMN_RS15795",0,0,1,0,3,1,1,0,2,0,1,0,0,1,0,2,0,1,0,2,0
"gene-NWMN_RS13710",27,21,58,36,34,40,51,38,35,29,34,21,18,23,10,13,11,11,18,18,4
"gene-NWMN_RS13715",17,15,54,31,45,36,55,21,49,33,35,16,15,17,6,18,13,9,12,8,3
"gene-NWMN_RS13725",81,54,244,145,160,149,164,148,121,117,124,91,67,103,46,63,55,30,49,55,16
"gene-NWMN_RS13730",55,26,89,70,74,88,89,87,89,71,81,54,33,56,12,28,28,20,23,26,13
"gene-NWMN_RS13735",33,21,120,48,89,84,93,68,60,50,94,57,36,54,22,19,40,16,34,29,7
"gene-NWMN_RS13740",347,228,484,374,441,414,639,438,401,299,419,232,159,403,111,154,130,94,136,139,43
"gene-NWMN_RS13745",60,20,84,67,73,66,125,59,47,53,63,46,26,61,15,28,21,18,26,18,6
"gene-NWMN_RS13750",583,479,508,517,499,238,527,387,388,319,313,169,159,410,80,122,138,57,89,98,39
"gene-NWMN_RS13755",81,65,54,49,70,40,40,53,35,42,27,16,24,41,5,15,17,15,11,18,6
"gene-NWMN_RS13760",53,54,35,39,66,34,36,49,26,21,15,4,15,32,0,8,12,4,8,9,1
"gene-NWMN_RS13765",32,8,10,10,11,8,34,9,10,7,5,7,5,14,3,5,2,3,4,3,2
"gene-NWMN_RS13770",60,37,30,28,33,21,33,23,25,16,6,10,9,26,6,11,8,3,7,6,3
"gene-NWMN_RS13775",37,23,87,76,67,65,59,54,64,57,86,40,27,59,23,37,29,25,61,39,13
