"gene_id","N_A","N_B","N_C","N0A","N0B","N0C","N2A","N2B","N2C","N5A","N5B","N5C","N10A","N10B","N10C","N20A","N20B","N20C","N30A","N30B","N30C"
"gene-NWMN_RS13780",9,4,3,3,3,0,10,4,4,3,7,0,3,5,0,2,1,0,3,1,2
"gene-NWMN_RS13785",0,1,2,1,1,3,2,2,2,0,0,2,0,1,1,0,0,1,1,1,0
"gene-NWMN_RS13790",182,154,235,234,230,209,317,203,223,289,260,126,112,227,42,79,62,61,60,59,16
"gene-NWMN_RS13795",587,435,1124,1056,1477,2057,1028,1120,937,596,701,559,380,413,371,888,478,406,1277,585,284
"gene-NWMN_RS13800",5712,2410,12109,10223,8204,8365,8392,7949,7235,4087,5299,2821,1891,2123,1602,3304,2046,1664,4094,2886,1190
"gene-NWMN_RS13805",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"gene-NWMN_RS13810",334,592,607,427,537,429,648,238,420,845,591,661,542,970,392,324,518,286,294,238,169
"gene-NWMN_RS13815",145,184,498,293,282,273,416,149,295,482,544,553,272,360,241,136,215,157,127,110,95
"gene-NWMN_RS13820",107,57,304,206,147,161,243,100,222,228,275,296,121,170,165,90,97,135,100,51,90
"gene-NWMN_RS13825",271,240,275,267,271,211,219,231,179,169,182,152,95,175,92,105,108,81,85,87,48
"gene-NWMN_RS13830",85,71,193,136,188,127,102,118,100,67,82,83,38,97,24,49,55,30,36,36,17
"gene-NWMN_RS13835",189,255,318,212,212,298,156,105,213,240,92,379,194,537,232,185,198,202,179,114,96
"gene-NWMN_RS13840",190,279,222,215,319,188,194,186,139,120,102,106,65,109,72,136,73,58,90,63,47
"gene-NWMN_RS13845",3285,1889,2445,3733,2303,1244,5431,2748,2159,3090,3231,1331,902,1558,564,412,350,451,405,213,232
"gene-NWMN_RS13850",433,425,224,327,423,178,227,176,156,118,102,80,67,136,44,73,70,36,69,65,18
"gene-NWMN_RS13855",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"gene-NWMN_RS13860",110,54,55,42,59,50,69,48,53,40,30,28,26,52,17,40,17,21,37,19,10
"gene-NWMN_RS13865",18,22,15,9,25,14,28,7,21,11,9,8,5,12,5,12,2,8,6,8,2
"gene-NWMN_RS13870",411,210,272,257,287,203,375,188,246,243,248,112,121,265,51,76,70,23,73,52,26
"gene-NWMN_RS13875",406,229,256,202,301,212,377,243,240,239,213,136,138,345,49,103,86,44,73,70,15
"gene-NWMN_RS13880",705,699,649,792,906,311,852,546,365,437,394,264,217,321,121,139,152,97,115,84,62
"gene-NWMN_RS13890",330,288,312,306,329,243,340,236,256,227,204,105,87,183,40,86,62,48,83,45,22
"gene-NWMN_RS13895",25,16,29,20,33,19,19,13,17,35,17,27,13,41,10,10,14,8,15,5,9
"gene-NWMN_RS13900",4,1,11,5,6,10,6,9,10,15,6,14,2,20,4,4,3,6,6,6,1
"gene-NWMN_RS13905",107,70,92,115,72,66,119,58,101,63,59,48,43,81,21,51,31,39,57,32,19
"gene-NWMN_RS13910",154,212,124,97,162,100,88,68,113,95,63,145,90,268,55,60,89,43,36,42,23
"gene-NWMN_RS13915",81,88,66,87,98,58,81,52,54,59,56,46,44,57,29,38,23,27,46,28,17
"gene-NWMN_RS13920",206,184,182,207,185,125,235,134,162,140,131,93,56,125,46,79,58,44,46,59,31
"gene-NWMN_RS13925",1170,1612,763,579,1435,836,449,661,1010,1122,696,1202,1201,2527,687,1055,1221,726,566,809,369
"gene-NWMN_RS13930",122,148,161,125,143,105,153,103,123,150,118,79,59,151,41,53,34,50,53,44,21
"gene-NWMN_RS13935",8,4,3,4,5,1,5,5,0,5,4,2,3,5,1,2,0,0,0,1,1
"gene-NWMN_RS13940",16,12,10,9,10,9,9,6,5,8,7,4,13,9,2,6,5,2,6,2,4
"gene-NWMN_RS13945",536,710,489,525,925,394,491,507,304,289,271,188,156,266,66,176,141,90,143,123,50
"gene-NWMN_RS13950",238,396,160,190,302,150,93,147,96,147,85,67,117,144,45,71,67,27,42,49,17
"gene-NWMN_RS13955",41,29,28,29,37,32,29,26,23,25,24,15,11,13,4,6,6,6,9,8,3
"gene-NWMN_RS13960",0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
"gene-NWMN_RS13965",273,350,501,393,411,338,403,384,387,370,434,334,186,259,193,314,157,203,419,169,190
"gene-NWMN_RS13970",140,125,194,136,168,132,161,163,175,157,134,103,82,95,57,145,64,74,180,89,58
"gene-NWMN_RS13975",393,364,452,448,395,311,435,349,373,340,325,247,203,245,170,325,161,191,416,196,131
"gene-NWMN_RS13980",198,99,127,126,122,106,196,108,109,221,114,54,87,201,42,80,53,50,93,73,26
"gene-NWMN_RS13985",253,169,256,200,260,196,214,180,214,172,170,89,87,178,31,47,44,33,48,43,17
"gene-NWMN_RS13990",457,484,551,508,618,388,443,420,372,333,312,209,231,391,153,220,237,134,133,123,56
"gene-NWMN_RS13995",46,51,64,63,63,59,42,48,50,37,39,32,26,39,16,29,19,23,17,26,10
"gene-NWMN_RS14000",39,33,82,53,70,55,46,39,39,26,32,37,26,23,18,25,14,19,17,17,9
"gene-NWMN_RS14005",454,585,872,608,892,867,831,568,1417,930,1071,1131,666,1341,543,531,875,446,357,370,275
"gene-NWMN_RS14010",716,1125,1322,799,1834,1351,615,945,1137,874,623,1712,1013,2476,1118,939,1414,854,669,652,569
"gene-NWMN_RS14015",176,229,266,170,380,326,113,200,243,205,121,417,188,540,226,229,282,210,145,138,119
"gene-NWMN_RS14020",11,6,7,2,5,9,6,4,1,5,3,3,4,5,5,3,5,5,3,5,3
"gene-NWMN_RS14025",200,240,159,169,226,144,135,141,150,122,95,114,62,196,32,62,61,49,33,38,20
"gene-NWMN_RS14030",23731,22152,13018,18155,18282,11346,23419,14431,13244,16010,11548,11505,10620,18977,9014,14003,10346,12873,12000,9908,7949
"gene-NWMN_RS14035",461,258,299,371,303,274,367,216,296,199,160,134,122,121,121,179,87,134,250,113,69
"gene-NWMN_RS14040",30,28,18,11,17,7,10,12,17,8,13,9,14,9,2,13,7,7,7,7,2
"gene-NWMN_RS15825",22,19,6,10,17,8,16,11,4,12,4,8,9,13,8,4,6,6,3,3,2
"gene-NWMN_RS14050",44,30,15,19,38,18,31,28,14,10,11,10,13,21,6,7,9,3,4,2,3
"gene-NWMN_RS14055",1149,1194,1067,966,1026,737,774,810,794,722,746,453,430,664,245,282,313,220,256,238,139
"gene-NWMN_RS14060",3921,3232,3490,3868,3605,2516,4194,2322,3001,2921,2164,1787,1406,2308,779,970,866,645,737,662,367
"gene-NWMN_RS14065",240,341,190,244,285,176,209,173,164,142,158,115,106,169,64,81,83,58,59,58,34
"gene-NWMN_RS14070",2436,4541,4174,2379,7263,3323,1386,2911,1865,3108,2044,3852,3439,6819,2372,3395,5304,1520,1632,3258,1032
"gene-NWMN_RS14075",8,4,3,5,5,5,2,3,4,2,4,1,3,2,4,4,1,0,1,3,0
"gene-NWMN_RS14080",33,24,41,28,21,25,20,17,26,19,27,17,7,13,9,10,2,10,17,6,8
"gene-NWMN_RS14085",2,0,4,3,2,2,1,1,1,0,0,3,0,0,1,0,0,1,2,0,0
"gene-NWMN_RS14090",148,85,190,151,124,162,149,125,142,124,127,100,78,96,68,79,50,50,90,41,40
"gene-NWMN_RS14095",507,364,304,336,447,281,478,362,306,250,231,161,142,345,79,141,86,80,135,83,40
"gene-NWMN_RS14100",6,10,12,9,10,8,21,10,8,8,8,8,4,15,8,4,4,4,6,2,4
"gene-NWMN_RS14105",526,567,887,693,765,594,1032,503,575,1070,991,888,820,1278,581,666,988,519,467,538,288
"gene-NWMN_RS14110",34,24,71,66,63,69,40,46,63,37,46,38,32,32,24,24,16,17,8,17,12
"gene-NWMN_RS14115",204,81,118,129,104,98,222,60,116,104,46,63,75,74,54,157,54,108,142,53,65
"gene-NWMN_RS14120",391,522,445,392,447,338,333,324,405,344,291,249,255,404,164,231,212,149,218,138,117
"gene-NWMN_RS14125",388,349,298,344,270,221,273,180,280,252,189,177,145,163,81,106,71,76,87,76,37
"gene-NWMN_RS14130",139,205,172,121,237,129,127,118,114,159,101,132,93,174,61,95,75,35,41,39,21
"gene-NWMN_RS14135",122,222,148,120,196,123,100,106,137,136,101,127,70,152,45,68,72,32,46,44,19
"gene-NWMN_RS14140",129,185,210,96,154,234,85,78,126,181,58,196,179,670,142,116,174,94,89,76,59
"gene-NWMN_RS14145",26,30,87,34,41,95,22,18,39,65,30,87,78,270,56,32,70,32,26,30,11
"gene-NWMN_RS14150",25,37,157,37,51,127,30,23,55,188,77,249,143,451,106,72,99,49,62,29,29
"gene-NWMN_RS14155",21,33,106,23,48,90,30,20,56,141,74,272,84,472,99,53,83,26,37,37,25
"gene-NWMN_RS14160",7,3,18,5,9,15,3,5,10,31,10,47,9,61,12,6,11,8,4,2,2
"gene-NWMN_RS14165",382,873,291,391,522,257,251,374,203,203,199,184,125,156,126,260,124,160,296,120,104
"gene-NWMN_RS14170",3517,2305,3114,2978,2656,2171,3040,1861,2451,1869,1528,1129,974,1947,643,1170,744,651,1113,810,414
"gene-NWMN_RS14175",138,91,133,77,90,72,129,77,97,50,49,44,28,57,27,50,20,21,60,33,15
"gene-NWMN_RS14180",11624,8212,8735,10445,8277,6466,7480,5880,7224,5228,5207,2648,2253,2532,1749,3014,1457,2008,4199,2330,1413
"gene-NWMN_RS14185",124,191,73,77,138,61,77,55,77,103,60,136,50,77,33,48,32,22,29,16,11
"gene-NWMN_RS15620",0,8,1,6,9,0,9,12,2,8,3,2,7,5,5,1,5,3,3,1,8
"gene-NWMN_RS14195",121,52,83,80,54,69,85,55,66,50,45,31,24,47,15,48,21,14,30,19,22
"gene-NWMN_RS15625",45,37,29,31,35,28,49,38,24,30,12,26,16,37,8,16,18,9,20,10,15
"gene-NWMN_RS14205",34,19,22,16,18,13,22,13,22,9,14,7,9,18,5,5,9,3,14,4,3
"gene-NWMN_RS14210",46,22,45,43,33,32,48,39,40,34,27,31,10,21,19,31,16,17,26,15,14
"gene-NWMN_RS14215",41,22,84,69,79,69,61,53,53,51,39,47,34,32,20,43,26,25,53,27,25
"gene-NWMN_RS14220",11,2,36,13,15,20,12,3,15,16,8,9,11,11,3,10,2,6,17,11,4
"gene-NWMN_RS14225",30,23,55,29,39,32,28,15,21,32,22,10,16,18,14,17,20,11,4,8,4
"gene-NWMN_RS14230",50,28,54,43,54,55,35,28,34,45,28,25,18,31,18,22,10,7,26,14,8
"gene-NWMN_RS14235",169,168,302,145,190,239,148,98,220,207,92,253,199,497,202,170,208,125,133,110,81
"gene-NWMN_RS14240",246,250,363,252,286,356,187,115,267,347,116,411,361,866,358,318,446,262,205,224,147
"gene-NWMN_RS14245",61,61,57,67,63,45,58,46,45,37,32,23,26,26,17,18,12,11,21,14,11
"gene-NWMN_RS14250",30,27,28,36,40,15,29,20,21,20,21,16,10,15,5,7,10,5,11,7,6
"gene-NWMN_RS14255",12,12,15,10,14,11,16,12,5,8,11,5,6,2,1,5,5,6,11,5,4
"gene-NWMN_RS14260",21,12,15,16,19,13,30,16,13,9,4,9,6,17,6,7,5,5,10,5,4
"gene-NWMN_RS14265",19,25,36,24,35,29,35,27,15,21,30,13,13,22,3,17,10,9,20,7,2
"gene-NWMN_RS14270",9,6,11,4,9,8,7,8,4,2,8,3,6,3,2,6,11,3,1,3,1
"gene-NWMN_RS14275",64,113,118,61,86,96,54,38,75,121,42,170,154,645,117,99,167,60,51,49,40
"gene-NWMN_RS14280",1011,1746,827,871,1716,649,646,1109,574,609,537,304,372,574,138,243,227,104,231,227,76
"gene-NWMN_RS14285",603,699,378,368,709,299,381,549,269,234,243,130,154,313,58,146,99,72,82,81,51
"gene-NWMN_RS14290",489,394,309,365,370,220,373,275,283,216,168,98,94,182,50,90,60,51,75,77,23
"gene-NWMN_RS14295",767,769,369,494,662,272,490,478,355,321,335,179,144,241,94,120,116,78,95,89,45
"gene-NWMN_RS14300",71,80,75,81,102,60,92,65,56,50,44,27,27,49,13,25,27,25,23,17,4
"gene-NWMN_RS14305",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
"gene-NWMN_RS14310",66,53,109,78,59,82,74,56,77,61,52,55,35,46,30,24,19,22,42,29,17
"gene-NWMN_RS14315",308,235,454,450,371,392,431,331,396,276,301,204,162,211,115,176,117,137,222,117,83
"gene-NWMN_RS14320",270,156,786,548,497,623,543,443,525,428,539,323,233,268,185,300,207,169,343,213,116
"gene-NWMN_RS14325",327,155,780,611,488,617,640,424,603,451,527,320,273,272,199,338,220,184,370,235,150
"gene-NWMN_RS14330",264,274,265,281,341,221,218,211,221,175,174,104,103,139,64,71,85,52,76,57,42
"gene-NWMN_RS14335",165,202,243,235,260,190,235,222,244,235,210,145,120,232,88,107,114,74,80,78,46
"gene-NWMN_RS14340",431,523,532,447,645,422,408,266,419,466,316,405,417,822,234,603,634,200,321,471,111
"gene-NWMN_RS14350",329,584,228,226,560,179,153,229,183,179,180,173,72,190,63,68,52,37,49,37,27
"gene-NWMN_RS14355",13,36,19,17,35,20,18,19,21,23,25,40,10,40,11,14,13,8,12,8,7
"gene-NWMN_RS14360",10,5,14,6,5,5,3,6,8,10,1,19,8,59,7,9,10,6,4,2,4
"gene-NWMN_RS14365",3066,4157,2437,2832,4009,1938,2541,2379,1811,1621,1605,1333,881,2059,578,853,817,533,580,603,275
"gene-NWMN_RS14370",16438,14715,16956,15818,18062,12675,14601,14384,13086,15115,12857,10407,8134,12194,5087,5792,5918,4376,4724,4077,2391
"gene-NWMN_RS14375",59,32,40,36,44,27,51,26,29,31,13,24,19,50,20,28,16,20,19,10,15
"gene-NWMN_RS14380",535,651,1253,819,1184,1016,791,756,862,838,615,974,593,1543,519,437,598,361,307,333,224
"gene-NWMN_RS14385",109,84,107,91,97,94,78,66,85,93,58,159,76,341,82,64,79,55,25,30,35
"gene-NWMN_RS14390",473,317,261,268,325,225,380,194,171,186,116,114,94,328,57,61,61,39,40,27,24
"gene-NWMN_RS14395",36,36,74,70,59,60,75,46,54,69,59,43,25,56,19,32,23,22,49,31,26
"gene-NWMN_RS14400",35,27,82,60,34,67,65,49,72,58,68,52,32,29,24,44,28,21,65,32,17
"gene-NWMN_RS14405",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-NWMN_RS14410",257,188,246,235,191,194,260,149,184,175,153,61,107,246,54,99,68,55,68,63,26
"gene-NWMN_RS14415",58,56,54,41,51,55,40,37,53,52,33,94,34,146,29,29,23,23,26,20,19
"gene-NWMN_RS14420",183,109,128,147,135,118,141,131,152,119,123,58,49,95,36,81,35,42,93,62,24
"gene-NWMN_RS14425",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"gene-NWMN_RS14430",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
"gene-NWMN_RS14435",43,118,44,31,112,46,28,54,31,29,30,46,46,166,20,47,56,15,33,38,9
"gene-NWMN_RS14440",69,224,149,80,284,98,63,102,77,109,83,100,86,407,53,107,106,28,55,110,28
"gene-NWMN_RS14445",41,36,38,41,39,44,31,29,29,26,21,20,19,30,6,13,6,5,14,12,5
"gene-NWMN_RS14450",38,33,41,33,34,31,38,33,37,33,24,19,14,32,8,20,15,14,18,13,4
"gene-NWMN_RS14455",80,89,137,106,112,94,104,86,98,90,106,70,52,69,48,52,42,34,47,34,24
"gene-NWMN_RS14460",144,62,221,140,144,149,157,139,141,128,148,73,70,141,65,61,53,42,65,59,29
"gene-NWMN_RS14465",0,0,0,2,1,1,0,1,1,3,0,0,0,2,0,0,0,0,0,0,0
"gene-NWMN_RS14470",57,40,44,41,47,38,59,22,41,44,24,28,20,40,11,18,10,12,27,12,6
"gene-NWMN_RS14475",26,12,25,22,30,16,22,17,19,11,10,11,4,14,7,7,9,6,4,3,6
"gene-NWMN_RS14480",1,0,0,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
"gene-NWMN_RS14490",171,162,158,133,177,125,169,138,132,107,104,73,50,155,57,72,43,32,53,42,18
"gene-NWMN_RS14495",31,23,49,20,43,34,38,32,31,22,37,13,15,22,9,14,18,6,14,10,7
"gene-NWMN_RS14500",218,239,234,206,241,196,237,170,186,140,129,114,81,176,63,93,76,54,62,52,30
"gene-NWMN_RS14505",232,237,261,183,287,188,233,153,207,125,109,107,70,197,66,103,82,77,62,69,43
"gene-NWMN_RS14510",63,61,76,69,103,51,63,30,40,37,22,41,20,56,10,38,25,16,18,26,12
"gene-NWMN_RS14520",11,6,20,25,4,12,20,7,13,13,15,10,13,6,5,17,6,12,15,1,3
"gene-NWMN_RS15830",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene-NWMN_RS14525",348,253,263,253,233,210,325,200,214,199,147,106,77,233,53,66,67,50,78,71,35
"gene-NWMN_RS14530",166,125,156,129,142,140,179,120,154,120,108,71,70,173,38,64,62,43,76,32,25
"gene-NWMN_RS14535",2813,2986,4903,5662,7897,4795,5432,6670,3770,2973,4765,2139,942,864,880,1210,768,702,1732,807,518
"gene-NWMN_RS14540",157,183,148,153,207,138,169,164,112,80,97,62,58,101,38,58,55,45,63,40,26
"gene-NWMN_RS14545",140,163,188,189,216,113,140,169,136,101,116,80,63,78,49,60,56,48,73,54,36
"gene-NWMN_RS14550",28,42,59,45,63,43,52,38,35,40,41,37,36,38,15,31,27,15,20,17,11
"gene-NWMN_RS14555",17,17,26,21,27,12,24,16,26,20,23,16,13,23,12,20,7,6,15,6,6
"gene-NWMN_RS14560",14,17,31,18,26,23,19,20,15,8,15,23,13,14,12,5,5,5,9,6,1
"gene-NWMN_RS14565",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"gene-NWMN_RS14570",17,12,9,8,10,9,12,7,7,9,1,9,5,14,2,9,5,4,6,8,2
"gene-NWMN_RS14575",11,18,64,33,48,49,33,37,44,43,43,31,26,32,21,15,30,24,29,16,18
"gene-NWMN_RS14580",200,208,146,154,176,124,205,98,100,131,98,92,102,329,71,104,163,76,87,73,22
"gene-NWMN_RS14585",12,20,23,14,24,15,24,14,14,23,18,18,10,34,9,13,15,7,18,7,6
"gene-NWMN_RS14590",185,127,172,154,134,77,250,119,164,179,175,89,105,215,40,55,45,23,50,28,12
"gene-NWMN_RS14595",2491,3853,3922,3009,4028,2628,3282,2146,2552,4436,2643,3004,2824,5227,1424,1356,1877,899,929,747,496
"gene-NWMN_RS14600",1068,1862,1890,1310,2329,1543,1447,1180,1186,2058,1300,1513,1445,3298,857,854,1230,560,544,469,274
"gene-NWMN_RS14605",593,504,770,698,856,900,740,764,680,500,728,364,218,389,181,222,177,201,277,211,113
"gene-NWMN_RS14610",915,695,1235,1021,1060,998,971,766,874,707,671,506,378,581,250,309,360,206,268,284,120
"gene-NWMN_RS14615",339,442,369,378,458,269,307,254,208,187,177,120,117,273,60,85,108,68,92,78,21
"gene-NWMN_RS14620",151,149,209,163,193,216,153,114,155,129,108,147,88,260,85,85,114,73,61,57,33
"gene-NWMN_RS14625",309,328,385,242,341,303,277,298,262,260,204,253,204,751,171,192,188,127,155,92,94
"gene-NWMN_RS14630",267,255,410,277,323,354,291,236,270,285,252,351,207,681,220,188,231,146,157,115,73
"gene-NWMN_RS14635",176,188,386,186,275,308,225,183,273,235,210,387,197,577,231,203,208,178,173,108,104
"gene-NWMN_RS14640",12,2,20,19,13,22,19,11,20,10,14,18,11,15,10,14,6,9,14,7,6
"gene-NWMN_RS14645",24,11,37,19,20,31,18,17,30,15,23,25,17,21,9,23,6,11,24,15,13
"gene-NWMN_RS14650",13,9,29,17,14,35,18,14,22,20,23,21,12,18,16,14,9,14,14,10,13
"gene-NWMN_RS14655",12,13,25,13,13,22,22,14,23,15,11,14,5,12,5,18,4,5,13,8,12
"gene-NWMN_RS14660",262,309,699,479,622,624,425,501,547,395,567,479,281,262,281,343,245,285,480,198,227
"gene-NWMN_RS14665",79,86,105,71,95,83,67,67,78,79,70,71,53,131,33,48,46,29,48,31,21
"gene-NWMN_RS14670",21,11,17,14,23,14,19,22,16,11,20,8,7,8,2,6,3,5,5,3,1
"gene-NWMN_RS14675",17,8,9,11,7,12,17,13,14,3,18,6,5,6,5,4,2,3,6,5,0
"gene-NWMN_RS14680",149,259,163,122,253,211,112,124,160,177,80,322,154,531,150,126,152,131,88,64,103
"gene-NWMN_RS14685",45,33,78,33,44,68,44,27,45,55,29,63,38,168,35,28,33,19,30,22,8
"gene-NWMN_RS14690",10,10,27,25,16,18,10,17,9,12,18,12,9,17,6,6,0,2,5,2,0
"gene-NWMN_RS14695",14,12,24,10,7,14,19,8,11,7,9,6,4,11,5,0,4,2,3,5,2
"gene-NWMN_RS14700",20,17,20,14,13,8,10,9,17,11,5,7,7,10,2,7,3,1,4,4,2
"gene-NWMN_RS14705",5,6,5,13,14,3,2,4,2,0,3,3,2,5,0,3,1,0,2,1,1
"gene-NWMN_RS14710",5,6,3,4,8,6,3,0,2,0,2,2,1,2,1,0,1,0,0,1,1
"gene-NWMN_RS14715",856,727,449,427,726,358,531,385,342,321,207,209,181,512,83,166,155,86,86,111,21
"gene-NWMN_RS14720",11,7,4,6,12,6,5,7,10,7,0,6,4,5,2,2,2,3,6,5,0
"gene-NWMN_RS14725",1,2,0,1,3,0,2,1,0,0,1,0,0,0,1,1,0,0,0,0,0
"gene-NWMN_RS14730",10,1,6,7,5,3,5,7,7,3,1,2,1,3,0,0,1,1,1,2,1
"gene-NWMN_RS14735",42,29,34,35,37,22,40,18,35,13,11,12,9,21,4,10,10,7,11,8,3
"gene-NWMN_RS14740",124,86,316,241,186,226,307,173,208,173,223,205,75,95,138,67,47,129,83,48,70
"gene-NWMN_RS15650",46,42,34,32,61,37,34,37,31,26,16,26,7,25,9,21,15,17,11,13,4
"gene-NWMN_RS14750",19,15,16,17,26,16,15,29,18,11,15,21,9,22,16,16,13,13,13,4,11
"gene-NWMN_RS14755",12,4,20,22,39,21,22,15,25,11,17,11,11,11,8,18,8,13,14,10,9
"gene-NWMN_RS14760",5,0,22,14,15,18,6,12,10,2,10,11,12,15,14,13,12,12,11,12,7
"gene-NWMN_RS14765",2,4,8,6,12,11,5,3,7,6,5,4,3,5,3,5,3,7,10,7,1
"gene-NWMN_RS14770",2,3,5,7,4,0,4,7,5,0,5,3,3,1,2,5,4,4,1,3,0
"gene-NWMN_RS14775",4,6,16,10,12,6,3,8,8,6,10,5,7,12,3,5,7,4,8,4,0
"gene-NWMN_RS14780",10,15,14,17,25,10,9,11,12,7,13,17,12,12,2,7,11,8,3,3,4
"gene-NWMN_RS14785",2,4,6,5,5,1,1,2,5,4,5,5,2,4,3,1,3,2,1,1,1
"gene-NWMN_RS14790",3,4,6,2,10,5,5,4,6,4,4,6,5,5,1,3,3,1,1,0,0
"gene-NWMN_RS14795",32,56,30,52,60,49,45,42,38,26,37,14,14,42,15,14,13,9,8,13,7
"gene-NWMN_RS14800",10,8,16,6,20,12,6,8,9,9,6,7,8,12,4,7,5,4,3,3,2
"gene-NWMN_RS14805",23,16,24,12,26,22,13,20,20,11,6,19,15,18,5,11,12,9,6,5,3
"gene-NWMN_RS14810",25,33,50,32,64,44,25,38,28,39,24,47,25,44,22,16,15,11,9,8,5
"gene-NWMN_RS14815",16,23,10,7,23,12,9,6,7,8,7,14,1,15,3,4,6,5,5,2,2
"gene-NWMN_RS14820",4,22,12,7,21,13,6,6,6,7,10,20,7,14,7,6,6,11,1,2,4
"gene-NWMN_RS14825",308,215,224,188,208,194,196,89,196,156,95,149,178,357,140,259,147,166,279,117,68
"gene-NWMN_RS14830",112,88,123,114,90,51,177,60,88,143,90,58,53,111,21,44,43,28,24,29,12
"gene-NWMN_RS14835",582,333,430,445,322,286,415,199,339,239,175,191,156,185,117,282,97,165,304,138,125
"gene-NWMN_RS14840",36,46,36,22,54,40,31,27,28,35,25,13,28,29,15,15,7,16,18,12,7
"gene-NWMN_RS14845",147,62,118,122,104,94,155,83,87,98,61,67,45,118,51,81,41,30,81,56,29
"gene-NWMN_RS14850",53,29,59,47,45,38,64,16,33,38,29,27,25,41,21,38,10,14,47,12,19
"gene-NWMN_RS14855",101,138,105,61,93,111,53,36,96,110,25,152,99,418,86,88,100,78,57,57,25
"gene-NWMN_RS14860",624,565,518,485,493,405,526,364,477,470,429,344,325,577,196,255,283,146,162,135,68
"gene-NWMN_RS14865",100,75,67,73,88,71,89,59,68,44,40,38,31,80,27,36,20,9,20,21,11
"gene-NWMN_RS14870",24,33,30,15,22,31,11,6,24,39,15,42,35,137,19,14,21,10,6,10,5
"gene-NWMN_RS14875",162,135,130,111,114,119,91,57,75,132,52,103,92,324,52,46,61,44,52,25,21
"gene-NWMN_RS14880",68,55,58,37,47,48,49,27,39,23,15,23,13,66,12,29,18,10,18,19,13
"gene-NWMN_RS14885",126,144,115,59,185,128,97,74,98,90,51,222,152,675,143,154,265,114,88,73,57
"gene-NWMN_RS14890",3,3,4,2,2,5,5,2,0,6,3,1,0,3,0,3,1,1,1,1,1
"gene-NWMN_RS14895",14,13,10,6,11,11,12,10,19,7,8,4,7,8,4,5,1,3,10,4,3
"gene-NWMN_RS14900",2,3,4,1,1,2,2,0,1,3,1,1,1,0,0,1,0,0,1,0,0
"gene-NWMN_RS14905",40,51,51,46,68,37,53,51,44,37,30,19,31,30,15,15,12,7,11,7,7
"gene-NWMN_RS14910",69,43,46,37,45,28,55,36,29,25,19,15,12,30,9,6,11,7,6,8,2
"gene-NWMN_RS15810",1,0,0,0,0,0,0,1,1,2,0,0,0,1,0,1,0,0,0,0,1
"gene-NWMN_RS15655",9,7,10,11,11,6,3,9,12,6,6,2,3,5,5,5,1,0,5,1,1
"gene-NWMN_RS14915",12,8,11,7,8,11,9,7,8,8,3,6,3,6,1,3,0,7,0,7,0
"gene-NWMN_RS14920",26504,40351,10396,19869,31905,9575,10186,15118,6617,5646,7121,3191,1848,3385,1078,1666,1321,1046,2101,1229,534
"gene-NWMN_RS14925",32,35,32,23,34,29,21,26,22,33,16,39,25,68,7,13,31,12,14,11,5
"gene-NWMN_RS14930",10,8,17,11,16,20,12,9,8,13,9,8,13,44,3,10,11,5,13,7,1
"gene-NWMN_RS14935",7,6,9,6,14,11,10,1,8,21,8,11,6,28,6,7,6,3,6,4,3
"gene-NWMN_RS14940",467,264,1295,877,750,771,880,768,885,641,796,569,366,350,334,572,301,412,691,319,269
"gene-NWMN_RS14945",205,101,608,371,376,336,426,415,406,270,354,332,136,213,197,282,150,163,336,168,131
"gene-NWMN_RS14950",669,366,1777,1130,1078,1203,1140,1066,1269,836,1000,976,479,567,558,820,469,593,1032,502,408
"gene-NWMN_RS14955",486,276,1060,721,661,726,796,659,691,509,556,442,295,340,335,553,276,342,608,346,235
"gene-NWMN_RS14960",140,79,193,132,127,119,161,124,145,80,80,73,67,70,51,113,52,58,99,42,52
"gene-NWMN_RS14965",9812,7108,5935,7237,6986,4312,7766,5394,5431,4551,3793,2454,2021,3460,1293,2271,1360,1889,2536,1564,834
"gene-CPT_phageK_gp001",0,0,0,0,10,4,185,30,639,1135,149,2454,1720,2134,1568,1412,1421,1203,745,521,621
"gene-CPT_phageK_gp002",0,0,0,0,3,1,100,12,262,640,84,1278,1015,1449,1061,1076,1132,860,484,471,390
"gene-CPT_phageK_gp003",0,1,0,0,8,3,137,22,465,961,124,1956,1191,1885,1251,1062,1204,902,575,486,487
"gene-CPT_phageK_gp004",0,2,0,0,3,6,173,42,594,1529,213,3129,1909,2589,2049,1668,1872,1554,1080,705,782
"gene-CPT_phageK_gp005",0,0,0,2,6,3,113,24,392,1105,187,2373,1574,1938,1564,1311,1521,1112,776,548,543
