"gene_id","S1.ctr_1h.BR1","S2.trt_1h.BR1","S3.ctr_3h.BR1","S4.trt_3h.BR1","S5.ctr_1h.BR2","S6.trt_1h.BR2","S7.ctr_3h.BR2","S8.trt_3h.BR2","S9.ctr_1h.BR3","S10.trt_1h.BR3","S11.ctr_3h.BR3","S12.trt_3h.BR3"
"t145_t084_03200",14589,1883,9745,10562,19251,28134,11476,6845,63468,10877,6044,7881
"t145_t084_03210",10246,965,9353,6111,11491,12713,7770,4769,35250,6408,6424,6953
"t145_t084_03220",9924,1680,7986,14538,15749,40541,9376,9570,20735,16620,6223,11018
"t145_t084_03230",7287,983,5273,10304,8813,29812,5221,6446,22079,11492,4353,6976
"t145_t084_03240",27842,10236,9003,50627,28769,186302,12875,24544,86766,60964,6051,21618
"t145_t084_03340",5141,1227,2951,7505,5275,13052,3748,3231,10421,7455,1913,3449
"t145_t084_03350",11594,1608,6163,10696,10046,19535,6516,5889,35618,10637,3816,6748
"t145_t084_03360",10128,1069,6712,8063,8228,12581,6287,5722,29456,11014,3792,5628
"t145_t084_03370",36415,4708,20040,31497,34623,64734,23206,18797,104900,42182,15323,20950
"t145_t084_03380",3144,1082,1889,10784,2907,29878,2553,7481,8115,12795,1525,5511
"t145_t084_03390",823,66,792,756,899,1193,970,577,2840,699,488,535
"t145_t084_03400",507,52,613,676,653,919,1004,455,1968,557,519,428
"t145_t084_03410",1019,124,1169,1177,1541,2133,1391,764,4502,1281,801,647
"t145_t084_03420",1514,159,880,1387,1634,2569,1345,737,5513,1446,682,743
"t145_t084_03430",94570,4883,29635,49245,80386,101146,29606,31625,224903,75563,15880,34533
"t145_t084_03440",2724,1594,902,16479,2307,33682,1463,10515,7374,8167,786,8110
"t145_t084_03450",8020,4185,4398,29590,7991,67669,5462,19454,21727,30537,3139,19983
"t145_t084_03460",449,63,756,1784,313,1674,910,2196,1235,1701,627,1659
"t145_t084_03470",50167,6985,30102,70165,51872,104639,39521,36843,123236,55879,16016,42211
"t145_t084_03480",601,4394,1244,18722,815,75966,2948,17383,3770,13938,989,9957
"t145_t084_03490",200,1911,499,7716,206,32376,1569,8085,1454,7865,310,4545
"t145_t084_03500",364,79,282,920,537,1901,361,479,1324,876,261,473
"t145_t084_03510",31385,4428,24545,28541,34940,51487,32655,16275,102915,29305,17206,24649
"t145_t084_03520",4409,553,2839,2466,4583,4769,2817,1213,13015,2063,1683,2138
"t145_t084_03530",13694,3088,12847,17110,12606,30099,12104,14776,35265,17703,7440,13765
"t145_t084_03540",1842,622,1052,5403,1202,13817,1520,2902,3320,4854,679,2333
"t145_t084_03550",29489,40804,22709,91384,41445,189879,26371,89546,94772,19489,41441,51339
"t145_t084_03560",54847,7997,24204,40785,52501,116614,24065,21089,136317,55883,12683,26754
"t145_t084_03570",16099,3747,5522,20054,14798,52545,8117,8405,43726,22529,3207,8944
"t145_t084_03580",32099,6675,11088,39042,28409,123395,16351,16652,84435,48739,6922,18602
"t145_t084_03590",3966,1032,2427,7683,4326,16969,2859,3352,11035,6925,1590,4135
"t145_t084_03600",8230,3956,4501,23562,8393,54622,5201,12210,19351,25921,2754,12985
"t145_t084_03610",5963,6893,994,37814,4670,108034,1610,17036,23360,37365,701,16597
"t145_t084_03620",6798,6546,1058,30654,4433,103141,752,13601,17252,44028,589,16051
"t145_t084_03630",25006,4634,7722,22499,26134,66477,12587,14372,63137,39028,6475,13520
"t145_t084_03640",27451,1110,9049,11180,27166,24068,8657,6214,72482,14886,5594,5926
"t145_t084_03650",5337,635,2991,4445,5935,11673,2594,2393,14847,6339,1699,3020
"t145_t084_03660",63190,4522,66067,59172,63373,74662,85665,57327,145306,74632,54780,60380
"t145_t084_03670",118081,3636,64568,30083,103483,67639,68336,20360,319443,55656,47526,36388
"t145_t084_03680",3962,1044,3162,5760,5083,14097,3047,3414,6906,4985,1971,4344
"t145_t084_03690",206255,22306,130365,122018,242013,237270,122502,62780,690413,153600,64181,84412
"t145_t084_03700",28170,3877,13465,37248,27377,89898,19958,27590,87835,43021,11049,30099
"t145_t084_03710",16056,3754,14623,31207,19810,72460,13523,15730,36058,31934,9258,21932
"t145_t084_03720",14568,3712,6295,42931,15020,127643,6693,18363,42840,43016,4511,16669
"t145_t084_03730",90279,5457,17712,62465,77476,123770,19678,43638,238824,74869,12832,44710
"t145_t084_03740",49788,2686,52098,23758,59775,44813,32913,17045,127891,27477,30136,23646
"t145_t084_03750",29516,914,14467,6976,28127,16461,17366,5057,101302,15213,10982,8491
"t145_t084_03760",44422,1345,26162,10020,42510,19909,32063,7947,150565,19892,20405,12521
"t145_t084_03770",34673,900,20946,6473,35879,14571,19441,4534,119716,10916,14478,8637
"t145_t084_03780",10749,790,5642,6051,10165,15083,5552,3308,33590,7474,4127,4714
"t145_t084_03790",6855,600,5221,5213,5855,10840,6036,3324,19244,8365,4257,4334
"t145_t084_03800",43936,14992,28450,111179,45326,227372,40679,43555,141434,107727,18077,52100
"t145_t084_03810",130165,40998,71720,276247,127719,633405,105110,110288,392289,332483,49071,138003
"t145_t084_03820",39715,11232,23319,79379,39432,168119,31018,32295,129275,95149,14565,41275
"t145_t084_03830",71070,17692,42237,124694,78746,295837,49128,48643,249439,129837,25896,66950
"t145_t084_03840",31097,3429,20871,24948,32677,48528,20395,11061,107845,22745,11194,14530
"t145_t084_03850",82712,7027,58007,55439,77298,96562,60881,25938,254289,53746,32006,33355
"t145_t084_03860",99566,8361,44250,65706,99138,182333,84421,31303,337354,85057,39700,39437
"t145_t084_03870",79006,6591,58776,46319,81668,111954,69543,23416,270185,93556,36347,33281
"t145_t084_03880",55962,4586,43981,30320,55762,60995,44818,14186,189354,43379,24666,21472
"t145_t084_03890",227064,16665,133038,101297,202522,225607,147459,43478,738732,166173,76836,69231
"t145_t084_03900",107599,7893,69415,46730,98403,102216,70277,20970,359591,69403,37746,29232
"t145_t084_03910",265585,19169,119082,100474,242112,266390,144637,40160,953999,160319,77276,57950
"t145_t084_03920",49896,4204,40736,27482,47569,53971,42937,12158,161011,41962,23730,17392
"t145_t084_03930",6438,1356,6111,16749,6561,17460,7779,11402,20010,10702,3923,11412
"t145_t084_03940",92803,14143,38369,107062,88601,221697,43935,62576,287052,95651,26494,71721
"t145_t084_03950",15096,2476,7713,17614,16272,35321,6375,9477,45859,14120,4289,11316
"t145_t084_03960",1949,1307,1390,7439,2323,15358,2285,4522,5903,6573,1076,4351
"t145_t084_03970",551,99,1306,3238,641,3231,2046,1945,1396,1449,954,1553
"t145_t084_03980",507,16,381,162,1297,396,574,132,3078,275,342,167
"t145_t084_03990",383,12,176,136,374,442,261,83,806,180,120,88
"t145_t084_04000",464,51,291,261,504,826,306,122,1316,362,150,156
"t145_t084_04010",465,42,295,228,486,717,232,108,1177,268,158,140
"t145_t084_04020",351,33,247,239,392,639,202,108,1187,310,132,122
"t145_t084_04030",144122,6994,83760,69100,141080,136681,101724,46950,323558,140023,58784,64600
"t145_t084_04040",9698,1939,5656,15942,9762,34583,7882,9397,34724,17954,4353,10212
"t145_t084_04050",11642,2472,6855,19447,11908,38185,7965,10704,43014,18692,3992,11704
"t145_t084_04060",3390,782,2993,8296,2857,10196,5753,6562,10901,7036,3121,5555
"t145_t084_04070",2353,417,1201,3020,2329,6395,2077,2263,7081,3127,1158,2101
"t145_t084_04080",1717,1058,2219,6700,2865,8192,2412,3499,4441,4755,1602,4577
"t145_t084_04090",17123,4982,13514,27206,19582,64053,10671,13167,49334,22023,6503,17120
"t145_t084_04100",32019,12145,17961,71973,37895,148778,22670,36733,120783,66523,12153,36137
"t145_t084_04110",46442,14274,26825,81762,51066,182752,29076,44342,149734,89070,17849,46920
"t145_t084_04120",392038,6939,158086,51588,395968,153259,153942,37734,1213656,146542,123956,80517
"t145_t084_04130",422,159,703,2284,229,3513,920,1778,786,1390,556,997
"t145_t084_04140",662,422,1595,7571,569,9386,2547,4901,2459,2825,1321,2404
"t145_t084_04150",124,43,319,749,161,1077,220,479,439,384,242,371
"t145_t084_04160",777,248,894,3373,883,6349,928,1630,2902,2395,629,1449
"t145_t084_04170",632,120,745,2044,728,3584,1092,1464,1755,1526,625,1037
"t145_t084_04180",2228,451,1290,3126,2602,7884,1545,1592,7889,1872,751,1489
"t145_t084_04190",13171,2672,7531,15635,12660,39783,9293,9098,44140,17451,4803,9013
"t145_t084_04200",5267,740,2955,4327,4130,10213,3731,2650,13304,6825,1937,2564
"t145_t084_04210",6299,854,3329,5420,5958,14840,4774,3223,17980,8181,2429,3209
"t145_t084_04220",21241,3061,10562,15710,20729,43136,12598,8700,67130,20897,7207,9552
"t145_t084_04230",2841,731,3004,7913,3319,9678,3556,4284,11384,4325,1769,4817
"t145_t084_04240",7987,1825,6586,12682,10055,24847,9561,8778,32478,16243,4970,10485
"t145_t084_04250",13777,2045,8676,11879,13276,26336,7773,7804,49821,12524,5060,10704
"t145_t084_04260",4835,776,6056,6890,5522,9910,5451,5285,19342,9089,3098,6184
"t145_t084_04270",15994,2264,13925,17232,14175,34434,15005,12623,50415,21063,10115,16210
"t145_t084_04280",8519,875,6134,5271,7668,12321,5380,4067,26218,7552,3682,5182
"t145_t084_04290",28707,3229,24660,20614,30753,46424,24432,15734,93301,30383,17807,21014
"t145_t084_04300",25740,3038,13257,18112,24591,39916,15502,9769,75141,24099,9286,11600
"t145_t084_04310",6885,874,3861,5356,6888,11384,4062,3015,18878,7448,2968,3965
"t145_t084_04370",251,2142,146,9675,248,27889,122,1583,575,13850,106,2524
"t145_t084_04380",111,1162,58,6176,109,16607,94,992,289,8966,53,1769
"t145_t084_04390",290,4623,191,24603,288,68468,249,4459,868,36159,145,7121
"t145_t084_04400",245,4347,108,23286,204,56101,234,4613,599,24623,145,6947
"t145_t084_04410",438,6844,202,33695,336,92543,288,7021,737,38524,147,10484
"t145_t084_04420",325,6203,140,29507,346,79819,233,6460,566,38002,160,8617
"t145_t084_04430",51,791,18,2691,56,8350,27,613,197,2939,11,685
"t145_t084_04440",1101,6002,151,18447,807,72805,233,4586,4715,27168,127,3932
"t145_t084_04450",1623,4723,123,9320,1249,69583,252,3503,9029,28900,129,2595
"t145_t084_04460",3851,657,3552,6813,3539,10655,3305,4808,9932,7506,2352,4346
"t145_t084_04470",6459,814,4405,6038,5706,11733,4284,4142,15695,9449,3046,4254
"t145_t084_04480",5325,449,2975,3343,4551,9013,2807,2375,10755,5074,2321,2322
"t145_t084_04490",19927,1413,10165,8936,19895,29734,9093,4939,44712,15189,7059,6254
"t145_t084_04500",361,81,376,804,301,1421,364,649,1279,798,393,721
"t145_t084_04510",14762,2793,9855,16147,13729,29032,13342,12584,43772,22383,7244,12600
"t145_t084_04520",22810,5352,8420,49325,20110,135572,10934,25180,63549,61520,6274,24889
"t145_t084_04530",773,291,550,3358,852,2809,1164,1416,4579,7912,441,3095
"t145_t084_04540",240,131,348,1547,365,1171,675,533,1268,5307,255,1499
"t145_t084_04550",143,251,58,1718,112,4339,85,1205,286,991,49,1028
"t145_t084_04560",6515,1446,3969,8810,8545,17583,7445,4805,22865,6742,2316,4616
"t145_t084_04570",21184,4921,11192,32566,21840,74421,15410,17630,68176,33740,6948,14941
"t145_t084_04580",13355,1937,7208,13889,12709,34487,7482,7631,38223,14450,4226,7589
"t145_t084_04590",9900,2423,3062,27382,8926,36861,3397,11903,23811,12787,1706,11153
"t145_t084_04600",21903,6390,6334,73128,22165,106226,8598,33043,57640,37493,3887,31636
"t145_t084_04610",3135,898,788,9013,2821,16129,975,3709,7271,4391,503,3952
"t145_t084_04620",7372,3058,3726,33157,7634,39762,4355,13622,19473,13573,1592,12407
"t145_t084_04630",325,732,203,39558,351,8173,634,6732,1219,15562,223,3956
"t145_t084_04640",3638,1821,2446,14454,3593,33024,3081,8334,8097,11692,1748,7395
"t145_t084_04650",4501,840,7551,10663,6327,13268,7734,4188,13934,5704,4064,5958
"t145_t084_04660",6858,2903,4045,25366,6883,44407,8817,19178,30730,33320,3530,17696
"t145_t084_04670",6092,1073,3722,5044,5558,11128,3573,2674,12204,5365,2253,4103
"t145_t084_04680",8148,1315,1584,6499,6680,15821,4232,1673,24439,8485,1203,1183
"t145_t084_04690",37735,5804,8564,33171,29959,70472,15526,7592,109737,30565,5716,7381
"t145_t084_04700",5523,1522,2210,8181,4530,32283,2273,5014,10829,9078,1297,4459
"t145_t084_04710",715,116,650,400,433,758,1349,348,1541,817,450,535
"t145_t084_04720",983,115,806,558,653,921,1043,484,1522,980,492,765
"t145_t084_04730",964,361,212,2818,651,8389,208,1311,2190,3053,147,765
"t145_t084_04740",9573,187,299,4220,2855,3821,428,6269,7766,1114,409,5436
"t145_t084_04750",13699,465,987,7117,4531,6740,1304,9292,11059,2352,911,7660
"t145_t084_04760",67949,4376,21840,36488,59348,46478,12380,40092,117022,8121,17516,36395
"t145_t084_04770",171870,26973,561686,410368,334453,220965,563663,287051,427249,144440,317093,341205
"t145_t084_04780",106901,4502,180640,73116,114202,41057,167234,95293,129404,15297,138285,159037
"t145_t084_04790",235,13,327,399,241,173,303,702,155,46,314,254
"t145_t084_04800",12864,445,24358,8917,9416,6084,29534,24697,17303,2848,28635,20475
"t145_t084_04810",1632,63,4306,1645,1210,951,3956,4165,2010,498,4561,3609
"t145_t084_04820",26412,5422,13873,31920,28643,69681,19895,19369,93645,29633,9153,18707
"t145_t084_04830",256,208,756,1610,542,2059,422,550,433,412,201,389
"t145_t084_04840",3368,443,1262,8021,2951,8865,2349,2727,9227,8419,906,2435
"t145_t084_04850",5606,587,1546,7806,4388,9909,1744,2340,15074,9014,796,2483
"t145_t084_04860",2109,231,552,3125,1867,3116,601,869,6152,2475,287,959
"t145_t084_04870",6008,919,1977,12509,5204,15337,2735,4599,17137,13751,1435,4962
"t145_t084_04880",3642,516,1031,6160,3354,9040,1084,1980,10498,4718,628,2170
"t145_t084_04890",4565,3066,6743,40191,5037,38636,8896,22576,15132,24236,4273,15925
"t145_t084_04900",6223,2168,3508,14014,7232,32441,5100,7481,19859,14001,2303,8697
"t145_t084_04910",7263,1906,3484,12147,7874,30412,4181,6423,22446,12753,2223,7656
"t145_t084_04920",13394,3989,8727,24652,13652,59279,11254,14210,37463,32428,6110,17979
"t145_t084_04930",1981,1261,1934,10876,2143,23360,3300,7149,9404,9288,1549,6020
"t145_t084_04940",1428,1062,2526,12835,2618,15495,2444,5673,1891,10169,1357,6728
"t145_t084_04950",1358,876,2092,13528,1873,12950,3617,8939,5686,4840,1998,9101
"t145_t084_04960",9178,2971,7054,25479,9502,54599,8400,12053,25377,31906,4963,15521
"t145_t084_04970",13399,8976,9193,63109,13660,144852,10014,31113,31490,55552,5544,30804
"t145_t084_04980",140453,44951,92301,257632,159343,681718,96507,130423,462012,200501,54766,166497
"t145_t084_04990",104039,46934,89748,345617,129396,774169,136444,185418,389214,280318,63181,213120
"t145_t084_05000",2310,548,1420,3593,2807,9977,1556,1857,8402,4418,787,2025
"t145_t084_05010",8429,1541,4001,6311,13087,21065,6951,2816,51594,11268,2596,4284
"t145_t084_05020",7458,1374,4646,7916,7376,18195,4972,4833,21588,8510,2862,5702
"t145_t084_05030",9073,1586,7375,12061,11159,23785,9195,7294,31863,13609,4910,8455
"t145_t084_05040",21299,4670,13552,19943,20117,57149,17709,11519,55557,28204,9095,10901
"t145_t084_05050",14338,2546,8869,10368,15288,36048,9640,4918,36800,17576,5418,6379
"t145_t084_05060",18288,2827,9214,16551,18244,46800,10594,10728,55153,20788,7107,11688
"t145_t084_05070",3425,494,2111,3200,3552,7663,1743,1722,9058,3885,1271,2223
"t145_t084_05080",1806,330,3563,2881,1831,2923,3721,1686,5378,1471,1584,1800
"t145_t084_05090",9619,1261,13359,11608,6994,12163,21173,5577,26319,7850,8015,6853
"t145_t084_05100",43971,5552,33455,24968,45038,64473,39744,18424,132010,38985,19808,27869
"t145_t084_05110",13549,1973,12945,10016,17154,27044,13591,6939,33851,16167,8008,10678
"t145_t084_05120",9840,1307,6074,10879,9172,23716,6729,6970,29956,14571,4125,7820
"t145_t084_05130",39574,3644,21539,30236,37913,73945,23847,18228,108533,45398,15395,22913
"t145_t084_05140",40894,4274,27887,35203,40919,74085,38500,21510,115095,55267,22549,26405
"t145_t084_05150",33291,5538,25727,42053,36152,88646,33319,27016,100646,52672,19459,29477
"t145_t084_05160",26176,6120,3483,16349,26308,73332,5744,5593,88391,21186,2736,3733
"t145_t084_05170",27616,2437,26279,16197,22264,29029,35565,11782,73093,33997,17921,16169
"t145_t084_05180",87616,5738,56216,31043,88508,80201,55509,18398,281250,61423,33306,29788
"t145_t084_05190",142541,9514,103272,52955,147087,135641,107530,29496,449341,126639,65137,51219
"t145_t084_05200",11336,2138,5042,12993,9642,27825,5460,7045,31509,12573,2612,6633
"t145_t084_05210",11986,1336,5006,8300,10379,25565,5256,4597,31364,11943,2961,5599
"t145_t084_05220",4054,586,1954,4514,4346,12809,1988,3239,11221,5821,1185,4981
"t145_t084_05230",6649,2030,2223,13977,5370,41226,2954,7161,14100,16354,1714,6404
"t145_t084_05240",3848,502,2434,4657,4331,10677,1551,3576,8934,3623,2165,3607
"t145_t084_05250",30667,12522,18685,65881,45400,86641,15320,35222,108401,20197,31427,21529
"t145_t084_05260",31339,3791,20501,36508,32402,76373,22371,21664,93283,42027,14304,24487
"t145_t084_05270",18409,1715,12477,14300,18699,27683,12042,9096,45075,20026,7757,10559
"t145_t084_05280",419,216,331,930,452,2768,271,483,598,880,202,533
"t145_t084_05290",2650,310,1387,1087,2168,4045,1472,739,6631,2095,1005,1074
"t145_t084_05300",29831,5335,13896,14917,27332,69327,16550,8517,77379,28207,8911,11865
"t145_t084_05310",2441,1408,769,10444,1396,28685,1054,7855,3957,14664,537,7169
"t145_t084_05320",5681,1832,1257,9052,2849,37107,866,5115,8735,13359,609,5948
"t145_t084_05330",10555,3539,3287,21294,6751,82287,3169,13844,19413,43177,2305,16471
"t145_t084_05340",12391,3343,3283,21193,7045,84833,3737,12578,17376,49090,2587,15249
"t145_t084_05350",6854,1461,5686,5784,7588,15133,6362,3812,25395,9189,4048,5175
"t145_t084_05360",10545,4077,7298,26645,12389,61403,9281,12382,26788,24742,5141,15032
"t145_t084_05370",7197,4021,6940,28737,6898,43395,9409,12792,19823,22691,4536,13197
"t145_t084_05380",3544,662,3920,7716,3379,9089,7847,6948,9227,6774,3472,5907
"t145_t084_05390",33436,5790,23766,45122,30689,71759,29437,29093,83791,40396,15391,32342
"t145_t084_05400",24571,4090,14461,31595,23457,64031,19318,18911,57081,31713,10081,21293
"t145_t084_05410",7863,1012,5718,11781,6917,19394,7138,7721,23815,7487,4839,7402
"t145_t084_05420",2821,289,2311,2765,3840,5929,2940,1856,10346,2791,1561,1877
"t145_t084_05430",11357,1605,7046,11087,12775,21689,9620,7445,27312,10720,5073,7523
"t145_t084_05440",12368,5699,11197,37255,15186,113199,21623,30264,37564,52537,10471,36272
"t145_t084_05450",5236,2045,3199,12066,5281,30637,4546,10091,14467,10555,2315,6650
"t145_t084_05460",2456,1055,1672,6368,2591,16463,2818,4524,7889,6939,1338,3546
"t145_t084_05470",13050,4103,8075,20632,12829,59593,8142,12650,38048,24269,4923,13158
"t145_t084_05480",10968,2027,8285,12813,10534,37069,7650,8324,25215,16910,5524,9941
"t145_t084_05490",9653,3134,5577,21907,10186,59448,6781,10421,26328,23129,4001,10034
"t145_t084_05500",3671,455,2882,5999,3302,11471,2575,4216,11040,6355,2164,4498
"t145_t084_05510",14787,2293,11263,24239,12609,40034,14612,18219,33872,34035,8376,20721
"t145_t084_05520",13402,1358,7253,11854,14230,34329,4879,7636,39030,18745,4957,9147
"t145_t084_05530",8030,3264,3229,15081,8078,50429,4207,9606,23597,20239,2614,7787
"t145_t084_05540",29467,4786,6006,10754,33979,59113,8569,4578,98313,21169,4118,4404
"t145_t084_05550",4489,3066,3389,25323,4171,51700,4493,15657,12116,31158,2455,13559
"t145_t084_05560",9030,5173,6174,34718,8476,77373,4897,19107,20945,40939,3446,19425
"t145_t084_05570",42699,28702,52345,272005,69094,349905,54568,174770,60812,114979,30481,165855
"t145_t084_05900",7201,1007,4839,8036,8743,13225,4930,5183,24263,4617,3492,6667
"t145_t084_05910",2119,245,1205,1549,3088,2350,1311,814,15608,1334,1052,1011
"t145_t084_05920",1764,262,1051,1622,1456,2462,995,696,9847,1581,829,815
"t145_t084_05930",8846,1214,4817,11230,7898,20441,5079,7026,27365,9923,3724,7067
"t145_t084_05940",3114,468,2235,4023,3213,6493,1935,2616,10066,3669,1528,2641
"t145_t084_05950",15996,2604,9246,17511,16750,33216,9226,10632,40306,16698,6425,11018
"t145_t084_05960",3022,447,2513,3482,3649,5759,1830,2232,8475,2997,1367,2291
"t145_t084_05970",55,14,119,115,79,310,100,59,164,89,77,74
"t145_t084_05980",2057,314,1857,2164,2942,3419,1409,1475,3206,1790,886,1919
"t145_t084_05990",15056,2589,4643,6636,15825,17092,9300,3264,52205,11443,3181,3150
"t145_t084_06000",31018,4039,20809,27029,35632,42788,25820,17294,96465,23666,14548,18232
"t145_t084_06010",3818,1147,2230,7985,3821,14888,3336,5469,14662,7620,1934,5487
"t145_t084_06020",3370,701,1850,4139,3585,9067,2709,3286,10950,6640,1570,3620
"t145_t084_06030",28628,1537,18670,7736,31067,23900,19071,6749,61545,18528,14199,11289
"t145_t084_06040",16565,1707,15726,13373,19809,20927,20577,11271,63391,12900,13073,13329
