"Synonym","Newman.TSB.Replicate.1","Newman.TSB.Replicate.2","Newman.TSB.Replicate.3","Newman.Minus.Glc.Replicate.1","Newman.Minus.Glc.Replicate.2","Newman.Minus.Glc.Replicate.3","arlRS.KO.TSB.Replicate.1","arlRS.KO.TSB.Replicate.2","arlRS.KO.TSB.Replicate.3","arlRS.KO.Minus.Glc.Replicate.1","arlRS.KO.Minus.Glc.Replicate.2","arlRS.KO.Minus.Glc.Replicate.3"
"NWMN_RS11520",5527,3779,4726,4633,5808,3952,4884,6010,6740,5942,4836,4390
"NWMN_RS11525",2817,1580,2406,2260,3057,2300,2540,3171,3348,2752,2426,1972
"NWMN_RS11540",21284,20429,24451,21515,26905,20921,18901,18948,23802,9959,14762,5368
"NWMN_RS11545",7,46,57,100,233,110,39,83,66,116,78,89
"NWMN_RS11550",233,95,215,166,559,268,91,103,129,244,185,215
"NWMN_RS11555",482,171,283,548,1436,597,190,271,180,590,494,430
"NWMN_RS11560",65,56,84,112,299,168,51,54,62,112,127,130
"NWMN_RS11570",93,124,50,339,475,238,113,226,72,73,338,37
"NWMN_RS11575",167,171,94,163,179,93,296,265,388,506,247,360
"NWMN_RS11580",1177,499,662,812,783,609,204,323,371,387,326,420
"NWMN_RS11585",9772,5775,7896,7771,10921,6862,6849,8248,6963,6983,6932,4669
"NWMN_RS11590",48594,30954,43686,38737,57163,39366,32264,39822,34789,35486,32672,24929
"NWMN_RS11595",2263,2513,3185,2982,4962,2827,2620,3107,2674,4639,3191,2980
"NWMN_RS11600",36,24,11,9,8,8,13,21,22,20,22,12
"NWMN_RS11605",22937,17842,25307,18524,21074,18444,14848,18480,24359,18600,14170,11629
"NWMN_RS11610",224987,133504,198913,136842,152331,154247,136028,140664,181842,115292,89632,87118
"NWMN_RS11615",103008,76513,96903,61378,85291,75057,56113,81871,86720,55349,50888,47960
"NWMN_RS11620",135876,91578,115200,78202,91789,86702,73574,97873,99673,67069,50673,52769
"NWMN_RS11625",50621,39457,48009,30557,38930,33307,28822,43145,40696,26096,23854,22967
"NWMN_RS11630",38776,26810,34330,21818,26106,25300,22502,28103,30007,18603,14625,15789
"NWMN_RS11635",19273,11159,12068,10379,14269,10055,7449,14153,9105,9044,11955,7659
"NWMN_RS11640",71193,48569,54936,48845,57438,47406,36102,55825,47001,42539,40796,34692
"NWMN_RS11645",16610,9931,13616,9154,10935,8685,9327,15050,11050,8024,6388,6201
"NWMN_RS11650",61056,31924,57891,35577,41016,37368,31699,47337,42781,32642,20568,30548
"NWMN_RS11655",23795,12795,23878,15836,16241,15787,13399,20368,17084,13746,8558,11033
"NWMN_RS11660",61842,26542,45484,35810,34968,30843,31149,43876,34174,30540,23108,24978
"NWMN_RS11665",34016,11811,27882,20171,20969,19652,16034,18299,21878,17376,13461,14137
"NWMN_RS11670",5163,3442,4250,2896,5071,3426,3234,3965,3965,2156,2511,1454
"NWMN_RS11675",4549,3538,3583,3307,4229,3524,3591,3658,4532,2315,2709,1557
"NWMN_RS11680",7460,8954,6345,6929,11407,7402,4936,6160,6575,3888,4705,2746
"NWMN_RS11685",9315,9365,6463,9167,11246,9281,5867,6373,6070,4885,5104,3398
"NWMN_RS11690",9285,9016,7319,8965,12813,10353,6049,6654,7673,4558,5214,3481
"NWMN_RS11695",2005,2743,1668,1914,2648,1610,1737,2111,2140,757,1936,596
"NWMN_RS11700",17043,12747,15127,16282,18208,13360,12846,14012,16508,7888,10992,4643
"NWMN_RS11705",14153,7071,13187,18082,26084,16334,9063,11037,9485,32691,15915,23831
"NWMN_RS11710",6887,4664,4601,4577,6742,4329,4257,5982,5497,4027,3551,2277
"NWMN_RS11715",9952,6722,8979,8443,11072,7382,5968,7821,7165,6470,7315,4674
"NWMN_RS11720",75244,49885,60981,92004,80927,65652,51746,69764,58303,31091,61549,21276
"NWMN_RS11725",1063,798,818,980,1470,783,794,1197,963,969,1341,491
"NWMN_RS11730",15310,17228,12964,16418,23189,16540,9669,12510,10800,6955,12754,5026
"NWMN_RS11735",686,801,461,605,984,418,490,729,513,369,784,294
"NWMN_RS11740",763,652,712,612,976,498,530,633,454,587,541,484
"NWMN_RS11750",5875,4014,5872,5558,7095,6504,3776,3258,4592,2927,2559,2230
"NWMN_RS11755",2262,1015,1298,1548,1891,1345,1053,1609,949,702,2149,479
"NWMN_RS11760",4367,2184,2961,2524,2293,1800,5735,7633,6141,2585,4319,1366
"NWMN_RS11765",7172,2507,3069,2849,2477,1936,6517,10230,6552,2417,5410,1384
"NWMN_RS11770",2043,1012,1738,1587,2435,1313,1077,1819,1305,1420,1693,1262
"NWMN_RS11775",790,816,1536,1707,2396,1637,746,943,1105,3853,1288,3296
"NWMN_RS11780",4687,2339,4467,5669,7225,5764,2023,3041,2426,9905,4848,8905
"predicted RNA",2297,1302,2896,2721,3655,3833,1058,1385,1755,5688,2074,5912
"NWMN_RS11790",2946,1449,2607,2883,3521,3597,1219,1627,1635,4872,2469,4257
"NWMN_RS11795",16701,8388,17759,18370,17324,14748,8988,10993,10219,10682,9370,7569
"NWMN_RS11800",10367,4557,4130,4249,5267,3350,2547,6295,2252,3680,6455,3140
"NWMN_RS11805",1590,1072,1374,2068,2940,1769,965,1629,1255,2334,2133,1795
"NWMN_RS11810",11703,6261,8055,8292,12313,7480,6138,9627,7093,7262,8059,4850
"NWMN_RS11815",1849,1327,1439,1724,2870,1855,1199,1373,1298,1859,1360,1029
"NWMN_RS11820",16230,11395,12293,15940,24029,15349,9449,11082,12027,15349,14306,11336
"predicted RNA",869,525,587,1007,2899,1268,631,890,654,2270,990,1540
"NWMN_RS11825",2585,1333,1473,3354,8565,3152,1508,3051,1544,7785,7152,5849
"NWMN_RS11830",219,239,133,268,847,309,386,612,259,145,423,134
"NWMN_RS11835",1189,730,590,1135,3913,1391,1569,2237,1442,807,1603,480
"NWMN_RS11840",5574,4968,6836,6479,5599,4673,1249,1688,1895,858,1071,568
"NWMN_RS11845",1520,957,1067,1516,1564,1240,973,1052,1310,1873,2121,2032
"NWMN_RS15780",1365,516,624,673,882,438,235,339,201,178,318,153
"NWMN_RS11855",639,795,620,440,725,470,196,255,192,280,167,197
"NWMN_RS11860",0,0,0,0,0,0,0,0,0,0,0,0
"NWMN_RS11865",2255,1191,2255,1975,2230,1677,1445,1514,1853,2151,1616,1601
"NWMN_RS11870",1942,1059,1538,942,1073,744,1112,1472,1471,1248,1107,1241
"NWMN_RS11875",22258,18038,30732,19820,25426,20060,15568,17935,21223,40506,15969,48988
"predicted RNA",571,555,1028,481,642,536,495,459,706,1145,599,1972
"NWMN_RS11880",563,479,748,1511,1782,1422,476,607,375,5061,1079,5385
"NWMN_RS11885",2049,1793,1789,3836,7509,3263,1584,1911,1506,11110,3736,8690
"NWMN_RS11890",470,300,437,634,1226,586,279,276,263,1839,869,1532
"NWMN_RS11895",2134,1561,2559,4106,7435,4080,1722,1673,1628,11299,3983,8932
"NWMN_RS11900",1587,1329,1134,516,1001,365,80311,125526,87981,25869,23561,21530
"NWMN_RS11905",12560,7444,10796,8461,13291,9209,7083,11791,9577,9157,7494,7042
"NWMN_RS11910",1982,1766,2210,1797,2360,1695,1539,2194,2105,1627,1352,1396
"NWMN_RS11915",7765,5011,7035,5605,7597,6268,5054,6241,6925,6257,4627,5543
"NWMN_RS11920",328,221,506,596,499,366,186,229,225,2908,427,2482
"NWMN_RS11925",192,223,333,267,411,193,221,261,305,282,209,233
"NWMN_RS15005",0,2,0,0,0,0,0,3,0,0,1,0
"NWMN_RS11930",78,101,180,105,108,100,129,68,126,33,82,22
"NWMN_RS11935",654,733,558,505,867,794,622,546,801,168,425,143
"NWMN_RS11940",1556,1624,951,1234,1859,1494,1326,1092,1526,404,871,235
"NWMN_RS11945",777,784,691,650,1211,844,651,813,794,218,630,105
"NWMN_RS11950",1029,745,430,818,1161,640,808,755,565,267,677,173
"NWMN_RS11955",827,825,391,1016,1443,817,956,1079,933,334,1164,254
"NWMN_RS11960",7,6,4,8,10,9,10,13,6,4,15,3
"NWMN_RS11965",2808,24849,1680,33642,15238,10112,1739,4910,12767,27372,4575,10836
"NWMN_RS11970",290,9402,242,13881,5886,2125,87,502,3616,9045,803,1838
"NWMN_RS11975",5,41,8,19,37,11,20,34,13,4,37,5
"NWMN_RS11980",12234,5520,10017,11408,11346,10833,3428,5553,4401,7189,6315,5694
"NWMN_RS11985",2660,1650,3405,2056,3451,1920,2865,2750,2849,2961,1829,2176
"NWMN_RS11990",528,348,1044,330,533,357,486,523,624,225,245,153
"NWMN_RS11995",2689,1762,3306,1721,2480,1723,1877,2555,2401,1501,1472,1162
"NWMN_RS12000",5685,4239,6841,4506,5034,4022,3829,4415,4540,3703,2841,2597
"NWMN_RS12005",9953,6191,11328,7946,8836,6830,5436,7193,6039,6027,4880,4324
"NWMN_RS12010",1637,1317,1495,1343,1124,1014,1122,1393,1190,1729,1165,1155
"NWMN_RS12015",335,160,477,638,762,586,160,173,182,9326,768,16949
"NWMN_RS12020",23431,27636,44998,13464,8851,11244,23919,13205,32324,1618,4651,761
"NWMN_RS12025",16047,7179,8183,6478,10751,9090,2979,6777,3455,1242,2048,788
"NWMN_RS12030",12214,5825,5887,4998,8045,7866,1584,4605,2073,726,1306,576
"NWMN_RS12035",19010,12546,10346,10518,15582,13537,2346,7974,2458,1378,2527,1193
"NWMN_RS12040",0,0,0,0,0,0,0,0,0,0,0,0
"NWMN_RS12045",6001,2383,2020,1311,2460,1893,615,1487,751,896,567,759
"NWMN_RS12050",26187,9059,9873,5446,8766,9049,2909,5644,3337,3352,1720,2779
"NWMN_RS12055",34389,8900,9230,5056,9079,10105,1802,4926,2063,574,838,401
"NWMN_RS12060",6927,3412,4213,3310,4835,3583,1925,4172,2555,1879,2206,1279
"NWMN_RS15535",17,6,26,0,10,8,0,23,10,1,10,1
"NWMN_RS12080",21027,15626,19165,25827,50482,21420,17298,21515,17010,70867,36947,59279
"NWMN_RS12085",4444,4115,3653,6657,12480,4466,3571,4546,3052,17130,8551,12768
"NWMN_RS12090",40339,24364,38747,53520,104662,51171,26882,31037,30309,128481,54013,94209
"NWMN_RS12095",9421,4583,11044,10742,15980,10358,8487,7640,9113,26975,12624,16622
"NWMN_RS12100",5832,2503,4701,4047,5098,3832,2815,3921,3397,3337,2740,2375
"NWMN_RS12105",5411,2625,5568,4467,5026,4125,2593,3466,2735,4288,2876,3306
"NWMN_RS12110",3770,1756,3418,2489,2865,2223,1426,2878,1416,1943,3253,1491
"NWMN_RS12115",342,171,262,235,580,246,2305,2606,4152,20571,9732,17881
"NWMN_RS12120",99,98,121,141,308,147,2256,3137,4985,22377,9781,20631
"NWMN_RS12125",0,5,0,8,24,7,200,311,472,2654,1331,2877
"NWMN_RS12130",0,49,36,53,109,81,1641,2169,3559,15661,9069,17084
"NWMN_RS12135",0,21,24,41,61,16,710,889,1497,7112,2937,7748
"NWMN_RS15900",0,6,15,8,39,11,600,774,1326,5276,2083,5154
"NWMN_RS15905",0,10,5,19,39,36,378,569,848,3835,2418,3644
"NWMN_RS12150",1129,646,664,1062,1293,970,372,382,278,348,350,242
"NWMN_RS12155",999,573,821,862,1120,770,374,578,367,684,476,497
"NWMN_RS12160",0,5,0,3,8,0,4,0,5,0,0,5
"NWMN_RS12165",64,79,47,67,157,79,76,83,88,15,51,13
"NWMN_RS12170",29,25,36,12,28,13,6,17,20,13,19,4
"NWMN_RS12175",1553,586,1451,1190,926,837,272,455,306,814,510,495
"NWMN_RS12180",341,149,338,264,249,210,71,70,105,207,88,180
"NWMN_RS12185",0,3,11,0,8,5,0,3,0,0,0,0
"NWMN_RS12190",269,214,279,142,247,122,200,277,225,144,173,94
"NWMN_RS12195",2958,1323,2661,1957,3447,1998,1463,2164,1929,1597,1547,1355
"NWMN_RS12200",553,380,617,441,596,446,319,469,508,462,370,467
"NWMN_RS12205",54,25,69,63,234,63,224,136,229,2561,490,1797
"NWMN_RS12210",820,568,513,286,425,250,1431,752,1470,274,319,223
"NWMN_RS12215",5920,3007,3011,1586,2253,1903,7441,4162,8693,1454,1274,1149
"NWMN_RS12220",0,1,0,0,8,11,0,2,6,4,1,9
"NWMN_RS12225",60,34,40,61,116,70,40,42,48,132,106,127
"NWMN_RS12230",747,580,743,515,823,461,536,710,819,457,309,325
"NWMN_RS12235",870,432,531,282,399,254,489,656,478,383,282,328
"NWMN_RS12240",2536,1217,1982,1153,1265,1058,1186,2008,1626,1232,901,1181
"NWMN_RS12245",610,389,523,314,379,270,443,593,475,360,295,385
"NWMN_RS12250",150,110,114,54,140,45,108,158,171,110,76,60
"NWMN_RS12260",13114,17716,8139,11573,17357,8874,12167,12256,9845,7333,10009,4138
"predicted RNA",458,557,199,324,828,241,310,528,313,221,323,93
"NWMN_RS12265",18237,26493,10248,18651,32972,12711,15038,21105,13894,10417,18391,6172
"NWMN_RS12270",7601,3606,5697,3921,4895,3523,3862,5671,4748,3132,3832,1669
"NWMN_RS12275",5759,4691,5893,4006,6506,4386,4898,7409,6511,3875,3999,2901
"NWMN_RS12280",14574,9493,13501,9392,14401,9714,11788,16030,14661,8473,7727,5824
"NWMN_RS12285",5132,3637,4240,3533,5120,3455,4525,6045,5570,3391,3437,2311
"NWMN_RS12290",13704,19950,13838,8016,5499,7186,12501,12921,15299,3264,3946,1986
"NWMN_RS12295",88127,101287,95787,42728,31119,44252,76934,69862,104478,18247,20639,12484
"NWMN_RS12300",9238,11504,7865,4347,3462,4129,7465,6970,8757,2050,2373,1340
"NWMN_RS12305",107743,98730,89386,43892,35443,41694,75023,89560,84064,18030,25345,10576
"NWMN_RS12310",2104,3895,1565,904,1015,727,1343,2897,1819,567,923,315
"predicted RNA",692,1169,697,338,369,351,581,995,835,173,193,100
"NWMN_RS12315",32523,30583,26821,14260,8928,12381,26177,24256,28406,5252,7084,3592
"NWMN_RS12320",33064,49299,38427,16486,11705,16172,32085,30995,43647,8197,6515,5597
"NWMN_RS12325",261001,279141,272370,103887,83486,116233,186069,223561,282292,46753,45490,34458
"NWMN_RS12330",39863,40708,36935,17021,8231,14050,37456,26849,41355,5748,6559,3555
"NWMN_RS12335",39444,46971,37877,13221,7732,12690,32643,35248,40013,5167,5244,3064
"NWMN_RS12340",102298,115121,96058,36753,21382,36954,84530,77859,103741,13957,15363,8953
"NWMN_RS12345",25125,35769,21521,9193,6198,7690,19056,25852,24535,3668,4746,2279
"NWMN_RS12350",17103,28762,20241,7671,4311,6498,20405,17930,24979,2806,3029,2008
"NWMN_RS12355",42354,57433,38501,16095,9392,12317,39917,37904,45503,6252,7100,3655
"NWMN_RS12360",48247,62257,36921,14814,11626,13935,36030,46228,42765,6154,8899,4547
"NWMN_RS12365",77017,89324,73679,24689,17616,23400,75815,69730,90665,10503,10705,6478
"NWMN_RS12370",64116,92983,69074,22185,17904,21885,73673,66832,94118,9635,9824,6634
"NWMN_RS12375",46080,63327,43159,13600,11578,14494,47118,46294,55231,7528,7191,4684
"NWMN_RS12380",42763,68959,45659,14191,14736,14120,50927,56161,64025,6904,7313,4857
"NWMN_RS12385",23216,28235,22061,6608,6799,6520,23747,23190,29168,3153,3408,2371
"NWMN_RS12390",52009,68572,50077,17335,15316,17281,60248,50861,69379,8649,8146,5818
"NWMN_RS12395",101995,102004,86012,30972,30566,33050,103535,86021,118073,14526,15055,8985
"NWMN_RS12400",58271,76050,42265,18688,22815,18122,47202,69633,59772,9351,11809,6137
"NWMN_RS12405",10536,13223,5831,3192,4575,2849,7902,12789,7799,1797,2779,1101
"NWMN_RS12410",98274,113049,96599,41123,40784,45557,101056,88534,121362,19524,22982,11951
"NWMN_RS12415",20358,30476,19370,10839,12690,10336,22089,23124,26168,5504,6377,3109
"NWMN_RS12420",56912,73441,60983,26368,37406,35488,60208,58679,84327,15511,17212,9239
"NWMN_RS12425",171458,181856,150102,79003,113362,91688,160492,168491,193526,39791,52749,23433
"NWMN_RS12430",32638,30189,23072,12487,17866,12937,30124,29311,31845,5945,12123,4174
"predicted RNA",4911,5747,2172,620,990,323,2174,7510,2531,323,1455,244
"NWMN_RS12435",587,895,874,555,1029,558,467,961,612,891,854,802
"NWMN_RS12440",16830,14785,15165,11961,15583,9762,22696,23230,27404,6250,13612,3816
"predicted RNA",245,141,260,186,150,152,186,203,184,111,108,84
"NWMN_RS12445",9543,6379,9276,6958,6956,6696,6418,8838,6921,5366,5705,4106
"NWMN_RS12450",1,12,7,0,16,9,2,2,2,5,10,1
"NWMN_RS12455",3302,2481,2776,2950,3916,2566,2229,3663,2945,2386,2841,1745
"NWMN_RS12460",26705,14610,24070,19322,17340,18313,13611,18022,17114,5831,12403,2935
"predicted RNA",4666,3014,4961,3651,3231,3428,2462,3439,3171,1072,1732,442
"NWMN_RS12465",0,3,7,0,0,0,14,3,0,5,1,0
"NWMN_RS12470",1362,684,1182,867,1405,830,981,1239,1062,746,767,363
"NWMN_RS12475",93,81,167,107,153,92,90,104,110,73,196,91
"NWMN_RS12480",394,339,348,370,375,223,296,435,394,265,341,203
"NWMN_RS12485",28774,15742,28479,16446,20659,16600,18313,23392,20192,15929,12699,10253
"NWMN_RS12490",11737,7641,10892,9666,11838,7925,5530,8149,6441,5111,5458,3621
"NWMN_RS12495",14,30,51,22,59,26,45,37,22,26,26,14
"NWMN_RS12500",588,499,432,518,659,394,227,444,370,417,295,289
"NWMN_RS12505",271,258,209,110,501,143,210,354,181,69,247,56
"NWMN_RS12510",294,410,387,307,748,291,434,427,378,230,300,153
"NWMN_RS12515",102,125,127,62,134,45,897,1746,1060,591,962,356
"NWMN_RS12520",0,0,0,0,0,0,0,0,0,0,0,0
"NWMN_RS12535",4264,2795,3880,3003,4718,2730,3593,3809,4280,3499,2900,2677
"NWMN_RS12540",2139,1376,2288,1626,2345,1602,2137,1919,2631,1919,1679,1633
"NWMN_RS12545",507,278,456,321,533,307,386,495,423,322,273,240
"NWMN_RS12550",1232,671,896,695,1209,781,735,1130,860,597,802,491
"NWMN_RS12555",2130,839,1148,646,1387,667,1149,1766,1267,804,949,748
"NWMN_RS12560",5254,2654,3616,2651,3857,2446,4162,4894,4556,3070,2823,2636
"NWMN_RS12565",2054,1572,1457,2810,2501,2187,1870,2407,1731,2180,2492,1509
"NWMN_RS12570",2935,1355,2275,1700,2381,1547,2492,2958,2140,1641,1698,1328
"NWMN_RS12575",3464,2423,3374,2182,3668,2330,3330,4575,4485,2926,2396,2542
"NWMN_RS12580",4056,2117,3593,2600,4077,2690,4423,5768,6871,3967,2767,2774
"NWMN_RS12585",2993,1594,3180,2553,2967,2434,3578,4439,5567,3681,2515,2538
"NWMN_RS12590",1929,1234,1307,1311,1788,963,1846,3303,2477,1816,2182,1604
"NWMN_RS12595",1055,922,1671,962,1490,1012,1375,2007,2043,1923,1764,1586
"NWMN_RS12600",3826,2422,3632,1887,2220,2285,2618,3215,3435,856,1530,523
"NWMN_RS12605",4961,2628,3777,2272,2711,2289,3164,4544,3573,982,2086,596
"NWMN_RS12610",4253,2013,2435,2284,3237,3066,1647,3182,2136,1510,1671,1049
"NWMN_RS12615",10639,7723,4455,6702,8220,6472,3102,6562,2665,1183,2609,719
"NWMN_RS12620",191,82,78,76,152,56,169,248,189,291,167,211
"NWMN_RS12625",122,65,98,61,123,89,670,1248,1078,499,825,244
"NWMN_RS12630",136,100,16,45,149,68,613,1801,964,608,1471,425
"NWMN_RS12635",106,105,66,62,137,104,864,1944,1559,925,1515,619
"NWMN_RS12640",777,422,506,434,926,438,3342,6242,5633,3223,4607,2252
"NWMN_RS12645",113,93,129,197,275,188,621,1122,1055,590,844,385
"NWMN_RS12650",183,263,338,293,450,216,824,1637,1352,1025,1297,633
"NWMN_RS12655",829,498,658,644,949,597,1605,2618,2180,1393,2336,996
"NWMN_RS12660",302,237,243,230,475,218,547,1234,963,780,892,455
"NWMN_RS12665",851,1167,979,1015,1604,607,808,856,899,554,823,353
"NWMN_RS12675",373,206,392,257,364,123,486,747,586,414,504,286
"NWMN_RS12680",176,212,175,114,285,111,552,682,872,337,186,224
"NWMN_RS12685",574,565,777,453,835,377,1854,2429,3006,1209,892,887
"NWMN_RS12690",14482,21054,10311,17123,43898,19450,12865,11268,17414,1588,10547,926
"NWMN_RS12695",250,240,305,313,442,205,341,246,275,818,499,596
"NWMN_RS12700",25077,16288,25377,16006,31364,16504,16483,18097,18691,14900,16473,8784
"NWMN_RS12705",21432,18633,25696,17487,34696,18336,15953,17266,19352,17159,16912,11695
"NWMN_RS12710",309,239,189,307,376,193,263,241,252,371,413,225
"NWMN_RS12715",8751,6950,4281,19763,40487,14753,4154,4523,3346,5766,12035,3480
"NWMN_RS12725",7781,4368,7122,10173,16286,10956,5695,8874,7267,34447,12299,27709
"NWMN_RS12730",6944,4815,5886,6173,8819,5345,5664,8848,6172,3789,6377,2794
"NWMN_RS12735",5357,4092,3430,4937,5931,4004,3607,6199,3684,3019,5858,2074
"NWMN_RS12740",230,636,272,190,368,171,428,538,351,131,464,173
"NWMN_RS12745",2153,1702,2558,2061,4490,2353,4639,4545,5345,8950,5342,7322
"NWMN_RS12750",32072,20265,40237,29229,56767,32855,55663,58008,67219,107644,56235,93549
"NWMN_RS12755",3566,1840,2559,2602,2971,2125,2006,2618,2394,2730,2188,2136
"NWMN_RS12760",1681,944,1566,1504,1667,1458,934,1448,1151,2261,1440,1844
"NWMN_RS12765",1469,1231,1533,1469,1777,1196,967,1476,1263,1913,1779,1533
"NWMN_RS15785",35,26,8,67,64,44,23,50,32,89,61,72
"NWMN_RS12775",12684,6920,15803,7744,11404,8886,6794,8651,9698,3930,5393,2383
"NWMN_RS12780",0,0,11,0,2,1,0,0,0,4,0,1
"NWMN_RS12785",6974,4359,4574,3802,6104,3504,1924,2273,2495,2431,2279,1684
"predicted RNA",743,750,904,793,656,771,807,977,972,1388,571,901
"NWMN_RS12790",14763,7964,11235,14213,14365,12729,10635,12373,11729,16808,11989,11050
"NWMN_RS12795",2254,1875,2762,2085,2444,2037,1571,1963,1583,1227,1789,921
"NWMN_RS12800",768,627,892,914,821,721,507,735,613,530,589,312
"NWMN_RS12805",368,227,250,403,530,268,259,375,311,359,319,272
"NWMN_RS12810",4473,2416,4068,3566,5143,3906,2621,3796,3787,3263,3561,2260
"NWMN_RS12815",879,471,747,746,1020,626,869,1204,1360,920,995,700
"NWMN_RS12820",448,464,512,489,742,597,816,786,800,575,625,409
"NWMN_RS12825",1085,805,1379,6562,13098,4633,1134,1208,1189,61317,11305,26126
"NWMN_RS12830",1370,570,1082,1030,1317,1143,696,945,884,535,808,392
"NWMN_RS12835",3492,1491,1754,1824,2358,1350,1387,2147,1134,979,1987,660
"NWMN_RS12840",5330,2377,3885,3057,4164,2673,3485,3807,3984,1270,1897,556
"NWMN_RS12845",2092,836,1846,1391,1932,1435,427,404,370,759,399,549
"NWMN_RS12850",3810,1977,3217,6225,10502,6025,4263,3540,5090,24917,6561,24277
"NWMN_RS12855",1314,555,961,771,754,790,1307,1705,1307,1421,1226,976
"NWMN_RS12860",911,493,674,647,1093,602,816,765,875,2698,660,2128
"NWMN_RS12865",222,100,206,221,484,198,220,272,292,1463,340,1380
"NWMN_RS12870",49,72,42,54,74,57,81,114,41,273,106,247
"NWMN_RS12875",0,9,15,6,22,3,8,25,5,25,30,2
"NWMN_RS12880",2105,1352,2293,3024,5009,2717,1708,1644,1910,6977,2807,6415
"NWMN_RS12885",7531,7132,6712,9552,17311,9008,7892,8556,9458,7954,9741,5757
"NWMN_RS12890",1229,785,980,1099,1801,733,924,1160,1184,844,1035,658
"NWMN_RS12895",1496,696,1324,1312,1318,994,948,1096,1127,1174,928,706
"NWMN_RS12905",2585,2526,2420,2847,4623,2819,4606,4295,5892,1539,2917,1094
"NWMN_RS12910",365,246,203,251,432,199,318,441,389,104,352,78
"NWMN_RS15555",0,9,8,19,11,7,7,15,11,9,8,3
"NWMN_RS12915",1779,1154,1627,1634,2380,1545,867,1021,961,983,780,729
"NWMN_RS12920",1814,823,1316,1161,1487,973,520,709,584,568,552,578
"NWMN_RS12925",106,201,203,211,262,178,35,149,111,117,128,57
"NWMN_RS12930",458,202,312,313,259,205,148,159,152,118,140,151
"NWMN_RS12935",1044,1333,1298,1340,1909,1619,336,500,432,825,785,515
"NWMN_RS12940",5132,3354,3846,3918,4964,3493,3502,4304,4188,3300,3385,2365
"NWMN_RS12945",1590,1326,1693,1638,2075,1501,1506,1775,2007,1297,1306,1008
"NWMN_RS12950",828,616,915,804,1018,676,443,646,406,882,773,511
"NWMN_RS12955",2819,1535,3137,2524,2808,2442,1613,1939,1914,2120,1551,1947
"NWMN_RS12960",4599,2508,3844,4836,5782,4442,3220,4063,3779,4070,3273,2876
"NWMN_RS12965",544,703,840,682,805,519,651,856,779,625,856,387
"NWMN_RS12970",5533,6754,5952,4224,5619,3625,6209,6665,5316,2080,2803,1135
"NWMN_RS12975",731,866,554,420,844,313,636,908,604,198,487,158
"NWMN_RS12980",2143,1503,2211,2207,2943,1742,1307,1710,1357,1278,1572,824
"NWMN_RS12985",3874,2534,3615,2815,3854,2893,3439,3812,3735,2528,2689,2064
"NWMN_RS12990",0,6,4,0,1,0,3,7,10,1,0,0
"NWMN_RS12995",6592,5545,7317,2819,5106,2795,3775,4881,4759,1668,2102,1322
"NWMN_RS13005",4246,4960,4137,2896,3731,3201,3420,4469,4038,1894,3198,1398
"predicted RNA",4760,7891,5448,3800,6090,3061,5416,7972,6276,2306,3804,1347
"NWMN_RS13010",1259,531,1275,749,732,691,444,434,445,206,263,94
"NWMN_RS13015",16,18,15,19,32,18,31,18,0,7,27,3
"NWMN_RS13020",146,152,243,109,225,89,181,222,197,112,138,86
"NWMN_RS13025",100,123,113,50,100,75,78,175,106,75,73,65
"NWMN_RS13030",2289,1034,1695,1515,1496,1484,1331,1778,1456,1172,1452,806
"NWMN_RS13035",1590,1116,1460,1384,1653,1539,1073,1819,1365,1310,1304,754
"NWMN_RS13040",200,241,367,241,376,226,310,368,339,475,376,315
"NWMN_RS13045",159,215,236,262,281,177,207,238,283,383,253,261
"NWMN_RS13050",5562,2415,5428,3567,3995,3536,1967,2668,2245,3447,2203,2777
"NWMN_RS13055",12633,13741,24976,14398,3026,3808,12861,6320,30229,2699,4422,1910
"NWMN_RS13060",3558,2138,3338,3234,4149,2634,2102,2451,2482,2368,2160,1897
"NWMN_RS13065",5469,3053,5130,4855,5018,3690,3018,3871,3222,5626,3611,4064
"NWMN_RS13070",615,384,537,323,381,376,263,437,424,209,200,167
"NWMN_RS13075",4859,2492,4468,3743,4470,3121,2160,3279,3018,2116,2309,1546
"NWMN_RS13080",893,287,293,289,373,276,126,201,65,185,120,69
"NWMN_RS13085",9682,3337,5657,2936,3992,4112,1044,1977,1391,1026,939,1025
"NWMN_RS13090",2,0,4,0,0,0,5,0,0,7,0,0
"NWMN_RS13095",308,263,214,174,229,162,276,234,331,73,174,60
"NWMN_RS13105",1583,980,1982,1089,1124,1010,1149,1426,1314,742,895,325
"NWMN_RS13110",3649,1975,3018,2276,3159,2345,1761,2914,2025,1530,2200,1224
"NWMN_RS13115",2815,2100,2786,1958,3269,1587,1590,2659,1951,928,1645,795
"predicted RNA",0,28,85,203,108,178,38,34,30,1589,123,727
"NWMN_RS13120",1832,1625,3298,12708,11398,9896,1660,1634,1957,57390,10011,22287
"NWMN_RS13125",149,154,427,405,246,371,54,98,58,1019,295,471
"predicted RNA",153902,153270,117091,161204,225537,95223,221914,223312,187555,393392,185116,338932
"NWMN_RS13130",1238,1043,1220,1066,1538,1197,1157,1492,1548,1331,1000,713
"NWMN_RS13135",5166,2809,4470,7557,9974,6261,5210,5184,4204,18789,8793,14288
"NWMN_RS13140",405,299,241,371,628,362,305,329,267,432,477,306
"NWMN_RS13145",18561,15008,19416,15860,15699,13346,12193,15095,16656,8700,10665,5091
