"Synonym","Newman.TSB.Replicate.1","Newman.TSB.Replicate.2","Newman.TSB.Replicate.3","Newman.Minus.Glc.Replicate.1","Newman.Minus.Glc.Replicate.2","Newman.Minus.Glc.Replicate.3","arlRS.KO.TSB.Replicate.1","arlRS.KO.TSB.Replicate.2","arlRS.KO.TSB.Replicate.3","arlRS.KO.Minus.Glc.Replicate.1","arlRS.KO.Minus.Glc.Replicate.2","arlRS.KO.Minus.Glc.Replicate.3"
"NWMN_RS13150",180,208,155,195,176,103,196,252,192,104,208,62
"NWMN_RS13155",985,687,811,885,1040,706,719,954,870,948,1004,676
"NWMN_RS13160",238,298,301,362,410,247,315,313,321,303,330,218
"NWMN_RS13165",465,981,1417,3246,581,697,2288,422,8397,1399,1712,873
"NWMN_RS13170",103,51,77,52,72,58,78,101,121,47,70,19
"NWMN_RS15570",59,60,103,19,98,35,39,74,64,30,31,49
"NWMN_RS13175",118,141,139,136,200,100,183,153,248,138,91,118
"NWMN_RS13180",1719,1034,2216,1806,1927,1256,1707,1399,2158,1736,1391,1246
"NWMN_RS13185",2515,1598,2655,2914,3239,2209,2408,2262,3258,2856,2617,2193
"NWMN_RS13190",1643,1439,2269,2090,2353,1601,2039,1826,2772,2300,1710,1866
"NWMN_RS13195",251,236,502,502,304,266,459,272,645,653,434,502
"NWMN_RS13200",569,454,1477,1757,633,511,980,423,1672,1453,1084,911
"NWMN_RS13205",1032,738,2444,3501,1071,778,1953,693,3384,2440,2150,2096
"NWMN_RS13210",1436,1747,3118,8278,1158,1808,4363,926,10033,5966,4664,4208
"NWMN_RS13215",2377,1998,2055,4698,1926,1096,1963,1487,2797,1855,2777,1276
"NWMN_RS13220",114,186,149,468,67,65,159,145,226,89,213,74
"NWMN_RS13225",558,1235,936,1907,418,427,1491,760,5876,625,830,502
"NWMN_RS13230",130,288,208,259,32,45,993,165,3286,121,227,100
"NWMN_RS13235",484,258,396,386,574,282,412,422,444,262,476,159
"NWMN_RS13240",5873,5078,5308,6226,7488,6193,7778,6951,11083,3564,5695,2155
"NWMN_RS13245",18,31,53,78,58,47,98,62,51,68,36,32
"NWMN_RS13250",760,398,642,629,620,469,425,591,536,418,407,211
"NWMN_RS13255",3326,4333,4734,2403,3131,2130,2963,4125,3190,2581,2130,1880
"NWMN_RS15790",1,0,5,1,1,4,0,0,2,1,0,0
"NWMN_RS13260",342,192,197,311,498,293,236,220,173,469,330,281
"NWMN_RS13265",850,402,450,575,921,462,483,735,527,573,824,425
"NWMN_RS13270",0,16,0,4,6,8,9,19,7,11,16,2
"NWMN_RS13275",2238,2332,1549,2188,3731,2111,1548,3598,2628,2236,3119,1733
"NWMN_RS13280",1168,939,1051,1063,1367,1040,1450,1241,1677,1158,766,899
"NWMN_RS13285",422,293,387,286,461,343,433,748,689,377,510,193
"NWMN_RS13290",7178,3596,7494,3762,4900,3400,5164,6772,6278,3355,2624,2018
"NWMN_RS13295",6609,3563,7769,3965,4270,3412,4871,5486,5660,3375,2608,2188
"NWMN_RS13300",2133,1233,1800,1156,1328,970,1688,2446,1832,739,970,591
"NWMN_RS13305",10454,5449,13238,7590,8730,6813,8697,9294,9666,5158,5645,3579
"NWMN_RS13315",37,34,52,30,31,36,39,25,38,30,62,49
"NWMN_RS13320",1328,1287,1645,1736,2680,1596,1333,1840,1536,3059,1705,2684
"NWMN_RS13325",11904,6370,7357,5819,20761,5064,12056,23601,15726,14152,19174,9597
"NWMN_RS13330",43,30,22,26,45,27,27,39,56,34,20,26
"NWMN_RS13335",23085,31170,23705,7575,13564,4250,3379,4585,4633,2052,1336,1314
"NWMN_RS13345",73,105,303,292,322,208,33,36,33,1852,128,1345
"NWMN_RS13350",914,649,1024,488,595,237,622,631,824,1464,568,998
"NWMN_RS13355",1046,666,1059,544,732,424,545,816,1002,1634,709,1064
"NWMN_RS13360",92,31,58,17,57,42,72,52,28,36,22,24
"NWMN_RS13365",829,379,638,314,427,231,423,599,443,200,274,172
"NWMN_RS13370",360,184,300,150,241,59,265,233,225,149,119,88
"NWMN_RS13375",69,111,75,64,90,41,87,144,50,59,66,47
"NWMN_RS13380",907,363,555,218,260,243,441,533,405,148,204,71
"NWMN_RS13385",147,94,86,50,41,31,88,79,103,41,57,16
"NWMN_RS13390",0,1,0,0,3,1,0,0,5,3,1,3
"NWMN_RS13400",138,41,67,58,103,38,56,149,52,28,52,32
"NWMN_RS13405",44,103,121,60,143,112,86,145,161,54,115,60
"NWMN_RS13415",78,96,73,72,87,88,250,303,425,578,758,614
"NWMN_RS13420",371,318,399,354,366,304,252,227,225,508,267,404
"NWMN_RS13425",3716,1778,3031,2794,2984,2291,2045,2331,2375,2642,1855,1867
"NWMN_RS13430",6975,3825,5890,4308,5801,4002,3415,5458,4128,3995,3694,2984
"NWMN_RS13435",12521,8305,11881,10168,11670,9916,1690,2034,1612,2204,1453,1347
"NWMN_RS13440",194,226,171,268,575,208,191,198,163,429,356,364
"NWMN_RS13445",10444,3932,11114,8152,8358,8679,4332,6691,5227,6607,6366,5115
"NWMN_RS13450",1027,438,587,561,1015,501,660,992,592,436,695,238
"NWMN_RS13455",313,242,467,1295,7818,1674,278,326,345,89413,1137,86135
"NWMN_RS13460",5773,3504,4396,4540,6675,4130,5329,6168,5727,4307,5081,3100
"NWMN_RS13470",7432,6509,4998,8982,15707,8935,13283,14516,20981,7371,9466,4326
"NWMN_RS13480",1033,921,1080,1230,1473,988,741,1185,930,972,1235,799
"NWMN_RS13485",4692,2415,4331,3722,4815,3675,2983,3410,2755,1173,2199,672
"NWMN_RS13495",8576,3225,7057,4189,5297,3805,5721,6801,6437,1653,4048,1016
"NWMN_RS13500",11140,5104,9822,7078,7831,6326,8583,8276,10820,2173,5229,1099
"NWMN_RS13505",1836,887,1544,1576,2143,1281,4309,5077,6213,7526,5785,6179
"NWMN_RS13510",478,393,441,417,588,233,1313,1820,2174,2709,2282,2403
"NWMN_RS13515",123,177,183,160,275,164,665,875,1036,966,1131,1172
"NWMN_RS13520",896,596,684,811,1141,541,2666,3933,3852,4396,4121,4199
"NWMN_RS13525",3,11,4,6,8,0,2,9,0,2,7,0
"NWMN_RS13530",4,6,0,4,13,0,20,14,26,10,7,3
"NWMN_RS13535",1099,761,874,613,910,432,753,1418,989,918,1146,535
"NWMN_RS13540",3427,1811,1960,1825,3263,1607,13358,15948,17842,5175,10076,2188
"NWMN_RS13545",2556,1723,2558,3066,4648,2426,2676,2876,3412,7381,3899,6490
"NWMN_RS13550",3436,2908,3081,2991,6064,2991,4529,4242,5143,2838,3215,1825
"NWMN_RS13555",5240,2762,5946,7288,11994,7309,3979,4787,4348,17606,7739,13910
"NWMN_RS13560",4636,2434,5104,6878,8018,6440,3870,3517,4279,13646,6213,10039
"NWMN_RS13565",4282,2150,3455,3139,3653,2632,2657,4031,2825,3569,3255,2500
"NWMN_RS13570",687,688,593,653,1013,806,661,822,823,670,681,445
"NWMN_RS13575",321,283,188,193,412,160,224,450,283,233,437,204
"NWMN_RS13580",0,4,8,1,4,0,0,3,5,4,3,4
"NWMN_RS13585",708,356,249,347,397,249,174,453,251,248,432,193
"NWMN_RS13590",4887,2650,5175,3977,4898,3550,1677,2112,2061,4800,2562,3049
"NWMN_RS13595",1024,874,962,1015,1287,546,149,308,132,176,320,104
"NWMN_RS13600",3811,2251,3316,2243,3669,2952,1151,1503,1410,1234,1201,754
"NWMN_RS13605",1143,1000,1125,857,1228,1025,303,504,469,294,352,200
"NWMN_RS13610",3390,1838,2173,1686,2352,2301,595,1030,814,620,691,349
"NWMN_RS13615",877,510,738,465,663,811,171,221,227,239,182,126
"NWMN_RS13620",2605,1546,2112,1632,1801,2032,453,692,663,612,452,474
"NWMN_RS13625",3464,2151,2487,1999,2026,2066,551,893,603,732,526,581
"NWMN_RS13630",1090,806,880,388,285,473,138,205,120,128,83,116
"NWMN_RS13635",432,310,192,97,133,129,32,79,31,86,29,44
"NWMN_RS13640",1066,722,1094,343,351,358,116,214,147,110,65,97
"NWMN_RS13645",83,70,78,121,198,108,190,77,129,421,117,289
"NWMN_RS13650",2084,879,1425,2304,3809,1797,1801,1819,1477,5923,2936,4678
"NWMN_RS13655",3864,1842,3171,3771,3596,3056,3347,3541,4167,4991,3509,2712
"NWMN_RS13660",3370,2731,3036,4667,11766,4317,10207,11514,9336,51147,19371,41767
"NWMN_RS13665",83,45,73,42,29,25,16,51,61,47,29,20
"NWMN_RS13670",420,317,346,313,448,155,160,369,118,223,210,133
"NWMN_RS13680",242,175,337,151,137,51,99,179,242,96,106,74
"NWMN_RS13685",6468,2888,6263,4347,3968,3150,3002,3177,4558,2090,2302,1974
"NWMN_RS13690",2469,1337,1814,2215,2685,1937,2111,2195,1781,2600,2367,1751
"NWMN_RS13695",1899,1078,1482,1636,2115,1496,1634,1727,1622,2152,1464,1474
"NWMN_RS13700",137,244,177,178,53,81,231,132,774,129,180,102
"NWMN_RS15600",0,13,23,8,19,16,29,4,44,0,6,2
"NWMN_RS13705",279,123,116,117,141,114,133,198,194,85,190,104
"NWMN_RS15795",0,0,0,0,0,0,0,0,0,0,0,0
"NWMN_RS13710",144,229,103,112,158,81,88,227,80,61,81,59
"NWMN_RS13715",356,213,253,110,261,204,211,223,169,122,173,110
"NWMN_RS13725",3236,2058,2041,1010,1557,1089,1293,2241,1498,861,609,693
"NWMN_RS13730",1998,1313,1933,888,1007,686,1038,1417,1216,602,421,559
"NWMN_RS13735",427,279,337,129,147,71,189,261,100,63,68,64
"NWMN_RS13740",5815,3554,4294,2791,3487,2851,1863,3283,2539,1723,1495,1341
"NWMN_RS13745",1579,1099,1334,801,1047,942,594,935,931,434,441,453
"NWMN_RS13750",2387,1289,2548,2738,2820,2292,834,1123,1095,2511,1539,1942
"NWMN_RS13755",171,153,183,148,251,121,34,40,26,92,121,78
"NWMN_RS13760",97,93,105,129,163,43,25,46,10,44,59,30
"NWMN_RS13765",75,44,40,51,91,34,90,86,129,41,38,32
"NWMN_RS13770",318,238,356,335,345,197,352,403,626,237,258,228
"NWMN_RS13775",1128,655,587,160,276,137,1426,1220,756,433,326,429
"NWMN_RS13780",20,5,0,0,15,7,0,3,5,9,0,3
"NWMN_RS13785",0,1,5,6,0,13,2,10,4,8,4,2
"NWMN_RS13790",4610,2513,3039,4410,4706,3900,2720,3208,3458,3143,3128,2670
"NWMN_RS13795",59510,39967,44298,40799,53012,35807,19605,22431,13221,7727,20844,2811
"NWMN_RS13800",108166,74520,82019,74865,98275,67651,29741,36020,18813,14926,38649,5765
"NWMN_RS13805",0,4,0,1,0,8,4,0,0,14,1,2
"NWMN_RS13810",2644,1357,2489,2397,4882,1954,1239,1629,1309,12819,1836,12950
"NWMN_RS13815",817,556,1960,989,1222,776,470,549,558,12134,797,12403
"NWMN_RS13820",236,146,589,255,346,121,143,106,139,3680,196,3279
"NWMN_RS13825",1089,1000,1216,1613,1796,1315,803,970,965,1908,1258,1344
"NWMN_RS13830",2495,1386,2912,2652,3144,2525,1763,1659,2019,3255,1937,2428
"NWMN_RS13835",780,288,375,506,1122,350,642,485,496,2026,909,1172
"NWMN_RS13840",2164,1555,2030,1348,1995,1854,2227,3485,3178,6392,2057,5162
"predicted RNA",56,22,32,125,75,118,12,12,11,1579,108,988
"NWMN_RS13845",5942,3599,9466,16977,24601,19527,2788,3766,3718,93097,12892,67904
"NWMN_RS13850",5529,3068,6611,4012,4443,3686,4641,5714,6670,4818,5171,3221
"NWMN_RS13855",0,0,0,0,0,0,0,0,0,0,0,0
"NWMN_RS13860",306,163,384,210,283,150,174,244,248,140,189,124
"NWMN_RS13865",1,33,18,24,30,11,26,32,8,26,12,12
"NWMN_RS13870",3567,1733,2569,3770,5897,3053,69,131,125,41,111,70
"NWMN_RS13875",666,952,990,1210,2172,745,45,32,38,66,62,43
"NWMN_RS13880",951,524,2447,3562,5297,3870,435,385,488,20178,3245,14951
"NWMN_RS13890",7904,4428,6348,6436,8200,6782,3975,4431,4588,4063,4093,2465
"NWMN_RS13895",164,64,54,43,85,28,75,134,16,151,62,105
"NWMN_RS13900",44,72,64,72,210,49,116,144,142,247,122,212
"NWMN_RS13905",189,196,86,238,391,138,278,286,338,281,259,223
"NWMN_RS13910",193,121,121,184,319,160,167,131,118,359,445,344
"NWMN_RS13915",1723,868,1331,1472,1672,1130,1347,1497,1419,1668,1368,1194
"NWMN_RS13920",2643,1147,1647,2492,4232,2499,1878,3136,1782,3841,3192,2956
"NWMN_RS13925",7419,4753,7749,5083,4961,3342,31559,24205,57616,8708,20918,5905
"NWMN_RS13930",457,421,412,792,1591,684,423,575,496,1364,1516,724
"NWMN_RS13935",10,7,0,1,9,2,85,64,70,74,50,45
"NWMN_RS13940",90,51,106,67,79,17,230,214,342,229,301,207
"NWMN_RS13945",3633,2455,2221,2849,2926,1898,1822,3589,1769,2019,3629,1386
"NWMN_RS13950",2769,1961,2223,2138,2014,2230,779,1265,792,653,1067,385
"predicted RNA",1595,1331,1450,1215,1345,1369,568,788,430,230,355,149
"NWMN_RS13955",444,350,282,306,503,283,499,728,566,257,675,245
"NWMN_RS13960",0,1,0,0,0,0,1,0,0,1,0,2
"NWMN_RS13965",2250,1361,1283,1195,1252,839,1359,1274,1539,4690,1340,3879
"NWMN_RS13970",189,239,162,90,214,50,213,230,322,1003,135,923
"NWMN_RS13975",1328,1522,975,883,1544,518,1510,1309,1910,8599,1245,7684
"NWMN_RS13980",118,155,77,592,1147,327,326,203,279,665,929,624
"NWMN_RS13985",6768,4135,5212,6672,9698,7168,6576,7929,8868,6942,7325,4642
"NWMN_RS13990",12643,4687,9815,8994,10813,7886,4297,8103,5223,7129,7005,5860
"NWMN_RS13995",630,290,718,488,658,473,344,528,421,599,367,348
"NWMN_RS14000",1719,534,1150,1079,1193,932,664,719,617,845,854,643
"NWMN_RS14005",6146,4871,6912,2457,4685,3016,4775,4720,6788,3845,3726,2199
"NWMN_RS14010",15812,11059,13940,21318,34876,17390,26698,21801,23897,50790,28010,42492
"NWMN_RS14015",5929,4701,5631,8208,13454,6814,12625,8564,12103,21690,9880,18123
"NWMN_RS14020",111,114,60,19,112,26,726,310,600,18,37,20
"NWMN_RS14025",3588,2056,3367,2579,3032,2458,1976,2545,2687,2063,2344,1389
"NWMN_RS14030",11325,5614,5308,7329,6865,4926,3368,3899,2639,3860,6304,2632
"NWMN_RS14035",2225,1683,901,3210,8777,3681,1150,1282,1061,1322,2509,977
"NWMN_RS14040",4,6,4,6,4,0,8,17,9,1,15,3
"NWMN_RS15825",26,38,57,19,31,31,100,84,65,40,60,24
"NWMN_RS14050",91,157,138,49,81,91,132,124,217,54,158,80
"NWMN_RS14055",14050,8436,13756,11010,13518,11497,8376,10021,11754,9787,8078,7368
"NWMN_RS14060",14657,8739,12781,16377,18610,16325,6596,6933,8657,11784,8538,8644
"NWMN_RS14065",2288,1007,2041,1489,1456,1323,1248,1308,1632,1163,1172,1096
"NWMN_RS14070",38594,39775,47054,64792,39781,44542,19027,20419,31864,44141,25215,38518
"NWMN_RS14075",50,39,19,36,41,58,51,123,102,34,43,26
"NWMN_RS14080",295,281,252,213,315,174,743,945,1133,385,468,280
"NWMN_RS14085",80,48,0,26,27,30,204,393,214,97,304,90
"NWMN_RS14090",1374,972,1115,1223,2201,1133,1911,3285,2279,1204,1847,929
"NWMN_RS14095",4955,3684,3688,3797,5939,4241,4597,5569,5983,4593,4606,3375
"NWMN_RS14100",0,2,0,4,23,6,1,6,19,115,10,63
"NWMN_RS14105",1880,1165,2656,3918,9769,3923,1198,1540,1275,57013,3225,59437
"NWMN_RS14110",814,312,477,755,804,628,331,511,421,626,702,476
"NWMN_RS14115",18,42,38,24,4,5,44,58,52,33,50,45
"NWMN_RS14120",3172,1784,2681,2391,3525,2320,1996,2736,2457,2717,2070,2107
"NWMN_RS14125",625,417,287,497,907,407,371,589,547,738,811,761
"NWMN_RS14130",6281,2392,5783,3617,4651,3744,3339,4384,4534,4459,3259,3589
"NWMN_RS14135",4252,1796,4229,2829,3150,2282,2283,2969,2824,3354,2542,2501
"NWMN_RS14140",2888,1386,2332,3513,9489,4658,1534,1614,1508,8938,4005,7763
"NWMN_RS14145",571,494,738,942,2883,995,398,396,474,2748,1070,2409
"NWMN_RS14150",1562,954,1529,2446,4389,2390,654,719,767,6440,2279,5255
"NWMN_RS14155",2704,1420,2903,4939,5998,3656,1406,1233,1592,14538,3701,11281
"NWMN_RS14160",145,85,181,305,221,281,68,54,103,1063,216,823
"NWMN_RS14165",2162,2544,2199,4059,5300,2577,1290,1608,1144,820,1929,424
"NWMN_RS14170",32317,27277,29830,17440,36825,20620,21242,28098,30380,15031,17729,10428
"NWMN_RS14175",1361,1424,1030,1324,2957,1530,1332,1645,1800,947,830,594
"NWMN_RS14180",39496,34999,34368,67988,94740,62334,32407,25690,30204,25031,31600,16447
"NWMN_RS14185",1680,1191,1988,671,649,636,1692,2265,2526,692,1102,320
"NWMN_RS15620",0,2,0,6,0,0,4,3,0,0,0,0
"NWMN_RS14195",595,315,312,481,598,410,309,537,320,323,524,272
"NWMN_RS15625",293,220,178,167,409,231,175,333,295,173,224,172
"NWMN_RS14205",128,91,118,58,191,71,67,105,52,70,107,42
"NWMN_RS14210",953,424,468,610,716,507,422,500,305,226,427,115
"NWMN_RS14215",1967,1335,1863,1447,2054,1412,1083,1802,1534,567,1055,400
"NWMN_RS14220",130,142,206,190,219,102,135,204,125,37,114,50
"NWMN_RS14225",1684,899,1695,1161,2005,1487,757,1335,889,709,1036,502
"NWMN_RS14230",630,318,574,490,593,553,183,396,228,240,338,176
"NWMN_RS14235",4614,2531,3766,6806,13718,7084,3224,3474,2781,11640,7708,10184
"NWMN_RS14240",4749,3748,4393,9170,20959,9365,5373,5527,4625,30029,12978,30172
"NWMN_RS14245",1446,984,1195,948,1444,942,998,1264,1133,759,853,506
"NWMN_RS14250",592,312,641,304,501,330,362,414,538,245,224,115
"NWMN_RS14255",430,261,444,180,330,161,220,199,177,134,189,41
"NWMN_RS14260",11,19,0,5,15,3,0,4,5,0,20,4
"NWMN_RS14265",84,46,28,22,77,33,3,31,1,12,34,22
"NWMN_RS14270",12,6,0,12,14,8,5,5,0,9,6,1
"NWMN_RS14275",428,354,256,933,1491,676,660,725,606,2233,1264,1902
"NWMN_RS14280",12248,13518,8887,16089,11034,16857,13768,12906,19084,7666,13020,5830
"predicted RNA",3097,3910,2545,4400,3066,5010,2893,3567,4510,1793,2253,1389
"NWMN_RS14285",987,1540,757,1742,1157,1480,1072,1389,1353,676,1786,599
"NWMN_RS14290",596,626,839,562,718,456,571,820,727,200,396,165
"NWMN_RS14295",1515,644,1346,1287,1202,1162,893,1104,883,1865,1750,1494
"NWMN_RS14300",614,547,592,375,765,519,327,545,400,373,351,236
"NWMN_RS14305",11,9,10,5,17,6,16,17,16,0,9,0
"NWMN_RS14310",1466,1011,1582,1705,2291,1570,1805,2143,1981,2076,1988,1577
"NWMN_RS14315",1119,897,595,949,1411,763,523,1246,765,782,1203,480
"NWMN_RS14320",26790,12088,17418,20898,29109,21777,16195,26093,17707,13307,21600,8308
"NWMN_RS14325",5742,3501,3342,4915,6891,4214,4425,6687,4865,2852,6887,1879
"NWMN_RS14330",5792,3217,5167,4343,5473,3644,2798,4347,3480,1457,3200,1140
"NWMN_RS14335",2802,1645,2188,2833,2968,2351,2173,3341,2853,1976,3137,1450
"NWMN_RS14340",5249,2768,4399,6388,6164,4773,3909,5840,6685,7142,6162,5619
"NWMN_RS14350",12311,4634,15259,9734,5026,7432,12472,10586,15089,7250,8382,2987
"NWMN_RS14355",1194,660,1422,555,406,628,600,683,813,783,586,420
"NWMN_RS14360",8,10,40,29,51,19,3,18,32,107,53,101
"NWMN_RS14365",26424,17040,22205,32979,32603,26145,3602,8221,4408,6226,5799,4134
"NWMN_RS14370",110087,71882,97822,97431,136663,97667,60111,73138,80609,66026,62627,48185
"NWMN_RS14375",19,70,36,19,35,12,17,26,38,22,28,37
"NWMN_RS14380",31155,13220,33200,24491,27577,20757,16649,22198,20826,22698,19447,16834
"NWMN_RS14385",153,158,178,258,383,184,120,200,114,601,417,472
"NWMN_RS14390",55,68,47,110,105,79,62,71,37,78,111,50
"NWMN_RS14395",743,470,758,596,1060,635,375,511,429,478,413,365
"NWMN_RS14400",592,344,584,581,1144,629,313,458,385,513,569,407
"NWMN_RS14405",0,0,0,0,0,0,0,0,0,0,0,0
"NWMN_RS14410",153,115,79,88,204,58,55,137,63,67,133,18
"NWMN_RS14415",825,455,904,1368,2506,1238,824,800,855,2177,1587,1214
"NWMN_RS14420",1091,851,1173,1228,2099,1370,378,335,482,576,462,392
"NWMN_RS14425",0,0,0,0,0,0,0,0,0,0,0,0
"NWMN_RS14430",0,0,0,0,0,0,0,0,0,0,0,0
"NWMN_RS14435",2625,1718,2235,3894,882,1242,4188,3187,5673,707,1673,343
"NWMN_RS14440",4045,4068,4325,6993,1812,2766,7910,7433,13287,1425,3230,813
"NWMN_RS14445",983,544,644,597,989,512,428,504,585,247,350,248
"NWMN_RS14450",27,49,24,40,122,40,58,118,56,58,74,35
"NWMN_RS14455",2620,1481,1939,1802,3437,1824,1984,3563,1914,2144,1987,1262
"NWMN_RS14460",4468,1938,2300,2760,4814,2860,3197,4913,3055,2672,3314,1980
"NWMN_RS14465",0,3,11,0,2,1,0,0,0,3,0,0
"NWMN_RS14470",145,123,224,114,178,93,231,279,359,378,227,240
"NWMN_RS14475",48,25,29,5,13,8,71,92,52,74,82,34
"NWMN_RS14480",0,1,0,0,0,0,5,7,10,7,5,5
"NWMN_RS14490",1248,1031,1489,1008,1576,827,1189,1615,1899,818,829,696
"NWMN_RS14495",1328,682,924,710,984,772,1019,1037,1205,752,584,674
"NWMN_RS14500",2643,1731,2601,2363,3547,2203,2274,2400,3179,2105,1579,1787
"NWMN_RS14505",902,843,1208,965,1377,851,911,1056,1284,961,642,886
"NWMN_RS14510",86,36,63,50,86,45,74,113,56,60,77,29
"NWMN_RS14520",22,36,7,51,194,33,48,34,66,45,78,41
"NWMN_RS15830",0,0,0,0,0,0,1,0,0,0,1,0
"NWMN_RS14525",3578,2280,3359,3028,4494,2305,2296,3654,2277,2377,2587,1289
"NWMN_RS14530",2127,1552,1729,1673,2309,1462,1888,2415,2330,1476,1660,1070
"NWMN_RS14535",309337,232467,258732,137219,115887,149127,62121,89422,68158,40756,40845,23969
"NWMN_RS14540",950,1177,1366,738,1191,815,621,797,940,1587,537,808
"NWMN_RS14545",1714,1432,1753,1116,1332,933,664,832,875,3126,884,1619
"NWMN_RS14550",946,802,1297,580,498,375,551,455,619,2614,544,1281
"NWMN_RS14555",230,301,331,112,123,87,257,242,347,872,210,366
"NWMN_RS14560",217,220,337,49,66,38,218,213,368,484,190,326
"NWMN_RS14565",0,0,0,0,0,0,0,0,0,0,0,0
"NWMN_RS14570",42,6,0,8,6,6,5,17,14,9,10,8
"NWMN_RS14575",509,342,254,393,494,406,420,654,541,464,360,372
"NWMN_RS14580",243,139,222,282,345,168,372,714,456,566,781,424
"NWMN_RS14585",62,19,30,29,57,30,47,178,66,42,154,62
"NWMN_RS14590",312,208,386,515,455,477,369,330,507,1214,504,995
"NWMN_RS14595",4254,2346,3877,26468,40251,31671,4662,4854,5334,10756,12771,7034
"NWMN_RS14600",1861,1579,1907,10672,18456,11781,2215,2694,2699,4657,6030,2862
"NWMN_RS14605",14623,8505,11082,8496,11206,7888,9292,11456,10426,5853,7901,4026
"NWMN_RS14610",6610,4017,5801,2954,3743,2243,3653,6010,4097,2741,2260,2208
"NWMN_RS14615",4479,1916,4063,2663,2930,2336,783,1070,818,946,864,708
"NWMN_RS14620",1025,647,751,654,902,588,520,675,719,655,579,555
"NWMN_RS14625",3833,2347,3912,3829,5419,3185,1543,1505,1375,3058,1359,2272
"NWMN_RS14630",4388,2795,3524,3259,5510,3339,1342,1592,1420,2746,1600,2439
"NWMN_RS14635",4207,2577,3668,3456,6211,3104,2429,2634,2715,6124,3388,5337
"NWMN_RS14640",150,125,112,108,144,85,317,431,310,113,190,48
"NWMN_RS14645",294,241,214,67,138,78,620,582,530,247,193,77
"NWMN_RS14650",192,159,222,85,156,104,655,747,571,163,325,113
"NWMN_RS14655",424,217,211,121,218,96,1245,1119,1093,285,477,151
"NWMN_RS14660",14289,7461,7573,6955,6382,5444,73860,83112,67103,28873,45077,15739
"NWMN_RS14665",449,306,350,512,1077,486,618,803,673,842,751,596
"NWMN_RS14670",40,57,56,58,133,59,118,111,97,65,70,24
"NWMN_RS14675",43,68,88,103,160,83,135,123,159,96,89,27
"NWMN_RS14680",886,561,737,1432,1770,1190,945,640,741,2858,1573,2286
"NWMN_RS14685",3608,1478,2246,3097,7783,3312,2544,4402,2722,4753,5935,3260
"NWMN_RS14690",552,307,544,369,595,381,426,542,667,423,425,334
"NWMN_RS14695",307,128,280,181,281,162,283,310,291,150,199,127
"NWMN_RS14700",502,352,378,383,623,357,3439,5520,5494,2286,3177,1522
"NWMN_RS14705",326,128,208,50,180,120,1517,3015,2077,746,1783,553
"NWMN_RS14710",0,25,24,22,15,23,238,335,235,84,170,72
"NWMN_RS14715",1312,2056,2108,1167,1572,898,1312,2201,1609,1456,848,1071
"NWMN_RS14720",39,30,44,25,44,48,40,40,46,31,38,9
"NWMN_RS14725",63,26,83,48,87,30,77,211,163,72,69,39
"NWMN_RS14730",80,102,75,59,178,65,106,239,169,91,106,20
"NWMN_RS14735",77,72,81,52,130,84,58,154,84,54,108,36
"NWMN_RS14740",110,148,265,264,199,205,57,77,26,1055,106,883
"NWMN_RS15650",29,30,81,44,26,6,49,114,52,48,39,10
"NWMN_RS14750",569,275,768,314,269,248,601,696,561,354,569,290
"NWMN_RS14755",863,312,1028,324,271,240,736,652,571,454,594,293
"NWMN_RS14760",1106,380,1540,352,268,277,1016,961,919,407,611,266
"NWMN_RS14765",297,201,861,200,170,130,491,493,434,174,376,155
"NWMN_RS14770",838,350,1431,330,211,206,671,757,676,312,623,181
"NWMN_RS14775",1021,444,2002,388,301,264,781,891,742,338,597,204
"NWMN_RS14780",1395,477,2770,411,272,372,908,887,973,451,696,210
"NWMN_RS14785",242,147,720,161,12,74,176,180,112,77,142,41
"NWMN_RS14790",1038,304,2105,201,168,238,436,488,413,255,417,122
"NWMN_RS14795",1585,744,1404,699,950,680,6111,6761,8208,4905,4093,3037
"NWMN_RS14800",318,51,108,82,145,89,177,298,230,67,98,61
"NWMN_RS14805",375,222,444,149,230,146,417,719,658,226,151,128
"NWMN_RS14810",979,475,776,298,469,318,1526,1618,1755,434,445,282
"NWMN_RS14815",236,98,216,63,51,42,385,345,385,66,71,40
"NWMN_RS14820",189,78,194,79,51,37,370,318,302,54,84,45
"NWMN_RS14825",604,389,553,726,1464,684,395,414,339,1090,724,781
"NWMN_RS14830",358,279,434,608,1054,583,294,448,335,2896,736,2339
"NWMN_RS14835",8489,5602,6436,5129,11472,6789,4624,7804,3492,1929,4059,1258
"NWMN_RS14840",1119,581,985,945,959,789,587,770,786,666,702,501
"NWMN_RS14845",354,392,419,387,576,459,352,529,685,315,380,298
