"gene_id","WT_3H_R1_GE","WT_3H_R2_GE","pEPSA_Teg49_Comp_3H_R1_GE","pEPSA_Teg49_Comp_3H_R2_GE","Teg49_mutant_3H_R1_GE","Teg49_mutant_3H_R2_GE"
"SAOUHSC_02115",1,0,2,1,0,0
"gatB",34273,42754,48063,51527,42177,42886
"gatA",23672,28235,35198,39770,32131,32607
"gatC",1561,1855,1934,2041,1648,1746
"SAOUHSC_02119",3091,4681,4499,5051,3763,3796
"SAOUHSC_02121",11240,14187,16988,17675,15596,15329
"SAOUHSC_02122",12290,16922,18169,19831,16368,16134
"SAOUHSC_02123",12081,15679,19319,21782,17839,17833
"SAOUHSC_02124",1784,2240,2668,2856,2277,2358
"SAOUHSC_02125",2755,2942,4385,4674,4818,4843
"SAOUHSC_02126",9730,10904,15487,15893,16365,16782
"SAOUHSC_02127",2798,3794,3557,4148,3351,3367
"SAOUHSC_02129",981,1220,1500,1969,1497,1511
"SAOUHSC_02130",1079,1599,1129,912,637,724
"SAOUHSC_02131",5067,6145,7210,8010,7223,7454
"nadE",7218,9681,10609,11276,10456,10753
"SAOUHSC_02133",8554,11480,13289,14685,14066,14292
"SAOUHSC_02134",17176,22238,28243,33858,26779,26941
"SAOUHSC_02135",8622,9337,13301,15874,12770,12761
"SAOUHSC_02136",206,256,273,265,253,231
"SAOUHSC_02137",4537,5258,6453,7417,6020,6170
"SAOUHSC_02138",3450,4664,4971,5230,4524,4740
"SAOUHSC_02139",4970,5712,7823,8632,7145,7451
"SAOUHSC_02140",22271,26277,35637,36960,33381,33344
"SAOUHSC_02141",15,8,10,23,16,9
"SAOUHSC_02142",9631,12929,16871,19432,16769,17096
"SAOUHSC_02143",4800,6034,7827,8935,7871,8200
"SAOUHSC_02144",562,785,990,1165,967,957
"SAOUHSC_02145",856,1182,1108,1328,1134,1054
"SAOUHSC_02146",1218,1572,1923,2333,1902,2017
"SAOUHSC_02147",6358,7254,9723,11213,9434,9717
"SAOUHSC_02148",1724,2035,2503,2931,2353,2397
"SAOUHSC_02149",1321,1520,1608,1634,1382,1452
"SAOUHSC_02150",6098,7809,8986,9534,11338,11913
"SAOUHSC_02151",9302,10556,15548,18751,17309,17483
"SAOUHSC_02152",11904,14882,19041,21228,19364,19193
"SAOUHSC_02153",3751,4160,6429,8611,7763,7798
"SAOUHSC_02154",7875,9732,13338,15719,13931,14540
"SAOUHSC_02155",1176,1547,1673,1923,1609,1715
"SAOUHSC_02156",47,40,94,99,106,88
"SAOUHSC_02157",269,273,347,260,188,183
"SAOUHSC_02158",15893,19652,25329,27262,23012,24006
"SAOUHSC_02160",299,372,476,597,669,751
"SAOUHSC_02161",1587,2086,2763,3236,3900,3949
"SAOUHSC_02164",0,0,0,0,0,0
"SAOUHSC_02166",0,0,0,0,0,0
"SAOUHSC_02167",0,0,0,0,0,0
"SAOUHSC_02169",0,0,0,0,0,0
"SAOUHSC_02170",0,0,0,0,0,0
"SAOUHSC_02171",0,0,0,0,0,0
"SAOUHSC_02173",0,0,0,0,0,0
"SAOUHSC_02174",0,0,0,0,0,0
"SAOUHSC_02175",4,2,2,6,3,4
"SAOUHSC_02176",0,0,0,0,0,0
"SAOUHSC_02177",0,0,0,0,0,0
"SAOUHSC_02178",0,0,0,0,0,0
"SAOUHSC_02179",0,0,0,0,0,0
"SAOUHSC_02180",0,0,0,0,0,0
"SAOUHSC_02181",0,0,0,0,0,0
"SAOUHSC_02182",0,0,0,0,0,0
"SAOUHSC_02183",0,0,0,0,0,0
"SAOUHSC_02184",0,0,0,0,0,0
"SAOUHSC_02185",0,0,0,0,0,0
"SAOUHSC_02186",0,0,0,0,0,0
"SAOUHSC_02187",0,0,0,0,0,0
"SAOUHSC_02188",0,0,0,0,0,0
"SAOUHSC_02189",0,0,0,0,0,0
"SAOUHSC_02190",0,0,0,0,0,0
"SAOUHSC_02191",0,0,0,0,0,0
"SAOUHSC_02193",0,0,0,0,0,0
"SAOUHSC_02194",0,0,0,0,0,0
"SAOUHSC_02195",0,0,0,0,0,0
"SAOUHSC_02196",0,0,0,0,0,0
"SAOUHSC_02197",0,0,0,0,0,0
"SAOUHSC_02198",0,0,0,0,0,0
"SAOUHSC_02199",0,0,0,0,0,0
"SAOUHSC_02200",0,0,0,0,0,0
"SAOUHSC_02202",0,0,0,0,0,0
"SAOUHSC_02203",0,0,0,0,0,0
"SAOUHSC_02204",0,0,0,0,0,0
"SAOUHSC_02205",0,0,0,0,0,0
"SAOUHSC_02206",0,0,0,0,0,0
"SAOUHSC_02207",0,0,0,0,0,0
"SAOUHSC_02208",0,0,0,0,0,0
"SAOUHSC_02209",0,0,0,0,0,0
"SAOUHSC_02210",0,0,0,0,0,0
"SAOUHSC_02211",0,0,0,0,0,0
"SAOUHSC_02212",0,0,0,0,0,0
"SAOUHSC_02213",0,0,0,0,0,0
"SAOUHSC_02214",0,0,0,0,0,0
"SAOUHSC_02215",0,0,0,0,0,0
"SAOUHSC_02216",0,0,0,0,0,0
"SAOUHSC_02217",0,0,0,0,0,0
"SAOUHSC_02218",0,0,0,0,0,0
"SAOUHSC_02219",0,0,0,0,0,0
"SAOUHSC_02220",0,0,0,0,0,0
"SAOUHSC_02221",0,0,0,0,0,0
"SAOUHSC_02222",0,0,0,0,0,0
"SAOUHSC_02223",0,0,0,0,0,0
"SAOUHSC_02224",0,0,0,0,0,0
"SAOUHSC_02225",0,0,0,0,0,0
"SAOUHSC_02226",0,0,0,0,0,0
"SAOUHSC_02227",0,0,0,0,0,0
"SAOUHSC_02228",0,0,0,0,0,0
"SAOUHSC_02229",0,0,0,0,0,0
"SAOUHSC_02232",0,0,0,0,0,0
"SAOUHSC_02233",0,0,0,0,0,0
"SAOUHSC_02234",0,0,0,0,0,0
"SAOUHSC_02235",0,0,0,0,0,0
"SAOUHSC_02236",0,0,0,0,0,0
"SAOUHSC_02237",0,0,0,0,0,0
"SAOUHSC_02238",0,0,0,0,0,0
"SAOUHSC_02239",0,1,0,0,0,0
"SAOUHSC_02241",8042,11576,12205,12684,17860,18135
"SAOUHSC_02243",8350,11261,13005,14284,19878,20677
"SAOUHSC_02244",10794,14401,18288,20516,19580,19505
"SAOUHSC_02245",109,117,140,141,143,157
"SAOUHSC_02246",38,68,59,78,79,80
"SAOUHSC_02247",826,948,1390,1748,1433,1463
"SAOUHSC_02248",1910,2648,3075,3702,3321,3305
"SAOUHSC_02249",1566,2267,2620,3121,2559,2481
"SAOUHSC_02250",68,139,126,116,115,124
"SAOUHSC_02251",21,21,29,45,22,35
"groEL",17220,23288,23260,24063,32917,35439
"groES",1059,1774,1357,1250,1961,2156
"SAOUHSC_02256",4257,4159,6423,7700,6110,6127
"SAOUHSC_02257",5156,6742,7845,8918,6611,6708
"SAOUHSC_02258",2003,2361,3256,3609,3106,3097
"SAOUHSC_02259",4357,5802,7071,8260,7247,7320
"SAOUHSC_02260",199593,451011,358228,419121,435494,372161
"SAOUHSC_02261",85767,97101,164856,202590,168085,163775
"SAOUHSC_02262",22585,27644,39252,45988,38362,37678
"SAOUHSC_02264",156952,190564,287095,374730,327755,311273
"SAOUHSC_02265",91102,115475,157495,178819,156303,151644
"SAOUHSC_02266",193,192,247,362,270,288
"SAOUHSC_02267",7577,10067,11587,12502,10104,9944
"SAOUHSC_02268",10686,14091,16586,19161,15286,14692
"SAOUHSC_02269",1913,2298,2816,3585,2445,2392
"SAOUHSC_02270",58,85,101,123,89,112
"SAOUHSC_02271",499,665,657,626,509,537
"SAOUHSC_02272",1401,2063,1911,2046,1582,1576
"SAOUHSC_02273",3354,4781,4920,4958,4406,4429
"SAOUHSC_02274",4318,5110,6327,6883,5332,5330
"SAOUHSC_02275",3,5,3,7,0,6
"SAOUHSC_02276",1458,1777,2413,2850,2209,2388
"SAOUHSC_02277",4897,6259,8065,8967,6526,6308
"SAOUHSC_02278",1193,1369,1904,2082,1483,1629
"SAOUHSC_02279",2735,3178,4301,4927,3424,3462
"SAOUHSC_02280",1118,1221,1750,2036,1654,1609
"SAOUHSC_A02169",1,0,1,0,1,1
"SAOUHSC_02281",91,262,226,234,276,313
"SAOUHSC_02282",234,448,391,508,480,483
"SAOUHSC_02283",12,23,35,38,32,27
"SAOUHSC_02284",130,183,185,215,201,221
"SAOUHSC_02285",266,425,486,539,507,537
"SAOUHSC_02286",230,436,452,628,506,546
"SAOUHSC_02287",242,418,400,534,493,474
"leuD",102,151,173,177,185,181
"SAOUHSC_02289",300,360,419,517,490,495
"SAOUHSC_R00014",1,63,0,18,20,0
"SAOUHSC_R0009",404681,421218,356404,236321,216652,415925
"SAOUHSC_R0004",100800,79552,67218,43657,38296,79438
"SAOUHSC_T00025",125,70,183,163,77,83
"SAOUHSC_T00034",7,3,7,5,4,8
"SAOUHSC_02294",7,5,7,6,4,5
"SAOUHSC_02296",4119,4751,6659,7557,5548,5660
"SAOUHSC_02297",13873,16198,20491,21706,15346,15348
"SAOUHSC_02298",38691,45644,56688,60014,52219,54439
"SAOUHSC_02299",15653,16917,22148,23964,20668,21527
"SAOUHSC_02300",3466,4481,4643,4779,4237,4413
"SAOUHSC_02301",19861,22090,31335,33902,30710,31253
"SAOUHSC_A02189",1372,1492,1910,2188,1974,1947
"SAOUHSC_02303",5678,6490,8436,9028,7376,7502
"SAOUHSC_02304",4076,4241,7120,7389,5779,5644
"SAOUHSC_02305",8853,11644,14010,15719,13000,13565
"acpS",2949,3853,5013,5783,4809,4760
"SAOUHSC_02307",2971,3869,4488,5138,4200,4342
"SAOUHSC_02308",7139,9164,10913,12369,9899,9984
"SAOUHSC_02309",624,675,988,1188,934,914
"SAOUHSC_02310",281,443,489,555,467,430
"SAOUHSC_02311",595,858,972,1226,954,991
"SAOUHSC_02312",236,357,425,483,385,389
"SAOUHSC_02313",5,4,11,21,16,13
"SAOUHSC_02314",3048,4096,5146,6232,5610,5600
"SAOUHSC_02315",1077,1401,1767,2117,1850,2004
"SAOUHSC_02316",44560,53766,74908,82347,54793,52624
"SAOUHSC_02317",13459,17415,19109,20341,20330,20229
"ddl",10722,13499,15944,18123,16827,17076
"SAOUHSC_02319",5320,5229,8301,9046,8025,8257
"SAOUHSC_02320",5242,8105,8810,8751,8109,7714
"SAOUHSC_02321",276,359,458,497,493,506
"SAOUHSC_02322",363,440,506,483,413,471
"SAOUHSC_02323",5224,6583,8826,10548,8594,8566
"SAOUHSC_02324",2962,3868,4650,5695,4688,4636
"SAOUHSC_02325",103,158,177,210,180,183
"SAOUHSC_02326",22,14,10,19,7,4
"SAOUHSC_02327",20247,22010,30305,31933,23192,22554
"thiE",168,227,232,248,189,205
"SAOUHSC_02329",157,231,236,263,222,208
"SAOUHSC_02330",175,219,232,299,203,228
"SAOUHSC_02331",74,65,99,145,82,101
"SAOUHSC_02332",306,154,506,309,218,203
"SAOUHSC_02333",498,459,629,641,451,478
"SAOUHSC_02334",1277,2140,2485,2821,2660,2623
"SAOUHSC_02335",894,1116,1394,1495,1401,1586
"fabZ",7771,10651,12348,13721,11299,11361
"SAOUHSC_02337",13532,18865,19389,20730,15838,16288
"SAOUHSC_02338",1244,1600,1954,2262,1714,1790
"SAOUHSC_02339",8,9,10,9,7,11
"atpC",37893,54998,57971,64511,50746,52564
"SAOUHSC_02341",151199,227586,249870,287295,228005,231381
"SAOUHSC_02343",86838,129369,143364,166690,132551,133934
"SAOUHSC_02345",128114,190753,205668,235332,181971,185615
"SAOUHSC_02346",57751,80535,100536,122913,96770,99345
"SAOUHSC_02347",37576,55124,56146,62104,48174,49332
"SAOUHSC_02349",10205,15275,15031,15899,11913,12203
"SAOUHSC_02350",61943,84025,100045,116824,91429,92565
"SAOUHSC_02351",32930,44588,57001,70041,53719,54793
"SAOUHSC_02352",29569,41164,47485,53050,47808,49166
"upp",16308,21868,26365,29176,25986,27616
"glyA",37549,52896,59586,66932,59892,61710
"SAOUHSC_02355",9446,16121,12779,12091,11248,10957
"SAOUHSC_02356",950,1280,1503,1685,1284,1343
"SAOUHSC_02357",2936,3841,4261,4586,3505,3509
"SAOUHSC_02358",7745,10143,12662,13897,10711,10360
"prfA",8444,10904,12800,13382,10381,10126
"SAOUHSC_02360",3666,4606,5933,6587,5281,5221
"rpmE2",45261,57339,74719,75212,53070,52404
"rho",13687,16684,20891,22152,18498,18505
"SAOUHSC_02363",36021,50442,55546,62855,51657,53374
"SAOUHSC_02364",4914,6298,8033,8271,6916,6721
"SAOUHSC_02365",7601,9256,10958,12067,10338,10158
"SAOUHSC_02366",158847,195448,249767,249254,248926,254459
"SAOUHSC_02367",2356,2856,3956,4124,3488,3687
"pyrG",15666,20081,25827,28110,20071,19892
"SAOUHSC_02369",5768,7061,8205,8267,7601,7712
"SAOUHSC_02370",2359,3004,3834,3887,3512,3581
"SAOUHSC_02371",2603,3030,4050,4221,3203,3248
"SAOUHSC_02372",4931,5310,6839,6788,7186,7051
"SAOUHSC_02373",1602,2045,2143,2285,1961,2028
"SAOUHSC_02374",1183,1597,1610,1583,1410,1477
"SAOUHSC_02375",4818,5878,8004,8391,8142,8489
"SAOUHSC_02376",5605,6757,9483,11690,9354,9388
"SAOUHSC_02377",7061,10206,10205,12384,9267,9173
"SAOUHSC_02378",179,257,218,262,162,184
"SAOUHSC_02379",3485,5308,5263,5741,4522,4544
"deoD",11793,15302,17537,17679,16094,16443
"SAOUHSC_02381",7221,9050,10828,10721,10254,10627
"SAOUHSC_02382",4066,4675,6489,6999,6719,6742
"SAOUHSC_02383",8355,7425,13101,13097,10714,10600
"SAOUHSC_02384",1535,1669,2180,2501,1816,1843
"SAOUHSC_02385",6396,7365,9262,10482,7581,7709
"SAOUHSC_02386",1193,1580,1827,1968,1390,1488
"SAOUHSC_02387",15873,22575,22850,23970,20443,20535
"SAOUHSC_02388",564,747,1071,1275,1361,1291
"SAOUHSC_02389",3176,3420,5257,6066,5903,6037
"SAOUHSC_02390",70949,78113,115031,131914,111014,112322
"SAOUHSC_02391",2684,1955,4258,3166,2649,2410
"SAOUHSC_02393",1760,2048,2452,2849,2421,2505
"SAOUHSC_02394",4,1,1,1,2,3
"SAOUHSC_02396",2611,3143,4135,4451,4054,3970
"SAOUHSC_02397",711,1038,1042,1100,1022,1005
"SAOUHSC_02399",70497,99897,112652,131031,111465,113752
"SAOUHSC_02400",1379,2119,2351,3050,2336,2380
"SAOUHSC_02401",12061,16232,19631,23915,19719,20331
"SAOUHSC_02402",3449,4705,5166,5747,4600,4731
"SAOUHSC_02403",12235,15310,18371,21338,17431,17503
"SAOUHSC_02404",1785,2411,2764,3299,2760,2974
"glmM",16596,20630,26184,28771,22297,22909
"SAOUHSC_02406",9764,12267,15525,17865,13579,13770
"SAOUHSC_02407",8062,10181,12780,14610,10971,11239
"SAOUHSC_02409",2562,2698,3745,3994,3736,3684
"SAOUHSC_02410",420,499,639,775,705,679
"SAOUHSC_02411",1,1,3,4,0,1
"SAOUHSC_T00037",0,0,28,0,0,0
"SAOUHSC_02412",1393,662,1694,1164,548,526
"SAOUHSC_T00017",0,0,0,0,0,0
"SAOUHSC_T00058",5005,1756,5906,4380,2222,2108
"SAOUHSC_T00061",307,9,304,223,114,103
"SAOUHSC_T00020",0,0,0,0,0,0
"SAOUHSC_T00010",397,117,442,416,171,172
"SAOUHSC_R00015",0,70,0,23,23,0
"SAOUHSC_R00010",404871,421964,356514,236037,216279,417872
"SAOUHSC_T00029",49,26,62,81,23,27
"SAOUHSC_R0005",54,66,27,10,21,35
"SAOUHSC_02416",117,147,191,208,119,124
"SAOUHSC_02417",4830,6583,7081,7292,6065,6067
"SAOUHSC_02418",4014,4629,6511,7144,5782,5893
"SAOUHSC_02419",2075,2140,3095,3739,3409,3316
"SAOUHSC_02420",2247,2750,3453,4127,3821,3594
"SAOUHSC_02422",4727,5225,7246,8036,6334,6187
"SAOUHSC_02423",13909,16670,22158,23821,19559,19809
"SAOUHSC_02424",2957,3733,5192,5350,4600,4411
"SAOUHSC_02425",5947,8141,9847,11177,8540,8336
"SAOUHSC_02426",1978,2895,2351,2415,1442,1457
"SAOUHSC_02427",1043,1426,1661,1841,1840,1807
"SAOUHSC_02428",692,968,1015,1060,1086,1139
"SAOUHSC_02430",3084,4229,4682,4939,5671,5587
"SAOUHSC_02432",14,16,22,18,21,26
"SAOUHSC_02433",4201,5875,6136,6950,6925,6956
"SAOUHSC_02434",8251,12613,13254,15636,15437,15732
"SAOUHSC_02435",1332,2063,2137,2462,2654,2621
"SAOUHSC_02436",6578,10334,12147,14652,14383,14262
"SAOUHSC_02437",179,256,414,508,382,373
"SAOUHSC_02441",361788,476660,566090,592244,563895,562695
"SAOUHSC_02442",68032,78336,110024,124708,109375,111978
"SAOUHSC_02443",165719,209226,284628,329861,304542,304613
"SAOUHSC_02444",34316,48321,52924,63367,55545,55448
"SAOUHSC_02445",2338,3202,3944,4132,3456,3644
"SAOUHSC_02447",5517,6715,8826,8916,7858,7920
"SAOUHSC_02448",965,1525,1489,1578,1212,1249
"SAOUHSC_02449",370,517,542,662,627,560
"SAOUHSC_02450",397,603,687,764,594,677
"SAOUHSC_02451",10,24,16,21,22,21
"SAOUHSC_02452",52,66,77,83,77,72
"SAOUHSC_02453",63,84,88,105,86,94
"SAOUHSC_02454",33,61,69,92,53,75
"SAOUHSC_02455",7,14,26,14,23,20
"SAOUHSC_02456",1584,1867,2212,2110,1996,1960
"SAOUHSC_02457",1188,1816,2026,2386,2002,2127
"SAOUHSC_A02331",132,134,259,371,304,351
"SAOUHSC_02458",109,111,171,251,221,190
"SAOUHSC_02459",2,1,6,4,4,7
"SAOUHSC_02460",2060,2521,3213,3496,3231,3451
"SAOUHSC_02461",176,203,195,252,236,225
"SAOUHSC_02462",36,52,29,78,33,22
"SAOUHSC_02463",1397,1745,1805,2205,1448,1456
"SAOUHSC_02464",1231,1575,1809,1901,1771,1868
"SAOUHSC_02465",1676,2148,2583,2892,2534,2707
"SAOUHSC_02467",30738,37337,47974,53869,40561,39444
"SAOUHSC_02468",49820,69097,78370,88070,65628,64545
"SAOUHSC_02469",15,27,35,51,36,54
"SAOUHSC_02470",296,280,368,430,385,431
"SAOUHSC_02471",2568,2728,4678,5387,5915,5385
"SAOUHSC_02472",3917,4505,6449,8014,7889,7622
"SAOUHSC_02473",46,85,68,59,69,66
"SAOUHSC_02474",2055,2745,3160,3529,3377,3354
"SAOUHSC_02475",378,571,521,523,503,437
"SAOUHSC_02476",309,414,557,615,507,549
"rpsI",21971,39520,42202,43450,32037,30600
"rplM",25872,47511,56267,65981,47621,47146
"truA",2357,3508,4049,4572,3713,3768
"SAOUHSC_02481",2693,3502,4561,5712,4614,4585
"cbiO_1",2312,2757,3536,3848,2886,2835
"cbiO_2",863,1043,1212,1256,966,901
"rplQ",20628,31209,26705,25912,17889,18808
"SAOUHSC_02485",116219,165777,169286,186498,128239,129561
"SAOUHSC_02486",57117,84532,86377,94191,63922,65942
"rpsM",52533,78302,82651,94702,67286,68047
"rpmJ",7220,11554,10209,10519,7033,7568
"infA",15894,23791,24144,26825,18223,18799
"adk",58090,97444,78325,85096,57609,58422
"secY_1",196487,303305,311471,367370,254651,255403
"rplO",49989,83069,68300,71978,48037,48227
"rpmD",22795,38743,35218,40370,27795,27852
"rpsE",65723,112682,101022,110839,75315,75335
"rplR",53225,85535,83697,94740,63253,65378
"rplF",76401,126285,115156,130403,88656,92149
"rpsH",57602,94342,91042,108768,74995,76190
"rpsN_2",31537,47487,55293,66622,47231,46528
"rplE",45229,78810,62967,66883,47248,47839
"rplX",59068,102003,95121,108237,77672,76924
"rplN",34261,59825,50824,54837,38358,38360
"rpsQ",43396,73185,71744,85516,63171,61335
"SAOUHSC_02504",33637,56803,54795,64721,46336,46235
"rplP",46814,85077,78602,88090,63012,61149
"rpsC",85472,152905,140228,163702,114488,114295
"rplV",49291,87875,94081,116105,82701,82734
"rpsS",41060,79509,75191,88457,63867,61467
"rplB",100609,205727,168686,186069,134022,131527
"rplW",24442,45983,43595,50709,36299,36446
"rplD",63053,116385,116903,140743,101419,100919
"rplC",49050,90727,80963,87526,60426,60947
"SAOUHSC_02512a",29880,51668,60016,71083,51192,49740
"SAOUHSC_02515",1745,2261,2821,2981,2653,2370
"SAOUHSC_02516",20309,25403,36154,39496,39903,38798
"SAOUHSC_02517",9367,12760,15644,17323,14178,14072
"SAOUHSC_02518",0,5,2,0,2,2
"SAOUHSC_02519",2742,3097,4167,4776,3956,4351
"SAOUHSC_02520",6257,8472,8144,8384,6721,6804
"SAOUHSC_02521",1029,1176,1740,2077,1593,1685
"SAOUHSC_02522",1059,1136,1688,1783,1440,1366
"SAOUHSC_02523",711,962,1063,1082,874,882
"SAOUHSC_02524",1441,1775,2031,2311,2063,1849
"SAOUHSC_02525",15123,19238,22616,25291,21461,21250
"SAOUHSC_02527",13076,16212,19729,20636,17677,18411
"SAOUHSC_02528",719,842,1039,1367,1238,1176
"SAOUHSC_02529",1973,2337,2839,3163,2814,2918
"SAOUHSC_02530",121,166,213,246,182,181
"SAOUHSC_02531",635,865,1098,1392,937,996
"SAOUHSC_02532",391,431,503,499,433,476
"SAOUHSC_02533",36,54,80,92,71,70
"SAOUHSC_02534",27,31,45,34,38,37
"SAOUHSC_02535",14,31,35,34,30,31
"SAOUHSC_02536",5900,7585,8469,9093,8099,7958
"mobA",4900,6276,8125,9390,8426,8359
"SAOUHSC_02538",1207,1516,1916,2220,1931,1990
"SAOUHSC_02540",2395,3254,4088,4872,4436,4508
"SAOUHSC_02541",2090,3025,3497,4050,3702,3669
"SAOUHSC_02542",3979,5984,5837,6237,5519,5515
"moaC",2942,3850,4925,5402,5049,4927
"SAOUHSC_02544",1715,2260,2852,3129,2879,2939
"SAOUHSC_02545",4309,5721,7133,8193,7716,7630
"SAOUHSC_02546",4665,4944,7372,8069,7454,7519
"SAOUHSC_02547",3376,3985,5342,5584,5069,5167
"SAOUHSC_02549",5218,5940,7634,7746,7074,7489
"SAOUHSC_02550",2087,2530,3059,3361,2686,2649
"SAOUHSC_02551",1147,1433,1885,2097,1737,1740
"SAOUHSC_02552",502,574,727,734,594,587
"SAOUHSC_02553",481,619,810,863,798,819
"SAOUHSC_02554",2183,2717,2896,3056,2940,2995
"SAOUHSC_02555",8496,10143,11104,11027,10172,10191
"SAOUHSC_02557",827,844,1045,1208,781,790
"ureA",203,266,247,249,205,212
"ureB",453,677,577,631,535,540
"ureC",3196,4472,4337,5456,4308,4496
"ureE",1226,1662,1830,2358,1835,1887
"SAOUHSC_02563",2145,2585,2845,3573,2894,3052
"SAOUHSC_02564",1387,1870,1625,1853,1514,1619
"SAOUHSC_02565",3595,4314,5323,6743,5470,5598
"SAOUHSC_02566",26226,31970,40786,43252,42013,43225
"SAOUHSC_02568",1710,2101,2300,2197,2141,2038
"SAOUHSC_02569",283,355,447,503,462,476
"SAOUHSC_02570",887,1124,1458,1866,1604,1639
"SAOUHSC_02571",8389,10447,13272,14636,8656,8142
"SAOUHSC_02572",13801,7456,24956,28218,25349,24726
"SAOUHSC_02573",5173,7815,8091,9370,9186,9269
"SAOUHSC_02574",6426,8593,9442,10986,10244,10588
"SAOUHSC_02575",2742,3518,4300,5073,5494,5435
"SAOUHSC_02576",4800,5770,6549,6983,4895,4469
"SAOUHSC_02577",5800,7667,9190,9872,8947,8958
"SAOUHSC_02579",3217,3681,5103,5376,4668,4628
"SAOUHSC_02580",1780,2261,2433,2682,2087,2143
"SAOUHSC_A02450",89,75,125,144,156,105
"SAOUHSC_02581",8520,10346,12033,13308,10977,10824
"SAOUHSC_02582",58549,80332,86602,98374,78122,77929
"SAOUHSC_02583",7748,10863,11744,12733,10636,10926
"SAOUHSC_02584",4028,5053,6201,6843,5427,5351
"SAOUHSC_02585",6383,8966,12996,14572,13866,14204
"SAOUHSC_02587",1981,2019,2580,2750,1853,1889
"SAOUHSC_02588",13,24,25,38,20,33
"SAOUHSC_02589",8654,10287,12253,13971,10883,11245
"SAOUHSC_02590",5552,7727,7736,8013,6515,6405
"SAOUHSC_02591",900,1275,1279,1352,987,1004
"SAOUHSC_02592",1567,1974,2704,3058,2345,2323
"SAOUHSC_02593",208,305,272,232,210,213
"SAOUHSC_02594",1654,2218,2803,3072,2431,2486
"SAOUHSC_02595",214,281,328,339,291,267
"SAOUHSC_02596",283,339,522,615,517,628
"SAOUHSC_02597",995,1687,1780,2054,1562,1615
"SAOUHSC_02599",246,263,379,439,273,345
"SAOUHSC_02600",3115,4027,4136,3870,3382,3429
"SAOUHSC_02603",598,649,1024,1253,1052,1033
"SAOUHSC_02604",16229,20855,26615,29040,26153,26476
"SAOUHSC_02605",528,854,874,908,747,710
"SAOUHSC_02606",663,874,972,1454,850,766
"SAOUHSC_02607",878,1510,1536,1985,1606,1483
"SAOUHSC_02608",842,1058,1407,1734,1313,1323
"SAOUHSC_02609",109,170,212,268,209,206
"SAOUHSC_02610",9178,11994,13814,14948,13675,14573
"SAOUHSC_02611",12257,11056,18105,20093,13925,13554
"SAOUHSC_02612",1985,2878,2856,2850,2694,2673
"SAOUHSC_02613",2114,2526,3537,3884,3051,3152
"SAOUHSC_02614",4080,5837,7080,8032,7485,7440
"SAOUHSC_02615",567,869,814,783,774,766
"SAOUHSC_02616",0,0,0,1,0,4
"SAOUHSC_02618",1786,1780,2573,2754,2266,2251
"SAOUHSC_02619",511,650,739,802,591,680
"SAOUHSC_02620",1355,1907,2108,2250,2070,2129
"SAOUHSC_02621",373,490,587,619,529,499
"SAOUHSC_02622",444,552,612,661,503,582
"SAOUHSC_02623",5583,6898,8931,9556,7877,8153
"SAOUHSC_02624",2609,3215,4417,5082,4122,4265
"SAOUHSC_02625",1572,2071,2543,2855,2664,2625
"SAOUHSC_02626",2585,3211,4681,5402,4983,5104
"SAOUHSC_02627",5044,5846,7660,8172,7028,7307
"SAOUHSC_02628",3844,4408,6472,7735,5944,5848
"SAOUHSC_02629",2789,3408,4087,4617,3538,3424
"SAOUHSC_02630",692,893,954,1101,854,921
"SAOUHSC_02631",1496,1407,2189,2554,1701,1921
"SAOUHSC_02632",1423,1676,2102,2339,1850,1851
"SAOUHSC_02634",0,0,0,1,1,0
"SAOUHSC_02635",5322,5975,8496,9338,7769,7616
"SAOUHSC_02636",4421,4515,6719,6985,6355,6415
"SAOUHSC_02638",4720,5593,8344,9397,7888,8052
"SAOUHSC_02640",88,133,174,192,180,166
"SAOUHSC_02641",87,108,121,158,126,124
"SAOUHSC_02643",356,448,510,484,398,414
"SAOUHSC_02644",2449,2957,3726,4348,3622,3597
"SAOUHSC_02645",496,609,891,1093,847,902
"SAOUHSC_02646",395,569,726,864,728,745
"SAOUHSC_02647",4902,7248,7671,8511,7486,7449
"SAOUHSC_02648",126948,171542,212842,235592,218077,230172
"SAOUHSC_02649",7537,9749,12940,14760,12431,12675
"SAOUHSC_02650",19932,22452,33670,37011,35575,37448
"SAOUHSC_02651",678,732,806,773,768,734
"SAOUHSC_02652",5361,6814,8000,8110,6336,6472
"SAOUHSC_02653",416,459,569,602,585,552
"SAOUHSC_02654",1070,1602,1547,1637,1438,1561
"SAOUHSC_02655",0,1,2,3,2,0
"SAOUHSC_02656",5306,6122,10014,10809,10767,10479
"SAOUHSC_02657",10,11,9,10,8,14
"SAOUHSC_02658",436,588,690,782,558,507
"SAOUHSC_02659",2620,3069,4280,5012,4266,4399
"SAOUHSC_02660",5343,6150,8421,9979,8546,8888
"SAOUHSC_02661",11639,14687,16770,21504,14604,14000
"SAOUHSC_02662",102,139,83,73,39,50
"SAOUHSC_02663",695,862,1034,1426,1066,1071
"SAOUHSC_02664",3571,4591,5904,7373,6457,6183
"SAOUHSC_02665",17076,24249,29010,32363,29607,29975
"SAOUHSC_02666",3464,2727,4958,4973,5275,5037
"SAOUHSC_02667",18971,17291,30070,31079,26365,26567
