"gene_id","NRSA384.WT.1","NRSA384.WT.2","NRSA384.WT.3","NRSA384.389.4","NRSA384.389.5","NRSA384.389.6"
"SAUSA300_0989",7486,7523,10570,24542,23400,27254
"SAUSA300_0013",1358,1316,1818,4561,4494,5576
"SAUSA300_1320",910,916,1186,3188,2482,3384
"SAUSA300_2290",103,94,115,322,266,337
"SAUSA300_0645",331,371,396,1048,912,1326
"SAUSA300_2630",320,357,450,973,1049,1303
"SAUSA300_1025",331,364,467,1237,1111,1441
"SAUSA300_2636",161,164,250,576,609,713
"SAUSA300_0033",2995,3458,3665,9982,11294,12100
"SAUSA300_1170",634,668,668,2436,1891,2193
"SAUSA300_1648",2367,2168,3249,8940,7194,9097
"SAUSA300_2001",194,234,219,600,652,631
"SAUSA300_2640",100,103,104,335,309,378
"SAUSA300_1471",351,358,537,1395,1181,1469
"SAUSA300_2457",56,85,56,179,170,201
"SAUSA300_1554",279,269,338,948,926,1028
"SAUSA300_1472",1793,1777,2558,7285,5351,7355
"SAUSA300_0212",104,131,167,484,357,489
"SAUSA300_0086",104,136,170,469,365,520
"SAUSA300_1912",173,222,223,769,697,620
"SAUSA300_0295",51.3355,64.9117,46.438,175.019,172.119,204.081
"SAUSA300_1712",214,213,194,694,634,730
"SAUSA300_1190",424,410,496,1404,1136,1465
"SAUSA300_2281",1346,1296,1732,4627,4444,5065
"SAUSA300_2037",10672,9893,12780,34877,25940,39935
"SAUSA300_1509",2034,2142,2483,6450,6108,7497
"SAUSA300_0459",216,232,201,754,605,794
"SAUSA300_1474",983,1011,1458,3634,3284,4230
"SAUSA300_0296",209.761,202.473,164.755,684.115,550.314,688.074
"SAUSA300_2602",96,137,104,349,279,342
"SAUSA300_1515",418,321,488,1278,1106,1209
"SAUSA300_1098",130,148,169,447,402,484
"SAUSA300_2342",3243,2283,5229,10341,9178,16868
"SAUSA300_0297",238.141,205.698,232.105,759.762,576.481,664.061
"SAUSA300_0103",134.302,123.536,175.524,487.368,410.186,519.27
"SAUSA300_1782",581,489,775,2335,1528,2240
"SAUSA300_1898",242,236,321,923,781,896
"SAUSA300_2084",275,310,299,914,876,1121
"SAUSA300_0489",9876,8936,13102,35623,30163,37160
"SAUSA300_0334",137,235,172,496,429,622
"SAUSA300_1115",401,417,600,1635,1302,1650
"SAUSA300_1268",52,58,71,199,169,232
"SAUSA300_0917",745,768,898,2316,2421,2448
"SAUSA300_0278",5770,5329,5732,17280,17115,20954
"SAUSA300_0618",66937,70711,90012,218256,203507,257184
"SAUSA300_1711",1166,1417,2039,3182,4460,5711
"SAUSA300_2312",911,956,1158,3237,2769,3802
"SAUSA300_0681",1785,2502,1576,5242,5834,5289
"SAUSA300_1873",987,887,1361,3516,2580,3543
"SAUSA300_0671",989,955,1343,3065,3030,3724
"SAUSA300_0759",26793,20288,40529,75756,66723,106432
"SAUSA300_2130",3116,3142,3794,9753,8398,12461
"SAUSA300_2623",225,317,232,949,669,956
"SAUSA300_0458",389,355,426,1256,1064,1508
"SAUSA300_1858",689,812,897,2500,2269,3011
"SAUSA300_1995",793,1042,1066,2582,2705,3347
"SAUSA300_0641",300,260,363,948,843,965
"SAUSA300_0990",600,703,720,2321,1708,2640
"SAUSA300_0519",354,386,521,1148,1188,1419
"SAUSA300_1368",416,448,546,1428,1370,1421
"SAUSA300_0952",1636,1702,1766,5193,4556,5698
"SAUSA300_1316",1280,1287,1904,5059,4213,5050
"SAUSA300_0349",302,332,470,1008,1135,1096
"SAUSA300_0755",22959,21863,31262,84521,63260,79346
"SAUSA300_1200",1274,1199,1624,4759,3570,4932
"SAUSA300_2310",73,138,112,319,277,320
"SAUSA300_0100",74.7608,53.6137,71.29,242.703,186.612,230.79
"SAUSA300_2129",1019,1080,990,3124,2879,4242
"SAUSA300_0983",3423,3493,4511,11239,12200,13378
"SAUSA300_1410",81,113,122,358,294,379
"SAUSA300_0550",2395,2543,3121,7801,7227,9425
"SAUSA300_1760",114,132,115,363,340,366
"SAUSA300_0452",1938,1933,2618,6770,5508,7392
"SAUSA300_0745",497,445,735,1789,1511,2091
"SAUSA300_2126",640,686,760,2126,1884,2328
"SAUSA300_0711",2159,2591,2902,7360,8342,9083
"SAUSA300_2071",1480,1654,2160,5362,4809,5731
"SAUSA300_1580",396,365,553,1297,1263,1689
"SAUSA300_1783",863,724,1044,2960,2249,2692
"SAUSA300_0648",905,924,1168,3304,2791,3501
"SAUSA300_1665",205,204,307,728,712,676
"SAUSA300_1805",376,316,522,1332,1000,1276
"SAUSA300_2301",297,317,320,1004,802,1025
"SAUSA300_0981",904,968,1099,3006,2589,3484
"SAUSA300_1447",824,799,920,2414,2423,2881
"SAUSA300_1704",3236,2929,4928,12713,9725,12970
"SAUSA300_0723",116,139,126,377,380,378
"SAUSA300_0192",88,129,94,288,277,345
"SAUSA300_2518",496,443,987,1917,1873,2248
"SAUSA300_1635",752,674,1057,2732,2277,2906
"SAUSA300_0220",9867,6878,11916,26731,23520,34136
"SAUSA300_1475",3387,3066,4978,12885,10097,13440
"SAUSA300_0055",129,141,142,443,377,521
"SAUSA300_0562",2716,2656,3109,9073,7714,10533
"SAUSA300_2271",140,221,145,538,495,598
"SAUSA300_0082",219.975,272.845,266.877,840.263,631.067,1020.36
"SAUSA300_1633",805,1017,1594,2817,3898,4347
"SAUSA300_0169",122,138,132,465,298,428
"SAUSA300_0487",1466,1352,1671,5224,3502,5072
"SAUSA300_1707",319,367,419,1144,996,1223
"SAUSA300_0008",94,158,150,375,354,454
"SAUSA300_1345",4604,4669,5947,15869,13187,17504
"SAUSA300_2485",212,258,231,773,545,809
"SAUSA300_1243",1319,1313,1524,4415,3568,4790
"SAUSA300_1684",12180,11100,16315,37725,34184,47871
"SAUSA300_1616",359,386,535,1509,1139,1445
"SAUSA300_1905",359,401,459,1226,1140,1346
"SAUSA300_1907",874,823,1109,2748,2604,3184
"SAUSA300_1436",1223,1187,1890,4494,3912,4397
"SAUSA300_1311",1050,1128,1648,4054,3439,3972
"SAUSA300_1168",10473,9910,12506,33817,30199,41744
"SAUSA300_1347",906,881,1354,3224,2648,3603
"SAUSA300_2303",1747,1941,1643,5601,4491,6088
"SAUSA300_1537",1169,1215,1180,3756,3102,4054
"SAUSA300_1090",567,482,767,1912,1494,2084
"SAUSA300_2536",748,810,902,2934,2040,2986
"SAUSA300_0592",2297,2051,3021,8154,6480,7677
"SAUSA300_0769",2315,2427,2539,7667,6537,8159
"SAUSA300_1038",3646,3657,4751,13054,10345,13562
"SAUSA300_0406",1332.43,1626.59,1401.19,4398.64,3799.29,5069.78
"SAUSA300_0590",1007,1086,1517,3676,3690,4037
"SAUSA300_1476",2048,2222,2582,6380,5597,9345
"SAUSA300_0610",848,748,1414,3191,2480,3839
"SAUSA300_0250",1687,1586,2627,6607,5317,6606
"SAUSA300_0247",2097.34,2014,3038.34,7708.31,6555.88,8249.3
"SAUSA300_2322",308,349,409,1170,916,1186
"SAUSA300_1627",3467,2991,4331,10598,10639,11333
"SAUSA300_2627",858,1052,1204,3100,2994,3375
"SAUSA300_1460",827,693,1219,2922,2489,3176
"SAUSA300_0352",540,501,753,2050,1464,2218
"SAUSA300_1318",1640,1349,2467,6088,4868,6108
"SAUSA300_1442",1987,1823,2039,5741,6112,6809
"SAUSA300_2430",300,254,367,1032,792,1114
"SAUSA300_2578",5277,5169,7476,19529,15296,22007
"SAUSA300_2510",66,69,68,226,183,213
"SAUSA300_2384",2028,2232,2811,7182,6839,7517
"SAUSA300_1614",2839,2889,4046,9965,8804,11031
"SAUSA300_2083",167,215,250,670,538,723
"SAUSA300_1042",654,557,938,2310,1859,2599
"SAUSA300_1165",678,617,957,2469,1982,2646
"SAUSA300_2456",256,279,325,884,818,939
"SAUSA300_0329",955,1037,1493,3655,3055,3888
"SAUSA300_0580",186,212,220,663,649,658
"SAUSA300_1304",2978,2701,3476,9999,8156,10906
"SAUSA300_1632",955,897,1100,3237,2562,3338
"SAUSA300_0321",396,495,556,1367,1379,1689
"SAUSA300_2552",205,225,217,820,537,730
"SAUSA300_0757",15448,13473,23467,53201,44124,59676
"SAUSA300_1171",1142,1315,1252,4184,3194,4081
"SAUSA300_0122",65,85,99,255,223,316
"SAUSA300_1076",1410,1426,2054,5407,4369,5572
"SAUSA300_0543",326,367,420,1221,1041,1257
"SAUSA300_1135",485,486,510,1457,1431,1682
"SAUSA300_1677",1244,1209,1591,3948,3882,4958
"SAUSA300_2389",2639,2618,3358,9026,8884,9144
"SAUSA300_1722",148,141,203,556,555,401
"SAUSA300_1300",597,691,763,2090,2053,2162
"SAUSA300_1781",1072,1054,1438,4269,2985,3754
"SAUSA300_2480",583,660,627,1961,1721,2087
"SAUSA300_2576",2659,3356,2692,8578,7740,10482
"SAUSA300_0834",1855,1777,2993,7589,5660,7381
"SAUSA300_2345",729,610,1199,2494,2030,3448
"SAUSA300_0746",792,774,1072,2682,2567,2834
"SAUSA300_0361",332,368,448,1250,953,1360
"SAUSA300_1793",2697,2597,3195,9310,7262,9852
"SAUSA300_0673",175,194,208,573,592,618
"SAUSA300_0495",97,91,96,321,281,301
"SAUSA300_0462",1945,1970,2363,6753,5477,7653
"SAUSA300_1201",5603,5745,7900,20386,16625,22329
"SAUSA300_1638",751,846,1068,2833,2629,2871
"SAUSA300_2066",2874,2614,4500,10386,9342,11005
"SAUSA300_0123",50,63,92,217,184,221
"SAUSA300_2081",2172,2015,2639,7793,5770,7678
"SAUSA300_1589",1366,1254,1805,4391,4177,5055
"SAUSA300_1591",820,828,893,2776,2129,3190
"SAUSA300_0854",1234,1143,1883,4644,3713,4630
"SAUSA300_1900",4065,3616,5141,12867,12820,13612
"SAUSA300_0570",3590,3538,4989,13037,10892,13366
"SAUSA300_2406",258,264,313,803,880,906
"SAUSA300_0564",227,246,312,887,716,862
"SAUSA300_0231",597,539,833,2006,1816,2306
"SAUSA300_0217",232,303,327,968,780,951
"SAUSA300_2107",435,405,681,1580,1193,1922
"SAUSA300_2517",288,289,421,1040,908,1163
"SAUSA300_2590",419,443,651,1557,1250,1883
"SAUSA300_2425",92,108,126,364,297,363
"SAUSA300_0210",157,177,202,530,431,735
"SAUSA300_0214",147,167,251,622,446,678
"SAUSA300_0787",123,156,186,455,451,533
"SAUSA300_1123",2714,2263,3985,9619,7612,10092
"SAUSA300_0037",259,284,344,952,784,1048
"SAUSA300_0378",125,165,112,416,401,413
"SAUSA300_2164",129,148,173,386,548,483
"SAUSA300_2559",290,295,405,1029,912,1134
"SAUSA300_0097",1034,1151,1313,3960,3132,3860
"SAUSA300_2309",309,302,312,922,874,1091
"SAUSA300_0429",658,580,774,2200,1804,2270
"SAUSA300_0309",491,413,637,1525,1431,1818
