"gene_id","QOBWO025A5_20210322102047__S10_R1_001.bam","QOBWO026AD_20210322102047__S11_R1_001.bam","QOBWO027AL_20210322102047__S12_R1_001.bam","QOBWO028AT_20210322102047__S13_R1_001.bam","QOBWO029A3_20210322102047__S14_R1_001.bam","QOBWO030A6_20210322102047__S15_R1_001.bam","QOBWO070A0_20210322102047__S16_R1_001.bam","QOBWO071A8_20210322102047__S17_R1_001.bam","QOBWO072AG_20210322102047__S18_R1_001.bam"
"KQU62_RS10330",924,1724,1144,3815,4889,4840,3150,1965,2192
"KQU62_RS10335",185,421,223,435,451,484,159,61,92
"KQU62_RS10340",1022,2191,1441,1436,1875,1680,1535,1043,947
"KQU62_RS10345",2485,5329,3346,5125,6264,5505,4847,2917,2968
"KQU62_RS10350",348,674,414,581,607,562,384,211,233
"KQU62_RS10355",461,1064,629,1793,2069,2042,1896,976,1196
"KQU62_RS10360",183,421,244,1151,1240,1197,1016,608,643
"KQU62_RS10365",113,265,184,360,433,436,246,161,185
"KQU62_RS10370",72,154,89,204,239,185,157,109,116
"KQU62_RS10375",163,372,174,270,315,279,314,171,178
"KQU62_RS10380",28,65,20,54,50,56,37,13,18
"KQU62_RS10385",871,1801,1212,909,1246,1165,971,582,710
"KQU62_RS10390",4026,8493,5786,12331,20268,16951,5174,2726,2814
"KQU62_RS10395",680,1369,958,1890,2139,1863,1615,1108,1075
"KQU62_RS10400",883,1853,1342,970,1139,1018,629,371,401
"KQU62_RS10405",2249,4763,2972,6736,8138,7450,7685,4195,4154
"KQU62_RS10410",41,61,60,123,141,117,144,104,67
"KQU62_RS10415",11,21,9,32,35,47,33,18,10
"KQU62_RS10420",3339,7044,4333,7501,9319,7896,6751,4429,4803
"KQU62_RS10425",1492,3073,1970,3476,4228,3924,2505,1393,1391
"KQU62_RS10430",1044,2504,1578,7899,9922,9747,7248,3818,3987
"KQU62_RS10435",92,197,114,242,271,241,131,55,75
"KQU62_RS10440",844,1707,1115,1111,1426,1304,340,197,204
"KQU62_RS10445",2096,4432,2858,4053,4850,4408,3449,2185,2254
"KQU62_RS10450",1193,2612,1535,3449,3993,3776,2311,1196,1251
"KQU62_RS10455",179,367,230,100,83,87,61,29,31
"KQU62_RS10460",854,1898,1295,501,574,543,385,230,252
"KQU62_RS10465",4444,9165,5905,8083,9355,8013,7377,4423,4660
"KQU62_RS10470",829,2002,1164,3038,3606,3428,2050,1135,1073
"KQU62_RS10475",21256,42409,34286,39446,50322,47713,34147,20019,20128
"KQU62_RS10480",4808,8780,7586,7732,9863,9548,6020,3952,3595
"KQU62_RS10485",1246,2601,1463,1278,1436,1373,510,231,267
"KQU62_RS10490",7,6,10,1,5,2,1,1,1
"KQU62_RS10495",671,1370,801,1228,1447,1358,798,516,522
"KQU62_RS10500",4,1,1,5,2,2,2,0,1
"KQU62_RS10505",1425,3102,1897,2782,4034,3513,2116,1130,1051
"KQU62_RS10510",477,1057,686,1001,1247,1080,717,401,438
"KQU62_RS10515",598,1272,730,473,519,422,308,220,243
"KQU62_RS10520",46,91,52,47,61,62,56,26,28
"KQU62_RS10525",40,78,47,59,76,77,55,46,43
"KQU62_RS10530",293,663,404,673,842,687,469,320,318
"KQU62_RS10535",1577,3241,2055,2486,3176,2845,2444,1543,1620
"KQU62_RS10540",107,216,132,224,263,237,162,97,91
"KQU62_RS10545",156,361,218,306,344,373,340,168,172
"KQU62_RS10550",117,279,171,95,94,117,62,31,33
"KQU62_RS10555",532,1123,750,413,433,405,784,507,490
"KQU62_RS10560",1482,3528,2108,997,1140,1039,2613,1262,1402
"KQU62_RS10565",2610,5410,3633,5700,7339,7189,4304,2629,2821
"KQU62_RS10570",9797,19672,12854,159613,187744,179896,172141,102776,107050
"KQU62_RS10575",2420,4890,2974,3970,4719,4239,3379,1963,2143
"KQU62_RS10580",3197,6580,4037,4648,5390,5090,5413,3437,3425
"KQU62_RS10585",785,1714,1119,553,596,595,394,223,210
"KQU62_RS10590",7903,16967,10972,4204,5461,5283,4403,2168,2335
"KQU62_RS10595",96,212,169,79,84,88,67,28,34
"KQU62_RS10600",695,1504,1024,392,508,454,406,232,321
"KQU62_RS10605",1329,2803,1844,345,504,419,272,170,187
"KQU62_RS10610",0,3,2,6,7,7,10,6,2
"KQU62_RS10615",336,712,381,975,1118,1178,839,423,419
"KQU62_RS10620",710,1451,981,897,1073,992,584,368,375
"KQU62_RS10625",1382,3036,1842,1731,2377,2242,1336,751,795
"KQU62_RS10630",5023,10618,6343,4677,5958,5542,3483,2007,2107
"KQU62_RS10635",1548,3079,1949,8432,11078,10778,6276,4448,5264
"KQU62_RS10640",73,166,82,160,163,183,128,61,69
"KQU62_RS10645",1286,2885,1820,4532,5217,4467,3453,1947,1955
"KQU62_RS10650",589,1084,735,1469,1608,1442,1416,983,1096
"KQU62_RS10655",798,1571,867,1420,1741,1597,890,551,527
"KQU62_RS10660",13894,28629,19323,22886,25181,21826,14968,8038,8825
"KQU62_RS10665",727,1367,976,1194,1384,1279,665,369,397
"KQU62_RS10670",2433,5150,3393,12706,11823,9669,8041,5312,5552
"KQU62_RS10675",1448,3132,1859,932,984,1010,696,344,332
"KQU62_RS10680",312,565,309,28876,61969,57728,101618,63446,68504
"KQU62_RS10685",19,46,21,40,47,43,22,12,20
"KQU62_RS10690",61,130,72,77,106,104,70,34,15
"KQU62_RS10695",858,1768,1142,2447,5817,5073,3097,2078,3220
"KQU62_RS10700",1275,2648,1600,4977,12181,11119,8157,5025,6871
"KQU62_RS10705",622,1331,815,3205,7764,7037,6104,3915,5017
"KQU62_RS10710",297,579,397,2943,8583,8474,8183,5245,6577
"KQU62_RS10715",30,104,70,2381,8410,8175,10245,6607,7763
"KQU62_RS10720",96,238,126,8169,26066,26451,38923,25316,30333
"KQU62_RS10725",583,1081,584,49940,98000,91152,147751,100802,108387
"KQU62_RS10730",111,257,142,3839,9052,9258,19856,14605,16583
"KQU62_RS10735",4,14,9,313,654,759,1764,1229,1373
"KQU62_RS10740",410,836,463,22118,42140,39675,86165,56936,57753
"KQU62_RS10745",197,404,243,11729,20747,19220,26125,16481,17069
"KQU62_RS10750",230,421,313,247,326,324,270,137,144
"KQU62_RS10755",2988,6781,4141,11684,15591,13840,9467,5345,5784
"KQU62_RS10760",160,365,216,217,255,223,140,55,73
"KQU62_RS10765",327,601,424,345,368,314,195,122,139
"KQU62_RS10770",829,1755,1103,1665,2289,1999,1266,791,751
"KQU62_RS10775",768,1791,1146,3361,3935,3674,3388,1526,1591
"KQU62_RS10780",272,566,344,1466,1616,1424,1155,637,603
"KQU62_RS10785",2017,4455,2681,5635,6787,6356,3537,1843,2025
"KQU62_RS10790",22540,48520,30884,57136,68309,62860,55681,29083,29914
"KQU62_RS10795",26005,53853,35981,63661,75311,67088,57888,37152,37948
"KQU62_RS10800",23814,52277,34439,53113,60008,54338,43978,24001,24649
"KQU62_RS10805",16859,37382,25471,16783,15795,14687,16378,9329,9398
"KQU62_RS10810",145,234,164,540,484,539,381,339,394
"KQU62_RS10815",611,1248,886,16911,3939,3865,17295,9655,9538
"KQU62_RS10820",631,1494,852,1067,1261,1159,638,390,394
"KQU62_RS10825",23,60,41,127,151,123,86,27,39
"KQU62_RS10830",56,121,73,98,121,108,71,39,39
"KQU62_RS10835",15,21,15,31,47,47,44,27,34
"KQU62_RS10840",31,52,36,87,94,72,42,41,45
"KQU62_RS10845",34,90,54,113,121,112,80,48,74
"KQU62_RS10850",50,106,69,71,90,84,38,12,20
"KQU62_RS10855",56,110,58,83,96,82,30,28,27
"KQU62_RS10860",184,355,247,303,364,303,186,99,107
"KQU62_RS10865",79,176,111,142,173,148,80,53,56
"KQU62_RS10870",80,182,125,112,176,135,70,43,52
"KQU62_RS10875",13,29,13,32,29,33,10,7,5
"KQU62_RS10880",3,7,0,7,3,8,1,0,2
"KQU62_RS10885",206,464,282,278,307,337,142,98,83
"KQU62_RS10890",188,424,236,266,372,309,141,64,75
"KQU62_RS10895",709,1252,1115,1269,1521,1081,1095,1104,1314
"KQU62_RS10900",68,152,100,63,75,79,45,21,40
"KQU62_RS10905",2287,4355,2922,2945,3637,3032,2495,1970,2178
"KQU62_RS10910",2125,4432,2676,3068,4026,3255,2833,1987,1893
"KQU62_RS10915",3530,7162,4891,13187,14679,12616,8489,5758,6340
"KQU62_RS10920",73,185,109,80,98,88,49,29,26
"KQU62_RS10925",1357,2682,1750,1535,1817,1592,966,570,785
"KQU62_RS10930",214,421,242,121,140,119,82,54,66
"KQU62_RS10935",192,371,235,425,496,446,658,403,600
"KQU62_RS10940",5654,12656,7552,10797,13927,12171,10718,5581,5701
"KQU62_RS10945",2663,5384,3475,14686,15917,13709,11139,6523,6922
"KQU62_RS10950",1336,2864,1821,2481,3016,2803,1802,1008,1111
"KQU62_RS10955",7270,14815,10791,4370,4842,4302,4184,2694,2853
"KQU62_RS10960",2050,4675,2879,5092,5926,4970,4838,3200,3133
"KQU62_RS10965",11080,24091,15041,27842,29655,25597,25522,15222,15112
"KQU62_RS10970",413,1082,506,1325,2616,2306,1849,1110,1237
"KQU62_RS10975",488,1186,526,1507,2892,2573,2538,1673,1650
"KQU62_RS10980",147,377,145,513,921,867,1026,580,547
"KQU62_RS10985",381,962,466,1705,2676,2404,3255,1941,1910
"KQU62_RS10990",0,4,3,3,4,5,0,0,1
"KQU62_RS10995",1,4,6,8,10,10,4,3,0
"KQU62_RS11000",628,1424,877,996,1167,976,693,370,452
"KQU62_RS11005",4673,10158,5845,11259,13138,10302,10612,6332,6441
"KQU62_RS11010",395,787,533,1271,1475,1404,1384,915,1032
"KQU62_RS11015",1654,3383,2104,4242,5656,4988,2997,1708,1785
"KQU62_RS11020",139,325,211,222,327,326,234,121,143
"KQU62_RS11025",69,158,97,117,97,86,99,45,44
"KQU62_RS11030",2791,5976,3973,3350,3662,3279,2371,1631,1620
"KQU62_RS11035",1093,2414,1419,1768,2060,1808,1231,790,757
"KQU62_RS11040",148,244,172,206,231,221,129,99,118
"KQU62_RS11045",262,625,358,770,881,803,698,422,436
"KQU62_RS11050",1526,3077,1969,1934,2392,2307,1574,844,943
"KQU62_RS11055",1126,2271,1400,1885,2196,1976,1009,591,688
"KQU62_RS11060",925,2048,1401,1133,1429,1147,796,494,510
"KQU62_RS11065",363,764,507,367,433,426,279,151,140
"KQU62_RS11070",401,823,548,451,532,468,218,115,134
"KQU62_RS11075",400,747,563,535,648,452,251,132,204
"KQU62_RS11080",497,1011,670,633,774,682,365,208,229
"KQU62_RS11085",1309,2476,1750,1520,1929,1628,893,527,618
"KQU62_RS11090",138,271,212,70,76,79,31,31,20
"KQU62_RS11095",47,115,70,17,24,25,19,2,14
"KQU62_RS11100",64,122,115,37,43,36,11,9,15
"KQU62_RS11105",249,617,420,302,367,373,331,214,216
"KQU62_RS11110",38,78,46,63,71,108,66,38,29
"KQU62_RS11115",1210,2799,1470,9046,10085,8818,7355,4303,4551
"KQU62_RS11120",301,675,441,410,578,544,658,431,481
"KQU62_RS11125",162,352,197,113,122,128,75,32,41
"KQU62_RS11130",740,1462,1096,632,637,579,355,256,285
"KQU62_RS11135",304,473,383,613,652,515,332,349,488
"KQU62_RS11140",22,30,31,14,14,17,7,1,2
"KQU62_RS11145",332,669,438,4759,5647,4830,7429,6154,6786
"KQU62_RS11150",4,11,5,6,9,7,3,2,0
"KQU62_RS11155",543,1165,759,986,1223,1074,908,538,555
"KQU62_RS11160",293,548,326,382,450,375,313,179,167
"KQU62_RS11165",201,415,231,269,389,349,213,146,133
"KQU62_RS11170",4393,10027,6051,8417,10516,9725,8161,4302,4144
"KQU62_RS11175",190,391,263,287,363,327,155,83,106
"KQU62_RS11180",2657,5537,3384,3313,4419,3797,3050,1671,1824
"KQU62_RS11185",544,1094,700,868,941,1021,552,334,401
"KQU62_RS11190",141,250,159,218,198,226,119,63,103
"KQU62_RS11195",1487,3209,2246,3138,3772,3296,2343,1325,1310
"KQU62_RS11200",368,708,492,564,655,631,579,376,317
"KQU62_RS11205",0,0,0,1,1,1,0,1,1
"KQU62_RS11210",611,1314,885,2515,3555,3793,1728,1175,1332
"KQU62_RS11215",359,709,464,1172,1608,1612,1590,1002,1481
"KQU62_RS11220",125,204,121,578,557,452,1145,799,1031
"KQU62_RS11225",3315,6249,4193,1985,2583,2203,1659,1087,1137
"KQU62_RS11230",1330,2711,1723,843,979,886,629,364,309
"KQU62_RS11235",229,509,338,195,287,251,188,140,117
"KQU62_RS11240",5999,12270,7939,4947,5443,5080,3806,2362,2630
"KQU62_RS11245",3657,7711,4962,10737,12090,11843,6774,3768,4514
"KQU62_RS11250",2078,4673,2835,3308,3846,3476,2261,1286,1491
"KQU62_RS11255",135,337,209,4491,3070,2867,1356,849,763
"KQU62_RS11260",83,223,113,4589,3477,3138,1340,700,629
"KQU62_RS11265",1130,2428,1308,1981,2153,1961,1707,988,1042
"KQU62_RS11270",66,137,74,340,333,281,180,128,115
"KQU62_RS11275",102,205,96,583,538,542,451,235,223
"KQU62_RS11280",1696,3507,2253,3750,5191,5210,2768,1478,2062
"KQU62_RS11285",3766,7810,5247,4912,5833,5133,3572,2003,2112
"KQU62_RS11290",85,208,157,170,255,237,207,111,106
"KQU62_RS11295",48,82,60,71,82,74,69,28,36
"KQU62_RS11300",55,120,87,142,140,107,59,52,65
"KQU62_RS11305",206,402,246,190,317,311,255,111,123
"KQU62_RS11310",518,1073,712,998,965,922,760,486,610
"KQU62_RS11315",3260,6870,4574,1513,1640,1494,1241,824,920
"KQU62_RS11320",14264,29385,17393,44002,73456,63388,48331,32502,36042
"KQU62_RS11325",14,44,29,33,50,58,19,9,19
"KQU62_RS11330",373,756,500,647,775,682,568,286,307
"KQU62_RS11335",1503,3036,2120,1917,2083,1956,1097,696,719
"KQU62_RS11340",574,1183,852,235,287,237,177,101,111
"KQU62_RS11345",85,132,61,237,263,225,118,76,77
"KQU62_RS11350",0,1,0,0,1,1,0,0,0
"KQU62_RS11355",875,1527,1190,903,1220,1104,682,440,507
"KQU62_RS11360",445,838,597,352,534,478,192,119,141
"KQU62_RS11365",684,1219,925,653,982,922,383,228,322
"KQU62_RS11370",42,78,50,39,77,47,26,19,27
"KQU62_RS11375",812,1689,967,1871,2210,2033,1098,566,643
"KQU62_RS11380",4215,9070,5697,3126,3945,3694,3434,2237,2294
"KQU62_RS11385",976,2064,1278,1047,1132,932,820,476,507
"KQU62_RS11390",285,524,395,321,347,332,250,140,203
"KQU62_RS11395",3640,7287,5630,20885,28318,28616,9462,7170,7435
"KQU62_RS11400",11563,23494,14513,22233,29467,26505,19644,12424,11738
"KQU62_RS11405",2411,5168,3215,6286,8525,7690,5226,2652,2650
"KQU62_RS11410",524,1127,693,1276,1617,1395,784,474,415
"KQU62_RS11415",663,1200,765,886,1029,909,414,228,285
"KQU62_RS11420",7775,14838,10560,23244,28313,28444,22499,13808,15353
"KQU62_RS11425",188,333,266,420,766,669,172,85,96
"KQU62_RS11430",3855,8052,5340,5671,7154,6302,4174,2895,2757
"KQU62_RS11435",20550,40733,28607,9805,13804,11902,8669,5632,5865
"KQU62_RS11440",489,892,623,685,770,837,661,393,448
"KQU62_RS11445",859,1765,965,954,1642,1375,1373,919,866
"KQU62_RS11450",154,327,208,115,179,201,110,64,62
"KQU62_RS11455",765,1771,1191,717,1102,1023,509,278,335
"KQU62_RS11460",24,48,20,11,18,22,8,7,9
"KQU62_RS11465",619,1328,653,492,693,574,550,316,312
"KQU62_RS11470",672,1340,806,959,1157,1093,800,413,471
"KQU62_RS11475",92,235,107,121,157,159,105,33,46
"KQU62_RS11480",7016,15279,9145,5062,6407,5891,5842,3732,4310
"KQU62_RS11485",841,1835,1126,519,604,690,500,308,357
"KQU62_RS11490",380,824,380,1958,3483,2444,585,390,427
"KQU62_RS11495",1673,3488,2157,5968,6596,5677,4276,2697,2830
"KQU62_RS11500",510,964,588,1164,1504,1249,824,670,670
"KQU62_RS11505",728,1562,948,2136,2286,1974,2114,1353,1354
"KQU62_RS11510",713,1518,907,1953,2088,1929,2042,1280,1443
"KQU62_RS11515",2049,4040,3241,1798,2093,1996,1620,1061,1077
"KQU62_RS11520",937,1842,1416,686,900,843,775,466,430
"KQU62_RS11525",1117,2219,1732,892,1076,1070,855,500,572
"KQU62_RS11530",1402,2974,2168,1078,1352,1294,944,522,543
"KQU62_RS11535",380,806,606,237,301,324,199,84,104
"KQU62_RS11540",1950,3809,3390,1345,1972,1694,957,651,780
"KQU62_RS11545",11847,25302,16474,13117,18926,16898,7705,3902,3935
"KQU62_RS11550",65703,124423,93011,33953,65863,52098,14197,9825,11596
"KQU62_RS11555",245,585,300,1275,1354,1229,890,479,514
"KQU62_RS11560",3,3,4,3,7,5,3,1,0
"KQU62_RS11565",353,677,419,648,875,749,332,221,229
"KQU62_RS11570",54,130,69,178,262,189,98,77,83
"KQU62_RS11575",15,68,34,45,45,52,41,20,26
"KQU62_RS11580",151,311,206,149,178,138,102,74,62
"KQU62_RS11585",328,677,468,314,396,350,195,109,113
"KQU62_RS11590",39,80,53,48,67,73,40,16,23
"KQU62_RS11595",310,628,429,259,275,246,150,121,113
"KQU62_RS11600",685,1376,863,513,650,586,415,227,235
"KQU62_RS11605",1417,2943,1821,997,1330,1131,817,477,560
"KQU62_RS11610",1343,2857,1721,963,1317,1149,925,604,569
"KQU62_RS11615",156,336,207,225,284,283,164,80,83
"KQU62_RS11620",107,207,141,157,231,204,106,70,72
"KQU62_RS11625",68,169,93,160,228,240,115,69,86
"KQU62_RS11630",59,114,56,159,194,205,150,78,69
"KQU62_RS11635",134,265,141,290,475,443,276,146,166
"KQU62_RS11640",31,78,45,91,153,156,75,46,45
"KQU62_RS11645",41,106,56,76,122,104,73,73,73
"KQU62_RS11650",3476,7606,5109,4745,7379,6747,3885,2220,2226
"KQU62_RS11655",1186,2664,1719,1581,2441,2331,1623,939,959
"KQU62_RS11660",290,661,376,815,758,696,491,212,244
"KQU62_RS11665",16149,33499,23389,24680,28152,25993,21926,12936,14150
"KQU62_RS11670",106,171,96,115,137,117,72,44,41
"KQU62_RS11675",452,891,540,551,668,566,541,303,339
"KQU62_RS11680",1222,2592,1427,902,1300,1032,837,663,567
"KQU62_RS11685",2556,5705,3234,2560,3574,3077,2549,1489,1396
"KQU62_RS11690",1388,2726,1748,1481,1936,1722,1191,743,741
"KQU62_RS11695",1717,3578,2161,2390,2874,2743,1821,1168,1227
"KQU62_RS11700",697,1534,1003,2013,2502,2333,1671,904,871
"KQU62_RS11705",2072,4874,2547,5315,7144,6138,5175,3180,3082
"KQU62_RS11710",1080,2255,1377,10032,9343,8261,7534,4638,5311
"KQU62_RS11715",136,346,208,827,912,818,694,369,419
"KQU62_RS11720",50,104,77,66,74,67,52,32,39
"KQU62_RS11725",61595,129499,86046,22775,25930,22944,29979,18055,18254
"KQU62_RS11730",64358,131263,86793,196092,222568,192395,163239,98264,100041
"KQU62_RS11735",83,202,108,166,189,166,109,64,72
"KQU62_RS11740",6064,13061,7499,9185,10609,9443,8437,4888,5544
"KQU62_RS11745",115,164,137,123,181,140,163,133,143
"KQU62_RS11750",185,474,274,327,384,348,259,98,89
"KQU62_RS11755",15179,35715,16598,1672,2390,2036,8721,5487,5361
"KQU62_RS11760",16737,38584,17965,1501,2113,1898,9148,5280,5048
"KQU62_RS11765",0,0,0,0,0,0,0,0,0
"KQU62_RS11770",89,202,101,74,123,147,108,75,71
"KQU62_RS11775",4698,10739,5740,1520,2284,1927,3431,1968,2176
"KQU62_RS11780",0,9,3,4,2,6,0,1,1
"KQU62_RS11785",0,3,3,0,1,3,1,0,0
"KQU62_RS11790",478,1046,639,567,627,527,1269,843,712
"KQU62_RS11795",1523,3492,1953,2223,2263,1954,3374,1898,1660
"KQU62_RS11800",659,1295,773,557,631,519,307,194,217
"KQU62_RS11805",61,138,79,67,124,99,79,47,30
"KQU62_RS11810",495,1029,712,835,1046,838,623,496,469
"KQU62_RS11815",806,1745,1031,1442,1883,1651,1240,652,722
"KQU62_RS11820",13,13,13,8,16,11,9,5,8
"KQU62_RS11825",343,748,449,693,986,860,730,400,370
"KQU62_RS11830",28,54,42,61,79,71,52,27,27
"KQU62_RS11835",7,28,13,70,55,54,30,16,9
"KQU62_RS11840",908,2009,1272,1903,2493,2245,1697,967,1097
"KQU62_RS11845",164,321,196,289,332,284,181,156,135
"KQU62_RS11850",1856,4239,2608,1854,2692,2479,1743,986,1008
"KQU62_RS11855",1329,2897,1908,1172,1650,1529,1040,519,522
"KQU62_RS11860",117,257,175,81,124,118,93,30,42
"KQU62_RS11865",47,94,61,43,30,25,32,20,19
"KQU62_RS11870",1,3,2,8,3,2,1,2,1
"KQU62_RS11875",1219,2516,1584,1690,2026,1800,1405,871,886
"KQU62_RS11880",537,1051,646,1090,1353,1136,909,515,547
"KQU62_RS11885",45589,87361,71520,101621,118659,93873,52383,31984,31783
"KQU62_RS11890",1118,2358,1589,1664,2719,2446,2748,1708,1816
"KQU62_RS11895",589,1185,757,1032,1737,1521,2515,1928,1996
"KQU62_RS11900",373,745,444,1221,2021,1910,4072,2714,2828
"KQU62_RS11905",370,801,578,900,1398,1328,3303,2155,2262
"KQU62_RS11910",595,1394,971,1000,1506,1398,3857,2343,2438
"KQU62_RS11915",0,1,1,1,3,0,1,0,0
"KQU62_RS11920",44,74,40,295,336,245,233,122,121
"KQU62_RS11925",454,891,558,2885,2470,2336,1564,1046,991
"KQU62_RS11930",527,1080,698,1260,1425,1430,1081,662,739
"KQU62_RS11935",85,191,141,299,392,379,193,163,137
"KQU62_RS11940",114,236,143,1013,1211,1057,638,335,342
"KQU62_RS11945",360,700,430,1886,2245,1890,2411,1581,2055
"KQU62_RS11950",534,1124,703,1269,1841,1556,1003,635,745
"KQU62_RS11955",21233,43269,28829,28511,37307,30658,21637,13548,14121
"KQU62_RS11960",9565,19865,13009,14942,18532,15908,13802,8618,8721
"KQU62_RS11965",2483,5507,3426,3323,4116,3881,3151,2095,2133
"KQU62_RS11970",10310,22336,14087,20996,24667,22716,17899,10151,10545
"KQU62_RS11975",3531,7560,5222,8665,10341,9824,7212,3997,4333
"KQU62_RS11980",2182,4823,3360,6888,7887,7514,5229,3360,3505
"KQU62_RS11985",1979,4339,3108,7968,8758,8277,5946,3889,3766
"KQU62_RS11990",722,1644,1194,3704,3803,3613,2477,1307,1415
"KQU62_RS11995",1468,3201,2265,7318,7271,6945,5210,2868,2825
"KQU62_RS12000",1786,4011,2844,9102,9182,7961,5653,3290,3330
"KQU62_RS12005",1232,2829,1792,6533,6307,6069,4078,1814,1822
"KQU62_RS12010",39884,85263,61819,215510,218322,189955,152654,93289,98390
"KQU62_RS12015",73,187,107,250,368,292,171,113,121
"KQU62_RS12020",95,217,122,745,831,799,649,349,399
"KQU62_RS12025",19,32,21,135,134,153,101,49,48
"KQU62_RS12030",163,301,227,456,526,501,346,331,344
"KQU62_RS12035",301,545,375,365,485,459,299,194,187
"KQU62_RS12040",130,265,201,191,227,211,79,53,38
"KQU62_RS12045",51,131,62,99,104,108,56,25,21
"KQU62_RS12050",176,337,210,269,338,275,165,83,96
"KQU62_RS12055",88,178,123,118,143,115,90,54,45
"KQU62_RS12060",20,28,12,26,26,22,11,4,2
"KQU62_RS12065",1773,4008,2450,2006,2193,2296,1713,750,734
"KQU62_RS12070",11,33,23,39,74,62,22,9,16
"KQU62_RS12075",7,20,2,18,27,18,8,2,5
"KQU62_RS12080",60,114,56,56,92,84,44,18,17
"KQU62_RS12085",125,292,167,292,372,341,175,80,87
"KQU62_RS12090",464,845,527,2809,2147,1933,4663,2583,4126
"KQU62_RS12095",149,357,189,269,326,325,195,114,126
"KQU62_RS12100",75,203,94,146,223,187,104,63,60
"KQU62_RS12105",79,163,86,124,178,145,73,68,54
"KQU62_RS12110",67,101,62,105,135,113,83,42,40
"KQU62_RS12115",45,115,73,135,162,148,73,51,33
"KQU62_RS12120",112,214,122,252,310,257,125,107,124
"KQU62_RS12125",108,259,126,284,330,290,142,95,105
"KQU62_RS12130",23,36,24,49,46,51,17,12,14
"KQU62_RS12135",28,39,29,59,86,85,30,11,11
"KQU62_RS12140",282,609,371,1483,1621,1382,801,465,589
"KQU62_RS12145",47,75,44,212,187,169,102,53,52
"KQU62_RS12150",83,190,98,443,457,452,271,121,106
"KQU62_RS12155",95,245,121,794,810,784,418,244,206
"KQU62_RS12160",28,71,42,304,324,317,188,82,76
"KQU62_RS12165",45,125,59,604,684,574,366,179,174
"KQU62_RS12170",296,720,484,406,484,433,604,303,353
"KQU62_RS12175",106,268,150,218,290,310,167,62,74
"KQU62_RS12180",2112,4341,3063,709,857,787,414,233,239
"KQU62_RS12185",716,1563,988,1663,1870,1623,1115,671,714
"KQU62_RS12190",474,1050,652,980,1126,975,694,433,427
"KQU62_RS12195",368,899,545,1988,2627,2440,1889,1315,1139
"KQU62_RS12200",2500,5262,3315,6912,8619,7451,7278,5027,5626
"KQU62_RS12205",987,2012,1220,1615,1780,1764,1137,644,701
"KQU62_RS12210",101,180,140,110,176,175,121,66,53
"KQU62_RS12215",1460,2963,2109,1382,1732,1597,1036,705,733
"KQU62_RS12220",5432,11583,6945,2272,2818,2603,2124,1334,1294
"KQU62_RS12225",271,580,430,432,589,651,747,360,459
"KQU62_RS12230",49,90,48,43,69,48,38,27,21
"KQU62_RS12235",134,309,204,202,249,191,164,96,114
"KQU62_RS12240",17,29,17,37,31,41,27,20,19
"KQU62_RS12245",197,415,290,507,509,489,380,189,207
"KQU62_RS12250",243,534,345,1303,1030,952,493,293,293
"KQU62_RS12255",297,656,371,1553,1408,1262,660,308,314
"KQU62_RS12260",205,420,304,1102,1075,921,408,302,232
"KQU62_RS12265",24671,42947,35624,38834,39446,37508,13599,7602,9176
"KQU62_RS12270",312,672,392,870,1175,973,861,509,531
"KQU62_RS12275",44,79,74,262,359,258,314,187,182
"KQU62_RS12280",15,41,18,71,106,97,135,82,44
"KQU62_RS12285",3054,6061,4125,2876,3877,3479,2264,1438,1490
"KQU62_RS12290",1975,4142,3039,2208,2917,2512,1460,1005,1096
"KQU62_RS12295",4907,9645,7426,5598,7896,7030,3891,2290,2507
"KQU62_RS12300",1473,3038,2137,1533,2203,2167,1067,609,568
"KQU62_RS12305",310,687,471,285,398,341,132,62,68
"KQU62_RS12310",936,1871,1275,1571,2208,2153,801,594,677
"KQU62_RS12315",6548,13850,9665,18734,23153,21846,13216,7452,7933
"KQU62_RS12320",10882,24058,15453,24230,30712,28466,19802,10809,11498
"KQU62_RS12325",481,947,687,944,1074,1130,709,474,422
"KQU62_RS12330",5722,12284,8103,10749,12967,11604,7134,4093,4399
"KQU62_RS12335",11389,23816,16132,17340,22069,19959,12943,7950,7965
"KQU62_RS12340",24785,52140,34914,37808,49859,44509,27563,16457,17081
"KQU62_RS12345",734,1440,996,1703,2168,1620,1249,684,834
"KQU62_RS12350",129,264,182,360,468,391,405,249,252
"KQU62_RS12355",12113,25344,15980,22054,27783,24872,26576,15345,17092
"KQU62_RS12360",189,340,215,1638,1779,1574,1116,664,673
"KQU62_RS12365",121,247,122,996,1194,961,770,502,538
"KQU62_RS12370",248,543,339,518,612,507,378,237,216
"KQU62_RS12375",4377,8943,5840,6111,7209,6795,3731,1919,2113
"KQU62_RS12380",16765,35192,23299,21425,27060,24105,17357,9624,10097
"KQU62_RS12385",2829,5367,3856,2837,3716,3376,2589,1822,1821
"KQU62_RS12390",16861,34099,23624,20180,25349,22031,15237,9515,10100
"KQU62_RS12395",4059,8189,5731,921,1684,1432,927,617,582
"KQU62_RS12400",8,23,7,14,16,19,4,5,0
"KQU62_RS12405",2,6,2,0,0,2,1,0,1
"KQU62_RS12410",4358,8688,5971,7241,8501,7976,5934,3813,3751
"KQU62_RS12415",14575,31343,20006,25676,31807,29393,23310,13634,14255
